sequence,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBxdBl?nBctBCtB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFxbBXeBigB+?oBlnB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8Jex6IvhFXcBTeBmfBl?nBctB6sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFxbB0dBigB+?oBlnBXtB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBxdBF?jBStB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcB5jB0?nBatBlsB,v115@ChB8CeB8AeC8DeG8CeG8BeA8Jex6IvhFXcBTeBmfB1?nBStB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBldBx?nBCtBctB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeF8IvhFXeBxfBCtBc?tBmpBTsB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBVjBx?nBStB0sB
SJTIZLO,X,X,O,X,X,O,O,X,X,X
SJTIZOL,X,X,O,X,X,O,X,X,X,X
SJTIOLZ,X,O,X,X,O,X,O,O,X,X
SJTIOZL,O,X,X,X,X,O,X,X,X,X
SJTLIZO,X,O,X,O,O,X,O,O,X,X
SJTLIOZ,X,O,X,O,O,X,O,O,X,X
SJTLZIO,X,O,X,O,O,X,O,X,X,X
SJTLZOI,X,O,X,O,O,X,O,X,X,X
SJTLOIZ,X,O,X,O,O,X,O,O,X,X
SJTLOZI,X,O,X,O,O,X,O,X,X,X
SJTZILO,O,X,O,X,X,O,O,X,X,X
SJTZIOL,O,X,O,X,X,O,X,X,X,X
SJTZLIO,O,O,O,O,X,X,O,X,X,X
SJTZLOI,O,O,O,O,X,X,O,X,X,X
SJTZOIL,O,X,O,X,X,O,X,X,X,X
SJTZOLI,O,O,O,O,X,X,X,X,X,X
SJTOILZ,X,O,X,X,O,X,O,O,X,X
SJTOIZL,O,X,X,X,X,O,X,X,X,X
SJTOLIZ,X,O,X,O,O,X,O,O,X,X
SJTOLZI,X,O,X,O,O,X,O,X,X,X
SJTOZIL,O,X,X,X,X,O,X,X,X,X
SJTOZLI,O,O,X,O,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,X,O,O,X,X
SJITLOZ,X,X,X,X,X,X,O,O,X,O
SJITZLO,X,X,O,X,X,O,O,X,X,X
SJITZOL,X,X,O,X,X,O,X,X,X,O
SJITOLZ,X,X,X,X,O,X,O,O,X,O
SJITOZL,O,X,X,X,X,O,X,X,X,O
SJILTZO,X,X,X,X,O,X,O,O,X,X
SJILTOZ,X,O,X,X,O,X,O,O,X,X
SJILZTO,X,X,O,X,O,O,O,O,X,X
SJILZOT,X,O,X,X,O,O,X,O,X,X
SJILOTZ,X,O,X,X,O,X,O,O,X,X
SJILOZT,O,O,X,X,O,O,X,O,X,X
SJIZTLO,O,X,O,X,X,O,O,X,X,X
SJIZTOL,O,X,O,X,X,O,X,X,X,X
SJIZLTO,X,X,O,X,X,O,O,O,X,X
SJIZLOT,O,X,X,X,X,O,X,O,X,X
SJIZOTL,O,X,O,X,X,O,X,X,X,X
SJIZOLT,O,X,X,X,O,O,X,O,X,X
SJIOTLZ,X,X,X,X,O,X,O,O,X,O
SJIOTZL,O,X,X,X,X,O,X,X,X,O
SJIOLTZ,X,O,X,X,O,X,O,O,X,X
SJIOLZT,O,O,X,X,O,O,X,O,X,X
SJIOZTL,O,X,O,X,X,O,X,X,X,X
SJIOZLT,O,X,X,X,O,O,X,O,X,X
SJLTIZO,X,O,X,O,O,X,O,O,X,X
SJLTIOZ,X,O,X,O,O,X,O,O,X,X
SJLTZIO,X,O,X,O,O,X,O,X,X,X
SJLTZOI,X,O,X,O,O,X,O,X,X,X
SJLTOIZ,X,O,X,O,O,X,O,O,X,X
SJLTOZI,X,O,X,O,O,X,O,X,X,X
SJLITZO,X,O,X,O,O,X,O,O,X,X
SJLITOZ,X,O,X,O,O,X,O,O,X,X
SJLIZTO,X,X,O,X,O,O,O,O,X,X
SJLIZOT,X,O,X,X,O,O,X,O,X,X
SJLIOTZ,X,O,X,O,O,X,O,O,X,X
SJLIOZT,O,O,X,X,O,O,X,O,X,X
SJLZTIO,O,X,O,X,O,X,O,X,X,X
SJLZTOI,O,X,O,X,O,X,O,X,X,X
SJLZITO,X,X,O,X,O,O,O,O,X,X
SJLZIOT,O,O,X,X,O,O,X,O,X,X
SJLZOTI,O,O,X,X,O,X,X,X,X,X
SJLZOIT,O,O,X,X,O,O,X,O,X,X
SJLOTIZ,X,O,X,O,O,X,O,O,X,X
SJLOTZI,X,O,X,O,O,X,O,X,X,X
SJLOITZ,X,O,X,O,O,X,O,O,X,X
SJLOIZT,O,O,X,X,O,O,X,O,X,X
SJLOZTI,O,O,X,X,O,X,X,X,X,X
SJLOZIT,O,O,X,X,O,O,X,O,X,X
SJZTILO,O,X,O,X,X,O,O,X,X,X
SJZTIOL,O,X,O,X,X,O,X,X,X,X
SJZTLIO,O,X,O,X,X,X,O,X,X,X
SJZTLOI,O,X,O,X,X,X,O,X,X,X
SJZTOIL,O,X,O,X,X,O,X,X,X,X
SJZTOLI,O,X,O,X,X,X,X,X,X,X
SJZITLO,O,X,O,X,X,O,O,X,X,X
SJZITOL,O,X,O,X,X,O,X,X,X,X
SJZILTO,X,X,O,X,X,O,O,O,X,X
SJZILOT,O,X,X,X,X,O,X,O,X,X
SJZIOTL,O,X,O,X,X,O,X,X,X,X
SJZIOLT,O,X,X,X,O,O,X,O,X,X
SJZLTIO,O,X,O,X,O,X,O,X,X,X
SJZLTOI,O,X,O,X,O,X,O,X,X,X
SJZLITO,X,X,O,X,O,O,O,O,X,X
SJZLIOT,O,O,X,X,O,O,X,O,X,X
SJZLOTI,O,O,X,X,O,X,X,X,X,X
SJZLOIT,O,O,X,X,O,O,X,O,X,X
SJZOTIL,O,X,O,X,X,O,X,X,X,X
SJZOTLI,O,X,O,X,X,X,X,X,X,X
SJZOITL,O,X,O,X,X,O,X,X,X,X
SJZOILT,O,X,X,X,O,O,X,O,X,X
SJZOLTI,O,O,X,X,O,X,X,X,X,X
SJZOLIT,O,O,X,X,O,O,X,O,X,X
SJOTILZ,X,O,X,X,O,X,O,O,X,X
SJOTIZL,O,X,X,X,X,O,X,X,X,X
SJOTLIZ,X,O,X,O,O,X,O,O,X,X
SJOTLZI,X,O,X,O,O,X,O,X,X,X
SJOTZIL,O,X,X,X,X,O,X,X,X,X
SJOTZLI,O,O,X,O,X,X,X,X,X,X
SJOITLZ,X,X,X,X,O,X,O,O,X,O
SJOITZL,O,X,X,X,X,O,X,X,X,O
SJOILTZ,X,O,X,X,O,X,O,O,X,X
SJOILZT,O,O,X,X,O,O,X,O,X,X
SJOIZTL,O,X,O,X,X,O,X,X,X,X
SJOIZLT,O,X,X,X,O,O,X,O,X,X
SJOLTIZ,X,O,X,O,O,X,O,O,X,X
SJOLTZI,X,O,X,O,O,X,O,X,X,X
SJOLITZ,X,O,X,O,O,X,O,O,X,X
SJOLIZT,O,O,X,X,O,O,X,O,X,X
SJOLZTI,O,O,X,X,O,X,X,X,X,X
SJOLZIT,O,O,X,X,O,O,X,O,X,X
SJOZTIL,O,X,O,X,X,O,X,X,X,X
SJOZTLI,O,X,O,X,X,X,X,X,X,X
SJOZITL,O,X,O,X,X,O,X,X,X,X
SJOZILT,O,X,X,X,O,O,X,O,X,X
SJOZLTI,O,O,X,X,O,X,X,X,X,X
SJOZLIT,O,O,X,X,O,O,X,O,X,X
SZTILJO,O,X,X,X,X,O,X,X,X,X
SZTILOJ,O,X,X,X,X,O,X,X,X,X
SZTIJLO,O,X,O,X,X,O,X,X,X,X
SZTIJOL,O,X,O,X,X,O,X,X,X,X
SZTIOLJ,O,X,X,X,X,O,X,X,X,X
SZTIOJL,O,X,O,X,X,O,X,X,X,X
SZTLIJO,O,X,X,X,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,X,X,X,X,X
SZTLJIO,O,X,O,X,X,X,O,X,X,X
SZTLJOI,O,X,O,X,X,X,O,X,X,X
SZTLOIJ,O,X,X,X,X,X,X,X,X,X
SZTLOJI,O,X,O,X,X,X,O,X,X,X
SZTJILO,O,X,O,X,X,O,O,X,X,X
SZTJIOL,O,X,O,X,X,O,X,X,X,X
SZTJLIO,O,X,O,X,X,X,O,X,X,X
SZTJLOI,O,X,O,X,X,X,O,X,X,X
SZTJOIL,O,X,O,X,X,O,X,X,X,X
SZTJOLI,O,X,O,X,X,X,X,X,X,X
SZTOILJ,O,X,X,X,X,O,X,X,X,X
SZTOIJL,O,X,O,X,X,O,X,X,X,X
SZTOLIJ,O,X,X,X,X,X,X,X,X,X
SZTOLJI,O,X,O,X,X,X,X,X,X,X
SZTOJIL,O,X,O,X,X,O,X,X,X,X
SZTOJLI,O,X,O,X,X,X,X,X,X,X
SZITLJO,O,X,X,X,X,O,X,X,X,X
SZITLOJ,O,X,X,X,X,O,X,X,X,X
SZITJLO,O,X,O,X,X,O,X,X,X,X
SZITJOL,O,X,O,X,X,O,X,X,X,O
SZITOLJ,O,X,X,X,X,O,X,X,X,X
SZITOJL,O,X,O,X,X,O,X,X,X,O
SZILTJO,X,X,X,X,X,O,X,X,X,X
SZILTOJ,X,X,X,X,X,O,X,X,X,X
SZILJTO,X,X,X,X,X,O,X,X,X,X
SZILJOT,O,X,X,X,X,O,X,X,X,X
SZILOTJ,X,X,X,X,X,O,X,X,X,X
SZILOJT,O,X,X,X,X,O,X,X,X,X
SZIJTLO,O,X,O,X,X,O,X,X,X,X
SZIJTOL,O,X,O,X,X,O,X,X,X,X
SZIJLTO,X,X,O,X,X,O,X,O,X,X
SZIJLOT,O,X,X,X,X,O,X,O,X,X
SZIJOTL,O,X,O,X,X,O,X,X,X,X
SZIJOLT,O,X,X,X,O,O,X,O,X,X
SZIOTLJ,O,X,X,X,X,O,X,X,X,X
SZIOTJL,O,X,X,X,X,O,X,X,X,O
SZIOLTJ,X,X,X,X,X,O,X,X,X,X
SZIOLJT,O,X,X,X,X,O,X,X,X,X
SZIOJTL,O,X,X,X,X,O,X,X,X,X
SZIOJLT,O,X,X,X,O,O,X,O,X,X
SZLTIJO,O,X,X,X,O,X,X,X,X,X
SZLTIOJ,O,X,X,X,O,X,X,X,X,X
SZLTJIO,O,X,O,X,O,X,O,X,X,X
SZLTJOI,O,X,O,X,O,X,O,X,X,X
SZLTOIJ,O,X,X,X,O,X,X,X,X,X
SZLTOJI,O,X,O,X,O,X,O,X,X,X
SZLITJO,X,X,X,X,O,O,X,X,X,X
SZLITOJ,X,X,X,X,O,O,X,X,X,X
SZLIJTO,X,X,X,X,O,O,X,O,X,X
SZLIJOT,O,X,X,X,O,O,X,O,X,X
SZLIOTJ,X,X,X,X,O,O,X,X,X,X
SZLIOJT,O,X,X,X,O,O,X,O,X,X
SZLJTIO,O,X,O,X,O,X,O,X,X,X
SZLJTOI,O,X,O,X,O,X,O,X,X,X
SZLJITO,X,X,O,X,O,O,O,O,X,X
SZLJIOT,O,X,X,X,O,O,X,O,X,X
SZLJOTI,O,X,X,X,O,X,X,X,X,X
SZLJOIT,O,X,X,X,O,O,X,O,X,X
SZLOTIJ,O,X,X,X,O,X,X,X,X,X
SZLOTJI,O,X,X,X,O,X,X,X,X,X
SZLOITJ,X,X,X,X,O,O,X,X,X,X
SZLOIJT,O,X,X,X,O,O,X,O,X,X
SZLOJTI,O,X,X,X,O,X,X,X,X,X
SZLOJIT,O,X,X,X,O,O,X,O,X,X
SZJTILO,O,X,O,X,X,O,O,X,X,X
SZJTIOL,O,X,O,X,X,O,X,X,X,X
SZJTLIO,O,X,O,X,X,X,O,X,X,X
SZJTLOI,O,X,O,X,X,X,O,X,X,X
SZJTOIL,O,X,O,X,X,O,X,X,X,X
SZJTOLI,O,X,O,X,X,X,X,X,X,X
SZJITLO,O,X,O,X,X,O,O,X,X,X
SZJITOL,O,X,O,X,X,O,X,X,X,X
SZJILTO,X,X,O,X,X,O,O,O,X,X
SZJILOT,O,X,X,X,X,O,X,O,X,X
SZJIOTL,O,X,O,X,X,O,X,X,X,X
SZJIOLT,O,X,X,X,O,O,X,O,X,X
SZJLTIO,O,X,O,X,O,X,O,X,X,X
SZJLTOI,O,X,O,X,O,X,O,X,X,X
SZJLITO,X,X,O,X,O,O,O,O,X,X
SZJLIOT,O,X,X,X,O,O,X,O,X,X
SZJLOTI,O,X,X,X,O,X,X,X,X,X
SZJLOIT,O,X,X,X,O,O,X,O,X,X
SZJOTIL,O,X,O,X,X,O,X,X,X,X
SZJOTLI,O,X,O,X,X,X,X,X,X,X
SZJOITL,O,X,O,X,X,O,X,X,X,X
SZJOILT,O,X,X,X,O,O,X,O,X,X
SZJOLTI,O,X,X,X,O,X,X,X,X,X
SZJOLIT,O,X,X,X,O,O,X,O,X,X
SZOTILJ,O,X,X,X,X,O,X,X,X,X
SZOTIJL,O,X,O,X,X,O,X,X,X,X
SZOTLIJ,O,X,X,X,X,X,X,X,X,X
SZOTLJI,O,X,O,X,X,X,X,X,X,X
SZOTJIL,O,X,O,X,X,O,X,X,X,X
SZOTJLI,O,X,O,X,X,X,X,X,X,X
SZOITLJ,O,X,X,X,X,O,X,X,X,X
SZOITJL,O,X,X,X,X,O,X,X,X,O
SZOILTJ,X,X,X,X,X,O,X,X,X,X
SZOILJT,O,X,X,X,X,O,X,X,X,X
SZOIJTL,O,X,X,X,X,O,X,X,X,X
SZOIJLT,O,X,X,X,O,O,X,O,X,X
SZOLTIJ,O,X,X,X,O,X,X,X,X,X
SZOLTJI,O,X,X,X,O,X,X,X,X,X
SZOLITJ,X,X,X,X,O,O,X,X,X,X
SZOLIJT,O,X,X,X,O,O,X,O,X,X
SZOLJTI,O,X,X,X,O,X,X,X,X,X
SZOLJIT,O,X,X,X,O,O,X,O,X,X
SZOJTIL,O,X,O,X,X,O,X,X,X,X
SZOJTLI,O,X,O,X,X,X,X,X,X,X
SZOJITL,O,X,O,X,X,O,X,X,X,X
SZOJILT,O,X,X,X,O,O,X,O,X,X
SZOJLTI,O,X,X,X,O,X,X,X,X,X
SZOJLIT,O,X,X,X,O,O,X,O,X,X
SOTILJZ,X,X,X,X,X,X,X,X,X,O
SOTILZJ,X,X,X,X,X,X,X,X,X,X
SOTIJLZ,X,X,X,X,O,X,X,O,X,O
SOTIJZL,O,X,X,X,X,O,X,X,X,O
SOTIZLJ,X,X,X,X,X,O,X,X,X,X
SOTIZJL,X,X,X,X,X,O,X,X,X,O
SOTLIJZ,X,X,X,X,O,X,O,O,X,X
SOTLIZJ,X,X,X,X,O,X,X,X,X,X
SOTLJIZ,X,X,X,X,O,X,O,O,X,X
SOTLJZI,X,X,X,X,O,X,O,X,X,X
SOTLZIJ,X,X,X,X,O,X,X,X,X,X
SOTLZJI,X,X,X,X,O,X,O,X,X,X
SOTJILZ,X,X,X,X,O,X,O,O,X,X
SOTJIZL,O,X,X,X,X,O,X,X,X,X
SOTJLIZ,X,X,X,X,O,X,O,O,X,X
SOTJLZI,X,X,X,X,O,X,O,X,X,X
SOTJZIL,O,X,X,X,X,O,X,X,X,X
SOTJZLI,O,X,X,X,X,X,X,X,X,X
SOTZILJ,O,X,X,X,X,O,X,X,X,X
SOTZIJL,O,X,X,X,X,O,X,X,X,X
SOTZLIJ,O,X,X,X,X,X,X,X,X,X
SOTZLJI,O,X,X,X,X,X,X,X,X,X
SOTZJIL,O,X,X,X,X,O,X,X,X,X
SOTZJLI,O,X,X,X,X,X,X,X,X,X
SOITLJZ,X,X,X,X,X,X,X,X,X,O
SOITLZJ,X,X,X,X,X,X,X,X,X,X
SOITJLZ,X,X,X,X,O,X,X,O,X,O
SOITJZL,O,X,X,X,X,O,X,X,X,O
SOITZLJ,X,X,X,X,X,O,X,X,X,X
SOITZJL,X,X,X,X,X,O,X,X,X,O
SOILTJZ,X,X,X,X,O,X,X,O,X,O
SOILTZJ,X,X,X,X,O,X,X,X,X,X
SOILJTZ,X,X,X,X,O,X,X,O,X,X
SOILJZT,O,X,X,X,O,O,X,O,X,X
SOILZTJ,X,X,X,X,O,O,X,X,X,X
SOILZJT,X,X,X,X,O,O,X,O,X,X
SOIJTLZ,X,X,X,X,O,X,X,O,X,O
SOIJTZL,O,X,X,X,X,O,X,X,X,O
SOIJLTZ,X,X,X,X,O,X,X,O,X,X
SOIJLZT,O,X,X,X,O,O,X,O,X,X
SOIJZTL,O,X,X,X,X,O,X,X,X,X
SOIJZLT,O,X,X,X,O,O,X,O,X,X
SOIZTLJ,O,X,X,X,X,O,X,X,X,X
SOIZTJL,O,X,X,X,X,O,X,X,X,O
SOIZLTJ,X,X,X,X,X,O,X,X,X,X
SOIZLJT,O,X,X,X,X,O,X,X,X,X
SOIZJTL,O,X,X,X,X,O,X,X,X,X
SOIZJLT,O,X,X,X,O,O,X,O,X,X
SOLTIJZ,X,X,X,X,O,X,O,O,X,X
SOLTIZJ,X,X,X,X,O,X,X,X,X,X
SOLTJIZ,X,X,X,X,O,X,O,O,X,X
SOLTJZI,X,X,X,X,O,X,O,X,X,X
SOLTZIJ,X,X,X,X,O,X,X,X,X,X
SOLTZJI,X,X,X,X,O,X,O,X,X,X
SOLITJZ,X,X,X,X,O,X,X,O,X,O
SOLITZJ,X,X,X,X,O,X,X,X,X,X
SOLIJTZ,X,O,X,O,O,X,X,O,X,X
SOLIJZT,O,O,X,X,O,O,X,O,X,X
SOLIZTJ,X,X,X,X,O,O,X,X,X,X
SOLIZJT,X,X,X,X,O,O,X,O,X,X
SOLJTIZ,X,O,X,O,O,X,O,O,X,X
SOLJTZI,X,O,X,O,O,X,O,X,X,X
SOLJITZ,X,O,X,O,O,X,O,O,X,X
SOLJIZT,O,O,X,X,O,O,X,O,X,X
SOLJZTI,O,O,X,X,O,X,X,X,X,X
SOLJZIT,O,O,X,X,O,O,X,O,X,X
SOLZTIJ,O,X,X,X,O,X,X,X,X,X
SOLZTJI,O,X,X,X,O,X,X,X,X,X
SOLZITJ,X,X,X,X,O,O,X,X,X,X
SOLZIJT,O,X,X,X,O,O,X,O,X,X
SOLZJTI,O,X,X,X,O,X,X,X,X,X
SOLZJIT,O,X,X,X,O,O,X,O,X,X
SOJTILZ,X,O,X,X,O,X,O,O,X,X
SOJTIZL,O,X,X,X,X,O,X,X,X,X
SOJTLIZ,X,O,X,O,O,X,O,O,X,X
SOJTLZI,X,O,X,O,O,X,O,X,X,X
SOJTZIL,O,X,X,X,X,O,X,X,X,X
SOJTZLI,O,O,X,O,X,X,X,X,X,X
SOJITLZ,X,X,X,X,O,X,O,O,X,O
SOJITZL,O,X,X,X,X,O,X,X,X,O
SOJILTZ,X,O,X,X,O,X,O,O,X,X
SOJILZT,O,O,X,X,O,O,X,O,X,X
SOJIZTL,O,X,O,X,X,O,X,X,X,X
SOJIZLT,O,X,X,X,O,O,X,O,X,X
SOJLTIZ,X,O,X,O,O,X,O,O,X,X
SOJLTZI,X,O,X,O,O,X,O,X,X,X
SOJLITZ,X,O,X,O,O,X,O,O,X,X
SOJLIZT,O,O,X,X,O,O,X,O,X,X
SOJLZTI,O,O,X,X,O,X,X,X,X,X
SOJLZIT,O,O,X,X,O,O,X,O,X,X
SOJZTIL,O,X,O,X,X,O,X,X,X,X
SOJZTLI,O,X,O,X,X,X,X,X,X,X
SOJZITL,O,X,O,X,X,O,X,X,X,X
SOJZILT,O,X,X,X,O,O,X,O,X,X
SOJZLTI,O,O,X,X,O,X,X,X,X,X
SOJZLIT,O,O,X,X,O,O,X,O,X,X
SOZTILJ,O,X,X,X,X,O,X,X,X,X
SOZTIJL,O,X,O,X,X,O,X,X,X,X
SOZTLIJ,O,X,X,X,X,X,X,X,X,X
SOZTLJI,O,X,O,X,X,X,X,X,X,X
SOZTJIL,O,X,O,X,X,O,X,X,X,X
SOZTJLI,O,X,O,X,X,X,X,X,X,X
SOZITLJ,O,X,X,X,X,O,X,X,X,X
SOZITJL,O,X,X,X,X,O,X,X,X,O
SOZILTJ,X,X,X,X,X,O,X,X,X,X
SOZILJT,O,X,X,X,X,O,X,X,X,X
SOZIJTL,O,X,X,X,X,O,X,X,X,X
SOZIJLT,O,X,X,X,O,O,X,O,X,X
SOZLTIJ,O,X,X,X,O,X,X,X,X,X
SOZLTJI,O,X,X,X,O,X,X,X,X,X
SOZLITJ,X,X,X,X,O,O,X,X,X,X
SOZLIJT,O,X,X,X,O,O,X,O,X,X
SOZLJTI,O,X,X,X,O,X,X,X,X,X
SOZLJIT,O,X,X,X,O,O,X,O,X,X
SOZJTIL,O,X,O,X,X,O,X,X,X,X
SOZJTLI,O,X,O,X,X,X,X,X,X,X
SOZJITL,O,X,O,X,X,O,X,X,X,X
SOZJILT,O,X,X,X,O,O,X,O,X,X
SOZJLTI,O,X,X,X,O,X,X,X,X,X
SOZJLIT,O,X,X,X,O,O,X,O,X,X
ZTILJSO,O,X,X,X,X,O,X,X,O,X
ZTILJOS,O,X,X,X,X,O,X,X,X,X
ZTILSJO,O,X,X,X,X,O,X,X,O,X
ZTILSOJ,O,X,X,X,X,O,X,X,O,X
ZTILOJS,O,X,X,X,X,O,X,X,X,X
ZTILOSJ,O,X,X,X,X,O,X,X,O,X
ZTIJLSO,O,X,O,X,X,O,X,X,X,X
ZTIJLOS,O,X,O,X,X,O,X,X,X,X
ZTIJSLO,O,X,O,X,X,O,X,X,X,X
ZTIJSOL,O,X,O,X,X,O,X,X,X,X
ZTIJOLS,O,X,O,X,X,O,X,X,X,X
ZTIJOSL,O,X,O,X,X,O,X,X,X,X
ZTISLJO,O,X,X,X,X,O,X,X,X,X
ZTISLOJ,O,X,X,X,X,O,X,X,X,X
ZTISJLO,O,X,O,X,X,O,X,X,X,X
ZTISJOL,O,X,O,X,X,O,X,X,X,X
ZTISOLJ,O,X,X,X,X,O,X,X,X,X
ZTISOJL,O,X,O,X,X,O,X,X,X,X
ZTIOLJS,O,X,X,X,X,O,X,X,X,X
ZTIOLSJ,O,X,X,X,X,O,X,X,X,X
ZTIOJLS,O,X,O,X,X,O,X,X,X,X
ZTIOJSL,O,X,O,X,X,O,X,X,X,X
ZTIOSLJ,O,X,X,X,X,O,X,X,X,X
ZTIOSJL,O,X,O,X,X,O,X,X,X,X
ZTLIJSO,O,X,X,X,X,X,X,X,O,X
ZTLIJOS,O,X,X,X,X,X,X,X,X,X
ZTLISJO,O,X,X,X,X,X,X,X,O,X
ZTLISOJ,O,X,X,X,X,X,X,X,O,X
ZTLIOJS,O,X,X,X,X,X,X,X,X,X
ZTLIOSJ,O,X,X,X,X,X,X,X,O,X
ZTLJISO,O,X,O,X,X,X,O,X,O,X
ZTLJIOS,O,X,O,X,X,X,O,X,X,X
ZTLJSIO,O,X,O,X,X,X,O,X,O,X
ZTLJSOI,O,X,O,X,X,X,O,X,X,X
ZTLJOIS,O,X,O,X,X,X,O,X,X,X
ZTLJOSI,O,X,O,X,X,X,O,X,X,X
ZTLSIJO,O,X,X,X,X,X,X,X,O,X
ZTLSIOJ,O,X,X,X,X,X,X,X,O,X
ZTLSJIO,O,X,O,X,X,X,O,X,O,X
ZTLSJOI,O,X,O,X,X,X,O,X,X,X
ZTLSOIJ,O,X,X,X,X,X,X,X,O,X
ZTLSOJI,O,X,O,X,X,X,O,X,X,X
ZTLOIJS,O,X,X,X,X,X,X,X,X,X
ZTLOISJ,O,X,X,X,X,X,X,X,O,X
ZTLOJIS,O,X,O,X,X,X,O,X,X,X
ZTLOJSI,O,X,O,X,X,X,O,X,X,X
ZTLOSIJ,O,X,X,X,X,X,X,X,O,X
ZTLOSJI,O,X,O,X,X,X,O,X,X,X
ZTJILSO,O,X,O,X,X,O,O,X,X,X
ZTJILOS,O,X,O,X,X,O,O,X,X,X
ZTJISLO,O,X,O,X,X,O,O,X,X,X
ZTJISOL,O,X,O,X,X,O,X,X,X,X
ZTJIOLS,O,X,O,X,X,O,X,X,X,X
ZTJIOSL,O,X,O,X,X,O,X,X,X,X
ZTJLISO,O,X,O,X,X,X,O,X,X,X
ZTJLIOS,O,X,O,X,X,X,O,X,X,X
ZTJLSIO,O,X,O,X,X,X,O,X,X,X
ZTJLSOI,O,X,O,X,X,X,O,X,X,X
ZTJLOIS,O,X,O,X,X,X,O,X,X,X
ZTJLOSI,O,X,O,X,X,X,O,X,X,X
ZTJSILO,O,X,O,X,X,O,O,X,X,X
ZTJSIOL,O,X,O,X,X,O,X,X,X,X
ZTJSLIO,O,X,O,X,X,X,O,X,X,X
ZTJSLOI,O,X,O,X,X,X,O,X,X,X
ZTJSOIL,O,X,O,X,X,O,X,X,X,X
ZTJSOLI,O,X,O,X,X,X,X,X,X,X
ZTJOILS,O,X,O,X,X,O,X,X,X,X
ZTJOISL,O,X,O,X,X,O,X,X,X,X
ZTJOLIS,O,X,O,X,X,X,X,X,X,X
ZTJOLSI,O,X,O,X,X,X,X,X,X,X
ZTJOSIL,O,X,O,X,X,O,X,X,X,X
ZTJOSLI,O,X,O,X,X,X,X,X,X,X
ZTSILJO,O,X,X,X,X,O,X,X,X,X
ZTSILOJ,O,X,X,X,X,O,X,X,X,X
ZTSIJLO,O,X,O,X,X,O,X,X,X,X
ZTSIJOL,O,X,O,X,X,O,X,X,X,X
ZTSIOLJ,O,X,X,X,X,O,X,X,X,X
ZTSIOJL,O,X,O,X,X,O,X,X,X,X
ZTSLIJO,O,X,X,X,X,X,X,X,X,X
ZTSLIOJ,O,X,X,X,X,X,X,X,X,X
ZTSLJIO,O,X,O,X,X,X,O,X,X,X
ZTSLJOI,O,X,O,X,X,X,O,X,X,X
ZTSLOIJ,O,X,X,X,X,X,X,X,X,X
ZTSLOJI,O,X,O,X,X,X,O,X,X,X
ZTSJILO,O,X,O,X,X,O,O,X,X,X
ZTSJIOL,O,X,O,X,X,O,X,X,X,X
ZTSJLIO,O,X,O,X,X,X,O,X,X,X
ZTSJLOI,O,X,O,X,X,X,O,X,X,X
ZTSJOIL,O,X,O,X,X,O,X,X,X,X
ZTSJOLI,O,X,O,X,X,X,X,X,X,X
ZTSOILJ,O,X,X,X,X,O,X,X,X,X
ZTSOIJL,O,X,O,X,X,O,X,X,X,X
ZTSOLIJ,O,X,X,X,X,X,X,X,X,X
ZTSOLJI,O,X,O,X,X,X,X,X,X,X
ZTSOJIL,O,X,O,X,X,O,X,X,X,X
ZTSOJLI,O,X,O,X,X,X,X,X,X,X
ZTOILJS,O,X,X,X,X,O,X,X,X,X
ZTOILSJ,O,X,X,X,X,O,X,X,X,X
ZTOIJLS,O,X,O,X,X,O,X,X,X,X
ZTOIJSL,O,X,O,X,X,O,X,X,X,X
ZTOISLJ,O,X,X,X,X,O,X,X,X,X
ZTOISJL,O,X,O,X,X,O,X,X,X,X
ZTOLIJS,O,X,X,X,X,X,X,X,X,X
ZTOLISJ,O,X,X,X,X,X,X,X,X,X
ZTOLJIS,O,X,O,X,X,X,X,X,X,X
ZTOLJSI,O,X,O,X,X,X,X,X,X,X
ZTOLSIJ,O,X,X,X,X,X,X,X,X,X
ZTOLSJI,O,X,O,X,X,X,X,X,X,X
ZTOJILS,O,X,O,X,X,O,X,X,X,X
ZTOJISL,O,X,O,X,X,O,X,X,X,X
ZTOJLIS,O,X,O,X,X,X,X,X,X,X
ZTOJLSI,O,X,O,X,X,X,X,X,X,X
ZTOJSIL,O,X,O,X,X,O,X,X,X,X
ZTOJSLI,O,X,O,X,X,X,X,X,X,X
ZTOSILJ,O,X,X,X,X,O,X,X,X,X
ZTOSIJL,O,X,O,X,X,O,X,X,X,X
ZTOSLIJ,O,X,X,X,X,X,X,X,X,X
ZTOSLJI,O,X,O,X,X,X,X,X,X,X
ZTOSJIL,O,X,O,X,X,O,X,X,X,X
