sequence,v115@EhD8EeF8DeE8BeG8JeT6IvhF0cBxdBmgBFlBSrBXqB,v115@EhD8EeF8DeE8BeG8JeT6IvhFegBCcBxdBlhBUmBXqB,v115@EhD8EeF8DeE8BeG8Je2/IvhFfhB0cBxiBFlBSrBzpB,v115@EhD8EeF8DeE8BeG8Je//IvhF0cBxdBOqBTmBllBCqB,v115@EhD8EeF8DeE8BeG8JeT6IvhFxdBXgBlhBUmBeqBCrB,v115@EhD8EeF8DeE8BeG8Jem6IvhFqgBxdB0fBlhBTmBXqB,v115@EhD8EeF8DeE8BeG8Je//IvhFxdBOlBlhBUmBCmBzpB
JLSZTIO,X,X,O,X,X,X,X
JLSZTOI,X,X,O,X,X,X,X
JLSZITO,X,X,O,X,X,X,X
JLSZIOT,O,X,O,X,X,X,X
JLSZOTI,O,X,O,X,X,X,X
JLSZOIT,O,X,O,X,X,X,X
JLSOTIZ,X,X,X,O,X,X,X
JLSOTZI,X,X,X,O,X,X,X
JLSOITZ,X,X,X,O,X,X,X
JLSOIZT,O,X,O,O,X,X,X
JLSOZTI,O,X,O,O,X,X,X
JLSOZIT,O,X,O,O,X,X,X
JLZTISO,O,O,O,X,X,X,X
JLZTIOS,O,O,X,X,X,X,X
JLZTSIO,O,O,O,X,X,X,X
JLZTSOI,O,O,O,X,X,X,X
JLZTOIS,O,O,X,X,X,X,X
JLZTOSI,O,O,X,X,X,X,X
JLZITSO,O,O,O,X,X,X,X
JLZITOS,O,O,X,X,X,X,X
JLZISTO,X,X,O,X,X,X,X
JLZISOT,O,O,O,X,X,X,X
JLZIOTS,O,O,X,X,X,X,X
JLZIOST,O,O,O,X,X,X,X
JLZSTIO,X,X,O,X,X,X,X
JLZSTOI,X,X,O,X,X,X,X
JLZSITO,X,X,O,X,X,X,X
JLZSIOT,O,O,O,X,X,X,X
JLZSOTI,O,X,O,X,X,X,X
JLZSOIT,O,O,O,X,X,X,X
JLZOTIS,O,O,X,X,X,X,X
JLZOTSI,O,O,X,X,X,X,X
JLZOITS,O,O,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,X
JLZOSTI,O,X,O,X,X,X,X
JLZOSIT,O,O,O,X,X,X,X
JLOTISZ,O,O,X,X,X,X,X
JLOTIZS,O,O,X,X,X,X,X
JLOTSIZ,O,O,X,X,X,X,X
JLOTSZI,O,X,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X
JLOTZSI,O,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,X,X
JLOITZS,O,O,X,X,X,X,X
JLOISTZ,X,X,X,O,X,X,X
JLOISZT,O,X,O,O,X,X,X
JLOIZTS,O,O,X,X,X,X,X
JLOIZST,O,O,O,O,X,X,X
JLOSTIZ,X,X,X,O,X,X,X
JLOSTZI,X,X,X,O,X,X,X
JLOSITZ,X,X,X,O,X,X,X
JLOSIZT,O,X,O,O,X,X,X
JLOSZTI,O,X,O,O,X,X,X
JLOSZIT,O,X,O,O,X,X,X
JLOZTIS,O,O,X,X,X,X,X
JLOZTSI,O,O,X,X,X,X,X
JLOZITS,O,O,X,X,X,X,X
JLOZIST,O,O,O,O,X,X,X
JLOZSTI,O,X,O,O,X,X,X
JLOZSIT,O,O,O,O,X,X,X
JSTILZO,X,O,O,X,X,O,X
JSTILOZ,X,O,O,X,X,X,X
JSTIZLO,X,O,X,X,X,O,O
JSTIZOL,X,O,X,X,X,X,O
JSTIOLZ,X,O,X,O,X,X,X
JSTIOZL,X,O,X,O,O,X,X
JSTLIZO,X,O,O,X,X,O,X
JSTLIOZ,X,O,O,X,X,X,X
JSTLZIO,X,O,O,X,X,O,X
JSTLZOI,X,O,O,X,X,O,X
JSTLOIZ,X,O,O,X,X,X,X
JSTLOZI,X,O,O,X,X,X,X
JSTZILO,X,O,X,X,X,O,O
JSTZIOL,X,O,X,X,X,X,O
JSTZLIO,X,O,X,X,X,O,O
JSTZLOI,X,O,X,X,X,O,O
JSTZOIL,X,O,X,X,X,X,O
JSTZOLI,X,O,X,X,X,X,O
JSTOILZ,X,O,X,O,X,X,X
JSTOIZL,X,O,X,O,O,X,X
JSTOLIZ,X,O,X,O,X,X,X
JSTOLZI,X,O,X,O,X,X,X
JSTOZIL,X,O,X,O,O,X,X
JSTOZLI,X,O,X,O,O,X,X
JSITLZO,X,O,O,X,X,O,X
JSITLOZ,X,O,O,X,X,X,X
JSITZLO,X,O,X,X,X,O,O
JSITZOL,X,O,X,X,X,X,O
JSITOLZ,X,O,X,O,X,X,X
JSITOZL,X,O,X,O,O,X,X
JSILTZO,X,O,O,X,X,O,X
JSILTOZ,X,O,X,X,X,X,X
JSILZTO,X,O,O,X,X,O,X
JSILZOT,X,O,O,X,X,O,X
JSILOTZ,X,O,X,O,X,X,X
JSILOZT,X,O,O,O,X,X,X
JSIZTLO,X,O,X,X,X,O,O
JSIZTOL,X,O,X,X,O,X,O
JSIZLTO,X,O,O,X,X,O,O
JSIZLOT,X,O,O,X,X,O,X
JSIZOTL,X,O,X,O,O,X,O
JSIZOLT,X,O,X,O,X,O,X
JSIOTLZ,X,O,X,O,X,X,X
JSIOTZL,X,O,X,O,O,X,X
JSIOLTZ,X,O,X,O,X,X,X
JSIOLZT,X,O,X,O,X,X,X
JSIOZTL,X,O,X,O,O,X,X
JSIOZLT,X,O,X,O,X,X,X
JSLTIZO,X,O,O,X,X,O,X
JSLTIOZ,X,O,X,X,X,X,X
JSLTZIO,X,O,O,X,X,O,X
JSLTZOI,X,O,O,X,X,O,X
JSLTOIZ,X,O,X,X,X,X,X
JSLTOZI,X,O,X,X,X,X,X
JSLITZO,X,O,O,X,X,O,X
JSLITOZ,X,O,X,X,X,X,X
JSLIZTO,X,O,O,X,X,O,X
JSLIZOT,X,O,O,X,X,O,X
JSLIOTZ,X,O,X,O,X,X,X
JSLIOZT,X,O,O,O,X,X,X
JSLZTIO,X,O,O,X,X,O,X
JSLZTOI,X,O,O,X,X,O,X
JSLZITO,X,O,O,X,X,O,X
JSLZIOT,X,O,O,X,X,O,X
JSLZOTI,X,O,O,X,X,O,X
JSLZOIT,X,O,O,X,X,O,X
JSLOTIZ,X,O,X,O,X,X,X
JSLOTZI,X,O,X,O,X,X,X
JSLOITZ,X,O,X,O,X,X,X
JSLOIZT,X,O,O,O,X,X,X
JSLOZTI,X,O,O,O,X,X,X
JSLOZIT,X,O,O,O,X,X,X
JSZTILO,X,O,X,X,X,O,O
JSZTIOL,X,O,X,X,O,X,O
JSZTLIO,X,O,X,X,X,O,O
JSZTLOI,X,O,X,X,X,O,O
JSZTOIL,X,O,X,X,O,X,O
JSZTOLI,X,O,X,X,O,X,O
JSZITLO,X,O,X,X,X,O,O
JSZITOL,X,O,X,X,O,X,O
JSZILTO,X,O,O,X,X,O,O
JSZILOT,X,O,O,X,X,O,X
JSZIOTL,X,O,X,O,O,X,O
JSZIOLT,X,O,X,O,X,O,X
JSZLTIO,X,O,O,X,X,O,O
JSZLTOI,X,O,O,X,X,O,O
JSZLITO,X,O,O,X,X,O,O
JSZLIOT,X,O,O,X,X,O,X
JSZLOTI,X,O,O,X,X,O,X
JSZLOIT,X,O,O,X,X,O,X
JSZOTIL,X,O,X,O,O,X,O
JSZOTLI,X,O,X,O,O,X,O
JSZOITL,X,O,X,O,O,X,O
JSZOILT,X,O,X,O,X,O,X
JSZOLTI,X,O,X,O,X,O,X
JSZOLIT,X,O,X,O,X,O,X
JSOTILZ,X,O,X,O,X,X,X
JSOTIZL,X,O,X,O,O,X,X
JSOTLIZ,X,O,X,O,X,X,X
JSOTLZI,X,O,X,O,X,X,X
JSOTZIL,X,O,X,O,O,X,X
JSOTZLI,X,O,X,O,O,X,X
JSOITLZ,X,O,X,O,X,X,X
JSOITZL,X,O,X,O,O,X,X
JSOILTZ,X,O,X,O,X,X,X
JSOILZT,X,O,X,O,X,X,X
JSOIZTL,X,O,X,O,O,X,X
JSOIZLT,X,O,X,O,X,X,X
JSOLTIZ,X,O,X,O,X,X,X
JSOLTZI,X,O,X,O,X,X,X
JSOLITZ,X,O,X,O,X,X,X
JSOLIZT,X,O,X,O,X,X,X
JSOLZTI,X,O,X,O,X,X,X
JSOLZIT,X,O,X,O,X,X,X
JSOZTIL,X,O,X,O,O,X,X
JSOZTLI,X,O,X,O,O,X,X
JSOZITL,X,O,X,O,O,X,X
JSOZILT,X,O,X,O,X,X,X
JSOZLTI,X,O,X,O,X,X,X
JSOZLIT,X,O,X,O,X,X,X
JZTILSO,X,O,O,X,X,X,O
JZTILOS,X,O,X,X,X,X,X
JZTISLO,X,O,X,X,X,X,O
JZTISOL,X,O,X,X,O,X,O
JZTIOLS,X,O,X,X,X,X,X
JZTIOSL,X,O,X,X,X,X,O
JZTLISO,X,O,O,X,X,X,O
JZTLIOS,X,O,X,X,X,X,X
JZTLSIO,X,O,O,X,X,X,O
JZTLSOI,X,O,O,X,X,X,O
JZTLOIS,X,O,X,X,X,X,X
JZTLOSI,X,O,X,X,X,X,X
JZTSILO,X,O,X,X,X,X,O
JZTSIOL,X,O,X,X,O,X,O
JZTSLIO,X,O,X,X,X,X,O
JZTSLOI,X,O,X,X,X,X,O
JZTSOIL,X,O,X,X,O,X,O
JZTSOLI,X,O,X,X,O,X,O
JZTOILS,X,O,X,X,X,X,X
JZTOISL,X,O,X,X,X,X,O
JZTOLIS,X,O,X,X,X,X,X
JZTOLSI,X,O,X,X,X,X,X
JZTOSIL,X,O,X,X,X,X,O
JZTOSLI,X,O,X,X,X,X,O
JZITLSO,X,O,O,X,X,X,O
JZITLOS,X,O,X,X,X,X,X
JZITSLO,X,O,X,X,X,X,O
JZITSOL,X,O,X,X,O,X,O
JZITOLS,X,O,X,X,X,X,X
JZITOSL,X,O,X,X,X,X,O
JZILTSO,O,O,O,X,X,X,O
JZILTOS,O,O,X,X,X,X,X
JZILSTO,X,O,O,X,X,X,O
JZILSOT,O,O,O,X,X,X,X
JZILOTS,O,O,X,X,X,X,X
JZILOST,O,O,O,X,X,X,X
JZISTLO,X,O,X,X,X,X,O
JZISTOL,X,O,X,X,O,X,O
JZISLTO,X,O,O,X,X,X,O
JZISLOT,X,O,O,X,X,X,X
JZISOTL,X,O,X,O,O,X,O
JZISOLT,X,O,X,O,X,X,X
JZIOTLS,X,O,X,X,X,X,X
JZIOTSL,X,O,X,O,X,X,O
JZIOLTS,O,O,X,X,X,X,X
JZIOLST,O,O,O,O,X,X,X
JZIOSTL,X,O,X,O,X,X,O
JZIOSLT,X,O,X,O,X,X,X
JZLTISO,O,O,O,X,X,X,O
JZLTIOS,O,O,X,X,X,X,X
JZLTSIO,O,O,O,X,X,X,O
JZLTSOI,O,O,O,X,X,X,O
JZLTOIS,O,O,X,X,X,X,X
JZLTOSI,O,O,X,X,X,X,X
JZLITSO,O,O,O,X,X,X,O
JZLITOS,O,O,X,X,X,X,X
JZLISTO,X,O,O,X,X,X,O
JZLISOT,O,O,O,X,X,X,X
JZLIOTS,O,O,X,X,X,X,X
JZLIOST,O,O,O,X,X,X,X
JZLSTIO,X,O,O,X,X,X,O
JZLSTOI,X,O,O,X,X,X,O
JZLSITO,X,O,O,X,X,X,O
JZLSIOT,O,O,O,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X
JZLOTIS,O,O,X,X,X,X,X
JZLOTSI,O,O,X,X,X,X,X
JZLOITS,O,O,X,X,X,X,X
JZLOIST,O,O,O,X,X,X,X
JZLOSTI,O,X,O,X,X,X,X
JZLOSIT,O,O,O,X,X,X,X
JZSTILO,X,O,X,X,X,X,O
JZSTIOL,X,O,X,X,O,X,O
JZSTLIO,X,O,X,X,X,X,O
JZSTLOI,X,O,X,X,X,X,O
JZSTOIL,X,O,X,X,O,X,O
JZSTOLI,X,O,X,X,O,X,O
JZSITLO,X,O,X,X,X,X,O
JZSITOL,X,O,X,X,O,X,O
JZSILTO,X,O,O,X,X,X,O
JZSILOT,X,O,O,X,X,X,X
JZSIOTL,X,O,X,O,O,X,O
JZSIOLT,X,O,X,O,X,X,X
JZSLTIO,X,O,O,X,X,X,O
JZSLTOI,X,O,O,X,X,X,O
JZSLITO,X,O,O,X,X,X,O
JZSLIOT,X,O,O,X,X,X,X
JZSLOTI,X,O,O,X,X,X,X
JZSLOIT,X,O,O,X,X,X,X
JZSOTIL,X,O,X,O,O,X,O
JZSOTLI,X,O,X,O,O,X,O
JZSOITL,X,O,X,O,O,X,O
JZSOILT,X,O,X,O,X,X,X
JZSOLTI,X,O,X,O,X,X,X
JZSOLIT,X,O,X,O,X,X,X
JZOTILS,X,O,X,X,X,X,X
JZOTISL,X,O,X,O,X,X,O
JZOTLIS,X,O,X,X,X,X,X
JZOTLSI,X,O,X,X,X,X,X
JZOTSIL,X,O,X,O,X,X,O
JZOTSLI,X,O,X,O,X,X,O
JZOITLS,X,O,X,X,X,X,X
JZOITSL,X,O,X,O,X,X,O
JZOILTS,O,O,X,X,X,X,X
JZOILST,O,O,O,O,X,X,X
JZOISTL,X,O,X,O,X,X,O
JZOISLT,X,O,X,O,X,X,X
JZOLTIS,O,O,X,X,X,X,X
JZOLTSI,O,O,X,X,X,X,X
JZOLITS,O,O,X,X,X,X,X
JZOLIST,O,O,O,O,X,X,X
JZOLSTI,O,X,O,O,X,X,X
JZOLSIT,O,O,O,O,X,X,X
JZOSTIL,X,O,X,O,X,X,O
JZOSTLI,X,O,X,O,X,X,O
JZOSITL,X,O,X,O,X,X,O
JZOSILT,X,O,X,O,X,X,X
JZOSLTI,X,X,X,O,X,X,X
JZOSLIT,X,O,X,O,X,X,X
JOTILSZ,O,O,O,X,X,X,X
JOTILZS,O,O,X,X,X,X,X
JOTISLZ,X,O,X,O,X,X,X
JOTISZL,X,X,X,O,O,X,X
JOTIZLS,X,O,X,X,X,X,X
JOTIZSL,X,O,X,O,X,X,X
JOTLISZ,O,O,O,X,X,X,X
JOTLIZS,O,O,X,X,X,X,X
JOTLSIZ,O,O,O,X,X,X,X
JOTLSZI,O,X,O,X,X,X,X
JOTLZIS,O,O,X,X,X,X,X
JOTLZSI,O,X,X,X,X,X,X
JOTSILZ,X,O,X,O,X,X,X
JOTSIZL,X,X,X,O,O,X,X
JOTSLIZ,X,O,X,O,X,X,X
JOTSLZI,X,X,X,O,X,X,X
JOTSZIL,X,X,X,O,O,X,X
JOTSZLI,X,X,X,O,O,X,X
JOTZILS,X,O,X,X,X,X,X
JOTZISL,X,O,X,O,X,X,X
JOTZLIS,X,O,X,X,X,X,X
JOTZLSI,X,O,X,X,X,X,X
JOTZSIL,X,O,X,O,X,X,X
JOTZSLI,X,O,X,O,X,X,X
JOITLSZ,O,O,O,X,X,X,X
JOITLZS,O,O,X,X,X,X,X
JOITSLZ,X,O,X,O,X,X,X
JOITSZL,X,X,X,O,O,X,X
JOITZLS,X,O,X,X,X,X,X
JOITZSL,X,O,X,O,X,X,X
JOILTSZ,O,O,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X
JOILSTZ,X,X,X,O,X,X,X
JOILSZT,O,X,O,O,X,X,X
JOILZTS,O,O,X,X,X,X,X
JOILZST,O,O,O,O,X,X,X
JOISTLZ,X,O,X,O,X,X,X
JOISTZL,X,X,X,O,O,X,X
JOISLTZ,X,X,X,O,X,X,X
JOISLZT,X,X,X,O,X,X,X
JOISZTL,X,O,X,O,O,X,X
JOISZLT,X,O,X,O,X,X,X
JOIZTLS,X,O,X,X,X,X,X
JOIZTSL,X,O,X,O,X,X,X
JOIZLTS,O,O,X,X,X,X,X
JOIZLST,O,O,O,O,X,X,X
JOIZSTL,X,O,X,O,X,X,X
JOIZSLT,X,O,X,O,X,X,X
JOLTISZ,O,O,X,X,X,X,X
JOLTIZS,O,O,X,X,X,X,X
JOLTSIZ,O,O,X,X,X,X,X
JOLTSZI,O,X,X,X,X,X,X
JOLTZIS,O,O,X,X,X,X,X
JOLTZSI,O,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X
JOLISTZ,X,X,X,O,X,X,X
JOLISZT,O,X,O,O,X,X,X
JOLIZTS,O,O,X,X,X,X,X
JOLIZST,O,O,O,O,X,X,X
JOLSTIZ,X,X,X,O,X,X,X
JOLSTZI,X,X,X,O,X,X,X
JOLSITZ,X,X,X,O,X,X,X
JOLSIZT,O,X,O,O,X,X,X
JOLSZTI,O,X,O,O,X,X,X
JOLSZIT,O,X,O,O,X,X,X
JOLZTIS,O,O,X,X,X,X,X
JOLZTSI,O,O,X,X,X,X,X
JOLZITS,O,O,X,X,X,X,X
JOLZIST,O,O,O,O,X,X,X
JOLZSTI,O,X,O,O,X,X,X
JOLZSIT,O,O,O,O,X,X,X
JOSTILZ,X,O,X,O,X,X,X
JOSTIZL,X,X,X,O,O,X,X
JOSTLIZ,X,O,X,O,X,X,X
JOSTLZI,X,X,X,O,X,X,X
JOSTZIL,X,X,X,O,O,X,X
JOSTZLI,X,X,X,O,O,X,X
JOSITLZ,X,O,X,O,X,X,X
JOSITZL,X,X,X,O,O,X,X
JOSILTZ,X,X,X,O,X,X,X
JOSILZT,X,X,X,O,X,X,X
JOSIZTL,X,O,X,O,O,X,X
JOSIZLT,X,O,X,O,X,X,X
JOSLTIZ,X,X,X,O,X,X,X
JOSLTZI,X,X,X,O,X,X,X
JOSLITZ,X,X,X,O,X,X,X
JOSLIZT,X,X,X,O,X,X,X
JOSLZTI,X,X,X,O,X,X,X
JOSLZIT,X,X,X,O,X,X,X
JOSZTIL,X,O,X,O,O,X,X
JOSZTLI,X,O,X,O,O,X,X
JOSZITL,X,O,X,O,O,X,X
JOSZILT,X,O,X,O,X,X,X
JOSZLTI,X,X,X,O,X,X,X
JOSZLIT,X,O,X,O,X,X,X
JOZTILS,X,O,X,X,X,X,X
JOZTISL,X,O,X,O,X,X,X
JOZTLIS,X,O,X,X,X,X,X
JOZTLSI,X,O,X,X,X,X,X
JOZTSIL,X,O,X,O,X,X,X
JOZTSLI,X,O,X,O,X,X,X
JOZITLS,X,O,X,X,X,X,X
JOZITSL,X,O,X,O,X,X,X
JOZILTS,O,O,X,X,X,X,X
JOZILST,O,O,O,O,X,X,X
JOZISTL,X,O,X,O,X,X,X
JOZISLT,X,O,X,O,X,X,X
JOZLTIS,O,O,X,X,X,X,X
JOZLTSI,O,O,X,X,X,X,X
JOZLITS,O,O,X,X,X,X,X
JOZLIST,O,O,O,O,X,X,X
JOZLSTI,O,X,O,O,X,X,X
JOZLSIT,O,O,O,O,X,X,X
JOZSTIL,X,O,X,O,X,X,X
JOZSTLI,X,O,X,O,X,X,X
JOZSITL,X,O,X,O,X,X,X
JOZSILT,X,O,X,O,X,X,X
JOZSLTI,X,X,X,O,X,X,X
JOZSLIT,X,O,X,O,X,X,X
STILJZO,O,O,O,X,X,O,X
STILJOZ,O,O,O,X,X,X,X
STILZJO,O,O,O,X,X,O,O
STILZOJ,O,O,O,X,X,O,X
STILOJZ,O,O,O,X,X,X,X
STILOZJ,O,X,O,X,O,O,X
STIJLZO,X,O,O,X,X,O,X
STIJLOZ,X,O,O,X,X,X,X
STIJZLO,X,O,X,X,X,O,O
STIJZOL,X,O,X,X,X,X,O
STIJOLZ,X,O,X,O,X,X,X
STIJOZL,X,O,X,O,O,X,X
STIZLJO,X,O,X,X,X,O,O
STIZLOJ,X,O,X,X,O,O,X
STIZJLO,X,O,X,X,X,O,O
STIZJOL,X,O,X,X,O,X,O
STIZOLJ,X,O,X,X,O,O,X
STIZOJL,X,O,X,O,O,X,O
STIOLJZ,O,O,X,X,X,X,X
STIOLZJ,O,X,X,X,O,O,X
STIOJLZ,X,O,X,O,X,X,X
STIOJZL,X,O,X,O,O,X,X
STIOZLJ,X,O,X,X,O,O,X
STIOZJL,X,O,X,O,O,X,O
STLIJZO,O,O,O,X,X,O,X
STLIJOZ,O,O,O,X,X,X,X
STLIZJO,O,O,O,X,X,O,O
STLIZOJ,O,O,O,X,X,O,X
STLIOJZ,O,O,O,X,X,X,X
STLIOZJ,O,X,O,X,O,O,X
STLJIZO,O,O,O,X,X,O,X
STLJIOZ,O,O,O,X,X,X,X
STLJZIO,O,O,O,X,X,O,X
STLJZOI,O,O,O,X,X,O,X
STLJOIZ,O,O,O,X,X,X,X
STLJOZI,O,O,O,X,X,X,X
STLZIJO,O,O,O,X,X,O,O
STLZIOJ,O,O,O,X,X,O,X
STLZJIO,O,O,O,X,X,O,O
STLZJOI,O,O,O,X,X,O,O
STLZOIJ,O,O,O,X,X,O,X
STLZOJI,O,O,O,X,X,O,X
STLOIJZ,O,O,O,X,X,X,X
STLOIZJ,O,X,O,X,O,O,X
STLOJIZ,O,O,O,X,X,X,X
STLOJZI,O,O,O,X,X,X,X
STLOZIJ,O,X,O,X,O,O,X
STLOZJI,O,X,O,X,O,O,X
STJILZO,X,O,O,X,X,O,X
STJILOZ,X,O,O,X,X,X,X
STJIZLO,X,O,X,X,X,O,O
STJIZOL,X,O,X,X,X,X,O
STJIOLZ,X,O,X,O,X,X,X
STJIOZL,X,O,X,O,O,X,X
STJLIZO,X,O,O,X,X,O,X
STJLIOZ,X,O,O,X,X,X,X
STJLZIO,X,O,O,X,X,O,X
STJLZOI,X,O,O,X,X,O,X
STJLOIZ,X,O,O,X,X,X,X
STJLOZI,X,O,O,X,X,X,X
STJZILO,X,O,X,X,X,O,O
STJZIOL,X,O,X,X,X,X,O
STJZLIO,X,O,X,X,X,O,O
STJZLOI,X,O,X,X,X,O,O
STJZOIL,X,O,X,X,X,X,O
STJZOLI,X,O,X,X,X,X,O
STJOILZ,X,O,X,O,X,X,X
STJOIZL,X,O,X,O,O,X,X
STJOLIZ,X,O,X,O,X,X,X
STJOLZI,X,O,X,O,X,X,X
STJOZIL,X,O,X,O,O,X,X
STJOZLI,X,O,X,O,O,X,X
STZILJO,X,O,X,X,X,O,O
STZILOJ,X,O,X,X,O,O,X
STZIJLO,X,O,X,X,X,O,O
STZIJOL,X,O,X,X,O,X,O
STZIOLJ,X,O,X,X,O,O,X
STZIOJL,X,O,X,O,O,X,O
STZLIJO,X,O,X,X,X,O,O
STZLIOJ,X,O,X,X,O,O,X
STZLJIO,X,O,X,X,X,O,O
STZLJOI,X,O,X,X,X,O,O
STZLOIJ,X,O,X,X,O,O,X
STZLOJI,X,O,X,X,O,O,X
STZJILO,X,O,X,X,X,O,O
STZJIOL,X,O,X,X,O,X,O
STZJLIO,X,O,X,X,X,O,O
STZJLOI,X,O,X,X,X,O,O
STZJOIL,X,O,X,X,O,X,O
STZJOLI,X,O,X,X,O,X,O
STZOILJ,X,O,X,X,O,O,X
STZOIJL,X,O,X,O,O,X,O
STZOLIJ,X,O,X,X,O,O,X
STZOLJI,X,O,X,X,O,O,X
STZOJIL,X,O,X,O,O,X,O
STZOJLI,X,O,X,O,O,X,O
STOILJZ,O,O,X,X,X,X,X
STOILZJ,O,X,X,X,O,O,X
STOIJLZ,X,O,X,O,X,X,X
STOIJZL,X,O,X,O,O,X,X
STOIZLJ,X,O,X,X,O,O,X
STOIZJL,X,O,X,O,O,X,O
STOLIJZ,O,O,X,X,X,X,X
STOLIZJ,O,X,X,X,O,O,X
STOLJIZ,O,O,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X
STOLZIJ,O,X,X,X,O,O,X
STOLZJI,O,X,X,X,O,O,X
STOJILZ,X,O,X,O,X,X,X
STOJIZL,X,O,X,O,O,X,X
STOJLIZ,X,O,X,O,X,X,X
STOJLZI,X,O,X,O,X,X,X
STOJZIL,X,O,X,O,O,X,X
STOJZLI,X,O,X,O,O,X,X
STOZILJ,X,O,X,X,O,O,X
STOZIJL,X,O,X,O,O,X,O
STOZLIJ,X,O,X,X,O,O,X
STOZLJI,X,O,X,X,O,O,X
STOZJIL,X,O,X,O,O,X,O
STOZJLI,X,O,X,O,O,X,O
SITLJZO,O,O,O,X,X,O,X
SITLJOZ,O,O,O,X,X,X,X
SITLZJO,O,O,O,X,X,O,O
SITLZOJ,O,O,O,X,X,O,X
SITLOJZ,O,O,O,X,X,X,X
SITLOZJ,O,X,O,X,O,O,X
SITJLZO,X,O,O,X,X,O,X
SITJLOZ,X,O,O,X,X,X,X
SITJZLO,X,O,X,X,X,O,O
SITJZOL,X,O,X,X,X,X,O
SITJOLZ,X,O,X,O,X,X,X
SITJOZL,X,O,X,O,O,X,X
SITZLJO,X,O,X,X,X,O,O
SITZLOJ,X,O,X,X,O,O,X
SITZJLO,X,O,X,X,X,O,O
SITZJOL,X,O,X,X,O,X,O
SITZOLJ,X,O,X,X,O,O,X
SITZOJL,X,O,X,O,O,X,O
SITOLJZ,O,O,X,X,X,X,X
SITOLZJ,O,X,X,X,O,O,X
SITOJLZ,X,O,X,O,X,X,X
SITOJZL,X,O,X,O,O,X,X
SITOZLJ,X,O,X,X,O,O,X
SITOZJL,X,O,X,O,O,X,O
SILTJZO,O,O,O,X,X,O,X
SILTJOZ,O,O,O,X,X,X,X
SILTZJO,O,O,O,X,X,O,O
SILTZOJ,O,X,O,X,X,O,X
SILTOJZ,O,O,O,X,X,X,X
SILTOZJ,O,X,O,X,O,O,X
SILJTZO,X,O,O,X,X,O,X
SILJTOZ,X,O,O,X,X,X,X
SILJZTO,X,O,O,X,X,O,X
SILJZOT,O,O,O,X,X,O,X
SILJOTZ,X,O,X,O,X,X,X
SILJOZT,O,O,O,O,X,X,X
SILZTJO,O,O,O,X,X,O,O
SILZTOJ,O,O,O,X,O,O,X
SILZJTO,X,O,O,X,X,O,O
SILZJOT,O,O,O,X,X,O,X
SILZOTJ,O,O,O,X,O,O,X
SILZOJT,O,O,O,O,X,O,X
SILOTJZ,O,O,O,X,X,X,X
SILOTZJ,O,X,O,X,O,O,X
SILOJTZ,X,O,X,O,X,X,X
SILOJZT,O,O,O,O,X,X,X
SILOZTJ,O,O,O,X,O,O,X
SILOZJT,O,O,O,O,X,O,X
SIJTLZO,X,O,O,X,X,O,X
SIJTLOZ,X,O,O,X,X,X,X
SIJTZLO,X,O,X,X,X,O,O
SIJTZOL,X,O,X,X,X,X,O
SIJTOLZ,X,O,X,O,X,X,X
SIJTOZL,X,O,X,O,O,X,X
SIJLTZO,X,O,O,X,X,O,X
SIJLTOZ,X,O,X,X,X,X,X
SIJLZTO,X,O,O,X,X,O,X
SIJLZOT,X,O,O,X,X,O,X
SIJLOTZ,X,O,X,O,X,X,X
SIJLOZT,X,O,O,O,X,X,X
SIJZTLO,X,O,X,X,X,O,O
SIJZTOL,X,O,X,X,O,X,O
SIJZLTO,X,O,O,X,X,O,O
SIJZLOT,X,O,O,X,X,O,X
SIJZOTL,X,O,X,O,O,X,O
SIJZOLT,X,O,X,O,X,O,X
SIJOTLZ,X,O,X,O,X,X,X
SIJOTZL,X,O,X,O,O,X,X
SIJOLTZ,X,O,X,O,X,X,X
SIJOLZT,X,O,X,O,X,X,X
SIJOZTL,X,O,X,O,O,X,X
SIJOZLT,X,O,X,O,X,X,X
SIZTLJO,X,O,X,X,X,O,O
SIZTLOJ,X,O,X,X,O,O,X
SIZTJLO,X,O,X,X,X,O,O
SIZTJOL,X,O,X,X,O,X,O
SIZTOLJ,X,O,X,X,O,O,X
SIZTOJL,X,O,X,O,O,X,O
SIZLTJO,O,O,O,X,X,O,O
SIZLTOJ,O,O,O,X,O,O,X
SIZLJTO,X,O,O,X,X,O,O
SIZLJOT,O,O,O,X,X,O,X
SIZLOTJ,O,O,O,X,O,O,X
SIZLOJT,O,O,O,O,X,O,X
SIZJTLO,X,O,X,X,X,O,O
SIZJTOL,X,O,X,X,O,X,O
SIZJLTO,X,O,O,X,X,O,O
SIZJLOT,X,O,O,X,X,O,X
SIZJOTL,X,O,X,O,O,X,O
SIZJOLT,X,O,X,O,X,O,X
SIZOTLJ,X,O,X,X,O,O,X
