sequence,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jex7IvhFTeB/mBFiBG?oBisB0sB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jex7IvhF0dB6jBThB2?nBFsBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcBfjB6jBx?mBUsBFtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBlmBc?sBToBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBTjBl?mBcsBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzdB5jB3hBV?sBatBUsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBXjBl?mBctBTsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFxdBCjBlmBT?oB0sBfsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFfiB5jBziB0?mBlnByxB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcB5jB1nB0?mB3sBatB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhF6jBziBlmBx?sBfsB0sB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcBCjBlmBx?sBctB3sB
STIZJLO,O,O,O,X,X,O,X,X,X,O,X,X
STIZJOL,O,O,O,X,X,X,X,X,X,O,X,X
STIZOLJ,X,O,O,X,X,X,X,X,X,O,X,X
STIZOJL,X,O,O,X,X,X,X,X,X,O,X,X
STIOLJZ,O,O,O,X,X,O,X,X,X,X,X,X
STIOLZJ,X,O,O,X,X,O,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,O,X,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,X,X,X,O,X,X
STIOZLJ,X,O,O,X,X,X,X,X,X,O,X,X
STIOZJL,X,O,O,X,X,X,X,X,X,O,X,X
STLIJZO,O,O,O,O,O,O,O,X,X,O,X,X
STLIJOZ,O,O,O,X,X,O,O,X,X,X,X,X
STLIZJO,O,O,O,X,X,O,X,X,X,O,X,X
STLIZOJ,X,O,X,X,X,O,X,X,X,O,X,X
STLIOJZ,O,O,O,X,X,O,X,X,X,X,X,X
STLIOZJ,X,O,O,X,X,O,X,X,X,X,X,X
STLJIZO,O,O,O,O,O,O,O,X,X,O,X,X
STLJIOZ,O,O,O,X,X,O,O,X,X,X,X,X
STLJZIO,O,O,O,O,O,O,O,X,X,O,X,X
STLJZOI,O,O,X,O,O,O,X,X,X,O,X,X
STLJOIZ,O,O,O,X,X,O,O,X,X,X,X,X
STLJOZI,O,O,X,X,X,O,O,X,X,X,X,X
STLZIJO,O,O,O,O,O,O,O,X,X,O,X,X
STLZIOJ,X,O,X,X,O,O,X,X,X,O,X,X
STLZJIO,O,O,O,O,O,O,O,X,X,O,X,X
STLZJOI,O,O,X,O,O,O,X,X,X,O,X,X
STLZOIJ,X,O,X,O,O,O,X,X,X,O,X,X
STLZOJI,X,O,X,O,O,O,X,X,X,O,X,X
STLOIJZ,O,O,O,X,X,O,O,X,X,X,X,X
STLOIZJ,X,O,X,X,X,O,X,X,X,X,X,X
STLOJIZ,O,O,O,X,X,O,O,X,X,X,X,X
STLOJZI,O,O,X,X,X,O,O,X,X,X,X,X
STLOZIJ,X,O,X,X,X,O,O,X,X,X,X,X
STLOZJI,X,O,X,X,X,O,O,X,X,X,X,X
STJILZO,O,O,O,O,O,O,O,X,X,O,X,X
STJILOZ,O,O,O,X,X,O,O,X,X,X,X,X
STJIZLO,O,O,O,X,X,O,X,X,X,O,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,O,X,X
STJIOLZ,O,O,O,X,X,O,X,X,X,X,X,X
STJIOZL,O,O,O,X,X,X,X,X,X,O,X,X
STJLIZO,O,O,O,O,O,O,O,X,X,O,X,X
STJLIOZ,O,O,O,X,X,O,O,X,X,X,X,X
STJLZIO,O,O,O,O,O,O,O,X,X,O,X,X
STJLZOI,O,O,X,O,O,O,X,X,X,O,X,X
STJLOIZ,O,O,O,X,X,O,O,X,X,X,X,X
STJLOZI,O,O,X,X,X,O,O,X,X,X,X,X
STJZILO,O,O,O,O,O,O,O,X,X,O,X,X
STJZIOL,O,O,O,X,O,X,X,X,X,O,X,X
STJZLIO,O,O,O,O,O,O,O,X,X,O,X,X
STJZLOI,O,O,X,O,O,O,X,X,X,O,X,X
STJZOIL,O,O,X,O,O,X,X,X,X,O,X,X
STJZOLI,O,O,X,O,O,X,X,O,X,O,X,X
STJOILZ,O,O,O,X,X,O,O,X,X,X,X,X
STJOIZL,O,O,O,X,X,X,X,X,X,O,X,X
STJOLIZ,O,O,O,X,X,O,O,X,X,X,X,X
STJOLZI,O,O,X,X,X,O,O,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,O,X,X,O,X,X
STJOZLI,O,O,X,X,X,X,O,X,X,O,X,X
STZILJO,O,O,O,O,O,O,O,X,X,O,X,X
STZILOJ,X,O,O,X,O,O,X,X,X,O,X,X
STZIJLO,O,O,O,O,O,O,O,X,X,O,X,X
STZIJOL,O,O,O,X,O,X,X,X,X,O,X,X
STZIOLJ,X,O,O,X,O,X,X,X,X,O,X,X
STZIOJL,X,O,O,X,O,X,X,X,X,O,X,X
STZLIJO,O,O,O,O,O,O,O,X,X,O,X,X
STZLIOJ,X,O,X,X,O,O,X,X,X,O,X,X
STZLJIO,O,O,O,O,O,O,O,X,X,O,X,X
STZLJOI,O,O,X,O,O,O,X,X,X,O,X,X
STZLOIJ,X,O,X,O,O,O,X,X,X,O,X,X
STZLOJI,X,O,X,O,O,O,X,X,X,O,X,X
STZJILO,O,O,O,O,O,O,O,X,X,O,X,X
STZJIOL,O,O,O,X,O,X,X,X,X,O,X,X
STZJLIO,O,O,O,O,O,O,O,X,X,O,X,X
STZJLOI,O,O,X,O,O,O,X,X,X,O,X,X
STZJOIL,O,O,X,O,O,X,X,X,X,O,X,X
STZJOLI,O,O,X,O,O,X,X,O,X,O,X,X
STZOILJ,X,O,X,O,O,X,X,X,X,O,X,X
STZOIJL,X,O,X,O,O,X,X,X,X,O,X,X
STZOLIJ,X,O,X,O,O,X,X,O,X,O,X,X
STZOLJI,X,O,X,O,O,X,X,O,X,O,X,X
STZOJIL,X,O,X,O,O,X,X,X,X,O,X,X
STZOJLI,X,O,X,O,O,X,X,O,X,O,X,X
STOILJZ,O,O,O,X,X,O,O,X,X,X,X,X
STOILZJ,X,O,O,X,X,O,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,O,O,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X,X,O,X,X
STOIZLJ,X,O,O,X,X,X,X,X,X,O,X,X
STOIZJL,X,O,O,X,X,X,X,X,X,O,X,X
STOLIJZ,O,O,O,X,X,O,O,X,X,X,X,X
STOLIZJ,X,O,X,X,X,O,X,X,X,X,X,X
STOLJIZ,O,O,O,X,X,O,O,X,X,X,X,X
STOLJZI,O,O,X,X,X,O,O,X,X,X,X,X
STOLZIJ,X,O,X,X,X,O,O,X,X,X,X,X
STOLZJI,X,O,X,X,X,O,O,X,X,X,X,X
STOJILZ,O,O,O,X,X,O,O,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X,X,O,X,X
STOJLIZ,O,O,O,X,X,O,O,X,X,X,X,X
STOJLZI,O,O,X,X,X,O,O,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,O,X,X,O,X,X
STOJZLI,O,O,X,X,X,X,O,X,X,O,X,X
STOZILJ,X,O,X,X,X,X,O,X,X,O,X,X
STOZIJL,X,O,X,X,X,X,O,X,X,O,X,X
STOZLIJ,X,O,X,X,X,X,O,X,X,O,X,X
STOZLJI,X,O,X,X,X,X,O,X,X,O,X,X
STOZJIL,X,O,X,X,X,X,O,X,X,O,X,X
STOZJLI,X,O,X,X,X,X,O,X,X,O,X,X
SITLJZO,O,O,O,X,X,O,X,X,X,O,X,X
SITLJOZ,O,O,O,X,X,O,X,X,X,X,X,X
SITLZJO,O,O,O,X,X,O,X,X,X,O,X,X
SITLZOJ,X,O,O,X,X,O,X,X,X,O,X,X
SITLOJZ,O,O,O,X,X,O,X,X,X,X,X,X
SITLOZJ,X,O,O,X,X,O,X,X,X,X,X,X
SITJLZO,O,O,O,X,X,O,X,X,X,O,X,X
SITJLOZ,O,O,O,X,X,O,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,O,X,X,X,O,X,X
SITJZOL,O,O,O,X,X,X,X,X,X,O,X,X
SITJOLZ,O,O,O,X,X,O,X,X,X,X,X,X
SITJOZL,O,O,O,X,X,X,X,X,X,O,X,X
SITZLJO,O,O,O,X,X,O,X,X,X,O,X,X
SITZLOJ,X,O,X,X,X,O,X,X,X,O,X,X
SITZJLO,O,O,O,X,X,O,X,X,X,O,X,X
SITZJOL,O,O,O,X,X,X,X,X,X,O,X,X
SITZOLJ,X,O,O,X,X,X,X,X,X,O,X,X
SITZOJL,X,O,O,X,X,X,X,X,X,O,X,X
SITOLJZ,O,O,O,X,X,O,X,X,X,X,X,X
SITOLZJ,X,O,O,X,X,O,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,O,X,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,X,X,X,O,X,X
SITOZLJ,X,O,O,X,X,X,X,X,X,O,X,X
SITOZJL,X,O,O,X,X,X,X,X,X,O,X,X
SILTJZO,O,O,O,X,X,O,X,X,X,O,X,X
SILTJOZ,O,O,O,X,X,O,X,X,X,X,X,O
SILTZJO,O,O,O,X,X,O,X,X,X,O,X,X
SILTZOJ,X,O,O,X,X,O,X,X,X,O,X,X
SILTOJZ,O,O,O,X,X,O,X,X,X,X,X,O
SILTOZJ,X,O,X,X,X,O,X,X,X,X,X,X
SILJTZO,O,O,O,X,X,O,X,X,X,O,X,X
SILJTOZ,O,O,O,X,X,O,X,X,X,X,X,O
SILJZTO,O,O,O,X,X,X,X,X,O,O,X,X
SILJZOT,O,O,O,X,X,X,X,X,O,O,X,X
SILJOTZ,O,O,O,X,X,O,X,X,X,X,O,X
SILJOZT,O,O,O,X,X,X,X,X,O,X,X,X
SILZTJO,O,O,O,X,X,X,X,X,O,O,X,X
SILZTOJ,X,O,O,X,X,X,X,X,O,O,X,X
SILZJTO,O,O,O,X,X,X,X,X,O,O,X,X
SILZJOT,O,O,O,X,X,X,X,X,O,O,X,X
SILZOTJ,X,O,O,X,X,X,X,X,O,O,X,X
SILZOJT,X,O,O,X,X,X,X,X,O,O,X,X
SILOTJZ,O,O,O,X,X,O,X,X,X,X,O,X
SILOTZJ,X,O,X,X,X,O,X,X,X,X,O,X
SILOJTZ,O,O,O,X,X,O,X,X,X,X,O,X
SILOJZT,O,O,O,X,X,X,X,X,O,X,X,X
SILOZTJ,X,O,O,X,X,X,X,X,O,X,X,X
SILOZJT,X,O,O,X,X,X,X,X,O,X,X,X
SIJTLZO,O,O,O,X,X,O,X,X,X,O,X,X
SIJTLOZ,O,O,O,X,X,O,X,X,X,X,X,X
SIJTZLO,O,O,O,X,X,O,X,X,X,O,X,X
SIJTZOL,O,O,O,X,X,X,X,X,X,O,X,X
SIJTOLZ,O,O,O,X,X,O,X,X,X,X,X,X
SIJTOZL,O,O,O,X,X,X,X,X,X,O,X,X
SIJLTZO,O,O,O,X,X,O,X,X,X,O,X,X
SIJLTOZ,O,O,O,X,X,O,X,X,X,X,X,O
SIJLZTO,O,O,O,X,X,X,X,X,O,O,X,X
SIJLZOT,O,O,O,X,X,X,X,X,O,O,X,X
SIJLOTZ,O,O,O,X,X,O,X,X,X,X,O,X
SIJLOZT,O,O,O,X,X,X,X,X,O,X,X,X
SIJZTLO,O,O,O,X,O,O,X,X,O,O,X,X
SIJZTOL,O,X,O,X,O,X,X,X,X,O,X,X
SIJZLTO,O,O,O,X,O,X,X,X,O,O,X,X
SIJZLOT,O,O,O,X,O,X,X,X,O,O,X,X
SIJZOTL,O,O,O,X,X,X,X,X,X,O,X,X
SIJZOLT,O,O,O,X,O,X,X,X,O,O,X,X
SIJOTLZ,O,O,O,X,X,O,X,X,X,X,O,X
SIJOTZL,O,O,O,X,X,X,X,X,X,O,X,X
SIJOLTZ,O,O,O,X,X,X,X,X,X,X,O,X
SIJOLZT,O,O,O,X,X,X,X,X,X,X,X,X
SIJOZTL,O,O,O,X,X,X,X,X,X,O,X,X
SIJOZLT,O,O,O,X,X,X,X,X,X,O,X,X
SIZTLJO,O,O,O,X,O,O,X,X,O,O,X,X
SIZTLOJ,X,O,O,X,O,O,X,X,O,O,X,X
SIZTJLO,O,O,O,X,O,O,X,X,O,O,X,X
SIZTJOL,O,O,O,X,O,X,X,X,X,O,X,X
SIZTOLJ,X,O,O,X,O,X,X,X,X,O,X,X
SIZTOJL,X,O,O,X,O,X,X,X,X,O,X,X
SIZLTJO,O,O,O,X,O,X,X,X,O,O,X,X
SIZLTOJ,X,O,O,X,O,X,X,X,O,O,X,X
SIZLJTO,O,O,O,X,O,X,X,X,O,O,X,X
SIZLJOT,O,O,O,X,O,X,X,X,O,O,X,X
SIZLOTJ,X,O,O,X,X,X,X,X,O,O,X,X
SIZLOJT,X,O,O,X,O,X,X,X,O,O,X,X
SIZJTLO,O,O,O,X,O,O,X,X,O,O,X,X
SIZJTOL,O,X,O,X,O,X,X,X,X,O,X,X
SIZJLTO,O,O,O,X,O,X,X,X,O,O,X,X
SIZJLOT,O,O,O,X,O,X,X,X,O,O,X,X
SIZJOTL,O,X,O,X,X,X,X,X,X,O,X,X
SIZJOLT,O,O,O,X,O,X,X,X,O,O,X,X
SIZOTLJ,X,O,O,X,O,X,X,X,X,O,X,X
SIZOTJL,X,O,O,X,O,X,X,X,X,O,X,X
SIZOLTJ,X,O,O,X,X,X,X,X,O,O,X,X
SIZOLJT,X,O,O,X,O,X,X,X,O,O,X,X
SIZOJTL,X,O,O,X,X,X,X,X,X,O,X,X
SIZOJLT,X,O,O,X,O,X,X,X,O,O,X,X
SIOTLJZ,O,O,O,X,X,O,X,X,X,X,O,X
SIOTLZJ,X,O,O,X,X,O,X,X,X,X,O,X
SIOTJLZ,O,O,O,X,X,O,X,X,X,X,O,X
SIOTJZL,O,O,O,X,X,X,X,X,X,O,X,X
SIOTZLJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOTZJL,X,O,O,X,X,X,X,X,X,O,X,X
SIOLTJZ,O,O,O,X,X,X,X,X,X,X,O,X
SIOLTZJ,X,O,X,X,X,X,X,X,X,X,O,X
SIOLJTZ,O,O,O,X,X,X,X,X,X,X,O,X
SIOLJZT,O,O,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,O,X,X,X,X,X,X,X,X,X
SIOLZJT,X,O,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,X,X,O,X,X,X,X,O,X
SIOJTZL,O,O,O,X,X,X,X,X,X,O,X,X
SIOJLTZ,O,O,O,X,X,X,X,X,X,X,O,X
SIOJLZT,O,O,O,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,X,O,X,X
SIOJZLT,O,O,O,X,X,X,X,X,X,O,X,X
SIOZTLJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOZTJL,X,O,O,X,X,X,X,X,X,O,X,X
SIOZLTJ,X,O,O,X,X,X,X,X,X,O,X,X
SIOZLJT,X,O,O,X,X,X,X,X,X,O,X,X
SIOZJTL,X,O,O,X,X,X,X,X,X,O,X,X
SIOZJLT,X,O,O,X,X,X,X,X,X,O,X,X
SLTIJZO,O,O,X,X,X,O,X,X,X,O,X,X
SLTIJOZ,O,O,X,X,X,O,X,X,X,X,X,X
SLTIZJO,O,O,X,X,X,O,X,X,X,O,X,X
SLTIZOJ,X,O,X,X,X,O,X,X,X,O,X,X
SLTIOJZ,O,O,X,X,X,O,X,X,X,X,X,X
SLTIOZJ,X,O,X,X,X,O,X,X,X,X,X,X
SLTJIZO,O,O,X,X,X,O,X,X,X,O,X,X
SLTJIOZ,O,O,X,X,X,O,X,X,X,X,X,X
SLTJZIO,O,O,X,X,X,O,X,X,X,O,X,X
SLTJZOI,O,O,X,X,X,O,X,X,X,O,X,X
SLTJOIZ,O,O,X,X,X,O,X,X,X,X,X,X
SLTJOZI,O,O,X,X,X,O,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,O,X,X,X,O,X,X
SLTZIOJ,X,O,X,X,X,O,X,X,X,O,X,X
SLTZJIO,O,O,X,X,X,O,X,X,X,O,X,X
SLTZJOI,O,O,X,X,X,O,X,X,X,O,X,X
SLTZOIJ,X,O,X,X,X,O,X,X,X,O,X,X
SLTZOJI,X,O,X,X,X,O,X,X,X,O,X,X
SLTOIJZ,O,O,X,X,X,O,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,X,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,O,X,X,X,X,X,X
SLTOJZI,O,O,X,X,X,O,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,X,O,X,X,X,X,X,X
SLTOZJI,X,O,X,X,X,O,X,X,X,X,X,X
SLITJZO,O,O,X,X,X,O,X,X,X,O,X,X
SLITJOZ,O,O,X,X,X,O,X,X,X,X,X,X
SLITZJO,O,O,X,X,X,O,X,X,X,O,X,X
SLITZOJ,X,O,X,X,X,O,X,X,X,O,X,X
SLITOJZ,O,O,X,X,X,O,X,X,X,X,X,X
SLITOZJ,X,O,X,X,X,O,X,X,X,X,X,X
SLIJTZO,O,O,X,X,X,O,X,X,X,O,X,X
SLIJTOZ,O,O,X,X,X,O,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,X,X,O,O,X,X
SLIJZOT,O,O,X,X,X,X,X,X,O,O,X,X
SLIJOTZ,O,O,X,X,X,O,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X,O,X,X,X
SLIZTJO,O,O,X,X,X,X,X,X,O,O,X,X
SLIZTOJ,X,O,X,X,X,X,X,X,O,O,X,X
SLIZJTO,O,O,X,X,X,X,X,X,O,O,X,X
SLIZJOT,O,O,X,X,X,X,X,X,O,O,X,X
SLIZOTJ,X,O,X,X,X,X,X,X,O,O,X,X
SLIZOJT,X,O,X,X,X,X,X,X,O,O,X,X
SLIOTJZ,O,O,X,X,X,O,X,X,X,X,X,X
SLIOTZJ,X,O,X,X,X,O,X,X,X,X,X,X
SLIOJTZ,O,O,X,X,X,O,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,O,X,X,X
SLIOZTJ,X,O,X,X,X,X,X,X,O,X,X,X
SLIOZJT,X,O,X,X,X,X,X,X,O,X,X,X
SLJTIZO,O,O,X,X,X,O,X,X,X,O,X,X
SLJTIOZ,O,O,X,X,X,O,X,X,X,X,X,X
SLJTZIO,O,O,X,X,X,O,X,X,X,O,X,X
SLJTZOI,O,O,X,X,X,O,X,X,X,O,X,X
SLJTOIZ,O,O,X,X,X,O,X,X,X,X,X,X
SLJTOZI,O,O,X,X,X,O,X,X,X,X,X,X
SLJITZO,O,O,X,X,X,O,X,X,X,O,X,X
SLJITOZ,O,O,X,X,X,O,X,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X,X,O,O,X,X
SLJIZOT,O,O,X,X,X,X,X,X,O,O,X,X
SLJIOTZ,O,O,X,X,X,O,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X,X,O,X,X,X
SLJZTIO,O,O,X,X,O,X,X,X,O,O,X,X
SLJZTOI,O,O,X,X,O,X,X,X,O,O,X,X
SLJZITO,O,O,X,X,O,X,X,X,O,O,X,X
SLJZIOT,O,O,X,X,O,X,X,X,O,O,X,X
SLJZOTI,O,O,X,X,X,X,X,X,O,O,X,X
SLJZOIT,O,O,X,X,X,X,X,X,O,O,X,X
SLJOTIZ,O,O,X,X,X,O,X,X,X,X,X,X
SLJOTZI,O,O,X,X,X,O,X,X,X,X,X,X
SLJOITZ,O,O,X,X,X,O,X,X,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X,O,X,X,X
SLJOZTI,O,O,X,X,X,X,X,X,O,X,X,X
SLJOZIT,O,O,X,X,X,X,X,X,O,X,X,X
SLZTIJO,O,O,X,X,O,X,X,X,O,O,X,X
SLZTIOJ,X,O,X,X,O,X,X,X,O,O,X,X
SLZTJIO,O,O,X,X,O,X,X,X,O,O,X,X
SLZTJOI,O,O,X,X,O,X,X,X,O,O,X,X
SLZTOIJ,X,O,X,X,O,X,X,X,O,O,X,X
SLZTOJI,X,O,X,X,O,X,X,X,O,O,X,X
SLZITJO,O,O,X,X,O,X,X,X,O,O,X,X
SLZITOJ,X,O,X,X,O,X,X,X,O,O,X,X
SLZIJTO,O,O,X,X,O,X,X,X,O,O,X,X
SLZIJOT,O,O,X,X,O,X,X,X,O,O,X,X
SLZIOTJ,X,O,X,X,X,X,X,X,O,O,X,X
SLZIOJT,X,O,X,X,O,X,X,X,O,O,X,X
SLZJTIO,O,O,X,X,O,X,X,X,O,O,X,X
SLZJTOI,O,O,X,X,O,X,X,X,O,O,X,X
SLZJITO,O,O,X,X,O,X,X,X,O,O,X,X
SLZJIOT,O,O,X,X,O,X,X,X,O,O,X,X
SLZJOTI,O,O,X,X,X,X,X,X,O,O,X,X
SLZJOIT,O,O,X,X,X,X,X,X,O,O,X,X
SLZOTIJ,X,O,X,X,X,X,X,X,O,O,X,X
SLZOTJI,X,O,X,X,X,X,X,X,O,O,X,X
SLZOITJ,X,O,X,X,X,X,X,X,O,O,X,X
SLZOIJT,X,O,X,X,X,X,X,X,O,O,X,X
SLZOJTI,X,O,X,X,X,X,X,X,O,O,X,X
SLZOJIT,X,O,X,X,X,X,X,X,O,O,X,X
SLOTIJZ,O,O,X,X,X,O,X,X,X,X,X,X
SLOTIZJ,X,O,X,X,X,O,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,O,X,X,X,X,X,X
SLOTJZI,O,O,X,X,X,O,X,X,X,X,X,X
SLOTZIJ,X,O,X,X,X,O,X,X,X,X,X,X
SLOTZJI,X,O,X,X,X,O,X,X,X,X,X,X
SLOITJZ,O,O,X,X,X,O,X,X,X,X,X,X
SLOITZJ,X,O,X,X,X,O,X,X,X,X,X,X
SLOIJTZ,O,O,X,X,X,O,X,X,X,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X,O,X,X,X
SLOIZTJ,X,O,X,X,X,X,X,X,O,X,X,X
SLOIZJT,X,O,X,X,X,X,X,X,O,X,X,X
SLOJTIZ,O,O,X,X,X,O,X,X,X,X,X,X
SLOJTZI,O,O,X,X,X,O,X,X,X,X,X,X
SLOJITZ,O,O,X,X,X,O,X,X,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,O,X,X,X
SLOJZTI,O,O,X,X,X,X,X,X,O,X,X,X
SLOJZIT,O,O,X,X,X,X,X,X,O,X,X,X
SLOZTIJ,X,O,X,X,X,X,X,X,O,X,X,X
SLOZTJI,X,O,X,X,X,X,X,X,O,X,X,X
SLOZITJ,X,O,X,X,X,X,X,X,O,X,X,X
SLOZIJT,X,O,X,X,X,X,X,X,O,X,X,X
SLOZJTI,X,O,X,X,X,X,X,X,O,X,X,X
SLOZJIT,X,O,X,X,X,X,X,X,O,X,X,X
SJTILZO,O,O,O,O,O,O,O,X,X,O,X,X
SJTILOZ,O,O,O,X,X,O,O,X,X,X,X,X
SJTIZLO,O,O,O,X,X,O,X,X,X,O,X,X
SJTIZOL,O,O,O,X,X,X,X,X,X,O,X,X
SJTIOLZ,O,O,O,X,X,O,X,X,X,X,X,X
SJTIOZL,O,O,O,X,X,X,X,X,X,O,X,X
SJTLIZO,O,O,O,O,O,O,O,X,X,O,X,X
SJTLIOZ,O,O,O,X,X,O,O,X,X,X,X,X
SJTLZIO,O,O,O,O,O,O,O,X,X,O,X,X
SJTLZOI,O,O,X,O,O,O,X,X,X,O,X,X
SJTLOIZ,O,O,O,X,X,O,O,X,X,X,X,X
SJTLOZI,O,O,X,X,X,O,O,X,X,X,X,X
SJTZILO,O,O,O,O,O,O,O,X,X,O,X,X
SJTZIOL,O,O,O,X,O,X,X,X,X,O,X,X
SJTZLIO,O,O,O,O,O,O,O,X,X,O,X,X
SJTZLOI,O,O,X,O,O,O,X,X,X,O,X,X
SJTZOIL,O,O,X,O,O,X,X,X,X,O,X,X
SJTZOLI,O,O,X,O,O,X,X,O,X,O,X,X
SJTOILZ,O,O,O,X,X,O,O,X,X,X,X,X
SJTOIZL,O,O,O,X,X,X,X,X,X,O,X,X
SJTOLIZ,O,O,O,X,X,O,O,X,X,X,X,X
SJTOLZI,O,O,X,X,X,O,O,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,O,X,X,O,X,X
SJTOZLI,O,O,X,X,X,X,O,X,X,O,X,X
SJITLZO,O,O,O,X,X,O,X,X,X,O,X,X
SJITLOZ,O,O,O,X,X,O,X,X,X,X,X,X
SJITZLO,O,O,O,X,X,O,X,X,X,O,X,X
SJITZOL,O,O,O,X,X,X,X,X,X,O,X,X
SJITOLZ,O,O,O,X,X,O,X,X,X,X,X,X
SJITOZL,O,O,O,X,X,X,X,X,X,O,X,X
SJILTZO,O,O,O,X,X,O,X,X,X,O,X,X
SJILTOZ,O,O,O,X,X,O,X,X,X,X,X,O
SJILZTO,O,O,O,X,X,X,X,X,O,O,X,X
SJILZOT,O,O,O,X,X,X,X,X,O,O,X,X
SJILOTZ,O,O,O,X,X,O,X,X,X,X,O,X
SJILOZT,O,O,O,X,X,X,X,X,O,X,X,X
SJIZTLO,O,O,O,X,O,O,X,X,O,O,X,X
SJIZTOL,O,X,O,X,O,X,X,X,X,O,X,X
SJIZLTO,O,O,O,X,O,X,X,X,O,O,X,X
SJIZLOT,O,O,O,X,O,X,X,X,O,O,X,X
SJIZOTL,O,O,O,X,X,X,X,X,X,O,X,X
SJIZOLT,O,O,O,X,O,X,X,X,O,O,X,X
SJIOTLZ,O,O,O,X,X,O,X,X,X,X,O,X
SJIOTZL,O,O,O,X,X,X,X,X,X,O,X,X
SJIOLTZ,O,O,O,X,X,X,X,X,X,X,O,X
SJIOLZT,O,O,O,X,X,X,X,X,X,X,X,X
SJIOZTL,O,O,O,X,X,X,X,X,X,O,X,X
SJIOZLT,O,O,O,X,X,X,X,X,X,O,X,X
SJLTIZO,O,O,X,X,X,O,X,X,X,O,X,X
SJLTIOZ,O,O,X,X,X,O,X,X,X,X,X,X
SJLTZIO,O,O,X,X,X,O,X,X,X,O,X,X
SJLTZOI,O,O,X,X,X,O,X,X,X,O,X,X
SJLTOIZ,O,O,X,X,X,O,X,X,X,X,X,X
SJLTOZI,O,O,X,X,X,O,X,X,X,X,X,X
SJLITZO,O,O,X,X,X,O,X,X,X,O,X,X
SJLITOZ,O,O,X,X,X,O,X,X,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X,X,O,O,X,X
SJLIZOT,O,O,X,X,X,X,X,X,O,O,X,X
SJLIOTZ,O,O,X,X,X,O,X,X,X,X,X,X
SJLIOZT,O,O,X,X,X,X,X,X,O,X,X,X
SJLZTIO,O,O,X,X,O,X,X,X,O,O,X,X
SJLZTOI,O,O,X,X,O,X,X,X,O,O,X,X
SJLZITO,O,O,X,X,O,X,X,X,O,O,X,X
SJLZIOT,O,O,X,X,O,X,X,X,O,O,X,X
SJLZOTI,O,O,X,X,X,X,X,X,O,O,X,X
SJLZOIT,O,O,X,X,X,X,X,X,O,O,X,X
SJLOTIZ,O,O,X,X,X,O,X,X,X,X,X,X
SJLOTZI,O,O,X,X,X,O,X,X,X,X,X,X
SJLOITZ,O,O,X,X,X,O,X,X,X,X,X,X
SJLOIZT,O,O,X,X,X,X,X,X,O,X,X,X
SJLOZTI,O,O,X,X,X,X,X,X,O,X,X,X
SJLOZIT,O,O,X,X,X,X,X,X,O,X,X,X
