sequence,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je6AJvhFTc?BOiB8iB5jBXmBFsB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je07IvhFlc?BzdB5jB/nBCmBmrB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je07IvhF6h?B2iB5jB3iBzlBFsB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je6AJvhFTc?BmdB5jBXiBVrBcsB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8Je6AJvhFOi?B8iB5jBThBXmBFsB,v115@zgB8HeC8GeC8EeA8AeC8EeA8AeF8AeC8JeX8IvhFmd?B5jBcmBTiB6lBFsB
SZTOLJI,O,O,X,O,O,O
SZTOJIL,O,O,X,O,O,O
SZTOJLI,O,O,X,O,O,O
SZITLJO,O,O,O,O,O,X
SZITLOJ,O,O,X,O,O,O
SZITJLO,O,O,O,O,O,X
SZITJOL,O,O,X,O,O,O
SZITOLJ,O,O,X,O,O,O
SZITOJL,O,O,X,O,O,O
SZILTJO,O,O,O,O,O,X
SZILTOJ,O,O,X,O,O,O
SZILJTO,O,O,O,O,O,X
SZILJOT,O,O,O,X,X,X
SZILOTJ,O,O,X,X,X,X
SZILOJT,O,O,X,X,X,X
SZIJTLO,O,O,X,O,X,X
SZIJTOL,O,O,X,O,X,O
SZIJLTO,O,O,O,O,O,X
SZIJLOT,O,O,O,X,X,X
SZIJOTL,O,O,X,O,X,X
SZIJOLT,O,O,X,X,X,X
SZIOTLJ,O,O,O,O,X,O
SZIOTJL,O,O,O,O,X,O
SZIOLTJ,O,O,O,X,X,X
SZIOLJT,O,O,O,X,X,X
SZIOJTL,O,O,X,O,X,X
SZIOJLT,O,O,O,X,X,X
SZLTIJO,O,O,O,O,O,X
SZLTIOJ,O,O,X,O,O,O
SZLTJIO,O,O,O,O,O,X
SZLTJOI,O,O,X,O,O,X
SZLTOIJ,O,O,X,O,O,O
SZLTOJI,O,O,X,O,O,O
SZLITJO,O,O,O,O,O,X
SZLITOJ,O,O,X,O,O,O
SZLIJTO,O,O,O,O,O,X
SZLIJOT,O,O,O,X,X,X
SZLIOTJ,O,O,X,X,X,X
SZLIOJT,O,O,X,X,X,X
SZLJTIO,O,O,X,O,O,X
SZLJTOI,O,O,X,O,O,X
SZLJITO,O,O,O,O,O,X
SZLJIOT,O,O,O,X,X,X
SZLJOTI,O,O,X,X,X,X
SZLJOIT,O,O,X,X,X,X
SZLOTIJ,O,O,X,X,X,X
SZLOTJI,O,O,X,X,X,X
SZLOITJ,O,O,X,X,X,X
SZLOIJT,O,O,X,X,X,X
SZLOJTI,O,O,X,X,X,X
SZLOJIT,O,O,X,X,X,X
SZJTILO,O,O,X,O,X,X
SZJTIOL,O,O,X,O,X,O
SZJTLIO,O,O,X,O,X,X
SZJTLOI,O,O,X,O,X,X
SZJTOIL,O,O,X,O,X,O
SZJTOLI,O,O,X,O,X,O
SZJITLO,O,O,X,O,X,X
SZJITOL,O,O,X,O,X,O
SZJILTO,O,O,O,O,O,X
SZJILOT,O,O,O,X,X,X
SZJIOTL,O,O,X,O,X,X
SZJIOLT,O,O,X,X,X,X
SZJLTIO,O,O,X,O,O,X
SZJLTOI,O,O,X,O,O,X
SZJLITO,O,O,O,O,O,X
SZJLIOT,O,O,O,X,X,X
SZJLOTI,O,O,X,X,X,X
SZJLOIT,O,O,X,X,X,X
SZJOTIL,O,O,X,O,X,X
SZJOTLI,O,O,X,O,X,X
SZJOITL,O,O,X,O,X,X
SZJOILT,O,O,X,X,X,X
SZJOLTI,O,O,X,X,X,X
SZJOLIT,O,O,X,X,X,X
SZOTILJ,O,O,O,O,X,O
SZOTIJL,O,O,O,O,X,O
SZOTLIJ,O,O,O,O,X,O
SZOTLJI,O,O,O,O,X,O
SZOTJIL,O,O,O,O,X,O
SZOTJLI,O,O,O,O,X,O
SZOITLJ,O,O,O,O,X,O
SZOITJL,O,O,O,O,X,O
SZOILTJ,O,O,O,X,X,X
SZOILJT,O,O,O,X,X,X
SZOIJTL,O,O,X,O,X,X
SZOIJLT,O,O,O,X,X,X
SZOLTIJ,O,O,O,X,X,X
SZOLTJI,O,O,O,X,X,X
SZOLITJ,O,O,O,X,X,X
SZOLIJT,O,O,O,X,X,X
SZOLJTI,O,O,X,X,X,X
SZOLJIT,O,O,O,X,X,X
SZOJTIL,O,O,X,O,X,X
SZOJTLI,O,O,X,O,X,X
SZOJITL,O,O,X,O,X,X
SZOJILT,O,O,O,X,X,X
SZOJLTI,O,O,X,X,X,X
SZOJLIT,O,O,O,X,X,X
SOTILJZ,O,O,O,X,X,X
SOTILZJ,O,O,O,X,X,X
SOTIJLZ,O,O,O,X,X,X
SOTIJZL,O,O,O,X,X,X
SOTIZLJ,O,O,O,X,X,X
SOTIZJL,O,O,O,X,X,X
SOTLIJZ,O,O,O,X,X,X
SOTLIZJ,O,O,O,X,X,X
SOTLJIZ,O,O,O,X,X,X
SOTLJZI,O,O,O,X,X,X
SOTLZIJ,O,O,O,X,X,X
SOTLZJI,O,O,O,X,X,X
SOTJILZ,O,O,O,X,X,X
SOTJIZL,O,O,O,X,X,X
SOTJLIZ,O,O,O,X,X,X
SOTJLZI,O,O,O,X,X,X
SOTJZIL,O,O,O,X,X,X
SOTJZLI,O,O,O,X,X,X
SOTZILJ,O,O,O,X,X,X
SOTZIJL,O,O,O,X,X,X
SOTZLIJ,O,O,O,X,X,X
SOTZLJI,O,O,O,X,X,X
SOTZJIL,O,O,O,X,X,X
SOTZJLI,O,O,O,X,X,X
SOITLJZ,O,O,O,X,X,X
SOITLZJ,O,O,O,X,X,X
SOITJLZ,O,O,O,X,X,X
SOITJZL,O,O,O,X,X,X
SOITZLJ,O,O,O,X,X,X
SOITZJL,O,O,O,X,X,X
SOILTJZ,O,O,X,X,X,X
SOILTZJ,O,O,X,X,X,X
SOILJTZ,O,O,X,X,X,X
SOILJZT,O,O,X,X,X,X
SOILZTJ,O,O,X,X,X,X
SOILZJT,O,O,X,X,X,X
SOIJTLZ,O,O,X,X,X,X
SOIJTZL,O,O,X,X,X,X
SOIJLTZ,O,O,X,X,X,X
SOIJLZT,O,O,X,X,X,X
SOIJZTL,O,O,X,X,X,X
SOIJZLT,O,O,O,X,X,X
SOIZTLJ,O,O,O,X,X,X
SOIZTJL,O,O,O,X,X,X
SOIZLTJ,O,O,O,X,X,X
SOIZLJT,O,O,O,X,X,X
SOIZJTL,O,O,X,X,X,X
SOIZJLT,O,O,O,X,X,X
SOLTIJZ,O,O,X,X,X,X
SOLTIZJ,O,O,X,X,X,X
SOLTJIZ,O,O,X,X,X,X
SOLTJZI,O,O,X,X,X,X
SOLTZIJ,O,O,X,X,X,X
SOLTZJI,O,O,X,X,X,X
SOLITJZ,O,O,X,X,X,X
SOLITZJ,O,O,X,X,X,X
SOLIJTZ,O,O,X,X,X,X
SOLIJZT,O,O,X,X,X,X
SOLIZTJ,O,O,X,X,X,X
SOLIZJT,O,O,X,X,X,X
SOLJTIZ,O,O,X,X,X,X
SOLJTZI,O,O,X,X,X,X
SOLJITZ,O,O,X,X,X,X
SOLJIZT,O,O,X,X,X,X
SOLJZTI,O,O,X,X,X,X
SOLJZIT,O,O,X,X,X,X
SOLZTIJ,O,O,X,X,X,X
SOLZTJI,O,O,X,X,X,X
SOLZITJ,O,O,X,X,X,X
SOLZIJT,O,O,X,X,X,X
SOLZJTI,O,O,X,X,X,X
SOLZJIT,O,O,X,X,X,X
SOJTILZ,O,O,X,X,X,X
SOJTIZL,O,O,X,X,X,X
SOJTLIZ,O,O,X,X,X,X
SOJTLZI,O,O,X,X,X,X
SOJTZIL,O,O,X,X,X,X
SOJTZLI,O,O,X,X,X,X
SOJITLZ,O,O,X,X,X,X
SOJITZL,O,O,X,X,X,X
SOJILTZ,O,O,X,X,X,X
SOJILZT,O,O,X,X,X,X
SOJIZTL,O,O,X,X,X,X
SOJIZLT,O,O,O,X,X,X
SOJLTIZ,O,O,X,X,X,X
SOJLTZI,O,O,X,X,X,X
SOJLITZ,O,O,X,X,X,X
SOJLIZT,O,O,X,X,X,X
SOJLZTI,O,O,X,X,X,X
SOJLZIT,O,O,X,X,X,X
SOJZTIL,O,O,X,X,X,X
SOJZTLI,O,O,X,X,X,X
SOJZITL,O,O,X,X,X,X
SOJZILT,O,O,O,X,X,X
SOJZLTI,O,O,X,X,X,X
SOJZLIT,O,O,O,X,X,X
SOZTILJ,O,O,O,X,X,X
SOZTIJL,O,O,O,X,X,X
SOZTLIJ,O,O,O,X,X,X
SOZTLJI,O,O,O,X,X,X
SOZTJIL,O,O,O,X,X,X
SOZTJLI,O,O,O,X,X,X
SOZITLJ,O,O,O,X,X,X
SOZITJL,O,O,O,X,X,X
SOZILTJ,O,O,O,X,X,X
SOZILJT,O,O,O,X,X,X
SOZIJTL,O,O,X,X,X,X
SOZIJLT,O,O,O,X,X,X
SOZLTIJ,O,O,O,X,X,X
SOZLTJI,O,O,O,X,X,X
SOZLITJ,O,O,O,X,X,X
SOZLIJT,O,O,O,X,X,X
SOZLJTI,O,O,X,X,X,X
SOZLJIT,O,O,O,X,X,X
SOZJTIL,O,O,X,X,X,X
SOZJTLI,O,O,X,X,X,X
SOZJITL,O,O,X,X,X,X
SOZJILT,O,O,O,X,X,X
SOZJLTI,O,O,X,X,X,X
SOZJLIT,O,O,O,X,X,X
ZTILJSO,O,O,O,O,O,X
ZTILJOS,O,O,O,O,O,X
ZTILSJO,O,O,O,O,O,X
ZTILSOJ,O,O,X,O,O,O
ZTILOJS,O,O,O,O,O,O
ZTILOSJ,X,O,X,O,O,O
ZTIJLSO,O,O,O,O,O,X
ZTIJLOS,O,O,O,O,O,X
ZTIJSLO,O,O,O,O,O,X
ZTIJSOL,O,O,X,O,O,O
ZTIJOLS,O,X,O,O,O,O
ZTIJOSL,O,O,O,O,O,O
ZTISLJO,O,O,O,O,O,X
ZTISLOJ,O,O,X,O,O,O
ZTISJLO,O,O,O,O,O,X
ZTISJOL,O,O,X,O,O,O
ZTISOLJ,O,O,X,O,O,O
ZTISOJL,O,O,X,O,O,O
ZTIOLJS,O,X,O,O,O,O
ZTIOLSJ,X,O,O,O,O,O
ZTIOJLS,O,X,O,O,O,O
ZTIOJSL,O,O,O,O,O,O
ZTIOSLJ,O,O,O,O,O,O
ZTIOSJL,O,O,O,O,O,O
ZTLIJSO,O,O,O,O,O,X
ZTLIJOS,O,O,O,O,O,X
ZTLISJO,O,O,O,O,O,X
ZTLISOJ,O,O,X,O,O,O
ZTLIOJS,O,O,O,O,O,O
ZTLIOSJ,X,O,X,O,O,O
ZTLJISO,O,O,O,O,O,X
ZTLJIOS,O,O,O,O,O,X
ZTLJSIO,O,O,O,O,O,X
ZTLJSOI,O,O,X,O,O,X
ZTLJOIS,O,O,O,O,O,X
ZTLJOSI,O,O,X,O,O,X
ZTLSIJO,O,O,O,O,O,X
ZTLSIOJ,O,O,X,O,O,O
ZTLSJIO,O,O,O,O,O,X
ZTLSJOI,O,O,X,O,O,X
ZTLSOIJ,O,O,X,O,O,O
ZTLSOJI,O,O,X,O,O,O
ZTLOIJS,O,O,O,O,O,O
ZTLOISJ,X,O,X,O,O,O
ZTLOJIS,O,O,O,O,O,O
ZTLOJSI,O,O,X,O,O,O
ZTLOSIJ,X,O,X,O,O,O
ZTLOSJI,X,O,X,O,O,O
ZTJILSO,O,O,O,O,O,X
ZTJILOS,O,O,O,O,O,X
ZTJISLO,O,O,O,O,O,X
ZTJISOL,O,O,X,O,O,O
ZTJIOLS,O,X,O,O,O,O
ZTJIOSL,O,O,O,O,O,O
ZTJLISO,O,O,O,O,O,X
ZTJLIOS,O,O,O,O,O,X
ZTJLSIO,O,O,O,O,O,X
ZTJLSOI,O,O,X,O,O,X
ZTJLOIS,O,O,O,O,O,X
ZTJLOSI,O,O,X,O,O,X
ZTJSILO,O,O,O,O,O,X
ZTJSIOL,O,O,X,O,O,O
ZTJSLIO,O,O,O,O,O,X
ZTJSLOI,O,O,X,O,O,X
ZTJSOIL,O,O,X,O,O,O
ZTJSOLI,O,O,X,O,O,O
ZTJOILS,O,X,O,O,O,O
ZTJOISL,O,O,O,O,O,O
ZTJOLIS,O,X,O,O,O,O
ZTJOLSI,O,X,O,O,O,O
ZTJOSIL,O,O,O,O,O,O
ZTJOSLI,O,O,O,O,O,O
ZTSILJO,O,O,O,O,O,X
ZTSILOJ,O,O,X,O,O,O
ZTSIJLO,O,O,O,O,O,X
ZTSIJOL,O,O,X,O,O,O
ZTSIOLJ,O,O,X,O,O,O
ZTSIOJL,O,O,X,O,O,O
ZTSLIJO,O,O,O,O,O,X
ZTSLIOJ,O,O,X,O,O,O
ZTSLJIO,O,O,O,O,O,X
ZTSLJOI,O,O,X,O,O,X
ZTSLOIJ,O,O,X,O,O,O
ZTSLOJI,O,O,X,O,O,O
ZTSJILO,O,O,O,O,O,X
ZTSJIOL,O,O,X,O,O,O
ZTSJLIO,O,O,O,O,O,X
ZTSJLOI,O,O,X,O,O,X
ZTSJOIL,O,O,X,O,O,O
ZTSJOLI,O,O,X,O,O,O
ZTSOILJ,O,O,X,O,O,O
ZTSOIJL,O,O,X,O,O,O
ZTSOLIJ,O,O,X,O,O,O
ZTSOLJI,O,O,X,O,O,O
ZTSOJIL,O,O,X,O,O,O
ZTSOJLI,O,O,X,O,O,O
ZTOILJS,O,X,O,O,O,O
ZTOILSJ,X,O,O,O,O,O
ZTOIJLS,O,X,O,O,O,O
ZTOIJSL,O,O,O,O,O,O
ZTOISLJ,O,O,O,O,O,O
ZTOISJL,O,O,O,O,O,O
ZTOLIJS,O,X,O,O,O,O
ZTOLISJ,X,O,O,O,O,O
ZTOLJIS,O,X,O,O,O,O
ZTOLJSI,O,X,O,O,O,O
ZTOLSIJ,X,O,O,O,O,O
ZTOLSJI,X,O,O,O,O,O
ZTOJILS,O,X,O,O,O,O
ZTOJISL,O,O,O,O,O,O
ZTOJLIS,O,X,O,O,O,O
ZTOJLSI,O,X,O,O,O,O
ZTOJSIL,O,O,O,O,O,O
ZTOJSLI,O,O,O,O,O,O
ZTOSILJ,O,O,O,O,O,O
ZTOSIJL,O,O,O,O,O,O
ZTOSLIJ,O,O,O,O,O,O
ZTOSLJI,O,O,O,O,O,O
ZTOSJIL,O,O,O,O,O,O
ZTOSJLI,O,O,O,O,O,O
ZITLJSO,O,O,O,O,O,X
ZITLJOS,O,O,O,O,O,X
ZITLSJO,O,O,O,O,O,X
ZITLSOJ,O,O,X,O,O,O
ZITLOJS,O,O,O,O,O,O
ZITLOSJ,X,O,X,O,O,O
ZITJLSO,O,O,O,O,O,X
ZITJLOS,O,O,O,O,O,X
ZITJSLO,O,O,O,O,O,X
ZITJSOL,O,O,X,O,O,O
ZITJOLS,O,X,O,O,O,O
ZITJOSL,O,O,O,O,O,O
ZITSLJO,O,O,O,O,O,X
ZITSLOJ,O,O,X,O,O,O
ZITSJLO,O,O,O,O,O,X
ZITSJOL,O,O,X,O,O,O
ZITSOLJ,O,O,X,O,O,O
ZITSOJL,O,O,X,O,O,O
ZITOLJS,O,X,O,O,O,O
ZITOLSJ,X,O,O,O,O,O
ZITOJLS,O,X,O,O,O,O
ZITOJSL,O,O,O,O,O,O
ZITOSLJ,O,O,O,O,O,O
ZITOSJL,O,O,O,O,O,O
ZILTJSO,O,O,O,O,O,X
ZILTJOS,O,O,O,O,O,X
ZILTSJO,O,O,O,O,O,X
ZILTSOJ,O,O,X,O,O,O
ZILTOJS,O,O,O,O,O,O
ZILTOSJ,X,O,X,O,O,O
ZILJTSO,O,O,O,O,O,X
ZILJTOS,O,O,O,O,O,X
ZILJSTO,O,O,O,O,O,X
ZILJSOT,O,O,O,X,X,X
ZILJOTS,O,O,X,X,O,X
ZILJOST,O,O,O,X,X,X
ZILSTJO,O,O,O,O,O,X
ZILSTOJ,O,O,X,O,O,O
ZILSJTO,O,O,O,O,O,X
ZILSJOT,O,O,O,X,X,X
ZILSOTJ,O,O,X,X,X,X
ZILSOJT,O,O,X,X,X,X
ZILOTJS,O,O,O,X,O,X
ZILOTSJ,X,O,O,X,O,X
ZILOJTS,O,O,O,X,O,X
ZILOJST,O,O,O,X,X,X
ZILOSTJ,O,O,O,X,X,X
ZILOSJT,O,O,O,X,X,X
ZIJTLSO,O,O,O,O,O,X
ZIJTLOS,O,O,O,O,O,X
ZIJTSLO,O,O,O,O,O,X
ZIJTSOL,O,O,X,O,O,O
ZIJTOLS,O,X,O,O,O,O
ZIJTOSL,O,O,O,O,O,O
ZIJLTSO,O,O,O,O,O,X
ZIJLTOS,O,O,O,O,O,X
ZIJLSTO,O,O,O,O,O,X
ZIJLSOT,O,O,O,X,X,X
ZIJLOTS,O,O,X,X,O,X
ZIJLOST,O,O,O,X,X,X
ZIJSTLO,O,O,X,O,X,X
ZIJSTOL,O,O,X,O,X,O
ZIJSLTO,O,O,O,O,O,X
ZIJSLOT,O,O,O,X,X,X
ZIJSOTL,O,O,X,O,X,X
ZIJSOLT,O,O,X,X,X,X
ZIJOTLS,X,X,O,O,X,X
ZIJOTSL,X,O,O,O,X,X
ZIJOLTS,O,O,O,X,O,X
ZIJOLST,O,O,O,X,X,X
ZIJOSTL,O,O,X,O,X,X
ZIJOSLT,O,O,O,X,X,X
ZISTLJO,O,O,O,O,O,X
ZISTLOJ,O,O,X,O,O,O
ZISTJLO,O,O,O,O,O,X
ZISTJOL,O,O,X,O,O,O
ZISTOLJ,O,O,X,O,O,O
ZISTOJL,O,O,X,O,O,O
ZISLTJO,O,O,O,O,O,X
ZISLTOJ,O,O,X,O,O,O
ZISLJTO,O,O,O,O,O,X
ZISLJOT,O,O,O,X,X,X
ZISLOTJ,O,O,X,X,X,X
ZISLOJT,O,O,X,X,X,X
ZISJTLO,O,O,X,O,X,X
ZISJTOL,O,O,X,O,X,O
ZISJLTO,O,O,O,O,O,X
ZISJLOT,O,O,O,X,X,X
ZISJOTL,O,O,X,O,X,X
ZISJOLT,O,O,X,X,X,X
ZISOTLJ,O,O,O,O,X,O
ZISOTJL,O,O,O,O,X,O
ZISOLTJ,O,O,O,X,X,X
ZISOLJT,O,O,O,X,X,X
ZISOJTL,O,O,X,O,X,X
ZISOJLT,O,O,O,X,X,X
ZIOTLJS,O,X,O,O,O,O
ZIOTLSJ,X,O,O,O,O,O
ZIOTJLS,O,X,O,O,O,O
ZIOTJSL,O,O,O,O,O,O
ZIOTSLJ,O,O,O,O,O,O
ZIOTSJL,O,O,O,O,O,O
ZIOLTJS,O,O,O,X,O,X
ZIOLTSJ,X,O,O,X,O,X
ZIOLJTS,O,O,O,X,O,X
ZIOLJST,O,O,O,X,X,X
ZIOLSTJ,O,O,O,X,X,X
ZIOLSJT,O,O,O,X,X,X
ZIOJTLS,X,X,O,O,X,X
ZIOJTSL,X,O,O,O,X,X
ZIOJLTS,O,O,O,X,O,X
ZIOJLST,O,O,O,X,X,X
ZIOJSTL,O,O,X,O,X,X
ZIOJSLT,O,O,O,X,X,X
ZIOSTLJ,O,O,O,O,X,O
ZIOSTJL,O,O,O,O,X,O
ZIOSLTJ,O,O,O,X,X,X
ZIOSLJT,O,O,O,X,X,X
ZIOSJTL,O,O,X,O,X,X
ZIOSJLT,O,O,O,X,X,X
ZLTIJSO,O,O,O,O,O,X
ZLTIJOS,O,O,O,O,O,X
ZLTISJO,O,O,O,O,O,X
ZLTISOJ,O,O,X,O,O,O
ZLTIOJS,O,O,O,O,O,O
ZLTIOSJ,X,O,X,O,O,O
ZLTJISO,O,O,O,O,O,X
ZLTJIOS,O,O,O,O,O,X
ZLTJSIO,O,O,O,O,O,X
ZLTJSOI,O,O,X,O,O,X
ZLTJOIS,O,O,O,O,O,X
ZLTJOSI,O,O,X,O,O,X
ZLTSIJO,O,O,O,O,O,X
ZLTSIOJ,O,O,X,O,O,O
ZLTSJIO,O,O,O,O,O,X
ZLTSJOI,O,O,X,O,O,X
ZLTSOIJ,O,O,X,O,O,O
ZLTSOJI,O,O,X,O,O,O
ZLTOIJS,O,O,O,O,O,O
ZLTOISJ,X,O,X,O,O,O
ZLTOJIS,O,O,O,O,O,O
ZLTOJSI,O,O,X,O,O,O
ZLTOSIJ,X,O,X,O,O,O
ZLTOSJI,X,O,X,O,O,O
ZLITJSO,O,O,O,O,O,X
ZLITJOS,O,O,O,O,O,X
ZLITSJO,O,O,O,O,O,X
ZLITSOJ,O,O,X,O,O,O
ZLITOJS,O,O,O,O,O,O
ZLITOSJ,X,O,X,O,O,O
ZLIJTSO,O,O,O,O,O,X
ZLIJTOS,O,O,O,O,O,X
ZLIJSTO,O,O,O,O,O,X
ZLIJSOT,O,O,O,X,X,X
ZLIJOTS,O,O,X,X,O,X
ZLIJOST,O,O,O,X,X,X
ZLISTJO,O,O,O,O,O,X
ZLISTOJ,O,O,X,O,O,O
ZLISJTO,O,O,O,O,O,X
ZLISJOT,O,O,O,X,X,X
ZLISOTJ,O,O,X,X,X,X
ZLISOJT,O,O,X,X,X,X
ZLIOTJS,O,O,O,X,O,X
ZLIOTSJ,X,O,O,X,O,X
ZLIOJTS,O,O,O,X,O,X
ZLIOJST,O,O,O,X,X,X
ZLIOSTJ,O,O,O,X,X,X
ZLIOSJT,O,O,O,X,X,X
ZLJTISO,O,O,O,O,O,X
ZLJTIOS,O,O,O,O,O,X
ZLJTSIO,O,O,O,O,O,X
ZLJTSOI,O,O,X,O,O,X
ZLJTOIS,O,O,O,O,O,X
ZLJTOSI,O,O,X,O,O,X
ZLJITSO,O,O,O,O,O,X
ZLJITOS,O,O,O,O,O,X
ZLJISTO,O,O,O,O,O,X
ZLJISOT,O,O,O,X,X,X
ZLJIOTS,O,O,X,X,O,X
ZLJIOST,O,O,O,X,X,X
ZLJSTIO,O,O,X,O,O,X
ZLJSTOI,O,O,X,O,O,X
ZLJSITO,O,O,O,O,O,X
ZLJSIOT,O,O,O,X,X,X
ZLJSOTI,O,O,X,X,X,X
ZLJSOIT,O,O,X,X,X,X
ZLJOTIS,O,O,X,X,O,X
ZLJOTSI,O,O,X,X,O,X
ZLJOITS,O,O,X,X,O,X
ZLJOIST,O,O,O,X,X,X
ZLJOSTI,O,O,X,X,X,X
ZLJOSIT,O,O,X,X,X,X
ZLSTIJO,O,O,O,O,O,X
ZLSTIOJ,O,O,X,O,O,O
ZLSTJIO,O,O,O,O,O,X
ZLSTJOI,O,O,X,O,O,X
ZLSTOIJ,O,O,X,O,O,O
ZLSTOJI,O,O,X,O,O,O
ZLSITJO,O,O,O,O,O,X
ZLSITOJ,O,O,X,O,O,O
ZLSIJTO,O,O,O,O,O,X
ZLSIJOT,O,O,O,X,X,X
ZLSIOTJ,O,O,X,X,X,X
ZLSIOJT,O,O,X,X,X,X
ZLSJTIO,O,O,X,O,O,X
ZLSJTOI,O,O,X,O,O,X
ZLSJITO,O,O,O,O,O,X
ZLSJIOT,O,O,O,X,X,X
ZLSJOTI,O,O,X,X,X,X
ZLSJOIT,O,O,X,X,X,X
ZLSOTIJ,O,O,X,X,X,X
ZLSOTJI,O,O,X,X,X,X
ZLSOITJ,O,O,X,X,X,X
ZLSOIJT,O,O,X,X,X,X
ZLSOJTI,O,O,X,X,X,X
ZLSOJIT,O,O,X,X,X,X
ZLOTIJS,O,O,O,X,O,X
ZLOTISJ,X,O,O,X,O,X
ZLOTJIS,O,O,O,X,O,X
ZLOTJSI,O,O,O,X,O,X
ZLOTSIJ,X,O,O,X,O,X
ZLOTSJI,X,O,O,X,O,X
ZLOITJS,O,O,O,X,O,X
ZLOITSJ,X,O,O,X,O,X
ZLOIJTS,O,O,O,X,O,X
ZLOIJST,O,O,O,X,X,X
ZLOISTJ,O,O,O,X,X,X
ZLOISJT,O,O,O,X,X,X
ZLOJTIS,O,O,O,X,O,X
ZLOJTSI,O,O,O,X,O,X
ZLOJITS,O,O,O,X,O,X
ZLOJIST,O,O,O,X,X,X
ZLOJSTI,O,O,X,X,X,X
ZLOJSIT,O,O,O,X,X,X
ZLOSTIJ,O,O,O,X,X,X
ZLOSTJI,O,O,O,X,X,X
ZLOSITJ,O,O,O,X,X,X
ZLOSIJT,O,O,O,X,X,X
ZLOSJTI,O,O,X,X,X,X
ZLOSJIT,O,O,O,X,X,X
ZJTILSO,O,O,O,O,O,X
ZJTILOS,O,O,O,O,O,X
ZJTISLO,O,O,O,O,O,X
ZJTISOL,O,O,X,O,O,O
ZJTIOLS,O,X,O,O,O,O
ZJTIOSL,O,O,O,O,O,O
ZJTLISO,O,O,O,O,O,X
ZJTLIOS,O,O,O,O,O,X
ZJTLSIO,O,O,O,O,O,X
ZJTLSOI,O,O,X,O,O,X
ZJTLOIS,O,O,O,O,O,X
ZJTLOSI,O,O,X,O,O,X
ZJTSILO,O,O,O,O,O,X
ZJTSIOL,O,O,X,O,O,O
ZJTSLIO,O,O,O,O,O,X
ZJTSLOI,O,O,X,O,O,X
ZJTSOIL,O,O,X,O,O,O
ZJTSOLI,O,O,X,O,O,O
ZJTOILS,O,X,O,O,O,O
ZJTOISL,O,O,O,O,O,O
ZJTOLIS,O,X,O,O,O,O
ZJTOLSI,O,X,O,O,O,O
ZJTOSIL,O,O,O,O,O,O
ZJTOSLI,O,O,O,O,O,O
ZJITLSO,O,O,O,O,O,X
ZJITLOS,O,O,O,O,O,X
ZJITSLO,O,O,O,O,O,X
ZJITSOL,O,O,X,O,O,O
ZJITOLS,O,X,O,O,O,O
ZJITOSL,O,O,O,O,O,O
ZJILTSO,O,O,O,O,O,X
ZJILTOS,O,O,O,O,O,X
ZJILSTO,O,O,O,O,O,X
ZJILSOT,O,O,O,X,X,X
ZJILOTS,O,O,X,X,O,X
ZJILOST,O,O,O,X,X,X
ZJISTLO,O,O,X,O,X,X
ZJISTOL,O,O,X,O,X,O
ZJISLTO,O,O,O,O,O,X
ZJISLOT,O,O,O,X,X,X
ZJISOTL,O,O,X,O,X,X
ZJISOLT,O,O,X,X,X,X
ZJIOTLS,X,X,O,O,X,X
ZJIOTSL,X,O,O,O,X,X
ZJIOLTS,O,O,O,X,O,X
ZJIOLST,O,O,O,X,X,X
ZJIOSTL,O,O,X,O,X,X
ZJIOSLT,O,O,O,X,X,X
ZJLTISO,O,O,O,O,O,X
ZJLTIOS,O,O,O,O,O,X
ZJLTSIO,O,O,O,O,O,X
ZJLTSOI,O,O,X,O,O,X
ZJLTOIS,O,O,O,O,O,X
ZJLTOSI,O,O,X,O,O,X
ZJLITSO,O,O,O,O,O,X
ZJLITOS,O,O,O,O,O,X
ZJLISTO,O,O,O,O,O,X
ZJLISOT,O,O,O,X,X,X
ZJLIOTS,O,O,X,X,O,X
ZJLIOST,O,O,O,X,X,X
ZJLSTIO,O,O,X,O,O,X
ZJLSTOI,O,O,X,O,O,X
ZJLSITO,O,O,O,O,O,X
ZJLSIOT,O,O,O,X,X,X
ZJLSOTI,O,O,X,X,X,X
ZJLSOIT,O,O,X,X,X,X
ZJLOTIS,O,O,X,X,O,X
ZJLOTSI,O,O,X,X,O,X
ZJLOITS,O,O,X,X,O,X
ZJLOIST,O,O,O,X,X,X
ZJLOSTI,O,O,X,X,X,X
ZJLOSIT,O,O,X,X,X,X
ZJSTILO,O,O,X,O,X,X
ZJSTIOL,O,O,X,O,X,O
ZJSTLIO,O,O,X,O,X,X
ZJSTLOI,O,O,X,O,X,X
ZJSTOIL,O,O,X,O,X,O
ZJSTOLI,O,O,X,O,X,O
ZJSITLO,O,O,X,O,X,X
ZJSITOL,O,O,X,O,X,O
ZJSILTO,O,O,O,O,O,X
ZJSILOT,O,O,O,X,X,X
ZJSIOTL,O,O,X,O,X,X
ZJSIOLT,O,O,X,X,X,X
ZJSLTIO,O,O,X,O,O,X
ZJSLTOI,O,O,X,O,O,X
