sequence,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBuhB1iB6?jB8rB3sB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBfjB6jBV?nBUsBurB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Jex7IvhFXdB6jBmgBz?iBlrBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Jei7IvhFzdB+jBRhB/?rBFnBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBfjB6jBu?mBUiBVxB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Je2AJvhFRcBCeBTjB/?rBFnBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFxdBihBGjB0?hBlrB3sB
ZOJLITS,O,X,X,X,X,X,X
ZOJLIST,O,O,O,X,X,O,X
ZOJLSTI,X,O,X,X,X,O,X
ZOJLSIT,X,O,O,X,X,O,X
ZOJSTIL,O,O,X,X,X,O,X
ZOJSTLI,O,O,X,X,X,O,X
ZOJSITL,O,O,X,X,X,X,X
ZOJSILT,X,O,O,X,X,O,X
ZOJSLTI,X,O,X,X,X,O,X
ZOJSLIT,X,O,O,X,X,O,X
ZOSTILJ,O,O,X,X,X,O,X
ZOSTIJL,O,O,X,X,X,O,X
ZOSTLIJ,O,O,X,X,X,O,X
ZOSTLJI,O,O,X,X,X,O,X
ZOSTJIL,O,O,X,X,X,O,X
ZOSTJLI,O,O,X,X,X,O,X
ZOSITLJ,O,O,X,X,O,X,X
ZOSITJL,O,O,X,X,O,X,X
ZOSILTJ,O,O,X,X,O,X,X
ZOSILJT,O,O,O,X,X,X,X
ZOSIJTL,O,O,X,X,X,X,X
ZOSIJLT,O,O,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,O,X
ZOSLITJ,O,O,X,X,O,X,X
ZOSLIJT,O,O,O,X,X,X,X
ZOSLJTI,X,O,X,X,X,O,X
ZOSLJIT,X,O,O,X,X,O,X
ZOSJTIL,O,O,X,X,X,O,X
ZOSJTLI,O,O,X,X,X,O,X
ZOSJITL,O,O,X,X,X,X,X
ZOSJILT,X,O,O,X,X,O,X
ZOSJLTI,X,O,X,X,X,O,X
ZOSJLIT,X,O,O,X,X,O,X
OTILJSZ,X,X,O,X,O,X,O
OTILJZS,X,X,O,X,O,X,O
OTILSJZ,X,X,O,X,O,X,O
OTILSZJ,X,O,O,X,O,X,X
OTILZJS,O,X,X,X,O,X,X
OTILZSJ,O,O,X,X,O,X,X
OTIJLSZ,X,X,O,X,O,X,O
OTIJLZS,X,X,O,X,O,X,O
OTIJSLZ,X,X,O,X,O,X,O
OTIJSZL,X,X,O,X,O,X,O
OTIJZLS,X,X,O,X,O,X,O
OTIJZSL,X,X,O,X,O,X,O
OTISLJZ,X,X,O,X,O,X,O
OTISLZJ,X,O,O,X,O,X,X
OTISJLZ,X,X,O,X,O,X,O
OTISJZL,X,X,O,X,O,X,O
OTISZLJ,X,O,O,X,O,X,X
OTISZJL,X,O,X,X,O,X,X
OTIZLJS,O,X,X,X,O,X,X
OTIZLSJ,O,O,X,X,O,X,X
OTIZJLS,O,X,X,X,O,X,X
OTIZJSL,O,O,X,X,O,X,X
OTIZSLJ,O,O,X,X,O,X,X
OTIZSJL,O,O,X,X,O,X,X
OTLIJSZ,X,X,O,X,O,X,O
OTLIJZS,X,X,O,X,O,X,O
OTLISJZ,X,X,O,X,O,X,O
OTLISZJ,X,O,O,X,O,X,X
OTLIZJS,O,X,X,X,O,X,X
OTLIZSJ,O,O,X,X,O,X,X
OTLJISZ,X,X,O,O,X,O,O
OTLJIZS,X,X,O,X,X,X,O
OTLJSIZ,X,X,O,O,X,O,O
OTLJSZI,X,X,O,O,X,O,O
OTLJZIS,X,X,O,X,X,X,O
OTLJZSI,X,X,O,O,X,X,O
OTLSIJZ,X,X,O,O,O,O,O
OTLSIZJ,X,O,O,X,O,X,X
OTLSJIZ,X,X,O,O,X,O,O
OTLSJZI,X,X,O,O,X,O,O
OTLSZIJ,X,O,O,X,X,X,X
OTLSZJI,X,O,O,X,X,O,O
OTLZIJS,O,X,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X
OTLZJIS,O,X,O,X,X,X,O
OTLZJSI,O,X,O,X,X,X,O
OTLZSIJ,O,O,O,X,X,X,X
OTLZSJI,O,O,O,X,X,X,O
OTJILSZ,X,X,O,O,X,O,O
OTJILZS,X,X,O,X,X,X,O
OTJISLZ,X,X,O,X,X,X,O
OTJISZL,X,X,O,X,X,X,O
OTJIZLS,X,X,O,X,X,X,O
OTJIZSL,X,X,O,X,X,X,O
OTJLISZ,X,X,O,O,X,O,O
OTJLIZS,X,X,O,X,X,X,O
OTJLSIZ,X,X,O,O,X,O,O
OTJLSZI,X,X,O,O,X,O,O
OTJLZIS,X,X,O,X,X,X,O
OTJLZSI,X,X,O,O,X,X,O
OTJSILZ,X,X,O,X,X,O,O
OTJSIZL,X,X,O,X,X,O,O
OTJSLIZ,X,X,O,O,X,O,O
OTJSLZI,X,X,O,O,X,O,O
OTJSZIL,X,X,O,X,X,O,O
OTJSZLI,X,X,O,X,X,O,O
OTJZILS,X,X,O,X,X,X,O
OTJZISL,X,X,O,X,X,X,O
OTJZLIS,X,X,O,X,X,X,O
OTJZLSI,X,X,O,O,X,X,O
OTJZSIL,X,X,O,X,X,X,O
OTJZSLI,X,X,O,X,X,X,O
OTSILJZ,X,X,O,X,O,O,O
OTSILZJ,X,O,O,X,O,X,X
OTSIJLZ,X,X,O,X,O,O,O
OTSIJZL,X,X,O,X,O,O,O
OTSIZLJ,X,O,O,X,O,O,X
OTSIZJL,X,O,X,X,O,O,X
OTSLIJZ,X,X,O,X,O,O,O
OTSLIZJ,X,O,O,X,O,X,X
OTSLJIZ,X,X,O,X,X,O,O
OTSLJZI,X,X,O,X,X,O,O
OTSLZIJ,X,O,O,X,X,O,X
OTSLZJI,X,O,O,X,X,O,O
OTSJILZ,X,X,O,X,X,O,O
OTSJIZL,X,X,O,X,X,O,O
OTSJLIZ,X,X,O,X,X,O,O
OTSJLZI,X,X,O,X,X,O,O
OTSJZIL,X,X,O,X,X,O,O
OTSJZLI,X,X,O,X,X,O,O
OTSZILJ,X,O,O,X,X,O,X
OTSZIJL,X,O,X,X,X,O,X
OTSZLIJ,X,O,O,X,X,O,X
OTSZLJI,X,O,O,X,X,O,O
OTSZJIL,X,O,O,X,X,O,O
OTSZJLI,X,O,O,X,X,O,O
OTZILJS,O,X,O,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X
OTZIJLS,O,X,O,X,X,X,X
OTZIJSL,O,O,O,X,X,X,X
OTZISLJ,O,O,O,X,X,X,X
OTZISJL,O,O,O,X,X,X,X
OTZLIJS,O,X,O,X,X,X,X
OTZLISJ,O,O,O,X,X,X,X
OTZLJIS,O,X,O,X,X,X,O
OTZLJSI,O,X,O,X,X,X,O
OTZLSIJ,O,O,O,X,X,X,X
OTZLSJI,O,O,O,X,X,X,O
OTZJILS,O,X,O,X,X,X,O
OTZJISL,O,O,O,X,X,X,O
OTZJLIS,O,X,O,X,X,X,O
OTZJLSI,O,X,O,X,X,X,O
OTZJSIL,O,O,O,X,X,X,O
OTZJSLI,O,O,O,X,X,X,O
OTZSILJ,O,O,O,X,X,X,X
OTZSIJL,O,O,O,X,X,X,X
OTZSLIJ,O,O,O,X,X,X,X
OTZSLJI,O,O,O,X,X,X,O
OTZSJIL,O,O,O,X,X,X,O
OTZSJLI,O,O,O,X,X,X,O
OITLJSZ,X,X,O,X,O,X,O
OITLJZS,X,X,O,X,O,X,O
OITLSJZ,X,X,O,X,O,X,O
OITLSZJ,X,O,O,X,O,X,X
OITLZJS,O,X,X,X,O,X,X
OITLZSJ,O,O,X,X,O,X,X
OITJLSZ,X,X,O,X,O,X,O
OITJLZS,X,X,O,X,O,X,O
OITJSLZ,X,X,O,X,O,X,O
OITJSZL,X,X,O,X,O,X,O
OITJZLS,X,X,O,X,O,X,O
OITJZSL,X,X,O,X,O,X,O
OITSLJZ,X,X,O,X,O,X,O
OITSLZJ,X,O,O,X,O,X,X
OITSJLZ,X,X,O,X,O,X,O
OITSJZL,X,X,O,X,O,X,O
OITSZLJ,X,O,O,X,O,X,X
OITSZJL,X,O,X,X,O,X,X
OITZLJS,O,X,X,X,O,X,X
OITZLSJ,O,O,X,X,O,X,X
OITZJLS,O,X,X,X,O,X,X
OITZJSL,O,O,X,X,O,X,X
OITZSLJ,O,O,X,X,O,X,X
OITZSJL,O,O,X,X,O,X,X
OILTJSZ,X,X,O,X,O,X,X
OILTJZS,X,X,O,X,O,X,X
OILTSJZ,X,X,O,X,O,X,X
OILTSZJ,X,O,O,X,O,X,X
OILTZJS,O,X,X,X,O,X,X
OILTZSJ,O,O,X,X,O,X,X
OILJTSZ,X,X,O,O,O,O,X
OILJTZS,X,X,O,X,O,X,X
OILJSTZ,X,X,O,O,O,O,X
OILJSZT,X,O,O,O,X,O,X
OILJZTS,O,X,X,X,X,X,X
OILJZST,O,O,O,O,X,O,X
OILSTJZ,X,X,O,X,O,O,X
OILSTZJ,X,O,X,X,O,X,X
OILSJTZ,X,X,O,X,O,O,X
OILSJZT,X,O,O,X,X,O,X
OILSZTJ,O,O,X,X,O,X,X
OILSZJT,O,O,O,X,X,X,X
OILZTJS,O,X,X,X,O,X,X
OILZTSJ,O,O,X,X,O,X,X
OILZJTS,O,X,X,X,X,X,X
OILZJST,O,O,X,X,X,X,X
OILZSTJ,O,O,X,X,O,X,X
OILZSJT,O,O,X,X,X,X,X
OIJTLSZ,X,X,O,O,O,O,O
OIJTLZS,X,X,O,X,O,X,O
OIJTSLZ,X,X,O,X,O,X,O
OIJTSZL,X,X,O,X,O,X,O
OIJTZLS,X,X,O,X,O,X,O
OIJTZSL,X,X,O,X,O,X,O
OIJLTSZ,X,X,O,O,O,O,O
OIJLTZS,X,X,O,X,O,X,O
OIJLSTZ,X,X,O,O,O,O,X
OIJLSZT,X,O,O,O,X,O,X
OIJLZTS,O,X,X,X,X,X,X
OIJLZST,O,O,O,O,X,O,X
OIJSTLZ,X,X,O,X,O,O,O
OIJSTZL,X,X,X,X,O,O,O
OIJSLTZ,X,X,O,O,O,O,X
OIJSLZT,X,O,O,O,X,O,X
OIJSZTL,X,O,X,X,X,X,X
OIJSZLT,X,O,O,X,X,O,X
OIJZTLS,O,X,X,X,X,X,O
OIJZTSL,O,O,X,X,X,X,O
OIJZLTS,O,X,X,X,X,X,X
OIJZLST,O,O,O,O,X,O,X
OIJZSTL,O,O,X,X,X,X,X
OIJZSLT,O,O,O,X,X,X,X
OISTLJZ,X,X,O,X,O,O,X
OISTLZJ,X,O,X,X,O,X,X
OISTJLZ,X,X,X,X,O,O,X
OISTJZL,X,X,X,X,O,O,X
OISTZLJ,X,O,X,X,O,O,X
OISTZJL,X,O,X,X,O,O,X
OISLTJZ,X,X,O,X,O,O,X
OISLTZJ,X,O,X,X,O,X,X
OISLJTZ,X,X,O,X,O,O,X
OISLJZT,X,O,O,X,X,O,X
OISLZTJ,O,O,X,X,O,X,X
OISLZJT,O,O,O,X,X,X,X
OISJTLZ,X,X,O,X,O,O,X
OISJTZL,X,X,X,X,O,O,X
OISJLTZ,X,X,O,X,O,O,X
OISJLZT,X,O,O,X,X,O,X
OISJZTL,X,O,X,X,X,X,X
OISJZLT,X,O,O,X,X,O,X
OISZTLJ,O,O,X,X,O,X,X
OISZTJL,O,O,X,X,O,X,X
OISZLTJ,O,O,X,X,O,X,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,O,X,X,X,X,X
OISZJLT,O,O,X,X,X,X,X
OIZTLJS,O,X,X,X,O,X,X
OIZTLSJ,O,O,X,X,O,X,X
OIZTJLS,O,X,X,X,O,X,X
OIZTJSL,O,O,X,X,O,X,X
OIZTSLJ,O,O,X,X,O,X,X
OIZTSJL,O,O,X,X,O,X,X
OIZLTJS,O,X,X,X,O,X,X
OIZLTSJ,O,O,X,X,O,X,X
OIZLJTS,O,X,X,X,X,X,X
OIZLJST,O,O,X,X,X,X,X
OIZLSTJ,O,O,X,X,O,X,X
OIZLSJT,O,O,X,X,X,X,X
OIZJTLS,O,X,X,X,X,X,X
OIZJTSL,O,O,X,X,X,X,X
OIZJLTS,O,X,X,X,X,X,X
OIZJLST,O,O,X,X,X,X,X
OIZJSTL,O,O,X,X,X,X,X
OIZJSLT,O,O,X,X,X,X,X
OIZSTLJ,O,O,X,X,O,X,X
OIZSTJL,O,O,X,X,O,X,X
OIZSLTJ,O,O,X,X,O,X,X
OIZSLJT,O,O,X,X,X,X,X
OIZSJTL,O,O,X,X,X,X,X
OIZSJLT,O,O,X,X,X,X,X
OLTIJSZ,X,X,O,X,O,X,O
OLTIJZS,X,X,O,X,O,X,O
OLTISJZ,X,X,O,X,O,X,O
OLTISZJ,X,O,O,X,O,X,X
OLTIZJS,O,X,X,X,O,X,X
OLTIZSJ,O,O,X,X,O,X,X
OLTJISZ,X,X,O,O,X,O,O
OLTJIZS,X,X,O,X,X,X,O
OLTJSIZ,X,X,O,O,X,O,O
OLTJSZI,X,X,O,O,X,O,O
OLTJZIS,X,X,O,X,X,X,O
OLTJZSI,X,X,O,O,X,X,O
OLTSIJZ,X,X,O,O,O,O,O
OLTSIZJ,X,O,O,X,O,X,X
OLTSJIZ,X,X,O,O,X,O,O
OLTSJZI,X,X,O,O,X,O,O
OLTSZIJ,X,O,O,X,X,X,X
OLTSZJI,X,O,O,X,X,O,O
OLTZIJS,O,X,X,X,X,X,X
OLTZISJ,O,O,X,X,X,X,X
OLTZJIS,O,X,O,X,X,X,O
OLTZJSI,O,X,O,X,X,X,O
OLTZSIJ,O,O,O,X,X,X,X
OLTZSJI,O,O,O,X,X,X,O
OLITJSZ,X,X,O,X,O,X,X
OLITJZS,X,X,O,X,O,X,X
OLITSJZ,X,X,O,X,O,X,X
OLITSZJ,X,O,O,X,O,X,X
OLITZJS,O,X,X,X,O,X,X
OLITZSJ,O,O,X,X,O,X,X
OLIJTSZ,X,X,O,O,O,O,X
OLIJTZS,X,X,O,X,O,X,X
OLIJSTZ,X,X,O,O,O,O,X
OLIJSZT,X,O,O,O,X,O,X
OLIJZTS,O,X,X,X,X,X,X
OLIJZST,O,O,O,O,X,O,X
OLISTJZ,X,X,O,X,O,O,X
OLISTZJ,X,O,X,X,O,X,X
OLISJTZ,X,X,O,X,O,O,X
OLISJZT,X,O,O,X,X,O,X
OLISZTJ,O,O,X,X,O,X,X
OLISZJT,O,O,O,X,X,X,X
OLIZTJS,O,X,X,X,O,X,X
OLIZTSJ,O,O,X,X,O,X,X
OLIZJTS,O,X,X,X,X,X,X
OLIZJST,O,O,X,X,X,X,X
OLIZSTJ,O,O,X,X,O,X,X
OLIZSJT,O,O,X,X,X,X,X
OLJTISZ,X,X,O,O,X,O,O
OLJTIZS,X,X,O,X,X,X,O
OLJTSIZ,X,X,O,O,X,O,O
OLJTSZI,X,X,O,O,X,O,O
OLJTZIS,X,X,O,X,X,X,O
OLJTZSI,X,X,O,O,X,X,O
OLJITSZ,X,X,O,O,O,O,O
OLJITZS,X,X,O,X,O,X,O
OLJISTZ,X,X,O,O,O,O,X
OLJISZT,X,O,O,O,X,O,X
OLJIZTS,O,X,X,X,X,X,X
OLJIZST,O,O,O,O,X,O,X
OLJSTIZ,X,X,O,O,X,O,X
OLJSTZI,X,X,O,O,X,O,X
OLJSITZ,X,X,O,O,O,O,X
OLJSIZT,X,O,O,O,X,O,X
OLJSZTI,X,O,X,O,X,O,X
OLJSZIT,X,O,O,O,X,O,X
OLJZTIS,O,X,O,X,X,X,X
OLJZTSI,O,X,O,O,X,X,X
OLJZITS,O,X,X,X,X,X,X
OLJZIST,O,O,O,O,X,O,X
OLJZSTI,X,O,X,O,X,O,X
OLJZSIT,X,O,O,O,X,O,X
OLSTIJZ,X,X,O,O,O,O,X
OLSTIZJ,X,O,O,X,O,X,X
OLSTJIZ,X,X,O,O,X,O,X
OLSTJZI,X,X,O,O,X,O,X
OLSTZIJ,X,O,O,X,X,O,X
OLSTZJI,X,O,O,X,X,O,X
OLSITJZ,X,X,O,X,O,O,X
OLSITZJ,X,O,X,X,O,X,X
OLSIJTZ,X,X,O,O,O,O,X
OLSIJZT,X,O,O,O,X,O,X
OLSIZTJ,O,O,X,X,O,X,X
OLSIZJT,O,O,O,X,X,X,X
OLSJTIZ,X,X,O,O,X,O,X
OLSJTZI,X,X,O,O,X,O,X
OLSJITZ,X,X,O,O,O,O,X
OLSJIZT,X,O,O,O,X,O,X
OLSJZTI,X,O,X,O,X,O,X
OLSJZIT,X,O,O,O,X,O,X
OLSZTIJ,O,O,X,X,X,X,X
OLSZTJI,O,O,X,X,X,O,X
OLSZITJ,O,O,X,X,O,X,X
OLSZIJT,O,O,O,X,X,X,X
OLSZJTI,X,O,X,X,X,O,X
OLSZJIT,X,O,O,X,X,O,X
OLZTIJS,O,X,X,X,X,X,X
OLZTISJ,O,O,X,X,X,X,X
OLZTJIS,O,X,O,X,X,X,X
OLZTJSI,O,X,O,X,X,X,X
OLZTSIJ,O,O,O,X,X,X,X
OLZTSJI,O,O,O,X,X,X,X
OLZITJS,O,X,X,X,O,X,X
OLZITSJ,O,O,X,X,O,X,X
OLZIJTS,O,X,X,X,X,X,X
OLZIJST,O,O,X,X,X,X,X
OLZISTJ,O,O,X,X,O,X,X
OLZISJT,O,O,X,X,X,X,X
OLZJTIS,O,X,O,X,X,X,X
OLZJTSI,O,X,O,X,X,X,X
OLZJITS,O,X,X,X,X,X,X
OLZJIST,O,O,O,X,X,O,X
OLZJSTI,X,O,X,X,X,O,X
OLZJSIT,X,O,O,X,X,O,X
OLZSTIJ,O,O,X,X,X,X,X
OLZSTJI,O,O,X,X,X,O,X
OLZSITJ,O,O,X,X,O,X,X
OLZSIJT,O,O,O,X,X,X,X
OLZSJTI,X,O,X,X,X,O,X
OLZSJIT,X,O,O,X,X,O,X
OJTILSZ,X,X,O,O,X,O,O
OJTILZS,X,X,O,X,X,X,O
OJTISLZ,X,X,O,X,X,X,O
OJTISZL,X,X,O,X,X,X,O
OJTIZLS,X,X,O,X,X,X,O
OJTIZSL,X,X,O,X,X,X,O
OJTLISZ,X,X,O,O,X,O,O
OJTLIZS,X,X,O,X,X,X,O
OJTLSIZ,X,X,O,O,X,O,O
OJTLSZI,X,X,O,O,X,O,O
OJTLZIS,X,X,O,X,X,X,O
OJTLZSI,X,X,O,O,X,X,O
OJTSILZ,X,X,O,O,X,O,O
OJTSIZL,X,X,O,O,X,O,O
OJTSLIZ,X,X,O,O,X,O,O
OJTSLZI,X,X,O,O,X,O,O
OJTSZIL,X,X,O,O,X,O,O
OJTSZLI,X,X,O,O,X,O,O
OJTZILS,X,X,O,X,X,X,O
OJTZISL,X,X,O,X,X,X,O
OJTZLIS,X,X,O,X,X,X,O
OJTZLSI,X,X,O,O,X,X,O
OJTZSIL,X,X,O,X,X,X,O
OJTZSLI,X,X,O,X,X,X,O
OJITLSZ,X,X,O,O,O,O,O
OJITLZS,X,X,O,X,O,X,O
OJITSLZ,X,X,O,X,O,X,O
OJITSZL,X,X,O,X,O,X,O
OJITZLS,X,X,O,X,O,X,O
OJITZSL,X,X,O,X,O,X,O
OJILTSZ,X,X,O,O,O,O,O
OJILTZS,X,X,O,X,O,X,O
OJILSTZ,X,X,O,O,O,O,X
OJILSZT,X,O,O,O,X,O,X
OJILZTS,O,X,X,X,X,X,X
OJILZST,O,O,O,O,X,O,X
OJISTLZ,X,X,O,O,O,O,O
OJISTZL,X,X,X,O,O,O,O
OJISLTZ,X,X,O,O,O,O,X
OJISLZT,X,O,O,O,X,O,X
OJISZTL,X,O,X,X,X,X,X
OJISZLT,X,O,O,O,X,O,X
OJIZTLS,O,X,X,X,X,X,O
OJIZTSL,O,O,X,X,X,X,O
OJIZLTS,O,X,X,X,X,X,X
OJIZLST,O,O,O,O,X,O,X
OJIZSTL,O,O,X,X,X,X,X
OJIZSLT,O,O,O,X,X,X,X
OJLTISZ,X,X,O,O,X,O,O
OJLTIZS,X,X,O,X,X,X,O
OJLTSIZ,X,X,O,O,X,O,O
OJLTSZI,X,X,O,O,X,O,O
OJLTZIS,X,X,O,X,X,X,O
OJLTZSI,X,X,O,O,X,X,O
OJLITSZ,X,X,O,O,O,O,O
OJLITZS,X,X,O,X,O,X,O
OJLISTZ,X,X,O,O,O,O,X
OJLISZT,X,O,O,O,X,O,X
OJLIZTS,O,X,X,X,X,X,X
OJLIZST,O,O,O,O,X,O,X
OJLSTIZ,X,X,O,O,X,O,X
OJLSTZI,X,X,O,O,X,O,X
OJLSITZ,X,X,O,O,O,O,X
OJLSIZT,X,O,O,O,X,O,X
OJLSZTI,X,O,X,O,X,O,X
OJLSZIT,X,O,O,O,X,O,X
OJLZTIS,O,X,O,X,X,X,X
OJLZTSI,O,X,O,O,X,X,X
OJLZITS,O,X,X,X,X,X,X
OJLZIST,O,O,O,O,X,O,X
OJLZSTI,X,O,X,O,X,O,X
OJLZSIT,X,O,O,O,X,O,X
OJSTILZ,X,X,O,O,X,O,O
OJSTIZL,X,X,O,O,X,O,O
OJSTLIZ,X,X,O,O,X,O,O
OJSTLZI,X,X,O,O,X,O,O
OJSTZIL,X,X,O,O,X,O,O
OJSTZLI,X,X,O,O,X,O,O
OJSITLZ,X,X,O,O,O,O,O
OJSITZL,X,X,X,O,O,O,O
OJSILTZ,X,X,O,O,O,O,X
OJSILZT,X,O,O,O,X,O,X
OJSIZTL,X,O,X,X,X,X,X
OJSIZLT,X,O,O,O,X,O,X
OJSLTIZ,X,X,O,O,X,O,X
OJSLTZI,X,X,O,O,X,O,X
OJSLITZ,X,X,O,O,O,O,X
OJSLIZT,X,O,O,O,X,O,X
OJSLZTI,X,O,X,O,X,O,X
OJSLZIT,X,O,O,O,X,O,X
OJSZTIL,X,O,X,O,X,O,X
OJSZTLI,X,O,X,O,X,O,X
OJSZITL,X,O,X,X,X,X,X
OJSZILT,X,O,O,O,X,O,X
OJSZLTI,X,O,X,O,X,O,X
OJSZLIT,X,O,O,O,X,O,X
OJZTILS,O,X,O,X,X,X,O
OJZTISL,O,O,O,X,X,X,O
OJZTLIS,O,X,O,X,X,X,O
OJZTLSI,O,X,O,O,X,X,O
OJZTSIL,O,O,O,X,X,X,O
OJZTSLI,O,O,O,X,X,X,O
OJZITLS,O,X,X,X,X,X,O
OJZITSL,O,O,X,X,X,X,O
OJZILTS,O,X,X,X,X,X,X
OJZILST,O,O,O,O,X,O,X
OJZISTL,O,O,X,X,X,X,X
OJZISLT,O,O,O,X,X,X,X
OJZLTIS,O,X,O,X,X,X,X
OJZLTSI,O,X,O,O,X,X,X
OJZLITS,O,X,X,X,X,X,X
OJZLIST,O,O,O,O,X,O,X
OJZLSTI,X,O,X,O,X,O,X
OJZLSIT,X,O,O,O,X,O,X
OJZSTIL,O,O,X,O,X,O,X
OJZSTLI,O,O,X,O,X,O,X
OJZSITL,O,O,X,X,X,X,X
OJZSILT,X,O,O,O,X,O,X
OJZSLTI,X,O,X,O,X,O,X
OJZSLIT,X,O,O,O,X,O,X
OSTILJZ,X,X,O,O,O,O,O
OSTILZJ,X,O,O,X,O,X,X
OSTIJLZ,X,X,O,O,O,O,O
OSTIJZL,X,X,O,O,O,O,O
OSTIZLJ,X,O,O,X,O,O,X
OSTIZJL,X,O,X,X,O,O,X
OSTLIJZ,X,X,O,O,O,O,O
OSTLIZJ,X,O,O,X,O,X,X
OSTLJIZ,X,X,O,O,X,O,O
OSTLJZI,X,X,O,O,X,O,O
OSTLZIJ,X,O,O,X,X,O,X
OSTLZJI,X,O,O,X,X,O,O
OSTJILZ,X,X,O,O,X,O,O
OSTJIZL,X,X,O,O,X,O,O
OSTJLIZ,X,X,O,O,X,O,O
OSTJLZI,X,X,O,O,X,O,O
OSTJZIL,X,X,O,O,X,O,O
OSTJZLI,X,X,O,O,X,O,O
OSTZILJ,X,O,O,X,X,O,X
OSTZIJL,X,O,X,X,X,O,X
OSTZLIJ,X,O,O,X,X,O,X
OSTZLJI,X,O,O,X,X,O,O
OSTZJIL,X,O,O,X,X,O,O
OSTZJLI,X,O,O,X,X,O,O
OSITLJZ,X,X,O,X,O,O,X
OSITLZJ,X,O,X,X,O,X,X
OSITJLZ,X,X,X,X,O,O,X
OSITJZL,X,X,X,X,O,O,X
OSITZLJ,X,O,X,X,O,O,X
OSITZJL,X,O,X,X,O,O,X
OSILTJZ,X,X,O,X,O,O,X
OSILTZJ,X,O,X,X,O,X,X
OSILJTZ,X,X,O,O,O,O,X
OSILJZT,X,O,O,O,X,O,X
OSILZTJ,O,O,X,X,O,X,X
OSILZJT,O,O,O,X,X,X,X
OSIJTLZ,X,X,O,O,O,O,X
OSIJTZL,X,X,X,X,O,O,X
OSIJLTZ,X,X,O,O,O,O,X
OSIJLZT,X,O,O,O,X,O,X
OSIJZTL,X,O,X,X,X,X,X
OSIJZLT,X,O,O,O,X,O,X
OSIZTLJ,O,O,X,X,O,X,X
OSIZTJL,O,O,X,X,O,X,X
OSIZLTJ,O,O,X,X,O,X,X
OSIZLJT,O,O,O,X,X,X,X
OSIZJTL,O,O,X,X,X,X,X
OSIZJLT,O,O,X,X,X,X,X
OSLTIJZ,X,X,O,O,O,O,X
OSLTIZJ,X,O,O,X,O,X,X
OSLTJIZ,X,X,O,O,X,O,X
OSLTJZI,X,X,O,O,X,O,X
OSLTZIJ,X,O,O,X,X,O,X
OSLTZJI,X,O,O,X,X,O,X
OSLITJZ,X,X,O,X,O,O,X
OSLITZJ,X,O,X,X,O,X,X
OSLIJTZ,X,X,O,O,O,O,X
OSLIJZT,X,O,O,O,X,O,X
OSLIZTJ,O,O,X,X,O,X,X
OSLIZJT,O,O,O,X,X,X,X
OSLJTIZ,X,X,O,O,X,O,X
OSLJTZI,X,X,O,O,X,O,X
OSLJITZ,X,X,O,O,O,O,X
OSLJIZT,X,O,O,O,X,O,X
OSLJZTI,X,O,X,O,X,O,X
OSLJZIT,X,O,O,O,X,O,X
OSLZTIJ,O,O,X,X,X,X,X
OSLZTJI,O,O,X,X,X,O,X
OSLZITJ,O,O,X,X,O,X,X
OSLZIJT,O,O,O,X,X,X,X
OSLZJTI,X,O,X,X,X,O,X
OSLZJIT,X,O,O,X,X,O,X
OSJTILZ,X,X,O,O,X,O,O
OSJTIZL,X,X,O,O,X,O,O
OSJTLIZ,X,X,O,O,X,O,O
OSJTLZI,X,X,O,O,X,O,O
OSJTZIL,X,X,O,O,X,O,O
OSJTZLI,X,X,O,O,X,O,O
OSJITLZ,X,X,O,O,O,O,O
OSJITZL,X,X,X,O,O,O,O
OSJILTZ,X,X,O,O,O,O,X
OSJILZT,X,O,O,O,X,O,X
OSJIZTL,X,O,X,X,X,X,X
OSJIZLT,X,O,O,O,X,O,X
OSJLTIZ,X,X,O,O,X,O,X
OSJLTZI,X,X,O,O,X,O,X
OSJLITZ,X,X,O,O,O,O,X
OSJLIZT,X,O,O,O,X,O,X
OSJLZTI,X,O,X,O,X,O,X
OSJLZIT,X,O,O,O,X,O,X
OSJZTIL,X,O,X,O,X,O,X
OSJZTLI,X,O,X,O,X,O,X
OSJZITL,X,O,X,X,X,X,X
OSJZILT,X,O,O,O,X,O,X
OSJZLTI,X,O,X,O,X,O,X
OSJZLIT,X,O,O,O,X,O,X
OSZTILJ,O,O,X,X,X,O,X
OSZTIJL,O,O,X,X,X,O,X
OSZTLIJ,O,O,X,X,X,O,X
OSZTLJI,O,O,X,X,X,O,X
OSZTJIL,O,O,X,X,X,O,X
OSZTJLI,O,O,X,X,X,O,X
OSZITLJ,O,O,X,X,O,X,X
OSZITJL,O,O,X,X,O,X,X
