sequence,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jem6IvhFNhBUdBajBT?fBXlB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeO/IvhFXbBNhBUdBa?jB5lBzpB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFxbBXdBdjBm?gB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jex6IvhFNhBUdBajB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Je06IvhFNhBRdB/kBm?iBTlB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFKgBOhBXdBd?jB0kB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFNhBRdB/lBm?iB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeNBJvhFUdBajBxkB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeN/IvhFUdBajBxgBu?kBzgB/qB
JSLTIZO,X,O,O,O,X,X,X,X,O
JSLTIOZ,X,O,O,X,O,X,X,X,X
JSLTZIO,X,O,O,O,X,X,X,X,O
JSLTZOI,O,O,O,O,X,X,X,X,X
JSLTOIZ,O,O,O,O,O,X,X,X,X
JSLTOZI,O,O,O,O,O,X,X,X,X
JSLITZO,X,O,O,O,X,X,X,X,O
JSLITOZ,X,O,O,X,O,X,X,X,X
JSLIZTO,X,O,O,X,X,X,X,X,O
JSLIZOT,X,X,O,X,X,X,X,X,X
JSLIOTZ,X,O,X,X,O,X,X,X,X
JSLIOZT,X,X,X,X,O,X,X,X,X
JSLZTIO,X,O,O,O,X,X,X,X,O
JSLZTOI,O,O,O,O,X,X,X,X,X
JSLZITO,X,X,O,X,X,X,X,X,O
JSLZIOT,X,X,O,X,X,X,X,X,X
JSLZOTI,O,O,O,O,X,X,X,X,X
JSLZOIT,O,X,O,X,X,X,X,X,X
JSLOTIZ,O,O,X,O,O,X,X,X,X
JSLOTZI,O,O,X,O,O,X,X,X,X
JSLOITZ,O,O,X,O,O,X,X,X,X
JSLOIZT,O,O,X,X,O,X,X,X,X
JSLOZTI,O,O,X,O,O,X,X,X,X
JSLOZIT,O,O,X,X,O,X,X,X,X
JSZTILO,X,O,O,O,X,O,O,X,O
JSZTIOL,X,O,O,X,O,O,O,X,X
JSZTLIO,X,O,O,O,X,O,O,X,O
JSZTLOI,O,O,O,O,X,O,O,X,X
JSZTOIL,O,O,O,O,O,O,O,X,X
JSZTOLI,O,O,O,O,O,O,O,X,X
JSZITLO,X,X,O,X,X,X,O,X,O
JSZITOL,X,X,O,X,O,X,O,X,X
JSZILTO,X,X,X,X,X,X,O,X,O
JSZILOT,X,X,X,X,X,X,O,X,X
JSZIOTL,X,X,O,X,O,X,O,X,X
JSZIOLT,X,X,X,X,O,X,O,X,X
JSZLTIO,X,O,X,O,X,O,O,X,O
JSZLTOI,O,O,X,O,X,O,O,X,X
JSZLITO,X,X,X,X,X,X,O,X,O
JSZLIOT,X,X,X,X,X,X,O,X,X
JSZLOTI,O,O,X,O,X,O,O,X,X
JSZLOIT,O,X,X,X,X,X,O,X,X
JSZOTIL,O,O,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,O,O,X,X
JSZOITL,O,X,O,X,O,X,O,X,X
JSZOILT,O,X,X,X,O,X,O,X,X
JSZOLTI,O,O,X,O,O,O,O,X,X
JSZOLIT,O,X,X,X,O,X,O,X,X
JSOTILZ,O,O,X,O,O,X,X,X,X
JSOTIZL,O,O,X,O,O,X,X,X,X
JSOTLIZ,O,O,X,O,O,X,X,X,X
JSOTLZI,O,O,X,O,O,X,X,X,X
JSOTZIL,O,O,X,O,O,X,X,X,X
JSOTZLI,O,O,X,O,O,X,X,X,X
JSOITLZ,O,O,X,O,O,X,X,X,X
JSOITZL,O,O,X,O,O,X,X,X,X
JSOILTZ,O,O,X,O,O,X,X,X,X
JSOILZT,O,O,X,X,O,X,X,X,X
JSOIZTL,O,O,X,X,O,X,X,X,X
JSOIZLT,O,O,X,X,O,X,X,X,X
JSOLTIZ,O,O,X,O,O,X,X,X,X
JSOLTZI,O,O,X,O,O,X,X,X,X
JSOLITZ,O,O,X,O,O,X,X,X,X
JSOLIZT,O,O,X,X,O,X,X,X,X
JSOLZTI,O,O,X,O,O,X,X,X,X
JSOLZIT,O,O,X,X,O,X,X,X,X
JSOZTIL,O,O,X,O,O,X,X,X,X
JSOZTLI,O,O,X,O,O,X,X,X,X
JSOZITL,O,O,X,X,O,X,X,X,X
JSOZILT,O,O,X,X,O,X,X,X,X
JSOZLTI,O,O,X,O,O,X,X,X,X
JSOZLIT,O,O,X,X,O,X,X,X,X
JZTILSO,X,O,O,X,X,O,O,O,O
JZTILOS,X,O,O,X,X,O,O,O,O
JZTISLO,X,O,O,X,X,O,O,X,X
JZTISOL,X,O,O,X,O,O,O,X,X
JZTIOLS,X,O,O,X,X,O,O,X,X
JZTIOSL,X,O,O,X,O,O,O,X,X
JZTLISO,X,O,O,X,X,O,O,O,O
JZTLIOS,X,O,O,X,X,O,O,O,O
JZTLSIO,X,O,O,O,X,O,O,X,O
JZTLSOI,O,O,O,O,X,O,O,X,X
JZTLOIS,X,O,O,X,X,O,O,X,X
JZTLOSI,O,O,O,O,X,O,O,X,X
JZTSILO,X,O,O,O,X,O,O,X,O
JZTSIOL,X,O,O,X,O,O,O,X,X
JZTSLIO,X,O,O,O,X,O,O,X,O
JZTSLOI,O,O,O,O,X,O,O,X,X
JZTSOIL,O,O,O,O,O,O,O,X,X
JZTSOLI,O,O,O,O,O,O,O,X,X
JZTOILS,X,O,O,X,X,O,O,X,X
JZTOISL,X,O,O,X,O,O,O,X,X
JZTOLIS,X,O,O,X,X,O,O,X,X
JZTOLSI,O,O,O,O,X,O,O,X,X
JZTOSIL,O,O,O,O,O,O,O,X,X
JZTOSLI,O,O,O,O,O,O,O,X,X
JZITLSO,X,O,O,X,X,O,O,O,O
JZITLOS,X,O,O,X,X,O,O,O,O
JZITSLO,X,O,O,X,X,O,O,X,X
JZITSOL,X,O,O,X,O,O,O,X,X
JZITOLS,X,O,O,X,X,O,O,X,X
JZITOSL,X,O,O,X,O,O,O,X,X
JZILTSO,X,O,O,X,X,O,O,O,O
JZILTOS,X,O,O,X,X,O,O,O,O
JZILSTO,X,O,O,X,X,X,O,X,O
JZILSOT,X,X,O,X,X,X,O,X,X
JZILOTS,X,O,O,X,X,O,O,X,X
JZILOST,X,X,O,X,X,X,O,X,X
JZISTLO,X,O,O,X,X,X,O,X,O
JZISTOL,X,O,O,X,O,X,O,X,X
JZISLTO,X,O,X,X,X,X,O,X,O
JZISLOT,X,X,X,X,X,X,O,X,X
JZISOTL,X,X,O,X,O,X,O,X,X
JZISOLT,X,X,X,X,O,X,O,X,X
JZIOTLS,X,O,O,X,X,O,O,X,X
JZIOTSL,X,O,O,X,O,O,O,X,X
JZIOLTS,X,O,O,X,X,O,O,X,X
JZIOLST,X,X,X,X,X,X,O,X,X
JZIOSTL,X,X,O,X,O,X,O,X,X
JZIOSLT,X,X,X,X,O,X,O,X,X
JZLTISO,X,O,O,X,X,O,O,O,O
JZLTIOS,X,O,O,X,X,O,O,O,O
JZLTSIO,X,O,O,O,X,O,O,X,O
JZLTSOI,O,O,O,O,X,O,O,X,X
JZLTOIS,X,O,O,X,X,O,O,X,X
JZLTOSI,O,O,O,O,X,O,O,X,X
JZLITSO,X,O,O,X,X,O,O,O,O
JZLITOS,X,O,O,X,X,O,O,O,O
JZLISTO,X,O,O,X,X,X,O,X,O
JZLISOT,X,X,O,X,X,X,O,X,X
JZLIOTS,X,O,O,X,X,O,O,X,X
JZLIOST,X,X,O,X,X,X,O,X,X
JZLSTIO,X,O,O,O,X,O,O,X,O
JZLSTOI,O,O,O,O,X,O,O,X,X
JZLSITO,X,X,O,X,X,X,O,X,O
JZLSIOT,X,X,O,X,X,X,O,X,X
JZLSOTI,O,O,O,O,X,O,O,X,X
JZLSOIT,O,X,O,X,X,X,O,X,X
JZLOTIS,X,O,O,X,X,O,O,X,X
JZLOTSI,O,O,O,O,X,O,O,X,X
JZLOITS,X,O,O,X,X,O,O,X,X
JZLOIST,O,O,O,X,X,X,O,X,X
JZLOSTI,O,O,O,O,X,O,O,X,X
JZLOSIT,O,O,O,X,X,X,O,X,X
JZSTILO,X,O,O,O,X,O,O,X,O
JZSTIOL,X,O,O,X,O,O,O,X,X
JZSTLIO,X,O,O,O,X,O,O,X,O
JZSTLOI,O,O,O,O,X,O,O,X,X
JZSTOIL,O,O,O,O,O,O,O,X,X
JZSTOLI,O,O,O,O,O,O,O,X,X
JZSITLO,X,X,O,X,X,X,O,X,O
JZSITOL,X,X,O,X,O,X,O,X,X
JZSILTO,X,X,X,X,X,X,O,X,O
JZSILOT,X,X,X,X,X,X,O,X,X
JZSIOTL,X,X,O,X,O,X,O,X,X
JZSIOLT,X,X,X,X,O,X,O,X,X
JZSLTIO,X,O,X,O,X,O,O,X,O
JZSLTOI,O,O,X,O,X,O,O,X,X
JZSLITO,X,X,X,X,X,X,O,X,O
JZSLIOT,X,X,X,X,X,X,O,X,X
JZSLOTI,O,O,X,O,X,O,O,X,X
JZSLOIT,O,X,X,X,X,X,O,X,X
JZSOTIL,O,O,O,O,O,O,O,X,X
JZSOTLI,O,O,O,O,O,O,O,X,X
JZSOITL,O,X,O,X,O,X,O,X,X
JZSOILT,O,X,X,X,O,X,O,X,X
JZSOLTI,O,O,X,O,O,O,O,X,X
JZSOLIT,O,X,X,X,O,X,O,X,X
JZOTILS,X,O,O,X,X,O,O,X,X
JZOTISL,X,O,O,X,O,O,O,X,X
JZOTLIS,X,O,O,X,X,O,O,X,X
JZOTLSI,O,O,O,O,X,O,O,X,X
JZOTSIL,O,O,O,O,O,O,O,X,X
JZOTSLI,O,O,O,O,O,O,O,X,X
JZOITLS,X,O,O,X,X,O,O,X,X
JZOITSL,X,O,O,X,O,O,O,X,X
JZOILTS,X,O,O,X,X,O,O,X,X
JZOILST,O,O,X,X,X,X,O,X,X
JZOISTL,O,O,O,X,O,X,O,X,X
JZOISLT,O,O,X,X,O,X,O,X,X
JZOLTIS,X,O,O,X,X,O,O,X,X
JZOLTSI,O,O,O,O,X,O,O,X,X
JZOLITS,X,O,O,X,X,O,O,X,X
JZOLIST,O,O,O,X,X,X,O,X,X
JZOLSTI,O,O,O,O,X,O,O,X,X
JZOLSIT,O,O,O,X,X,X,O,X,X
JZOSTIL,O,O,O,O,O,O,O,X,X
JZOSTLI,O,O,O,O,O,O,O,X,X
JZOSITL,O,O,O,X,O,X,O,X,X
JZOSILT,O,O,X,X,O,X,O,X,X
JZOSLTI,O,O,X,O,O,O,O,X,X
JZOSLIT,O,O,X,X,O,X,O,X,X
JOTILSZ,X,O,O,X,O,X,X,X,X
JOTILZS,X,O,O,X,X,X,X,X,X
JOTISLZ,X,O,O,X,O,X,X,X,X
JOTISZL,X,O,O,X,O,X,X,X,X
JOTIZLS,X,O,O,X,X,X,O,X,X
JOTIZSL,X,O,O,X,O,X,O,X,X
JOTLISZ,X,O,O,X,O,X,X,X,X
JOTLIZS,X,O,O,X,X,X,X,X,X
JOTLSIZ,O,O,O,O,O,X,X,X,X
JOTLSZI,O,O,O,O,O,X,X,X,X
JOTLZIS,X,O,O,X,X,X,X,X,X
JOTLZSI,O,O,O,O,X,X,X,X,X
JOTSILZ,O,O,O,O,O,X,X,X,X
JOTSIZL,O,O,O,O,O,X,X,X,X
JOTSLIZ,O,O,O,O,O,X,X,X,X
JOTSLZI,O,O,O,O,O,X,X,X,X
JOTSZIL,O,O,O,O,O,O,X,X,X
JOTSZLI,O,O,O,O,O,O,X,X,X
JOTZILS,X,O,O,X,X,O,O,X,X
JOTZISL,X,O,O,X,O,O,O,X,X
JOTZLIS,X,O,O,X,X,O,O,X,X
JOTZLSI,O,O,O,O,X,O,O,X,X
JOTZSIL,O,O,O,O,O,O,O,X,X
JOTZSLI,O,O,O,O,O,O,O,X,X
JOITLSZ,X,O,O,X,O,X,X,X,X
JOITLZS,X,O,O,X,X,X,X,X,X
JOITSLZ,X,O,O,X,O,X,X,X,X
JOITSZL,X,O,O,X,O,X,X,X,X
JOITZLS,X,O,O,X,X,X,O,X,X
JOITZSL,X,O,O,X,O,X,O,X,X
JOILTSZ,X,O,O,X,O,X,X,X,X
JOILTZS,X,O,O,X,X,X,X,X,X
JOILSTZ,O,O,X,X,O,X,X,X,X
JOILSZT,O,O,X,X,O,X,X,X,X
JOILZTS,X,O,O,X,X,X,X,X,X
JOILZST,O,O,O,X,X,X,X,X,X
JOISTLZ,O,O,X,X,O,X,X,X,X
JOISTZL,O,O,X,X,O,X,X,X,X
JOISLTZ,O,O,X,X,O,X,X,X,X
JOISLZT,O,O,X,X,O,X,X,X,X
JOISZTL,O,O,X,X,O,X,X,X,X
JOISZLT,O,O,X,X,O,X,X,X,X
JOIZTLS,X,O,O,X,X,X,O,X,X
JOIZTSL,X,O,O,X,O,X,O,X,X
JOIZLTS,X,O,O,X,X,X,O,X,X
JOIZLST,O,O,X,X,X,X,O,X,X
JOIZSTL,O,O,O,X,O,X,O,X,X
JOIZSLT,O,O,X,X,O,X,O,X,X
JOLTISZ,X,O,O,X,O,X,X,X,X
JOLTIZS,X,O,O,X,X,X,X,X,X
JOLTSIZ,O,O,O,O,O,X,X,X,X
JOLTSZI,O,O,O,O,O,X,X,X,X
JOLTZIS,X,O,O,X,X,X,X,X,X
JOLTZSI,O,O,O,O,X,X,X,X,X
JOLITSZ,X,O,O,X,O,X,X,X,X
JOLITZS,X,O,O,X,X,X,X,X,X
JOLISTZ,O,O,X,X,O,X,X,X,X
JOLISZT,O,O,X,X,O,X,X,X,X
JOLIZTS,X,O,O,X,X,X,X,X,X
JOLIZST,O,O,O,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,O,X,X,X,X
JOLSTZI,O,O,X,O,O,X,X,X,X
JOLSITZ,O,O,X,O,O,X,X,X,X
JOLSIZT,O,O,X,X,O,X,X,X,X
JOLSZTI,O,O,X,O,O,X,X,X,X
JOLSZIT,O,O,X,X,O,X,X,X,X
JOLZTIS,X,O,O,X,X,X,X,X,X
JOLZTSI,O,O,O,O,X,X,X,X,X
JOLZITS,X,O,O,X,X,X,X,X,X
JOLZIST,O,O,O,X,X,X,X,X,X
JOLZSTI,O,O,O,O,X,X,X,X,X
JOLZSIT,O,O,O,X,X,X,X,X,X
JOSTILZ,O,O,X,O,O,X,X,X,X
JOSTIZL,O,O,X,O,O,X,X,X,X
JOSTLIZ,O,O,X,O,O,X,X,X,X
JOSTLZI,O,O,X,O,O,X,X,X,X
JOSTZIL,O,O,X,O,O,X,X,X,X
JOSTZLI,O,O,X,O,O,X,X,X,X
JOSITLZ,O,O,X,O,O,X,X,X,X
JOSITZL,O,O,X,O,O,X,X,X,X
JOSILTZ,O,O,X,O,O,X,X,X,X
JOSILZT,O,O,X,X,O,X,X,X,X
JOSIZTL,O,O,X,X,O,X,X,X,X
JOSIZLT,O,O,X,X,O,X,X,X,X
JOSLTIZ,O,O,X,O,O,X,X,X,X
JOSLTZI,O,O,X,O,O,X,X,X,X
JOSLITZ,O,O,X,O,O,X,X,X,X
JOSLIZT,O,O,X,X,O,X,X,X,X
JOSLZTI,O,O,X,O,O,X,X,X,X
JOSLZIT,O,O,X,X,O,X,X,X,X
JOSZTIL,O,O,X,O,O,X,X,X,X
JOSZTLI,O,O,X,O,O,X,X,X,X
JOSZITL,O,O,X,X,O,X,X,X,X
JOSZILT,O,O,X,X,O,X,X,X,X
JOSZLTI,O,O,X,O,O,X,X,X,X
JOSZLIT,O,O,X,X,O,X,X,X,X
JOZTILS,X,O,O,X,X,O,O,X,X
JOZTISL,X,O,O,X,O,O,O,X,X
JOZTLIS,X,O,O,X,X,O,O,X,X
JOZTLSI,O,O,O,O,X,O,O,X,X
JOZTSIL,O,O,O,O,O,O,O,X,X
JOZTSLI,O,O,O,O,O,O,O,X,X
JOZITLS,X,O,O,X,X,O,O,X,X
JOZITSL,X,O,O,X,O,O,O,X,X
JOZILTS,X,O,O,X,X,O,O,X,X
JOZILST,O,O,X,X,X,X,O,X,X
JOZISTL,O,O,O,X,O,X,O,X,X
JOZISLT,O,O,X,X,O,X,O,X,X
JOZLTIS,X,O,O,X,X,O,O,X,X
JOZLTSI,O,O,O,O,X,O,O,X,X
JOZLITS,X,O,O,X,X,O,O,X,X
JOZLIST,O,O,X,X,X,X,O,X,X
JOZLSTI,O,O,X,O,X,O,O,X,X
JOZLSIT,O,O,X,X,X,X,O,X,X
JOZSTIL,O,O,O,O,O,O,O,X,X
JOZSTLI,O,O,O,O,O,O,O,X,X
JOZSITL,O,O,O,X,O,X,O,X,X
JOZSILT,O,O,X,X,O,X,O,X,X
JOZSLTI,O,O,X,O,O,O,O,X,X
JOZSLIT,O,O,X,X,O,X,O,X,X
STILJZO,X,O,O,O,X,X,X,O,O
STILJOZ,X,O,O,X,X,X,X,O,X
STILZJO,X,O,O,O,X,X,X,O,O
STILZOJ,O,O,O,O,X,X,X,O,O
STILOJZ,O,O,O,O,X,X,X,O,X
STILOZJ,O,O,O,O,X,X,X,O,O
STIJLZO,X,O,O,O,X,X,X,X,O
STIJLOZ,X,O,O,X,O,X,X,X,X
STIJZLO,X,O,O,O,X,O,X,X,O
STIJZOL,X,O,O,X,O,O,X,X,X
STIJOLZ,X,O,O,X,O,X,X,X,X
STIJOZL,X,O,O,X,O,X,X,X,X
STIZLJO,X,O,O,O,X,O,X,O,O
STIZLOJ,O,O,O,O,X,O,X,O,O
STIZJLO,X,O,O,O,X,O,X,X,O
STIZJOL,X,O,O,X,X,O,X,X,X
STIZOLJ,O,O,O,O,X,O,X,X,O
STIZOJL,O,O,O,O,X,O,X,X,X
STIOLJZ,O,O,O,O,X,X,X,X,X
STIOLZJ,O,O,O,O,X,X,X,X,O
STIOJLZ,O,O,O,O,O,X,X,X,X
STIOJZL,O,O,O,O,O,X,X,X,X
STIOZLJ,O,O,O,O,X,X,X,X,O
STIOZJL,O,O,O,O,O,X,X,X,X
STLIJZO,X,O,O,O,X,X,X,O,O
STLIJOZ,X,O,O,X,X,X,X,O,X
STLIZJO,X,O,O,O,X,X,X,O,O
STLIZOJ,O,O,O,O,X,X,X,O,O
STLIOJZ,O,O,O,O,X,X,X,O,X
STLIOZJ,O,O,O,O,X,X,X,O,O
STLJIZO,X,O,O,O,X,X,X,X,O
STLJIOZ,X,O,O,X,O,X,X,X,X
STLJZIO,X,O,O,O,X,O,X,X,O
STLJZOI,O,O,O,O,X,O,X,X,X
STLJOIZ,O,O,O,O,O,X,X,X,X
STLJOZI,O,O,O,O,O,X,X,X,X
STLZIJO,X,O,O,O,X,O,X,O,O
STLZIOJ,O,O,O,O,X,O,X,O,O
STLZJIO,X,O,O,O,X,O,X,X,O
STLZJOI,O,O,O,O,X,O,X,X,X
STLZOIJ,O,O,O,O,X,O,X,X,O
STLZOJI,O,O,O,O,X,O,X,X,X
STLOIJZ,O,O,O,O,X,X,X,X,X
STLOIZJ,O,O,O,O,X,X,X,X,O
STLOJIZ,O,O,O,O,O,X,X,X,X
STLOJZI,O,O,O,O,O,X,X,X,X
STLOZIJ,O,O,O,O,X,X,X,X,O
STLOZJI,O,O,O,O,O,X,X,X,X
STJILZO,X,O,O,O,X,X,X,X,O
STJILOZ,X,O,O,X,O,X,X,X,X
STJIZLO,X,O,O,O,X,O,O,X,O
STJIZOL,X,O,O,X,O,O,O,X,X
STJIOLZ,X,O,O,X,O,X,X,X,X
STJIOZL,X,O,O,X,O,X,X,X,X
STJLIZO,X,O,O,O,X,X,X,X,O
STJLIOZ,X,O,O,X,O,X,X,X,X
STJLZIO,X,O,O,O,X,O,X,X,O
STJLZOI,O,O,O,O,X,O,X,X,X
STJLOIZ,O,O,O,O,O,X,X,X,X
STJLOZI,O,O,O,O,O,X,X,X,X
STJZILO,X,O,O,O,X,O,O,X,O
STJZIOL,X,O,O,X,O,O,O,X,X
STJZLIO,X,O,O,O,X,O,O,X,O
STJZLOI,O,O,O,O,X,O,O,X,X
STJZOIL,O,O,O,O,O,O,O,X,X
STJZOLI,O,O,O,O,O,O,O,X,X
STJOILZ,O,O,O,O,O,X,X,X,X
STJOIZL,O,O,O,O,O,X,X,X,X
STJOLIZ,O,O,O,O,O,X,X,X,X
STJOLZI,O,O,O,O,O,X,X,X,X
STJOZIL,O,O,O,O,O,O,X,X,X
STJOZLI,O,O,O,O,O,O,X,X,X
STZILJO,X,O,O,O,X,O,X,O,O
STZILOJ,O,O,O,O,X,O,X,O,O
STZIJLO,X,O,O,O,X,O,O,X,O
STZIJOL,X,O,O,X,X,O,O,X,X
STZIOLJ,O,O,O,O,X,O,X,X,O
STZIOJL,O,O,O,O,X,O,O,X,X
STZLIJO,X,O,O,O,X,O,X,O,O
STZLIOJ,O,O,O,O,X,O,X,O,O
STZLJIO,X,O,O,O,X,O,O,X,O
STZLJOI,O,O,O,O,X,O,O,X,X
STZLOIJ,O,O,O,O,X,O,X,X,O
STZLOJI,O,O,O,O,X,O,O,X,X
STZJILO,X,O,O,O,X,O,O,X,O
STZJIOL,X,O,O,X,O,O,O,X,X
STZJLIO,X,O,O,O,X,O,O,X,O
STZJLOI,O,O,O,O,X,O,O,X,X
STZJOIL,O,O,O,O,O,O,O,X,X
STZJOLI,O,O,O,O,O,O,O,X,X
STZOILJ,O,O,O,O,X,O,X,X,O
STZOIJL,O,O,O,O,O,O,O,X,X
STZOLIJ,O,O,O,O,X,O,X,X,O
STZOLJI,O,O,O,O,O,O,O,X,X
STZOJIL,O,O,O,O,O,O,O,X,X
STZOJLI,O,O,O,O,O,O,O,X,X
STOILJZ,O,O,O,O,X,X,X,X,X
STOILZJ,O,O,O,O,X,X,X,X,O
STOIJLZ,O,O,O,O,O,X,X,X,X
STOIJZL,O,O,O,O,O,X,X,X,X
STOIZLJ,O,O,O,O,X,X,X,X,O
STOIZJL,O,O,O,O,O,X,X,X,X
STOLIJZ,O,O,O,O,X,X,X,X,X
STOLIZJ,O,O,O,O,X,X,X,X,O
STOLJIZ,O,O,O,O,O,X,X,X,X
STOLJZI,O,O,O,O,O,X,X,X,X
STOLZIJ,O,O,O,O,X,X,X,X,O
STOLZJI,O,O,O,O,O,X,X,X,X
STOJILZ,O,O,O,O,O,X,X,X,X
STOJIZL,O,O,O,O,O,X,X,X,X
STOJLIZ,O,O,O,O,O,X,X,X,X
STOJLZI,O,O,O,O,O,X,X,X,X
STOJZIL,O,O,O,O,O,O,X,X,X
STOJZLI,O,O,O,O,O,O,X,X,X
STOZILJ,O,O,O,O,X,O,X,X,O
STOZIJL,O,O,O,O,O,O,X,X,X
STOZLIJ,O,O,O,O,X,O,X,X,O
STOZLJI,O,O,O,O,O,O,X,X,X
STOZJIL,O,O,O,O,O,O,X,X,X
STOZJLI,O,O,O,O,O,O,X,X,X
SITLJZO,X,O,X,O,X,X,X,O,O
SITLJOZ,X,O,X,X,X,X,X,O,X
SITLZJO,X,O,X,O,X,X,X,O,O
SITLZOJ,O,O,X,O,X,X,X,O,O
SITLOJZ,O,O,X,O,X,X,X,O,X
SITLOZJ,O,O,X,O,X,X,X,O,O
SITJLZO,X,O,X,O,X,X,X,X,O
SITJLOZ,X,O,X,X,O,X,X,X,X
SITJZLO,X,O,X,O,X,X,X,X,O
SITJZOL,X,O,X,X,O,X,X,X,X
SITJOLZ,X,O,X,X,O,X,X,X,X
SITJOZL,X,O,X,X,O,X,X,X,X
SITZLJO,X,O,X,O,X,X,X,O,O
SITZLOJ,O,O,X,O,X,X,X,O,O
SITZJLO,X,O,X,O,X,X,X,X,O
SITZJOL,X,O,X,X,X,X,X,X,X
SITZOLJ,O,O,X,O,X,X,X,X,O
SITZOJL,O,O,X,O,X,X,X,X,X
SITOLJZ,O,O,X,O,X,X,X,X,X
SITOLZJ,O,O,X,O,X,X,X,X,O
SITOJLZ,O,O,X,O,O,X,X,X,X
SITOJZL,O,O,X,O,O,X,X,X,X
SITOZLJ,O,O,X,O,X,X,X,X,O
SITOZJL,O,O,X,O,O,X,X,X,X
SILTJZO,X,O,X,O,X,X,X,O,O
SILTJOZ,X,O,X,X,X,X,X,O,X
SILTZJO,X,O,X,O,X,X,X,O,O
SILTZOJ,O,O,X,O,X,X,X,O,O
SILTOJZ,O,O,X,O,X,X,X,O,X
SILTOZJ,O,O,X,O,X,X,X,O,O
SILJTZO,X,O,X,O,X,X,X,X,O
SILJTOZ,X,O,X,X,X,X,X,X,X
SILJZTO,X,O,X,X,X,X,X,X,O
SILJZOT,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X
SILZTJO,X,O,X,O,X,X,X,O,O
SILZTOJ,O,O,X,O,X,X,X,O,O
SILZJTO,X,O,X,X,X,X,X,X,O
SILZJOT,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,O,X,X,X,X,O
SILZOJT,O,X,X,X,X,X,X,X,X
SILOTJZ,O,O,X,O,X,X,X,X,X
SILOTZJ,O,O,X,O,X,X,X,X,O
SILOJTZ,O,O,X,O,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X
SILOZTJ,O,O,X,O,X,X,X,X,O
SILOZJT,O,O,X,X,X,X,X,X,X
SIJTLZO,X,O,X,O,X,X,X,X,O
SIJTLOZ,X,O,X,X,O,X,X,X,X
SIJTZLO,X,O,X,O,X,X,X,X,O
SIJTZOL,X,O,X,X,O,X,X,X,X
SIJTOLZ,X,O,X,X,O,X,X,X,X
SIJTOZL,X,O,X,X,O,X,X,X,X
SIJLTZO,X,O,X,O,X,X,X,X,O
SIJLTOZ,X,O,X,X,O,X,X,X,X
SIJLZTO,X,O,X,X,X,X,X,X,O
SIJLZOT,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,O,X,X,X,X
SIJLOZT,X,X,X,X,O,X,X,X,X
SIJZTLO,X,O,X,X,X,X,X,X,O
SIJZTOL,X,O,X,X,O,X,X,X,X
SIJZLTO,X,O,X,X,X,X,X,X,O
SIJZLOT,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,O,X,X,X,X
SIJZOLT,X,X,X,X,O,X,X,X,X
SIJOTLZ,X,O,X,X,O,X,X,X,X
SIJOTZL,X,O,X,X,O,X,X,X,X
SIJOLTZ,X,O,X,X,O,X,X,X,X
SIJOLZT,X,X,X,X,O,X,X,X,X
SIJOZTL,X,X,X,X,O,X,X,X,X
SIJOZLT,X,X,X,X,O,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,O,O
SIZTLOJ,O,O,X,O,X,X,X,O,O
SIZTJLO,X,O,X,O,X,X,X,X,O
SIZTJOL,X,O,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,O,X,X,X,X,O
SIZTOJL,O,O,X,O,X,X,X,X,X
SIZLTJO,X,O,X,O,X,X,X,O,O
SIZLTOJ,O,O,X,O,X,X,X,O,O
SIZLJTO,X,O,X,X,X,X,X,X,O
SIZLJOT,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,O,X,X,X,X,O
SIZLOJT,O,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,X,X,X,X,X,O
SIZJTOL,X,O,X,X,X,X,X,X,X
SIZJLTO,X,O,X,X,X,X,X,X,O
SIZJLOT,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,X,X,X,O
SIZOTJL,O,X,X,O,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,O
SIZOLJT,O,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X
