sequence,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBa?tBGsBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBa?tBXsBGsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcB3hBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFXdBUhBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jel7IvhFUdBGeBThBZ?oBXnBSxB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBm?sB3sBCsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxdBXjBlmBm?sB6rBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBS?sBetBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjBO?tBCsBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhF/iBGeBZoBl?mBTsB6rB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFXdBFjBxmB6?rBOtBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhF/iBcjBlmBi?sBGrBzsB
LZTISJO,X,O,O,O,O,X,X,X,O,O,X,O,O
LZTISOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LZTIOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
LZTJISO,O,X,X,O,O,X,X,X,O,X,X,X,X
LZTJIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
LZTJSIO,O,O,O,O,O,O,O,X,O,X,X,X,O
LZTJSOI,O,O,O,O,O,O,O,X,O,X,X,X,O
LZTJOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
LZTJOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
LZTSIJO,X,O,O,O,O,X,X,X,O,O,X,O,O
LZTSIOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LZTSJIO,X,O,O,O,O,X,O,X,O,O,X,X,O
LZTSJOI,X,O,O,O,O,X,O,X,O,O,X,X,O
LZTSOIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LZTSOJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LZTOIJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTOISJ,O,O,X,O,O,X,X,X,O,X,O,O,X
LZTOJIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,O,O,O,X,X,X,O,X,O,O,X
LZTOSJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LZITJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
LZITJOS,O,O,X,X,O,O,X,O,X,X,X,X,X
LZITSJO,X,O,O,O,O,X,X,X,O,O,X,O,O
LZITSOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LZITOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZITOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
LZIJTSO,O,X,X,O,O,X,X,O,O,X,X,X,X
LZIJTOS,O,X,X,X,O,O,X,O,X,X,X,X,X
LZIJSTO,O,X,X,O,O,X,X,O,O,X,X,X,X
LZIJSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LZIJOTS,O,O,X,X,O,O,X,O,X,X,X,X,X
LZIJOST,O,O,X,X,O,X,X,O,X,X,X,X,X
LZISTJO,X,O,O,O,O,X,X,X,O,O,X,O,O
LZISTOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LZISJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
LZISJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LZISOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LZISOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LZIOTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZIOTSJ,O,O,X,O,O,X,X,X,O,O,O,X,X
LZIOJTS,O,O,X,O,O,O,X,O,X,X,X,X,X
LZIOJST,O,O,X,O,O,X,X,O,X,X,X,X,X
LZIOSTJ,O,O,X,O,O,X,X,X,O,O,X,X,X
LZIOSJT,O,O,X,O,O,X,X,X,X,X,X,X,X
LZJTISO,O,X,X,O,O,X,X,O,O,X,X,X,X
LZJTIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
LZJTSIO,O,O,O,O,O,O,O,O,O,X,X,X,O
LZJTSOI,O,O,O,O,O,O,O,O,O,X,X,X,O
LZJTOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
LZJTOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
LZJITSO,O,X,X,O,O,X,X,O,O,X,X,X,X
LZJITOS,O,X,X,X,O,O,X,O,X,X,X,X,X
LZJISTO,O,X,X,O,O,X,X,O,O,X,X,X,X
LZJISOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LZJIOTS,O,O,X,X,O,O,X,O,X,X,X,X,X
LZJIOST,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJSTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
LZJSTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
LZJSITO,O,X,O,O,O,X,X,O,O,X,X,X,X
LZJSIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJSOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJSOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJOTIS,O,O,X,X,O,O,X,O,X,X,X,X,X
LZJOTSI,O,O,X,X,O,O,X,O,X,X,X,X,X
LZJOITS,O,O,X,X,O,O,X,O,X,X,X,X,X
LZJOIST,O,O,X,X,X,X,X,O,X,X,X,X,X
LZJOSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LZJOSIT,O,O,X,X,X,X,X,O,X,X,X,X,X
LZSTIJO,X,O,O,O,O,X,X,X,O,O,X,X,O
LZSTIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LZSTJIO,X,O,O,O,O,X,O,X,O,O,X,X,O
LZSTJOI,X,O,O,O,O,X,O,X,O,O,X,X,O
LZSTOIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LZSTOJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LZSITJO,X,O,O,O,O,X,X,X,O,O,X,X,O
LZSITOJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LZSIJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
LZSIJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LZSIOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LZSIOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LZSJTIO,O,O,O,O,O,X,O,X,O,X,X,X,O
LZSJTOI,O,O,O,O,O,X,O,X,O,X,X,X,O
LZSJITO,O,X,O,O,O,X,X,X,O,X,X,X,X
LZSJIOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LZSJOTI,O,O,X,X,O,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,O,X,X,X,X,X,X,X,X
LZSOTIJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LZSOTJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LZSOITJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LZSOIJT,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSOJTI,O,O,O,X,O,X,X,X,X,X,X,X,X
LZSOJIT,O,O,O,X,O,X,X,X,X,X,X,X,X
LZOTIJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZOTISJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LZOTJIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZOTJSI,O,O,O,O,O,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LZOTSJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LZOITJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZOITSJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LZOIJTS,O,O,X,O,O,O,X,O,X,X,X,X,X
LZOIJST,O,O,X,O,O,X,X,O,X,X,X,X,X
LZOISTJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LZOISJT,O,O,O,O,O,X,X,X,X,X,X,X,X
LZOJTIS,O,O,X,O,O,O,X,O,X,X,X,X,X
LZOJTSI,O,O,O,O,O,O,X,O,X,X,X,X,X
LZOJITS,O,O,X,O,O,O,X,O,X,X,X,X,X
LZOJIST,O,O,X,O,O,X,X,O,X,X,X,X,X
LZOJSTI,O,O,O,O,O,X,X,O,X,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,O,X,X,X,X,X
LZOSTIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LZOSTJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LZOSITJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LZOSIJT,O,O,O,O,O,X,X,X,X,X,X,X,X
LZOSJTI,O,O,O,O,O,X,X,X,X,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LOTIJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LOTISJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
LOTISZJ,X,O,O,O,O,X,X,X,X,X,O,O,X
LOTIZJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOTIZSJ,O,O,O,O,O,X,X,X,X,X,O,O,X
LOTJISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LOTJIZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LOTJSIZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOTJSZI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOTJZIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOTJZSI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
LOTSIZJ,X,O,O,O,O,X,X,X,X,X,O,O,X
LOTSJIZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOTSJZI,X,O,O,O,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LOTSZJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LOTZIJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOTZISJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LOTZJIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOTZJSI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOTZSIJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LOTZSJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LOITJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LOITJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LOITSJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
LOITSZJ,X,O,O,O,O,X,X,X,X,X,O,O,X
LOITZJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOITZSJ,O,O,O,O,O,X,X,X,X,X,O,O,X
LOIJTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LOIJTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOIJSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
LOIJSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LOIJZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOIJZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LOISTJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
LOISTZJ,X,O,O,O,O,X,X,X,X,X,O,O,X
LOISJTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
LOISJZT,O,X,O,X,O,X,X,X,X,X,X,X,X
LOISZTJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LOISZJT,O,O,O,O,O,X,X,X,X,X,X,X,X
LOIZTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOIZTSJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LOIZJTS,O,O,X,O,O,X,X,O,X,X,X,X,X
LOIZJST,O,O,X,O,O,X,X,O,X,X,X,X,X
LOIZSTJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LOIZSJT,O,O,O,O,O,X,X,X,X,X,X,X,X
LOJTISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LOJTIZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJTSIZ,X,O,O,X,O,O,X,X,X,X,X,X,X
LOJTSZI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOJTZIS,O,O,X,O,O,O,X,O,X,X,X,X,X
LOJTZSI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOJITSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LOJITZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJISTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
LOJISZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJIZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJIZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LOJSTIZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOJSTZI,O,O,O,O,O,X,X,O,X,X,X,X,X
LOJSITZ,X,X,O,X,O,X,X,X,X,X,X,X,X
LOJSIZT,O,X,O,X,O,X,X,O,X,X,X,X,X
LOJSZTI,O,O,O,O,O,X,X,O,X,X,X,X,X
LOJSZIT,O,O,O,O,O,X,X,O,X,X,X,X,X
LOJZTIS,O,O,X,O,O,O,X,O,X,X,X,X,X
LOJZTSI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOJZITS,O,O,X,O,O,O,X,O,X,X,X,X,X
LOJZIST,O,O,X,O,O,X,X,O,X,X,X,X,X
LOJZSTI,O,O,O,O,O,X,X,O,X,X,X,X,X
LOJZSIT,O,O,O,O,X,X,X,O,X,X,X,X,X
LOSTIJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
LOSTIZJ,X,O,O,O,O,X,X,X,X,X,O,X,X
LOSTJIZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOSTJZI,X,O,O,O,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,O,O,O,X,X,X,O,O,O,X,X
LOSTZJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LOSITJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
LOSITZJ,X,O,O,O,O,X,X,X,X,X,O,X,X
LOSIJTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
LOSIJZT,O,X,O,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LOSIZJT,O,O,O,O,O,X,X,X,X,X,X,X,X
LOSJTIZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOSJTZI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOSJITZ,X,X,O,X,O,X,X,X,X,X,X,X,X
LOSJIZT,O,X,O,X,O,X,X,X,X,X,X,X,X
LOSJZTI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOSJZIT,O,O,O,O,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LOSZTJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LOSZITJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LOSZIJT,O,O,O,O,O,X,X,X,X,X,X,X,X
LOSZJTI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOSZJIT,O,O,O,O,O,X,X,X,X,X,X,X,X
LOZTIJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOZTISJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LOZTJIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOZTJSI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LOZTSJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LOZITJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LOZITSJ,O,O,O,O,O,X,X,X,O,O,O,O,X
LOZIJTS,O,O,X,O,O,O,X,O,X,X,X,X,X
LOZIJST,O,O,X,O,O,X,X,O,X,X,X,X,X
LOZISTJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LOZISJT,O,O,O,O,O,X,X,X,X,X,X,X,X
LOZJTIS,O,O,X,O,O,O,X,O,X,X,X,X,X
LOZJTSI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOZJITS,O,O,X,O,O,O,X,O,X,X,X,X,X
LOZJIST,O,O,X,O,O,X,X,O,X,X,X,X,X
LOZJSTI,O,O,O,O,O,X,X,O,X,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X,O,X,X,X,X,X
LOZSTIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LOZSTJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LOZSITJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LOZSIJT,O,O,O,O,O,X,X,X,X,X,X,X,X
LOZSJTI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTILSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTILZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JTILZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
JTILOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTILOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JTISLZO,X,X,X,X,O,O,O,X,X,X,X,X,X
JTISLOZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JTISZLO,X,X,X,X,X,O,O,X,X,X,X,O,X
JTISZOL,X,X,X,X,X,O,O,X,X,X,X,O,X
JTISOLZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JTISOZL,X,X,X,X,O,O,O,X,X,X,X,X,X
JTIZLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JTIZLOS,O,X,X,X,O,O,X,O,X,X,X,X,X
JTIZSLO,X,X,X,X,X,O,O,X,X,X,X,O,X
JTIZSOL,X,X,X,X,X,O,O,O,X,X,X,O,X
JTIZOLS,X,X,X,X,O,O,X,O,X,X,X,X,X
JTIZOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
JTIOLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTIOLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
JTIOSZL,X,X,X,X,O,O,X,X,X,X,O,O,X
JTIOZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
JTIOZSL,X,X,X,X,O,O,X,O,X,X,X,O,X
JTLISZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLISOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLIZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JTLIZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
JTLIOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLIOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JTLSIZO,X,O,O,X,O,O,O,X,X,X,X,X,X
JTLSIOZ,X,O,X,X,O,O,O,X,X,X,X,X,X
JTLSZIO,O,O,O,O,O,O,O,O,X,X,X,X,O
JTLSZOI,O,O,O,O,O,O,O,O,X,X,X,X,O
JTLSOIZ,X,O,X,X,O,O,O,X,X,X,X,X,X
JTLSOZI,O,O,X,X,O,O,O,O,X,X,X,X,X
JTLZISO,O,X,X,O,O,X,X,O,X,X,X,X,X
JTLZIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JTLZSIO,O,O,O,O,O,O,O,O,X,X,X,X,O
JTLZSOI,O,O,O,O,O,O,O,O,X,X,X,X,O
JTLZOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JTLZOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
JTLOISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLOIZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JTLOSIZ,X,O,X,X,O,O,X,X,X,X,X,X,X
JTLOSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
JTLOZIS,O,O,X,X,O,O,X,O,X,X,X,X,X
JTLOZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JTSILZO,X,X,X,X,O,O,O,X,X,X,X,X,X
JTSILOZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JTSIZLO,X,X,X,X,X,O,O,X,X,X,X,O,X
JTSIZOL,X,X,X,X,X,O,O,X,X,X,X,O,X
JTSIOLZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JTSIOZL,X,X,X,X,O,O,O,X,X,X,X,X,X
JTSLIZO,X,O,X,X,O,O,O,X,X,X,X,X,X
JTSLIOZ,X,O,X,X,O,O,O,X,X,X,X,X,X
JTSLZIO,X,O,X,X,O,O,O,X,X,X,X,X,X
JTSLZOI,X,O,X,X,O,O,O,X,X,X,X,X,X
JTSLOIZ,X,O,X,X,O,O,O,X,X,X,X,X,X
JTSLOZI,X,O,X,X,O,O,O,X,X,X,X,X,X
JTSZILO,X,X,X,X,X,O,O,X,X,X,X,O,X
JTSZIOL,X,X,X,X,X,O,O,X,X,X,X,O,X
JTSZLIO,X,O,O,X,X,O,O,X,X,X,X,X,X
JTSZLOI,X,O,O,X,X,O,O,X,X,X,X,X,X
JTSZOIL,X,X,X,X,X,O,O,X,X,X,X,X,X
JTSZOLI,X,X,O,X,X,O,O,X,X,X,X,X,X
JTSOILZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JTSOIZL,X,X,X,X,O,O,O,X,X,X,X,X,X
JTSOLIZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JTSOLZI,X,X,X,X,O,O,O,X,X,X,X,X,X
JTSOZIL,X,X,X,X,O,O,O,X,X,X,X,X,X
JTSOZLI,X,X,X,X,O,O,O,X,X,X,X,X,X
JTZILSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JTZILOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JTZISLO,X,X,X,X,X,O,O,X,X,X,X,O,X
JTZISOL,X,X,X,X,X,O,O,O,X,X,X,O,X
JTZIOLS,X,O,X,X,O,O,X,O,X,X,X,X,X
JTZIOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
JTZLISO,O,X,X,O,O,X,X,O,X,X,X,X,X
JTZLIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JTZLSIO,O,O,O,O,O,O,O,O,X,X,X,X,O
JTZLSOI,O,O,O,O,O,O,O,O,X,X,X,X,O
JTZLOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JTZLOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
JTZSILO,X,X,X,X,X,O,O,X,X,X,X,O,X
JTZSIOL,X,X,X,X,X,O,O,O,X,X,X,O,X
JTZSLIO,X,O,O,X,X,O,O,X,X,X,X,X,X
JTZSLOI,X,O,O,X,X,O,O,X,X,X,X,X,X
JTZSOIL,X,X,X,X,X,O,O,O,X,X,X,X,X
JTZSOLI,X,X,O,X,X,O,O,O,X,X,X,X,X
JTZOILS,X,O,X,X,O,O,X,O,X,X,X,X,X
JTZOISL,X,X,X,X,O,O,X,O,X,X,O,O,X
JTZOLIS,X,O,X,X,O,O,X,O,X,X,X,X,X
JTZOLSI,X,O,X,X,O,O,X,O,X,X,X,X,X
JTZOSIL,X,X,X,X,O,O,O,O,X,X,O,O,X
JTZOSLI,X,X,O,X,O,O,O,O,X,X,X,X,X
JTOILSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTOILZS,X,X,X,X,O,X,X,O,X,X,X,X,X
JTOISLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
JTOISZL,X,X,X,X,O,O,X,X,X,X,O,O,X
JTOIZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
JTOIZSL,X,X,X,X,O,O,X,O,X,X,O,O,X
JTOLISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTOLIZS,X,X,X,X,O,X,X,O,X,X,X,X,X
JTOLSIZ,X,O,X,X,O,O,X,X,X,X,X,X,X
JTOLSZI,X,O,X,X,O,O,X,O,X,X,X,X,X
JTOLZIS,X,O,X,X,O,O,X,O,X,X,X,X,X
JTOLZSI,X,O,X,X,O,O,X,O,X,X,X,X,X
JTOSILZ,X,X,X,X,O,O,O,X,X,X,O,X,X
JTOSIZL,X,X,X,X,O,O,O,X,X,X,O,O,X
JTOSLIZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JTOSLZI,X,X,X,X,O,O,O,X,X,X,X,X,X
JTOSZIL,X,X,X,X,O,O,O,X,X,X,O,O,X
JTOSZLI,X,X,O,X,O,O,O,X,X,X,X,X,X
JTOZILS,X,O,X,X,O,O,X,O,X,X,X,X,X
JTOZISL,X,X,X,X,O,O,X,O,X,X,O,O,X
JTOZLIS,X,O,X,X,O,O,X,O,X,X,X,X,X
JTOZLSI,X,O,X,X,O,O,X,O,X,X,X,X,X
JTOZSIL,X,X,X,X,O,O,O,O,X,X,O,O,X
JTOZSLI,X,X,O,X,O,O,O,O,X,X,X,X,X
JITLSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JITLZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JITLZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
JITLOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JITLOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JITSLZO,X,X,X,X,O,O,O,X,X,X,X,X,X
JITSLOZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JITSZLO,X,X,X,X,X,O,O,X,X,X,X,O,X
JITSZOL,X,X,X,X,X,O,O,X,X,X,X,O,X
JITSOLZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JITSOZL,X,X,X,X,O,O,O,X,X,X,X,X,X
JITZLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JITZLOS,O,X,X,X,O,O,X,O,X,X,X,X,X
JITZSLO,X,X,X,X,X,O,O,X,X,X,X,O,X
JITZSOL,X,X,X,X,X,O,O,O,X,X,X,O,X
JITZOLS,X,X,X,X,O,O,X,O,X,X,X,X,X
JITZOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
JITOLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JITOLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
JITOSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
JITOSZL,X,X,X,X,O,O,X,X,X,X,O,O,X
JITOZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
JITOZSL,X,X,X,X,O,O,X,O,X,X,X,O,X
JILTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JILTZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
JILTOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JILSTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILSTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JILSZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JILSZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
