sequence,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFahBUdBFeB5?mBTnBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8JeT7IvhFxdB0hBliBX?hBmqBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFRcBFeBThB6?nB8rBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jei7IvhFFdBXeBGhBT?nBxqBUrB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgB3iBO?rBTlBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgB3iBK?rBWxBTqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex9IvhF0gBlhB3iBT?lBOrBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex8IvhFXeBlgBUiBO?rBTlBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgBunBi?mBTlB3rB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex8IvhFXeBlgBUiBK?rBWxBTqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFRcBThBliB8?rBCoBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8JeT7IvhFuhBliB3lB8?rBZmBCtB
STIZJLO,O,X,O,O,X,X,O,X,O,X,X,X
STIZJOL,O,X,O,X,X,X,O,X,X,X,O,X
STIZOLJ,O,X,O,X,X,X,O,X,X,X,O,X
STIZOJL,X,X,O,X,X,X,O,X,X,X,O,X
STIOLJZ,O,O,O,O,X,X,X,X,X,X,X,X
STIOLZJ,O,O,O,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,O,O,X,X,X,X,X,X,X,X
STIOJZL,O,X,O,O,X,X,X,X,X,X,X,X
STIOZLJ,O,X,O,O,X,X,O,X,X,X,X,X
STIOZJL,O,X,O,O,X,X,O,X,X,X,X,X
STLIJZO,O,O,O,O,O,O,O,X,O,O,X,X
STLIJOZ,O,O,O,O,O,O,X,X,O,X,X,X
STLIZJO,O,X,O,O,X,X,O,O,O,X,X,X
STLIZOJ,O,O,O,X,X,X,O,X,X,X,X,X
STLIOJZ,O,O,O,O,X,X,X,X,X,X,X,X
STLIOZJ,O,O,O,O,X,X,O,X,X,X,X,X
STLJIZO,O,O,O,O,O,O,O,O,O,O,X,X
STLJIOZ,O,O,O,O,O,O,X,X,O,X,X,X
STLJZIO,O,O,O,X,O,O,O,O,O,O,X,X
STLJZOI,O,O,O,X,O,O,O,O,O,O,O,X
STLJOIZ,O,O,O,O,O,O,X,X,O,X,X,X
STLJOZI,O,O,O,X,O,O,X,O,O,O,X,X
STLZIJO,O,X,O,O,X,X,O,O,O,X,X,X
STLZIOJ,O,O,O,X,X,X,O,X,X,X,X,X
STLZJIO,O,X,O,X,X,O,O,O,O,O,X,X
STLZJOI,O,X,O,X,X,O,O,O,O,O,O,X
STLZOIJ,O,O,O,O,X,X,O,X,X,X,O,X
STLZOJI,O,O,O,X,X,X,O,O,O,X,O,X
STLOIJZ,O,O,O,O,X,X,X,X,X,X,X,X
STLOIZJ,O,O,O,O,X,X,O,X,X,X,X,X
STLOJIZ,O,O,O,O,X,O,X,X,O,X,X,X
STLOJZI,O,O,O,X,X,O,X,X,O,O,X,X
STLOZIJ,O,O,O,O,X,X,O,X,X,X,X,X
STLOZJI,O,O,O,X,X,X,O,O,O,X,X,X
STJILZO,O,O,O,O,O,O,X,X,O,X,X,X
STJILOZ,O,O,O,O,O,O,X,X,O,X,X,X
STJIZLO,O,X,O,O,O,O,O,O,O,X,X,X
STJIZOL,O,X,O,X,O,X,O,O,X,X,O,X
STJIOLZ,O,O,O,O,O,X,X,X,X,X,X,X
STJIOZL,O,X,O,X,O,X,X,X,X,X,X,X
STJLIZO,O,O,O,O,O,O,X,O,O,O,X,X
STJLIOZ,O,O,O,O,O,O,X,X,O,X,X,X
STJLZIO,O,O,O,X,O,O,X,O,O,O,X,X
STJLZOI,O,O,O,X,O,O,X,O,O,O,O,X
STJLOIZ,O,O,O,O,O,O,X,X,O,X,X,X
STJLOZI,O,O,O,X,O,O,X,O,O,O,X,X
STJZILO,O,X,O,X,O,O,O,O,O,O,X,X
STJZIOL,O,X,O,X,O,X,O,O,X,X,O,X
STJZLIO,O,X,O,X,O,O,O,O,O,O,X,X
STJZLOI,O,X,O,X,O,O,O,O,O,O,O,X
STJZOIL,O,X,O,X,O,X,O,O,X,X,O,X
STJZOLI,O,X,O,X,O,X,O,O,O,X,O,X
STJOILZ,O,O,O,O,O,X,X,X,X,X,X,X
STJOIZL,O,X,O,O,O,X,X,X,X,X,X,X
STJOLIZ,O,O,O,O,O,X,X,X,O,X,X,X
STJOLZI,O,O,O,X,O,X,X,X,O,X,X,X
STJOZIL,O,X,O,X,O,X,X,O,X,X,O,X
STJOZLI,O,X,O,X,O,X,X,O,O,X,O,X
STZILJO,O,X,O,O,X,X,O,X,O,X,X,X
STZILOJ,O,X,O,X,X,X,O,X,X,X,X,X
STZIJLO,O,X,O,O,X,X,O,X,O,X,X,O
STZIJOL,X,X,O,X,X,X,O,X,X,X,O,O
STZIOLJ,O,X,O,X,X,X,O,X,X,X,O,X
STZIOJL,X,X,O,X,X,X,O,X,X,X,O,O
STZLIJO,O,X,O,O,X,X,O,O,O,X,X,X
STZLIOJ,O,X,O,X,X,X,O,X,X,X,X,X
STZLJIO,O,X,O,X,X,O,O,O,O,O,X,O
STZLJOI,O,X,O,X,X,O,O,O,O,O,O,O
STZLOIJ,O,X,O,O,X,X,O,X,X,X,O,X
STZLOJI,O,X,O,X,X,X,O,O,O,X,O,O
STZJILO,O,X,O,X,O,X,O,O,O,X,X,O
STZJIOL,O,X,O,X,O,X,O,O,X,X,O,O
STZJLIO,O,X,O,X,O,X,O,O,O,X,X,O
STZJLOI,O,X,O,X,O,X,O,O,O,X,O,O
STZJOIL,O,X,O,X,O,X,O,O,X,X,O,O
STZJOLI,O,X,O,X,O,X,O,O,O,X,O,O
STZOILJ,O,X,O,O,X,X,O,X,X,X,O,X
STZOIJL,O,X,O,O,X,X,O,X,X,X,O,O
STZOLIJ,O,X,O,O,X,X,O,X,X,X,O,X
STZOLJI,O,X,O,X,X,X,O,X,O,X,O,O
STZOJIL,O,X,O,X,X,X,O,X,X,X,O,O
STZOJLI,O,X,O,X,X,X,O,X,O,X,O,O
STOILJZ,O,O,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,O,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,O,O,X,X,X,X,X,X,X,X
STOIJZL,O,X,O,O,X,X,X,X,X,X,X,X
STOIZLJ,O,X,O,O,X,X,O,X,X,X,X,X
STOIZJL,O,X,O,O,X,X,O,X,X,X,X,X
STOLIJZ,O,O,O,O,X,X,X,X,X,X,X,X
STOLIZJ,O,O,O,O,X,X,X,X,X,X,X,X
STOLJIZ,O,O,O,O,X,X,X,X,O,X,X,X
STOLJZI,O,O,O,X,X,X,X,X,O,O,X,X
STOLZIJ,O,O,O,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,X,X,X,O,O,X,X,X
STOJILZ,O,O,O,O,O,X,X,X,X,X,X,X
STOJIZL,O,X,O,O,O,X,X,X,X,X,X,X
STOJLIZ,O,O,O,O,O,X,X,X,O,X,X,X
STOJLZI,O,O,O,X,O,X,X,X,O,X,X,X
STOJZIL,O,X,O,X,O,X,X,O,X,X,O,X
STOJZLI,O,X,O,X,O,X,X,O,O,X,O,X
STOZILJ,O,X,O,O,X,X,O,X,X,X,O,X
STOZIJL,O,X,O,O,X,X,O,X,X,X,O,O
STOZLIJ,O,X,O,O,X,X,O,X,X,X,O,X
STOZLJI,O,X,X,X,X,X,O,X,O,X,O,O
STOZJIL,O,X,O,X,X,X,O,X,X,X,O,O
STOZJLI,O,X,O,X,X,X,O,X,O,X,O,O
SITLJZO,O,O,O,O,O,X,O,X,O,O,X,X
SITLJOZ,O,O,O,O,O,X,X,X,O,X,X,X
SITLZJO,O,X,O,O,X,X,O,O,O,X,X,X
SITLZOJ,O,O,O,X,X,X,O,X,X,X,X,X
SITLOJZ,O,O,O,O,X,X,X,X,X,X,X,X
SITLOZJ,O,O,O,O,X,X,O,X,X,X,X,X
SITJLZO,O,O,O,O,O,O,X,X,O,X,X,X
SITJLOZ,O,O,O,O,O,O,X,X,O,X,X,X
SITJZLO,O,X,O,O,O,O,O,O,O,X,X,X
SITJZOL,O,X,O,X,O,X,O,O,X,X,O,X
SITJOLZ,O,O,O,O,O,X,X,X,X,X,X,X
SITJOZL,O,X,O,X,O,X,X,X,X,X,X,X
SITZLJO,O,X,O,O,X,X,O,X,O,X,X,X
SITZLOJ,O,X,O,X,X,X,O,X,X,X,X,X
SITZJLO,O,X,O,O,X,X,O,X,O,X,X,X
SITZJOL,O,X,O,X,X,X,O,X,X,X,O,X
SITZOLJ,O,X,O,X,X,X,O,X,X,X,O,X
SITZOJL,X,X,O,X,X,X,O,X,X,X,O,X
SITOLJZ,O,O,O,O,X,X,X,X,X,X,X,X
SITOLZJ,O,O,O,O,X,X,X,X,X,X,X,X
SITOJLZ,O,O,O,O,X,X,X,X,X,X,X,X
SITOJZL,O,X,O,O,X,X,X,X,X,X,X,X
SITOZLJ,O,X,O,O,X,X,O,X,X,X,X,X
SITOZJL,O,X,O,O,X,X,O,X,X,X,X,X
SILTJZO,O,O,O,O,O,O,O,X,O,O,X,X
SILTJOZ,O,O,O,O,O,O,X,X,O,X,X,X
SILTZJO,O,X,O,O,X,X,O,O,O,X,X,X
SILTZOJ,O,O,O,X,X,X,O,X,X,X,X,X
SILTOJZ,O,O,O,O,X,X,X,X,X,X,X,X
SILTOZJ,O,O,O,O,X,X,O,X,X,X,X,X
SILJTZO,O,O,O,O,O,O,O,O,O,O,X,X
SILJTOZ,O,O,O,O,O,O,X,X,O,X,X,X
SILJZTO,O,X,O,O,O,O,O,O,O,O,X,X
SILJZOT,O,X,O,X,O,O,X,O,O,O,X,X
SILJOTZ,O,O,O,O,O,O,X,X,O,X,X,X
SILJOZT,O,X,X,O,O,O,X,X,O,X,X,X
SILZTJO,O,X,O,O,X,X,O,O,O,X,X,X
SILZTOJ,O,X,O,X,X,X,O,X,X,X,X,X
SILZJTO,O,X,O,O,O,X,O,X,O,X,X,X
SILZJOT,X,X,O,X,O,X,X,X,O,X,X,X
SILZOTJ,O,X,O,X,X,X,O,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,O,O,O,O,X,X,X,X,X,X,X,X
SILOTZJ,O,O,O,O,X,X,O,X,X,X,X,X
SILOJTZ,O,O,X,O,O,X,X,X,X,X,X,X
SILOJZT,O,X,X,O,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,X,O,X,X,X,X,X
SILOZJT,O,X,X,O,X,X,X,X,X,X,X,X
SIJTLZO,O,O,O,O,O,O,X,X,O,X,X,X
SIJTLOZ,O,O,O,O,O,O,X,X,O,X,X,X
SIJTZLO,O,X,O,O,O,O,O,O,O,X,X,X
SIJTZOL,O,X,O,X,O,X,O,O,X,X,O,X
SIJTOLZ,O,O,O,O,O,X,X,X,X,X,X,X
SIJTOZL,O,X,O,X,O,X,X,X,X,X,X,X
SIJLTZO,O,O,O,O,O,O,O,X,O,O,X,X
SIJLTOZ,O,O,O,O,O,O,X,X,O,X,X,X
SIJLZTO,O,X,O,O,O,O,O,X,O,O,X,X
SIJLZOT,O,X,O,X,O,O,X,X,O,O,X,X
SIJLOTZ,O,O,O,O,O,O,X,X,O,X,X,X
SIJLOZT,O,X,X,O,O,O,X,X,O,X,X,X
SIJZTLO,O,X,O,O,O,O,O,O,X,O,X,X
SIJZTOL,O,X,O,X,O,X,O,O,X,X,O,X
SIJZLTO,O,X,O,O,O,O,O,O,O,O,X,X
SIJZLOT,O,X,O,X,X,O,X,X,O,O,X,X
SIJZOTL,O,X,O,X,O,X,X,O,X,X,O,X
SIJZOLT,O,X,O,X,X,O,X,X,X,O,O,X
SIJOTLZ,O,O,O,O,O,X,X,X,X,X,X,X
SIJOTZL,O,X,O,O,O,X,X,X,X,X,X,X
SIJOLTZ,O,O,O,O,X,O,X,X,O,X,X,X
SIJOLZT,O,X,X,O,X,O,X,X,O,X,X,X
SIJOZTL,O,X,O,O,O,X,X,X,X,X,X,X
SIJOZLT,O,X,X,O,X,O,X,X,X,X,X,X
SIZTLJO,O,X,O,O,X,X,O,X,X,X,X,X
SIZTLOJ,O,X,O,X,X,X,O,X,X,X,X,X
SIZTJLO,O,X,O,O,X,X,O,X,X,X,X,O
SIZTJOL,O,X,O,X,X,X,O,X,X,X,O,O
SIZTOLJ,O,X,O,X,X,X,O,X,X,X,O,X
SIZTOJL,X,X,O,X,X,X,O,X,X,X,O,O
SIZLTJO,O,X,O,O,X,X,O,X,X,X,X,X
SIZLTOJ,O,X,O,X,X,X,O,X,X,X,X,X
SIZLJTO,O,X,O,O,O,X,O,X,X,X,X,X
SIZLJOT,X,X,O,X,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,O,X,X,X,O,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,O,O,O,O,O,X,X,X,X,O
SIZJTOL,O,X,O,X,O,X,O,X,X,X,O,O
SIZJLTO,O,X,O,O,O,O,O,X,X,X,X,X
SIZJLOT,O,X,O,X,X,O,X,X,X,X,X,X
SIZJOTL,O,X,O,X,O,X,X,X,X,X,O,O
SIZJOLT,O,X,O,X,X,O,X,X,X,X,O,X
SIZOTLJ,O,X,O,X,X,X,O,X,X,X,O,X
SIZOTJL,O,X,O,X,X,X,O,X,X,X,O,O
SIZOLTJ,O,X,O,X,X,X,O,X,X,X,O,X
SIZOLJT,O,X,O,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,X,X,X,X,X,O,O
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,O,O,X,X,X,X,X,X,X,X
SIOTJZL,O,X,O,O,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,O,X,X,O,X,X,X,X,X
SIOTZJL,O,X,O,O,X,X,O,X,X,X,X,X
SIOLTJZ,O,O,O,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,O,X,X,O,X,X,X,X,X
SIOLJTZ,O,O,X,O,O,X,X,X,X,X,X,X
SIOLJZT,O,X,X,O,O,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,O,X,X,O,X,X,X,X,X
SIOLZJT,O,X,X,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,O,O,X,X,X,X,X,X,X
SIOJTZL,O,X,O,O,O,X,X,X,X,X,X,X
SIOJLTZ,O,O,O,O,X,O,X,X,X,X,X,X
SIOJLZT,O,X,X,O,X,O,X,X,X,X,X,X
SIOJZTL,O,X,O,O,O,X,X,X,X,X,X,X
SIOJZLT,O,X,X,O,X,O,X,X,X,X,X,X
SIOZTLJ,O,X,O,O,X,X,O,X,X,X,X,X
SIOZTJL,O,X,O,O,X,X,O,X,X,X,X,O
SIOZLTJ,O,X,X,O,X,X,O,X,X,X,X,X
SIOZLJT,O,X,X,O,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,O,X,X,X,X,X,X,X,O
SIOZJLT,O,X,X,O,X,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,O,O,O,X,O,O,X,X
SLTIJOZ,O,O,O,O,O,O,X,X,O,X,X,X
SLTIZJO,O,X,O,O,X,X,O,O,O,X,X,X
SLTIZOJ,O,O,O,X,X,X,O,X,X,X,X,X
SLTIOJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,O,O,X,X,O,X,X,X,X,X
SLTJIZO,O,O,O,O,O,O,O,O,O,O,X,X
SLTJIOZ,O,O,O,O,O,O,X,X,O,X,X,X
SLTJZIO,O,O,O,X,O,O,O,O,O,O,X,X
SLTJZOI,O,O,O,X,O,O,O,O,O,O,O,X
SLTJOIZ,O,O,O,O,O,O,X,X,O,X,X,X
SLTJOZI,O,O,O,X,O,O,X,O,O,O,X,X
SLTZIJO,O,X,O,O,X,X,O,O,O,X,X,X
SLTZIOJ,O,O,O,X,X,X,O,X,X,X,X,X
SLTZJIO,O,X,O,X,X,O,O,O,O,O,X,X
SLTZJOI,O,X,O,X,X,O,O,O,O,O,O,X
SLTZOIJ,O,O,O,O,X,X,O,X,X,X,O,X
SLTZOJI,O,O,O,X,X,X,O,O,O,X,O,X
SLTOIJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,O,X,X,O,X,X,X,X,X
SLTOJIZ,O,O,O,O,X,O,X,X,O,X,X,X
SLTOJZI,O,O,O,X,X,O,X,X,O,O,X,X
SLTOZIJ,O,O,O,O,X,X,O,X,X,X,X,X
SLTOZJI,O,O,O,X,X,X,O,O,O,X,X,X
SLITJZO,O,O,O,O,O,O,O,X,O,O,X,X
SLITJOZ,O,O,O,O,O,O,X,X,O,X,X,X
SLITZJO,O,X,O,O,X,X,O,O,O,X,X,X
SLITZOJ,O,O,O,X,X,X,O,X,X,X,X,X
SLITOJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLITOZJ,O,O,O,O,X,X,O,X,X,X,X,X
SLIJTZO,O,O,O,O,O,O,O,O,O,O,X,X
SLIJTOZ,O,O,O,O,O,O,X,X,O,X,X,X
SLIJZTO,O,X,O,O,O,O,O,O,O,O,X,X
SLIJZOT,O,X,O,X,O,O,X,O,O,O,X,X
SLIJOTZ,O,O,O,O,O,O,X,X,O,X,X,X
SLIJOZT,O,X,X,O,O,O,X,X,O,X,X,X
SLIZTJO,O,X,O,O,X,X,O,O,O,X,X,X
SLIZTOJ,O,X,O,X,X,X,O,X,X,X,X,X
SLIZJTO,O,X,O,O,O,X,O,X,O,X,X,X
SLIZJOT,X,X,O,X,O,X,X,X,O,X,X,X
SLIZOTJ,O,X,O,X,X,X,O,X,X,X,X,X
SLIZOJT,O,X,O,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,O,O,X,X,O,X,X,X,X,X
SLIOJTZ,O,O,X,O,O,X,X,X,X,X,X,X
SLIOJZT,O,X,X,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,X,O,X,X,X,X,X
SLIOZJT,O,X,X,O,X,X,X,X,X,X,X,X
SLJTIZO,O,O,O,O,O,O,O,O,O,O,X,X
SLJTIOZ,O,O,O,O,O,O,X,X,O,X,X,X
SLJTZIO,O,O,O,X,O,O,O,O,O,O,X,X
SLJTZOI,O,O,O,X,O,O,O,O,O,O,O,X
SLJTOIZ,O,O,O,O,O,O,X,X,O,X,X,X
SLJTOZI,O,O,O,X,O,O,X,O,O,O,X,X
SLJITZO,O,O,O,O,O,O,O,O,O,O,X,X
SLJITOZ,O,O,O,O,O,O,X,X,O,X,X,X
SLJIZTO,O,X,O,O,O,O,O,O,O,O,X,X
SLJIZOT,O,X,O,X,O,O,X,O,O,O,X,X
SLJIOTZ,O,O,O,O,O,O,X,X,O,X,X,X
SLJIOZT,O,X,X,X,O,O,X,X,O,X,X,X
SLJZTIO,O,O,O,X,O,O,O,O,O,O,X,X
SLJZTOI,O,O,O,X,O,O,O,O,O,O,O,X
SLJZITO,O,X,O,X,O,O,O,O,O,O,X,X
SLJZIOT,O,X,O,X,O,O,X,O,O,O,X,X
SLJZOTI,O,O,O,X,O,O,X,O,O,O,O,X
SLJZOIT,O,X,O,X,O,O,X,O,O,O,O,X
SLJOTIZ,O,O,O,O,O,O,X,X,O,X,X,X
SLJOTZI,O,O,O,X,O,O,X,O,O,O,X,X
SLJOITZ,O,O,O,O,O,O,X,X,O,X,X,X
SLJOIZT,O,X,X,O,O,O,X,X,O,X,X,X
SLJOZTI,O,O,O,X,O,O,X,O,O,O,X,X
SLJOZIT,O,X,O,X,O,O,X,O,O,O,X,X
SLZTIJO,O,X,O,O,X,X,O,O,O,X,X,X
SLZTIOJ,O,O,O,X,X,X,O,X,X,X,X,X
SLZTJIO,O,X,O,X,X,O,O,O,O,O,X,O
SLZTJOI,O,X,O,X,X,O,O,O,O,O,O,O
SLZTOIJ,O,O,O,O,X,X,O,X,X,X,O,X
SLZTOJI,O,O,O,X,X,X,O,O,O,X,O,O
SLZITJO,O,X,O,O,X,X,O,O,O,X,X,X
SLZITOJ,O,X,O,X,X,X,O,X,X,X,X,X
SLZIJTO,O,X,O,O,O,X,O,X,O,X,X,X
SLZIJOT,X,X,O,X,O,X,X,X,O,X,X,X
SLZIOTJ,O,X,O,X,X,X,O,X,X,X,X,X
SLZIOJT,O,X,O,X,X,X,X,X,X,X,X,X
SLZJTIO,O,X,O,X,O,O,O,O,O,O,X,O
SLZJTOI,O,X,O,X,O,O,O,O,O,O,O,O
SLZJITO,O,X,O,X,O,O,O,O,O,O,X,X
SLZJIOT,O,X,O,X,O,O,X,O,O,O,X,X
SLZJOTI,O,X,O,X,O,O,X,O,O,O,O,O
SLZJOIT,O,X,O,X,O,O,X,O,O,O,O,X
SLZOTIJ,O,O,O,O,X,X,O,X,X,X,O,X
SLZOTJI,O,O,O,X,X,X,O,O,O,X,O,O
SLZOITJ,O,X,O,O,X,X,O,X,X,X,O,X
SLZOIJT,O,X,O,O,X,X,X,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,X,X,O,X,X,O
SLZOJIT,O,X,O,X,X,X,X,X,O,X,X,X
SLOTIJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,O,O,X,X,O,X,X,X,X,X
SLOTJIZ,O,O,O,O,X,O,X,X,O,X,X,X
SLOTJZI,O,O,O,X,X,O,X,X,O,O,X,X
SLOTZIJ,O,O,O,O,X,X,O,X,X,X,X,X
SLOTZJI,O,O,O,X,X,X,O,O,O,X,X,X
SLOITJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,O,O,X,X,O,X,X,X,X,X
SLOIJTZ,O,O,X,O,O,X,X,X,X,X,X,X
SLOIJZT,O,X,X,O,O,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,O,X,X,O,X,X,X,X,X
SLOIZJT,O,X,X,O,X,X,X,X,X,X,X,X
SLOJTIZ,O,O,O,O,O,O,X,X,O,X,X,X
SLOJTZI,O,O,O,X,O,O,X,O,O,O,X,X
SLOJITZ,O,O,O,O,O,O,X,X,O,X,X,X
SLOJIZT,O,X,X,O,O,O,X,X,O,X,X,X
SLOJZTI,O,O,O,X,O,O,X,O,O,O,X,X
SLOJZIT,O,X,O,X,O,O,X,O,O,O,X,X
SLOZTIJ,O,O,O,O,X,X,O,X,X,X,X,X
SLOZTJI,O,O,O,X,X,X,O,O,O,X,X,O
SLOZITJ,O,X,O,O,X,X,O,X,X,X,X,X
SLOZIJT,O,X,O,O,X,X,X,X,X,X,X,X
SLOZJTI,O,X,O,X,X,X,X,X,O,X,X,O
SLOZJIT,O,X,O,X,X,X,X,X,O,X,X,X
SJTILZO,O,O,O,O,O,O,X,X,O,X,X,X
SJTILOZ,O,O,O,O,O,O,X,X,O,X,X,X
SJTIZLO,O,X,O,O,O,O,O,O,O,X,X,X
SJTIZOL,O,X,O,X,O,X,O,O,X,X,O,X
SJTIOLZ,O,O,O,O,O,X,X,X,X,X,X,X
SJTIOZL,O,X,O,X,O,X,X,X,X,X,X,X
SJTLIZO,O,O,O,O,O,O,X,O,O,O,X,X
SJTLIOZ,O,O,O,O,O,O,X,X,O,X,X,X
SJTLZIO,O,O,O,X,O,O,X,O,O,O,X,X
SJTLZOI,O,O,O,X,O,O,X,O,O,O,O,X
SJTLOIZ,O,O,O,O,O,O,X,X,O,X,X,X
SJTLOZI,O,O,O,X,O,O,X,O,O,O,X,X
SJTZILO,O,X,O,X,O,O,O,O,O,O,X,X
SJTZIOL,O,X,O,X,O,X,O,O,X,X,O,X
SJTZLIO,O,X,O,X,O,O,O,O,O,O,X,X
SJTZLOI,O,X,O,X,O,O,O,O,O,O,O,X
SJTZOIL,O,X,O,X,O,X,O,O,X,X,O,X
SJTZOLI,O,X,O,X,O,X,O,O,O,X,O,X
SJTOILZ,O,O,O,O,O,X,X,X,X,X,X,X
SJTOIZL,O,X,O,O,O,X,X,X,X,X,X,X
SJTOLIZ,O,O,O,O,O,X,X,X,O,X,X,X
SJTOLZI,O,O,O,X,O,X,X,X,O,X,X,X
SJTOZIL,O,X,O,X,O,X,X,O,X,X,O,X
SJTOZLI,O,X,O,X,O,X,X,O,O,X,O,X
SJITLZO,O,O,O,O,O,O,X,X,O,X,X,X
SJITLOZ,O,O,O,O,O,O,X,X,O,X,X,X
SJITZLO,O,X,O,O,O,O,O,O,O,X,X,X
SJITZOL,O,X,O,X,O,X,O,O,X,X,O,X
SJITOLZ,O,O,O,O,O,X,X,X,X,X,X,X
SJITOZL,O,X,O,X,O,X,X,X,X,X,X,X
SJILTZO,O,O,O,O,O,O,O,X,O,O,X,X
SJILTOZ,O,O,O,O,O,O,X,X,O,X,X,X
SJILZTO,O,X,O,O,O,O,O,X,O,O,X,X
SJILZOT,O,X,O,X,O,O,X,X,O,O,X,X
SJILOTZ,O,O,O,O,O,O,X,X,O,X,X,X
SJILOZT,O,X,X,X,O,O,X,X,O,X,X,X
SJIZTLO,O,X,O,O,O,O,O,O,X,O,X,X
SJIZTOL,O,X,O,X,O,X,O,O,X,X,O,X
SJIZLTO,O,X,O,O,O,O,O,O,O,O,X,X
SJIZLOT,O,X,O,X,X,O,X,X,O,O,X,X
SJIZOTL,O,X,O,X,O,X,X,O,X,X,O,X
SJIZOLT,O,X,O,X,X,O,X,X,X,O,O,X
SJIOTLZ,O,O,O,O,O,X,X,X,X,X,X,X
SJIOTZL,O,X,O,X,O,X,X,X,X,X,X,X
SJIOLTZ,O,O,O,O,X,O,X,X,O,X,X,X
SJIOLZT,O,X,X,X,X,O,X,X,O,X,X,X
SJIOZTL,O,X,O,X,O,X,X,X,X,X,X,X
SJIOZLT,O,X,X,X,X,O,X,X,X,X,X,X
SJLTIZO,O,O,O,O,O,O,O,O,O,O,X,X
SJLTIOZ,O,O,O,O,O,O,X,X,O,X,X,X
SJLTZIO,O,O,O,X,O,O,O,O,O,O,X,X
SJLTZOI,O,O,O,X,O,O,O,O,O,O,O,X
SJLTOIZ,O,O,O,O,O,O,X,X,O,X,X,X
SJLTOZI,O,O,O,X,O,O,X,O,O,O,X,X
SJLITZO,O,O,O,O,O,O,O,O,O,O,X,X
SJLITOZ,O,O,O,O,O,O,X,X,O,X,X,X
SJLIZTO,O,X,O,O,O,O,O,O,O,O,X,X
SJLIZOT,O,X,O,X,O,O,X,O,O,O,X,X
SJLIOTZ,O,O,O,O,O,O,X,X,O,X,X,X
SJLIOZT,O,X,X,X,O,O,X,X,O,X,X,X
SJLZTIO,O,O,O,X,O,O,O,O,O,O,X,X
SJLZTOI,O,O,O,X,O,O,O,O,O,O,O,X
SJLZITO,O,X,O,X,O,O,O,O,O,O,X,X
SJLZIOT,O,X,O,X,O,O,X,O,O,O,X,X
SJLZOTI,O,O,O,X,O,O,X,O,O,O,O,X
SJLZOIT,O,X,O,X,O,O,X,O,O,O,O,X
SJLOTIZ,O,O,O,O,O,O,X,X,O,X,X,X
SJLOTZI,O,O,O,X,O,O,X,O,O,O,X,X
SJLOITZ,O,O,O,O,O,O,X,X,O,X,X,X
SJLOIZT,O,X,X,O,O,O,X,X,O,X,X,X
SJLOZTI,O,O,O,X,O,O,X,O,O,O,X,X
SJLOZIT,O,X,O,X,O,O,X,O,O,O,X,X
