sequence,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBGeBqnB/?oBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBGjBlmBU?oBXsBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhF+hB0dB6jBV?tBzrB/sB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBCeB+oBl?mBXsB8sB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFUdB1mBXjBG?jBzrBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhF8iB+jB3hBF?iBzrBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBfjB6jBW?tBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBWjBXjBS?tBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBXeB+oB0?mBlnBSxB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcB3iB+oBF?jB0mBSxB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFTeBFiB0mBG?oB3sBCsB
JZTLSIO,X,O,X,X,X,X,O,X,X,O,X
JZTLSOI,X,O,X,X,X,X,O,X,X,O,X
JZTLOIS,X,X,X,X,X,X,O,X,X,O,O
JZTLOSI,X,X,X,X,X,X,O,X,X,O,O
JZTSILO,X,O,X,X,X,X,O,X,X,X,X
JZTSIOL,X,O,X,X,X,X,O,X,X,O,O
JZTSLIO,X,O,X,X,X,X,O,X,X,X,X
JZTSLOI,X,O,X,X,X,X,O,X,X,X,X
JZTSOIL,X,O,X,X,X,X,O,X,X,O,O
JZTSOLI,X,O,X,X,X,X,O,X,X,O,O
JZTOILS,X,X,X,X,X,X,O,X,O,X,O
JZTOISL,X,O,X,X,X,X,O,X,O,O,O
JZTOLIS,X,X,X,X,X,X,O,X,O,X,O
JZTOLSI,X,X,X,X,X,X,O,X,O,X,O
JZTOSIL,X,O,X,X,X,X,O,X,O,O,O
JZTOSLI,X,O,X,X,X,X,O,X,O,O,O
JZITLSO,X,O,X,X,X,X,O,X,X,O,X
JZITLOS,X,X,X,X,X,X,O,X,X,O,O
JZITSLO,X,O,X,X,X,X,O,X,X,X,X
JZITSOL,X,O,X,X,X,X,O,X,X,O,O
JZITOLS,X,X,X,X,X,X,O,X,O,X,O
JZITOSL,X,O,X,X,X,X,O,X,O,O,O
JZILTSO,X,O,X,X,X,X,O,O,X,O,X
JZILTOS,X,X,X,X,X,X,O,O,X,O,O
JZILSTO,O,O,X,X,X,X,O,O,X,O,X
JZILSOT,O,X,X,X,X,X,O,X,X,O,X
JZILOTS,X,X,X,X,X,X,X,O,O,O,O
JZILOST,X,X,X,X,X,X,X,X,X,O,X
JZISTLO,O,O,X,O,X,X,O,X,X,X,O
JZISTOL,X,O,X,O,X,X,O,X,X,O,O
JZISLTO,O,O,X,X,X,X,O,X,X,O,O
JZISLOT,O,X,X,X,X,X,O,X,X,O,O
JZISOTL,X,O,X,X,X,X,O,X,O,O,O
JZISOLT,O,X,X,X,X,X,O,X,X,O,O
JZIOTLS,X,X,O,X,X,X,O,X,O,X,O
JZIOTSL,X,O,O,X,X,X,O,X,O,O,O
JZIOLTS,X,X,X,X,X,X,X,X,O,O,O
JZIOLST,X,X,X,X,X,X,X,X,X,O,X
JZIOSTL,X,O,X,X,X,X,O,X,O,O,O
JZIOSLT,X,X,X,X,X,X,O,X,X,O,O
JZLTISO,X,O,X,X,X,X,O,O,X,O,X
JZLTIOS,X,X,X,X,X,X,O,O,X,O,O
JZLTSIO,X,O,X,X,X,X,O,O,X,O,X
JZLTSOI,X,O,X,X,X,X,O,O,X,O,X
JZLTOIS,X,X,X,X,X,X,O,O,X,O,O
JZLTOSI,X,X,X,X,X,X,O,O,X,O,O
JZLITSO,X,O,X,X,X,X,O,O,X,O,X
JZLITOS,X,X,X,X,X,X,O,O,X,O,O
JZLISTO,O,O,X,X,X,X,O,O,X,O,X
JZLISOT,O,X,X,X,X,X,O,X,X,O,X
JZLIOTS,X,X,X,X,X,X,X,O,O,O,O
JZLIOST,X,X,X,X,X,X,X,X,X,O,X
JZLSTIO,O,O,X,X,X,X,O,O,X,O,X
JZLSTOI,O,O,X,X,X,X,O,O,X,O,X
JZLSITO,O,O,X,X,X,X,O,O,X,O,X
JZLSIOT,O,X,X,X,X,X,O,X,X,O,X
JZLSOTI,O,X,X,X,X,X,O,X,X,O,X
JZLSOIT,O,X,X,X,X,X,O,X,X,O,X
JZLOTIS,X,X,X,X,X,X,X,O,O,O,O
JZLOTSI,X,X,X,X,X,X,X,O,O,O,O
JZLOITS,X,X,X,X,X,X,X,O,O,O,O
JZLOIST,X,X,X,X,X,X,X,X,X,O,X
JZLOSTI,X,X,X,X,X,X,X,X,X,O,X
JZLOSIT,X,X,X,X,X,X,X,X,X,O,X
JZSTILO,O,O,X,O,X,X,O,X,X,X,O
JZSTIOL,X,O,X,O,X,X,O,X,X,O,O
JZSTLIO,O,O,X,O,X,X,O,X,X,X,O
JZSTLOI,O,O,X,O,X,X,O,X,X,X,O
JZSTOIL,X,O,X,O,X,X,O,X,X,O,O
JZSTOLI,X,O,X,O,X,X,O,X,X,O,O
JZSITLO,O,O,X,O,X,X,O,X,X,X,O
JZSITOL,X,O,X,O,X,X,O,X,X,O,O
JZSILTO,O,O,X,X,X,X,O,X,X,O,O
JZSILOT,O,X,X,X,X,X,O,X,X,O,O
JZSIOTL,X,O,X,X,X,X,O,X,O,O,O
JZSIOLT,O,X,X,X,X,X,O,X,X,O,O
JZSLTIO,O,O,X,X,X,X,O,X,X,O,O
JZSLTOI,O,O,X,X,X,X,O,X,X,O,O
JZSLITO,O,O,X,X,X,X,O,X,X,O,O
JZSLIOT,O,X,X,X,X,X,O,X,X,O,O
JZSLOTI,O,X,X,X,X,X,O,X,X,O,O
JZSLOIT,O,X,X,X,X,X,O,X,X,O,O
JZSOTIL,X,O,X,X,X,X,O,X,O,O,O
JZSOTLI,X,O,X,X,X,X,O,X,O,O,O
JZSOITL,X,O,X,X,X,X,O,X,O,O,O
JZSOILT,O,X,X,X,X,X,O,X,X,O,O
JZSOLTI,O,X,X,X,X,X,O,X,X,O,O
JZSOLIT,O,X,X,X,X,X,O,X,X,O,O
JZOTILS,X,X,O,X,X,X,O,X,O,X,O
JZOTISL,X,O,O,X,X,X,O,X,O,O,O
JZOTLIS,X,X,O,X,X,X,O,X,O,X,O
JZOTLSI,X,X,O,X,X,X,O,X,O,X,O
JZOTSIL,X,O,O,X,X,X,O,X,O,O,O
JZOTSLI,X,O,O,X,X,X,O,X,O,O,O
JZOITLS,X,X,O,X,X,X,O,X,O,X,O
JZOITSL,X,O,O,X,X,X,O,X,O,O,O
JZOILTS,X,X,X,X,X,X,X,X,O,O,O
JZOILST,X,X,X,X,X,X,X,X,X,O,X
JZOISTL,X,O,X,X,X,X,O,X,O,O,O
JZOISLT,X,X,X,X,X,X,O,X,X,O,O
JZOLTIS,X,X,X,X,X,X,X,X,O,O,O
JZOLTSI,X,X,X,X,X,X,X,X,O,O,O
JZOLITS,X,X,X,X,X,X,X,X,O,O,O
JZOLIST,X,X,X,X,X,X,X,X,X,O,X
JZOLSTI,X,X,X,X,X,X,X,X,X,O,X
JZOLSIT,X,X,X,X,X,X,X,X,X,O,X
JZOSTIL,X,O,X,X,X,X,O,X,O,O,O
JZOSTLI,X,O,X,X,X,X,O,X,O,O,O
JZOSITL,X,O,X,X,X,X,O,X,O,O,O
JZOSILT,X,X,X,X,X,X,O,X,X,O,O
JZOSLTI,X,X,X,X,X,X,O,X,X,O,O
JZOSLIT,X,X,X,X,X,X,O,X,X,O,O
JOTILSZ,X,X,O,X,O,X,X,X,X,X,X
JOTILZS,X,X,O,X,O,X,X,X,X,X,O
JOTISLZ,X,X,O,X,X,X,X,X,X,X,O
JOTISZL,X,X,O,X,X,X,X,X,X,X,O
JOTIZLS,X,X,O,X,O,X,X,X,X,X,O
JOTIZSL,X,X,O,X,X,X,X,X,X,X,O
JOTLISZ,X,X,O,X,O,X,X,X,X,X,X
JOTLIZS,X,X,O,X,O,X,X,X,X,X,O
JOTLSIZ,X,X,O,X,O,X,X,X,X,X,X
JOTLSZI,X,X,O,X,O,X,X,X,X,X,X
JOTLZIS,X,X,O,X,O,X,X,X,X,X,O
JOTLZSI,X,X,O,X,O,X,X,X,X,X,O
JOTSILZ,X,X,O,X,X,X,X,X,X,X,O
JOTSIZL,X,X,O,X,X,X,X,X,X,X,O
JOTSLIZ,X,X,O,X,X,X,X,X,X,X,O
JOTSLZI,X,X,O,X,X,X,X,X,X,X,O
JOTSZIL,X,X,O,X,X,X,X,X,X,X,O
JOTSZLI,X,X,O,X,X,X,X,X,X,X,O
JOTZILS,X,X,O,X,O,X,X,X,X,X,O
JOTZISL,X,X,O,X,X,X,X,X,X,X,O
JOTZLIS,X,X,O,X,O,X,X,X,X,X,O
JOTZLSI,X,X,O,X,O,X,X,X,X,X,O
JOTZSIL,X,X,O,X,X,X,X,X,X,X,O
JOTZSLI,X,X,O,X,X,X,X,X,X,X,O
JOITLSZ,X,X,O,X,O,X,X,X,X,X,X
JOITLZS,X,X,O,X,O,X,X,X,X,X,O
JOITSLZ,X,X,O,X,X,X,X,X,X,X,O
JOITSZL,X,X,O,X,X,X,X,X,X,X,O
JOITZLS,X,X,O,X,O,X,X,X,X,X,O
JOITZSL,X,X,O,X,X,X,X,X,X,X,O
JOILTSZ,X,X,O,X,O,O,X,X,X,X,X
JOILTZS,X,X,O,X,O,O,X,X,X,X,O
JOILSTZ,X,X,X,X,X,O,X,X,X,O,O
JOILSZT,X,X,X,X,X,O,X,X,X,O,O
JOILZTS,X,X,X,X,X,O,X,X,X,O,O
JOILZST,X,X,X,X,X,O,X,X,X,O,X
JOISTLZ,X,X,O,O,X,X,X,X,X,X,O
JOISTZL,X,X,O,O,X,X,X,X,X,X,O
JOISLTZ,X,X,X,X,X,O,X,X,X,X,O
JOISLZT,X,X,X,X,X,O,O,X,X,X,O
JOISZTL,X,X,X,X,X,X,O,X,X,X,O
JOISZLT,X,X,X,X,X,X,O,X,X,X,O
JOIZTLS,X,X,O,X,X,X,O,X,O,X,O
JOIZTSL,X,X,O,X,X,X,O,X,O,O,O
JOIZLTS,X,X,X,X,X,X,X,X,O,O,O
JOIZLST,X,X,X,X,X,X,X,X,X,O,X
JOIZSTL,X,X,X,X,X,X,O,X,O,O,O
JOIZSLT,X,X,X,X,X,X,O,X,X,O,O
JOLTISZ,X,X,O,X,O,O,X,X,X,X,X
JOLTIZS,X,X,O,X,O,O,X,X,X,X,O
JOLTSIZ,X,X,O,X,O,O,X,X,X,X,X
JOLTSZI,X,X,O,X,O,O,X,X,X,X,X
JOLTZIS,X,X,O,X,O,O,X,X,X,X,O
JOLTZSI,X,X,O,X,O,O,X,X,X,X,O
JOLITSZ,X,X,O,X,O,O,X,X,X,X,X
JOLITZS,X,X,O,X,O,O,X,X,X,X,O
JOLISTZ,X,X,X,X,X,O,X,X,X,O,O
JOLISZT,X,X,X,X,X,O,X,X,X,O,O
JOLIZTS,X,X,X,X,X,O,X,X,X,O,O
JOLIZST,X,X,X,X,X,O,X,X,X,O,X
JOLSTIZ,X,X,X,X,X,O,X,X,X,O,O
JOLSTZI,X,X,X,X,X,O,X,X,X,O,O
JOLSITZ,X,X,X,X,X,O,X,X,X,O,O
JOLSIZT,X,X,X,X,X,O,X,X,X,O,O
JOLSZTI,X,X,X,X,X,O,X,X,X,O,O
JOLSZIT,X,X,X,X,X,O,X,X,X,O,O
JOLZTIS,X,X,X,X,X,O,X,X,X,O,O
JOLZTSI,X,X,X,X,X,O,X,X,X,O,O
JOLZITS,X,X,X,X,X,O,X,X,X,O,O
JOLZIST,X,X,X,X,X,O,X,X,X,O,X
JOLZSTI,X,X,X,X,X,O,X,X,X,O,X
JOLZSIT,X,X,X,X,X,O,X,X,X,O,X
JOSTILZ,X,X,O,O,X,X,X,X,X,X,O
JOSTIZL,X,X,O,O,X,X,X,X,X,X,O
JOSTLIZ,X,X,O,O,X,X,X,X,X,X,O
JOSTLZI,X,X,O,O,X,X,X,X,X,X,O
JOSTZIL,X,X,O,O,X,X,X,X,X,X,O
JOSTZLI,X,X,O,O,X,X,X,X,X,X,O
JOSITLZ,X,X,O,O,X,X,X,X,X,X,O
JOSITZL,X,X,O,O,X,X,X,X,X,X,O
JOSILTZ,X,X,X,X,X,O,X,X,X,X,O
JOSILZT,X,X,X,X,X,O,O,X,X,X,O
JOSIZTL,X,X,X,X,X,X,O,X,X,X,O
JOSIZLT,X,X,X,X,X,X,O,X,X,X,O
JOSLTIZ,X,X,X,X,X,O,X,X,X,X,O
JOSLTZI,X,X,X,X,X,O,X,X,X,X,O
JOSLITZ,X,X,X,X,X,O,X,X,X,X,O
JOSLIZT,X,X,X,X,X,O,O,X,X,X,O
JOSLZTI,X,X,X,X,X,O,O,X,X,X,O
JOSLZIT,X,X,X,X,X,O,O,X,X,X,O
JOSZTIL,X,X,X,X,X,X,O,X,X,X,O
JOSZTLI,X,X,X,X,X,X,O,X,X,X,O
JOSZITL,X,X,X,X,X,X,O,X,X,X,O
JOSZILT,X,X,X,X,X,X,O,X,X,X,O
JOSZLTI,X,X,X,X,X,X,O,X,X,X,O
JOSZLIT,X,X,X,X,X,X,O,X,X,X,O
JOZTILS,X,X,O,X,X,X,O,X,O,X,O
JOZTISL,X,X,O,X,X,X,O,X,O,O,O
JOZTLIS,X,X,O,X,X,X,O,X,O,X,O
JOZTLSI,X,X,O,X,X,X,O,X,O,X,O
JOZTSIL,X,X,O,X,X,X,O,X,O,O,O
JOZTSLI,X,X,O,X,X,X,O,X,O,O,O
JOZITLS,X,X,O,X,X,X,O,X,O,X,O
JOZITSL,X,X,O,X,X,X,O,X,O,O,O
JOZILTS,X,X,X,X,X,X,X,X,O,O,O
JOZILST,X,X,X,X,X,X,X,X,X,O,X
JOZISTL,X,X,X,X,X,X,O,X,O,O,O
JOZISLT,X,X,X,X,X,X,O,X,X,O,O
JOZLTIS,X,X,X,X,X,X,X,X,O,O,O
JOZLTSI,X,X,X,X,X,X,X,X,O,O,O
JOZLITS,X,X,X,X,X,X,X,X,O,O,O
JOZLIST,X,X,X,X,X,X,X,X,X,O,X
JOZLSTI,X,X,X,X,X,X,X,X,X,O,X
JOZLSIT,X,X,X,X,X,X,X,X,X,O,X
JOZSTIL,X,X,X,X,X,X,O,X,O,O,O
JOZSTLI,X,X,X,X,X,X,O,X,O,O,O
JOZSITL,X,X,X,X,X,X,O,X,O,O,O
JOZSILT,X,X,X,X,X,X,O,X,X,O,O
JOZSLTI,X,X,X,X,X,X,O,X,X,O,O
JOZSLIT,X,X,X,X,X,X,O,X,X,O,O
STILJZO,O,X,X,O,O,O,X,X,X,X,X
STILJOZ,X,X,X,O,X,X,X,X,X,X,X
STILZJO,O,O,X,X,O,X,X,X,X,X,X
STILZOJ,O,O,X,X,O,X,X,X,X,X,X
STILOJZ,X,X,O,O,X,X,X,X,X,X,X
STILOZJ,X,O,O,X,O,X,X,X,X,X,X
STIJLZO,O,X,X,O,X,X,X,X,X,X,X
STIJLOZ,X,X,X,O,X,X,X,X,X,X,O
STIJZLO,O,O,X,O,X,X,X,X,X,X,O
STIJZOL,X,O,X,O,X,X,X,X,X,X,O
STIJOLZ,X,X,X,O,X,X,X,X,X,X,O
STIJOZL,X,O,X,O,X,X,X,X,X,X,O
STIZLJO,O,O,X,X,O,X,X,X,X,X,O
STIZLOJ,O,O,X,X,O,X,X,X,X,X,X
STIZJLO,O,O,X,O,X,X,X,X,X,X,O
STIZJOL,X,O,X,O,X,X,X,X,X,X,O
STIZOLJ,X,O,X,X,X,X,X,X,X,X,X
STIZOJL,X,O,X,O,X,X,X,X,X,X,O
STIOLJZ,X,X,O,O,X,O,X,X,X,X,X
STIOLZJ,X,O,O,X,X,X,X,X,X,X,X
STIOJLZ,X,X,O,O,X,X,X,X,X,X,X
STIOJZL,X,O,O,O,X,X,X,X,X,X,X
STIOZLJ,X,O,O,X,X,X,X,X,X,X,X
STIOZJL,X,O,O,O,X,X,X,X,X,X,X
STLIJZO,O,X,X,O,O,O,X,X,X,X,X
STLIJOZ,X,X,X,O,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,O,X,X,X,X,X,X
STLIZOJ,O,O,X,X,O,X,X,X,X,X,X
STLIOJZ,X,X,O,O,X,X,X,X,X,X,X
STLIOZJ,X,O,O,X,O,X,X,X,X,X,X
STLJIZO,O,X,X,O,O,O,X,X,X,X,X
STLJIOZ,X,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,X,X,O,O,O,X,X,X,X,X
STLJZOI,O,X,X,O,O,O,X,X,X,X,X
STLJOIZ,X,X,X,O,X,X,X,X,X,X,X
STLJOZI,X,X,X,O,X,X,X,X,X,X,X
STLZIJO,O,O,X,X,O,X,X,X,X,X,X
STLZIOJ,O,O,X,X,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,O,X,X,X,X,X,X
STLZJOI,O,O,X,X,O,X,X,X,X,X,X
STLZOIJ,O,O,X,X,O,X,X,X,X,X,X
STLZOJI,O,O,X,X,O,X,X,X,X,X,X
STLOIJZ,X,X,O,O,X,X,X,X,X,X,X
STLOIZJ,X,O,O,X,O,X,X,X,X,X,X
STLOJIZ,X,X,O,O,X,X,X,X,X,X,X
STLOJZI,X,X,O,O,X,X,X,X,X,X,X
STLOZIJ,X,O,O,X,O,X,X,X,X,X,X
STLOZJI,X,O,O,X,O,X,X,X,X,X,X
STJILZO,O,X,X,O,X,X,X,X,X,X,X
STJILOZ,X,X,X,O,X,X,X,X,X,X,O
STJIZLO,O,O,X,O,X,X,X,X,X,X,O
STJIZOL,X,O,X,O,X,X,X,X,X,X,O
STJIOLZ,X,X,X,O,X,X,X,X,X,X,O
STJIOZL,X,O,X,O,X,X,X,X,X,X,O
STJLIZO,O,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,X,X,O,X,X,X,X,X,X,O
STJLZIO,O,X,X,O,X,X,X,X,X,X,X
STJLZOI,O,X,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,X,X,X,X,X,X,O
STJLOZI,X,X,X,O,X,X,X,X,X,X,O
STJZILO,O,O,X,O,X,X,X,X,X,X,O
STJZIOL,X,O,X,O,X,X,X,X,X,X,O
STJZLIO,O,O,X,O,X,X,X,X,X,X,O
STJZLOI,O,O,X,O,X,X,X,X,X,X,O
STJZOIL,X,O,X,O,X,X,X,X,X,X,O
STJZOLI,X,O,X,O,X,X,X,X,X,X,O
STJOILZ,X,X,X,O,X,X,X,X,X,X,O
STJOIZL,X,O,X,O,X,X,X,X,X,X,O
STJOLIZ,X,X,X,O,X,X,X,X,X,X,O
STJOLZI,X,X,X,O,X,X,X,X,X,X,O
STJOZIL,X,O,X,O,X,X,X,X,X,X,O
STJOZLI,X,O,X,O,X,X,X,X,X,X,O
STZILJO,O,O,X,X,O,X,X,X,X,X,O
STZILOJ,O,O,X,X,O,X,X,X,X,X,X
STZIJLO,O,O,X,O,X,X,X,X,X,X,O
STZIJOL,X,O,X,O,X,X,X,X,X,X,O
STZIOLJ,X,O,X,X,X,X,X,X,X,X,X
STZIOJL,X,O,X,O,X,X,X,X,X,X,O
STZLIJO,O,O,X,X,O,X,X,X,X,X,O
STZLIOJ,O,O,X,X,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,O,X,X,X,X,X,O
STZLJOI,O,O,X,X,O,X,X,X,X,X,O
STZLOIJ,O,O,X,X,O,X,X,X,X,X,X
STZLOJI,O,O,X,X,O,X,X,X,X,X,X
STZJILO,O,O,X,O,X,X,X,X,X,X,O
STZJIOL,X,O,X,O,X,X,X,X,X,X,O
STZJLIO,O,O,X,O,X,X,X,X,X,X,O
STZJLOI,O,O,X,O,X,X,X,X,X,X,O
STZJOIL,X,O,X,O,X,X,X,X,X,X,O
STZJOLI,X,O,X,O,X,X,X,X,X,X,O
STZOILJ,X,O,X,X,X,X,X,X,X,X,X
STZOIJL,X,O,X,O,X,X,X,X,X,X,O
STZOLIJ,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,X,O,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,X,O,X,X,X,X,X,X,O
STZOJLI,X,O,X,O,X,X,X,X,X,X,O
STOILJZ,X,X,O,O,X,O,X,X,X,X,X
STOILZJ,X,O,O,X,X,X,X,X,X,X,X
STOIJLZ,X,X,O,O,X,X,X,X,X,X,X
STOIJZL,X,O,O,O,X,X,X,X,X,X,X
STOIZLJ,X,O,O,X,X,X,X,X,X,X,X
STOIZJL,X,O,O,O,X,X,X,X,X,X,X
STOLIJZ,X,X,O,O,X,O,X,X,X,X,X
STOLIZJ,X,O,O,X,X,X,X,X,X,X,X
STOLJIZ,X,X,O,O,X,O,X,X,X,X,X
STOLJZI,X,X,O,O,X,O,X,X,X,X,X
STOLZIJ,X,O,O,X,X,X,X,X,X,X,X
STOLZJI,X,O,O,X,X,X,X,X,X,X,X
STOJILZ,X,X,O,O,X,X,X,X,X,X,X
STOJIZL,X,O,O,O,X,X,X,X,X,X,X
STOJLIZ,X,X,O,O,X,X,X,X,X,X,X
STOJLZI,X,X,O,O,X,X,X,X,X,X,X
STOJZIL,X,O,O,O,X,X,X,X,X,X,X
STOJZLI,X,O,O,O,X,X,X,X,X,X,X
STOZILJ,X,O,O,X,X,X,X,X,X,X,X
STOZIJL,X,O,O,O,X,X,X,X,X,X,X
STOZLIJ,X,O,O,X,X,X,X,X,X,X,X
STOZLJI,X,O,O,X,X,X,X,X,X,X,X
STOZJIL,X,O,O,O,X,X,X,X,X,X,X
STOZJLI,X,O,O,O,X,X,X,X,X,X,X
SITLJZO,O,X,X,O,O,O,X,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,O,O,X,X,O,X,X,X,X,X,X
SITLZOJ,O,O,X,X,O,X,X,X,X,X,X
SITLOJZ,X,X,O,O,X,X,X,X,X,X,X
SITLOZJ,X,O,O,X,O,X,X,X,X,X,X
SITJLZO,O,X,X,O,X,X,X,X,X,X,X
SITJLOZ,X,X,X,O,X,X,X,X,X,X,O
SITJZLO,O,O,X,O,X,X,X,X,X,X,O
SITJZOL,X,O,X,O,X,X,X,X,X,X,O
SITJOLZ,X,X,X,O,X,X,X,X,X,X,O
SITJOZL,X,O,X,O,X,X,X,X,X,X,O
SITZLJO,O,O,X,X,O,X,X,X,X,X,O
SITZLOJ,O,O,X,X,O,X,X,X,X,X,X
SITZJLO,O,O,X,O,X,X,X,X,X,X,O
SITZJOL,X,O,X,O,X,X,X,X,X,X,O
SITZOLJ,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,X,O,X,O,X,X,X,X,X,X,O
SITOLJZ,X,X,O,O,X,O,X,X,X,X,X
SITOLZJ,X,O,O,X,X,X,X,X,X,X,X
SITOJLZ,X,X,O,O,X,X,X,X,X,X,X
SITOJZL,X,O,O,O,X,X,X,X,X,X,X
SITOZLJ,X,O,O,X,X,X,X,X,X,X,X
SITOZJL,X,O,O,O,X,X,X,X,X,X,X
SILTJZO,O,X,X,O,O,O,X,X,X,X,X
SILTJOZ,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,O,X,X,X,X,X,X
SILTZOJ,O,O,X,X,O,X,X,X,X,X,X
SILTOJZ,X,X,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,X,X,O,X,X,X,X,X,X
SILJTZO,O,X,X,O,O,O,X,X,X,O,X
SILJTOZ,X,X,X,O,X,X,X,X,X,O,O
SILJZTO,O,X,X,X,X,O,X,O,X,O,O
SILJZOT,O,X,X,X,X,O,X,X,X,O,O
SILJOTZ,X,X,X,X,X,O,X,X,X,O,O
SILJOZT,O,X,X,X,X,O,X,X,X,O,O
SILZTJO,O,O,X,X,O,X,X,O,X,X,O
SILZTOJ,O,O,X,X,O,X,X,O,X,X,X
SILZJTO,O,O,X,X,X,O,X,O,X,O,O
SILZJOT,O,X,X,X,X,O,X,X,X,O,O
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,X,X,X,O,X
SILOTJZ,X,X,X,X,O,O,X,X,X,X,X
SILOTZJ,X,X,X,X,O,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,O,X,X,X,X,X
SILOJZT,O,X,X,X,X,O,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,O,X,X,X,X,X
SIJTLZO,O,X,X,O,X,X,O,X,X,X,X
SIJTLOZ,X,X,X,O,X,X,X,X,X,X,O
SIJTZLO,O,O,X,O,X,X,O,X,X,X,O
SIJTZOL,X,O,X,O,X,X,O,X,X,X,O
SIJTOLZ,X,X,X,O,X,X,X,X,X,X,O
SIJTOZL,X,O,X,O,X,X,X,X,X,X,O
SIJLTZO,O,X,X,O,X,O,O,X,X,O,X
SIJLTOZ,X,X,X,O,X,X,X,X,X,O,O
SIJLZTO,O,X,X,X,X,O,O,X,X,O,O
SIJLZOT,O,X,X,X,X,O,O,X,X,O,O
SIJLOTZ,X,X,X,X,X,X,X,X,X,O,O
SIJLOZT,O,X,X,X,X,O,O,X,X,O,O
SIJZTLO,O,O,X,O,X,X,O,X,X,X,O
SIJZTOL,X,O,X,O,X,X,O,X,X,O,O
SIJZLTO,O,O,X,X,X,X,O,X,X,O,O
SIJZLOT,O,X,X,X,X,X,O,X,X,O,O
SIJZOTL,X,O,X,X,X,X,O,X,O,O,O
SIJZOLT,O,X,X,X,X,X,O,X,X,O,O
SIJOTLZ,X,X,O,O,X,X,X,X,X,X,O
SIJOTZL,X,X,O,O,X,X,X,X,X,X,O
SIJOLTZ,X,X,X,X,X,O,X,X,X,X,O
SIJOLZT,O,X,X,X,X,O,O,X,X,X,O
SIJOZTL,X,X,X,X,X,X,O,X,X,X,O
SIJOZLT,O,X,X,X,X,X,O,X,X,X,O
SIZTLJO,O,O,X,X,X,X,X,X,X,X,O
SIZTLOJ,O,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,O,X,X,X,X,X,X,O
SIZTJOL,X,O,X,O,X,X,X,X,X,X,O
SIZTOLJ,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,X,O,X,O,X,X,X,X,X,X,O
SIZLTJO,O,O,X,X,X,X,X,O,X,X,O
SIZLTOJ,O,O,X,X,X,X,X,O,X,X,X
SIZLJTO,O,O,X,X,X,O,X,O,X,O,O
SIZLJOT,O,X,X,X,X,O,X,X,X,O,O
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X,X,X,O,X
SIZJTLO,O,O,X,O,X,X,O,X,X,X,O
SIZJTOL,X,O,X,O,X,X,O,X,X,O,O
SIZJLTO,O,O,X,X,X,X,O,X,X,O,O
SIZJLOT,O,X,X,X,X,X,O,X,X,O,O
SIZJOTL,X,O,X,X,X,X,O,X,O,O,O
SIZJOLT,O,X,X,X,X,X,O,X,X,O,O
SIZOTLJ,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,X,O,X,X,X,X,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,O,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,X,X,O,O,O
SIZOJLT,O,X,X,X,X,X,X,X,X,O,O
SIOTLJZ,X,X,O,O,O,O,X,X,X,X,X
SIOTLZJ,X,O,O,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,O,O,X,X,X,X,X,X,X
SIOTJZL,X,O,O,O,X,X,X,X,X,X,X
