sequence,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeT6IvhFxbBXeB?igB0kBFmB2uB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeT6IvhFxbBXeB?OpB8pBFmBiqB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jex7IvhFXeBckB?igBFmBzpBOpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jex7IvhFXeBTfB?igBFmB0kB2uB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeX+IvhFZkBUgB?amBlfBGhBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je+/IvhFKgBXeB?UhBZkBFmBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jez6IvhFXeBamB?FlB0pBZkBGrB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2AJvhFXeBTfB?xlBFmBipB0pB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeX+IvhFTfBxlB?OmBipBcqBlpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jem6IvhFXeBUhB?xkBTkBFmByuB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeO/IvhFXeBRgB?lgBcmBaqBTpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jez6IvhFXeBUhB?6pBOqBZkBFrB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2/IvhFXeBUhB?xkBFmBipBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2/IvhFXeBUhB?xkBaqBFmBTpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jei6IvhFXeBUhB?xkBzkBFmB2uB
TJZLSOI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZLOIS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZLOSI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZSILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZSLIO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZSLOI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZSOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSILZJO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSILOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
TSILOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSIJZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TSIJZOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TSIJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
TSIZLOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSIZJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIZOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIOLJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSIOZJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
TSLIJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSLIZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
TSLIZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSLIOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
TSLIOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSLJZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSLJOIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSLZIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TSLZIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TSLZJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLZJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLZOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLZOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
TSLOIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSJILZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJIOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSJLZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSJLOIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSJZILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJZLIO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSJZLOI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSJZOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TSZILOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TSZIJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZIOLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZIOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZLIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TSZLIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TSZLJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZLJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZLOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZLOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TSZJILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZJLIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TSZJLOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TSZJOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZOILJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZOIJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZOLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZOLJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TSZOJIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJLI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOILJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOILZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOIZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOIZJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOLIJZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TSOLIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TSOLJZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSOLZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOLZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOJILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TSOJLZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSOJZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOZILJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZIJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOZLIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZLJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOZJIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
TZILJOS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZILSJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TZILSOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TZILOJS,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TZILOSJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TZIJLSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJSLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZIJOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZIJOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZISLJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TZISLOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TZISJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZISJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZISOLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZISOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZIOLJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIOLSJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIOJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZIOSLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIOSJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZLIJSO,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
TZLIJOS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLISJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TZLISOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TZLIOJS,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TZLIOSJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TZLJISO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLJIOS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLJSIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLJSOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLJOIS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLJOSI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLSIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TZLSIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TZLSJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLSJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLSOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZLSOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZLOIJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZLOISJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZLOJIS,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZLOJSI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZLOSIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZLOSJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJILSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJILOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJISLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJISOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJIOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJIOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJLISO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJLIOS,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJLSIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJLSOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJLOIS,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJLOSI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJSILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJSLIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJSLOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJSOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSOLI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZJOILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOLIS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZJOLSI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZJOSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOSLI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZSILJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TZSILOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TZSIJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSIJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSIOLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZSIOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZSLIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TZSLIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TZSLJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZSLJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZSLOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZSLOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZSJILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSJLIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZSJLOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZSJOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJOLI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZSOILJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZSOIJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZSOLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZSOLJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZSOJIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOJLI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOILJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOILSJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOIJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOIJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZOISLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOISJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZOLIJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOLISJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOLJIS,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOLJSI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOLSIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOLSJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOJILS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOJISL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOJLIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOJLSI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOJSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOJSLI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOSILJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOSIJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZOSLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOSLJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOSJIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOSJLI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOILJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOILJZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOILSJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOILSZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOILZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TOILZSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOIJLSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOIJLZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOIJSLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOIJSZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOIJZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOIJZSL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOISLJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOISLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOISJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOISJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOISZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOISZJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOIZLJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TOIZLSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOIZJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOIZJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOIZSLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOIZSJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOLIJSZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOLIJZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOLISJZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOLISZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLIZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TOLIZSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLJISZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOLJIZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOLJSIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOLJSZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLJZIS,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLJZSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLSIJZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOLSIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLSJIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOLSJZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLSZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLSZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLZIJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TOLZISJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLZJIS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLZJSI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLZSIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLZSJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJILSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJILZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJISLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJISZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOJIZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOJIZSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOJLISZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOJLIZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJLSIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOJLSZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJLZIS,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJLZSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJSILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TOJSIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOJSLIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TOJSLZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TOJSZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
