sequence,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFxbB/iBGeBq?lBlmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFlbBGeBxhBz?lBCnB3rB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhF3bBGeBxhBU?iBCmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFShB/iBGeBR?mBllBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFXcBViBGeB6?lBxmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhFGeBxgBTiBC?mB3mBUrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhFGeB0gBxhBC?nBzlB3rB
ZOJLSTI,O,O,O,X,X,X,X
ZOJLSIT,O,O,O,O,X,X,X
ZOJSTIL,X,O,X,O,X,X,X
ZOJSTLI,X,O,O,X,X,X,X
ZOJSITL,X,O,X,O,O,X,X
ZOJSILT,O,X,X,O,X,X,X
ZOJSLTI,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,O,X,X,X
ZOSTILJ,X,X,X,O,X,X,X
ZOSTIJL,X,O,X,O,X,X,X
ZOSTLIJ,X,O,O,X,X,X,X
ZOSTLJI,X,O,O,X,X,X,X
ZOSTJIL,X,O,X,O,X,X,X
ZOSTJLI,X,O,O,X,X,X,X
ZOSITLJ,X,X,X,O,O,X,X
ZOSITJL,X,O,X,O,O,X,X
ZOSILTJ,X,X,X,O,X,X,X
ZOSILJT,X,X,X,O,X,X,X
ZOSIJTL,X,O,X,O,O,X,X
ZOSIJLT,O,X,X,O,X,X,X
ZOSLTIJ,O,O,O,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,X
ZOSLITJ,X,O,O,O,X,X,X
ZOSLIJT,O,O,O,O,X,X,X
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,X,X,X
ZOSJTIL,X,O,X,O,X,X,X
ZOSJTLI,X,O,O,X,X,X,X
ZOSJITL,X,O,X,O,O,X,X
ZOSJILT,O,X,X,O,X,X,X
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,X,X,X
OTILJSZ,X,O,O,X,O,O,X
OTILJZS,X,O,O,X,O,O,X
OTILSJZ,X,O,O,O,O,O,X
OTILSZJ,X,O,O,O,O,X,X
OTILZJS,X,O,O,X,O,O,X
OTILZSJ,X,O,O,O,O,X,X
OTIJLSZ,X,O,O,X,O,O,X
OTIJLZS,X,O,O,X,O,O,X
OTIJSLZ,X,X,O,X,O,O,X
OTIJSZL,X,O,X,X,O,X,X
OTIJZLS,X,O,X,X,O,O,X
OTIJZSL,X,O,X,X,O,X,X
OTISLJZ,X,X,O,O,O,X,X
OTISLZJ,X,X,O,O,O,X,X
OTISJLZ,X,X,O,O,O,O,X
OTISJZL,X,O,X,O,O,X,X
OTISZLJ,X,X,X,O,O,X,X
OTISZJL,X,O,X,O,O,X,X
OTIZLJS,X,O,X,X,O,X,X
OTIZLSJ,X,O,X,O,O,X,X
OTIZJLS,X,O,X,X,O,O,X
OTIZJSL,X,O,X,X,O,X,X
OTIZSLJ,X,X,X,O,O,X,X
OTIZSJL,X,O,X,O,O,X,X
OTLIJSZ,X,O,O,X,X,O,X
OTLIJZS,X,O,O,X,X,O,O
OTLISJZ,O,O,O,X,X,O,X
OTLISZJ,O,O,O,X,X,X,X
OTLIZJS,X,O,O,X,X,O,O
OTLIZSJ,O,O,O,X,X,X,X
OTLJISZ,X,O,O,X,X,O,X
OTLJIZS,X,O,O,X,X,O,O
OTLJSIZ,X,O,O,X,X,O,X
OTLJSZI,X,O,O,X,X,X,X
OTLJZIS,X,O,O,X,X,O,O
OTLJZSI,X,O,O,X,X,X,X
OTLSIJZ,O,O,O,X,X,O,X
OTLSIZJ,O,O,O,X,X,X,X
OTLSJIZ,O,O,O,X,X,O,X
OTLSJZI,O,O,O,X,X,X,X
OTLSZIJ,O,O,O,X,X,X,X
OTLSZJI,O,O,O,X,X,X,X
OTLZIJS,X,O,O,X,X,O,O
OTLZISJ,O,O,O,X,X,X,X
OTLZJIS,X,O,O,X,X,O,O
OTLZJSI,X,O,O,X,X,X,X
OTLZSIJ,O,O,O,X,X,X,X
OTLZSJI,O,O,O,X,X,X,X
OTJILSZ,X,O,O,X,O,O,X
OTJILZS,X,O,O,X,O,O,X
OTJISLZ,X,X,O,X,O,O,X
OTJISZL,X,O,X,X,O,X,X
OTJIZLS,X,O,X,X,O,O,X
OTJIZSL,X,O,X,X,O,X,X
OTJLISZ,X,O,O,X,X,O,X
OTJLIZS,X,O,O,X,X,O,O
OTJLSIZ,X,O,O,X,X,O,X
OTJLSZI,X,O,O,X,X,X,X
OTJLZIS,X,O,O,X,X,O,O
OTJLZSI,X,O,O,X,X,X,X
OTJSILZ,X,X,O,O,X,O,X
OTJSIZL,X,O,X,O,X,X,X
OTJSLIZ,X,O,O,X,X,O,X
OTJSLZI,X,O,O,X,X,X,X
OTJSZIL,X,O,X,O,X,X,X
OTJSZLI,X,O,O,X,X,X,X
OTJZILS,X,O,X,X,O,O,O
OTJZISL,X,O,X,X,O,X,X
OTJZLIS,X,O,O,X,X,O,O
OTJZLSI,X,O,O,X,X,X,X
OTJZSIL,X,O,X,O,X,X,X
OTJZSLI,X,O,O,X,X,X,X
OTSILJZ,X,X,O,O,X,X,X
OTSILZJ,X,X,O,O,X,X,X
OTSIJLZ,X,X,O,O,X,O,X
OTSIJZL,X,O,X,O,X,X,X
OTSIZLJ,X,X,X,O,X,X,X
OTSIZJL,X,O,X,O,X,X,X
OTSLIJZ,O,O,O,X,X,O,X
OTSLIZJ,O,O,O,X,X,X,X
OTSLJIZ,O,O,O,X,X,O,X
OTSLJZI,O,O,O,X,X,X,X
OTSLZIJ,O,O,O,X,X,X,X
OTSLZJI,O,O,O,X,X,X,X
OTSJILZ,X,X,O,O,X,O,X
OTSJIZL,X,O,X,O,X,X,X
OTSJLIZ,O,O,O,X,X,O,X
OTSJLZI,O,O,O,X,X,X,X
OTSJZIL,X,O,X,O,X,X,X
OTSJZLI,X,O,O,X,X,X,X
OTSZILJ,X,X,X,O,X,X,X
OTSZIJL,X,O,X,O,X,X,X
OTSZLIJ,X,O,O,X,X,X,X
OTSZLJI,X,O,O,X,X,X,X
OTSZJIL,X,O,X,O,X,X,X
OTSZJLI,X,O,O,X,X,X,X
OTZILJS,X,O,X,X,O,X,X
OTZILSJ,X,O,X,O,O,X,X
OTZIJLS,X,O,X,X,O,O,O
OTZIJSL,X,O,X,X,O,X,X
OTZISLJ,X,X,X,O,O,X,X
OTZISJL,X,O,X,O,O,X,X
OTZLIJS,X,O,O,X,X,O,O
OTZLISJ,X,O,O,X,X,X,X
OTZLJIS,X,O,O,X,X,O,O
OTZLJSI,X,O,O,X,X,X,X
OTZLSIJ,X,O,O,X,X,X,X
OTZLSJI,X,O,O,X,X,X,X
OTZJILS,X,O,X,X,O,O,O
OTZJISL,X,O,X,X,O,X,X
OTZJLIS,X,O,O,X,X,O,O
OTZJLSI,X,O,O,X,X,X,X
OTZJSIL,X,O,X,O,X,X,X
OTZJSLI,X,O,O,X,X,X,X
OTZSILJ,X,X,X,O,X,X,X
OTZSIJL,X,O,X,O,X,X,X
OTZSLIJ,X,O,O,X,X,X,X
OTZSLJI,X,O,O,X,X,X,X
OTZSJIL,X,O,X,O,X,X,X
OTZSJLI,X,O,O,X,X,X,X
OITLJSZ,X,O,O,X,O,O,X
OITLJZS,X,O,O,X,O,O,X
OITLSJZ,X,O,O,O,O,O,X
OITLSZJ,X,O,O,O,O,X,X
OITLZJS,X,O,O,X,O,O,X
OITLZSJ,X,O,O,O,O,X,X
OITJLSZ,X,O,O,X,O,O,X
OITJLZS,X,O,O,X,O,O,X
OITJSLZ,X,X,O,X,O,O,X
OITJSZL,X,O,X,X,O,X,X
OITJZLS,X,O,X,X,O,O,X
OITJZSL,X,O,X,X,O,X,X
OITSLJZ,X,X,O,O,O,X,X
OITSLZJ,X,X,O,O,O,X,X
OITSJLZ,X,X,O,O,O,O,X
OITSJZL,X,O,X,O,O,X,X
OITSZLJ,X,X,X,O,O,X,X
OITSZJL,X,O,X,O,O,X,X
OITZLJS,X,O,X,X,O,X,X
OITZLSJ,X,O,X,O,O,X,X
OITZJLS,X,O,X,X,O,O,X
OITZJSL,X,O,X,X,O,X,X
OITZSLJ,X,X,X,O,O,X,X
OITZSJL,X,O,X,O,O,X,X
OILTJSZ,X,O,O,X,O,O,X
OILTJZS,X,O,O,X,O,O,X
OILTSJZ,X,O,O,O,O,O,X
OILTSZJ,X,O,O,O,O,X,X
OILTZJS,X,O,O,X,O,O,X
OILTZSJ,X,O,O,O,O,X,X
OILJTSZ,X,O,O,X,O,O,X
OILJTZS,X,O,O,X,O,O,X
OILJSTZ,X,O,O,O,X,O,X
OILJSZT,X,O,O,O,X,X,X
OILJZTS,X,O,O,X,O,O,X
OILJZST,X,O,O,O,X,X,X
OILSTJZ,X,O,O,O,X,O,X
OILSTZJ,X,O,O,O,X,X,X
OILSJTZ,X,O,O,O,X,O,X
OILSJZT,X,O,O,O,X,X,X
OILSZTJ,X,O,O,O,X,X,X
OILSZJT,X,O,O,O,X,X,X
OILZTJS,X,O,O,X,O,O,X
OILZTSJ,X,O,O,O,O,X,X
OILZJTS,X,O,O,X,O,O,X
OILZJST,X,O,O,O,X,X,X
OILZSTJ,X,O,O,O,X,X,X
OILZSJT,X,O,O,O,X,X,X
OIJTLSZ,X,O,O,X,O,O,X
OIJTLZS,X,O,O,X,O,O,X
OIJTSLZ,X,X,O,X,O,O,X
OIJTSZL,X,O,X,X,O,X,X
OIJTZLS,X,O,X,X,O,O,X
OIJTZSL,X,O,X,X,O,X,X
OIJLTSZ,X,O,O,X,O,O,X
OIJLTZS,X,O,O,X,O,O,X
OIJLSTZ,X,O,O,O,X,O,X
OIJLSZT,X,O,O,O,X,X,X
OIJLZTS,X,O,O,X,O,O,X
OIJLZST,X,O,O,O,X,X,X
OIJSTLZ,X,X,O,O,O,O,X
OIJSTZL,X,O,X,O,O,X,X
OIJSLTZ,X,X,O,O,X,X,X
OIJSLZT,X,X,O,O,X,X,X
OIJSZTL,X,O,X,O,O,X,X
OIJSZLT,X,X,X,O,X,X,X
OIJZTLS,X,O,X,X,O,O,X
OIJZTSL,X,O,X,X,O,X,X
OIJZLTS,X,O,X,X,O,X,X
OIJZLST,X,O,X,O,X,X,X
OIJZSTL,X,O,X,O,O,X,X
OIJZSLT,X,X,X,O,X,X,X
OISTLJZ,X,X,O,O,O,X,X
OISTLZJ,X,X,O,O,O,X,X
OISTJLZ,X,X,O,O,O,O,X
OISTJZL,X,O,X,O,O,X,X
OISTZLJ,X,X,X,O,O,X,X
OISTZJL,X,O,X,O,O,X,X
OISLTJZ,X,X,O,O,X,X,X
OISLTZJ,X,X,O,O,X,X,X
OISLJTZ,X,X,O,O,X,X,X
OISLJZT,X,X,O,O,X,X,X
OISLZTJ,X,X,O,O,X,X,X
OISLZJT,X,X,O,O,X,X,X
OISJTLZ,X,X,O,O,O,O,X
OISJTZL,X,O,X,O,O,X,X
OISJLTZ,X,X,O,O,X,X,X
OISJLZT,X,X,O,O,X,X,X
OISJZTL,X,O,X,O,O,X,X
OISJZLT,X,X,X,O,X,X,X
OISZTLJ,X,X,X,O,O,X,X
OISZTJL,X,O,X,O,O,X,X
OISZLTJ,X,X,X,O,X,X,X
OISZLJT,X,X,X,O,X,X,X
OISZJTL,X,O,X,O,O,X,X
OISZJLT,X,X,X,O,X,X,X
OIZTLJS,X,O,X,X,O,X,X
OIZTLSJ,X,O,X,O,O,X,X
OIZTJLS,X,O,X,X,O,O,X
OIZTJSL,X,O,X,X,O,X,X
OIZTSLJ,X,X,X,O,O,X,X
OIZTSJL,X,O,X,O,O,X,X
OIZLTJS,X,O,X,X,O,X,X
OIZLTSJ,X,O,X,O,O,X,X
OIZLJTS,X,O,X,X,O,X,X
OIZLJST,X,O,X,O,X,X,X
OIZLSTJ,X,O,X,O,X,X,X
OIZLSJT,X,O,X,O,X,X,X
OIZJTLS,X,O,X,X,O,O,X
OIZJTSL,X,O,X,X,O,X,X
OIZJLTS,X,O,X,X,O,X,X
OIZJLST,X,O,X,O,X,X,X
OIZJSTL,X,O,X,O,O,X,X
OIZJSLT,X,X,X,O,X,X,X
OIZSTLJ,X,X,X,O,O,X,X
OIZSTJL,X,O,X,O,O,X,X
OIZSLTJ,X,X,X,O,X,X,X
OIZSLJT,X,X,X,O,X,X,X
OIZSJTL,X,O,X,O,O,X,X
OIZSJLT,X,X,X,O,X,X,X
OLTIJSZ,X,O,O,X,X,O,X
OLTIJZS,X,O,O,X,X,O,O
OLTISJZ,O,O,O,X,X,O,X
OLTISZJ,O,O,O,X,X,X,X
OLTIZJS,X,O,O,X,X,O,O
OLTIZSJ,O,O,O,X,X,X,X
OLTJISZ,X,O,O,X,X,O,X
OLTJIZS,X,O,O,X,X,O,O
OLTJSIZ,X,O,O,X,X,O,X
OLTJSZI,X,O,O,X,X,X,X
OLTJZIS,X,O,O,X,X,O,O
OLTJZSI,X,O,O,X,X,X,X
OLTSIJZ,O,O,O,X,X,O,X
OLTSIZJ,O,O,O,X,X,X,X
OLTSJIZ,O,O,O,X,X,O,X
OLTSJZI,O,O,O,X,X,X,X
OLTSZIJ,O,O,O,X,X,X,X
OLTSZJI,O,O,O,X,X,X,X
OLTZIJS,X,O,O,X,X,O,O
OLTZISJ,O,O,O,X,X,X,X
OLTZJIS,X,O,O,X,X,O,O
OLTZJSI,X,O,O,X,X,X,X
OLTZSIJ,O,O,O,X,X,X,X
OLTZSJI,O,O,O,X,X,X,X
OLITJSZ,X,O,O,X,O,O,X
OLITJZS,X,O,O,X,O,O,O
OLITSJZ,O,O,O,O,O,O,X
OLITSZJ,O,O,O,O,O,X,X
OLITZJS,X,O,O,X,O,O,O
OLITZSJ,O,O,O,O,O,X,X
OLIJTSZ,X,O,O,X,O,O,X
OLIJTZS,X,O,O,X,O,O,O
OLIJSTZ,X,O,O,O,X,O,X
OLIJSZT,X,O,O,O,X,X,X
OLIJZTS,X,O,O,X,O,O,O
OLIJZST,X,O,O,O,X,X,X
OLISTJZ,X,O,O,O,X,O,X
OLISTZJ,X,O,O,O,X,X,X
OLISJTZ,X,O,O,O,X,O,X
OLISJZT,O,O,O,O,X,X,X
OLISZTJ,X,O,O,O,X,X,X
OLISZJT,O,O,O,O,X,X,X
OLIZTJS,X,O,O,X,O,O,O
OLIZTSJ,O,O,O,O,O,X,X
OLIZJTS,X,O,O,X,O,O,O
OLIZJST,X,O,O,O,X,X,X
OLIZSTJ,X,O,O,O,X,X,X
OLIZSJT,O,O,O,O,X,X,X
OLJTISZ,X,O,O,X,X,O,X
OLJTIZS,X,O,O,X,X,O,O
OLJTSIZ,X,O,O,X,X,O,X
OLJTSZI,X,O,O,X,X,X,X
OLJTZIS,X,O,O,X,X,O,O
OLJTZSI,X,O,O,X,X,X,X
OLJITSZ,X,O,O,X,O,O,X
OLJITZS,X,O,O,X,O,O,O
OLJISTZ,X,O,O,X,X,O,X
OLJISZT,X,O,O,X,X,X,X
OLJIZTS,X,O,O,X,O,O,O
OLJIZST,X,O,O,X,X,X,X
OLJSTIZ,O,O,O,X,X,O,X
OLJSTZI,O,O,O,X,X,X,X
OLJSITZ,X,O,O,O,X,O,X
OLJSIZT,O,O,O,O,X,X,X
OLJSZTI,O,O,O,X,X,X,X
OLJSZIT,O,O,O,O,X,X,X
OLJZTIS,X,O,O,X,X,O,O
OLJZTSI,X,O,O,X,X,X,X
OLJZITS,X,O,O,X,O,O,O
OLJZIST,X,O,O,X,X,X,X
OLJZSTI,O,O,O,X,X,X,X
OLJZSIT,O,O,O,O,X,X,X
OLSTIJZ,O,O,O,X,X,O,X
OLSTIZJ,O,O,O,X,X,X,X
OLSTJIZ,O,O,O,X,X,O,X
OLSTJZI,O,O,O,X,X,X,X
OLSTZIJ,O,O,O,X,X,X,X
OLSTZJI,O,O,O,X,X,X,X
OLSITJZ,X,O,O,O,X,O,X
OLSITZJ,X,O,O,O,X,X,X
OLSIJTZ,X,O,O,O,X,O,X
OLSIJZT,O,O,O,O,X,X,X
OLSIZTJ,X,O,O,O,X,X,X
OLSIZJT,O,O,O,O,X,X,X
OLSJTIZ,O,O,O,X,X,O,X
OLSJTZI,O,O,O,X,X,X,X
OLSJITZ,X,O,O,O,X,O,X
OLSJIZT,O,O,O,O,X,X,X
OLSJZTI,O,O,O,X,X,X,X
OLSJZIT,O,O,O,O,X,X,X
OLSZTIJ,O,O,O,X,X,X,X
OLSZTJI,O,O,O,X,X,X,X
OLSZITJ,X,O,O,O,X,X,X
OLSZIJT,O,O,O,O,X,X,X
OLSZJTI,O,O,O,X,X,X,X
OLSZJIT,O,O,O,O,X,X,X
OLZTIJS,X,O,O,X,X,O,O
OLZTISJ,O,O,O,X,X,X,X
OLZTJIS,X,O,O,X,X,O,O
OLZTJSI,X,O,O,X,X,X,X
OLZTSIJ,O,O,O,X,X,X,X
OLZTSJI,O,O,O,X,X,X,X
OLZITJS,X,O,O,X,O,O,O
OLZITSJ,O,O,O,O,O,X,X
OLZIJTS,X,O,O,X,O,O,O
OLZIJST,X,O,O,O,X,X,X
OLZISTJ,X,O,O,O,X,X,X
OLZISJT,O,O,O,O,X,X,X
OLZJTIS,X,O,O,X,X,O,O
OLZJTSI,X,O,O,X,X,X,X
OLZJITS,X,O,O,X,O,O,O
OLZJIST,X,O,O,X,X,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,O,O,O,X,X,X
OLZSTIJ,O,O,O,X,X,X,X
OLZSTJI,O,O,O,X,X,X,X
OLZSITJ,X,O,O,O,X,X,X
OLZSIJT,O,O,O,O,X,X,X
OLZSJTI,O,O,O,X,X,X,X
OLZSJIT,O,O,O,O,X,X,X
OJTILSZ,X,O,O,X,O,O,X
OJTILZS,X,O,O,X,O,O,X
OJTISLZ,X,X,O,X,O,O,X
OJTISZL,X,O,X,X,O,X,X
OJTIZLS,X,O,X,X,O,O,X
OJTIZSL,X,O,X,X,O,X,X
OJTLISZ,X,O,O,X,X,O,X
OJTLIZS,X,O,O,X,X,O,O
OJTLSIZ,X,O,O,X,X,O,X
OJTLSZI,X,O,O,X,X,X,X
OJTLZIS,X,O,O,X,X,O,O
OJTLZSI,X,O,O,X,X,X,X
OJTSILZ,X,X,O,O,X,O,X
OJTSIZL,X,O,X,O,X,X,X
OJTSLIZ,X,O,O,X,X,O,X
OJTSLZI,X,O,O,X,X,X,X
OJTSZIL,X,O,X,O,X,X,X
OJTSZLI,X,O,O,X,X,X,X
OJTZILS,X,O,X,X,O,O,O
OJTZISL,X,O,X,X,O,X,X
OJTZLIS,X,O,O,X,X,O,O
OJTZLSI,X,O,O,X,X,X,X
OJTZSIL,X,O,X,O,X,X,X
OJTZSLI,X,O,O,X,X,X,X
OJITLSZ,X,O,O,X,O,O,X
OJITLZS,X,O,O,X,O,O,X
OJITSLZ,X,X,O,X,O,O,X
OJITSZL,X,O,X,X,O,X,X
OJITZLS,X,O,X,X,O,O,X
OJITZSL,X,O,X,X,O,X,X
OJILTSZ,X,O,O,X,O,O,X
OJILTZS,X,O,O,X,O,O,X
OJILSTZ,X,O,O,O,X,O,X
OJILSZT,X,O,O,O,X,X,X
OJILZTS,X,O,O,X,O,O,X
OJILZST,X,O,O,O,X,X,X
OJISTLZ,X,X,O,O,O,O,X
OJISTZL,X,O,X,O,O,X,X
OJISLTZ,X,X,O,O,X,X,X
OJISLZT,X,X,O,O,X,X,X
OJISZTL,X,O,X,O,O,X,X
OJISZLT,X,X,X,O,X,X,X
OJIZTLS,X,O,X,X,O,O,X
OJIZTSL,X,O,X,X,O,X,X
OJIZLTS,X,O,X,X,O,X,X
OJIZLST,X,O,X,O,X,X,X
OJIZSTL,X,O,X,O,O,X,X
OJIZSLT,X,X,X,O,X,X,X
OJLTISZ,X,O,O,X,X,O,X
OJLTIZS,X,O,O,X,X,O,O
OJLTSIZ,X,O,O,X,X,O,X
OJLTSZI,X,O,O,X,X,X,X
OJLTZIS,X,O,O,X,X,O,O
OJLTZSI,X,O,O,X,X,X,X
OJLITSZ,X,O,O,X,O,O,X
OJLITZS,X,O,O,X,O,O,O
OJLISTZ,X,O,O,X,X,O,X
OJLISZT,X,O,O,X,X,X,X
OJLIZTS,X,O,O,X,O,O,O
OJLIZST,X,O,O,X,X,X,X
OJLSTIZ,O,O,O,X,X,O,X
OJLSTZI,O,O,O,X,X,X,X
OJLSITZ,X,O,O,O,X,O,X
OJLSIZT,O,O,O,O,X,X,X
OJLSZTI,O,O,O,X,X,X,X
OJLSZIT,O,O,O,O,X,X,X
OJLZTIS,X,O,O,X,X,O,O
OJLZTSI,X,O,O,X,X,X,X
OJLZITS,X,O,O,X,O,O,O
OJLZIST,X,O,O,X,X,X,X
OJLZSTI,O,O,O,X,X,X,X
OJLZSIT,O,O,O,O,X,X,X
OJSTILZ,X,X,O,O,X,O,X
OJSTIZL,X,O,X,O,X,X,X
OJSTLIZ,O,O,O,X,X,O,X
OJSTLZI,O,O,O,X,X,X,X
OJSTZIL,X,O,X,O,X,X,X
OJSTZLI,X,O,O,X,X,X,X
OJSITLZ,X,X,O,O,O,O,X
OJSITZL,X,O,X,O,O,X,X
OJSILTZ,X,X,O,O,X,X,X
OJSILZT,X,X,O,O,X,X,X
OJSIZTL,X,O,X,O,O,X,X
OJSIZLT,X,X,X,O,X,X,X
OJSLTIZ,O,O,O,X,X,O,X
OJSLTZI,O,O,O,X,X,X,X
OJSLITZ,X,O,O,O,X,O,X
OJSLIZT,O,O,O,O,X,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,O,O,O,X,X,X
OJSZTIL,X,O,X,O,X,X,X
OJSZTLI,X,O,O,X,X,X,X
OJSZITL,X,O,X,O,O,X,X
OJSZILT,O,X,X,O,X,X,X
OJSZLTI,O,O,O,X,X,X,X
OJSZLIT,O,O,O,O,X,X,X
OJZTILS,X,O,X,X,O,O,O
OJZTISL,X,O,X,X,O,X,X
OJZTLIS,X,O,O,X,X,O,O
OJZTLSI,X,O,O,X,X,X,X
OJZTSIL,X,O,X,O,X,X,X
OJZTSLI,X,O,O,X,X,X,X
OJZITLS,X,O,X,X,O,O,O
OJZITSL,X,O,X,X,O,X,X
OJZILTS,X,O,X,X,O,X,X
OJZILST,X,O,X,O,X,X,X
OJZISTL,X,O,X,O,O,X,X
OJZISLT,X,X,X,O,X,X,X
OJZLTIS,X,O,O,X,X,O,O
OJZLTSI,X,O,O,X,X,X,X
OJZLITS,X,O,O,X,O,O,O
OJZLIST,X,O,O,X,X,X,X
OJZLSTI,O,O,O,X,X,X,X
OJZLSIT,O,O,O,O,X,X,X
OJZSTIL,X,O,X,O,X,X,X
OJZSTLI,X,O,O,X,X,X,X
OJZSITL,X,O,X,O,O,X,X
OJZSILT,O,X,X,O,X,X,X
OJZSLTI,O,O,O,X,X,X,X
OJZSLIT,O,O,O,O,X,X,X
OSTILJZ,X,X,O,O,X,X,X
OSTILZJ,X,X,O,O,X,X,X
OSTIJLZ,X,X,O,O,X,O,X
OSTIJZL,X,O,X,O,X,X,X
OSTIZLJ,X,X,X,O,X,X,X
OSTIZJL,X,O,X,O,X,X,X
OSTLIJZ,O,O,O,X,X,O,X
OSTLIZJ,O,O,O,X,X,X,X
OSTLJIZ,O,O,O,X,X,O,X
OSTLJZI,O,O,O,X,X,X,X
OSTLZIJ,O,O,O,X,X,X,X
OSTLZJI,O,O,O,X,X,X,X
OSTJILZ,X,X,O,O,X,O,X
OSTJIZL,X,O,X,O,X,X,X
OSTJLIZ,O,O,O,X,X,O,X
OSTJLZI,O,O,O,X,X,X,X
OSTJZIL,X,O,X,O,X,X,X
OSTJZLI,X,O,O,X,X,X,X
OSTZILJ,X,X,X,O,X,X,X
OSTZIJL,X,O,X,O,X,X,X
OSTZLIJ,X,O,O,X,X,X,X
OSTZLJI,X,O,O,X,X,X,X
OSTZJIL,X,O,X,O,X,X,X
OSTZJLI,X,O,O,X,X,X,X
OSITLJZ,X,X,O,O,O,X,X
OSITLZJ,X,X,O,O,O,X,X
OSITJLZ,X,X,O,O,O,O,X
OSITJZL,X,O,X,O,O,X,X
OSITZLJ,X,X,X,O,O,X,X
OSITZJL,X,O,X,O,O,X,X
OSILTJZ,X,X,O,O,X,X,X
OSILTZJ,X,X,O,O,X,X,X
OSILJTZ,X,X,O,O,X,X,X
OSILJZT,X,X,O,O,X,X,X
OSILZTJ,X,X,O,O,X,X,X
OSILZJT,X,X,O,O,X,X,X
OSIJTLZ,X,X,O,O,O,O,X
OSIJTZL,X,O,X,O,O,X,X
OSIJLTZ,X,X,O,O,X,X,X
OSIJLZT,X,X,O,O,X,X,X
OSIJZTL,X,O,X,O,O,X,X
OSIJZLT,X,X,X,O,X,X,X
OSIZTLJ,X,X,X,O,O,X,X
OSIZTJL,X,O,X,O,O,X,X
OSIZLTJ,X,X,X,O,X,X,X
OSIZLJT,X,X,X,O,X,X,X
OSIZJTL,X,O,X,O,O,X,X
OSIZJLT,X,X,X,O,X,X,X
OSLTIJZ,O,O,O,X,X,O,X
OSLTIZJ,O,O,O,X,X,X,X
OSLTJIZ,O,O,O,X,X,O,X
OSLTJZI,O,O,O,X,X,X,X
OSLTZIJ,O,O,O,X,X,X,X
OSLTZJI,O,O,O,X,X,X,X
OSLITJZ,X,O,O,O,X,O,X
OSLITZJ,X,O,O,O,X,X,X
OSLIJTZ,X,O,O,O,X,O,X
OSLIJZT,O,O,O,O,X,X,X
OSLIZTJ,X,O,O,O,X,X,X
OSLIZJT,O,O,O,O,X,X,X
OSLJTIZ,O,O,O,X,X,O,X
OSLJTZI,O,O,O,X,X,X,X
OSLJITZ,X,O,O,O,X,O,X
OSLJIZT,O,O,O,O,X,X,X
OSLJZTI,O,O,O,X,X,X,X
OSLJZIT,O,O,O,O,X,X,X
OSLZTIJ,O,O,O,X,X,X,X
OSLZTJI,O,O,O,X,X,X,X
OSLZITJ,X,O,O,O,X,X,X
OSLZIJT,O,O,O,O,X,X,X
OSLZJTI,O,O,O,X,X,X,X
OSLZJIT,O,O,O,O,X,X,X
OSJTILZ,X,X,O,O,X,O,X
OSJTIZL,X,O,X,O,X,X,X
OSJTLIZ,O,O,O,X,X,O,X
OSJTLZI,O,O,O,X,X,X,X
OSJTZIL,X,O,X,O,X,X,X
OSJTZLI,X,O,O,X,X,X,X
OSJITLZ,X,X,O,O,O,O,X
OSJITZL,X,O,X,O,O,X,X
OSJILTZ,X,X,O,O,X,X,X
OSJILZT,X,X,O,O,X,X,X
OSJIZTL,X,O,X,O,O,X,X
OSJIZLT,X,X,X,O,X,X,X
OSJLTIZ,O,O,O,X,X,O,X
OSJLTZI,O,O,O,X,X,X,X
OSJLITZ,X,O,O,O,X,O,X
OSJLIZT,O,O,O,O,X,X,X
OSJLZTI,O,O,O,X,X,X,X
OSJLZIT,O,O,O,O,X,X,X
OSJZTIL,X,O,X,O,X,X,X
OSJZTLI,X,O,O,X,X,X,X
OSJZITL,X,O,X,O,O,X,X
OSJZILT,O,X,X,O,X,X,X
OSJZLTI,O,O,O,X,X,X,X
OSJZLIT,O,O,O,O,X,X,X
OSZTILJ,X,X,X,O,X,X,X
OSZTIJL,X,O,X,O,X,X,X
OSZTLIJ,X,O,O,X,X,X,X
OSZTLJI,X,O,O,X,X,X,X
OSZTJIL,X,O,X,O,X,X,X
OSZTJLI,X,O,O,X,X,X,X
OSZITLJ,X,X,X,O,O,X,X
OSZITJL,X,O,X,O,O,X,X
OSZILTJ,X,X,X,O,X,X,X
OSZILJT,X,X,X,O,X,X,X
OSZIJTL,X,O,X,O,O,X,X
