sequence,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFCdBejB?5jBlmB0sBXsB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeR8IvhFGeBUhB?FiB/oBqsBzrB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFCdBejB?5jBlmBXsB0sB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFfiBldB?5jB8nB6rB2xB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JefBJvhF0cB5jB?ziBurBinB1xB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFUdB5jB?lmB3nBatBWxB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeC8IvhF5jB/mB?FiB8nBesBzsB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeG9IvhFRhB6oB?UhBlnBzrBXtB
SJOZLIT,X,O,X,O,O,X,X,X
SZTILJO,O,O,X,X,X,O,O,X
SZTILOJ,O,X,X,X,X,O,O,X
SZTIJLO,O,O,X,O,O,O,O,X
SZTIJOL,O,O,X,O,O,O,X,X
SZTIOLJ,O,X,X,X,X,O,O,X
SZTIOJL,O,X,X,X,O,O,X,X
SZTLIJO,O,O,X,X,X,O,O,X
SZTLIOJ,O,O,X,X,X,O,O,X
SZTLJIO,O,O,O,X,X,X,O,X
SZTLJOI,O,O,O,X,X,X,X,X
SZTLOIJ,O,O,X,X,X,O,O,X
SZTLOJI,O,O,O,X,X,X,X,X
SZTJILO,O,O,O,O,O,O,O,X
SZTJIOL,O,O,O,O,O,O,X,X
SZTJLIO,O,O,O,O,O,X,O,X
SZTJLOI,O,O,O,O,O,X,X,X
SZTJOIL,O,X,O,O,O,O,X,X
SZTJOLI,O,X,O,O,O,X,X,X
SZTOILJ,O,X,X,X,X,O,O,X
SZTOIJL,O,O,X,X,O,O,X,X
SZTOLIJ,O,O,X,X,X,O,O,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,O,X,O,O,X,X
SZTOJLI,O,X,O,X,O,X,X,X
SZITLJO,O,O,X,X,X,O,O,X
SZITLOJ,O,X,X,X,X,O,O,X
SZITJLO,O,O,X,O,O,O,O,X
SZITJOL,O,O,X,O,O,O,X,X
SZITOLJ,O,X,X,X,X,O,O,X
SZITOJL,O,X,X,X,O,O,X,X
SZILTJO,X,O,X,O,X,X,O,X
SZILTOJ,X,O,X,O,X,X,O,X
SZILJTO,X,O,X,O,X,X,O,X
SZILJOT,X,O,X,O,O,X,X,X
SZILOTJ,X,X,X,O,X,X,O,X
SZILOJT,X,O,X,O,O,X,X,X
SZIJTLO,O,O,O,O,X,X,O,X
SZIJTOL,O,O,O,O,O,X,X,X
SZIJLTO,X,O,X,O,X,X,O,X
SZIJLOT,X,O,X,O,O,X,X,X
SZIJOTL,O,O,O,O,O,X,X,X
SZIJOLT,X,O,X,O,O,X,X,X
SZIOTLJ,O,X,X,X,X,O,O,X
SZIOTJL,O,O,X,X,O,O,X,X
SZIOLTJ,X,O,X,O,X,X,O,X
SZIOLJT,X,O,X,O,O,X,X,X
SZIOJTL,O,O,O,O,O,X,X,X
SZIOJLT,X,O,X,O,O,X,X,X
SZLTIJO,X,O,X,O,X,X,O,X
SZLTIOJ,X,O,X,O,X,X,O,X
SZLTJIO,X,O,X,O,X,X,O,X
SZLTJOI,X,O,X,O,X,X,X,X
SZLTOIJ,X,O,X,O,X,X,O,X
SZLTOJI,X,O,X,O,X,X,X,X
SZLITJO,X,O,X,O,X,X,O,X
SZLITOJ,X,O,X,O,X,X,O,X
SZLIJTO,X,O,X,O,X,X,O,X
SZLIJOT,X,O,X,O,O,X,X,X
SZLIOTJ,X,X,X,O,X,X,O,X
SZLIOJT,X,O,X,O,O,X,X,X
SZLJTIO,X,O,X,O,X,X,O,X
SZLJTOI,X,O,X,O,X,X,X,X
SZLJITO,X,O,X,O,X,X,O,X
SZLJIOT,X,O,X,O,O,X,X,X
SZLJOTI,X,O,X,O,X,X,X,X
SZLJOIT,X,O,X,O,O,X,X,X
SZLOTIJ,X,O,X,O,X,X,O,X
SZLOTJI,X,O,X,O,X,X,X,X
SZLOITJ,X,O,X,O,X,X,O,X
SZLOIJT,X,O,X,O,O,X,X,X
SZLOJTI,X,O,X,O,X,X,X,X
SZLOJIT,X,O,X,O,X,X,X,X
SZJTILO,O,O,O,O,X,X,O,X
SZJTIOL,O,O,O,O,O,X,X,X
SZJTLIO,O,O,O,O,X,X,O,X
SZJTLOI,O,O,O,O,X,X,X,X
SZJTOIL,O,X,O,O,O,X,X,X
SZJTOLI,O,X,O,O,X,X,X,X
SZJITLO,O,O,O,O,X,X,O,X
SZJITOL,O,O,O,O,O,X,X,X
SZJILTO,X,O,X,O,X,X,O,X
SZJILOT,X,O,X,O,O,X,X,X
SZJIOTL,O,O,O,O,O,X,X,X
SZJIOLT,X,O,X,O,O,X,X,X
SZJLTIO,X,O,X,O,X,X,O,X
SZJLTOI,X,O,X,O,X,X,X,X
SZJLITO,X,O,X,O,X,X,O,X
SZJLIOT,X,O,X,O,O,X,X,X
SZJLOTI,X,O,X,O,X,X,X,X
SZJLOIT,X,O,X,O,O,X,X,X
SZJOTIL,O,O,O,O,O,X,X,X
SZJOTLI,O,X,O,O,X,X,X,X
SZJOITL,O,O,O,O,O,X,X,X
SZJOILT,X,O,X,O,O,X,X,X
SZJOLTI,X,O,X,O,X,X,X,X
SZJOLIT,X,O,X,O,O,X,X,X
SZOTILJ,O,X,X,X,X,O,O,X
SZOTIJL,O,O,X,X,O,O,X,X
SZOTLIJ,O,O,X,X,X,O,O,X
SZOTLJI,O,O,O,X,X,X,X,X
SZOTJIL,O,O,O,X,O,O,X,X
SZOTJLI,O,X,O,X,O,X,X,X
SZOITLJ,O,X,X,X,X,O,O,X
SZOITJL,O,O,X,X,O,O,X,X
SZOILTJ,X,O,X,O,X,X,O,X
SZOILJT,X,O,X,O,O,X,X,X
SZOIJTL,O,O,O,O,O,X,X,X
SZOIJLT,X,O,X,O,O,X,X,X
SZOLTIJ,X,O,X,O,X,X,O,X
SZOLTJI,X,O,X,O,X,X,X,X
SZOLITJ,X,O,X,O,X,X,O,X
SZOLIJT,X,O,X,O,O,X,X,X
SZOLJTI,X,O,X,O,X,X,X,X
SZOLJIT,X,O,X,O,X,X,X,X
SZOJTIL,O,O,O,O,O,X,X,X
SZOJTLI,O,X,O,O,X,X,X,X
SZOJITL,O,O,O,O,O,X,X,X
SZOJILT,X,O,X,O,O,X,X,X
SZOJLTI,X,O,X,O,X,X,X,X
SZOJLIT,X,O,X,O,O,X,X,X
SOTILJZ,O,X,O,X,O,O,X,O
SOTILZJ,X,X,X,X,X,O,X,X
SOTIJLZ,O,X,O,X,O,O,X,O
SOTIJZL,O,X,O,X,O,O,X,X
SOTIZLJ,O,X,X,X,X,O,X,X
SOTIZJL,O,X,X,X,O,O,X,X
SOTLIJZ,O,O,O,X,O,O,X,O
SOTLIZJ,X,O,X,X,X,O,X,X
SOTLJIZ,O,O,O,X,O,X,X,O
SOTLJZI,X,O,O,X,O,X,X,X
SOTLZIJ,O,O,X,X,X,O,X,X
SOTLZJI,O,O,O,X,X,X,X,X
SOTJILZ,O,X,O,X,O,O,X,O
SOTJIZL,O,X,O,X,O,O,X,X
SOTJLIZ,O,O,O,X,O,X,X,O
SOTJLZI,X,O,O,X,O,X,X,X
SOTJZIL,X,O,O,X,O,O,X,X
SOTJZLI,X,X,O,X,O,X,X,X
SOTZILJ,O,X,X,X,X,O,X,X
SOTZIJL,O,O,X,X,O,O,X,X
SOTZLIJ,O,O,X,X,X,O,X,X
SOTZLJI,O,O,O,X,X,X,X,X
SOTZJIL,O,O,O,X,O,O,X,X
SOTZJLI,O,X,O,X,O,X,X,X
SOITLJZ,O,X,O,X,O,O,X,O
SOITLZJ,X,X,X,X,X,O,X,X
SOITJLZ,O,X,O,X,O,O,X,O
SOITJZL,O,X,O,X,O,O,X,X
SOITZLJ,O,X,X,X,X,O,X,X
SOITZJL,O,X,X,X,O,O,X,X
SOILTJZ,X,O,X,X,O,O,X,X
SOILTZJ,X,O,X,O,X,O,X,X
SOILJTZ,X,O,O,O,X,X,X,X
SOILJZT,X,O,X,O,O,X,X,X
SOILZTJ,X,O,X,O,X,X,O,X
SOILZJT,X,O,X,O,O,X,X,X
SOIJTLZ,O,X,O,X,O,O,X,O
SOIJTZL,O,X,O,O,O,O,X,X
SOIJLTZ,X,O,O,X,X,X,X,X
SOIJLZT,X,O,X,O,O,X,X,X
SOIJZTL,O,O,O,O,O,X,X,X
SOIJZLT,X,O,X,O,O,X,X,X
SOIZTLJ,O,X,X,X,X,O,O,X
SOIZTJL,O,O,X,X,O,O,X,X
SOIZLTJ,X,O,X,O,X,X,O,X
SOIZLJT,X,O,X,O,O,X,X,X
SOIZJTL,O,O,O,O,O,X,X,X
SOIZJLT,X,O,X,O,O,X,X,X
SOLTIJZ,X,O,O,X,O,O,X,O
SOLTIZJ,X,O,X,O,X,O,X,X
SOLTJIZ,X,O,O,X,O,X,X,O
SOLTJZI,X,O,O,X,O,X,X,X
SOLTZIJ,X,O,X,O,X,O,X,X
SOLTZJI,X,O,O,O,X,X,X,X
SOLITJZ,X,O,X,X,O,O,X,X
SOLITZJ,X,O,X,O,X,O,X,X
SOLIJTZ,X,O,O,O,X,X,X,X
SOLIJZT,X,O,X,O,O,X,X,X
SOLIZTJ,X,O,X,O,X,X,O,X
SOLIZJT,X,O,X,O,O,X,X,X
SOLJTIZ,X,O,O,O,X,X,X,X
SOLJTZI,X,O,O,O,X,X,X,X
SOLJITZ,X,O,O,O,X,X,X,X
SOLJIZT,X,O,X,O,O,X,X,X
SOLJZTI,X,O,X,O,X,X,X,X
SOLJZIT,X,O,X,O,O,X,X,X
SOLZTIJ,X,O,X,O,X,X,O,X
SOLZTJI,X,O,X,O,X,X,X,X
SOLZITJ,X,O,X,O,X,X,O,X
SOLZIJT,X,O,X,O,O,X,X,X
SOLZJTI,X,O,X,O,X,X,X,X
SOLZJIT,X,O,X,O,X,X,X,X
SOJTILZ,O,X,O,X,O,O,X,X
SOJTIZL,O,X,O,O,O,O,X,X
SOJTLIZ,O,O,O,X,O,X,X,X
SOJTLZI,X,O,O,X,O,X,X,X
SOJTZIL,X,O,O,O,O,O,X,X
SOJTZLI,X,X,O,O,O,X,X,X
SOJITLZ,O,X,O,X,O,O,X,X
SOJITZL,O,X,O,O,O,O,X,X
SOJILTZ,X,O,O,X,X,X,X,X
SOJILZT,X,O,X,O,O,X,X,X
SOJIZTL,O,O,O,O,O,X,X,X
SOJIZLT,X,O,X,O,O,X,X,X
SOJLTIZ,X,O,O,X,X,X,X,X
SOJLTZI,X,O,O,X,X,X,X,X
SOJLITZ,X,O,O,X,X,X,X,X
SOJLIZT,X,O,X,O,O,X,X,X
SOJLZTI,X,O,X,O,X,X,X,X
SOJLZIT,X,O,X,O,O,X,X,X
SOJZTIL,O,O,O,O,O,X,X,X
SOJZTLI,O,X,O,O,X,X,X,X
SOJZITL,O,O,O,O,O,X,X,X
SOJZILT,X,O,X,O,O,X,X,X
SOJZLTI,X,O,X,O,X,X,X,X
SOJZLIT,X,O,X,O,O,X,X,X
SOZTILJ,O,X,X,X,X,O,O,X
SOZTIJL,O,O,X,X,O,O,X,X
SOZTLIJ,O,O,X,X,X,O,O,X
SOZTLJI,O,O,O,X,X,X,X,X
SOZTJIL,O,O,O,X,O,O,X,X
SOZTJLI,O,X,O,X,O,X,X,X
SOZITLJ,O,X,X,X,X,O,O,X
SOZITJL,O,O,X,X,O,O,X,X
SOZILTJ,X,O,X,O,X,X,O,X
SOZILJT,X,O,X,O,O,X,X,X
SOZIJTL,O,O,O,O,O,X,X,X
SOZIJLT,X,O,X,O,O,X,X,X
SOZLTIJ,X,O,X,O,X,X,O,X
SOZLTJI,X,O,X,O,X,X,X,X
SOZLITJ,X,O,X,O,X,X,O,X
SOZLIJT,X,O,X,O,O,X,X,X
SOZLJTI,X,O,X,O,X,X,X,X
SOZLJIT,X,O,X,O,X,X,X,X
SOZJTIL,O,O,O,O,O,X,X,X
SOZJTLI,O,X,O,O,X,X,X,X
SOZJITL,O,O,O,O,O,X,X,X
SOZJILT,X,O,X,O,O,X,X,X
SOZJLTI,X,O,X,O,X,X,X,X
SOZJLIT,X,O,X,O,O,X,X,X
ZTILJSO,O,X,X,O,X,X,X,X
ZTILJOS,O,X,O,X,X,X,X,X
ZTILSJO,O,O,X,O,X,X,O,X
ZTILSOJ,O,X,X,O,X,X,O,X
ZTILOJS,O,X,O,X,X,X,X,X
ZTILOSJ,O,X,X,O,X,X,X,X
ZTIJLSO,O,X,X,O,X,X,X,X
ZTIJLOS,O,X,O,O,X,X,X,X
ZTIJSLO,O,X,O,O,O,X,X,X
ZTIJSOL,O,X,O,O,O,X,X,X
ZTIJOLS,O,X,O,X,X,X,X,X
ZTIJOSL,O,X,O,O,O,X,X,X
ZTISLJO,O,O,X,X,X,O,O,X
ZTISLOJ,O,X,X,X,X,O,O,X
ZTISJLO,O,O,X,O,O,O,O,X
ZTISJOL,O,O,X,O,O,O,X,X
ZTISOLJ,O,X,X,X,X,O,O,X
ZTISOJL,O,X,X,X,O,O,X,X
ZTIOLJS,O,X,O,X,X,X,X,X
ZTIOLSJ,O,O,X,O,X,X,X,X
ZTIOJLS,O,X,O,X,X,X,X,X
ZTIOJSL,O,X,O,O,O,X,X,X
ZTIOSLJ,O,X,X,X,X,O,X,X
ZTIOSJL,O,O,X,X,O,O,X,X
ZTLIJSO,O,O,X,O,X,X,X,X
ZTLIJOS,O,X,O,X,X,X,X,X
ZTLISJO,O,O,X,O,X,X,O,X
ZTLISOJ,O,O,X,O,X,X,O,X
ZTLIOJS,O,X,O,X,X,X,X,X
ZTLIOSJ,O,O,X,O,X,X,X,X
ZTLJISO,O,O,X,O,X,X,X,X
ZTLJIOS,O,X,O,X,X,X,X,X
ZTLJSIO,O,O,X,O,X,X,X,X
ZTLJSOI,O,O,X,O,X,X,X,X
ZTLJOIS,O,X,O,X,X,X,X,X
ZTLJOSI,O,X,X,X,X,X,X,X
ZTLSIJO,O,O,X,O,X,X,O,X
ZTLSIOJ,O,O,X,O,X,X,O,X
ZTLSJIO,O,O,X,O,X,X,O,X
ZTLSJOI,O,O,X,O,X,X,X,X
ZTLSOIJ,O,O,X,O,X,X,O,X
ZTLSOJI,O,O,X,O,X,X,X,X
ZTLOIJS,O,X,O,X,X,X,X,X
ZTLOISJ,O,O,X,O,X,X,X,X
ZTLOJIS,O,X,O,X,X,X,X,X
ZTLOJSI,O,X,X,X,X,X,X,X
ZTLOSIJ,O,O,X,O,X,X,X,X
ZTLOSJI,O,O,X,O,X,X,X,X
ZTJILSO,O,X,X,O,X,X,X,X
ZTJILOS,O,X,O,O,X,X,X,X
ZTJISLO,O,X,O,O,O,X,X,X
ZTJISOL,O,X,O,O,O,X,X,X
ZTJIOLS,O,X,O,X,X,X,X,X
ZTJIOSL,O,X,O,O,O,X,X,X
ZTJLISO,O,X,X,O,X,X,X,X
ZTJLIOS,O,X,O,O,X,X,X,X
ZTJLSIO,O,X,X,O,X,X,X,X
ZTJLSOI,O,X,X,O,X,X,X,X
ZTJLOIS,O,X,O,O,X,X,X,X
ZTJLOSI,O,X,X,O,X,X,X,X
ZTJSILO,O,X,X,O,O,X,X,X
ZTJSIOL,O,X,X,O,O,X,X,X
ZTJSLIO,O,X,X,O,O,X,X,X
ZTJSLOI,O,X,X,O,O,X,X,X
ZTJSOIL,O,X,X,O,O,X,X,X
ZTJSOLI,O,X,X,O,O,X,X,X
ZTJOILS,O,X,O,X,X,X,X,X
ZTJOISL,O,X,O,O,O,X,X,X
ZTJOLIS,O,X,O,X,X,X,X,X
ZTJOLSI,O,X,X,X,X,X,X,X
ZTJOSIL,O,X,X,O,O,X,X,X
ZTJOSLI,O,X,X,O,O,X,X,X
ZTSILJO,O,O,X,X,X,O,O,X
ZTSILOJ,O,X,X,X,X,O,O,X
ZTSIJLO,O,O,X,O,O,O,O,X
ZTSIJOL,O,O,X,O,O,O,X,X
ZTSIOLJ,O,X,X,X,X,O,O,X
ZTSIOJL,O,X,X,X,O,O,X,X
ZTSLIJO,O,O,X,X,X,O,O,X
ZTSLIOJ,O,O,X,X,X,O,O,X
ZTSLJIO,O,O,X,X,X,X,O,X
ZTSLJOI,O,O,X,X,X,X,X,X
ZTSLOIJ,O,O,X,X,X,O,O,X
ZTSLOJI,O,O,X,X,X,X,X,X
ZTSJILO,O,O,X,O,O,O,O,X
ZTSJIOL,O,O,X,O,O,O,X,X
ZTSJLIO,O,O,X,O,O,X,O,X
ZTSJLOI,O,O,X,O,O,X,X,X
ZTSJOIL,O,X,X,O,O,O,X,X
ZTSJOLI,O,X,X,O,O,X,X,X
ZTSOILJ,O,X,X,X,X,O,O,X
ZTSOIJL,O,O,X,X,O,O,X,X
ZTSOLIJ,O,O,X,X,X,O,O,X
ZTSOLJI,O,O,X,X,X,X,X,X
ZTSOJIL,O,O,X,X,O,O,X,X
ZTSOJLI,O,X,X,X,O,X,X,X
ZTOILJS,O,X,O,X,X,X,X,X
ZTOILSJ,O,O,X,O,X,X,X,X
ZTOIJLS,O,X,O,X,X,X,X,X
ZTOIJSL,O,X,O,O,O,X,X,X
ZTOISLJ,O,X,X,X,X,O,X,X
ZTOISJL,O,O,X,X,O,O,X,X
ZTOLIJS,O,O,O,X,X,X,X,X
ZTOLISJ,O,O,X,O,X,X,X,X
ZTOLJIS,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X,X
ZTOLSIJ,O,O,X,O,X,X,X,X
ZTOLSJI,O,O,X,O,X,X,X,X
ZTOJILS,O,X,O,X,X,X,X,X
ZTOJISL,O,X,O,O,O,X,X,X
ZTOJLIS,O,X,O,X,X,X,X,X
ZTOJLSI,O,X,X,X,X,X,X,X
ZTOJSIL,O,X,X,O,O,X,X,X
ZTOJSLI,O,X,X,O,O,X,X,X
ZTOSILJ,O,X,X,X,X,O,X,X
ZTOSIJL,O,O,X,X,O,O,X,X
ZTOSLIJ,O,O,X,X,X,O,X,X
ZTOSLJI,O,O,X,X,X,X,X,X
ZTOSJIL,O,O,X,X,O,O,X,X
ZTOSJLI,O,X,X,X,O,X,X,X
ZITLJSO,O,X,X,O,X,X,X,X
ZITLJOS,O,X,O,X,X,X,X,X
ZITLSJO,O,O,X,O,X,X,O,X
ZITLSOJ,O,X,X,O,X,X,O,X
ZITLOJS,O,X,O,X,X,X,X,X
ZITLOSJ,O,X,X,O,X,X,X,X
ZITJLSO,O,X,X,O,X,X,X,X
ZITJLOS,O,X,O,O,X,X,X,X
ZITJSLO,O,X,O,O,O,X,X,X
ZITJSOL,O,X,O,O,O,X,X,X
ZITJOLS,O,X,O,X,X,X,X,X
ZITJOSL,O,X,O,O,O,X,X,X
ZITSLJO,O,O,X,X,X,O,O,X
ZITSLOJ,O,X,X,X,X,O,O,X
ZITSJLO,O,O,X,O,O,O,O,X
ZITSJOL,O,O,X,O,O,O,X,X
ZITSOLJ,O,X,X,X,X,O,O,X
ZITSOJL,O,X,X,X,O,O,X,X
ZITOLJS,O,X,O,X,X,X,X,X
ZITOLSJ,O,O,X,O,X,X,X,X
ZITOJLS,O,X,O,X,X,X,X,X
ZITOJSL,O,X,O,O,O,X,X,X
ZITOSLJ,O,X,X,X,X,O,X,X
ZITOSJL,O,O,X,X,O,O,X,X
ZILTJSO,O,O,X,O,X,X,X,X
ZILTJOS,O,X,X,X,X,X,X,X
ZILTSJO,O,O,X,O,X,X,O,X
ZILTSOJ,O,O,X,O,X,X,O,X
ZILTOJS,O,X,X,X,X,X,X,X
ZILTOSJ,O,O,X,O,X,X,X,X
ZILJTSO,O,X,X,O,X,X,X,X
ZILJTOS,O,X,X,O,X,X,X,X
ZILJSTO,X,O,X,O,X,X,O,X
ZILJSOT,X,O,X,O,X,X,X,X
ZILJOTS,O,X,X,O,X,X,X,X
ZILJOST,X,X,X,O,X,X,X,X
ZILSTJO,X,O,X,O,X,X,O,X
ZILSTOJ,X,O,X,O,X,X,O,X
ZILSJTO,X,O,X,O,X,X,O,X
ZILSJOT,X,O,X,O,X,X,X,X
ZILSOTJ,X,X,X,O,X,X,O,X
ZILSOJT,X,O,X,O,X,X,X,X
ZILOTJS,O,X,X,X,X,X,X,X
ZILOTSJ,O,O,X,O,X,X,X,X
ZILOJTS,O,X,X,O,X,X,X,X
ZILOJST,X,O,X,O,X,X,X,X
ZILOSTJ,X,O,X,O,X,X,O,X
ZILOSJT,X,O,X,O,X,X,X,X
ZIJTLSO,O,X,X,O,X,X,X,X
ZIJTLOS,O,X,O,O,X,X,X,X
ZIJTSLO,O,X,O,O,X,X,X,X
ZIJTSOL,O,X,O,O,X,X,X,X
ZIJTOLS,O,X,O,X,X,X,X,X
ZIJTOSL,O,X,O,O,X,X,X,X
ZIJLTSO,O,X,X,O,X,X,X,X
ZIJLTOS,O,X,X,O,X,X,X,X
ZIJLSTO,X,O,X,O,X,X,O,X
ZIJLSOT,X,O,X,O,X,X,X,X
ZIJLOTS,O,X,X,O,X,X,X,X
ZIJLOST,X,X,X,O,X,X,X,X
ZIJSTLO,O,O,O,O,X,X,O,X
ZIJSTOL,O,O,O,O,O,X,X,X
ZIJSLTO,X,O,X,O,X,X,O,X
ZIJSLOT,X,O,X,O,O,X,X,X
ZIJSOTL,O,O,O,O,O,X,X,X
ZIJSOLT,X,O,X,O,O,X,X,X
ZIJOTLS,O,X,O,X,X,X,X,X
ZIJOTSL,O,X,O,O,X,X,X,X
ZIJOLTS,O,X,X,O,X,X,X,X
ZIJOLST,X,O,X,O,X,X,X,X
ZIJOSTL,O,O,O,O,O,X,X,X
ZIJOSLT,X,O,X,O,O,X,X,X
ZISTLJO,O,O,X,X,X,O,O,X
ZISTLOJ,O,X,X,X,X,O,O,X
ZISTJLO,O,O,X,O,O,O,O,X
ZISTJOL,O,O,X,O,O,O,X,X
ZISTOLJ,O,X,X,X,X,O,O,X
ZISTOJL,O,X,X,X,O,O,X,X
ZISLTJO,X,O,X,O,X,X,O,X
ZISLTOJ,X,O,X,O,X,X,O,X
ZISLJTO,X,O,X,O,X,X,O,X
ZISLJOT,X,O,X,O,O,X,X,X
ZISLOTJ,X,X,X,O,X,X,O,X
ZISLOJT,X,O,X,O,O,X,X,X
ZISJTLO,O,O,O,O,X,X,O,X
ZISJTOL,O,O,O,O,O,X,X,X
ZISJLTO,X,O,X,O,X,X,O,X
ZISJLOT,X,O,X,O,O,X,X,X
ZISJOTL,O,O,O,O,O,X,X,X
ZISJOLT,X,O,X,O,O,X,X,X
ZISOTLJ,O,X,X,X,X,O,O,X
ZISOTJL,O,O,X,X,O,O,X,X
ZISOLTJ,X,O,X,O,X,X,O,X
ZISOLJT,X,O,X,O,O,X,X,X
ZISOJTL,O,O,O,O,O,X,X,X
ZISOJLT,X,O,X,O,O,X,X,X
ZIOTLJS,O,X,O,X,X,X,X,X
ZIOTLSJ,O,O,X,O,X,X,X,X
ZIOTJLS,O,X,O,X,X,X,X,X
ZIOTJSL,O,X,O,O,O,X,X,X
ZIOTSLJ,O,X,X,X,X,O,X,X
ZIOTSJL,O,O,X,X,O,O,X,X
ZIOLTJS,O,O,X,X,X,X,X,X
ZIOLTSJ,O,O,X,O,X,X,X,X
ZIOLJTS,O,X,X,O,X,X,X,X
ZIOLJST,X,O,X,O,X,X,X,X
ZIOLSTJ,X,O,X,O,X,X,O,X
ZIOLSJT,X,O,X,O,X,X,X,X
ZIOJTLS,O,X,O,X,X,X,X,X
ZIOJTSL,O,X,O,O,X,X,X,X
ZIOJLTS,O,X,X,O,X,X,X,X
ZIOJLST,X,O,X,O,X,X,X,X
ZIOJSTL,O,O,O,O,O,X,X,X
ZIOJSLT,X,O,X,O,O,X,X,X
ZIOSTLJ,O,X,X,X,X,O,O,X
ZIOSTJL,O,O,X,X,O,O,X,X
ZIOSLTJ,X,O,X,O,X,X,O,X
ZIOSLJT,X,O,X,O,O,X,X,X
ZIOSJTL,O,O,O,O,O,X,X,X
ZIOSJLT,X,O,X,O,O,X,X,X
ZLTIJSO,O,O,X,O,X,X,X,X
ZLTIJOS,O,X,X,X,X,X,X,X
ZLTISJO,O,O,X,O,X,X,O,X
ZLTISOJ,O,O,X,O,X,X,O,X
ZLTIOJS,O,X,X,X,X,X,X,X
ZLTIOSJ,O,O,X,O,X,X,X,X
ZLTJISO,O,O,X,O,X,X,X,X
ZLTJIOS,O,X,X,X,X,X,X,X
ZLTJSIO,O,O,X,O,X,X,X,X
ZLTJSOI,O,O,X,O,X,X,X,X
ZLTJOIS,O,X,X,X,X,X,X,X
ZLTJOSI,O,X,X,X,X,X,X,X
ZLTSIJO,O,O,X,O,X,X,O,X
ZLTSIOJ,O,O,X,O,X,X,O,X
ZLTSJIO,O,O,X,O,X,X,O,X
ZLTSJOI,O,O,X,O,X,X,X,X
ZLTSOIJ,O,O,X,O,X,X,O,X
ZLTSOJI,O,O,X,O,X,X,X,X
ZLTOIJS,O,X,X,X,X,X,X,X
ZLTOISJ,O,O,X,O,X,X,X,X
ZLTOJIS,O,X,X,X,X,X,X,X
ZLTOJSI,O,X,X,X,X,X,X,X
ZLTOSIJ,O,O,X,O,X,X,X,X
ZLTOSJI,O,O,X,O,X,X,X,X
ZLITJSO,O,O,X,O,X,X,X,X
ZLITJOS,O,X,X,X,X,X,X,X
ZLITSJO,O,O,X,O,X,X,O,X
ZLITSOJ,O,O,X,O,X,X,O,X
ZLITOJS,O,X,X,X,X,X,X,X
ZLITOSJ,O,O,X,O,X,X,X,X
ZLIJTSO,O,X,X,O,X,X,X,X
ZLIJTOS,O,X,X,O,X,X,X,X
ZLIJSTO,X,O,X,O,X,X,O,X
ZLIJSOT,X,O,X,O,X,X,X,X
ZLIJOTS,O,X,X,O,X,X,X,X
ZLIJOST,X,X,X,O,X,X,X,X
ZLISTJO,X,O,X,O,X,X,O,X
ZLISTOJ,X,O,X,O,X,X,O,X
ZLISJTO,X,O,X,O,X,X,O,X
ZLISJOT,X,O,X,O,X,X,X,X
ZLISOTJ,X,X,X,O,X,X,O,X
ZLISOJT,X,O,X,O,X,X,X,X
ZLIOTJS,O,X,X,X,X,X,X,X
ZLIOTSJ,O,O,X,O,X,X,X,X
ZLIOJTS,O,X,X,O,X,X,X,X
ZLIOJST,X,O,X,O,X,X,X,X
ZLIOSTJ,X,O,X,O,X,X,O,X
ZLIOSJT,X,O,X,O,X,X,X,X
ZLJTISO,O,O,X,O,X,X,X,X
ZLJTIOS,O,X,X,O,X,X,X,X
ZLJTSIO,O,O,X,O,X,X,X,X
ZLJTSOI,O,O,X,O,X,X,X,X
ZLJTOIS,O,X,X,O,X,X,X,X
ZLJTOSI,O,X,X,O,X,X,X,X
ZLJITSO,O,X,X,O,X,X,X,X
ZLJITOS,O,X,X,O,X,X,X,X
ZLJISTO,X,O,X,O,X,X,O,X
ZLJISOT,X,O,X,O,X,X,X,X
ZLJIOTS,O,X,X,O,X,X,X,X
ZLJIOST,X,X,X,O,X,X,X,X
ZLJSTIO,X,O,X,O,X,X,O,X
ZLJSTOI,X,O,X,O,X,X,X,X
ZLJSITO,X,O,X,O,X,X,O,X
ZLJSIOT,X,O,X,O,X,X,X,X
ZLJSOTI,X,O,X,O,X,X,X,X
ZLJSOIT,X,O,X,O,X,X,X,X
ZLJOTIS,O,X,X,O,X,X,X,X
ZLJOTSI,O,X,X,O,X,X,X,X
ZLJOITS,O,X,X,O,X,X,X,X
ZLJOIST,X,X,X,O,X,X,X,X
ZLJOSTI,X,X,X,O,X,X,X,X
ZLJOSIT,X,X,X,O,X,X,X,X
ZLSTIJO,X,O,X,O,X,X,O,X
