sequence,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFuiBcjB?lgBanBXmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhFRdBSjB?lhBzlBmnB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhF3dBcjB?6lBOmBFnBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFSiBTeB?lgBXmBmnB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Jex9IvhFlgBcmB?OnBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFGeBlgB?UiBXmBysBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhFRdBcjB?lhBzlB2sBqsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeZCJvhFWjBlgB?cmBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR9IvhFSjBlgB?3hBmnBzlB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhF1hBxdB?SnBOoBzlB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JelAJvhFcmBxiB?OnBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je+BJvhFlgBxiB?inBzlBXoB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFlgBXmB?inBcoBGnBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeWCJvhFcjBlgB?xmBzlB/sBatB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeSCJvhFlgBOoB?xmBzlBUnBXtB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeG8IvhFZiBCeB?VmBXjB0lBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeF8IvhFxdBSmB?OnBXjB0lBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeSDJvhFlgBxmB?8sBfnBzlBmsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je1AJvhF6hBZiB?cjBzlBftBusB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JecDJvhFlgBxmB?fnBqsBzqBmsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhF0hB5nB?OoBzlBanBFtB
ZSOTIJL,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
ZSOTLIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOTLJI,O,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSOTJIL,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSOTJLI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSOITLJ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
ZSOITJL,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
ZSOILTJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSOILJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOIJLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOLTJI,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSOLITJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOLIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSOJTLI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSOJITL,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSOJILT,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X
ZOTIJLS,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
ZOTIJSL,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
ZOTISLJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X
ZOTISJL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
ZOTLIJS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
ZOTLJIS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOTLSIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOTLSJI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOTJILS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOTJISL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
ZOTJLIS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOTJSIL,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
ZOTJSLI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOTSILJ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
ZOTSIJL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
ZOTSLIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZOTSLJI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOTSJIL,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
ZOTSJLI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOITLJS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X
ZOITJLS,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
ZOITJSL,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
ZOITSLJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X
ZOITSJL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
ZOILTJS,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOILJTS,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOILJST,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOILSTJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOIJTLS,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
ZOIJTSL,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
ZOIJLTS,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOIJLST,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOIJSTL,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOIJSLT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOISTLJ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
ZOISTJL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
ZOISLTJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOISLJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOISJTL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOISJLT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLTIJS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
ZOLTJIS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLTJSI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
ZOLTSIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOLTSJI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
ZOLITJS,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOLIJTS,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOLIJST,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOLISTJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLJTIS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJTSI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJITS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOLJIST,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOLJSTI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJSIT,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O
ZOLSTIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOLSTJI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
ZOLSITJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
ZOLSIJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLSJTI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLSJIT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOJTILS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOJTISL,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOJTLIS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOJTSIL,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O
ZOJTSLI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOJITLS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOJITSL,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOJILTS,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOJILST,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOJISTL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOJISLT,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOJLTIS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLTSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLITS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOJLIST,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOJLSTI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLSIT,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O
ZOJSTIL,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O
ZOJSTLI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOJSITL,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O
ZOJSILT,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O
ZOJSLTI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOJSLIT,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O
ZOSTILJ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
ZOSTIJL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
ZOSTLIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZOSTLJI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOSTJIL,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
ZOSTJLI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOSITLJ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
ZOSITJL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
ZOSILTJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOSILJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSIJTL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOSIJLT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSLTIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
ZOSLTJI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X
ZOSLITJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
ZOSLIJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSLJTI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOSLJIT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O
ZOSJTIL,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O
ZOSJTLI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOSJITL,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O
ZOSJILT,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O
ZOSJLTI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOSJLIT,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O
OTILJSZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
OTILJZS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTILSJZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTILSZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTILZJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTIJLSZ,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X
OTIJLZS,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OTIJSLZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTIJSZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTIJZLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OTIJZSL,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O
OTISLJZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTISLZJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTISJLZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTISJZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTISZLJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTISZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTIZLJS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X
OTIZJLS,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OTIZJSL,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
OTIZSLJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X
OTIZSJL,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OTLIJSZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X
OTLIJZS,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OTLISJZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLISZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLIZJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTLJISZ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X
OTLJIZS,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OTLJSIZ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLJSZI,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLJZIS,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLJZSI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTLSIJZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLSIZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLSJIZ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLSJZI,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLSZIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLSZJI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X
OTLZIJS,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
OTLZJIS,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLZJSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
OTLZSIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTLZSJI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
OTJILSZ,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
OTJILZS,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
OTJISLZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTJISZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTJIZLS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTJIZSL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTJLISZ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X
OTJLIZS,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OTJLSIZ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJLSZI,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJLZIS,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJLZSI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTJSILZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJSIZL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTJSLIZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJSLZI,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJSZIL,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTJSZLI,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTJZILS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OTJZISL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTJZLIS,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTJZSIL,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O,X,O
OTJZSLI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTSILJZ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSILZJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSIJLZ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTSIJZL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTSIZLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTSIZJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTSLIJZ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSLIZJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSLJIZ,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSLJZI,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSLZIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSLZJI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X
OTSJILZ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSJIZL,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTSJLIZ,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSJLZI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSJZIL,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTSJZLI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTSZILJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTSZIJL,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTSZLIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTSZLJI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OTSZJIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O
OTSZJLI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OTZILJS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X
OTZIJLS,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OTZIJSL,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
OTZISLJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X
OTZISJL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OTZLIJS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
OTZLJIS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OTZLSIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTZLSJI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OTZJILS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
OTZJISL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
