sequence,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBu?qBirB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBuqBF?nB0rBirB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex8IvhFXeBlgBUiBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFxdBlgB3iBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhF3cBFeB5lBT?iB0mB2wB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBFnBC?rBUrBmrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex7IvhFXeB0gBFnBC?rBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBq?qB2rB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBmrBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBOrBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhFchBXeB5lBF?nBTrBOsB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFXeBlgBxmB6?qBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je/AJvhFchBxdBFnBG?rBisBzqB
LTZOJIS,X,X,X,X,X,O,O,X,X,X,X,X,X
LTZOJSI,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZOSJI,X,X,X,X,O,O,O,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOIJZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOISJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
LTOISZJ,X,X,X,X,O,O,X,O,X,X,O,O,X
LTOIZJS,X,X,X,X,O,O,X,X,X,X,O,X,X
LTOIZSJ,X,X,X,X,O,O,X,X,X,X,O,O,X
LTOJISZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOJIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LTOJSZI,X,O,X,X,O,O,X,O,X,X,X,X,X
LTOJZIS,X,O,X,X,O,O,X,X,X,X,X,X,X
LTOJZSI,X,O,X,X,O,O,X,O,X,X,X,X,X
LTOSIJZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LTOSIZJ,X,X,X,X,O,O,X,O,X,X,O,O,X
LTOSJIZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LTOSJZI,X,O,X,X,O,O,X,O,X,X,X,X,X
LTOSZIJ,X,X,X,X,O,O,O,O,X,X,O,O,X
LTOSZJI,X,X,O,X,O,O,O,O,X,X,X,X,X
LTOZIJS,X,X,X,X,O,O,O,X,X,X,O,X,X
LTOZISJ,X,X,X,X,O,O,O,X,X,X,O,O,X
LTOZJIS,X,X,X,X,X,O,O,X,X,X,X,X,X
LTOZJSI,X,X,X,X,O,O,O,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,O,O,O,X,X,X,O,O,X
LTOZSJI,X,X,O,X,O,O,O,X,X,X,X,X,X
LITJSZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LITJSOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LITJZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LITJOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LITSJOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LITSZJO,X,X,X,X,X,O,O,X,X,X,X,O,X
LITSZOJ,X,X,X,X,X,O,O,O,X,X,X,O,X
LITSOJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
LITSOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
LITZJSO,X,X,X,X,O,O,O,X,X,X,X,X,X
LITZJOS,X,X,X,X,O,O,O,X,X,X,X,X,X
LITZSJO,X,X,X,X,X,O,O,X,X,X,X,O,X
LITZSOJ,X,X,X,X,X,O,O,X,X,X,X,O,X
LITZOJS,X,X,X,X,O,O,O,X,X,X,X,X,X
LITZOSJ,X,X,X,X,O,O,O,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LITOJZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
LITOSZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
LITOZJS,X,X,X,X,O,O,X,X,X,X,O,X,X
LITOZSJ,X,X,X,X,O,O,X,X,X,X,O,O,X
LIJTSZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJTSOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJTZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJTOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,O,X,X,O,O,X,X,X,X
LIJSTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJSZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LIJSZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJSOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJSOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJZTSO,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LIJZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJZOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJOTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJOTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJOZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LIJOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LISTJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LISTJOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LISTZJO,X,X,X,X,X,O,O,X,O,O,X,O,X
LISTZOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
LISTOJZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LISTOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
LISJTZO,O,X,X,O,O,X,X,O,O,X,X,X,X
LISJTOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LISJZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
LISJZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LISJOTZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LISJOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LISZTJO,X,X,X,X,X,X,O,X,O,O,X,O,X
LISZTOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
LISZJTO,O,X,X,O,X,X,X,O,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,O,X,X,X,X,X
LISZOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LISOTZJ,X,X,X,X,O,O,X,O,X,O,O,X,X
LISOJTZ,O,X,X,O,O,O,X,O,X,X,X,X,X
LISOJZT,O,X,X,O,O,X,X,O,X,X,X,X,X
LISOZTJ,X,X,X,X,O,O,X,O,X,O,O,X,X
LISOZJT,X,X,X,O,X,X,X,O,X,X,X,X,X
LIZTJSO,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZTJOS,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,O,X,X,X,X,O,X
LIZTSOJ,X,X,X,X,X,X,O,X,X,X,X,O,X
LIZTOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZJTOS,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZJSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LIZJSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIZJOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOST,O,X,X,X,O,X,X,O,X,X,X,X,X
LIZSTJO,X,X,X,X,X,X,O,X,O,O,X,O,X
LIZSTOJ,X,X,X,X,X,X,O,O,O,O,X,O,X
LIZSJTO,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZSJOT,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,O,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,O,X,O,X,X,X,O,X,X
LIZOJTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZOJST,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZOSTJ,X,X,X,X,O,X,X,O,X,X,O,X,X
LIZOSJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOTJZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,O,X,O,X,X,O,X,X
LIOTZJS,X,X,X,X,O,O,X,X,X,X,O,X,X
LIOTZSJ,X,X,X,X,O,O,X,X,X,X,O,X,X
LIOJTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOJSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOJZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOJZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOSTJZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LIOSTZJ,X,X,X,X,O,O,X,O,X,O,O,X,X
LIOSJTZ,O,X,X,O,O,O,X,O,X,X,X,X,X
LIOSJZT,O,X,X,O,O,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,X,O,O,X,O,X,O,O,X,X
LIOSZJT,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOZTJS,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOZJTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOZJST,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOZSTJ,X,X,X,X,O,X,X,O,X,O,O,X,X
LIOZSJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTISZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LJTISOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJTIZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJTIOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,O,O,X,X,O,O,X,X,X,X
LJTSIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJTSZIO,O,O,O,O,O,O,O,O,O,X,X,X,O
LJTSZOI,O,O,O,O,O,O,O,O,O,X,X,X,O
LJTSOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LJTSOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
LJTZISO,X,O,O,X,O,O,O,X,X,X,X,X,X
LJTZIOS,X,O,X,X,O,O,O,X,X,X,X,X,X
LJTZSIO,O,O,O,O,O,O,O,O,O,X,X,X,O
LJTZSOI,O,O,O,O,O,O,O,O,O,X,X,X,O
LJTZOIS,X,O,X,X,O,O,O,X,X,X,X,X,X
LJTZOSI,O,O,X,X,O,O,O,O,X,X,X,X,X
LJTOISZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJTOIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJTOSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJTOZIS,X,O,X,X,O,O,X,X,X,X,X,X,X
LJTOZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJITSZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LJITSOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,O,X,X,O,O,X,X,X,X
LJISTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJISZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LJISZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJISOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJISOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIZTSO,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LJIZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIZOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIOTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIOZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LJIOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSTIZO,O,X,X,O,O,X,X,O,O,X,X,X,X
LJSTIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJSTZIO,O,O,O,O,O,O,O,O,O,X,X,X,O
LJSTZOI,O,O,O,O,O,O,O,O,O,X,X,X,O
LJSTOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LJSTOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
LJSITZO,O,X,X,O,O,X,X,O,O,X,X,X,X
LJSITOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LJSIZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
LJSIZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSIOTZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJSIOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSZTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
LJSZTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
LJSZITO,O,X,O,O,O,X,X,O,O,X,X,X,X
LJSZIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSZOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSZOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSOTIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJSOTZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJSOITZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,O,X,X,X,X,X
LJSOZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZTISO,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZTIOS,X,O,X,X,O,X,O,X,X,X,X,X,X
LJZTSIO,O,O,O,O,O,X,O,O,O,X,X,X,O
LJZTSOI,O,O,O,O,O,X,O,O,O,X,X,X,O
LJZTOIS,X,O,X,X,O,X,O,X,X,X,X,X,X
LJZTOSI,O,O,X,X,O,X,O,O,X,X,X,X,X
LJZITSO,X,X,O,X,O,X,O,X,X,X,X,X,X
LJZITOS,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZISTO,O,X,O,X,O,X,X,O,O,X,X,X,X
LJZISOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZIOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZSTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
LJZSTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
LJZSITO,O,X,O,O,O,X,X,O,O,X,X,X,X
LJZSIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZSOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZSOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZOTIS,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZOTSI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZOITS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZOSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZOSIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOTISZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOTIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOTSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOTZIS,X,O,X,X,O,O,X,X,X,X,X,X,X
LJOTZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOITZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOISTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOISZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOIZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOIZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOSTIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOSTZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOSITZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOSIZT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOSZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOSZIT,O,O,X,X,X,X,X,O,X,X,X,X,X
LJOZTIS,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOZITS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOZIST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOZSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOZSIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LSTIJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LSTIJOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSTIZJO,X,X,X,X,X,O,O,X,O,O,X,O,X
LSTIZOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
LSTIOJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSTIOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
LSTJIZO,O,X,X,O,O,X,X,O,X,X,X,X,X
LSTJIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSTJZIO,O,O,O,O,O,O,O,O,X,X,X,X,O
LSTJZOI,O,O,O,O,O,O,O,O,X,X,X,X,O
LSTJOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LSTJOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
LSTZIJO,X,X,X,X,X,O,O,X,O,O,X,O,X
LSTZIOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
LSTZJIO,X,O,O,X,X,O,O,X,O,O,X,X,X
LSTZJOI,X,O,O,X,X,O,O,X,O,O,X,X,X
LSTZOIJ,X,X,X,X,X,O,O,O,O,O,X,X,X
LSTZOJI,X,X,O,X,X,O,O,O,O,O,X,X,X
LSTOIJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSTOIZJ,X,X,X,X,O,O,X,O,X,X,O,O,X
LSTOJIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSTOJZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LSTOZIJ,X,X,X,X,O,O,O,O,X,X,O,O,X
LSTOZJI,X,X,O,X,O,O,O,O,X,X,X,X,X
LSITJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LSITJOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSITZJO,X,X,X,X,X,O,O,X,O,O,X,O,X
LSITZOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
LSITOJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSITOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
LSIJTZO,O,X,X,O,O,X,X,O,O,X,X,X,X
LSIJTOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LSIJZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
LSIJZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LSIJOTZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSIJOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
LSIZTJO,X,X,X,X,X,X,O,X,O,O,X,O,X
LSIZTOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
LSIZJTO,O,X,O,O,X,X,X,O,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X,O,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOTJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSIOTZJ,X,X,X,X,O,O,X,O,X,O,O,X,X
LSIOJTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LSIOJZT,O,O,X,O,O,X,X,O,X,X,X,X,X
LSIOZTJ,X,X,X,X,O,O,X,O,X,O,O,X,X
LSIOZJT,X,X,X,O,X,X,X,O,X,X,X,X,X
LSJTIZO,O,X,X,O,O,X,X,O,O,X,X,X,X
LSJTIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJTZIO,O,O,O,O,O,O,O,O,O,X,X,X,O
LSJTZOI,O,O,O,O,O,O,O,O,O,X,X,X,O
LSJTOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LSJTOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
LSJITZO,O,X,X,O,O,X,X,O,O,X,X,X,X
LSJITOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LSJIZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
LSJIZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LSJIOTZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJIOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
LSJZTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
LSJZTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
LSJZITO,O,X,O,O,O,X,X,O,O,X,X,X,X
LSJZIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
LSJZOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LSJZOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LSJOTIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJOTZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJOITZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,O,X,X,X,X,X
LSJOZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,O,X,X,X,X,X
LSZTIJO,X,X,X,X,X,O,O,X,O,O,X,X,X
LSZTIOJ,X,X,X,X,X,O,O,O,O,O,X,X,X
LSZTJIO,X,O,O,X,X,O,O,X,O,O,X,X,X
LSZTJOI,X,O,O,X,X,O,O,X,O,O,X,X,X
LSZTOIJ,X,X,X,X,X,O,O,O,O,O,X,X,X
LSZTOJI,X,X,O,X,X,O,O,O,O,O,X,X,X
LSZITJO,X,X,X,X,X,X,O,X,O,O,X,X,X
LSZITOJ,X,X,X,X,X,O,O,O,O,O,X,X,X
LSZIJTO,O,X,O,O,X,X,X,O,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X,O,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZJTIO,O,O,O,O,X,X,O,O,O,X,X,X,X
LSZJTOI,O,O,O,O,X,X,O,O,O,X,X,X,X
LSZJITO,O,X,O,O,X,X,X,O,O,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,O,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,O,X,X,X,X,X
LSZOTIJ,X,X,X,X,X,O,O,O,X,X,X,X,X
LSZOTJI,X,X,O,X,X,O,O,O,X,X,X,X,X
LSZOITJ,X,X,X,X,X,O,X,O,X,X,X,X,X
LSZOIJT,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZOJTI,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZOJIT,X,X,O,X,X,X,X,O,X,X,X,X,X
LSOTIJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSOTIZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LSOTJIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSOTJZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LSOTZIJ,X,X,X,X,O,O,O,O,X,O,O,O,X
LSOTZJI,X,X,O,X,O,O,O,O,X,O,X,X,X
LSOITJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LSOITZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LSOIJTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LSOIJZT,O,O,X,O,O,X,X,O,X,X,X,X,X
LSOIZTJ,X,X,X,X,O,O,X,O,X,O,O,O,X
LSOIZJT,X,X,O,O,X,X,X,O,X,X,X,X,X
LSOJTIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LSOJTZI,O,O,O,O,O,O,X,O,X,X,X,X,X
LSOJITZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LSOJIZT,O,O,X,O,X,X,X,O,X,X,X,X,X
LSOJZTI,O,O,O,O,O,X,X,O,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X,O,X,X,X,X,X
LSOZTIJ,X,X,X,X,O,O,O,O,X,O,X,X,X
LSOZTJI,X,X,O,X,O,O,O,O,X,O,X,X,X
LSOZITJ,X,X,X,X,X,O,X,O,X,O,X,X,X
LSOZIJT,X,X,O,O,X,X,X,O,X,X,X,X,X
LSOZJTI,X,X,O,O,X,X,X,O,X,X,X,X,X
LSOZJIT,X,X,O,O,X,X,X,O,X,X,X,X,X
LZTIJSO,X,X,X,X,O,O,O,X,X,X,X,X,X
LZTIJOS,X,X,X,X,O,O,O,X,X,X,X,X,X
