sequence,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhFyh?BGeBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je2AJvhFRc?BCeB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BfjB6jBTgBemBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeOAJvhF8g?BCdBxiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFWj?BRhB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BWjB/lBamBTjBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFzd?B+jBRhB3hB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFyh?BGeBUjBxlBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem7IvhFzc?BfjB6jBxlB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeX8IvhFxd?B2lBCiBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je07IvhFxd?B2lBCiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem8IvhFSj?BxgBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jez8IvhFGe?BUjBxlB/lBamBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeyAJvhFzc?BxlBXoBGoB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFmc?BUjBxlBXmBStBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeC9IvhF/l?BUhBxiBTjBmlBFtB
TJSLOIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TJSLOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TJSZILO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TJSZIOL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TJSZLOI,O,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X
TJSZOIL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TJSZOLI,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TJSOILZ,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X
TJSOIZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJSOLIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TJSOLZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TJSOZIL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TJSOZLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TJZILSO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
TJZILOS,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TJZISLO,O,O,O,X,O,O,O,O,X,X,X,X,O,X,O,X
TJZISOL,O,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
TJZIOLS,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X,X
TJZIOSL,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
TJZLISO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TJZLIOS,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TJZLSIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TJZLSOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TJZLOIS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TJZLOSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TJZSILO,O,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X
TJZSIOL,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TJZSLIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TJZSLOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TJZSOIL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TJZSOLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TJZOILS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TJZOISL,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
TJZOLIS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TJZOLSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TJZOSIL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TJZOSLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TJOILSZ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
TJOILZS,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
TJOISLZ,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TJOISZL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJOIZLS,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X
TJOIZSL,O,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X
TJOLISZ,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TJOLIZS,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TJOLSIZ,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
TJOLSZI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOLZIS,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TJOLZSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TJOSILZ,X,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X
TJOSIZL,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJOSLIZ,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TJOSLZI,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TJOSZIL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TJOSZLI,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TJOZILS,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
TJOZISL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TJOZLIS,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
TJOZLSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TJOZSIL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TJOZSLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TSILJZO,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TSILJOZ,X,O,O,X,O,X,O,X,O,X,X,O,X,O,X,X
TSILZJO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
TSILZOJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TSILOJZ,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X
TSILOZJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TSIJLZO,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TSIJLOZ,X,O,O,X,O,X,O,X,O,X,X,O,X,O,X,X
TSIJZLO,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
TSIJZOL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TSIJOLZ,X,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
TSIJOZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIZLJO,O,O,O,O,X,O,X,O,O,X,X,O,O,X,X,O
TSIZLOJ,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,O
TSIZJLO,O,O,O,O,X,O,X,O,O,X,X,O,O,X,X,O
TSIZJOL,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X
TSIZOLJ,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O
TSIZOJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TSIOLJZ,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X
TSIOLZJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TSIOJLZ,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X
TSIOJZL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIOZLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,O
TSIOZJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TSLIJZO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
TSLIJOZ,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TSLIZJO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
TSLIZOJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TSLIOJZ,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TSLIOZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TSLJIZO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
TSLJIOZ,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TSLJZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TSLJZOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TSLJOIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSLJOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TSLZIJO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
TSLZIOJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TSLZJIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
TSLZJOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O
TSLZOJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLOIJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSLOIZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSLOJIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSLOJZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TSLOZIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
TSLOZJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSJILZO,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TSJILOZ,X,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X
TSJIZLO,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
TSJIZOL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJIOLZ,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X
TSJIOZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJLIZO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
TSJLIOZ,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
TSJLZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TSJLZOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TSJLOIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSJLOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TSJZILO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TSJZIOL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TSJZLOI,O,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X
TSJZOIL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSJZOLI,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TSJOILZ,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X
TSJOIZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TSJOLIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSJOLZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TSJOZIL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSJOZLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TSZILJO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
TSZILOJ,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,O
TSZIJLO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
TSZIJOL,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X
TSZIOLJ,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O
TSZIOJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TSZLIJO,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O
TSZLIOJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TSZLJIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSZLJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TSZLOJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O
TSZJIOL,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TSZJLIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSZJLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TSZJOLI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSZOILJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
TSZOIJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TSZOLIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TSZOLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSZOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
TSOILZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSOIJLZ,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
TSOIJZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TSOIZLJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
TSOIZJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TSOLIJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSOLIZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSOLJIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSOLJZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TSOLZIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
TSOLZJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOJILZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSOJIZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TSOJLIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
TSOJLZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TSOJZIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TSOJZLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TSOZILJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
TSOZIJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TSOZLIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TSOZLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSOZJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZILJSO,O,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X
TZILJOS,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TZILSJO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X
TZILSOJ,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X
TZILOJS,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TZILOSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TZIJLSO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
TZIJLOS,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TZIJSLO,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X
TZIJSOL,O,O,O,X,X,X,O,O,O,X,X,X,O,X,O,X
TZIJOLS,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TZIJOSL,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X
TZISLJO,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O
TZISLOJ,O,O,O,O,X,O,X,O,O,X,X,X,O,X,O,O
TZISJLO,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O
TZISJOL,O,O,O,O,X,X,O,O,O,X,X,X,O,X,O,X
TZISOLJ,O,O,O,O,X,X,X,O,O,X,X,X,O,X,O,O
TZISOJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,O,X
TZIOLJS,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TZIOLSJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TZIOJLS,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TZIOJSL,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X
TZIOSLJ,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
TZIOSJL,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZLIJSO,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TZLIJOS,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TZLISJO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TZLISOJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TZLIOJS,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TZLIOSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TZLJISO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TZLJIOS,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TZLJSIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TZLJSOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TZLJOIS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TZLJOSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TZLSIJO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TZLSIOJ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TZLSJOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZLSOIJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLSOJI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLOIJS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TZLOISJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TZLOJIS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TZLOJSI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TZLOSIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLOSJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZJILSO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
TZJILOS,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TZJISLO,O,O,O,X,O,O,O,O,X,X,X,X,O,X,O,X
TZJISOL,O,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
TZJIOLS,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X,X
TZJIOSL,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
TZJLISO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
TZJLIOS,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TZJLSIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TZJLSOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TZJLOIS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TZJLOSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TZJSILO,O,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X
TZJSIOL,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TZJSLIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TZJSLOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TZJSOIL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TZJSOLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TZJOILS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TZJOISL,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
TZJOLIS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TZJOLSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TZJOSIL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TZJOSLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TZSILJO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
TZSILOJ,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,O
TZSIJLO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
TZSIJOL,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X
TZSIOLJ,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O
TZSIOJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TZSLIJO,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O
TZSLIOJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
TZSLJIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZSLJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZSLOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TZSLOJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O
TZSJIOL,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZSJLIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZSJLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZSJOIL,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZSJOLI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZSOILJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
TZSOIJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TZSOLIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TZSOLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSOJIL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TZSOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOILJS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TZOILSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TZOIJLS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TZOIJSL,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,X
TZOISLJ,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
TZOISJL,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZOLIJS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TZOLISJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TZOLJIS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
TZOLJSI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TZOLSIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZOLSJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZOJILS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TZOJISL,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
TZOJLIS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
TZOJLSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TZOJSIL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TZOJSLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TZOSILJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TZOSIJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
TZOSLIJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZOSLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOSJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZOSJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOILJSZ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
TOILJZS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
TOILSJZ,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X,X
TOILSZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TOILZJS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TOILZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TOIJLSZ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
TOIJLZS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
TOIJSLZ,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TOIJSZL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TOIJZLS,O,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X
TOIJZSL,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
TOISLJZ,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X
TOISLZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TOISJLZ,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X
TOISJZL,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TOISZLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,O
TOISZJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TOIZLJS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TOIZLSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TOIZJLS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
TOIZJSL,O,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
