sequence,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFOiB6jB3gBc?mBziBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFKiBzdB+jB3?gBcmBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBXeBzhBS?oBmlBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBcmBm?iBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFyiB+jB3gBc?mBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBFiB8?nBTmBOsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFlcBCeB/nBT?jBxlBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jel7IvhF3cBciBTeBx?lBCoBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBTeBFiBm?lBfsBCtB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je09IvhF6jBRhBTgBO?mBfsBlsB
LSZOTIJ,O,X,O,O,X,O,O,O,O,X
LSZOTJI,O,X,O,O,X,O,O,O,O,X
LSZOITJ,O,X,O,O,X,O,O,O,O,X
LSZOIJT,O,X,O,O,X,O,O,O,O,X
LSZOJTI,O,X,O,O,X,O,O,O,O,X
LSZOJIT,O,X,O,O,X,O,O,X,O,X
LSOTIJZ,O,X,O,X,X,X,O,O,O,X
LSOTIZJ,X,X,O,X,X,O,O,O,O,O
LSOTJIZ,O,X,O,X,X,X,X,O,O,X
LSOTJZI,O,X,O,X,X,X,O,O,O,X
LSOTZIJ,O,X,O,X,X,O,O,O,O,O
LSOTZJI,O,X,O,X,X,O,O,O,O,X
LSOITJZ,X,X,X,X,X,X,O,O,O,X
LSOITZJ,X,X,X,X,X,O,O,O,O,X
LSOIJTZ,X,X,X,X,X,X,O,O,O,X
LSOIJZT,O,X,O,X,X,O,O,O,O,X
LSOIZTJ,O,X,O,O,X,O,O,O,O,O
LSOIZJT,O,X,O,O,X,O,O,O,O,O
LSOJTIZ,X,X,O,X,X,X,X,O,O,X
LSOJTZI,X,X,O,X,X,X,O,O,O,X
LSOJITZ,X,X,X,X,X,X,O,O,O,X
LSOJIZT,O,X,O,X,X,O,O,O,O,X
LSOJZTI,O,X,O,X,X,O,O,O,O,X
LSOJZIT,O,X,O,X,X,O,O,O,O,X
LSOZTIJ,O,X,O,O,X,O,O,O,O,X
LSOZTJI,O,X,O,O,X,O,O,O,O,X
LSOZITJ,O,X,O,O,X,O,O,O,O,X
LSOZIJT,O,X,O,O,X,O,O,O,O,X
LSOZJTI,O,X,O,O,X,O,O,O,O,X
LSOZJIT,O,X,O,O,X,O,O,X,O,X
LZTIJSO,O,O,O,O,X,X,O,O,X,X
LZTIJOS,O,O,X,X,X,X,X,O,X,X
LZTISJO,O,O,O,O,X,X,O,O,X,X
LZTISOJ,O,O,O,O,X,O,O,O,X,X
LZTIOJS,O,O,O,X,X,X,X,O,O,X
LZTIOSJ,O,X,O,X,X,X,X,O,O,X
LZTJISO,O,O,O,O,O,X,O,O,X,X
LZTJIOS,O,O,O,X,X,X,X,O,O,X
LZTJSIO,O,O,O,O,O,X,O,O,O,X
LZTJSOI,O,O,O,O,O,O,O,O,O,X
LZTJOIS,O,O,O,X,X,X,X,O,O,X
LZTJOSI,O,O,O,O,O,X,X,O,O,X
LZTSIJO,O,O,O,O,O,X,X,O,O,X
LZTSIOJ,O,O,O,O,X,O,O,O,O,X
LZTSJIO,O,O,O,O,O,X,X,O,O,X
LZTSJOI,O,O,O,O,O,O,O,O,O,X
LZTSOIJ,O,O,O,O,X,O,O,O,O,X
LZTSOJI,O,O,O,O,X,O,O,O,O,X
LZTOIJS,O,O,O,X,X,X,X,O,O,X
LZTOISJ,O,X,O,X,X,O,X,O,O,X
LZTOJIS,O,O,O,X,X,X,X,O,O,X
LZTOJSI,O,O,O,O,X,O,X,O,O,X
LZTOSIJ,O,O,O,O,X,O,X,O,O,X
LZTOSJI,O,O,O,O,X,O,X,O,O,X
LZITJSO,O,O,O,O,X,X,O,O,X,X
LZITJOS,O,O,X,X,X,X,X,O,X,X
LZITSJO,O,O,O,O,X,X,O,O,X,X
LZITSOJ,O,X,O,O,X,O,O,O,X,X
LZITOJS,O,O,O,X,X,X,X,O,O,X
LZITOSJ,O,X,O,X,X,X,X,O,O,X
LZIJTSO,O,O,O,X,X,X,O,O,X,X
LZIJTOS,O,O,O,X,X,X,X,O,O,X
LZIJSTO,X,X,O,O,X,X,O,O,O,X
LZIJSOT,X,X,O,O,X,X,O,O,O,X
LZIJOTS,O,X,X,X,X,X,X,O,O,X
LZIJOST,O,X,O,X,X,X,O,O,O,X
LZISTJO,O,X,O,O,X,X,O,O,O,X
LZISTOJ,O,X,O,O,X,O,O,O,O,X
LZISJTO,O,X,O,O,X,X,O,O,X,X
LZISJOT,O,X,O,O,X,X,X,O,O,X
LZISOTJ,O,X,O,O,X,O,O,O,O,X
LZISOJT,O,X,O,O,X,O,O,O,O,X
LZIOTJS,O,X,X,X,X,X,X,O,O,X
LZIOTSJ,O,X,X,X,X,O,O,O,O,X
LZIOJTS,O,X,X,X,X,X,X,O,O,X
LZIOJST,O,X,X,X,X,X,O,O,O,X
LZIOSTJ,O,X,O,X,X,O,O,O,O,X
LZIOSJT,O,X,O,X,X,O,O,O,O,X
LZJTISO,O,O,O,O,O,X,O,O,X,X
LZJTIOS,O,O,O,X,X,X,X,O,O,X
LZJTSIO,O,O,O,O,O,X,O,O,O,X
LZJTSOI,O,O,O,O,O,O,O,O,O,X
LZJTOIS,O,O,O,X,X,X,X,O,O,X
LZJTOSI,O,O,O,O,O,X,X,O,O,X
LZJITSO,O,O,O,X,X,X,O,O,X,X
LZJITOS,O,O,O,X,X,X,X,O,O,X
LZJISTO,X,X,O,O,O,X,O,O,O,X
LZJISOT,X,X,O,O,O,X,O,O,O,X
LZJIOTS,O,X,X,X,X,X,X,O,O,X
LZJIOST,O,X,O,X,X,X,O,O,O,X
LZJSTIO,O,O,O,O,O,X,O,O,O,X
LZJSTOI,O,O,O,O,O,O,O,O,O,X
LZJSITO,O,O,O,O,O,X,O,O,O,X
LZJSIOT,O,X,O,O,O,X,O,O,O,X
LZJSOTI,O,X,O,O,O,O,O,O,O,X
LZJSOIT,O,X,O,O,O,O,O,O,O,X
LZJOTIS,O,X,O,X,X,X,X,O,O,X
LZJOTSI,O,X,O,X,X,O,X,O,O,X
LZJOITS,O,X,X,X,X,X,X,O,O,X
LZJOIST,O,X,O,X,X,X,O,O,O,X
LZJOSTI,O,X,O,O,O,O,O,O,O,X
LZJOSIT,O,X,O,O,O,O,O,O,O,X
LZSTIJO,O,O,O,O,O,X,O,O,O,O
LZSTIOJ,O,O,O,O,X,O,O,O,O,O
LZSTJIO,O,O,O,O,O,X,O,O,O,O
LZSTJOI,O,O,O,O,O,O,O,O,O,X
LZSTOIJ,O,O,O,O,X,O,O,O,O,O
LZSTOJI,O,O,O,O,X,O,O,O,O,X
LZSITJO,O,O,O,O,O,X,O,O,O,O
LZSITOJ,O,O,O,O,X,O,O,O,O,O
LZSIJTO,O,O,O,O,O,X,O,O,X,O
LZSIJOT,O,X,O,O,O,X,O,O,O,O
LZSIOTJ,O,X,O,O,X,O,O,O,O,O
LZSIOJT,O,X,O,O,X,O,O,O,O,O
LZSJTIO,O,O,O,O,O,X,O,X,O,X
LZSJTOI,O,O,O,O,O,O,O,O,O,X
LZSJITO,O,O,O,O,O,X,O,X,O,X
LZSJIOT,O,X,O,O,O,X,O,X,O,X
LZSJOTI,O,X,O,O,O,O,O,O,O,X
LZSJOIT,O,X,O,O,O,O,O,X,O,X
LZSOTIJ,O,X,O,O,X,O,O,O,O,X
LZSOTJI,O,X,O,O,X,O,O,O,O,X
LZSOITJ,O,X,O,O,X,O,O,O,O,X
LZSOIJT,O,X,O,O,X,O,O,O,O,X
LZSOJTI,O,X,O,O,X,O,O,O,O,X
LZSOJIT,O,X,O,O,X,O,O,X,O,X
LZOTIJS,O,X,O,X,X,X,X,O,O,X
LZOTISJ,O,X,O,X,X,O,O,O,O,X
LZOTJIS,O,X,O,X,X,X,X,O,O,X
LZOTJSI,O,X,O,O,X,O,X,O,O,X
LZOTSIJ,O,X,O,O,X,O,O,O,O,X
LZOTSJI,O,X,O,O,X,O,O,O,O,X
LZOITJS,O,X,X,X,X,X,X,O,O,X
LZOITSJ,O,X,X,X,X,O,O,O,O,X
LZOIJTS,O,X,X,X,X,X,X,O,O,X
LZOIJST,O,X,X,X,X,X,O,O,O,X
LZOISTJ,O,X,O,X,X,O,O,O,O,X
LZOISJT,O,X,O,X,X,O,O,O,O,X
LZOJTIS,O,X,O,X,X,X,X,O,O,X
LZOJTSI,O,X,O,X,X,O,X,O,O,X
LZOJITS,O,X,X,X,X,X,X,O,O,X
LZOJIST,O,X,O,X,X,X,O,O,O,X
LZOJSTI,O,X,O,O,X,O,O,O,O,X
LZOJSIT,O,X,O,O,X,O,O,O,O,X
LZOSTIJ,O,X,O,O,X,O,O,O,O,X
LZOSTJI,O,X,O,O,X,O,O,O,O,X
LZOSITJ,O,X,O,O,X,O,O,O,O,X
LZOSIJT,O,X,O,O,X,O,O,O,O,X
LZOSJTI,O,X,O,O,X,O,O,O,O,X
LZOSJIT,O,X,O,O,X,O,O,X,O,X
LOTIJSZ,O,X,O,X,X,X,X,O,X,X
LOTIJZS,O,X,O,X,X,X,X,O,X,X
LOTISJZ,O,X,O,X,X,X,O,O,X,X
LOTISZJ,X,X,O,X,X,X,O,O,X,X
LOTIZJS,O,X,O,X,X,X,X,O,X,X
LOTIZSJ,O,X,O,X,X,X,O,O,X,X
LOTJISZ,O,X,O,X,X,X,X,O,X,X
LOTJIZS,O,X,O,X,X,X,X,O,X,X
LOTJSIZ,O,X,O,X,X,X,X,O,O,X
LOTJSZI,O,X,O,X,X,X,X,O,O,X
LOTJZIS,O,X,O,X,X,X,X,O,O,X
LOTJZSI,O,X,O,O,X,X,X,O,O,X
LOTSIJZ,O,X,O,X,X,X,O,O,O,X
LOTSIZJ,X,X,O,X,X,O,O,O,O,X
LOTSJIZ,O,X,O,X,X,X,X,O,O,X
LOTSJZI,O,X,O,X,X,X,O,O,O,X
LOTSZIJ,O,X,O,X,X,O,O,O,O,X
LOTSZJI,O,X,O,X,X,O,O,O,O,X
LOTZIJS,O,X,O,X,X,X,X,O,O,X
LOTZISJ,O,X,O,X,X,O,O,O,O,X
LOTZJIS,O,X,O,X,X,X,X,O,O,X
LOTZJSI,O,X,O,O,X,O,X,O,O,X
LOTZSIJ,O,X,O,O,X,O,O,O,O,X
LOTZSJI,O,X,O,O,X,O,O,O,O,X
LOITJSZ,O,X,X,X,X,X,X,O,X,X
LOITJZS,O,X,X,X,X,X,X,O,X,X
LOITSJZ,O,X,X,X,X,X,O,O,X,X
LOITSZJ,X,X,X,X,X,X,O,O,X,X
LOITZJS,O,X,X,X,X,X,X,O,X,X
LOITZSJ,O,X,X,X,X,X,O,O,X,X
LOIJTSZ,X,X,X,X,X,X,X,O,X,X
LOIJTZS,O,X,X,X,X,X,X,O,X,X
LOIJSTZ,X,X,X,X,X,X,O,O,O,X
LOIJSZT,O,X,X,X,X,X,O,O,O,X
LOIJZTS,O,X,X,X,X,X,X,O,O,X
LOIJZST,O,X,X,X,X,X,O,O,O,X
LOISTJZ,X,X,X,X,X,X,O,O,O,X
LOISTZJ,X,X,X,X,X,O,O,O,O,X
LOISJTZ,X,X,X,X,X,X,O,O,O,X
LOISJZT,O,X,X,X,X,O,O,O,O,X
LOISZTJ,O,X,X,O,X,O,O,O,O,X
LOISZJT,O,X,X,O,X,O,O,O,O,X
LOIZTJS,O,X,X,X,X,X,X,O,O,X
LOIZTSJ,O,X,X,X,X,O,O,O,O,X
LOIZJTS,O,X,X,X,X,X,X,O,O,X
LOIZJST,O,X,X,X,X,X,O,O,O,X
LOIZSTJ,O,X,X,X,X,O,O,O,O,X
LOIZSJT,O,X,X,X,X,O,O,O,O,X
LOJTISZ,O,X,O,X,X,X,X,O,X,X
LOJTIZS,O,X,O,X,X,X,X,O,X,X
LOJTSIZ,O,X,O,X,X,X,X,O,O,X
LOJTSZI,O,X,O,X,X,X,X,O,O,X
LOJTZIS,O,X,O,X,X,X,X,O,O,X
LOJTZSI,O,X,O,O,X,X,X,O,O,X
LOJITSZ,X,X,X,X,X,X,X,O,X,X
LOJITZS,O,X,X,X,X,X,X,O,X,X
LOJISTZ,X,X,X,X,X,X,O,O,O,X
LOJISZT,O,X,X,X,X,X,O,O,O,X
LOJIZTS,O,X,X,X,X,X,X,O,O,X
LOJIZST,O,X,X,X,X,X,O,O,O,X
LOJSTIZ,X,X,O,X,X,X,O,O,O,X
LOJSTZI,X,X,O,X,X,X,O,O,O,X
LOJSITZ,X,X,X,X,X,X,O,O,O,X
LOJSIZT,O,X,O,X,X,O,O,O,O,X
LOJSZTI,O,X,O,X,X,O,O,O,O,X
LOJSZIT,O,X,O,X,X,O,O,O,O,X
LOJZTIS,O,X,O,X,X,X,X,O,O,X
LOJZTSI,O,X,O,X,X,O,X,O,O,X
LOJZITS,O,X,X,X,X,X,X,O,O,X
LOJZIST,O,X,O,X,X,X,O,O,O,X
LOJZSTI,O,X,O,O,X,O,O,O,O,X
LOJZSIT,O,X,O,O,X,O,O,O,O,X
LOSTIJZ,O,X,O,X,X,X,O,O,O,X
LOSTIZJ,X,X,O,X,X,O,O,O,O,O
LOSTJIZ,O,X,O,X,X,X,X,O,O,X
LOSTJZI,O,X,O,X,X,X,O,O,O,X
LOSTZIJ,O,X,O,X,X,O,O,O,O,O
LOSTZJI,O,X,O,X,X,O,O,O,O,X
LOSITJZ,X,X,X,X,X,X,O,O,O,X
LOSITZJ,X,X,X,X,X,O,O,O,O,X
LOSIJTZ,X,X,X,X,X,X,O,O,O,X
LOSIJZT,O,X,O,X,X,O,O,O,O,X
LOSIZTJ,O,X,O,O,X,O,O,O,O,O
LOSIZJT,O,X,O,O,X,O,O,O,O,O
LOSJTIZ,X,X,O,X,X,X,X,O,O,X
LOSJTZI,X,X,O,X,X,X,O,O,O,X
LOSJITZ,X,X,X,X,X,X,O,O,O,X
LOSJIZT,O,X,O,X,X,O,O,O,O,X
LOSJZTI,O,X,O,X,X,O,O,O,O,X
LOSJZIT,O,X,O,X,X,O,O,O,O,X
LOSZTIJ,O,X,O,O,X,O,O,O,O,X
LOSZTJI,O,X,O,O,X,O,O,O,O,X
LOSZITJ,O,X,O,O,X,O,O,O,O,X
LOSZIJT,O,X,O,O,X,O,O,O,O,X
LOSZJTI,O,X,O,O,X,O,O,O,O,X
LOSZJIT,O,X,O,O,X,O,O,X,O,X
LOZTIJS,O,X,O,X,X,X,X,O,O,X
LOZTISJ,O,X,O,X,X,O,O,O,O,X
LOZTJIS,O,X,O,X,X,X,X,O,O,X
LOZTJSI,O,X,O,O,X,O,X,O,O,X
LOZTSIJ,O,X,O,O,X,O,O,O,O,X
LOZTSJI,O,X,O,O,X,O,O,O,O,X
LOZITJS,O,X,X,X,X,X,X,O,O,X
LOZITSJ,O,X,X,X,X,O,O,O,O,X
LOZIJTS,O,X,X,X,X,X,X,O,O,X
LOZIJST,O,X,X,X,X,X,O,O,O,X
LOZISTJ,O,X,O,X,X,O,O,O,O,X
LOZISJT,O,X,O,X,X,O,O,O,O,X
LOZJTIS,O,X,O,X,X,X,X,O,O,X
LOZJTSI,O,X,O,X,X,O,X,O,O,X
LOZJITS,O,X,X,X,X,X,X,O,O,X
LOZJIST,O,X,O,X,X,X,O,O,O,X
LOZJSTI,O,X,O,O,X,O,O,O,O,X
LOZJSIT,O,X,O,O,X,O,O,O,O,X
LOZSTIJ,O,X,O,O,X,O,O,O,O,X
LOZSTJI,O,X,O,O,X,O,O,O,O,X
LOZSITJ,O,X,O,O,X,O,O,O,O,X
LOZSIJT,O,X,O,O,X,O,O,O,O,X
LOZSJTI,O,X,O,O,X,O,O,O,O,X
LOZSJIT,O,X,O,O,X,O,O,X,O,X
JTILSZO,O,X,O,X,X,X,O,O,X,X
JTILSOZ,O,O,O,X,X,X,O,O,X,X
JTILZSO,O,O,O,O,O,X,O,O,X,X
JTILZOS,O,O,O,X,X,X,X,O,X,X
JTILOSZ,O,O,O,X,X,X,X,O,X,X
JTILOZS,O,O,O,X,X,X,X,O,X,X
JTISLZO,O,X,X,X,X,X,O,O,X,X
JTISLOZ,O,O,X,X,X,X,O,O,X,X
JTISZLO,X,O,X,X,O,X,O,O,X,X
JTISZOL,X,O,X,X,O,X,O,O,X,X
JTISOLZ,O,X,X,X,X,X,O,X,X,X
JTISOZL,X,X,X,X,X,X,O,O,X,X
JTIZLSO,O,O,O,O,O,X,O,O,X,X
JTIZLOS,O,O,O,X,X,X,X,O,X,X
JTIZSLO,O,O,O,O,O,X,O,O,X,X
JTIZSOL,O,O,O,O,O,X,O,O,X,X
JTIZOLS,O,O,O,X,X,X,X,O,X,X
JTIZOSL,O,O,O,X,X,X,O,O,X,X
JTIOLSZ,O,O,O,X,X,X,X,O,X,X
JTIOLZS,O,O,O,X,X,X,X,O,X,X
JTIOSLZ,O,X,O,X,X,X,O,X,X,X
JTIOSZL,X,X,O,X,X,X,O,O,X,X
JTIOZLS,O,O,O,X,X,X,X,O,X,X
JTIOZSL,O,O,O,X,X,X,O,O,X,X
JTLISZO,O,X,O,X,X,X,X,O,X,X
JTLISOZ,O,O,O,X,X,X,X,O,X,X
JTLIZSO,O,O,O,O,O,X,X,O,X,X
JTLIZOS,O,O,O,X,X,X,X,O,X,X
JTLIOSZ,O,O,O,X,X,X,X,O,X,X
JTLIOZS,O,O,O,X,X,X,X,O,X,X
JTLSIZO,O,X,O,X,X,X,X,X,O,X
JTLSIOZ,O,O,O,X,X,X,X,X,O,X
JTLSZIO,O,O,O,O,O,X,X,O,O,X
JTLSZOI,O,O,O,O,O,X,X,O,O,X
JTLSOIZ,X,O,O,X,X,X,X,O,O,X
JTLSOZI,X,O,O,X,X,X,X,O,O,X
JTLZISO,O,O,O,O,O,X,X,O,X,X
JTLZIOS,O,O,O,X,X,X,X,O,O,X
JTLZSIO,O,O,O,O,O,X,X,O,O,X
JTLZSOI,O,O,O,O,O,X,X,O,O,X
JTLZOIS,O,O,O,X,X,X,X,O,O,X
JTLZOSI,O,O,O,O,O,X,X,O,O,X
JTLOISZ,O,O,O,X,X,X,X,O,X,X
JTLOIZS,O,O,O,X,X,X,X,O,X,X
JTLOSIZ,O,O,O,X,X,X,X,O,O,X
JTLOSZI,O,O,O,X,X,X,X,O,O,X
JTLOZIS,O,O,O,X,X,X,X,O,O,X
JTLOZSI,O,O,O,O,O,X,X,O,O,X
JTSILZO,O,X,X,X,X,X,O,O,O,X
JTSILOZ,O,O,X,X,X,X,X,O,O,X
JTSIZLO,X,O,X,X,O,X,O,O,O,X
JTSIZOL,X,O,X,X,O,X,O,O,O,X
JTSIOLZ,O,X,X,X,X,X,O,X,O,X
JTSIOZL,X,X,X,X,X,X,O,O,O,X
JTSLIZO,O,X,O,X,X,X,O,X,O,X
JTSLIOZ,O,O,O,X,X,X,X,X,O,X
JTSLZIO,O,O,O,O,O,X,O,O,O,X
JTSLZOI,O,O,O,O,O,X,O,O,O,X
JTSLOIZ,X,O,O,X,X,X,O,O,O,X
JTSLOZI,X,O,O,X,X,X,O,O,O,X
JTSZILO,O,O,O,O,O,X,O,O,O,X
JTSZIOL,O,O,O,O,O,X,O,O,O,X
JTSZLIO,O,O,O,O,O,X,O,O,O,X
JTSZLOI,O,O,O,O,O,X,O,O,O,X
JTSZOIL,O,O,O,O,O,X,O,X,O,X
JTSZOLI,O,O,O,O,O,X,O,O,O,X
JTSOILZ,O,X,O,X,X,X,O,X,O,X
JTSOIZL,X,X,O,X,X,X,O,X,O,X
JTSOLIZ,O,O,O,X,X,X,O,X,O,X
JTSOLZI,O,O,O,X,X,X,O,X,O,X
JTSOZIL,O,O,O,X,X,X,O,X,O,X
JTSOZLI,O,O,O,X,X,X,O,X,O,X
JTZILSO,O,O,O,O,O,X,O,O,X,X
JTZILOS,O,O,O,X,X,X,X,O,O,X
JTZISLO,O,O,O,O,O,X,O,O,O,X
JTZISOL,O,O,O,O,O,X,O,O,O,X
JTZIOLS,O,O,O,X,X,X,X,O,X,X
JTZIOSL,O,O,O,X,X,X,O,O,X,X
JTZLISO,O,O,O,O,O,X,O,O,X,X
JTZLIOS,O,O,O,X,X,X,X,O,O,X
JTZLSIO,O,O,O,O,O,X,O,O,O,X
JTZLSOI,O,O,O,O,O,X,O,O,O,X
JTZLOIS,O,O,O,X,X,X,X,O,O,X
JTZLOSI,O,O,O,O,O,X,X,O,O,X
JTZSILO,O,O,O,O,O,X,O,O,O,X
JTZSIOL,O,O,O,O,O,X,O,O,O,X
JTZSLIO,O,O,O,O,O,X,O,O,O,X
JTZSLOI,O,O,O,O,O,X,O,O,O,X
JTZSOIL,O,O,O,O,O,X,O,X,O,X
JTZSOLI,O,O,O,O,O,X,O,O,O,X
JTZOILS,O,O,O,X,X,X,X,O,X,X
JTZOISL,O,O,O,X,X,X,O,O,X,X
JTZOLIS,O,O,O,X,X,X,X,O,X,X
JTZOLSI,O,O,O,O,O,X,X,O,X,X
JTZOSIL,O,O,O,O,O,X,O,X,X,X
JTZOSLI,O,O,O,O,O,X,O,O,X,X
JTOILSZ,O,O,O,X,X,X,X,O,X,X
JTOILZS,O,O,O,X,X,X,X,O,X,X
JTOISLZ,O,X,O,X,X,X,O,X,X,X
JTOISZL,X,X,O,X,X,X,O,O,X,X
JTOIZLS,O,O,O,X,X,X,X,O,X,X
JTOIZSL,O,O,O,X,X,X,O,O,X,X
JTOLISZ,O,O,O,X,X,X,X,O,X,X
JTOLIZS,O,O,O,X,X,X,X,O,X,X
JTOLSIZ,O,O,O,X,X,X,X,O,X,X
JTOLSZI,O,O,O,X,X,X,X,O,X,X
JTOLZIS,O,O,O,X,X,X,X,O,X,X
JTOLZSI,O,O,O,O,O,X,X,O,X,X
JTOSILZ,O,X,O,X,X,X,O,X,X,X
JTOSIZL,X,X,O,X,X,X,O,X,X,X
JTOSLIZ,O,O,O,X,X,X,O,X,X,X
JTOSLZI,O,O,O,X,X,X,O,X,X,X
JTOSZIL,O,O,O,X,X,X,O,X,X,X
JTOSZLI,O,O,O,X,X,X,O,X,X,X
JTOZILS,O,O,O,X,X,X,X,O,X,X
JTOZISL,O,O,O,X,X,X,O,O,X,X
JTOZLIS,O,O,O,X,X,X,X,O,X,X
JTOZLSI,O,O,O,O,O,X,X,O,X,X
JTOZSIL,O,O,O,O,O,X,O,X,X,X
JTOZSLI,O,O,O,O,O,X,O,O,X,X
JITLSZO,O,X,O,X,X,X,O,O,X,X
JITLSOZ,O,O,O,X,X,X,O,O,X,X
JITLZSO,O,O,O,O,O,X,O,O,X,X
JITLZOS,O,O,O,X,X,X,X,O,X,X
JITLOSZ,O,O,O,X,X,X,X,O,X,X
JITLOZS,O,O,O,X,X,X,X,O,X,X
JITSLZO,O,X,X,X,X,X,O,O,X,X
JITSLOZ,O,O,X,X,X,X,O,O,X,X
JITSZLO,X,O,X,X,O,X,O,O,X,X
JITSZOL,X,O,X,X,O,X,O,O,X,X
JITSOLZ,O,X,X,X,X,X,O,X,X,X
JITSOZL,X,X,X,X,X,X,O,O,X,X
JITZLSO,O,O,O,O,O,X,O,O,X,X
JITZLOS,O,O,O,X,X,X,X,O,X,X
JITZSLO,O,O,O,O,O,X,O,O,X,X
JITZSOL,O,O,O,O,O,X,O,O,X,X
JITZOLS,O,O,O,X,X,X,X,O,X,X
JITZOSL,O,O,O,X,X,X,O,O,X,X
JITOLSZ,O,O,O,X,X,X,X,O,X,X
JITOLZS,O,O,O,X,X,X,X,O,X,X
JITOSLZ,O,X,O,X,X,X,O,X,X,X
JITOSZL,X,X,O,X,X,X,O,O,X,X
JITOZLS,O,O,O,X,X,X,X,O,X,X
JITOZSL,X,O,O,X,X,X,O,O,X,X
JILTSZO,O,X,O,X,X,X,O,O,X,X
JILTSOZ,O,O,O,X,X,X,O,O,X,X
JILTZSO,O,O,O,O,O,X,O,O,X,X
JILTZOS,O,O,O,X,X,X,X,O,X,X
JILTOSZ,O,O,O,X,X,X,X,O,X,X
JILTOZS,O,O,O,X,X,X,X,O,X,X
JILSTZO,X,X,O,X,X,X,O,O,O,X
JILSTOZ,X,X,O,X,X,X,O,O,O,X
JILSZTO,O,O,O,O,O,X,O,O,O,X
JILSZOT,O,X,O,O,O,X,O,O,O,X
JILSOTZ,X,X,X,X,X,X,O,O,O,X
JILSOZT,X,X,O,X,X,O,O,O,O,X
JILZTSO,O,O,O,X,X,X,O,O,X,X
JILZTOS,O,O,O,X,X,X,X,O,O,X
JILZSTO,X,X,O,O,O,X,O,O,O,X
JILZSOT,X,X,O,O,O,X,O,O,O,X
JILZOTS,O,X,X,X,X,X,X,O,O,X
JILZOST,O,X,O,X,X,X,O,O,O,X
JILOTSZ,X,X,X,X,X,X,X,O,X,X
JILOTZS,O,X,X,X,X,X,X,O,X,X
JILOSTZ,X,X,X,X,X,X,O,O,O,X
JILOSZT,O,X,X,X,X,X,O,O,O,X
JILOZTS,O,X,X,X,X,X,X,O,O,X
JILOZST,O,X,X,X,X,X,O,O,O,X
JISTLZO,X,X,X,X,X,X,O,O,O,X
JISTLOZ,X,O,X,X,X,X,O,O,O,X
JISTZLO,X,O,X,X,O,X,O,O,O,X
JISTZOL,X,O,X,X,O,X,O,O,O,X
JISTOLZ,X,X,X,X,X,X,O,X,O,X
JISTOZL,X,X,X,X,X,X,O,O,O,X
JISLTZO,X,X,X,X,X,X,O,O,O,X
JISLTOZ,X,X,X,X,X,X,O,O,O,X
JISLZTO,O,O,X,O,O,X,O,O,O,X
JISLZOT,O,X,X,O,O,X,O,O,O,X
JISLOTZ,X,X,X,X,X,X,O,O,O,X
JISLOZT,X,X,X,X,X,O,O,O,O,X
JISZTLO,O,O,X,O,O,X,O,O,O,X
JISZTOL,O,O,X,O,O,X,O,O,O,X
JISZLTO,O,O,X,O,O,X,O,O,O,X
JISZLOT,O,X,X,O,O,X,O,O,O,X
JISZOTL,O,O,X,X,O,X,O,O,O,X
JISZOLT,O,X,X,O,O,X,O,O,O,X
JISOTLZ,X,X,X,X,X,X,O,X,X,X
JISOTZL,X,X,X,X,X,X,O,O,X,X
JISOLTZ,X,X,X,X,X,X,O,X,X,X
JISOLZT,X,X,X,X,X,O,O,X,X,X
JISOZTL,X,O,X,X,O,O,O,O,X,X
JISOZLT,X,X,X,X,O,O,O,O,X,X
JIZTLSO,O,O,O,X,O,X,O,O,X,X
JIZTLOS,O,O,O,X,X,X,X,O,O,X
JIZTSLO,O,O,O,X,O,X,O,O,O,X
JIZTSOL,O,O,O,X,O,X,O,O,O,X
JIZTOLS,O,O,O,X,X,X,X,O,X,X
JIZTOSL,O,O,O,X,X,X,O,O,X,X
JIZLTSO,O,O,O,X,X,X,O,O,X,X
JIZLTOS,O,O,O,X,X,X,X,O,O,X
JIZLSTO,X,X,O,O,O,X,O,O,O,X
JIZLSOT,X,X,O,O,O,X,O,O,O,X
JIZLOTS,O,X,X,X,X,X,X,O,O,X
JIZLOST,O,X,O,X,X,X,O,O,O,X
JIZSTLO,X,O,O,O,O,X,O,O,O,X
JIZSTOL,X,O,O,X,O,X,O,O,O,X
JIZSLTO,X,O,O,O,O,X,O,O,O,X
JIZSLOT,X,X,O,O,O,X,O,O,O,X
JIZSOTL,X,O,X,X,O,X,O,O,O,X
JIZSOLT,X,X,X,O,O,X,O,O,O,X
JIZOTLS,O,O,O,X,X,X,X,O,X,X
JIZOTSL,X,X,O,X,X,X,O,O,X,X
