sequence,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufB3bBqiBT?eBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBGeBqkBz?iBllB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhF3bBGeBqkBz?iBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel6IvhF3bBuiBcjBK?kBRlBTqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFlbBuiBcjBy?kBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFCeB0gBXjBx?pBmpBlqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel7IvhFGeBifBziB0?fBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufBqiBTeB0?gBVqB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeG+IvhFxfBziB0kBl?lBikB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jei6IvhFGeB1kB0gBz?iBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBFjBGqBf?qBzqBCtB
LJZTSOI,O,X,X,O,X,X,X,O,X,X,X
LJZTOIS,O,X,X,O,X,X,X,O,X,X,X
LJZTOSI,O,X,X,O,X,X,X,O,X,X,X
LJZITSO,O,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,X,X,O,X,X,X,X,X,X,X
LJZISTO,O,X,X,O,X,X,X,X,X,X,X
LJZISOT,O,X,X,O,X,X,X,X,X,X,X
LJZIOTS,O,O,X,O,X,X,X,X,X,X,X
LJZIOST,O,O,X,O,X,X,X,X,X,X,X
LJZSTIO,O,X,X,O,X,X,X,X,X,X,X
LJZSTOI,O,X,X,O,X,X,X,X,X,X,X
LJZSITO,O,X,X,O,X,X,X,X,X,X,X
LJZSIOT,O,X,X,O,X,X,X,X,X,X,X
LJZSOTI,O,X,X,O,X,X,X,X,X,X,X
LJZSOIT,O,X,X,O,X,X,X,X,X,X,X
LJZOTIS,O,O,X,O,X,X,X,O,X,X,X
LJZOTSI,O,X,X,O,X,X,X,O,X,X,X
LJZOITS,O,O,X,O,X,X,X,X,X,X,X
LJZOIST,O,O,X,O,X,X,X,X,X,X,X
LJZOSTI,O,X,X,O,X,X,X,X,X,X,X
LJZOSIT,O,O,X,O,X,X,X,X,X,X,X
LJOTISZ,O,O,O,X,X,X,X,O,X,X,X
LJOTIZS,X,O,O,X,X,X,X,O,X,X,X
LJOTSIZ,O,O,O,X,X,X,X,O,X,X,X
LJOTSZI,O,O,O,O,X,X,X,O,X,X,X
LJOTZIS,X,O,O,O,X,X,X,O,X,X,X
LJOTZSI,X,O,O,O,X,X,X,O,X,X,X
LJOITSZ,O,O,O,O,X,X,X,O,X,X,X
LJOITZS,X,O,O,O,X,X,X,O,X,X,X
LJOISTZ,O,O,O,O,X,X,X,X,X,X,X
LJOISZT,O,O,X,O,X,X,X,X,X,X,X
LJOIZTS,O,O,O,O,X,X,X,X,X,X,X
LJOIZST,O,O,X,O,X,X,X,X,X,X,X
LJOSTIZ,O,O,O,X,X,X,X,X,X,X,X
LJOSTZI,O,O,O,O,X,X,X,X,X,X,X
LJOSITZ,O,O,O,O,X,X,X,X,X,X,X
LJOSIZT,O,O,X,O,X,X,X,X,X,X,X
LJOSZTI,O,X,X,O,X,X,X,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,X,X,X,X
LJOZTIS,O,O,O,O,X,X,X,O,X,X,X
LJOZTSI,O,O,O,O,X,X,X,O,X,X,X
LJOZITS,O,O,O,O,X,X,X,X,X,X,X
LJOZIST,O,O,X,O,X,X,X,X,X,X,X
LJOZSTI,O,X,X,O,X,X,X,X,X,X,X
LJOZSIT,O,O,X,O,X,X,X,X,X,X,X
LSTIJZO,O,X,X,O,X,O,X,O,X,X,X
LSTIJOZ,O,X,O,X,X,O,X,O,X,X,X
LSTIZJO,O,X,X,O,X,O,X,O,X,X,X
LSTIZOJ,O,O,O,O,X,X,X,O,X,X,X
LSTIOJZ,O,O,O,X,X,X,X,O,X,X,X
LSTIOZJ,O,O,O,O,X,X,X,O,X,X,X
LSTJIZO,O,X,X,X,X,X,X,O,X,X,X
LSTJIOZ,O,X,O,X,X,X,X,O,X,X,X
LSTJZIO,O,X,X,O,X,X,X,O,X,X,X
LSTJZOI,O,X,X,O,X,X,X,O,X,X,X
LSTJOIZ,O,X,O,X,X,X,X,O,X,X,X
LSTJOZI,O,X,O,X,X,X,X,O,X,X,X
LSTZIJO,O,X,X,O,X,O,X,O,X,X,X
LSTZIOJ,O,O,O,O,X,X,X,O,X,X,X
LSTZJIO,O,X,X,O,X,X,X,O,X,X,X
LSTZJOI,O,X,X,O,X,X,X,O,X,X,X
LSTZOIJ,O,O,O,X,X,X,X,O,X,X,X
LSTZOJI,O,O,O,O,X,X,X,O,X,X,X
LSTOIJZ,O,O,O,X,X,X,X,O,X,X,X
LSTOIZJ,O,O,O,X,X,X,X,O,X,X,X
LSTOJIZ,O,O,O,X,X,X,X,O,X,X,X
LSTOJZI,O,O,O,X,X,X,X,O,X,X,X
LSTOZIJ,O,O,O,X,X,X,X,O,X,X,X
LSTOZJI,O,O,O,O,X,X,X,O,X,X,X
LSITJZO,O,X,X,O,X,O,X,O,X,X,X
LSITJOZ,O,X,O,X,X,O,X,O,X,X,X
LSITZJO,O,X,X,O,X,O,X,O,X,X,X
LSITZOJ,O,O,O,O,X,X,X,O,X,X,X
LSITOJZ,O,O,O,X,X,X,X,O,X,X,X
LSITOZJ,O,O,O,O,X,X,X,O,X,X,X
LSIJTZO,X,X,X,O,X,O,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,O,X,X,X,X,X
LSIJZTO,X,X,X,O,X,O,X,X,X,X,X
LSIJZOT,O,X,X,O,X,O,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,O,X,X,X,X,X
LSIJOZT,O,X,X,X,X,O,X,X,X,X,X
LSIZTJO,O,X,X,O,X,O,X,X,X,X,X
LSIZTOJ,O,X,X,O,X,X,X,X,X,X,X
LSIZJTO,O,X,X,O,X,O,X,X,X,X,X
LSIZJOT,O,X,X,O,X,O,X,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,X,X,X,X,X
LSIZOJT,O,O,X,O,X,O,X,X,X,X,X
LSIOTJZ,O,O,O,X,X,X,X,O,X,X,X
LSIOTZJ,O,O,O,O,X,X,X,O,X,X,X
LSIOJTZ,O,O,O,X,X,O,X,X,X,X,X
LSIOJZT,O,O,X,X,X,O,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,X,X,X,X,X,X
LSIOZJT,O,O,X,O,X,O,X,X,X,X,X
LSJTIZO,O,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,X,X,O,X,X,X,X,X,X,X
LSJTZOI,O,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,X,X,X,X,X,X,X
LSJTOZI,O,X,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,O,X,O,X,X,X,X,X
LSJITOZ,O,X,X,X,X,O,X,X,X,X,X
LSJIZTO,X,X,X,O,X,O,X,X,X,X,X
LSJIZOT,O,X,X,O,X,O,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,O,X,X,X,X,X
LSJIOZT,O,X,X,X,X,O,X,X,X,X,X
LSJZTIO,O,X,X,O,X,X,X,X,X,X,X
LSJZTOI,O,X,X,O,X,X,X,X,X,X,X
LSJZITO,O,X,X,O,X,O,X,X,X,X,X
LSJZIOT,O,X,X,O,X,O,X,X,X,X,X
LSJZOTI,O,X,X,O,X,X,X,X,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X,X,X,X
LSJOITZ,O,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,X,X,O,X,O,X,O,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,O,X,X,X
LSZTJIO,O,X,X,O,X,X,X,O,X,X,X
LSZTJOI,O,X,X,O,X,X,X,O,X,X,X
LSZTOIJ,O,X,X,X,X,X,X,O,X,X,X
LSZTOJI,O,X,X,O,X,X,X,O,X,X,X
LSZITJO,O,X,X,O,X,O,X,X,X,X,X
LSZITOJ,O,X,X,O,X,X,X,X,X,X,X
LSZIJTO,O,X,X,O,X,O,X,X,X,X,X
LSZIJOT,O,X,X,O,X,O,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,X,X,X
LSZIOJT,O,O,X,O,X,O,X,X,X,X,X
LSZJTIO,O,X,X,O,X,X,X,X,X,X,X
LSZJTOI,O,X,X,O,X,X,X,X,X,X,X
LSZJITO,O,X,X,O,X,O,X,X,X,X,X
LSZJIOT,O,X,X,O,X,O,X,X,X,X,X
LSZJOTI,O,X,X,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,O,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,O,X,X,X,O,X,X,X
LSZOTJI,O,X,X,O,X,X,X,O,X,X,X
LSZOITJ,O,X,X,O,X,X,X,X,X,X,X
LSZOIJT,O,O,X,O,X,O,X,X,X,X,X
LSZOJTI,O,X,X,O,X,X,X,X,X,X,X
LSZOJIT,O,O,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,X,O,X,X,X
LSOTIZJ,O,O,O,O,X,X,X,O,X,X,X
LSOTJIZ,O,O,O,X,X,X,X,O,X,X,X
LSOTJZI,O,O,O,O,X,X,X,O,X,X,X
LSOTZIJ,O,O,O,O,X,X,X,O,X,X,X
LSOTZJI,O,O,O,O,X,X,X,O,X,X,X
LSOITJZ,O,O,O,O,X,X,X,O,X,X,X
LSOITZJ,O,O,O,O,X,X,X,O,X,X,X
LSOIJTZ,O,O,O,O,X,O,X,X,X,X,X
LSOIJZT,O,O,X,O,X,O,X,X,X,X,X
LSOIZTJ,O,X,X,O,X,X,X,X,X,X,X
LSOIZJT,O,O,X,O,X,O,X,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,X,X,X,X,X
LSOJTZI,O,O,O,O,X,X,X,X,X,X,X
LSOJITZ,O,O,O,O,X,X,X,X,X,X,X
LSOJIZT,O,O,X,O,X,X,X,X,X,X,X
LSOJZTI,O,X,X,O,X,X,X,X,X,X,X
LSOJZIT,O,O,X,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,O,X,X,X,O,X,X,X
LSOZTJI,O,X,X,O,X,X,X,O,X,X,X
LSOZITJ,O,X,X,O,X,X,X,X,X,X,X
LSOZIJT,O,O,X,O,X,O,X,X,X,X,X
LSOZJTI,O,X,X,O,X,X,X,X,X,X,X
LSOZJIT,O,O,X,O,X,X,X,X,X,X,X
LZTIJSO,O,X,X,O,O,X,X,O,X,X,X
LZTIJOS,O,O,X,O,O,X,X,O,X,X,X
LZTISJO,O,X,X,O,O,X,X,O,X,X,X
LZTISOJ,O,O,O,O,O,X,X,O,X,X,X
LZTIOJS,O,O,O,O,O,X,X,O,O,X,X
LZTIOSJ,O,O,O,O,O,X,X,O,X,X,X
LZTJISO,O,X,X,O,O,X,X,O,X,X,X
LZTJIOS,O,O,X,O,O,X,X,O,X,X,X
LZTJSIO,O,X,X,O,X,X,X,O,X,X,X
LZTJSOI,O,X,X,O,X,X,X,O,X,X,X
LZTJOIS,O,O,X,O,X,X,X,O,X,X,X
LZTJOSI,O,O,X,O,X,X,X,O,X,X,X
LZTSIJO,O,X,X,O,X,X,X,O,X,X,X
LZTSIOJ,O,O,O,O,X,X,X,O,X,X,X
LZTSJIO,O,X,X,O,X,X,X,O,X,X,X
LZTSJOI,O,X,X,O,X,X,X,O,X,X,X
LZTSOIJ,O,O,O,X,X,X,X,O,X,X,X
LZTSOJI,O,O,O,O,X,X,X,O,X,X,X
LZTOIJS,O,O,O,O,X,X,X,O,O,X,X
LZTOISJ,O,O,O,O,X,X,X,O,X,X,X
LZTOJIS,O,O,O,O,X,X,X,O,O,X,X
LZTOJSI,O,O,O,O,X,X,X,O,X,X,X
LZTOSIJ,O,O,O,O,X,X,X,O,X,X,X
LZTOSJI,O,O,O,O,X,X,X,O,X,X,X
LZITJSO,O,X,X,O,O,X,X,O,X,X,X
LZITJOS,O,O,X,O,O,X,X,O,X,O,X
LZITSJO,O,X,X,O,O,X,X,O,X,X,X
LZITSOJ,O,O,O,O,O,X,X,O,X,O,X
LZITOJS,O,O,O,O,O,X,X,O,X,O,X
LZITOSJ,O,O,O,O,O,X,X,O,X,O,X
LZIJTSO,O,X,X,O,O,X,X,X,X,X,X
LZIJTOS,O,X,X,O,O,X,X,X,X,X,X
LZIJSTO,O,X,X,O,O,O,X,X,X,X,X
LZIJSOT,O,X,X,O,O,O,X,X,X,X,X
LZIJOTS,O,O,X,O,O,X,X,X,X,X,X
LZIJOST,O,O,X,O,O,O,X,X,X,X,X
LZISTJO,O,X,X,O,O,O,X,X,X,X,X
LZISTOJ,O,X,X,O,O,X,X,X,X,X,X
LZISJTO,O,X,X,O,O,O,X,X,X,X,X
LZISJOT,O,X,X,O,O,O,X,X,X,X,X
LZISOTJ,O,X,X,O,O,X,X,X,X,X,X
LZISOJT,O,O,X,O,O,O,X,X,X,X,X
LZIOTJS,O,O,O,O,O,X,X,O,X,O,X
LZIOTSJ,O,O,O,O,O,X,X,O,X,O,X
LZIOJTS,O,O,O,O,O,X,X,X,O,O,X
LZIOJST,O,O,X,O,O,X,X,X,X,X,X
LZIOSTJ,O,X,X,O,O,X,X,X,X,X,X
LZIOSJT,O,O,X,O,O,X,X,X,X,X,X
LZJTISO,O,X,X,O,O,X,X,O,X,X,X
LZJTIOS,O,X,X,O,O,X,X,O,X,X,X
LZJTSIO,O,X,X,O,X,X,X,O,X,X,X
LZJTSOI,O,X,X,O,X,X,X,O,X,X,X
LZJTOIS,O,X,X,O,X,X,X,O,X,X,X
LZJTOSI,O,X,X,O,X,X,X,O,X,X,X
LZJITSO,O,X,X,O,O,X,X,X,X,X,X
LZJITOS,O,X,X,O,O,X,X,X,X,X,X
LZJISTO,O,X,X,O,O,X,X,X,X,X,X
LZJISOT,O,X,X,O,O,X,X,X,X,X,X
LZJIOTS,O,O,X,O,O,X,X,X,X,X,X
LZJIOST,O,O,X,O,O,X,X,X,X,X,X
LZJSTIO,O,X,X,O,X,X,X,X,X,X,X
LZJSTOI,O,X,X,O,X,X,X,X,X,X,X
LZJSITO,O,X,X,O,X,X,X,X,X,X,X
LZJSIOT,O,X,X,O,X,X,X,X,X,X,X
LZJSOTI,O,X,X,O,X,X,X,X,X,X,X
LZJSOIT,O,X,X,O,X,X,X,X,X,X,X
LZJOTIS,O,O,X,O,X,X,X,O,X,X,X
LZJOTSI,O,X,X,O,X,X,X,O,X,X,X
LZJOITS,O,O,X,O,X,X,X,X,X,X,X
LZJOIST,O,O,X,O,X,X,X,X,X,X,X
LZJOSTI,O,X,X,O,X,X,X,X,X,X,X
LZJOSIT,O,O,X,O,X,X,X,X,X,X,X
LZSTIJO,O,X,X,O,X,O,X,O,X,X,X
LZSTIOJ,O,X,X,O,X,X,X,O,X,X,X
LZSTJIO,O,X,X,O,X,X,X,O,X,X,X
LZSTJOI,O,X,X,O,X,X,X,O,X,X,X
LZSTOIJ,O,X,X,X,X,X,X,O,X,X,X
LZSTOJI,O,X,X,O,X,X,X,O,X,X,X
LZSITJO,O,X,X,O,X,O,X,X,X,X,X
LZSITOJ,O,X,X,O,X,X,X,X,X,X,X
LZSIJTO,O,X,X,O,X,O,X,X,X,X,X
LZSIJOT,O,X,X,O,X,O,X,X,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,X,X,X,X
LZSIOJT,O,O,X,O,X,O,X,X,X,X,X
LZSJTIO,O,X,X,O,X,X,X,X,X,X,X
LZSJTOI,O,X,X,O,X,X,X,X,X,X,X
LZSJITO,O,X,X,O,X,O,X,X,X,X,X
LZSJIOT,O,X,X,O,X,O,X,X,X,X,X
LZSJOTI,O,X,X,O,X,X,X,X,X,X,X
LZSJOIT,O,X,X,O,X,X,X,X,X,X,X
LZSOTIJ,O,X,X,O,X,X,X,O,X,X,X
LZSOTJI,O,X,X,O,X,X,X,O,X,X,X
LZSOITJ,O,X,X,O,X,X,X,X,X,X,X
LZSOIJT,O,O,X,O,X,O,X,X,X,X,X
LZSOJTI,O,X,X,O,X,X,X,X,X,X,X
LZSOJIT,O,O,X,O,X,X,X,X,X,X,X
LZOTIJS,O,O,O,O,X,X,X,O,O,X,X
LZOTISJ,O,O,O,O,X,X,X,O,X,X,X
LZOTJIS,O,O,O,O,X,X,X,O,O,X,X
LZOTJSI,O,O,O,O,X,X,X,O,X,X,X
LZOTSIJ,O,O,O,O,X,X,X,O,X,X,X
LZOTSJI,O,O,O,O,X,X,X,O,X,X,X
LZOITJS,O,O,O,O,X,X,X,O,X,O,X
LZOITSJ,O,O,O,O,X,X,X,O,X,O,X
LZOIJTS,O,O,O,O,X,X,X,X,O,O,X
LZOIJST,O,O,X,O,X,X,X,X,X,X,X
LZOISTJ,O,X,X,O,X,X,X,X,X,X,X
LZOISJT,O,O,X,O,X,X,X,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,O,O,X,X
LZOJTSI,O,O,O,O,X,X,X,O,X,X,X
LZOJITS,O,O,O,O,X,X,X,X,O,O,X
LZOJIST,O,O,X,O,X,X,X,X,X,X,X
LZOJSTI,O,X,X,O,X,X,X,X,X,X,X
LZOJSIT,O,O,X,O,X,X,X,X,X,X,X
LZOSTIJ,O,X,X,O,X,X,X,O,X,X,X
LZOSTJI,O,X,X,O,X,X,X,O,X,X,X
LZOSITJ,O,X,X,O,X,X,X,X,X,X,X
LZOSIJT,O,O,X,O,X,X,X,X,X,X,X
LZOSJTI,O,X,X,O,X,X,X,X,X,X,X
LZOSJIT,O,O,X,O,X,X,X,X,X,X,X
LOTIJSZ,O,O,O,O,X,X,O,O,X,X,X
LOTIJZS,X,O,O,O,X,X,O,O,O,X,X
LOTISJZ,O,O,O,O,X,X,O,O,X,X,X
LOTISZJ,O,O,O,O,X,X,O,O,X,X,X
LOTIZJS,O,O,O,O,X,X,O,O,X,X,X
LOTIZSJ,O,O,O,O,X,X,X,O,X,X,X
LOTJISZ,O,O,O,X,X,X,O,O,X,X,X
LOTJIZS,X,O,O,X,X,X,O,O,O,X,X
LOTJSIZ,O,O,O,X,X,X,X,O,X,X,X
LOTJSZI,O,O,O,O,X,X,X,O,X,X,X
LOTJZIS,X,O,O,O,X,X,X,O,O,X,X
LOTJZSI,X,O,O,O,X,X,X,O,X,X,X
LOTSIJZ,O,O,O,O,X,X,X,O,X,X,X
LOTSIZJ,O,O,O,O,X,X,X,O,X,X,X
LOTSJIZ,O,O,O,X,X,X,X,O,X,X,X
LOTSJZI,O,O,O,O,X,X,X,O,X,X,X
LOTSZIJ,O,O,O,O,X,X,X,O,X,X,X
LOTSZJI,O,O,O,O,X,X,X,O,X,X,X
LOTZIJS,O,O,O,O,X,X,X,O,O,X,X
LOTZISJ,O,O,O,O,X,X,X,O,X,X,X
LOTZJIS,O,O,O,O,X,X,X,O,O,X,X
LOTZJSI,O,O,O,O,X,X,X,O,X,X,X
LOTZSIJ,O,O,O,O,X,X,X,O,X,X,X
LOTZSJI,O,O,O,O,X,X,X,O,X,X,X
LOITJSZ,O,O,O,O,X,X,O,O,X,O,X
LOITJZS,X,O,O,O,X,X,O,O,X,O,X
LOITSJZ,O,O,O,O,X,X,O,O,X,O,X
LOITSZJ,O,O,O,O,X,X,O,O,X,O,X
LOITZJS,O,O,O,O,X,X,O,O,X,O,X
LOITZSJ,O,O,O,O,X,X,X,O,X,O,X
LOIJTSZ,O,O,O,O,X,X,O,O,X,O,X
LOIJTZS,X,O,O,O,X,X,O,O,X,O,X
LOIJSTZ,O,O,O,O,X,X,O,X,X,X,X
LOIJSZT,O,O,X,O,X,X,O,X,X,X,X
LOIJZTS,O,O,O,O,X,X,O,X,X,O,X
LOIJZST,O,O,X,O,X,X,X,X,X,X,X
LOISTJZ,O,O,O,O,X,X,O,O,X,X,X
LOISTZJ,O,O,O,O,X,X,O,O,X,X,X
LOISJTZ,O,O,O,O,X,X,O,X,X,X,X
LOISJZT,O,O,X,O,X,X,O,X,X,X,X
LOISZTJ,O,X,X,O,X,X,O,X,X,X,X
LOISZJT,O,O,X,O,X,X,O,X,X,X,X
LOIZTJS,O,O,O,O,X,X,O,O,X,O,X
LOIZTSJ,O,O,O,O,X,X,X,O,X,O,X
LOIZJTS,O,O,O,O,X,X,O,X,X,O,X
LOIZJST,O,O,X,O,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,X,X,X,X,X
LOIZSJT,O,O,X,O,X,X,X,X,X,X,X
LOJTISZ,O,O,O,X,X,X,O,O,X,X,X
LOJTIZS,X,O,O,X,X,X,O,O,O,X,X
LOJTSIZ,O,O,O,X,X,X,X,O,X,X,X
LOJTSZI,O,O,O,O,X,X,X,O,X,X,X
LOJTZIS,X,O,O,O,X,X,X,O,O,X,X
LOJTZSI,X,O,O,O,X,X,X,O,X,X,X
LOJITSZ,O,O,O,O,X,X,O,O,X,O,X
LOJITZS,X,O,O,O,X,X,O,O,X,O,X
LOJISTZ,O,O,O,O,X,X,O,X,X,X,X
LOJISZT,O,O,X,O,X,X,O,X,X,X,X
LOJIZTS,O,O,O,O,X,X,O,X,X,O,X
LOJIZST,O,O,X,O,X,X,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,X,X,X,X,X
LOJSTZI,O,O,O,O,X,X,X,X,X,X,X
LOJSITZ,O,O,O,O,X,X,X,X,X,X,X
LOJSIZT,O,O,X,O,X,X,X,X,X,X,X
LOJSZTI,O,X,X,O,X,X,X,X,X,X,X
LOJSZIT,O,O,X,O,X,X,X,X,X,X,X
LOJZTIS,O,O,O,O,X,X,X,O,O,X,X
LOJZTSI,O,O,O,O,X,X,X,O,X,X,X
LOJZITS,O,O,O,O,X,X,X,X,O,O,X
LOJZIST,O,O,X,O,X,X,X,X,X,X,X
LOJZSTI,O,X,X,O,X,X,X,X,X,X,X
LOJZSIT,O,O,X,O,X,X,X,X,X,X,X
LOSTIJZ,O,O,O,O,X,X,X,O,X,X,X
LOSTIZJ,O,O,O,O,X,X,X,O,X,X,X
LOSTJIZ,O,O,O,X,X,X,X,O,X,X,X
LOSTJZI,O,O,O,O,X,X,X,O,X,X,X
LOSTZIJ,O,O,O,O,X,X,X,O,X,X,X
LOSTZJI,O,O,O,O,X,X,X,O,X,X,X
LOSITJZ,O,O,O,O,X,X,X,O,X,X,X
LOSITZJ,O,O,O,O,X,X,X,O,X,X,X
LOSIJTZ,O,O,O,O,X,X,X,X,X,X,X
LOSIJZT,O,O,X,O,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,O,X,X,X,X,X,X,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,X,X,X,X,X,X,X,X
LOSJTZI,O,O,O,O,X,X,X,X,X,X,X
LOSJITZ,O,O,O,O,X,X,X,X,X,X,X
LOSJIZT,O,O,X,O,X,X,X,X,X,X,X
LOSJZTI,O,X,X,O,X,X,X,X,X,X,X
LOSJZIT,O,O,X,O,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,O,X,X,X,O,X,X,X
LOSZTJI,O,X,X,O,X,X,X,O,X,X,X
LOSZITJ,O,X,X,O,X,X,X,X,X,X,X
LOSZIJT,O,O,X,O,X,X,X,X,X,X,X
LOSZJTI,O,X,X,O,X,X,X,X,X,X,X
LOSZJIT,O,O,X,O,X,X,X,X,X,X,X
LOZTIJS,O,O,O,O,X,X,X,O,O,X,X
LOZTISJ,O,O,O,O,X,X,X,O,X,X,X
LOZTJIS,O,O,O,O,X,X,X,O,O,X,X
LOZTJSI,O,O,O,O,X,X,X,O,X,X,X
LOZTSIJ,O,O,O,O,X,X,X,O,X,X,X
LOZTSJI,O,O,O,O,X,X,X,O,X,X,X
LOZITJS,O,O,O,O,X,X,X,O,X,O,X
LOZITSJ,O,O,O,O,X,X,X,O,X,O,X
LOZIJTS,O,O,O,O,X,X,X,X,O,O,X
LOZIJST,O,O,X,O,X,X,X,X,X,X,X
LOZISTJ,O,X,X,O,X,X,X,X,X,X,X
LOZISJT,O,O,X,O,X,X,X,X,X,X,X
LOZJTIS,O,O,O,O,X,X,X,O,O,X,X
LOZJTSI,O,O,O,O,X,X,X,O,X,X,X
LOZJITS,O,O,O,O,X,X,X,X,O,O,X
LOZJIST,O,O,X,O,X,X,X,X,X,X,X
LOZJSTI,O,X,X,O,X,X,X,X,X,X,X
LOZJSIT,O,O,X,O,X,X,X,X,X,X,X
LOZSTIJ,O,X,X,O,X,X,X,O,X,X,X
LOZSTJI,O,X,X,O,X,X,X,O,X,X,X
LOZSITJ,O,X,X,O,X,X,X,X,X,X,X
LOZSIJT,O,O,X,O,X,X,X,X,X,X,X
LOZSJTI,O,X,X,O,X,X,X,X,X,X,X
LOZSJIT,O,O,X,O,X,X,X,X,X,X,X
JTILSZO,O,X,X,X,X,X,X,O,X,X,O
JTILSOZ,O,X,X,X,X,X,X,O,X,X,X
JTILZSO,X,X,X,X,O,X,X,O,X,X,X
JTILZOS,X,X,X,X,O,X,X,O,X,X,X
JTILOSZ,O,X,X,X,X,X,O,O,X,X,X
JTILOZS,X,X,X,X,O,X,O,O,X,X,X
JTISLZO,O,X,X,X,O,X,X,O,X,X,O
JTISLOZ,O,X,X,X,O,X,O,O,X,X,X
JTISZLO,O,X,X,X,O,X,X,O,X,X,O
JTISZOL,X,X,X,X,O,X,X,X,X,X,O
JTISOLZ,O,X,X,X,X,X,O,X,X,X,X
JTISOZL,X,X,X,X,X,X,O,X,X,X,O
JTIZLSO,X,X,X,X,O,X,X,O,X,X,X
JTIZLOS,X,X,X,X,O,X,X,O,X,X,X
JTIZSLO,X,X,X,X,O,X,X,O,X,X,O
JTIZSOL,X,X,X,X,O,X,X,X,X,X,O
JTIZOLS,X,X,X,X,O,X,X,O,X,X,X
JTIZOSL,X,X,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,X,X,X,X,X,O,O,X,X,X
JTIOLZS,X,X,X,X,X,X,O,O,O,X,X
JTIOSLZ,X,X,X,X,X,X,O,X,X,X,X
JTIOSZL,X,X,X,X,X,X,O,X,O,X,O
JTIOZLS,X,X,X,X,X,X,O,O,O,X,X
JTIOZSL,X,X,X,X,X,X,O,X,O,X,X
JTLISZO,O,X,X,X,X,X,X,O,X,X,O
JTLISOZ,O,X,O,X,X,X,X,O,X,X,X
JTLIZSO,X,X,X,X,X,X,X,O,X,X,X
JTLIZOS,X,O,X,X,X,X,X,O,X,X,X
JTLIOSZ,O,O,O,X,X,X,X,O,X,X,X
JTLIOZS,X,O,O,X,X,X,X,O,X,X,X
JTLSIZO,O,X,X,X,X,X,X,O,X,X,X
JTLSIOZ,O,X,O,X,X,X,X,O,X,X,X
JTLSZIO,O,X,X,X,X,X,X,O,X,X,X
JTLSZOI,O,X,X,X,X,X,X,O,X,X,X
JTLSOIZ,O,X,O,X,X,X,X,O,X,X,X
JTLSOZI,O,X,O,X,X,X,X,O,X,X,X
JTLZISO,X,X,X,X,X,X,X,O,X,X,X
JTLZIOS,X,O,X,X,X,X,X,O,X,X,X
JTLZSIO,X,X,X,X,X,X,X,O,X,X,X
JTLZSOI,X,X,X,X,X,X,X,O,X,X,X
JTLZOIS,X,O,X,X,X,X,X,O,X,X,X
