sequence,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhF0cBTeBflBl?gBOrBCqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBifB3?gB1pBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFFbB0cBTeBq?kB3gBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeO/IvhFXbB0cBTeB1?pBxlBarB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBFmBmqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBlgBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFTeBflB0gBl?hBClBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhFTeBKkBflB0?gBlhBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex7IvhFTeBOkBXgBl?hBarB0pB
LOTJISZ,X,O,O,O,X,X,X,X,O
LOTJIZS,X,O,O,O,O,O,X,X,X
LOTJSIZ,X,O,O,O,O,O,X,X,O
LOTJSZI,X,O,O,O,O,O,X,O,O
LOTJZIS,X,O,O,O,O,O,X,X,X
LOTJZSI,X,O,O,O,O,O,X,X,O
LOTSIJZ,X,O,O,O,O,O,X,X,O
LOTSIZJ,X,O,O,O,O,O,O,O,O
LOTSJIZ,X,O,O,O,O,O,X,X,O
LOTSJZI,X,O,O,O,O,O,X,O,O
LOTSZIJ,X,O,O,X,O,O,O,O,O
LOTSZJI,X,O,O,O,O,O,X,O,O
LOTZIJS,X,O,O,O,O,X,X,X,X
LOTZISJ,X,O,O,O,O,O,X,X,O
LOTZJIS,X,O,O,O,O,X,X,X,X
LOTZJSI,X,O,O,O,O,X,X,X,O
LOTZSIJ,X,O,O,X,O,O,O,O,O
LOTZSJI,X,O,O,O,O,O,X,O,O
LOITJSZ,X,X,O,O,X,X,X,X,O
LOITJZS,X,X,O,O,O,O,X,X,X
LOITSJZ,X,X,O,O,O,O,X,X,O
LOITSZJ,X,X,O,O,O,O,O,O,O
LOITZJS,X,X,O,O,O,X,X,X,X
LOITZSJ,X,X,O,O,O,O,X,X,O
LOIJTSZ,X,X,O,X,X,X,X,X,O
LOIJTZS,X,X,O,X,O,O,X,X,X
LOIJSTZ,O,X,O,X,O,O,X,X,O
LOIJSZT,O,X,O,X,O,O,X,O,X
LOIJZTS,X,X,O,X,O,O,X,X,X
LOIJZST,O,X,O,X,O,O,X,X,X
LOISTJZ,X,X,O,X,O,O,X,X,O
LOISTZJ,X,X,O,X,O,O,O,O,O
LOISJTZ,O,X,O,X,O,O,X,X,O
LOISJZT,O,X,O,X,O,O,X,O,X
LOISZTJ,X,X,O,X,O,O,O,O,X
LOISZJT,X,X,O,X,O,O,X,O,X
LOIZTJS,X,X,O,O,O,X,X,X,X
LOIZTSJ,X,X,O,O,O,O,X,X,X
LOIZJTS,X,X,O,X,O,O,X,X,X
LOIZJST,X,X,O,X,O,O,X,X,X
LOIZSTJ,X,X,O,X,O,O,X,O,X
LOIZSJT,X,X,O,X,O,O,X,O,X
LOJTISZ,X,O,O,X,X,X,X,X,O
LOJTIZS,X,O,O,X,O,O,X,X,X
LOJTSIZ,O,O,O,X,O,O,X,X,O
LOJTSZI,O,O,O,X,O,O,X,O,O
LOJTZIS,X,O,O,X,O,O,X,X,X
LOJTZSI,O,O,O,X,O,O,X,X,O
LOJITSZ,X,X,O,X,X,X,X,X,O
LOJITZS,X,X,O,X,O,O,X,X,X
LOJISTZ,O,X,O,X,O,O,X,X,O
LOJISZT,O,X,O,X,O,O,X,O,X
LOJIZTS,X,X,O,X,O,O,X,X,X
LOJIZST,O,X,O,X,O,O,X,X,X
LOJSTIZ,O,O,O,X,O,O,X,X,O
LOJSTZI,O,O,O,X,O,O,X,O,O
LOJSITZ,O,X,O,X,O,O,X,X,O
LOJSIZT,O,O,O,X,O,O,X,O,X
LOJSZTI,O,O,O,X,X,O,X,O,O
LOJSZIT,O,O,O,X,O,O,X,O,X
LOJZTIS,X,O,O,X,O,O,X,X,X
LOJZTSI,O,O,O,X,O,O,X,X,O
LOJZITS,X,X,O,X,O,O,X,X,X
LOJZIST,O,X,O,X,O,O,X,X,X
LOJZSTI,O,O,O,X,X,O,X,X,O
LOJZSIT,O,O,O,X,O,O,X,X,X
LOSTIJZ,X,O,O,X,O,O,X,X,O
LOSTIZJ,X,O,O,X,O,O,O,O,O
LOSTJIZ,X,O,O,X,O,O,X,X,O
LOSTJZI,X,O,O,X,O,O,X,O,O
LOSTZIJ,X,O,O,X,O,O,O,O,O
LOSTZJI,X,O,O,X,O,O,X,O,O
LOSITJZ,X,X,O,X,O,O,X,X,O
LOSITZJ,X,X,O,X,O,O,O,O,O
LOSIJTZ,O,X,O,X,O,O,X,X,O
LOSIJZT,O,X,O,X,O,O,X,O,X
LOSIZTJ,X,O,O,X,O,O,O,O,X
LOSIZJT,X,X,O,X,O,O,X,O,X
LOSJTIZ,O,X,O,X,O,O,X,X,O
LOSJTZI,O,X,O,X,O,O,X,O,O
LOSJITZ,O,X,O,X,O,O,X,X,O
LOSJIZT,O,X,O,X,O,O,X,O,X
LOSJZTI,O,X,O,X,X,O,X,O,O
LOSJZIT,O,X,O,X,O,O,X,O,X
LOSZTIJ,X,O,O,X,O,O,O,O,O
LOSZTJI,X,O,O,X,O,O,X,O,O
LOSZITJ,X,O,O,X,O,O,O,O,X
LOSZIJT,X,X,O,X,O,O,X,O,X
LOSZJTI,X,X,O,X,X,O,X,O,O
LOSZJIT,X,X,O,X,O,O,X,O,X
LOZTIJS,X,O,O,O,O,X,X,X,X
LOZTISJ,X,O,O,O,O,O,X,X,O
LOZTJIS,X,O,O,O,O,X,X,X,X
LOZTJSI,X,O,O,O,O,X,X,X,O
LOZTSIJ,X,O,O,X,O,O,O,O,O
LOZTSJI,X,O,O,O,O,O,X,O,O
LOZITJS,X,X,O,O,O,X,X,X,X
LOZITSJ,X,X,O,O,O,O,X,X,X
LOZIJTS,X,X,O,X,O,O,X,X,X
LOZIJST,X,X,O,X,O,O,X,X,X
LOZISTJ,X,X,O,X,O,O,X,O,X
LOZISJT,X,X,O,X,O,O,X,O,X
LOZJTIS,X,X,O,X,O,O,X,X,X
LOZJTSI,X,X,O,X,O,O,X,X,O
LOZJITS,X,X,O,X,O,O,X,X,X
LOZJIST,X,X,O,X,O,O,X,X,X
LOZJSTI,X,X,O,X,X,O,X,X,O
LOZJSIT,X,X,O,X,O,O,X,X,X
LOZSTIJ,X,O,O,X,O,O,O,O,O
LOZSTJI,X,O,O,X,O,O,X,O,O
LOZSITJ,X,O,O,X,O,O,O,O,X
LOZSIJT,X,X,O,X,O,O,X,O,X
LOZSJTI,X,X,O,X,X,O,X,O,O
LOZSJIT,X,X,O,X,O,O,X,O,X
JTILSZO,X,O,O,O,X,X,X,X,X
JTILSOZ,X,O,O,O,X,X,X,X,X
JTILZSO,X,O,O,O,X,X,X,X,X
JTILZOS,X,O,O,O,X,X,X,X,X
JTILOSZ,X,O,O,O,X,X,X,X,X
JTILOZS,X,O,O,O,X,X,X,X,X
JTISLZO,O,O,X,O,X,X,X,X,X
JTISLOZ,O,O,X,O,X,X,X,X,X
JTISZLO,O,O,X,O,X,X,X,X,X
JTISZOL,O,O,X,O,X,X,O,X,X
JTISOLZ,O,O,X,O,X,X,X,X,X
JTISOZL,O,O,X,O,X,X,O,X,X
JTIZLSO,X,O,O,O,X,X,X,X,X
JTIZLOS,X,O,O,O,X,X,X,X,X
JTIZSLO,O,O,X,O,X,X,X,X,X
JTIZSOL,O,O,X,O,X,X,X,X,X
JTIZOLS,X,O,O,O,X,X,X,X,X
JTIZOSL,O,O,X,O,X,X,X,X,X
JTIOLSZ,X,O,O,O,X,X,X,X,X
JTIOLZS,X,O,O,O,X,X,X,X,X
JTIOSLZ,O,O,X,O,X,X,X,X,X
JTIOSZL,O,O,X,O,X,X,O,X,X
JTIOZLS,X,O,O,O,X,X,X,X,X
JTIOZSL,O,O,X,O,X,X,X,X,X
JTLISZO,X,O,O,O,X,X,X,X,O
JTLISOZ,X,O,O,O,X,X,X,X,O
JTLIZSO,X,O,O,O,X,X,X,X,X
JTLIZOS,X,O,O,O,O,O,X,X,X
JTLIOSZ,X,O,O,O,X,X,X,X,O
JTLIOZS,X,O,O,O,O,O,X,X,X
JTLSIZO,O,O,O,O,O,O,X,X,O
JTLSIOZ,O,O,O,O,O,O,X,X,O
JTLSZIO,O,O,O,X,O,O,X,O,O
JTLSZOI,O,O,O,O,O,O,X,O,O
JTLSOIZ,O,O,O,O,O,O,X,X,O
JTLSOZI,O,O,O,O,O,O,X,O,O
JTLZISO,X,O,O,O,X,X,X,X,X
JTLZIOS,X,O,O,O,O,O,X,X,X
JTLZSIO,O,O,O,X,O,O,X,X,O
JTLZSOI,O,O,O,O,O,O,X,X,O
JTLZOIS,X,O,O,O,O,O,X,X,X
JTLZOSI,O,O,O,O,O,O,X,X,O
JTLOISZ,X,O,O,O,X,X,X,X,O
JTLOIZS,X,O,O,O,O,O,X,X,X
JTLOSIZ,O,O,O,O,O,O,X,X,O
JTLOSZI,O,O,O,O,O,O,X,O,O
JTLOZIS,X,O,O,O,O,O,X,X,X
JTLOZSI,O,O,O,O,O,O,X,X,O
JTSILZO,O,O,X,O,X,X,X,X,X
JTSILOZ,O,O,X,O,X,X,X,X,X
JTSIZLO,O,O,X,O,X,X,X,X,X
JTSIZOL,O,O,X,O,X,X,O,X,X
JTSIOLZ,O,O,X,O,X,X,X,X,X
JTSIOZL,O,O,X,O,X,X,O,X,X
JTSLIZO,O,O,O,O,X,X,X,X,X
JTSLIOZ,O,O,O,O,X,X,X,X,X
JTSLZIO,O,O,O,X,X,X,X,X,X
JTSLZOI,O,O,O,O,X,X,X,X,X
JTSLOIZ,O,O,O,O,X,X,X,X,X
JTSLOZI,O,O,O,O,X,X,X,X,X
JTSZILO,O,O,X,O,X,X,X,X,X
JTSZIOL,O,O,X,O,X,X,O,X,X
JTSZLIO,O,O,O,X,X,X,X,X,X
JTSZLOI,O,O,O,O,X,X,X,X,X
JTSZOIL,O,O,X,O,X,X,O,X,X
JTSZOLI,O,O,O,O,X,X,X,X,X
JTSOILZ,O,O,X,O,X,X,X,X,X
JTSOIZL,O,O,X,O,X,X,O,X,X
JTSOLIZ,O,O,O,O,X,X,X,X,X
JTSOLZI,O,O,O,O,X,X,X,X,X
JTSOZIL,O,O,X,O,X,X,O,X,X
JTSOZLI,O,O,O,O,X,X,X,X,X
JTZILSO,X,O,O,O,X,X,X,X,X
JTZILOS,X,O,O,O,X,X,X,X,X
JTZISLO,O,O,X,O,X,X,X,X,X
JTZISOL,O,O,X,O,X,X,X,X,X
JTZIOLS,X,O,O,O,X,X,X,X,X
JTZIOSL,O,O,X,O,X,X,X,X,X
JTZLISO,X,O,O,O,X,X,X,X,X
JTZLIOS,X,O,O,O,O,O,X,X,X
JTZLSIO,O,O,O,X,O,O,X,X,X
JTZLSOI,O,O,O,O,O,O,X,X,X
JTZLOIS,X,O,O,O,O,O,X,X,X
JTZLOSI,O,O,O,O,O,O,X,X,X
JTZSILO,O,O,X,O,X,X,X,X,X
JTZSIOL,O,O,X,O,X,X,O,X,X
JTZSLIO,O,O,O,X,X,X,X,X,X
JTZSLOI,O,O,O,O,X,X,X,X,X
JTZSOIL,O,O,X,O,X,X,O,X,X
JTZSOLI,O,O,O,O,X,X,X,X,X
JTZOILS,X,O,O,O,X,X,X,X,X
JTZOISL,O,O,X,O,X,X,X,X,X
JTZOLIS,X,O,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,O,O,X,X,X
JTZOSIL,O,O,X,O,X,X,O,X,X
JTZOSLI,O,O,O,O,X,X,X,X,X
JTOILSZ,X,O,O,O,X,X,X,X,X
JTOILZS,X,O,O,O,X,X,X,X,X
JTOISLZ,O,O,X,O,X,X,X,X,X
JTOISZL,O,O,X,O,X,X,O,X,X
JTOIZLS,X,O,O,O,X,X,X,X,X
JTOIZSL,O,O,X,O,X,X,X,X,X
JTOLISZ,X,O,O,O,X,X,X,X,O
JTOLIZS,X,O,O,O,O,O,X,X,X
JTOLSIZ,O,O,O,O,O,O,X,X,O
JTOLSZI,O,O,O,O,O,O,X,O,O
JTOLZIS,X,O,O,O,O,O,X,X,X
JTOLZSI,O,O,O,O,O,O,X,X,O
JTOSILZ,O,O,X,O,X,X,X,X,X
JTOSIZL,O,O,X,O,X,X,O,X,X
JTOSLIZ,O,O,O,O,X,X,X,X,X
JTOSLZI,O,O,O,O,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,O,X,X
JTOSZLI,O,O,O,O,X,X,X,X,X
JTOZILS,X,O,O,O,X,X,X,X,X
JTOZISL,O,O,X,O,X,X,X,X,X
JTOZLIS,X,O,O,O,O,O,X,X,X
JTOZLSI,O,O,O,O,O,O,X,X,X
JTOZSIL,O,O,X,O,X,X,O,X,X
JTOZSLI,O,O,O,O,X,X,X,X,X
JITLSZO,X,O,O,O,X,X,X,X,X
JITLSOZ,X,O,O,O,X,X,X,X,X
JITLZSO,X,O,O,O,X,X,X,X,X
JITLZOS,X,O,O,O,X,X,X,X,X
JITLOSZ,X,O,O,O,X,X,X,X,X
JITLOZS,X,O,O,O,X,X,X,X,X
JITSLZO,O,O,X,O,X,X,X,X,X
JITSLOZ,O,O,X,O,X,X,X,X,X
JITSZLO,O,O,X,O,X,X,X,X,X
JITSZOL,O,O,X,O,X,X,O,X,X
JITSOLZ,O,O,X,O,X,X,X,X,X
JITSOZL,O,O,X,O,X,X,O,X,X
JITZLSO,X,O,O,O,X,X,X,X,X
JITZLOS,X,O,O,O,X,X,X,X,X
JITZSLO,O,O,X,O,X,X,X,X,X
JITZSOL,O,O,X,O,X,X,X,X,X
JITZOLS,X,O,O,O,X,X,X,X,X
JITZOSL,O,O,X,O,X,X,X,X,X
JITOLSZ,X,O,O,O,X,X,X,X,X
JITOLZS,X,O,O,O,X,X,X,X,X
JITOSLZ,O,O,X,O,X,X,X,X,X
JITOSZL,O,O,X,O,X,X,O,X,X
JITOZLS,X,O,O,O,X,X,X,X,X
JITOZSL,O,O,X,O,X,X,X,X,X
JILTSZO,X,X,O,X,X,X,X,X,O
JILTSOZ,X,X,O,X,X,X,X,X,O
JILTZSO,X,X,O,X,X,X,X,X,X
JILTZOS,X,X,O,X,X,O,X,X,X
JILTOSZ,X,X,O,X,X,X,X,X,O
JILTOZS,X,X,O,X,X,O,X,X,X
JILSTZO,O,X,O,X,X,O,X,X,O
JILSTOZ,O,X,O,X,X,O,X,X,O
JILSZTO,O,X,O,X,X,O,X,X,X
JILSZOT,O,X,O,X,X,O,X,X,X
JILSOTZ,O,X,O,X,X,O,X,X,O
JILSOZT,O,X,O,X,X,O,X,X,X
JILZTSO,X,X,O,X,X,X,X,X,X
JILZTOS,X,X,O,X,X,O,X,X,X
JILZSTO,O,X,O,X,X,O,X,X,X
JILZSOT,O,X,O,X,X,O,X,X,X
JILZOTS,X,X,O,X,X,O,X,X,X
JILZOST,O,X,O,X,X,O,X,X,X
JILOTSZ,X,X,O,X,X,X,X,X,O
JILOTZS,X,X,O,X,X,O,X,X,X
JILOSTZ,O,X,O,X,X,O,X,X,O
JILOSZT,O,X,O,X,X,O,X,X,X
JILOZTS,X,X,O,X,X,O,X,X,X
JILOZST,O,X,O,X,X,O,X,X,X
JISTLZO,O,O,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,X,X
JISTZLO,O,O,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,O,X,X
JISTOLZ,O,O,X,X,X,X,X,X,X
JISTOZL,O,O,X,X,X,X,O,X,X
JISLTZO,O,X,O,X,X,X,X,X,X
JISLTOZ,O,X,O,X,X,X,X,X,X
JISLZTO,O,X,O,X,X,X,X,X,X
JISLZOT,O,O,O,X,X,X,X,X,X
JISLOTZ,O,X,O,X,X,X,X,X,X
JISLOZT,O,O,O,X,X,X,X,X,X
JISZTLO,O,O,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,O,X,X
JISZLTO,O,X,O,X,X,X,X,X,X
JISZLOT,O,O,O,X,X,X,X,X,X
JISZOTL,O,O,X,X,X,X,O,X,X
JISZOLT,O,O,O,X,X,X,X,X,X
JISOTLZ,O,O,X,X,X,X,X,X,X
JISOTZL,O,O,X,X,X,X,O,X,X
JISOLTZ,O,X,O,X,X,X,X,X,X
JISOLZT,O,O,O,X,X,X,X,X,X
JISOZTL,O,O,X,X,X,X,O,X,X
JISOZLT,O,O,O,X,X,X,X,X,X
JIZTLSO,X,O,O,O,X,X,X,X,X
JIZTLOS,X,O,O,O,X,X,X,X,X
JIZTSLO,O,O,X,O,X,X,X,X,X
JIZTSOL,O,O,X,O,X,X,X,X,X
JIZTOLS,X,O,O,O,X,X,X,X,X
JIZTOSL,O,O,X,O,X,X,X,X,X
JIZLTSO,X,X,O,X,X,X,X,X,X
JIZLTOS,X,X,O,X,X,O,X,X,X
JIZLSTO,O,X,O,X,X,O,X,X,X
JIZLSOT,O,X,O,X,X,O,X,X,X
JIZLOTS,X,X,O,X,X,O,X,X,X
JIZLOST,O,X,O,X,X,O,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X,X
JIZSTOL,O,O,X,X,X,X,X,X,X
JIZSLTO,O,X,O,X,X,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X,X,X
JIZSOTL,O,O,X,X,X,X,X,X,X
JIZSOLT,O,O,O,X,X,X,X,X,X
JIZOTLS,X,O,O,O,X,X,X,X,X
JIZOTSL,O,O,X,O,X,X,X,X,X
JIZOLTS,X,X,O,X,X,O,X,X,X
JIZOLST,O,X,O,X,X,O,X,X,X
JIZOSTL,O,O,X,X,X,X,X,X,X
JIZOSLT,O,O,O,X,X,X,X,X,X
JIOTLSZ,X,O,O,O,X,X,X,X,X
JIOTLZS,X,O,O,O,X,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X
JIOTSZL,O,O,X,O,X,X,O,X,X
JIOTZLS,X,O,O,O,X,X,X,X,X
JIOTZSL,O,O,X,O,X,X,X,X,X
JIOLTSZ,X,X,O,X,X,X,X,X,O
JIOLTZS,X,X,O,X,X,O,X,X,X
JIOLSTZ,O,X,O,X,X,O,X,X,O
JIOLSZT,O,X,O,X,X,O,X,X,X
JIOLZTS,X,X,O,X,X,O,X,X,X
JIOLZST,O,X,O,X,X,O,X,X,X
JIOSTLZ,O,O,X,X,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,O,X,X
JIOSLTZ,O,X,O,X,X,X,X,X,X
JIOSLZT,O,O,O,X,X,X,X,X,X
JIOSZTL,O,O,X,X,X,X,O,X,X
JIOSZLT,O,O,O,X,X,X,X,X,X
JIOZTLS,X,O,O,O,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,X,X,X
JIOZLTS,X,X,O,X,X,O,X,X,X
JIOZLST,O,X,O,X,X,O,X,X,X
JIOZSTL,O,O,X,X,X,X,X,X,X
JIOZSLT,O,O,O,X,X,X,X,X,X
JLTISZO,X,O,O,X,X,X,X,X,O
JLTISOZ,X,O,O,X,X,X,X,X,O
JLTIZSO,X,O,O,X,X,X,X,X,X
JLTIZOS,X,O,O,X,O,O,X,X,X
JLTIOSZ,X,O,O,X,X,X,X,X,O
JLTIOZS,X,O,O,X,O,O,X,X,X
JLTSIZO,O,O,O,X,O,O,X,X,O
JLTSIOZ,O,O,O,X,O,O,X,X,O
JLTSZIO,O,O,O,X,O,O,X,O,O
JLTSZOI,O,O,O,X,O,O,X,O,O
JLTSOIZ,O,O,O,X,O,O,X,X,O
JLTSOZI,O,O,O,X,O,O,X,O,O
JLTZISO,X,O,O,X,X,X,X,X,X
JLTZIOS,X,O,O,X,O,O,X,X,X
JLTZSIO,O,O,O,X,O,O,X,X,O
JLTZSOI,O,O,O,X,O,O,X,X,O
JLTZOIS,X,O,O,X,O,O,X,X,X
JLTZOSI,O,O,O,X,O,O,X,X,O
JLTOISZ,X,O,O,X,X,X,X,X,O
JLTOIZS,X,O,O,X,O,O,X,X,X
JLTOSIZ,O,O,O,X,O,O,X,X,O
JLTOSZI,O,O,O,X,O,O,X,O,O
JLTOZIS,X,O,O,X,O,O,X,X,X
JLTOZSI,O,O,O,X,O,O,X,X,O
JLITSZO,X,X,O,X,X,X,X,X,O
JLITSOZ,X,X,O,X,X,X,X,X,O
JLITZSO,X,X,O,X,X,X,X,X,X
JLITZOS,X,X,O,X,O,O,X,X,X
JLITOSZ,X,X,O,X,X,X,X,X,O
JLITOZS,X,X,O,X,O,O,X,X,X
JLISTZO,O,X,O,X,O,O,X,X,O
JLISTOZ,O,X,O,X,O,O,X,X,O
JLISZTO,O,X,O,X,X,O,X,O,X
JLISZOT,O,X,O,X,O,O,X,O,X
JLISOTZ,O,X,O,X,O,O,X,X,O
JLISOZT,O,X,O,X,O,O,X,O,X
JLIZTSO,X,X,O,X,X,X,X,X,X
JLIZTOS,X,X,O,X,X,O,X,X,X
JLIZSTO,O,X,O,X,X,O,X,X,X
JLIZSOT,O,X,O,X,X,O,X,X,X
JLIZOTS,X,X,O,X,O,O,X,X,X
JLIZOST,O,X,O,X,O,O,X,X,X
JLIOTSZ,X,X,O,X,X,X,X,X,O
JLIOTZS,X,X,O,X,O,O,X,X,X
JLIOSTZ,O,X,O,X,O,O,X,X,O
JLIOSZT,O,X,O,X,O,O,X,O,X
JLIOZTS,X,X,O,X,O,O,X,X,X
JLIOZST,O,X,O,X,O,O,X,X,X
JLSTIZO,O,O,O,X,O,O,X,X,O
JLSTIOZ,O,O,O,X,O,O,X,X,O
JLSTZIO,O,O,O,X,O,O,X,O,O
JLSTZOI,O,O,O,X,O,O,X,O,O
JLSTOIZ,O,O,O,X,O,O,X,X,O
JLSTOZI,O,O,O,X,O,O,X,O,O
JLSITZO,O,X,O,X,O,O,X,X,O
JLSITOZ,O,X,O,X,O,O,X,X,O
JLSIZTO,O,X,O,X,X,O,X,O,X
JLSIZOT,O,O,O,X,O,O,X,O,X
JLSIOTZ,O,X,O,X,O,O,X,X,O
JLSIOZT,O,O,O,X,O,O,X,O,X
JLSZTIO,O,O,O,X,X,O,X,O,O
JLSZTOI,O,O,O,X,X,O,X,O,O
JLSZITO,O,X,O,X,X,O,X,O,X
JLSZIOT,O,O,O,X,O,O,X,O,X
JLSZOTI,O,O,O,X,X,O,X,O,O
JLSZOIT,O,O,O,X,O,O,X,O,X
JLSOTIZ,O,O,O,X,O,O,X,X,O
JLSOTZI,O,O,O,X,O,O,X,O,O
JLSOITZ,O,X,O,X,O,O,X,X,O
JLSOIZT,O,O,O,X,O,O,X,O,X
JLSOZTI,O,O,O,X,X,O,X,O,O
JLSOZIT,O,O,O,X,O,O,X,O,X
JLZTISO,X,O,O,X,X,X,X,X,X
JLZTIOS,X,O,O,X,O,O,X,X,X
JLZTSIO,O,O,O,X,O,O,X,X,O
JLZTSOI,O,O,O,X,O,O,X,X,O
JLZTOIS,X,O,O,X,O,O,X,X,X
JLZTOSI,O,O,O,X,O,O,X,X,O
JLZITSO,X,X,O,X,X,X,X,X,X
JLZITOS,X,X,O,X,X,O,X,X,X
JLZISTO,O,X,O,X,X,O,X,X,X
JLZISOT,O,X,O,X,X,O,X,X,X
JLZIOTS,X,X,O,X,O,O,X,X,X
JLZIOST,O,X,O,X,O,O,X,X,X
JLZSTIO,O,O,O,X,X,O,X,X,O
JLZSTOI,O,O,O,X,X,O,X,X,O
JLZSITO,O,X,O,X,X,O,X,X,X
JLZSIOT,O,O,O,X,O,O,X,X,X
JLZSOTI,O,O,O,X,X,O,X,X,O
JLZSOIT,O,O,O,X,O,O,X,X,X
JLZOTIS,X,O,O,X,O,O,X,X,X
JLZOTSI,O,O,O,X,O,O,X,X,O
JLZOITS,X,X,O,X,O,O,X,X,X
JLZOIST,O,X,O,X,O,O,X,X,X
JLZOSTI,O,O,O,X,X,O,X,X,O
JLZOSIT,O,O,O,X,O,O,X,X,X
JLOTISZ,X,O,O,X,X,X,X,X,O
JLOTIZS,X,O,O,X,O,O,X,X,X
JLOTSIZ,O,O,O,X,O,O,X,X,O
JLOTSZI,O,O,O,X,O,O,X,O,O
JLOTZIS,X,O,O,X,O,O,X,X,X
JLOTZSI,O,O,O,X,O,O,X,X,O
JLOITSZ,X,X,O,X,X,X,X,X,O
JLOITZS,X,X,O,X,O,O,X,X,X
JLOISTZ,O,X,O,X,O,O,X,X,O
JLOISZT,O,X,O,X,O,O,X,O,X
JLOIZTS,X,X,O,X,O,O,X,X,X
JLOIZST,O,X,O,X,O,O,X,X,X
JLOSTIZ,O,O,O,X,O,O,X,X,O
JLOSTZI,O,O,O,X,O,O,X,O,O
JLOSITZ,O,X,O,X,O,O,X,X,O
JLOSIZT,O,O,O,X,O,O,X,O,X
JLOSZTI,O,O,O,X,X,O,X,O,O
JLOSZIT,O,O,O,X,O,O,X,O,X
JLOZTIS,X,O,O,X,O,O,X,X,X
JLOZTSI,O,O,O,X,O,O,X,X,O
JLOZITS,X,X,O,X,O,O,X,X,X
JLOZIST,O,X,O,X,O,O,X,X,X
JLOZSTI,O,O,O,X,X,O,X,X,O
JLOZSIT,O,O,O,X,O,O,X,X,X
JSTILZO,O,O,X,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X,X
JSTIZLO,O,O,X,X,X,X,X,X,X
JSTIZOL,O,O,X,X,X,X,O,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,O,X,X
JSTLIZO,O,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,O,X,X,X,X,X,X
JSTLZIO,O,O,O,X,X,X,X,X,X
JSTLZOI,O,O,O,X,X,X,X,X,X
JSTLOIZ,O,O,O,X,X,X,X,X,X
JSTLOZI,O,O,O,X,X,X,X,X,X
JSTZILO,O,O,X,X,X,X,X,X,X
JSTZIOL,O,O,X,X,X,X,O,X,X
JSTZLIO,O,O,O,X,X,X,X,X,X
JSTZLOI,O,O,O,X,X,X,X,X,X
JSTZOIL,O,O,X,X,X,X,O,X,X
JSTZOLI,O,O,O,X,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,O,X,X
JSTOLIZ,O,O,O,X,X,X,X,X,X
JSTOLZI,O,O,O,X,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,O,X,X
JSTOZLI,O,O,O,X,X,X,X,X,X
JSITLZO,O,O,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X
JSITZLO,O,O,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,X,X,O,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X
JSITOZL,O,O,X,X,X,X,O,X,X
JSILTZO,O,X,O,X,X,X,X,X,X
JSILTOZ,O,X,O,X,X,X,X,X,X
JSILZTO,O,X,O,X,X,X,X,X,X
JSILZOT,O,O,O,X,X,X,X,X,X
JSILOTZ,O,X,O,X,X,X,X,X,X
JSILOZT,O,O,O,X,X,X,X,X,X
JSIZTLO,O,O,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,O,X,X
JSIZLTO,O,X,O,X,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,X
JSIZOTL,O,O,X,X,X,X,O,X,X
JSIZOLT,O,O,O,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X,X
JSIOTZL,O,O,X,X,X,X,O,X,X
JSIOLTZ,O,X,O,X,X,X,X,X,X
JSIOLZT,O,O,O,X,X,X,X,X,X
JSIOZTL,O,O,X,X,X,X,O,X,X
JSIOZLT,O,O,O,X,X,X,X,X,X
