sequence,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jei/IvhFUhBGiBZoBF?lB/sBTpB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeZEJvhFCgBXhBmiB8?pBFnBzsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jel/IvhFUhBRiBKpBX?lBTnBetB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jex/IvhFXhBKpBzkBF?nB8sBmsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFRiB/pBFlBT?nBetBipB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFZoB/pBFlBT?nBipBGsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Je0/IvhFVmBZoBKpBT?nBXlBGsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeZEJvhFVmB3iBzkBe?tBUnBCqB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jex/IvhFXhBypBFnB8?sBTpBmsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFRiB/pBFlB2?sBzsBipB
SJOTLZI,O,O,X,X,O,X,X,X,X,O
SJOTZIL,O,O,X,X,O,O,X,O,X,O
SJOTZLI,O,O,X,X,O,X,X,X,X,O
SJOITLZ,O,O,X,X,O,X,X,O,X,X
SJOITZL,O,O,X,X,O,O,X,O,X,X
SJOILTZ,O,X,O,X,O,X,X,O,X,X
SJOILZT,O,O,O,X,O,X,X,X,X,X
SJOIZTL,O,O,X,X,O,O,X,O,X,X
SJOIZLT,O,O,O,X,O,X,X,X,X,X
SJOLTIZ,O,X,O,X,O,X,X,O,X,X
SJOLTZI,O,X,O,X,O,X,X,X,X,X
SJOLITZ,O,X,O,X,O,X,X,O,X,X
SJOLIZT,O,O,O,X,O,X,X,X,X,X
SJOLZTI,O,O,O,X,O,X,X,X,X,X
SJOLZIT,O,O,O,X,O,X,X,X,X,X
SJOZTIL,O,O,X,X,O,O,X,O,X,O
SJOZTLI,O,O,X,X,O,X,X,X,X,O
SJOZITL,O,O,X,X,O,O,X,O,X,X
SJOZILT,O,O,O,X,O,X,X,X,X,X
SJOZLTI,O,O,O,X,O,X,X,X,X,X
SJOZLIT,O,O,O,X,O,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,X,X,X,X
SZTILOJ,O,O,X,O,X,O,X,X,O,X
SZTIJLO,O,O,X,X,X,X,X,X,X,X
SZTIJOL,O,O,X,X,O,O,X,X,X,O
SZTIOLJ,O,O,X,X,X,O,X,X,X,X
SZTIOJL,O,O,X,X,X,O,X,X,X,X
SZTLIJO,O,O,X,X,X,X,X,X,X,X
SZTLIOJ,O,O,X,O,X,O,X,X,O,X
SZTLJIO,O,O,X,X,X,X,X,X,X,X
SZTLJOI,O,O,X,O,O,X,X,X,O,O
SZTLOIJ,O,O,X,O,X,O,X,X,O,X
SZTLOJI,O,O,X,O,X,X,X,X,O,X
SZTJILO,O,O,X,X,X,X,X,X,X,X
SZTJIOL,O,O,X,X,O,O,X,X,X,O
SZTJLIO,O,O,X,X,X,X,X,X,X,X
SZTJLOI,O,O,X,O,O,X,X,X,O,O
SZTJOIL,O,O,X,X,O,O,X,X,X,O
SZTJOLI,O,O,X,X,O,X,X,X,X,O
SZTOILJ,O,O,X,X,X,O,X,X,X,X
SZTOIJL,O,O,X,X,X,O,X,X,X,X
SZTOLIJ,O,O,X,O,X,O,X,X,O,X
SZTOLJI,O,O,X,O,X,X,X,X,O,X
SZTOJIL,O,O,X,X,O,O,X,X,X,O
SZTOJLI,O,O,X,X,O,X,X,X,X,O
SZITLJO,O,O,X,X,X,X,X,X,X,X
SZITLOJ,O,O,X,O,X,O,X,X,O,X
SZITJLO,O,O,X,X,X,X,X,X,X,X
SZITJOL,O,O,X,X,O,O,X,X,X,O
SZITOLJ,O,O,X,X,X,O,X,X,X,X
SZITOJL,O,O,X,X,X,O,X,X,X,X
SZILTJO,O,O,O,X,X,X,X,X,X,X
SZILTOJ,O,O,O,O,X,O,X,X,O,X
SZILJTO,O,O,O,X,X,X,X,X,X,X
SZILJOT,O,O,X,X,X,X,X,X,X,X
SZILOTJ,O,O,O,O,X,O,X,X,X,X
SZILOJT,O,O,X,O,X,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,O,O,X,X,X,O
SZIJLTO,O,O,X,X,X,X,X,X,X,X
SZIJLOT,O,O,X,X,X,X,X,X,X,X
SZIJOTL,O,O,X,X,O,O,X,X,X,X
SZIJOLT,O,O,X,X,O,X,X,X,X,X
SZIOTLJ,O,O,X,X,X,O,X,X,X,X
SZIOTJL,O,O,X,X,X,O,X,X,X,X
SZIOLTJ,O,O,X,X,X,O,X,X,X,X
SZIOLJT,O,O,X,X,X,X,X,X,X,X
SZIOJTL,O,O,X,X,X,O,X,X,X,X
SZIOJLT,O,O,X,X,X,X,X,X,X,X
SZLTIJO,O,O,O,X,X,X,X,X,X,X
SZLTIOJ,O,O,O,O,X,O,X,X,O,X
SZLTJIO,O,O,O,X,X,X,X,X,X,X
SZLTJOI,O,O,O,O,O,X,X,X,O,O
SZLTOIJ,O,O,O,O,X,O,X,X,O,X
SZLTOJI,O,O,O,O,X,X,X,X,O,X
SZLITJO,O,O,O,X,X,X,X,X,X,X
SZLITOJ,O,O,O,O,X,O,X,X,O,X
SZLIJTO,O,O,O,X,X,X,X,X,X,X
SZLIJOT,O,O,O,X,X,X,X,X,X,X
SZLIOTJ,O,O,O,O,X,O,X,X,X,X
SZLIOJT,O,O,X,O,X,X,X,X,X,X
SZLJTIO,O,O,O,X,X,X,X,X,X,X
SZLJTOI,O,O,O,O,O,X,X,X,O,O
SZLJITO,O,O,O,X,X,X,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X,X,X,X
SZLJOTI,O,O,O,O,O,X,X,X,X,X
SZLJOIT,O,O,O,O,O,X,X,X,X,X
SZLOTIJ,O,O,O,O,X,O,X,X,O,X
SZLOTJI,O,O,O,O,X,X,X,X,O,X
SZLOITJ,O,O,O,O,X,O,X,X,X,X
SZLOIJT,O,O,X,O,X,X,X,X,X,X
SZLOJTI,O,O,O,O,X,X,X,X,X,X
SZLOJIT,O,O,O,O,X,X,X,X,X,X
SZJTILO,O,O,X,X,X,X,X,X,X,X
SZJTIOL,O,O,X,X,O,O,X,X,X,O
SZJTLIO,O,O,X,X,X,X,X,X,X,X
SZJTLOI,O,O,X,O,O,X,X,X,O,O
SZJTOIL,O,O,X,X,O,O,X,X,X,O
SZJTOLI,O,O,X,X,O,X,X,X,X,O
SZJITLO,O,O,X,X,X,X,X,X,X,X
SZJITOL,O,O,X,X,O,O,X,X,X,O
SZJILTO,O,O,O,X,X,X,X,X,X,X
SZJILOT,O,O,O,X,X,X,X,X,X,X
SZJIOTL,O,O,X,X,O,O,X,X,X,X
SZJIOLT,O,O,X,X,O,X,X,X,X,X
SZJLTIO,O,O,O,X,X,X,X,X,X,X
SZJLTOI,O,O,O,O,O,X,X,X,O,O
SZJLITO,O,O,O,X,X,X,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X,X,X,X
SZJLOTI,O,O,O,O,O,X,X,X,X,X
SZJLOIT,O,O,O,O,O,X,X,X,X,X
SZJOTIL,O,O,X,X,O,O,X,X,X,O
SZJOTLI,O,O,X,X,O,X,X,X,X,O
SZJOITL,O,O,X,X,O,O,X,X,X,X
SZJOILT,O,O,O,X,O,X,X,X,X,X
SZJOLTI,O,O,O,X,O,X,X,X,X,X
SZJOLIT,O,O,O,X,O,X,X,X,X,X
SZOTILJ,O,O,X,X,X,O,X,X,X,X
SZOTIJL,O,O,X,X,X,O,X,X,X,X
SZOTLIJ,O,O,X,O,X,O,X,X,O,X
SZOTLJI,O,O,X,O,X,X,X,X,O,X
SZOTJIL,O,O,X,X,O,O,X,X,X,O
SZOTJLI,O,O,X,X,O,X,X,X,X,O
SZOITLJ,O,O,X,X,X,O,X,X,X,X
SZOITJL,O,O,X,X,X,O,X,X,X,X
SZOILTJ,O,O,X,X,X,O,X,X,X,X
SZOILJT,O,O,X,X,X,X,X,X,X,X
SZOIJTL,O,O,X,X,X,O,X,X,X,X
SZOIJLT,O,O,X,X,X,X,X,X,X,X
SZOLTIJ,O,O,X,O,X,O,X,X,O,X
SZOLTJI,O,O,X,O,X,X,X,X,O,X
SZOLITJ,O,O,X,O,X,O,X,X,X,X
SZOLIJT,O,O,X,O,X,X,X,X,X,X
SZOLJTI,O,O,X,O,X,X,X,X,X,X
SZOLJIT,O,O,X,O,X,X,X,X,X,X
SZOJTIL,O,O,X,X,O,O,X,X,X,O
SZOJTLI,O,O,X,X,O,X,X,X,X,O
SZOJITL,O,O,X,X,O,O,X,X,X,X
SZOJILT,O,O,X,X,O,X,X,X,X,X
SZOJLTI,O,O,X,X,O,X,X,X,X,X
SZOJLIT,O,O,X,X,O,X,X,X,X,X
SOTILJZ,O,O,X,X,X,X,X,X,X,X
SOTILZJ,O,O,X,X,X,O,O,X,X,X
SOTIJLZ,O,O,X,X,X,X,X,O,X,X
SOTIJZL,O,O,X,X,X,O,X,O,X,X
SOTIZLJ,O,O,X,X,X,O,X,X,X,X
SOTIZJL,O,O,X,X,X,O,X,X,X,X
SOTLIJZ,O,O,X,X,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,O,O,X,X,X
SOTLJIZ,O,O,X,X,X,X,X,X,X,X
SOTLJZI,O,O,X,X,X,X,X,X,X,X
SOTLZIJ,O,O,X,X,X,O,O,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X,X,X
SOTJILZ,O,O,X,X,O,X,X,O,X,O
SOTJIZL,O,O,X,X,O,O,X,O,X,O
SOTJLIZ,O,O,X,X,O,X,X,O,X,O
SOTJLZI,O,O,X,X,O,X,X,X,X,O
SOTJZIL,O,O,X,X,O,O,X,O,X,O
SOTJZLI,O,O,X,X,O,X,X,X,X,O
SOTZILJ,O,O,X,X,X,O,X,X,X,X
SOTZIJL,O,O,X,X,X,O,X,X,X,X
SOTZLIJ,O,O,X,X,X,O,X,X,X,X
SOTZLJI,O,O,X,X,X,X,X,X,X,X
SOTZJIL,O,O,X,X,O,O,X,X,X,O
SOTZJLI,O,O,X,X,O,X,X,X,X,O
SOITLJZ,O,O,X,X,X,X,X,X,X,X
SOITLZJ,O,O,X,X,X,O,O,X,X,X
SOITJLZ,O,O,X,X,X,X,X,O,X,X
SOITJZL,O,O,X,X,X,O,X,O,X,X
SOITZLJ,O,O,X,X,X,O,X,X,X,X
SOITZJL,O,O,X,X,X,O,X,X,X,X
SOILTJZ,O,O,X,X,X,X,X,X,X,X
SOILTZJ,O,O,X,X,X,O,O,X,X,X
SOILJTZ,O,X,X,X,X,X,X,X,X,X
SOILJZT,O,O,X,X,X,X,X,X,X,X
SOILZTJ,O,O,X,X,X,O,O,X,X,X
SOILZJT,O,O,X,X,X,X,X,X,X,X
SOIJTLZ,O,O,X,X,X,X,X,O,X,X
SOIJTZL,O,O,X,X,X,O,X,O,X,X
SOIJLTZ,O,X,X,X,X,X,X,O,X,X
SOIJLZT,O,O,X,X,X,X,X,X,X,X
SOIJZTL,O,O,X,X,X,O,X,O,X,X
SOIJZLT,O,O,X,X,X,X,X,X,X,X
SOIZTLJ,O,O,X,X,X,O,X,X,X,X
SOIZTJL,O,O,X,X,X,O,X,X,X,X
SOIZLTJ,O,O,X,X,X,O,X,X,X,X
SOIZLJT,O,O,X,X,X,X,X,X,X,X
SOIZJTL,O,O,X,X,X,O,X,X,X,X
SOIZJLT,O,O,X,X,X,X,X,X,X,X
SOLTIJZ,O,O,X,X,X,X,X,X,X,X
SOLTIZJ,O,O,X,O,X,O,O,X,X,X
SOLTJIZ,O,O,X,X,X,X,X,X,X,X
SOLTJZI,O,O,X,X,X,X,X,X,X,X
SOLTZIJ,O,O,X,O,X,O,O,X,X,X
SOLTZJI,O,O,X,O,X,X,X,X,X,X
SOLITJZ,O,O,X,X,X,X,X,X,X,X
SOLITZJ,O,O,X,O,X,O,O,X,X,X
SOLIJTZ,O,X,X,X,X,X,X,X,X,X
SOLIJZT,O,O,X,O,X,X,X,X,X,X
SOLIZTJ,O,O,X,O,X,O,O,X,X,X
SOLIZJT,O,O,X,O,X,X,X,X,X,X
SOLJTIZ,O,X,X,X,X,X,X,X,X,X
SOLJTZI,O,X,X,X,X,X,X,X,X,X
SOLJITZ,O,X,X,X,X,X,X,X,X,X
SOLJIZT,O,O,X,O,X,X,X,X,X,X
SOLJZTI,O,O,X,O,X,X,X,X,X,X
SOLJZIT,O,O,X,O,X,X,X,X,X,X
SOLZTIJ,O,O,X,O,X,O,O,X,O,X
SOLZTJI,O,O,X,O,X,X,X,X,O,X
SOLZITJ,O,O,X,O,X,O,O,X,X,X
SOLZIJT,O,O,X,O,X,X,X,X,X,X
SOLZJTI,O,O,X,O,X,X,X,X,X,X
SOLZJIT,O,O,X,O,X,X,X,X,X,X
SOJTILZ,O,O,X,X,O,X,X,O,X,O
SOJTIZL,O,O,X,X,O,O,X,O,X,O
SOJTLIZ,O,O,X,X,O,X,X,O,X,O
SOJTLZI,O,O,X,X,O,X,X,X,X,O
SOJTZIL,O,O,X,X,O,O,X,O,X,O
SOJTZLI,O,O,X,X,O,X,X,X,X,O
SOJITLZ,O,O,X,X,O,X,X,O,X,X
SOJITZL,O,O,X,X,O,O,X,O,X,X
SOJILTZ,O,X,X,X,O,X,X,O,X,X
SOJILZT,O,O,X,X,O,X,X,X,X,X
SOJIZTL,O,O,X,X,O,O,X,O,X,X
SOJIZLT,O,O,X,X,O,X,X,X,X,X
SOJLTIZ,O,X,X,X,O,X,X,O,X,X
SOJLTZI,O,X,X,X,O,X,X,X,X,X
SOJLITZ,O,X,X,X,O,X,X,O,X,X
SOJLIZT,O,O,X,X,O,X,X,X,X,X
SOJLZTI,O,O,X,X,O,X,X,X,X,X
SOJLZIT,O,O,X,X,O,X,X,X,X,X
SOJZTIL,O,O,X,X,O,O,X,O,X,O
SOJZTLI,O,O,X,X,O,X,X,X,X,O
SOJZITL,O,O,X,X,O,O,X,O,X,X
SOJZILT,O,O,X,X,O,X,X,X,X,X
SOJZLTI,O,O,X,X,O,X,X,X,X,X
SOJZLIT,O,O,X,X,O,X,X,X,X,X
SOZTILJ,O,O,X,X,X,O,X,X,X,X
SOZTIJL,O,O,X,X,X,O,X,X,X,X
SOZTLIJ,O,O,X,O,X,O,X,X,O,X
SOZTLJI,O,O,X,O,X,X,X,X,O,X
SOZTJIL,O,O,X,X,O,O,X,X,X,O
SOZTJLI,O,O,X,X,O,X,X,X,X,O
SOZITLJ,O,O,X,X,X,O,X,X,X,X
SOZITJL,O,O,X,X,X,O,X,X,X,X
SOZILTJ,O,O,X,X,X,O,X,X,X,X
SOZILJT,O,O,X,X,X,X,X,X,X,X
SOZIJTL,O,O,X,X,X,O,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X,X,X,X
SOZLTIJ,O,O,X,O,X,O,X,X,O,X
SOZLTJI,O,O,X,O,X,X,X,X,O,X
SOZLITJ,O,O,X,O,X,O,X,X,X,X
SOZLIJT,O,O,X,O,X,X,X,X,X,X
SOZLJTI,O,O,X,O,X,X,X,X,X,X
SOZLJIT,O,O,X,O,X,X,X,X,X,X
SOZJTIL,O,O,X,X,O,O,X,X,X,O
SOZJTLI,O,O,X,X,O,X,X,X,X,O
SOZJITL,O,O,X,X,O,O,X,X,X,X
SOZJILT,O,O,X,X,O,X,X,X,X,X
SOZJLTI,O,O,X,X,O,X,X,X,X,X
SOZJLIT,O,O,X,X,O,X,X,X,X,X
ZTILJSO,O,O,O,X,X,X,X,X,X,X
ZTILJOS,X,O,O,X,X,X,O,X,X,X
ZTILSJO,O,O,O,X,X,X,X,X,X,X
ZTILSOJ,O,O,O,O,X,X,O,X,O,X
ZTILOJS,X,O,O,O,X,X,O,X,O,X
ZTILOSJ,O,O,O,O,X,X,O,X,O,X
ZTIJLSO,O,O,X,X,X,X,X,X,X,X
ZTIJLOS,X,O,X,X,X,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,O,X,X
ZTIJOLS,X,O,X,X,X,X,X,X,X,X
ZTIJOSL,X,O,X,X,X,X,X,O,X,X
ZTISLJO,O,O,X,X,X,X,X,X,X,X
ZTISLOJ,O,O,X,O,X,O,X,X,O,X
ZTISJLO,O,O,X,X,X,X,X,X,X,X
ZTISJOL,O,O,X,X,X,O,X,X,X,X
ZTISOLJ,O,O,X,X,X,O,X,X,X,X
ZTISOJL,O,O,X,X,X,O,X,X,X,X
ZTIOLJS,O,O,X,X,X,X,O,X,X,X
ZTIOLSJ,O,O,X,X,X,X,O,X,X,X
ZTIOJLS,O,O,X,X,X,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,O,X,X
ZTIOSLJ,O,O,X,X,X,O,X,X,X,X
ZTIOSJL,O,O,X,X,X,O,X,X,X,X
ZTLIJSO,O,O,O,X,X,X,X,X,X,X
ZTLIJOS,X,O,O,X,X,X,O,X,X,X
ZTLISJO,O,O,O,X,X,X,X,X,X,X
ZTLISOJ,O,O,O,O,X,X,O,X,O,X
ZTLIOJS,X,O,O,O,X,X,O,X,O,X
ZTLIOSJ,O,O,O,O,X,X,O,X,O,X
ZTLJISO,O,O,O,X,X,X,X,X,X,X
ZTLJIOS,X,O,O,X,X,X,O,X,X,X
ZTLJSIO,O,O,O,X,X,X,X,X,X,X
ZTLJSOI,O,O,O,O,X,X,X,X,O,X
ZTLJOIS,X,O,O,O,X,X,O,X,O,X
ZTLJOSI,X,O,O,O,X,X,X,X,O,X
ZTLSIJO,O,O,O,X,X,X,X,X,X,X
ZTLSIOJ,O,O,O,O,X,X,O,X,O,X
ZTLSJIO,O,O,O,X,X,X,X,X,X,X
ZTLSJOI,O,O,O,O,X,X,X,X,O,X
ZTLSOIJ,O,O,O,O,X,X,O,X,O,X
ZTLSOJI,O,O,O,O,X,X,X,X,O,X
ZTLOIJS,X,O,O,O,X,X,O,X,O,X
ZTLOISJ,O,O,O,O,X,X,O,X,O,X
ZTLOJIS,X,O,O,O,X,X,O,X,O,X
ZTLOJSI,X,O,O,O,X,X,X,X,O,X
ZTLOSIJ,O,O,X,O,X,X,O,X,O,X
ZTLOSJI,O,O,X,O,X,X,X,X,O,X
ZTJILSO,O,O,O,X,X,X,X,X,X,X
ZTJILOS,X,O,O,X,X,X,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X,O,X,X
ZTJIOLS,X,O,X,X,X,X,X,X,X,X
ZTJIOSL,X,O,X,X,X,X,X,O,X,X
ZTJLISO,O,O,O,X,X,X,X,X,X,X
ZTJLIOS,X,O,O,X,X,X,X,X,X,X
ZTJLSIO,O,O,O,X,X,X,X,X,X,X
ZTJLSOI,O,O,O,O,X,X,X,X,O,X
ZTJLOIS,X,O,O,O,X,X,X,X,O,X
ZTJLOSI,X,O,O,O,X,X,X,X,O,X
ZTJSILO,O,O,X,X,X,X,X,X,X,X
ZTJSIOL,O,O,X,X,O,X,X,O,X,O
ZTJSLIO,O,O,X,X,X,X,X,X,X,X
ZTJSLOI,O,O,X,O,O,X,X,X,O,O
ZTJSOIL,O,O,X,X,O,X,X,O,X,O
ZTJSOLI,O,O,X,X,O,X,X,X,X,O
ZTJOILS,X,O,O,X,X,X,X,X,X,X
ZTJOISL,X,O,X,X,O,X,X,O,X,X
ZTJOLIS,X,O,O,X,X,X,X,X,X,X
ZTJOLSI,X,O,O,X,X,X,X,X,X,X
ZTJOSIL,X,O,X,X,O,X,X,O,X,X
ZTJOSLI,X,O,X,X,O,X,X,X,X,X
ZTSILJO,O,O,X,X,X,X,X,X,X,X
ZTSILOJ,O,O,X,O,X,O,X,X,O,X
ZTSIJLO,O,O,X,X,X,X,X,X,X,X
ZTSIJOL,O,O,X,X,O,O,X,X,X,O
ZTSIOLJ,O,O,X,X,X,O,X,X,X,X
ZTSIOJL,O,O,X,X,X,O,X,X,X,X
ZTSLIJO,O,O,X,X,X,X,X,X,X,X
ZTSLIOJ,O,O,X,O,X,O,X,X,O,X
ZTSLJIO,O,O,X,X,X,X,X,X,X,X
ZTSLJOI,O,O,X,O,O,X,X,X,O,O
ZTSLOIJ,O,O,X,O,X,O,X,X,O,X
ZTSLOJI,O,O,X,O,X,X,X,X,O,X
ZTSJILO,O,O,X,X,X,X,X,X,X,X
ZTSJIOL,O,O,X,X,O,O,X,X,X,O
ZTSJLIO,O,O,X,X,X,X,X,X,X,X
ZTSJLOI,O,O,X,O,O,X,X,X,O,O
ZTSJOIL,O,O,X,X,O,O,X,X,X,O
ZTSJOLI,O,O,X,X,O,X,X,X,X,O
ZTSOILJ,O,O,X,X,X,O,X,X,X,X
ZTSOIJL,O,O,X,X,X,O,X,X,X,X
ZTSOLIJ,O,O,X,O,X,O,X,X,O,X
ZTSOLJI,O,O,X,O,X,X,X,X,O,X
ZTSOJIL,O,O,X,X,O,O,X,X,X,O
ZTSOJLI,O,O,X,X,O,X,X,X,X,O
ZTOILJS,O,O,X,X,X,X,O,X,X,X
ZTOILSJ,O,O,X,X,X,X,O,X,X,X
ZTOIJLS,O,O,X,X,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,O,X,X
ZTOISLJ,O,O,X,X,X,O,X,X,X,X
ZTOISJL,O,O,X,X,X,O,X,X,X,X
ZTOLIJS,O,O,X,O,X,X,O,X,O,X
ZTOLISJ,O,O,X,O,X,X,O,X,O,X
ZTOLJIS,O,O,X,O,X,X,O,X,O,X
ZTOLJSI,O,O,X,O,X,X,X,X,O,X
ZTOLSIJ,O,O,X,O,X,X,O,X,O,X
ZTOLSJI,O,O,X,O,X,X,X,X,O,X
ZTOJILS,O,O,X,X,X,X,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X,O,X,X
ZTOJLIS,O,O,X,X,X,X,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,X,X,O,X,X
ZTOJSLI,O,O,X,X,X,X,X,X,X,X
ZTOSILJ,O,O,X,X,X,O,X,X,X,X
ZTOSIJL,O,O,X,X,X,O,X,X,X,X
ZTOSLIJ,O,O,X,O,X,O,X,X,O,X
ZTOSLJI,O,O,X,O,X,X,X,X,O,X
ZTOSJIL,O,O,X,X,X,O,X,X,X,X
ZTOSJLI,O,O,X,X,X,X,X,X,X,X
ZITLJSO,O,O,O,X,X,X,X,X,X,X
ZITLJOS,X,O,O,X,X,X,O,X,X,X
ZITLSJO,O,O,O,X,X,X,X,X,X,X
ZITLSOJ,O,O,O,O,X,X,O,X,O,X
ZITLOJS,X,O,O,O,X,X,O,X,O,X
ZITLOSJ,O,O,O,O,X,X,O,X,O,X
ZITJLSO,O,O,X,X,X,X,X,X,X,X
ZITJLOS,X,O,X,X,X,X,X,X,X,X
ZITJSLO,O,O,X,X,X,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,O,X,X
ZITJOLS,X,O,X,X,X,X,X,X,X,X
ZITJOSL,X,O,X,X,X,X,X,O,X,X
ZITSLJO,O,O,X,X,X,X,X,X,X,X
ZITSLOJ,O,O,X,O,X,O,X,X,O,X
ZITSJLO,O,O,X,X,X,X,X,X,X,X
ZITSJOL,O,O,X,X,X,O,X,X,X,X
ZITSOLJ,O,O,X,X,X,O,X,X,X,X
ZITSOJL,O,O,X,X,X,O,X,X,X,X
ZITOLJS,O,O,X,X,X,X,O,X,X,X
ZITOLSJ,O,O,X,X,X,X,O,X,X,X
ZITOJLS,O,O,X,X,X,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X,X,O,X,X
ZITOSLJ,O,O,X,X,X,O,X,X,X,X
ZITOSJL,O,O,X,X,X,O,X,X,X,X
ZILTJSO,O,O,O,X,X,X,X,X,X,X
ZILTJOS,X,O,O,X,X,X,O,X,X,X
ZILTSJO,O,O,O,X,X,X,X,X,X,X
ZILTSOJ,O,O,O,O,X,X,O,X,O,X
ZILTOJS,X,O,O,O,X,X,O,X,O,X
ZILTOSJ,O,O,O,O,X,X,O,X,O,X
ZILJTSO,X,O,O,X,X,X,X,X,X,X
ZILJTOS,X,O,O,X,X,X,O,X,X,X
ZILJSTO,X,O,O,X,X,X,X,X,X,X
ZILJSOT,X,O,O,X,X,X,X,X,X,X
ZILJOTS,X,O,O,X,X,X,O,X,X,X
ZILJOST,X,O,O,X,X,X,X,X,X,X
ZILSTJO,O,O,O,X,X,X,X,X,X,X
ZILSTOJ,O,O,O,O,X,O,O,X,O,X
ZILSJTO,O,O,O,X,X,X,X,X,X,X
ZILSJOT,O,O,O,X,X,X,X,X,X,X
ZILSOTJ,O,O,O,O,X,O,O,X,X,X
ZILSOJT,O,O,X,O,X,X,X,X,X,X
ZILOTJS,O,O,O,O,X,X,O,X,X,X
ZILOTSJ,O,O,O,O,X,X,O,X,X,X
ZILOJTS,X,O,X,O,X,X,O,X,X,X
ZILOJST,O,O,X,O,X,X,X,X,X,X
ZILOSTJ,O,O,O,O,X,O,O,X,X,X
ZILOSJT,O,O,X,O,X,X,X,X,X,X
ZIJTLSO,O,O,O,X,X,X,X,X,X,X
ZIJTLOS,X,O,O,X,X,X,X,X,X,X
ZIJTSLO,O,O,X,X,X,X,X,X,X,X
ZIJTSOL,O,O,X,X,X,X,X,O,X,X
ZIJTOLS,X,O,X,X,X,X,X,X,X,X
ZIJTOSL,X,O,X,X,X,X,X,O,X,X
ZIJLTSO,X,O,O,X,X,X,X,X,X,X
ZIJLTOS,X,O,O,X,X,X,X,X,X,X
ZIJLSTO,X,O,O,X,X,X,X,X,X,X
ZIJLSOT,X,O,O,X,X,X,X,X,X,X
ZIJLOTS,X,O,O,X,X,X,X,X,X,X
ZIJLOST,X,O,O,X,X,X,X,X,X,X
ZIJSTLO,O,O,X,X,X,X,X,X,X,X
ZIJSTOL,O,O,X,X,O,O,X,O,X,O
ZIJSLTO,O,O,O,X,X,X,X,X,X,X
ZIJSLOT,O,O,O,X,X,X,X,X,X,X
ZIJSOTL,O,O,X,X,O,O,X,O,X,X
ZIJSOLT,O,O,X,X,O,X,X,X,X,X
ZIJOTLS,O,O,O,X,X,X,X,X,X,X
ZIJOTSL,O,O,X,X,O,X,X,O,X,X
ZIJOLTS,X,O,O,X,X,X,X,X,X,X
ZIJOLST,O,O,O,X,O,X,X,X,X,X
ZIJOSTL,O,O,X,X,O,O,X,O,X,X
ZIJOSLT,O,O,O,X,O,X,X,X,X,X
ZISTLJO,O,O,X,X,X,X,X,X,X,X
ZISTLOJ,O,O,X,O,X,O,X,X,O,X
ZISTJLO,O,O,X,X,X,X,X,X,X,X
ZISTJOL,O,O,X,X,O,O,X,X,X,O
ZISTOLJ,O,O,X,X,X,O,X,X,X,X
ZISTOJL,O,O,X,X,X,O,X,X,X,X
ZISLTJO,O,O,O,X,X,X,X,X,X,X
ZISLTOJ,O,O,O,O,X,O,X,X,O,X
ZISLJTO,O,O,O,X,X,X,X,X,X,X
ZISLJOT,O,O,X,X,X,X,X,X,X,X
ZISLOTJ,O,O,O,O,X,O,X,X,X,X
ZISLOJT,O,O,X,O,X,X,X,X,X,X
ZISJTLO,O,O,X,X,X,X,X,X,X,X
ZISJTOL,O,O,X,X,O,O,X,X,X,O
ZISJLTO,O,O,X,X,X,X,X,X,X,X
ZISJLOT,O,O,X,X,X,X,X,X,X,X
ZISJOTL,O,O,X,X,O,O,X,X,X,X
ZISJOLT,O,O,X,X,O,X,X,X,X,X
ZISOTLJ,O,O,X,X,X,O,X,X,X,X
ZISOTJL,O,O,X,X,X,O,X,X,X,X
ZISOLTJ,O,O,X,X,X,O,X,X,X,X
ZISOLJT,O,O,X,X,X,X,X,X,X,X
