sequence,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFibBGeBUhBFiBRr?B3rB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFibBUdBGeBFhBRr?B3rB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFUdBGeBxgBimBll?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFUdBGeBRgB1mBzl?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFGeBRgBFiB0mBzl?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFGeBRgBFiBXmBzm?BUrB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFRcBGeBFiB0mB/l?BKrB
JLSTOIZ,X,O,O,O,X,X,X
JLSTOZI,X,O,O,O,X,X,X
JLSITZO,X,O,O,O,O,O,X
JLSITOZ,X,O,O,O,X,O,X
JLSIZTO,O,O,O,O,O,O,X
JLSIZOT,O,O,O,X,X,X,X
JLSIOTZ,X,O,O,X,X,O,X
JLSIOZT,O,O,O,X,X,X,X
JLSZTIO,X,X,O,O,O,X,X
JLSZTOI,O,X,O,O,X,X,X
JLSZITO,O,X,O,O,O,O,X
JLSZIOT,O,X,O,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X
JLSZOIT,O,O,O,X,X,X,X
JLSOTIZ,X,O,O,O,X,X,X
JLSOTZI,X,O,O,O,X,X,X
JLSOITZ,X,O,O,X,X,O,X
JLSOIZT,O,O,O,X,X,X,X
JLSOZTI,O,O,O,O,X,X,X
JLSOZIT,O,O,O,X,X,X,X
JLZTISO,O,O,X,X,O,O,O
JLZTIOS,O,O,X,X,O,X,O
JLZTSIO,X,X,X,O,O,X,O
JLZTSOI,O,O,X,O,X,X,O
JLZTOIS,O,O,X,X,O,X,O
JLZTOSI,O,O,X,X,X,X,O
JLZITSO,O,O,X,X,O,O,X
JLZITOS,O,O,X,X,O,X,X
JLZISTO,O,O,X,O,O,O,X
JLZISOT,O,O,X,X,X,X,X
JLZIOTS,O,O,X,X,O,X,X
JLZIOST,O,O,O,X,X,X,X
JLZSTIO,X,X,O,O,O,X,X
JLZSTOI,O,X,O,O,X,X,X
JLZSITO,O,X,O,O,O,O,X
JLZSIOT,O,X,O,X,X,X,X
JLZSOTI,O,O,O,O,X,X,X
JLZSOIT,O,O,O,X,X,X,X
JLZOTIS,O,O,X,X,O,X,O
JLZOTSI,O,O,X,X,X,X,O
JLZOITS,O,O,X,X,O,X,X
JLZOIST,O,O,O,X,X,X,X
JLZOSTI,O,O,O,O,X,X,X
JLZOSIT,O,O,O,X,X,X,X
JLOTISZ,X,O,X,X,X,O,X
JLOTIZS,O,O,X,X,O,X,X
JLOTSIZ,X,O,X,X,X,X,X
JLOTSZI,X,O,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X
JLOTZSI,O,O,X,X,X,X,X
JLOITSZ,X,O,X,X,X,O,X
JLOITZS,O,O,X,X,O,X,X
JLOISTZ,X,O,X,X,X,O,X
JLOISZT,O,O,X,X,X,X,X
JLOIZTS,O,O,X,X,O,X,X
JLOIZST,O,O,O,X,X,X,X
JLOSTIZ,X,O,O,O,X,X,X
JLOSTZI,X,O,O,O,X,X,X
JLOSITZ,X,O,O,X,X,O,X
JLOSIZT,O,O,O,X,X,X,X
JLOSZTI,O,O,O,O,X,X,X
JLOSZIT,O,O,O,X,X,X,X
JLOZTIS,O,O,X,X,O,X,O
JLOZTSI,O,O,X,X,X,X,O
JLOZITS,O,O,X,X,O,X,X
JLOZIST,O,O,O,X,X,X,X
JLOZSTI,O,O,O,O,X,X,X
JLOZSIT,O,O,O,X,X,X,X
JSTILZO,X,O,O,O,O,O,X
JSTILOZ,X,O,O,O,X,O,X
JSTIZLO,O,O,X,O,X,O,X
JSTIZOL,O,O,O,O,X,X,X
JSTIOLZ,X,O,O,O,X,O,X
JSTIOZL,O,O,O,O,X,X,X
JSTLIZO,X,O,O,O,O,O,X
JSTLIOZ,X,O,O,O,X,O,X
JSTLZIO,X,X,O,O,X,X,X
JSTLZOI,X,O,O,O,X,X,X
JSTLOIZ,X,O,O,O,X,X,X
JSTLOZI,X,O,O,O,X,X,X
JSTZILO,X,X,X,O,X,O,X
JSTZIOL,X,X,O,O,X,X,X
JSTZLIO,X,X,O,O,X,X,X
JSTZLOI,O,O,O,O,X,X,X
JSTZOIL,X,X,O,O,X,X,X
JSTZOLI,O,O,O,O,X,X,X
JSTOILZ,X,O,O,O,X,O,X
JSTOIZL,O,O,O,O,X,X,X
JSTOLIZ,X,O,O,O,X,X,X
JSTOLZI,X,O,O,O,X,X,X
JSTOZIL,X,X,O,O,X,X,X
JSTOZLI,O,O,O,O,X,X,X
JSITLZO,X,O,O,O,O,O,X
JSITLOZ,X,O,O,O,X,O,X
JSITZLO,O,O,X,O,X,O,X
JSITZOL,O,O,O,O,X,X,X
JSITOLZ,X,O,O,O,X,O,X
JSITOZL,O,O,O,O,X,X,X
JSILTZO,X,O,O,O,O,O,X
JSILTOZ,X,O,O,O,X,O,X
JSILZTO,O,O,O,O,O,O,X
JSILZOT,O,O,O,X,X,X,X
JSILOTZ,X,O,O,X,X,O,X
JSILOZT,O,O,O,X,X,X,X
JSIZTLO,O,O,X,O,O,O,X
JSIZTOL,O,O,O,O,X,X,X
JSIZLTO,O,O,O,O,O,O,X
JSIZLOT,O,O,O,X,X,X,X
JSIZOTL,O,O,O,X,X,X,X
JSIZOLT,O,O,O,X,X,X,X
JSIOTLZ,X,O,O,X,X,O,X
JSIOTZL,O,O,O,X,X,X,X
JSIOLTZ,X,O,O,X,X,O,X
JSIOLZT,O,O,O,X,X,X,X
JSIOZTL,O,O,O,X,X,X,X
JSIOZLT,O,O,O,X,X,X,X
JSLTIZO,X,O,O,O,O,O,X
JSLTIOZ,X,O,O,O,X,O,X
JSLTZIO,X,X,O,O,X,X,X
JSLTZOI,X,O,O,O,X,X,X
JSLTOIZ,X,O,O,O,X,X,X
JSLTOZI,X,O,O,O,X,X,X
JSLITZO,X,O,O,O,O,O,X
JSLITOZ,X,O,O,O,X,O,X
JSLIZTO,O,O,O,O,O,O,X
JSLIZOT,O,O,O,X,X,X,X
JSLIOTZ,X,O,O,X,X,O,X
JSLIOZT,O,O,O,X,X,X,X
JSLZTIO,X,X,O,O,O,X,X
JSLZTOI,O,X,O,O,X,X,X
JSLZITO,O,X,O,O,O,O,X
JSLZIOT,O,X,O,X,X,X,X
JSLZOTI,O,O,O,O,X,X,X
JSLZOIT,O,O,O,X,X,X,X
JSLOTIZ,X,O,O,O,X,X,X
JSLOTZI,X,O,O,O,X,X,X
JSLOITZ,X,O,O,X,X,O,X
JSLOIZT,O,O,O,X,X,X,X
JSLOZTI,O,O,O,O,X,X,X
JSLOZIT,O,O,O,X,X,X,X
JSZTILO,X,X,X,O,O,O,X
JSZTIOL,X,X,O,O,X,X,X
JSZTLIO,X,X,O,O,O,X,O
JSZTLOI,O,O,O,O,X,X,O
JSZTOIL,X,X,O,O,X,X,X
JSZTOLI,O,O,O,O,X,X,O
JSZITLO,O,O,X,O,O,O,X
JSZITOL,O,O,O,O,X,X,X
JSZILTO,O,O,O,O,O,O,X
JSZILOT,O,O,O,X,X,X,X
JSZIOTL,O,O,O,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X
JSZLTIO,X,X,O,O,O,X,X
JSZLTOI,O,X,O,O,X,X,X
JSZLITO,O,X,O,O,O,O,X
JSZLIOT,O,X,O,X,X,X,X
JSZLOTI,O,O,O,O,X,X,X
JSZLOIT,O,O,O,X,X,X,X
JSZOTIL,X,X,O,O,X,X,X
JSZOTLI,O,O,O,O,X,X,O
JSZOITL,O,O,O,X,X,X,X
JSZOILT,O,O,O,X,X,X,X
JSZOLTI,O,O,O,O,X,X,X
JSZOLIT,O,O,O,X,X,X,X
JSOTILZ,X,O,O,O,X,O,X
JSOTIZL,O,O,O,O,X,X,X
JSOTLIZ,X,O,O,O,X,X,X
JSOTLZI,X,O,O,O,X,X,X
JSOTZIL,X,X,O,O,X,X,X
JSOTZLI,O,O,O,O,X,X,X
JSOITLZ,X,O,O,X,X,O,X
JSOITZL,O,O,O,X,X,X,X
JSOILTZ,X,O,O,X,X,O,X
JSOILZT,O,O,O,X,X,X,X
JSOIZTL,O,O,O,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X
JSOLTIZ,X,O,O,O,X,X,X
JSOLTZI,X,O,O,O,X,X,X
JSOLITZ,X,O,O,X,X,O,X
JSOLIZT,O,O,O,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X
JSOLZIT,O,O,O,X,X,X,X
JSOZTIL,X,X,O,O,X,X,X
JSOZTLI,O,O,O,O,X,X,O
JSOZITL,O,O,O,X,X,X,X
JSOZILT,O,O,O,X,X,X,X
JSOZLTI,O,O,O,O,X,X,X
JSOZLIT,O,O,O,X,X,X,X
JZTILSO,O,O,X,X,O,O,O
JZTILOS,O,O,X,X,O,X,O
JZTISLO,O,O,X,X,O,X,X
JZTISOL,O,O,X,X,X,X,X
JZTIOLS,O,O,X,X,O,X,O
JZTIOSL,O,O,O,X,X,X,X
JZTLISO,O,O,X,X,O,O,O
JZTLIOS,O,O,X,X,O,X,O
JZTLSIO,X,X,X,O,O,X,O
JZTLSOI,O,O,X,O,X,X,O
JZTLOIS,O,O,X,X,O,X,O
JZTLOSI,O,O,X,X,X,X,O
JZTSILO,X,X,X,O,O,O,X
JZTSIOL,X,X,O,O,X,X,X
JZTSLIO,X,X,O,O,O,X,O
JZTSLOI,O,O,O,O,X,X,O
JZTSOIL,X,X,O,O,X,X,X
JZTSOLI,O,O,O,O,X,X,O
JZTOILS,O,O,X,X,O,X,O
JZTOISL,O,O,O,X,X,X,X
JZTOLIS,O,O,X,X,O,X,O
JZTOLSI,O,O,X,X,X,X,O
JZTOSIL,X,X,O,X,X,X,X
JZTOSLI,O,O,O,X,X,X,O
JZITLSO,O,O,X,X,O,O,O
JZITLOS,O,O,X,X,O,X,O
JZITSLO,O,O,X,X,O,X,X
JZITSOL,O,O,X,X,X,X,X
JZITOLS,O,O,X,X,O,X,O
JZITOSL,O,O,O,X,X,X,X
JZILTSO,O,O,X,X,O,O,X
JZILTOS,O,O,X,X,O,X,X
JZILSTO,O,O,X,O,O,O,X
JZILSOT,O,O,X,X,X,X,X
JZILOTS,O,O,X,X,O,X,X
JZILOST,O,O,O,X,X,X,X
JZISTLO,O,O,X,O,O,O,X
JZISTOL,O,O,O,O,X,X,X
JZISLTO,O,O,O,O,O,O,X
JZISLOT,O,O,O,X,X,X,X
JZISOTL,O,O,O,X,X,X,X
JZISOLT,O,O,O,X,X,X,X
JZIOTLS,O,O,X,X,O,X,O
JZIOTSL,O,O,O,X,X,X,X
JZIOLTS,O,O,X,X,O,X,X
JZIOLST,O,O,O,X,X,X,X
JZIOSTL,O,O,O,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X
JZLTISO,O,O,X,X,O,O,O
JZLTIOS,O,O,X,X,O,X,O
JZLTSIO,X,X,X,O,O,X,O
JZLTSOI,O,O,X,O,X,X,O
JZLTOIS,O,O,X,X,O,X,O
JZLTOSI,O,O,X,X,X,X,O
JZLITSO,O,O,X,X,O,O,X
JZLITOS,O,O,X,X,O,X,X
JZLISTO,O,O,X,O,O,O,X
JZLISOT,O,O,X,X,X,X,X
JZLIOTS,O,O,X,X,O,X,X
JZLIOST,O,O,O,X,X,X,X
JZLSTIO,X,X,O,O,O,X,X
JZLSTOI,O,X,O,O,X,X,X
JZLSITO,O,X,O,O,O,O,X
JZLSIOT,O,X,O,X,X,X,X
JZLSOTI,O,O,O,O,X,X,X
JZLSOIT,O,O,O,X,X,X,X
JZLOTIS,O,O,X,X,O,X,O
JZLOTSI,O,O,X,X,X,X,O
JZLOITS,O,O,X,X,O,X,X
JZLOIST,O,O,O,X,X,X,X
JZLOSTI,O,O,O,O,X,X,X
JZLOSIT,O,O,O,X,X,X,X
JZSTILO,X,X,X,O,O,O,X
JZSTIOL,X,X,O,O,X,X,X
JZSTLIO,X,X,O,O,O,X,O
JZSTLOI,O,O,O,O,X,X,O
JZSTOIL,X,X,O,O,X,X,X
JZSTOLI,O,O,O,O,X,X,O
JZSITLO,O,O,X,O,O,O,X
JZSITOL,O,O,O,O,X,X,X
JZSILTO,O,O,O,O,O,O,X
JZSILOT,O,O,O,X,X,X,X
JZSIOTL,O,O,O,X,X,X,X
JZSIOLT,O,O,O,X,X,X,X
JZSLTIO,X,X,O,O,O,X,X
JZSLTOI,O,X,O,O,X,X,X
JZSLITO,O,X,O,O,O,O,X
JZSLIOT,O,X,O,X,X,X,X
JZSLOTI,O,O,O,O,X,X,X
JZSLOIT,O,O,O,X,X,X,X
JZSOTIL,X,X,O,O,X,X,X
JZSOTLI,O,O,O,O,X,X,O
JZSOITL,O,O,O,X,X,X,X
JZSOILT,O,O,O,X,X,X,X
JZSOLTI,O,O,O,O,X,X,X
JZSOLIT,O,O,O,X,X,X,X
JZOTILS,O,O,X,X,O,X,O
JZOTISL,O,O,O,X,X,X,X
JZOTLIS,O,O,X,X,O,X,O
JZOTLSI,O,O,X,X,X,X,O
JZOTSIL,X,X,O,X,X,X,X
JZOTSLI,O,O,O,X,X,X,O
JZOITLS,O,O,X,X,O,X,O
JZOITSL,O,O,O,X,X,X,X
JZOILTS,O,O,X,X,O,X,X
JZOILST,O,O,O,X,X,X,X
JZOISTL,O,O,O,X,X,X,X
JZOISLT,O,O,O,X,X,X,X
JZOLTIS,O,O,X,X,O,X,O
JZOLTSI,O,O,X,X,X,X,O
JZOLITS,O,O,X,X,O,X,X
JZOLIST,O,O,O,X,X,X,X
JZOLSTI,O,O,O,O,X,X,X
JZOLSIT,O,O,O,X,X,X,X
JZOSTIL,X,X,O,O,X,X,X
JZOSTLI,O,O,O,O,X,X,O
JZOSITL,O,O,O,X,X,X,X
JZOSILT,O,O,O,X,X,X,X
JZOSLTI,O,O,O,O,X,X,X
JZOSLIT,O,O,O,X,X,X,X
JOTILSZ,X,O,X,X,X,O,X
JOTILZS,O,O,X,X,O,X,X
JOTISLZ,X,O,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,X
JOTIZLS,O,O,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X
JOTLISZ,X,O,X,X,X,O,X
JOTLIZS,O,O,X,X,O,X,X
JOTLSIZ,X,O,X,X,X,X,X
JOTLSZI,X,O,X,X,X,X,X
JOTLZIS,O,O,X,X,X,X,X
JOTLZSI,O,O,X,X,X,X,X
JOTSILZ,X,O,O,X,X,O,X
JOTSIZL,O,O,O,X,X,X,X
JOTSLIZ,X,O,O,X,X,X,X
JOTSLZI,X,O,O,X,X,X,X
JOTSZIL,X,X,O,X,X,X,X
JOTSZLI,O,O,O,X,X,X,X
JOTZILS,O,O,X,X,X,X,O
JOTZISL,O,O,O,X,X,X,X
JOTZLIS,O,O,X,X,X,X,O
JOTZLSI,O,O,X,X,X,X,O
JOTZSIL,X,X,O,X,X,X,X
JOTZSLI,O,O,O,X,X,X,O
JOITLSZ,X,O,X,X,X,O,X
JOITLZS,O,O,X,X,O,X,X
JOITSLZ,X,O,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,X
JOITZLS,O,O,X,X,X,X,X
JOITZSL,O,O,O,X,X,X,X
JOILTSZ,X,O,X,X,X,O,X
JOILTZS,O,O,X,X,O,X,X
JOILSTZ,X,O,X,X,X,O,X
JOILSZT,O,O,X,X,X,X,X
JOILZTS,O,O,X,X,O,X,X
JOILZST,O,O,O,X,X,X,X
JOISTLZ,X,O,O,X,X,O,X
JOISTZL,O,O,O,X,X,X,X
JOISLTZ,X,O,O,X,X,O,X
JOISLZT,O,O,O,X,X,X,X
JOISZTL,O,O,O,X,X,X,X
JOISZLT,O,O,O,X,X,X,X
JOIZTLS,O,O,X,X,O,X,O
JOIZTSL,O,O,O,X,X,X,X
JOIZLTS,O,O,X,X,O,X,X
JOIZLST,O,O,O,X,X,X,X
JOIZSTL,O,O,O,X,X,X,X
JOIZSLT,O,O,O,X,X,X,X
JOLTISZ,X,O,X,X,X,O,X
JOLTIZS,O,O,X,X,O,X,X
JOLTSIZ,X,O,X,X,X,X,X
JOLTSZI,X,O,X,X,X,X,X
JOLTZIS,O,O,X,X,X,X,X
JOLTZSI,O,O,X,X,X,X,X
JOLITSZ,X,O,X,X,X,O,X
JOLITZS,O,O,X,X,O,X,X
JOLISTZ,X,O,X,X,X,O,X
JOLISZT,O,O,X,X,X,X,X
JOLIZTS,O,O,X,X,O,X,X
JOLIZST,O,O,O,X,X,X,X
JOLSTIZ,X,O,O,O,X,X,X
JOLSTZI,X,O,O,O,X,X,X
JOLSITZ,X,O,O,X,X,O,X
JOLSIZT,O,O,O,X,X,X,X
JOLSZTI,O,O,O,O,X,X,X
JOLSZIT,O,O,O,X,X,X,X
JOLZTIS,O,O,X,X,O,X,O
JOLZTSI,O,O,X,X,X,X,O
JOLZITS,O,O,X,X,O,X,X
JOLZIST,O,O,O,X,X,X,X
JOLZSTI,O,O,O,O,X,X,X
JOLZSIT,O,O,O,X,X,X,X
JOSTILZ,X,O,O,O,X,O,X
JOSTIZL,O,O,O,O,X,X,X
JOSTLIZ,X,O,O,O,X,X,X
JOSTLZI,X,O,O,O,X,X,X
JOSTZIL,X,X,O,O,X,X,X
JOSTZLI,O,O,O,O,X,X,X
JOSITLZ,X,O,O,X,X,O,X
JOSITZL,O,O,O,X,X,X,X
JOSILTZ,X,O,O,X,X,O,X
JOSILZT,O,O,O,X,X,X,X
JOSIZTL,O,O,O,X,X,X,X
JOSIZLT,O,O,O,X,X,X,X
JOSLTIZ,X,O,O,O,X,X,X
JOSLTZI,X,O,O,O,X,X,X
JOSLITZ,X,O,O,X,X,O,X
JOSLIZT,O,O,O,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X
JOSLZIT,O,O,O,X,X,X,X
JOSZTIL,X,X,O,O,X,X,X
JOSZTLI,O,O,O,O,X,X,O
JOSZITL,O,O,O,X,X,X,X
JOSZILT,O,O,O,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X
JOSZLIT,O,O,O,X,X,X,X
JOZTILS,O,O,X,X,O,X,O
JOZTISL,O,O,O,X,X,X,X
JOZTLIS,O,O,X,X,O,X,O
JOZTLSI,O,O,X,X,X,X,O
JOZTSIL,X,X,O,X,X,X,X
JOZTSLI,O,O,O,X,X,X,O
JOZITLS,O,O,X,X,O,X,O
JOZITSL,O,O,O,X,X,X,X
JOZILTS,O,O,X,X,O,X,X
JOZILST,O,O,O,X,X,X,X
JOZISTL,O,O,O,X,X,X,X
JOZISLT,O,O,O,X,X,X,X
JOZLTIS,O,O,X,X,O,X,O
JOZLTSI,O,O,X,X,X,X,O
JOZLITS,O,O,X,X,O,X,X
JOZLIST,O,O,O,X,X,X,X
JOZLSTI,O,O,O,O,X,X,X
JOZLSIT,O,O,O,X,X,X,X
JOZSTIL,X,X,O,O,X,X,X
JOZSTLI,O,O,O,O,X,X,O
JOZSITL,O,O,O,X,X,X,X
JOZSILT,O,O,O,X,X,X,X
JOZSLTI,O,O,O,O,X,X,X
JOZSLIT,O,O,O,X,X,X,X
STILJZO,X,O,O,O,O,O,X
STILJOZ,X,O,O,O,X,O,X
STILZJO,X,O,O,O,X,O,X
STILZOJ,X,O,O,O,X,X,X
STILOJZ,X,O,O,O,X,O,X
STILOZJ,X,O,O,O,X,X,X
STIJLZO,X,O,O,O,O,O,X
STIJLOZ,X,O,O,O,X,O,X
STIJZLO,O,O,X,O,X,O,X
STIJZOL,O,O,O,O,X,X,X
STIJOLZ,X,O,O,O,X,O,X
STIJOZL,O,O,O,O,X,X,X
STIZLJO,O,O,X,O,X,O,X
STIZLOJ,O,O,X,O,X,X,X
STIZJLO,O,O,X,O,X,O,X
STIZJOL,O,O,O,O,X,X,X
STIZOLJ,O,O,X,O,X,X,X
STIZOJL,O,O,O,O,X,X,X
STIOLJZ,X,O,O,O,X,O,X
STIOLZJ,X,O,O,O,X,X,X
STIOJLZ,X,O,O,O,X,O,X
STIOJZL,O,O,O,O,X,X,X
STIOZLJ,O,O,X,O,X,X,X
STIOZJL,O,O,O,O,X,X,X
STLIJZO,X,O,O,O,O,O,X
STLIJOZ,X,O,O,O,X,O,X
STLIZJO,X,O,O,O,X,O,X
STLIZOJ,X,O,O,O,X,X,X
STLIOJZ,X,O,O,O,X,O,X
STLIOZJ,X,O,O,O,X,X,X
STLJIZO,X,O,O,O,O,O,X
STLJIOZ,X,O,O,O,X,O,X
STLJZIO,X,X,O,O,X,X,X
STLJZOI,X,O,O,O,X,X,X
STLJOIZ,X,O,O,O,X,X,X
STLJOZI,X,O,O,O,X,X,X
STLZIJO,X,X,O,O,X,X,X
STLZIOJ,X,X,O,O,X,X,X
STLZJIO,X,X,O,O,X,X,X
STLZJOI,X,O,O,O,X,X,X
STLZOIJ,X,X,O,O,X,X,X
STLZOJI,X,O,O,O,X,X,X
STLOIJZ,X,O,O,O,X,X,X
STLOIZJ,X,O,O,O,X,X,X
STLOJIZ,X,O,O,O,X,X,X
STLOJZI,X,O,O,O,X,X,X
STLOZIJ,X,X,O,O,X,X,X
STLOZJI,X,O,O,O,X,X,X
STJILZO,X,O,O,O,O,O,X
STJILOZ,X,O,O,O,X,O,X
STJIZLO,O,O,X,O,X,O,X
STJIZOL,O,O,O,O,X,X,X
STJIOLZ,X,O,O,O,X,O,X
STJIOZL,O,O,O,O,X,X,X
STJLIZO,X,O,O,O,O,O,X
STJLIOZ,X,O,O,O,X,O,X
STJLZIO,X,X,O,O,X,X,X
STJLZOI,X,O,O,O,X,X,X
STJLOIZ,X,O,O,O,X,X,X
STJLOZI,X,O,O,O,X,X,X
STJZILO,X,X,X,O,X,O,X
STJZIOL,X,X,O,O,X,X,X
STJZLIO,X,X,O,O,X,X,X
STJZLOI,O,O,O,O,X,X,X
STJZOIL,X,X,O,O,X,X,X
STJZOLI,O,O,O,O,X,X,X
STJOILZ,X,O,O,O,X,O,X
STJOIZL,O,O,O,O,X,X,X
STJOLIZ,X,O,O,O,X,X,X
STJOLZI,X,O,O,O,X,X,X
STJOZIL,X,X,O,O,X,X,X
STJOZLI,O,O,O,O,X,X,X
STZILJO,X,X,X,O,X,O,X
STZILOJ,X,X,X,O,X,X,X
STZIJLO,X,X,X,O,X,O,X
STZIJOL,X,X,O,O,X,X,X
STZIOLJ,X,X,X,O,X,X,X
STZIOJL,X,X,O,O,X,X,X
STZLIJO,X,X,O,O,X,X,X
STZLIOJ,X,X,O,O,X,X,X
STZLJIO,X,X,O,O,X,X,X
STZLJOI,O,O,O,O,X,X,X
STZLOIJ,X,X,O,O,X,X,X
STZLOJI,O,O,O,O,X,X,X
STZJILO,X,X,X,O,X,O,X
STZJIOL,X,X,O,O,X,X,X
STZJLIO,X,X,O,O,X,X,X
STZJLOI,O,O,O,O,X,X,X
STZJOIL,X,X,O,O,X,X,X
STZJOLI,O,O,O,O,X,X,X
STZOILJ,X,X,X,O,X,X,X
STZOIJL,X,X,O,O,X,X,X
STZOLIJ,X,X,O,O,X,X,X
STZOLJI,O,O,O,O,X,X,X
STZOJIL,X,X,O,O,X,X,X
STZOJLI,O,O,O,O,X,X,X
STOILJZ,X,O,O,O,X,O,X
STOILZJ,X,O,O,O,X,X,X
STOIJLZ,X,O,O,O,X,O,X
STOIJZL,O,O,O,O,X,X,X
STOIZLJ,O,O,X,O,X,X,X
STOIZJL,O,O,O,O,X,X,X
STOLIJZ,X,O,O,O,X,X,X
STOLIZJ,X,O,O,O,X,X,X
STOLJIZ,X,O,O,O,X,X,X
STOLJZI,X,O,O,O,X,X,X
STOLZIJ,X,X,O,O,X,X,X
STOLZJI,X,O,O,O,X,X,X
STOJILZ,X,O,O,O,X,O,X
STOJIZL,O,O,O,O,X,X,X
STOJLIZ,X,O,O,O,X,X,X
STOJLZI,X,O,O,O,X,X,X
STOJZIL,X,X,O,O,X,X,X
STOJZLI,O,O,O,O,X,X,X
STOZILJ,X,X,X,O,X,X,X
STOZIJL,X,X,O,O,X,X,X
STOZLIJ,X,X,O,O,X,X,X
STOZLJI,O,O,O,O,X,X,X
STOZJIL,X,X,O,O,X,X,X
STOZJLI,O,O,O,O,X,X,X
SITLJZO,X,O,O,O,O,O,X
SITLJOZ,X,O,O,O,X,O,X
SITLZJO,X,O,O,O,X,O,X
SITLZOJ,X,O,O,O,X,X,X
SITLOJZ,X,O,O,O,X,O,X
SITLOZJ,X,O,O,O,X,X,X
SITJLZO,X,O,O,O,O,O,X
SITJLOZ,X,O,O,O,X,O,X
SITJZLO,O,O,X,O,X,O,X
SITJZOL,O,O,O,O,X,X,X
SITJOLZ,X,O,O,O,X,O,X
SITJOZL,O,O,O,O,X,X,X
SITZLJO,O,O,X,O,X,O,X
SITZLOJ,O,O,X,O,X,X,X
SITZJLO,O,O,X,O,X,O,X
SITZJOL,O,O,O,O,X,X,X
SITZOLJ,O,O,X,O,X,X,X
SITZOJL,O,O,O,O,X,X,X
SITOLJZ,X,O,O,O,X,O,X
SITOLZJ,X,O,O,O,X,X,X
SITOJLZ,X,O,O,O,X,O,X
SITOJZL,O,O,O,O,X,X,X
SITOZLJ,O,O,X,O,X,X,X
SITOZJL,O,O,O,O,X,X,X
SILTJZO,X,O,O,O,O,O,X
SILTJOZ,X,O,O,O,X,O,X
SILTZJO,X,O,O,O,X,O,X
SILTZOJ,X,O,O,O,X,X,X
SILTOJZ,X,O,O,O,X,O,X
SILTOZJ,X,O,O,O,X,X,X
SILJTZO,X,O,O,O,O,O,X
SILJTOZ,X,O,O,O,X,O,X
SILJZTO,O,O,O,O,O,O,X
SILJZOT,O,O,O,X,X,X,X
SILJOTZ,X,O,O,X,X,O,X
SILJOZT,O,O,O,X,X,X,X
SILZTJO,O,O,O,O,O,O,X
SILZTOJ,O,O,O,O,X,X,X
SILZJTO,O,O,O,O,O,O,X
SILZJOT,O,O,O,X,X,X,X
SILZOTJ,O,O,O,X,X,X,X
SILZOJT,O,O,O,X,X,X,X
SILOTJZ,X,O,O,X,X,O,X
SILOTZJ,X,O,O,X,X,X,X
SILOJTZ,X,O,O,X,X,O,X
SILOJZT,O,O,O,X,X,X,X
SILOZTJ,O,O,O,X,X,X,X
SILOZJT,O,O,O,X,X,X,X
SIJTLZO,X,O,O,O,O,O,X
SIJTLOZ,X,O,O,O,X,O,X
SIJTZLO,O,O,X,O,X,O,X
SIJTZOL,O,O,O,O,X,X,X
SIJTOLZ,X,O,O,O,X,O,X
SIJTOZL,O,O,O,O,X,X,X
SIJLTZO,X,O,O,O,O,O,X
SIJLTOZ,X,O,O,O,X,O,X
SIJLZTO,O,O,O,O,O,O,X
SIJLZOT,O,O,O,X,X,X,X
SIJLOTZ,X,O,O,X,X,O,X
SIJLOZT,O,O,O,X,X,X,X
SIJZTLO,O,O,X,O,O,O,X
SIJZTOL,O,O,O,O,X,X,X
SIJZLTO,O,O,O,O,O,O,X
SIJZLOT,O,O,O,X,X,X,X
SIJZOTL,O,O,O,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X
SIJOTLZ,X,O,O,X,X,O,X
SIJOTZL,O,O,O,X,X,X,X
SIJOLTZ,X,O,O,X,X,O,X
SIJOLZT,O,O,O,X,X,X,X
SIJOZTL,O,O,O,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X
SIZTLJO,O,O,X,O,O,O,X
SIZTLOJ,O,O,X,O,X,X,X
SIZTJLO,O,O,X,O,O,O,X
SIZTJOL,O,O,O,O,X,X,X
SIZTOLJ,O,O,X,O,X,X,X
SIZTOJL,O,O,O,O,X,X,X
SIZLTJO,O,O,O,O,O,O,X
SIZLTOJ,O,O,O,O,X,X,X
SIZLJTO,O,O,O,O,O,O,X
SIZLJOT,O,O,O,X,X,X,X
