sequence,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je08IvhFxdBflBlgBO?rB6qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhF0cBxdBWlB/?mBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je07IvhFxdBzfBumBX?hBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBu?qBirB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Jex9IvhFflB0gBlhB6?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBq?qB2rB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhF+gBxdBlhBy?qBzrBXrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBmrBTrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFOhBxdBSlB1?rB0qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFxdBUhBFlBa?sBTmBWwB
LJZTOIS,X,O,O,X,X,X,X,O,X,O,X
LJZTOSI,X,O,O,X,X,X,X,O,X,O,X
LJZITSO,X,O,X,O,X,X,O,X,X,O,X
LJZITOS,X,O,O,X,X,X,X,O,X,O,X
LJZISTO,O,O,X,O,X,X,O,X,O,O,X
LJZISOT,X,O,X,O,X,X,O,X,O,X,X
LJZIOTS,X,O,O,X,X,X,X,X,X,X,X
LJZIOST,X,O,O,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,O,X,X,O,X,O,O,X
LJZSTOI,O,O,X,O,X,X,O,O,O,O,X
LJZSITO,O,O,X,O,X,X,O,X,O,O,X
LJZSIOT,X,O,X,O,X,X,O,X,O,X,X
LJZSOTI,X,O,X,O,X,X,O,X,O,X,X
LJZSOIT,X,O,X,O,X,X,O,X,O,X,X
LJZOTIS,X,O,O,X,X,X,X,O,X,X,X
LJZOTSI,X,O,O,X,X,X,X,O,X,X,X
LJZOITS,X,O,O,X,X,X,X,X,X,X,X
LJZOIST,X,O,O,X,X,X,X,X,X,X,X
LJZOSTI,X,O,O,X,X,X,X,X,X,X,X
LJZOSIT,X,O,O,X,X,X,X,X,X,X,X
LJOTISZ,X,O,O,O,X,X,O,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,X,X
LJOTSIZ,X,O,O,O,X,X,O,X,X,X,X
LJOTSZI,X,O,O,O,X,X,O,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,X,X,X,X
LJOTZSI,X,O,O,X,X,X,X,X,X,X,X
LJOITSZ,X,O,O,O,X,X,O,X,X,X,X
LJOITZS,X,O,O,X,X,X,X,X,X,X,X
LJOISTZ,X,O,O,O,X,X,O,X,X,X,X
LJOISZT,X,O,O,O,X,X,O,X,X,X,X
LJOIZTS,X,O,O,X,X,X,X,X,X,X,X
LJOIZST,X,O,O,X,X,X,X,X,X,X,X
LJOSTIZ,X,O,O,O,X,X,O,X,X,X,X
LJOSTZI,X,O,O,O,X,X,O,X,X,X,X
LJOSITZ,X,O,O,O,X,X,O,X,X,X,X
LJOSIZT,X,O,O,O,X,X,O,X,X,X,X
LJOSZTI,X,O,O,O,X,X,O,X,X,X,X
LJOSZIT,X,O,O,O,X,X,O,X,X,X,X
LJOZTIS,X,O,O,X,X,X,X,X,X,X,X
LJOZTSI,X,O,O,X,X,X,X,X,X,X,X
LJOZITS,X,O,O,X,X,X,X,X,X,X,X
LJOZIST,X,O,O,X,X,X,X,X,X,X,X
LJOZSTI,X,O,O,X,X,X,X,X,X,X,X
LJOZSIT,X,O,O,X,X,X,X,X,X,X,X
LSTIJZO,X,O,X,O,X,X,O,X,X,X,X
LSTIJOZ,X,O,X,O,X,X,O,X,X,X,X
LSTIZJO,X,O,X,X,O,X,X,X,X,O,X
LSTIZOJ,X,O,X,X,O,X,O,X,X,O,X
LSTIOJZ,X,O,X,O,X,X,O,X,X,X,X
LSTIOZJ,X,O,X,X,X,X,O,X,X,X,X
LSTJIZO,O,O,X,O,X,X,O,X,X,X,X
LSTJIOZ,X,O,O,O,X,X,O,X,X,X,X
LSTJZIO,O,O,X,O,X,X,O,X,X,X,X
LSTJZOI,O,O,X,O,X,X,O,X,X,X,X
LSTJOIZ,O,O,O,O,X,X,O,X,X,X,X
LSTJOZI,O,O,O,O,X,X,O,X,X,X,X
LSTZIJO,X,O,X,X,O,X,X,X,X,O,X
LSTZIOJ,X,O,X,X,O,X,O,X,X,O,X
LSTZJIO,X,O,X,X,O,X,X,X,X,O,X
LSTZJOI,X,O,X,X,O,X,X,O,X,O,X
LSTZOIJ,X,O,X,X,O,X,O,X,X,O,X
LSTZOJI,X,O,X,X,O,X,O,X,X,O,X
LSTOIJZ,X,O,X,O,X,X,O,X,X,X,X
LSTOIZJ,X,O,X,X,X,X,O,X,X,X,X
LSTOJIZ,X,O,O,O,X,X,O,X,X,X,X
LSTOJZI,X,O,O,O,X,X,O,X,X,X,X
LSTOZIJ,X,O,X,X,X,X,O,X,X,X,X
LSTOZJI,X,O,O,X,X,X,O,X,X,X,X
LSITJZO,X,O,X,O,X,X,O,X,X,X,X
LSITJOZ,X,O,X,O,X,X,O,X,X,X,X
LSITZJO,X,O,X,X,O,X,X,X,X,O,X
LSITZOJ,X,O,X,X,O,X,O,X,X,O,X
LSITOJZ,X,O,X,O,X,X,O,X,X,X,X
LSITOZJ,X,O,X,X,X,X,O,X,X,X,X
LSIJTZO,O,O,X,O,X,X,O,X,X,X,X
LSIJTOZ,X,O,O,O,X,X,O,X,X,X,X
LSIJZTO,O,O,X,O,X,X,O,X,X,O,X
LSIJZOT,X,O,X,O,X,X,O,X,X,X,X
LSIJOTZ,X,O,O,O,X,X,O,X,X,X,X
LSIJOZT,X,O,O,O,X,X,O,X,X,X,X
LSIZTJO,X,O,X,X,O,X,X,X,X,O,X
LSIZTOJ,X,O,X,X,O,X,O,X,X,O,X
LSIZJTO,O,O,X,O,X,X,O,X,X,O,X
LSIZJOT,X,O,X,O,X,X,O,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,O,X,X,O,X
LSIZOJT,X,O,X,X,X,X,O,X,X,X,X
LSIOTJZ,X,O,X,O,X,X,O,X,X,X,X
LSIOTZJ,X,O,X,X,O,X,O,X,X,X,X
LSIOJTZ,O,O,O,O,X,X,O,X,X,X,X
LSIOJZT,O,O,O,O,X,X,O,X,X,X,X
LSIOZTJ,X,O,X,X,O,X,O,X,X,O,X
LSIOZJT,O,O,X,X,X,X,O,X,X,X,X
LSJTIZO,O,O,X,O,X,X,O,X,X,X,X
LSJTIOZ,X,O,O,O,X,X,O,X,X,X,X
LSJTZIO,O,O,X,O,X,X,O,X,X,X,X
LSJTZOI,O,O,X,O,X,X,O,X,X,X,X
LSJTOIZ,O,O,O,O,X,X,O,X,X,X,X
LSJTOZI,O,O,O,O,X,X,O,X,X,X,X
LSJITZO,O,O,X,O,X,X,O,X,X,X,X
LSJITOZ,X,O,O,O,X,X,O,X,X,X,X
LSJIZTO,O,O,X,O,X,X,O,X,X,O,X
LSJIZOT,X,O,X,O,X,X,O,X,X,X,X
LSJIOTZ,X,O,O,O,X,X,O,X,X,X,X
LSJIOZT,X,O,O,O,X,X,O,X,X,X,X
LSJZTIO,O,O,X,O,X,X,O,X,X,O,X
LSJZTOI,O,O,X,O,X,X,O,X,X,O,X
LSJZITO,O,O,X,O,X,X,O,X,X,O,X
LSJZIOT,X,O,X,O,X,X,O,X,X,X,X
LSJZOTI,X,O,X,O,X,X,O,X,X,X,X
LSJZOIT,X,O,X,O,X,X,O,X,X,X,X
LSJOTIZ,X,O,O,O,X,X,O,X,X,X,X
LSJOTZI,X,O,O,O,X,X,O,X,X,X,X
LSJOITZ,X,O,O,O,X,X,O,X,X,X,X
LSJOIZT,X,O,O,O,X,X,O,X,X,X,X
LSJOZTI,X,O,O,O,X,X,O,X,X,X,X
LSJOZIT,X,O,O,O,X,X,O,X,X,X,X
LSZTIJO,X,O,X,X,O,X,X,X,X,O,X
LSZTIOJ,X,O,X,X,O,X,O,X,X,O,X
LSZTJIO,X,O,X,X,O,X,X,X,X,O,X
LSZTJOI,X,O,X,X,O,X,X,O,X,O,X
LSZTOIJ,X,O,X,X,O,X,O,X,X,O,X
LSZTOJI,X,O,X,X,O,X,O,X,X,O,X
LSZITJO,X,O,X,X,O,X,X,X,X,O,X
LSZITOJ,X,O,X,X,O,X,O,X,X,O,X
LSZIJTO,O,O,X,O,X,X,O,X,X,O,X
LSZIJOT,X,O,X,O,X,X,O,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,O,X,X,O,X
LSZIOJT,X,O,X,X,X,X,O,X,X,X,X
LSZJTIO,O,O,X,O,X,X,O,X,X,O,X
LSZJTOI,O,O,X,O,X,X,O,O,X,O,X
LSZJITO,O,O,X,O,X,X,O,X,X,O,X
LSZJIOT,X,O,X,O,X,X,O,X,X,X,X
LSZJOTI,X,O,X,O,X,X,O,X,X,X,X
LSZJOIT,X,O,X,O,X,X,O,X,X,X,X
LSZOTIJ,X,O,X,X,X,X,O,X,X,O,X
LSZOTJI,X,O,X,X,X,X,O,X,X,O,X
LSZOITJ,X,O,X,X,X,X,O,X,X,O,X
LSZOIJT,X,O,X,X,X,X,O,X,X,X,X
LSZOJTI,X,O,X,X,X,X,O,X,X,X,X
LSZOJIT,X,O,X,X,X,X,O,X,X,X,X
LSOTIJZ,X,O,X,O,X,X,O,X,X,X,X
LSOTIZJ,X,O,X,X,O,X,O,X,X,X,X
LSOTJIZ,X,O,O,O,X,X,O,X,X,X,X
LSOTJZI,X,O,O,O,X,X,O,X,X,X,X
LSOTZIJ,X,O,X,X,O,X,O,X,X,X,X
LSOTZJI,X,O,O,X,O,X,O,X,X,X,X
LSOITJZ,X,O,X,O,X,X,O,X,X,X,X
LSOITZJ,X,O,X,X,O,X,O,X,X,X,X
LSOIJTZ,O,O,O,O,X,X,O,X,X,X,X
LSOIJZT,O,O,O,O,X,X,O,X,X,X,X
LSOIZTJ,X,O,X,X,O,X,O,X,X,O,X
LSOIZJT,O,O,X,X,X,X,O,X,X,X,X
LSOJTIZ,O,O,O,O,X,X,O,X,X,X,X
LSOJTZI,O,O,O,O,X,X,O,X,X,X,X
LSOJITZ,O,O,O,O,X,X,O,X,X,X,X
LSOJIZT,O,O,O,O,X,X,O,X,X,X,X
LSOJZTI,O,O,O,O,X,X,O,X,X,X,X
LSOJZIT,O,O,O,O,X,X,O,X,X,X,X
LSOZTIJ,X,O,X,X,O,X,O,X,X,O,X
LSOZTJI,X,O,X,X,O,X,O,X,X,O,X
LSOZITJ,X,O,X,X,O,X,O,X,X,O,X
LSOZIJT,O,O,X,X,X,X,O,X,X,X,X
LSOZJTI,O,O,O,X,X,X,O,X,X,X,X
LSOZJIT,O,O,O,X,X,X,O,X,X,X,X
LZTIJSO,X,O,X,X,X,X,X,X,X,O,X
LZTIJOS,X,O,X,X,X,X,X,O,X,O,X
LZTISJO,X,O,X,X,X,X,X,X,X,O,X
LZTISOJ,X,O,X,X,X,X,O,X,X,O,X
LZTIOJS,X,X,X,X,X,X,X,X,X,O,X
LZTIOSJ,X,X,X,X,X,X,X,X,X,O,X
LZTJISO,X,O,X,X,X,X,X,X,X,O,X
LZTJIOS,X,O,O,X,X,X,X,O,X,O,X
LZTJSIO,X,O,X,X,X,X,X,X,X,O,X
LZTJSOI,X,O,X,X,X,X,X,O,X,O,X
LZTJOIS,X,O,O,X,X,X,X,O,X,O,X
LZTJOSI,X,O,O,X,X,X,X,O,X,O,X
LZTSIJO,X,O,X,X,X,X,X,X,X,O,X
LZTSIOJ,X,O,X,X,X,X,O,X,X,O,X
LZTSJIO,X,O,X,X,X,X,X,X,X,O,X
LZTSJOI,X,O,X,X,X,X,X,O,X,O,X
LZTSOIJ,X,O,X,X,X,X,O,X,X,O,X
LZTSOJI,X,O,X,X,X,X,O,X,X,O,X
LZTOIJS,X,X,O,X,X,X,X,X,X,O,X
LZTOISJ,X,X,X,X,X,X,X,X,X,O,X
LZTOJIS,X,X,O,X,X,X,X,O,X,O,X
LZTOJSI,X,X,O,X,X,X,X,O,X,O,X
LZTOSIJ,X,X,X,X,X,X,X,X,X,O,X
LZTOSJI,X,X,O,X,X,X,X,X,X,O,X
LZITJSO,X,O,X,X,X,X,X,X,X,O,X
LZITJOS,X,O,X,X,X,X,X,O,X,O,X
LZITSJO,X,O,X,X,X,X,X,X,X,O,X
LZITSOJ,X,O,X,X,X,X,O,X,X,O,X
LZITOJS,X,X,X,X,X,X,X,X,X,O,X
LZITOSJ,X,X,X,X,X,X,X,X,X,O,X
LZIJTSO,X,O,X,O,X,X,O,X,X,O,X
LZIJTOS,X,O,O,X,X,X,X,O,X,O,X
LZIJSTO,O,O,X,O,X,X,O,X,O,O,X
LZIJSOT,X,O,X,O,X,X,O,X,O,X,X
LZIJOTS,X,O,O,X,X,X,X,X,X,X,X
LZIJOST,X,O,O,X,X,X,X,X,X,X,X
LZISTJO,X,O,X,X,X,O,X,X,O,O,X
LZISTOJ,X,O,X,X,X,O,O,X,O,O,X
LZISJTO,O,O,X,O,X,O,O,X,O,O,X
LZISJOT,X,O,X,O,X,X,O,X,O,X,X
LZISOTJ,X,O,X,X,X,O,O,X,O,O,X
LZISOJT,X,O,X,X,X,O,O,X,O,X,X
LZIOTJS,X,X,X,X,X,X,X,O,X,O,X
LZIOTSJ,X,X,X,X,X,X,X,O,X,O,X
LZIOJTS,X,X,O,X,X,X,X,O,X,X,X
LZIOJST,O,X,O,X,X,X,X,O,X,X,X
LZIOSTJ,X,O,X,X,X,O,X,O,X,O,X
LZIOSJT,O,O,X,X,X,O,X,O,X,X,X
LZJTISO,X,O,X,O,X,X,O,X,X,O,X
LZJTIOS,X,O,O,X,X,X,X,O,X,O,X
LZJTSIO,X,O,X,O,X,X,O,X,X,O,X
LZJTSOI,X,O,X,O,X,X,O,O,X,O,X
LZJTOIS,X,O,O,X,X,X,X,O,X,O,X
LZJTOSI,X,O,O,X,X,X,X,O,X,O,X
LZJITSO,X,O,X,O,X,X,O,X,X,O,X
LZJITOS,X,O,O,X,X,X,X,O,X,O,X
LZJISTO,O,O,X,O,X,X,O,X,O,O,X
LZJISOT,X,O,X,O,X,X,O,X,O,X,X
LZJIOTS,X,O,O,X,X,X,X,X,X,X,X
LZJIOST,X,O,O,X,X,X,X,X,X,X,X
LZJSTIO,O,O,X,O,X,X,O,X,O,O,X
LZJSTOI,O,O,X,O,X,X,O,O,O,O,X
LZJSITO,O,O,X,O,X,X,O,X,O,O,X
LZJSIOT,X,O,X,O,X,X,O,X,O,X,X
LZJSOTI,X,O,X,O,X,X,O,X,O,X,X
LZJSOIT,X,O,X,O,X,X,O,X,O,X,X
LZJOTIS,X,O,O,X,X,X,X,O,X,X,X
LZJOTSI,X,O,O,X,X,X,X,O,X,X,X
LZJOITS,X,O,O,X,X,X,X,X,X,X,X
LZJOIST,X,O,O,X,X,X,X,X,X,X,X
LZJOSTI,X,O,O,X,X,X,X,X,X,X,X
LZJOSIT,X,O,O,X,X,X,X,X,X,X,X
LZSTIJO,X,O,X,X,X,O,X,X,O,O,X
LZSTIOJ,X,O,X,X,X,O,O,X,O,O,X
LZSTJIO,X,O,X,X,X,O,X,X,O,O,X
LZSTJOI,X,O,X,X,X,O,X,O,O,O,X
LZSTOIJ,X,O,X,X,X,O,O,X,O,O,X
LZSTOJI,X,O,X,X,X,O,O,X,O,O,X
LZSITJO,X,O,X,X,X,O,X,X,O,O,X
LZSITOJ,X,O,X,X,X,O,O,X,O,O,X
LZSIJTO,O,O,X,O,X,O,O,X,O,O,X
LZSIJOT,X,O,X,O,X,X,O,X,O,X,X
LZSIOTJ,X,O,X,X,X,O,O,X,O,O,X
LZSIOJT,X,O,X,X,X,O,O,X,O,X,X
LZSJTIO,O,O,X,O,X,O,O,X,O,O,X
LZSJTOI,O,O,X,O,X,O,O,O,O,O,X
LZSJITO,O,O,X,O,X,O,O,X,O,O,X
LZSJIOT,X,O,X,O,X,X,O,X,O,X,X
LZSJOTI,X,O,X,O,X,X,O,X,O,X,X
LZSJOIT,X,O,X,O,X,X,O,X,O,X,X
LZSOTIJ,X,O,X,X,X,O,O,X,O,O,X
LZSOTJI,X,O,X,X,X,O,O,X,O,O,X
LZSOITJ,X,O,X,X,X,O,O,X,O,O,X
LZSOIJT,X,O,X,X,X,O,O,X,O,X,X
LZSOJTI,X,O,X,X,X,O,O,X,O,X,X
LZSOJIT,X,O,X,X,X,O,O,X,O,X,X
LZOTIJS,X,X,O,X,X,X,X,O,X,O,X
LZOTISJ,X,X,X,X,X,X,X,O,X,O,X
LZOTJIS,X,X,O,X,X,X,X,O,X,O,X
LZOTJSI,X,X,O,X,X,X,X,O,X,O,X
LZOTSIJ,X,X,X,X,X,X,X,O,X,O,X
LZOTSJI,X,X,O,X,X,X,X,O,X,O,X
LZOITJS,X,X,X,X,X,X,X,O,X,O,X
LZOITSJ,X,X,X,X,X,X,X,O,X,O,X
LZOIJTS,X,X,O,X,X,X,X,O,X,X,X
LZOIJST,O,X,O,X,X,X,X,O,X,X,X
LZOISTJ,X,O,X,X,X,O,X,O,X,O,X
LZOISJT,O,O,X,X,X,O,X,O,X,X,X
LZOJTIS,X,X,O,X,X,X,X,O,X,X,X
LZOJTSI,X,X,O,X,X,X,X,O,X,X,X
LZOJITS,X,X,O,X,X,X,X,O,X,X,X
LZOJIST,O,X,O,X,X,X,X,O,X,X,X
LZOJSTI,O,X,O,X,X,X,X,O,X,X,X
LZOJSIT,O,X,O,X,X,X,X,O,X,X,X
LZOSTIJ,X,O,X,X,X,O,X,O,X,O,X
LZOSTJI,X,O,X,X,X,O,X,O,X,O,X
LZOSITJ,X,O,X,X,X,O,X,O,X,O,X
LZOSIJT,O,O,X,X,X,O,X,O,X,X,X
LZOSJTI,O,O,O,X,X,O,X,O,X,X,X
LZOSJIT,O,O,O,X,X,O,X,O,X,X,X
LOTIJSZ,X,O,O,X,X,X,X,X,X,X,X
LOTIJZS,X,O,O,X,X,X,X,O,X,X,X
LOTISJZ,X,O,X,X,X,X,O,X,X,X,X
LOTISZJ,X,O,X,X,O,X,O,O,X,X,X
LOTIZJS,X,X,O,X,X,X,X,O,X,X,X
LOTIZSJ,X,X,X,X,X,X,X,O,X,X,X
LOTJISZ,X,O,O,X,X,X,X,X,X,X,X
LOTJIZS,X,O,O,X,X,X,X,O,X,X,X
LOTJSIZ,X,O,O,X,X,X,X,X,X,X,X
LOTJSZI,X,O,O,X,X,X,X,X,X,X,X
LOTJZIS,X,O,O,X,X,X,X,O,X,X,X
LOTJZSI,X,O,O,X,X,X,X,O,X,X,X
LOTSIJZ,X,O,X,X,X,X,O,X,X,X,X
LOTSIZJ,X,O,X,X,O,X,O,O,X,X,X
LOTSJIZ,X,O,O,X,X,X,O,X,X,X,X
LOTSJZI,X,O,O,X,X,X,O,X,X,X,X
LOTSZIJ,X,O,X,X,O,X,O,O,X,X,X
LOTSZJI,X,O,O,X,O,X,O,O,X,X,X
LOTZIJS,X,X,O,X,X,X,X,O,X,X,X
LOTZISJ,X,X,X,X,X,X,X,O,X,X,X
LOTZJIS,X,X,O,X,X,X,X,O,X,X,X
LOTZJSI,X,X,O,X,X,X,X,O,X,X,X
LOTZSIJ,X,X,X,X,X,X,X,O,X,X,X
LOTZSJI,X,X,O,X,X,X,X,O,X,X,X
LOITJSZ,X,O,O,X,X,X,X,X,X,X,X
LOITJZS,X,O,O,X,X,X,X,O,X,X,X
LOITSJZ,X,O,X,X,X,X,O,X,X,X,X
LOITSZJ,X,O,X,X,O,X,O,O,X,X,X
LOITZJS,X,X,O,X,X,X,X,O,X,X,X
LOITZSJ,X,X,X,X,X,X,X,O,X,X,X
LOIJTSZ,X,O,O,O,X,X,O,X,X,X,X
LOIJTZS,X,O,O,X,X,X,X,O,X,X,X
LOIJSTZ,O,O,O,O,X,X,O,X,X,X,X
LOIJSZT,O,O,O,O,X,X,O,X,X,X,X
LOIJZTS,X,O,O,X,X,X,X,O,X,X,X
LOIJZST,O,O,O,X,X,X,X,O,X,X,X
LOISTJZ,X,O,X,X,X,X,O,X,X,X,X
LOISTZJ,X,O,X,X,O,X,O,O,X,X,X
LOISJTZ,O,O,O,O,X,X,O,X,X,X,X
LOISJZT,O,O,O,O,X,X,O,X,X,X,X
LOISZTJ,X,O,X,X,O,X,O,O,X,O,X
LOISZJT,O,O,X,X,X,X,O,O,X,X,X
LOIZTJS,X,X,X,X,X,X,X,O,X,O,X
LOIZTSJ,X,X,X,X,X,X,X,O,X,O,X
LOIZJTS,X,X,O,X,X,X,X,O,X,X,X
LOIZJST,O,X,O,X,X,X,X,O,X,X,X
LOIZSTJ,X,O,X,X,X,O,X,O,X,O,X
LOIZSJT,O,O,X,X,X,O,X,O,X,X,X
LOJTISZ,X,O,O,O,X,X,O,X,X,X,X
LOJTIZS,X,O,O,X,X,X,X,O,X,X,X
LOJTSIZ,X,O,O,O,X,X,O,X,X,X,X
LOJTSZI,X,O,O,O,X,X,O,X,X,X,X
LOJTZIS,X,O,O,X,X,X,X,O,X,X,X
LOJTZSI,X,O,O,X,X,X,X,O,X,X,X
LOJITSZ,X,O,O,O,X,X,O,X,X,X,X
LOJITZS,X,O,O,X,X,X,X,O,X,X,X
LOJISTZ,O,O,O,O,X,X,O,X,X,X,X
LOJISZT,O,O,O,O,X,X,O,X,X,X,X
LOJIZTS,X,O,O,X,X,X,X,O,X,X,X
LOJIZST,O,O,O,X,X,X,X,O,X,X,X
LOJSTIZ,O,O,O,O,X,X,O,X,X,X,X
LOJSTZI,O,O,O,O,X,X,O,X,X,X,X
LOJSITZ,O,O,O,O,X,X,O,X,X,X,X
LOJSIZT,O,O,O,O,X,X,O,X,X,X,X
LOJSZTI,O,O,O,O,X,X,O,X,X,X,X
LOJSZIT,O,O,O,O,X,X,O,X,X,X,X
LOJZTIS,X,O,O,X,X,X,X,O,X,X,X
LOJZTSI,X,O,O,X,X,X,X,O,X,X,X
LOJZITS,X,O,O,X,X,X,X,O,X,X,X
LOJZIST,O,O,O,X,X,X,X,O,X,X,X
LOJZSTI,O,O,O,X,X,X,X,O,X,X,X
LOJZSIT,O,O,O,X,X,X,X,O,X,X,X
LOSTIJZ,X,O,X,X,X,X,O,X,X,X,X
LOSTIZJ,X,O,X,X,O,X,O,O,X,X,X
LOSTJIZ,X,O,O,X,X,X,O,X,X,X,X
LOSTJZI,X,O,O,X,X,X,O,X,X,X,X
LOSTZIJ,X,O,X,X,O,X,O,O,X,X,X
LOSTZJI,X,O,O,X,O,X,O,O,X,X,X
LOSITJZ,X,O,X,X,X,X,O,X,X,X,X
LOSITZJ,X,O,X,X,O,X,O,O,X,X,X
LOSIJTZ,O,O,O,O,X,X,O,X,X,X,X
LOSIJZT,O,O,O,O,X,X,O,X,X,X,X
LOSIZTJ,X,O,X,X,O,X,O,O,X,O,X
LOSIZJT,O,O,X,X,X,X,O,O,X,X,X
LOSJTIZ,O,O,O,O,X,X,O,X,X,X,X
LOSJTZI,O,O,O,O,X,X,O,X,X,X,X
LOSJITZ,O,O,O,O,X,X,O,X,X,X,X
LOSJIZT,O,O,O,O,X,X,O,X,X,X,X
LOSJZTI,O,O,O,O,X,X,O,X,X,X,X
LOSJZIT,O,O,O,O,X,X,O,X,X,X,X
LOSZTIJ,X,O,X,X,O,X,O,O,X,O,X
LOSZTJI,X,O,X,X,O,X,O,O,X,O,X
LOSZITJ,X,O,X,X,O,X,O,O,X,O,X
LOSZIJT,O,O,X,X,X,X,O,O,X,X,X
LOSZJTI,O,O,O,X,X,X,O,O,X,X,X
LOSZJIT,O,O,O,X,X,X,O,O,X,X,X
LOZTIJS,X,X,O,X,X,X,X,O,X,O,X
LOZTISJ,X,X,X,X,X,X,X,O,X,O,X
LOZTJIS,X,X,O,X,X,X,X,O,X,O,X
LOZTJSI,X,X,O,X,X,X,X,O,X,O,X
LOZTSIJ,X,X,X,X,X,X,X,O,X,O,X
LOZTSJI,X,X,O,X,X,X,X,O,X,O,X
LOZITJS,X,X,X,X,X,X,X,O,X,O,X
LOZITSJ,X,X,X,X,X,X,X,O,X,O,X
LOZIJTS,X,X,O,X,X,X,X,O,X,X,X
LOZIJST,O,X,O,X,X,X,X,O,X,X,X
LOZISTJ,X,O,X,X,X,O,X,O,X,O,X
LOZISJT,O,O,X,X,X,O,X,O,X,X,X
LOZJTIS,X,X,O,X,X,X,X,O,X,X,X
LOZJTSI,X,X,O,X,X,X,X,O,X,X,X
LOZJITS,X,X,O,X,X,X,X,O,X,X,X
LOZJIST,O,X,O,X,X,X,X,O,X,X,X
LOZJSTI,O,X,O,X,X,X,X,O,X,X,X
LOZJSIT,O,X,O,X,X,X,X,O,X,X,X
LOZSTIJ,X,O,X,X,X,O,X,O,X,O,X
LOZSTJI,X,O,X,X,X,O,X,O,X,O,X
LOZSITJ,X,O,X,X,X,O,X,O,X,O,X
LOZSIJT,O,O,X,X,X,O,X,O,X,X,X
LOZSJTI,O,O,O,X,X,O,X,O,X,X,X
LOZSJIT,O,O,O,X,X,O,X,O,X,X,X
JTILSZO,X,O,X,O,X,X,X,X,X,X,X
JTILSOZ,X,O,O,O,X,X,O,X,X,X,X
JTILZSO,X,O,X,O,X,X,X,X,X,X,X
JTILZOS,X,O,O,X,X,X,X,X,X,X,X
JTILOSZ,X,O,O,O,X,X,X,X,X,X,X
JTILOZS,X,O,O,X,X,X,X,X,X,X,X
JTISLZO,O,O,X,O,X,X,X,X,X,X,X
JTISLOZ,X,O,X,O,X,X,O,X,X,X,X
JTISZLO,O,O,X,X,O,X,X,X,X,X,O
JTISZOL,O,O,X,O,O,X,X,X,X,X,X
JTISOLZ,X,O,X,O,X,X,X,X,X,X,X
JTISOZL,O,O,O,O,X,X,X,X,X,X,X
JTIZLSO,X,X,X,X,X,X,X,X,X,X,O
JTIZLOS,X,X,X,X,X,X,X,X,X,X,O
JTIZSLO,O,O,X,X,X,X,X,X,O,X,O
JTIZSOL,O,O,X,O,X,X,X,X,X,X,X
JTIZOLS,X,X,O,X,X,X,X,X,X,X,X
JTIZOSL,X,O,O,X,X,X,X,X,X,X,X
JTIOLSZ,X,O,O,X,X,X,X,X,X,X,X
JTIOLZS,X,O,O,X,X,X,X,O,X,X,X
JTIOSLZ,X,O,X,O,X,X,X,X,X,X,X
JTIOSZL,X,O,O,O,O,X,X,X,X,X,X
JTIOZLS,X,X,O,X,X,X,X,X,X,X,X
JTIOZSL,X,O,O,X,X,X,X,X,X,X,X
JTLISZO,X,O,X,O,X,X,X,X,X,X,X
JTLISOZ,X,O,O,O,X,X,O,X,X,X,X
JTLIZSO,X,O,X,O,X,X,X,X,X,X,X
JTLIZOS,X,O,O,X,X,X,X,X,X,X,X
JTLIOSZ,X,O,O,O,X,X,X,X,X,X,X
JTLIOZS,X,O,O,X,X,X,X,X,X,X,X
JTLSIZO,X,O,X,O,X,X,X,X,X,X,X
JTLSIOZ,X,O,O,O,X,X,O,X,X,X,X
JTLSZIO,X,O,X,O,X,X,X,X,X,X,O
JTLSZOI,X,O,X,O,X,X,X,X,X,X,O
JTLSOIZ,X,O,O,O,X,X,O,X,X,X,X
JTLSOZI,X,O,O,O,X,X,O,X,X,X,X
JTLZISO,X,O,X,O,X,X,X,X,X,X,O
JTLZIOS,X,O,O,X,X,X,X,O,X,X,O
JTLZSIO,X,O,X,O,X,X,X,X,X,X,O
JTLZSOI,X,O,X,O,X,X,X,O,X,X,O
JTLZOIS,X,O,O,X,X,X,X,O,X,X,O
JTLZOSI,X,O,O,X,X,X,X,O,X,X,O
