sequence,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je2/Iv?hFRbB/iBajBzgBUlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jex6Iv?hFygB2iB0fBziB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbBmdBKlBzgB0iBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbByiBmgB0iBTlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbBidBOlB8lBziBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hFibBmdB0iBRlB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jem7Iv?hFidBxfBziB0fB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je2/Iv?hFzbB/iBajBRlBUlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hF2gByiB0iBRlB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jex6Iv?hFehB/iBajB0fBTlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jei6Iv?hFzbBRlB3nBUlBmnBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hF2gBliBRlB8sB3qBisB
JOILSTZ,O,X,X,O,X,X,X,O,X,X,X,X
JOILSZT,O,X,X,O,X,X,X,O,O,X,X,X
JOILZTS,X,X,X,X,X,O,X,X,O,X,X,O
JOILZST,X,X,X,X,X,O,X,X,O,X,X,X
JOISTLZ,O,X,X,O,X,X,X,O,O,X,X,X
JOISTZL,O,X,X,O,X,X,X,O,X,X,X,X
JOISLTZ,O,X,X,O,X,X,X,O,X,X,X,X
JOISLZT,O,X,X,O,X,X,X,O,O,X,X,X
JOISZTL,X,X,X,O,X,X,X,X,X,X,X,O
JOISZLT,O,X,X,O,X,X,X,O,X,X,X,X
JOIZTLS,X,X,X,X,X,X,X,X,O,X,X,O
JOIZTSL,O,X,X,X,X,O,X,O,X,X,X,O
JOIZLTS,X,X,X,X,X,X,X,X,O,X,X,O
JOIZLST,X,X,X,X,X,O,X,X,O,X,X,X
JOIZSTL,X,X,X,X,X,O,X,X,X,X,X,O
JOIZSLT,O,X,X,X,X,O,X,O,X,X,X,X
JOLTISZ,O,X,X,O,X,X,X,X,X,X,X,X
JOLTIZS,X,X,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,O,X,X,X,X,X,X,X,X
JOLTSZI,O,X,O,O,X,X,X,X,X,X,X,X
JOLTZIS,X,X,O,X,X,X,X,X,X,X,X,X
JOLTZSI,X,X,O,O,X,X,X,X,X,X,X,X
JOLITSZ,O,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,X,X,X,X,X,X,X,O,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,O,X,X,X,X,O,X,X,X
JOLIZTS,X,X,X,X,X,X,X,X,O,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,O,X,X,X
JOLSTIZ,O,X,O,O,X,X,X,X,X,X,X,X
JOLSTZI,O,X,O,O,X,X,X,X,X,X,X,X
JOLSITZ,O,X,O,O,X,X,X,X,X,X,X,X
JOLSIZT,O,X,O,O,X,X,X,X,X,X,X,X
JOLSZTI,O,X,O,O,X,X,X,X,X,X,X,X
JOLSZIT,O,X,O,O,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,X,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,O,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,O,O,X,X,X,X,X,X,X,X
JOLZSIT,X,X,O,O,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,O,X,X,X,X,X,X,X,X
JOSTIZL,O,X,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,X,O,X,X,X,X,X,X,X,X
JOSTLZI,O,X,X,O,X,X,X,X,X,X,X,X
JOSTZIL,O,X,X,O,X,X,X,X,X,X,X,X
JOSTZLI,O,X,X,O,X,X,X,X,X,X,X,X
JOSITLZ,O,X,X,O,X,X,X,O,X,X,X,X
JOSITZL,O,X,X,O,X,X,X,X,X,X,X,X
JOSILTZ,O,X,X,O,X,X,X,O,X,X,X,X
JOSILZT,O,X,X,O,X,X,X,O,X,X,X,X
JOSIZTL,X,X,X,O,X,X,X,X,X,X,X,X
JOSIZLT,O,X,X,O,X,X,X,O,X,X,X,X
JOSLTIZ,O,X,X,O,X,X,X,X,X,X,X,X
JOSLTZI,O,X,X,O,X,X,X,X,X,X,X,X
JOSLITZ,O,X,X,O,X,X,X,O,X,X,X,X
JOSLIZT,O,X,X,O,X,X,X,O,X,X,X,X
JOSLZTI,O,O,X,O,X,X,X,X,X,O,X,X
JOSLZIT,O,O,X,O,X,X,X,X,X,O,X,X
JOSZTIL,O,X,X,O,X,X,X,X,X,X,X,X
JOSZTLI,O,X,X,O,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,O,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,O,X,X,X,X,X,O,X,X
JOSZLTI,O,O,X,O,X,X,X,X,X,O,X,X
JOSZLIT,O,O,X,O,X,X,X,X,X,O,X,X
JOZTILS,O,X,X,X,X,X,X,X,X,X,X,O
JOZTISL,O,X,X,X,X,O,X,X,X,O,X,O
JOZTLIS,O,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,X,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,X,X,X,X,O,X,X
JOZTSLI,O,X,X,O,X,X,X,X,X,O,X,X
JOZITLS,O,X,X,X,X,X,X,X,X,X,X,O
JOZITSL,O,X,X,X,X,O,X,X,X,O,X,O
JOZILTS,O,O,X,X,X,X,X,X,X,X,X,O
JOZILST,O,X,O,X,X,O,X,X,X,X,X,X
JOZISTL,O,X,X,X,X,O,X,X,X,X,X,O
JOZISLT,O,X,X,X,X,O,X,X,X,O,X,X
JOZLTIS,O,O,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,O,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,O,X,X,O,X,X,X,X,X,X
JOZLSTI,O,O,O,O,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,O,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,O,X,X,X,X,X,X,X,X
JOZSTLI,O,X,X,O,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,O,X,O,X,X,X,X,X,X
JOZSILT,O,O,X,O,X,O,X,X,X,O,X,X
JOZSLTI,O,O,O,O,X,X,X,X,X,O,X,X
JOZSLIT,O,O,O,O,X,X,X,X,X,O,X,X
STILJZO,O,O,O,O,O,X,X,O,X,O,O,X
STILJOZ,O,X,X,O,O,X,O,O,O,X,X,X
STILZJO,O,O,O,X,O,O,X,O,X,O,O,X
STILZOJ,O,O,O,X,O,O,X,O,X,O,O,X
STILOJZ,O,X,O,O,O,X,O,O,O,X,X,X
STILOZJ,O,X,O,X,O,O,O,O,X,X,X,X
STIJLZO,O,O,X,O,O,X,X,O,X,O,O,X
STIJLOZ,O,X,X,O,O,X,O,O,O,X,X,X
STIJZLO,O,O,O,O,X,X,X,O,X,O,O,X
STIJZOL,O,O,O,X,X,X,O,O,X,O,O,X
STIJOLZ,O,X,X,O,O,X,O,O,O,X,X,X
STIJOZL,O,X,X,X,X,X,O,O,X,X,X,X
STIZLJO,O,O,O,X,O,O,X,O,X,O,O,X
STIZLOJ,O,O,O,X,O,O,X,O,X,O,O,X
STIZJLO,O,O,O,X,O,O,X,O,X,O,O,X
STIZJOL,O,O,O,X,O,O,O,O,X,O,O,X
STIZOLJ,O,O,X,X,O,O,O,O,X,O,O,X
STIZOJL,O,O,O,X,O,O,O,O,X,O,O,X
STIOLJZ,O,X,X,O,O,X,O,O,O,X,X,X
STIOLZJ,O,X,X,X,O,O,O,O,X,X,X,X
STIOJLZ,O,X,X,O,O,X,O,O,O,X,X,X
STIOJZL,O,X,X,O,X,X,O,O,X,X,X,X
STIOZLJ,O,X,X,X,O,O,O,O,X,X,X,X
STIOZJL,O,X,O,X,O,O,O,O,X,X,X,X
STLIJZO,O,O,O,O,O,X,X,O,X,O,O,X
STLIJOZ,O,X,X,O,O,X,O,O,O,X,X,X
STLIZJO,O,O,O,X,O,X,X,O,X,O,O,X
STLIZOJ,O,O,O,X,O,X,X,O,X,O,O,X
STLIOJZ,O,X,O,O,O,X,O,O,O,X,X,X
STLIOZJ,O,X,O,X,O,X,O,O,X,X,X,X
STLJIZO,O,O,O,O,O,X,X,O,X,O,X,X
STLJIOZ,O,X,X,O,O,X,O,O,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,O,X,O,X,X
STLJZOI,O,O,O,O,O,X,X,X,X,O,X,X
STLJOIZ,O,X,O,O,X,X,O,O,X,X,X,X
STLJOZI,O,O,O,O,X,X,O,X,X,O,X,X
STLZIJO,O,O,O,X,O,X,X,O,X,O,X,X
STLZIOJ,O,O,O,X,O,X,X,O,X,O,X,X
STLZJIO,O,O,O,O,O,X,X,O,X,O,X,X
STLZJOI,O,O,O,O,O,X,X,X,X,O,X,X
STLZOIJ,O,O,O,X,O,X,X,X,X,O,X,X
STLZOJI,O,O,O,O,O,X,X,X,X,O,X,X
STLOIJZ,O,X,O,O,O,X,O,O,O,X,X,X
STLOIZJ,O,X,O,X,O,X,O,O,X,X,X,X
STLOJIZ,O,X,O,O,O,X,O,O,X,X,X,X
STLOJZI,O,O,O,O,O,X,O,X,X,O,X,X
STLOZIJ,O,O,O,X,O,X,O,X,X,O,X,X
STLOZJI,O,O,O,O,O,X,O,X,X,O,X,X
STJILZO,O,O,X,O,O,X,X,O,X,O,X,X
STJILOZ,O,X,X,O,O,X,O,O,X,X,X,X
STJIZLO,O,O,O,O,X,X,X,O,X,O,X,X
STJIZOL,O,O,O,X,X,X,O,O,X,O,X,X
STJIOLZ,O,X,X,O,O,X,O,O,X,X,X,X
STJIOZL,O,X,X,X,X,X,O,O,X,X,X,X
STJLIZO,O,O,O,O,O,X,X,O,X,O,X,X
STJLIOZ,O,X,X,O,O,X,O,O,X,X,X,X
STJLZIO,O,O,O,O,O,X,X,O,X,O,X,X
STJLZOI,O,O,O,O,O,X,X,X,X,O,X,X
STJLOIZ,O,X,O,O,X,X,O,O,X,X,X,X
STJLOZI,O,O,O,O,X,X,O,X,X,O,X,X
STJZILO,O,O,O,O,O,X,X,O,X,O,X,X
STJZIOL,O,O,O,X,O,X,O,O,X,O,X,X
STJZLIO,O,O,O,O,O,X,X,O,X,O,X,X
STJZLOI,O,O,O,O,O,X,X,X,X,O,X,X
STJZOIL,O,O,O,X,O,X,O,X,X,O,X,X
STJZOLI,O,O,O,X,O,X,O,X,X,O,X,X
STJOILZ,O,X,X,O,O,X,O,O,X,X,X,X
STJOIZL,O,X,X,O,X,X,O,O,X,X,X,X
STJOLIZ,O,X,X,O,O,X,O,O,X,X,X,X
STJOLZI,O,O,X,O,O,X,O,X,X,O,X,X
STJOZIL,O,O,X,O,O,X,O,X,X,O,X,X
STJOZLI,O,O,X,O,O,X,O,X,X,O,X,X
STZILJO,O,O,O,X,O,O,X,O,X,O,X,X
STZILOJ,O,O,O,X,O,O,X,O,X,O,X,X
STZIJLO,O,O,O,X,O,O,X,O,X,O,X,X
STZIJOL,O,O,O,X,O,O,O,O,X,O,X,X
STZIOLJ,O,O,X,X,O,O,O,O,X,O,X,X
STZIOJL,O,O,O,X,O,O,O,O,X,O,X,X
STZLIJO,O,O,O,X,O,X,X,O,X,O,X,X
STZLIOJ,O,O,O,X,O,X,X,O,X,O,X,X
STZLJIO,O,O,O,O,O,X,X,O,X,O,X,X
STZLJOI,O,O,O,O,O,X,X,X,X,O,X,X
STZLOIJ,O,O,O,X,O,X,X,X,X,O,X,X
STZLOJI,O,O,O,O,O,X,X,X,X,O,X,X
STZJILO,O,O,O,O,O,O,X,O,X,O,X,X
STZJIOL,O,O,O,X,O,O,O,O,X,O,X,X
STZJLIO,O,O,O,O,O,X,X,O,X,O,X,X
STZJLOI,O,O,O,O,O,X,X,X,X,O,X,X
STZJOIL,O,O,O,X,O,O,O,X,X,O,X,X
STZJOLI,O,O,O,X,O,X,O,X,X,O,X,X
STZOILJ,O,O,X,X,O,O,O,X,X,O,X,X
STZOIJL,O,O,O,X,O,O,O,X,X,O,X,X
STZOLIJ,O,O,O,X,O,X,O,X,X,O,X,X
STZOLJI,O,O,O,O,O,X,O,X,X,O,X,X
STZOJIL,O,O,O,O,O,O,O,X,X,O,X,X
STZOJLI,O,O,O,O,O,X,O,X,X,O,X,X
STOILJZ,O,X,X,O,O,X,O,O,O,X,X,X
STOILZJ,O,X,X,X,O,O,O,O,X,X,X,X
STOIJLZ,O,X,X,O,O,X,O,O,O,X,X,X
STOIJZL,O,X,X,O,X,X,O,O,X,X,X,X
STOIZLJ,O,X,X,X,O,O,O,O,X,X,X,X
STOIZJL,O,X,O,X,O,O,O,O,X,X,X,X
STOLIJZ,O,X,O,O,O,X,O,O,O,X,X,X
STOLIZJ,O,X,O,X,O,X,O,O,X,X,X,X
STOLJIZ,O,X,O,O,O,X,O,O,X,X,X,X
STOLJZI,O,O,O,O,O,X,O,X,X,O,X,X
STOLZIJ,O,O,O,X,O,X,O,X,X,O,X,X
STOLZJI,O,O,O,O,O,X,O,X,X,O,X,X
STOJILZ,O,X,X,O,O,X,O,O,X,X,X,X
STOJIZL,O,X,X,O,X,X,O,O,X,X,X,X
STOJLIZ,O,X,X,O,O,X,O,O,X,X,X,X
STOJLZI,O,O,X,O,O,X,O,X,X,O,X,X
STOJZIL,O,O,X,O,O,X,O,X,X,O,X,X
STOJZLI,O,O,X,O,O,X,O,X,X,O,X,X
STOZILJ,O,O,X,X,O,O,O,X,X,O,X,X
STOZIJL,O,O,O,X,O,O,O,X,X,O,X,X
STOZLIJ,O,O,O,X,O,X,O,X,X,O,X,X
STOZLJI,O,O,O,O,O,X,O,X,X,O,X,X
STOZJIL,O,O,O,O,O,O,O,X,X,O,X,X
STOZJLI,O,O,O,O,O,X,O,X,X,O,X,X
SITLJZO,X,O,O,O,O,X,X,O,X,X,O,X
SITLJOZ,X,X,X,O,O,X,O,O,O,X,X,X
SITLZJO,X,O,O,X,O,O,X,O,X,X,O,X
SITLZOJ,X,O,O,X,O,O,X,O,X,X,O,X
SITLOJZ,X,X,O,O,O,X,O,O,O,X,X,X
SITLOZJ,X,X,O,X,O,O,O,O,X,X,X,X
SITJLZO,X,O,X,O,O,X,X,O,X,X,O,X
SITJLOZ,X,X,X,O,O,X,O,O,O,X,X,X
SITJZLO,X,O,O,O,X,X,X,O,X,X,O,X
SITJZOL,X,O,O,X,X,X,O,O,X,X,O,X
SITJOLZ,X,X,X,O,O,X,O,O,O,X,X,X
SITJOZL,X,X,X,X,X,X,O,O,X,X,X,X
SITZLJO,X,O,O,X,O,O,X,O,X,X,O,X
SITZLOJ,X,O,O,X,O,O,X,O,X,X,O,X
SITZJLO,X,O,O,X,O,O,X,O,X,X,O,X
SITZJOL,X,O,O,X,O,O,O,O,X,X,O,X
SITZOLJ,X,O,X,X,O,O,O,O,X,X,O,X
SITZOJL,X,O,O,X,O,O,O,O,X,X,O,X
SITOLJZ,X,X,X,O,O,X,O,O,O,X,X,X
SITOLZJ,X,X,X,X,O,O,O,O,X,X,X,X
SITOJLZ,X,X,X,O,O,X,O,O,O,X,X,X
SITOJZL,X,X,X,O,X,X,O,O,X,X,X,X
SITOZLJ,X,X,X,X,O,O,O,O,X,X,X,X
SITOZJL,X,X,O,X,O,O,O,O,X,X,X,X
SILTJZO,X,O,O,X,O,X,X,X,X,X,O,X
SILTJOZ,X,X,X,X,O,X,O,O,X,X,X,X
SILTZJO,X,O,O,X,O,O,X,X,X,X,O,X
SILTZOJ,X,O,O,X,O,O,X,X,X,X,O,X
SILTOJZ,X,X,O,X,O,X,O,O,X,X,X,X
SILTOZJ,X,X,O,X,O,O,O,X,X,X,X,X
SILJTZO,O,X,O,O,O,X,X,X,X,X,O,X
SILJTOZ,O,X,X,X,O,X,O,O,X,X,X,X
SILJZTO,O,O,O,O,O,X,X,X,X,O,O,X
SILJZOT,O,O,O,O,O,X,X,O,X,O,O,X
SILJOTZ,O,X,X,O,X,X,X,O,X,X,X,X
SILJOZT,O,X,X,O,X,X,X,O,O,X,O,X
SILZTJO,X,O,O,X,O,X,X,X,X,O,O,X
SILZTOJ,X,O,O,X,O,X,X,X,X,X,O,X
SILZJTO,O,O,O,X,O,X,X,X,X,O,O,X
SILZJOT,O,O,O,X,O,O,X,O,X,O,O,X
SILZOTJ,O,O,O,X,O,X,X,X,X,X,O,X
SILZOJT,O,O,O,X,O,O,X,O,X,O,O,X
SILOTJZ,O,X,O,X,O,X,X,O,X,X,X,X
SILOTZJ,X,X,O,X,O,O,X,X,X,X,X,X
SILOJTZ,O,X,O,O,X,X,X,O,X,X,X,X
SILOJZT,O,X,O,O,X,X,X,O,O,X,O,X
SILOZTJ,X,X,O,X,O,X,X,X,X,X,O,X
SILOZJT,O,X,O,X,O,O,X,O,X,X,O,X
SIJTLZO,O,X,X,O,O,X,X,O,X,X,O,X
SIJTLOZ,O,X,X,O,O,X,O,O,O,X,X,X
SIJTZLO,X,X,O,O,X,X,X,O,X,X,O,X
SIJTZOL,X,X,O,X,X,X,O,O,X,X,O,X
SIJTOLZ,X,X,X,O,O,X,O,O,O,X,X,X
SIJTOZL,X,X,X,X,X,X,O,O,X,X,X,X
SIJLTZO,O,X,X,O,O,X,X,X,X,X,O,X
SIJLTOZ,O,X,X,O,O,X,O,O,X,X,X,X
SIJLZTO,O,O,X,O,O,X,X,X,X,O,O,X
SIJLZOT,O,O,X,O,O,X,X,O,X,O,O,X
SIJLOTZ,O,X,X,O,X,X,X,O,X,X,X,X
SIJLOZT,O,X,X,O,X,X,X,O,O,X,O,X
SIJZTLO,O,O,O,O,X,X,X,X,X,O,O,X
SIJZTOL,X,X,X,X,X,X,O,X,X,X,O,O
SIJZLTO,O,O,O,O,X,X,X,X,X,O,O,X
SIJZLOT,O,O,O,O,X,X,X,O,X,O,O,X
SIJZOTL,O,X,X,X,X,X,X,X,X,X,O,O
SIJZOLT,O,O,O,X,X,X,X,O,X,O,O,X
SIJOTLZ,O,X,X,O,X,X,O,O,O,X,X,X
SIJOTZL,X,X,X,X,X,X,O,O,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,O,X,X,X,X
SIJOLZT,O,X,X,O,X,X,X,O,O,X,O,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,O,O
SIJOZLT,O,X,X,X,X,X,X,O,X,X,O,X
SIZTLJO,X,O,O,X,O,O,X,X,X,O,O,X
SIZTLOJ,X,O,X,X,O,O,X,X,X,X,O,X
SIZTJLO,X,O,O,X,O,O,X,X,X,O,O,X
SIZTJOL,X,O,O,X,O,O,O,X,X,X,O,O
SIZTOLJ,X,O,X,X,O,O,O,X,X,X,O,X
SIZTOJL,X,O,O,X,O,O,O,X,X,X,O,O
SIZLTJO,X,O,O,X,O,O,X,X,X,O,O,X
SIZLTOJ,X,O,X,X,O,O,X,X,X,X,O,X
SIZLJTO,O,O,O,X,O,O,X,X,X,O,O,X
SIZLJOT,O,O,O,X,O,O,X,O,X,O,O,X
SIZLOTJ,O,O,O,X,O,O,X,X,X,X,O,X
SIZLOJT,O,O,O,X,O,O,X,O,X,O,O,X
SIZJTLO,O,O,O,X,O,O,X,X,X,O,O,X
SIZJTOL,X,O,X,X,O,O,O,X,X,X,O,O
SIZJLTO,O,O,O,X,O,O,X,X,X,O,O,X
SIZJLOT,O,O,O,X,O,O,X,O,X,O,O,X
SIZJOTL,O,X,X,X,O,O,X,X,X,X,O,O
SIZJOLT,O,O,O,X,O,O,X,O,X,O,O,X
SIZOTLJ,O,O,X,X,O,O,X,X,X,X,O,X
SIZOTJL,O,O,X,X,O,O,X,X,X,X,O,O
SIZOLTJ,O,O,X,X,O,O,X,X,X,X,O,X
SIZOLJT,O,O,X,X,O,O,X,O,X,O,O,X
SIZOJTL,O,X,X,X,X,O,X,X,X,X,O,O
SIZOJLT,O,O,O,X,X,O,X,O,X,O,O,X
SIOTLJZ,O,X,X,O,O,X,O,O,O,X,X,X
SIOTLZJ,X,X,X,X,O,O,O,O,X,X,X,X
SIOTJLZ,O,X,X,O,O,X,O,O,O,X,X,X
SIOTJZL,X,X,X,O,X,X,O,O,X,X,X,X
SIOTZLJ,X,X,X,X,O,O,O,O,X,X,X,X
SIOTZJL,X,X,O,X,X,O,O,O,X,X,X,X
SIOLTJZ,O,X,X,X,O,X,X,O,X,X,X,X
SIOLTZJ,X,X,X,X,O,O,X,X,X,X,X,X
SIOLJTZ,O,X,X,O,X,X,X,O,X,X,X,X
SIOLJZT,O,X,X,O,X,X,X,O,O,X,O,X
SIOLZTJ,X,X,X,X,O,X,X,X,X,X,O,X
SIOLZJT,O,X,X,X,O,O,X,O,X,X,O,X
SIOJTLZ,O,X,X,O,X,X,O,O,O,X,X,X
SIOJTZL,X,X,X,O,X,X,O,O,X,X,X,X
SIOJLTZ,O,X,X,O,X,X,X,O,X,X,X,X
SIOJLZT,O,X,X,O,X,X,X,O,O,X,O,X
SIOJZTL,X,X,X,O,X,X,X,X,X,X,O,O
SIOJZLT,O,X,X,O,X,X,X,O,X,X,O,X
SIOZTLJ,X,X,X,X,X,O,X,X,X,X,O,X
SIOZTJL,X,X,X,X,X,O,X,X,X,X,O,O
SIOZLTJ,X,X,X,X,X,O,X,X,X,X,O,X
SIOZLJT,O,X,X,X,X,O,X,O,X,X,O,X
SIOZJTL,X,X,X,X,X,O,X,X,X,X,O,O
SIOZJLT,O,X,O,X,X,O,X,O,X,X,O,X
SLTIJZO,X,O,O,O,O,X,X,X,X,X,O,X
SLTIJOZ,X,X,X,O,O,X,O,O,X,X,X,X
SLTIZJO,X,O,O,X,O,X,X,X,X,X,O,X
SLTIZOJ,X,O,O,X,O,X,X,X,X,X,O,X
SLTIOJZ,X,X,O,O,O,X,O,O,X,X,X,X
SLTIOZJ,X,X,O,X,O,X,O,X,X,X,X,X
SLTJIZO,O,O,O,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,O,O,X,O,O,X,X,X,X
SLTJZIO,O,O,O,O,O,X,X,X,X,O,X,X
SLTJZOI,O,O,O,O,O,X,X,X,X,O,X,X
SLTJOIZ,O,X,O,O,X,X,O,X,X,X,X,X
SLTJOZI,O,O,O,O,X,X,O,X,X,X,X,X
SLTZIJO,X,O,O,X,O,X,X,X,X,O,X,X
SLTZIOJ,X,O,O,X,O,X,X,X,X,X,X,X
SLTZJIO,O,O,O,O,O,X,X,X,X,O,X,X
SLTZJOI,O,O,O,O,O,X,X,X,X,O,X,X
SLTZOIJ,O,O,O,X,O,X,X,X,X,X,X,X
SLTZOJI,O,O,O,O,O,X,X,X,X,X,X,X
SLTOIJZ,O,X,O,O,O,X,O,X,X,X,X,X
SLTOIZJ,X,X,O,X,O,X,O,X,X,X,X,X
SLTOJIZ,O,X,O,O,O,X,O,X,X,X,X,X
SLTOJZI,O,O,O,O,O,X,O,X,X,X,X,X
SLTOZIJ,X,O,O,X,O,X,O,X,X,X,X,X
SLTOZJI,X,O,O,O,O,X,O,X,X,X,X,X
SLITJZO,X,O,O,X,O,X,X,X,X,X,O,X
SLITJOZ,X,X,X,X,O,X,O,O,X,X,X,X
SLITZJO,X,O,O,X,O,X,X,X,X,X,O,X
SLITZOJ,X,O,O,X,O,X,X,X,X,X,O,X
SLITOJZ,X,X,O,X,O,X,O,O,X,X,X,X
SLITOZJ,X,X,O,X,O,X,O,X,X,X,X,X
SLIJTZO,O,X,O,O,O,X,X,X,X,X,O,X
SLIJTOZ,O,X,X,X,O,X,O,O,X,X,X,X
SLIJZTO,O,O,O,O,O,X,X,X,X,O,O,X
SLIJZOT,O,O,O,O,O,X,X,O,X,O,O,X
SLIJOTZ,O,X,X,O,X,X,X,O,X,X,X,X
SLIJOZT,O,X,X,O,X,X,X,O,O,X,O,X
SLIZTJO,X,O,O,X,O,X,X,X,X,O,O,X
SLIZTOJ,X,O,O,X,O,X,X,X,X,X,O,X
SLIZJTO,O,O,O,X,O,X,X,X,X,O,O,X
SLIZJOT,O,O,O,X,O,X,X,O,X,O,O,X
SLIZOTJ,O,O,O,X,O,X,X,X,X,X,O,X
SLIZOJT,O,O,O,X,O,X,X,O,X,O,O,X
SLIOTJZ,O,X,O,X,O,X,X,O,X,X,X,X
SLIOTZJ,X,X,O,X,O,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,O,X,X,X,O,X,X,X,X
SLIOJZT,O,X,O,O,X,X,X,O,O,X,O,X
SLIOZTJ,X,X,O,X,O,X,X,X,X,X,O,X
SLIOZJT,O,X,O,X,O,X,X,O,X,X,O,X
SLJTIZO,O,O,O,O,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
SLJTZIO,O,O,O,O,X,X,X,X,X,O,X,X
SLJTZOI,O,O,O,O,X,X,X,X,X,O,X,X
SLJTOIZ,O,X,O,O,X,X,O,X,X,X,X,X
SLJTOZI,O,O,O,O,X,X,O,X,X,X,X,X
SLJITZO,O,X,O,O,O,X,X,X,X,X,O,X
SLJITOZ,O,X,X,O,O,X,O,O,X,X,X,X
SLJIZTO,O,O,O,O,O,X,X,X,X,O,O,X
SLJIZOT,O,O,O,O,O,X,X,O,X,O,O,X
SLJIOTZ,O,X,X,O,X,X,X,O,X,X,X,X
SLJIOZT,O,X,X,O,X,X,X,O,X,X,O,X
SLJZTIO,O,O,O,O,O,X,X,X,X,O,X,X
SLJZTOI,O,O,O,O,X,X,X,X,X,O,X,X
SLJZITO,O,O,O,O,O,X,X,X,X,O,X,X
SLJZIOT,O,O,O,O,O,X,X,O,X,O,X,X
SLJZOTI,O,O,O,O,X,X,X,X,X,O,X,X
SLJZOIT,O,O,O,O,O,X,X,X,X,O,X,X
SLJOTIZ,O,X,O,O,X,X,X,X,X,X,X,X
SLJOTZI,O,X,O,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,O,O,X,X,X,O,X,X,X,X
SLJOIZT,O,X,O,O,X,X,X,O,X,X,X,X
SLJOZTI,O,O,O,O,X,X,X,X,X,O,X,X
SLJOZIT,O,O,O,O,X,X,X,X,X,O,X,X
SLZTIJO,X,O,O,X,O,X,X,X,X,O,X,X
SLZTIOJ,X,O,O,X,O,X,X,X,X,X,X,X
SLZTJIO,O,O,O,X,O,X,X,X,X,O,X,X
SLZTJOI,O,O,O,X,O,X,X,X,X,O,X,X
SLZTOIJ,O,O,O,X,O,X,X,X,X,X,X,X
SLZTOJI,O,O,O,X,O,X,X,X,X,X,X,X
SLZITJO,X,O,O,X,O,X,X,X,X,O,O,X
SLZITOJ,X,O,O,X,O,X,X,X,X,X,O,X
SLZIJTO,O,O,O,X,O,X,X,X,X,O,O,X
SLZIJOT,O,O,O,X,O,X,X,O,X,O,O,X
SLZIOTJ,O,O,O,X,O,X,X,X,X,X,O,X
SLZIOJT,O,O,O,X,O,X,X,O,X,O,O,X
SLZJTIO,O,O,O,O,O,X,X,X,X,O,X,X
SLZJTOI,O,O,O,O,O,X,X,X,X,O,X,X
SLZJITO,O,O,O,O,O,X,X,X,X,O,X,X
