sequence,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFzgBfnBxiBGoBFr?BUtB,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFFhB8mBziB5oBfr?BmsB,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFRhBGjBfrB0mBln?BTtB,v115@9gA8IeB8HeB8HeD8AeC8LeFAJvhFXhBxiBzmBStBmq?BUtB,v115@9gA8IeB8HeB8HeD8AeC8LeRAJvhF3hBTlBlnBctBir?BGtB,v115@9gA8IeB8HeB8HeD8AeC8LeUAJvhFRhBSoBlmB3nBmq?BTtB,v115@9gA8IeB8HeB8HeD8AeC8LeFAJvhFxhB3lBcrBTnBOt?B6tB
ZOSTILJ,O,O,O,X,O,O,O
ZOSTIJL,O,O,O,X,X,X,O
ZOSTLIJ,O,O,O,X,O,O,O
ZOSTLJI,O,O,O,X,O,O,O
ZOSTJIL,O,O,O,X,X,X,O
ZOSTJLI,O,O,O,X,O,X,O
ZOSITLJ,O,O,O,X,X,O,O
ZOSITJL,O,O,O,X,X,X,O
ZOSILTJ,O,O,O,X,O,X,O
ZOSILJT,X,O,O,X,O,X,O
ZOSIJTL,X,O,O,O,X,X,O
ZOSIJLT,X,O,O,X,X,X,O
ZOSLTIJ,O,O,O,X,O,O,O
ZOSLTJI,O,O,O,X,O,O,O
ZOSLITJ,O,O,O,X,O,X,O
ZOSLIJT,X,O,O,O,O,X,O
ZOSLJTI,O,O,O,O,O,O,O
ZOSLJIT,O,O,O,O,O,X,O
ZOSJTIL,O,O,O,O,X,O,O
ZOSJTLI,O,O,O,O,X,O,O
ZOSJITL,O,O,O,O,X,O,O
ZOSJILT,O,O,O,X,X,X,O
ZOSJLTI,O,O,O,O,X,O,O
ZOSJLIT,O,O,O,O,X,X,O
OTILJSZ,X,X,O,O,X,O,X
OTILJZS,X,X,O,O,X,O,X
OTILSJZ,O,X,O,O,X,X,X
OTILSZJ,O,X,O,X,O,O,X
OTILZJS,O,X,O,O,O,O,X
OTILZSJ,O,X,X,X,O,O,X
OTIJLSZ,X,X,O,O,X,O,X
OTIJLZS,X,X,O,O,X,O,X
OTIJSLZ,X,X,O,O,X,O,X
OTIJSZL,X,X,O,O,X,O,O
OTIJZLS,X,X,O,X,X,O,X
OTIJZSL,X,X,X,O,X,O,O
OTISLJZ,O,X,O,X,X,X,X
OTISLZJ,O,X,O,X,X,O,X
OTISJLZ,O,X,O,O,X,X,X
OTISJZL,X,X,O,O,X,X,O
OTISZLJ,O,X,O,X,X,O,O
OTISZJL,O,X,O,X,X,X,O
OTIZLJS,O,X,O,X,O,O,X
OTIZLSJ,O,X,X,X,O,O,X
OTIZJLS,O,X,O,X,X,O,X
OTIZJSL,O,X,X,O,X,X,O
OTIZSLJ,O,X,X,X,X,O,O
OTIZSJL,O,X,X,X,X,X,O
OTLIJSZ,X,X,O,O,X,O,X
OTLIJZS,X,X,O,O,X,O,X
OTLISJZ,O,X,O,O,X,X,X
OTLISZJ,O,X,O,X,O,O,X
OTLIZJS,O,X,O,O,O,O,X
OTLIZSJ,O,X,X,X,O,O,X
OTLJISZ,X,X,O,O,X,O,X
OTLJIZS,X,X,O,O,X,O,X
OTLJSIZ,O,X,O,O,X,O,X
OTLJSZI,O,X,O,O,X,O,O
OTLJZIS,O,X,O,O,X,O,X
OTLJZSI,O,X,O,O,X,O,X
OTLSIJZ,O,X,O,O,X,X,X
OTLSIZJ,O,X,O,X,O,O,X
OTLSJIZ,O,X,O,O,X,O,X
OTLSJZI,O,X,O,O,X,O,O
OTLSZIJ,O,X,O,X,O,O,O
OTLSZJI,O,X,O,X,O,O,O
OTLZIJS,O,X,O,O,O,O,X
OTLZISJ,O,X,X,X,O,O,X
OTLZJIS,O,X,O,O,O,O,X
OTLZJSI,O,X,O,O,O,O,X
OTLZSIJ,O,X,O,X,O,O,X
OTLZSJI,O,X,O,X,O,O,X
OTJILSZ,X,X,O,O,X,O,X
OTJILZS,X,X,O,O,X,O,X
OTJISLZ,X,X,O,O,X,O,X
OTJISZL,X,X,O,O,X,O,O
OTJIZLS,X,X,O,X,X,O,X
OTJIZSL,X,X,X,O,X,O,O
OTJLISZ,X,X,O,O,X,O,X
OTJLIZS,X,X,O,O,X,O,X
OTJLSIZ,O,X,O,O,X,O,X
OTJLSZI,O,X,O,O,X,O,O
OTJLZIS,O,X,O,O,X,O,X
OTJLZSI,O,X,O,O,X,O,X
OTJSILZ,O,X,O,O,X,O,X
OTJSIZL,X,X,O,O,X,O,O
OTJSLIZ,O,X,O,O,X,O,X
OTJSLZI,O,X,O,O,X,O,O
OTJSZIL,O,X,O,O,X,O,O
OTJSZLI,O,X,O,O,X,O,O
OTJZILS,O,X,O,X,X,O,X
OTJZISL,O,X,X,O,X,O,O
OTJZLIS,O,X,O,O,X,O,X
OTJZLSI,O,X,O,O,X,O,X
OTJZSIL,O,X,O,O,X,O,O
OTJZSLI,O,X,O,O,X,O,O
OTSILJZ,O,X,O,X,X,X,X
OTSILZJ,O,X,O,X,X,O,X
OTSIJLZ,O,X,O,O,X,X,X
OTSIJZL,X,X,O,O,X,X,O
OTSIZLJ,O,X,O,X,X,O,O
OTSIZJL,O,X,O,X,X,X,O
OTSLIJZ,O,X,O,O,X,X,X
OTSLIZJ,O,X,O,X,X,O,X
OTSLJIZ,O,X,O,O,X,O,X
OTSLJZI,O,X,O,O,X,O,O
OTSLZIJ,O,X,O,X,X,O,O
OTSLZJI,O,X,O,X,X,O,O
OTSJILZ,O,X,O,O,X,O,X
OTSJIZL,X,X,O,O,X,O,O
OTSJLIZ,O,X,O,O,X,O,X
OTSJLZI,O,X,O,O,X,O,O
OTSJZIL,O,X,O,O,X,O,O
OTSJZLI,O,X,O,O,X,O,O
OTSZILJ,O,X,O,X,X,O,O
OTSZIJL,O,X,O,X,X,X,O
OTSZLIJ,O,X,O,X,X,O,O
OTSZLJI,O,X,O,X,X,O,O
OTSZJIL,O,X,O,X,X,X,O
OTSZJLI,O,X,O,X,X,X,O
OTZILJS,O,X,O,X,O,O,X
OTZILSJ,O,X,X,X,O,O,X
OTZIJLS,O,X,O,X,X,O,X
OTZIJSL,O,X,X,O,X,X,O
OTZISLJ,O,X,X,X,O,O,O
OTZISJL,O,X,X,X,X,X,O
OTZLIJS,O,X,O,O,O,O,X
OTZLISJ,O,X,X,X,O,O,X
OTZLJIS,O,X,O,O,O,O,X
OTZLJSI,O,X,O,O,O,O,X
OTZLSIJ,O,X,O,X,O,O,X
OTZLSJI,O,X,O,X,O,O,X
OTZJILS,O,X,O,X,X,O,X
OTZJISL,O,X,X,O,X,O,O
OTZJLIS,O,X,O,O,O,O,X
OTZJLSI,O,X,O,O,O,O,X
OTZJSIL,O,X,O,O,X,O,O
OTZJSLI,O,X,O,O,O,O,O
OTZSILJ,O,X,O,X,O,O,O
OTZSIJL,O,X,O,X,X,X,O
OTZSLIJ,O,X,O,X,O,O,O
OTZSLJI,O,X,O,X,O,O,O
OTZSJIL,O,X,O,X,X,X,O
OTZSJLI,O,X,O,X,O,X,O
OITLJSZ,X,X,O,O,X,O,X
OITLJZS,X,X,O,O,X,O,X
OITLSJZ,X,X,O,O,X,X,X
OITLSZJ,X,X,O,X,O,O,X
OITLZJS,X,X,O,O,O,O,X
OITLZSJ,X,X,X,X,O,O,X
OITJLSZ,X,X,O,O,X,O,X
OITJLZS,X,X,O,O,X,O,X
OITJSLZ,X,X,O,O,X,O,X
OITJSZL,X,X,O,O,X,O,O
OITJZLS,X,X,O,X,X,O,X
OITJZSL,X,X,X,O,X,O,O
OITSLJZ,X,X,O,X,X,X,X
OITSLZJ,X,X,O,X,X,O,X
OITSJLZ,X,X,O,O,X,X,X
OITSJZL,X,X,O,O,X,X,O
OITSZLJ,X,X,O,X,X,O,O
OITSZJL,X,X,O,X,X,X,O
OITZLJS,X,X,O,X,O,O,X
OITZLSJ,X,X,X,X,O,O,X
OITZJLS,X,X,O,X,X,O,X
OITZJSL,X,X,X,O,X,X,O
OITZSLJ,X,X,X,X,X,O,O
OITZSJL,X,X,X,X,X,X,O
OILTJSZ,X,X,O,O,X,O,X
OILTJZS,X,X,O,O,X,O,X
OILTSJZ,X,X,O,O,X,X,X
OILTSZJ,X,X,O,X,O,O,X
OILTZJS,X,X,O,O,O,O,X
OILTZSJ,X,X,X,X,O,O,X
OILJTSZ,X,O,O,O,X,O,X
OILJTZS,X,O,O,O,X,O,X
OILJSTZ,X,O,O,O,X,X,X
OILJSZT,X,O,O,O,O,X,X
OILJZTS,X,O,X,O,O,O,X
OILJZST,X,O,X,O,O,X,O
OILSTJZ,X,X,O,O,X,X,X
OILSTZJ,X,O,O,X,O,X,X
OILSJTZ,X,O,O,O,X,X,X
OILSJZT,X,O,O,O,O,X,X
OILSZTJ,X,O,O,X,O,X,X
OILSZJT,X,O,O,O,O,X,X
OILZTJS,X,X,X,O,O,O,X
OILZTSJ,X,X,X,X,O,O,X
OILZJTS,X,O,X,O,O,O,X
OILZJST,X,O,X,O,O,X,O
OILZSTJ,X,O,X,X,O,X,O
OILZSJT,X,O,X,O,O,X,O
OIJTLSZ,X,O,O,O,X,O,X
OIJTLZS,X,O,O,O,X,O,X
OIJTSLZ,X,O,O,O,X,O,X
OIJTSZL,X,O,O,O,X,O,O
OIJTZLS,X,O,O,X,X,O,X
OIJTZSL,X,O,X,O,X,O,O
OIJLTSZ,X,O,O,O,X,O,X
OIJLTZS,X,O,O,O,X,O,X
OIJLSTZ,X,O,O,O,X,X,X
OIJLSZT,X,O,O,O,O,X,X
OIJLZTS,X,O,X,O,O,O,X
OIJLZST,X,O,X,O,O,X,O
OIJSTLZ,X,O,O,O,X,X,X
OIJSTZL,X,O,O,O,X,X,O
OIJSLTZ,X,O,O,O,X,X,X
OIJSLZT,X,O,O,O,X,X,X
OIJSZTL,X,O,O,O,X,X,O
OIJSZLT,X,O,O,X,X,X,O
OIJZTLS,X,O,X,X,X,O,X
OIJZTSL,X,O,X,O,X,O,O
OIJZLTS,X,O,X,X,O,O,X
OIJZLST,X,O,X,X,O,X,O
OIJZSTL,X,O,X,O,X,O,O
OIJZSLT,X,O,X,X,X,X,O
OISTLJZ,X,X,O,X,X,X,X
OISTLZJ,X,O,O,X,X,X,X
OISTJLZ,X,X,O,O,X,X,X
OISTJZL,X,X,O,O,X,X,O
OISTZLJ,X,O,O,X,X,X,O
OISTZJL,X,O,O,X,X,X,O
OISLTJZ,X,X,O,O,X,X,X
OISLTZJ,X,O,O,X,O,X,X
OISLJTZ,X,O,O,O,X,X,X
OISLJZT,X,O,O,O,O,X,X
OISLZTJ,X,O,O,X,O,X,X
OISLZJT,X,O,O,O,O,X,X
OISJTLZ,X,O,O,O,X,X,X
OISJTZL,X,O,O,O,X,X,O
OISJLTZ,X,O,O,O,X,X,X
OISJLZT,X,O,O,O,X,X,X
OISJZTL,X,O,O,O,X,X,O
OISJZLT,X,O,O,X,X,X,O
OISZTLJ,X,O,O,X,X,X,O
OISZTJL,X,O,O,X,X,X,O
OISZLTJ,X,O,O,X,O,X,O
OISZLJT,X,O,O,X,O,X,O
OISZJTL,X,O,O,O,X,X,O
OISZJLT,X,O,O,X,X,X,O
OIZTLJS,X,X,X,X,O,O,X
OIZTLSJ,X,X,X,X,O,O,X
OIZTJLS,X,X,X,X,X,O,X
OIZTJSL,X,X,X,O,X,X,O
OIZTSLJ,X,X,X,X,O,O,O
OIZTSJL,X,X,X,X,X,X,O
OIZLTJS,X,X,X,X,O,O,X
OIZLTSJ,X,X,X,X,O,O,X
OIZLJTS,X,O,X,X,O,O,X
OIZLJST,X,O,X,X,O,X,O
OIZLSTJ,X,O,X,X,O,X,O
OIZLSJT,X,O,X,X,O,X,O
OIZJTLS,X,O,X,X,X,O,X
OIZJTSL,X,O,X,O,X,O,O
OIZJLTS,X,O,X,X,O,O,X
OIZJLST,X,O,X,X,O,X,O
OIZJSTL,X,O,X,O,X,O,O
OIZJSLT,X,O,X,X,X,X,O
OIZSTLJ,X,O,X,X,X,O,O
OIZSTJL,X,O,X,X,X,X,O
OIZSLTJ,X,O,X,X,O,X,O
OIZSLJT,X,O,X,X,O,X,O
OIZSJTL,X,O,X,O,X,X,O
OIZSJLT,X,O,X,X,X,X,O
OLTIJSZ,X,X,O,O,X,O,X
OLTIJZS,X,X,O,O,X,O,X
OLTISJZ,O,X,O,O,X,X,X
OLTISZJ,O,X,O,X,O,O,X
OLTIZJS,O,X,O,O,O,O,X
OLTIZSJ,O,X,X,X,O,O,X
OLTJISZ,X,X,O,O,X,O,X
OLTJIZS,X,X,O,O,X,O,X
OLTJSIZ,O,X,O,O,X,O,X
OLTJSZI,O,X,O,O,X,O,O
OLTJZIS,O,X,O,O,X,O,X
OLTJZSI,O,X,O,O,X,O,X
OLTSIJZ,O,X,O,O,X,X,X
OLTSIZJ,O,X,O,X,O,O,X
OLTSJIZ,O,X,O,O,X,O,X
OLTSJZI,O,X,O,O,X,O,O
OLTSZIJ,O,X,O,X,O,O,O
OLTSZJI,O,X,O,X,O,O,O
OLTZIJS,O,X,O,O,O,O,X
OLTZISJ,O,X,X,X,O,O,X
OLTZJIS,O,X,O,O,O,O,X
OLTZJSI,O,X,O,O,O,O,X
OLTZSIJ,O,X,O,X,O,O,X
OLTZSJI,O,X,O,X,O,O,X
OLITJSZ,X,X,O,O,X,O,X
OLITJZS,X,X,O,O,X,O,X
OLITSJZ,X,X,O,O,X,X,X
OLITSZJ,X,X,O,X,O,O,X
OLITZJS,X,X,O,O,O,O,X
OLITZSJ,X,X,X,X,O,O,X
OLIJTSZ,X,O,O,O,X,O,X
OLIJTZS,X,O,O,O,X,O,X
OLIJSTZ,X,O,O,O,X,X,X
OLIJSZT,X,O,O,O,O,X,X
OLIJZTS,X,O,X,O,O,O,X
OLIJZST,X,O,X,O,O,X,O
OLISTJZ,X,X,O,O,X,X,X
OLISTZJ,X,O,O,X,O,X,X
OLISJTZ,X,O,O,O,X,X,X
OLISJZT,X,O,O,O,O,X,X
OLISZTJ,X,O,O,X,O,X,X
OLISZJT,X,O,O,O,O,X,X
OLIZTJS,X,X,X,O,O,O,X
OLIZTSJ,X,X,X,X,O,O,X
OLIZJTS,X,O,X,O,O,O,X
OLIZJST,X,O,X,O,O,X,O
OLIZSTJ,X,O,X,X,O,X,O
OLIZSJT,X,O,X,O,O,X,O
OLJTISZ,X,O,O,O,X,O,X
OLJTIZS,X,O,O,O,X,O,X
OLJTSIZ,X,O,O,O,X,O,X
OLJTSZI,X,O,O,O,X,O,O
OLJTZIS,X,O,O,O,X,O,X
OLJTZSI,X,O,O,O,X,O,X
OLJITSZ,X,O,O,O,X,O,X
OLJITZS,X,O,O,O,X,O,X
OLJISTZ,X,O,O,O,X,X,X
OLJISZT,X,O,O,O,O,X,X
OLJIZTS,X,O,X,O,O,O,X
OLJIZST,X,O,X,O,O,X,O
OLJSTIZ,X,O,O,O,X,O,X
OLJSTZI,X,O,O,O,X,O,O
OLJSITZ,X,O,O,O,X,X,X
OLJSIZT,X,O,O,O,O,X,X
OLJSZTI,X,O,O,O,O,O,X
OLJSZIT,X,O,O,O,O,X,X
OLJZTIS,X,O,O,O,O,O,X
OLJZTSI,X,O,O,O,O,O,X
OLJZITS,X,O,X,O,O,O,X
OLJZIST,X,O,X,O,O,X,O
OLJZSTI,X,O,O,O,O,O,O
OLJZSIT,X,O,O,O,O,X,O
OLSTIJZ,O,X,O,O,X,X,X
OLSTIZJ,O,O,O,X,O,O,X
OLSTJIZ,O,X,O,O,X,O,X
OLSTJZI,O,X,O,O,X,O,O
OLSTZIJ,O,O,O,X,O,O,O
OLSTZJI,O,O,O,X,O,O,O
OLSITJZ,O,X,O,O,X,X,X
OLSITZJ,O,O,O,X,O,X,X
OLSIJTZ,X,O,O,O,X,X,X
OLSIJZT,X,O,O,O,O,X,X
OLSIZTJ,X,O,O,X,O,X,X
OLSIZJT,X,O,O,O,O,X,X
OLSJTIZ,X,O,O,O,X,O,X
OLSJTZI,X,O,O,O,X,O,O
OLSJITZ,X,O,O,O,X,X,X
OLSJIZT,X,O,O,O,O,X,X
OLSJZTI,X,O,O,O,O,O,X
OLSJZIT,X,O,O,O,O,X,X
OLSZTIJ,O,O,O,X,O,O,X
OLSZTJI,O,O,O,X,O,O,X
OLSZITJ,O,O,O,X,O,X,X
OLSZIJT,X,O,O,O,O,X,X
OLSZJTI,O,O,O,O,O,O,X
OLSZJIT,O,O,O,O,O,X,X
OLZTIJS,O,X,O,O,O,O,X
OLZTISJ,O,X,X,X,O,O,X
OLZTJIS,O,X,O,O,O,O,X
OLZTJSI,O,X,O,O,O,O,X
OLZTSIJ,O,X,O,X,O,O,X
OLZTSJI,O,X,O,X,O,O,X
OLZITJS,X,X,X,O,O,O,X
OLZITSJ,X,X,X,X,O,O,X
OLZIJTS,X,O,X,O,O,O,X
OLZIJST,X,O,X,O,O,X,O
OLZISTJ,X,O,X,X,O,X,O
OLZISJT,X,O,X,O,O,X,O
OLZJTIS,O,O,O,O,O,O,X
OLZJTSI,O,O,O,O,O,O,X
OLZJITS,X,O,X,O,O,O,X
OLZJIST,O,O,X,O,O,X,O
OLZJSTI,O,O,O,O,O,O,O
OLZJSIT,O,O,O,O,O,X,O
OLZSTIJ,O,O,O,X,O,O,O
OLZSTJI,O,O,O,X,O,O,O
OLZSITJ,O,O,O,X,O,X,O
OLZSIJT,X,O,O,O,O,X,O
OLZSJTI,O,O,O,O,O,O,O
OLZSJIT,O,O,O,O,O,X,O
OJTILSZ,X,O,O,O,X,O,X
OJTILZS,X,O,O,O,X,O,X
OJTISLZ,X,O,O,O,X,O,X
OJTISZL,X,O,O,O,X,O,O
OJTIZLS,X,O,O,X,X,O,X
OJTIZSL,X,O,X,O,X,O,O
OJTLISZ,X,O,O,O,X,O,X
OJTLIZS,X,O,O,O,X,O,X
OJTLSIZ,X,O,O,O,X,O,X
OJTLSZI,X,O,O,O,X,O,O
OJTLZIS,X,O,O,O,X,O,X
OJTLZSI,X,O,O,O,X,O,X
OJTSILZ,X,O,O,O,X,O,X
OJTSIZL,X,O,O,O,X,O,O
OJTSLIZ,X,O,O,O,X,O,X
OJTSLZI,X,O,O,O,X,O,O
OJTSZIL,X,O,O,O,X,O,O
OJTSZLI,X,O,O,O,X,O,O
OJTZILS,X,O,O,X,X,O,X
OJTZISL,X,O,X,O,X,O,O
OJTZLIS,X,O,O,O,X,O,X
OJTZLSI,X,O,O,O,X,O,X
OJTZSIL,X,O,O,O,X,O,O
OJTZSLI,X,O,O,O,X,O,O
OJITLSZ,X,O,O,O,X,O,X
OJITLZS,X,O,O,O,X,O,X
OJITSLZ,X,O,O,O,X,O,X
OJITSZL,X,O,O,O,X,O,O
OJITZLS,X,O,O,X,X,O,X
OJITZSL,X,O,X,O,X,O,O
OJILTSZ,X,O,O,O,X,O,X
OJILTZS,X,O,O,O,X,O,X
OJILSTZ,X,O,O,O,X,X,X
OJILSZT,X,O,O,O,O,X,X
OJILZTS,X,O,X,O,O,O,X
OJILZST,X,O,X,O,O,X,O
OJISTLZ,X,O,O,O,X,X,X
OJISTZL,X,O,O,O,X,X,O
OJISLTZ,X,O,O,O,X,X,X
OJISLZT,X,O,O,O,X,X,X
OJISZTL,X,O,O,O,X,X,O
OJISZLT,X,O,O,X,X,X,O
OJIZTLS,X,O,X,X,X,O,X
OJIZTSL,X,O,X,O,X,O,O
OJIZLTS,X,O,X,X,O,O,X
OJIZLST,X,O,X,X,O,X,O
OJIZSTL,X,O,X,O,X,O,O
OJIZSLT,X,O,X,X,X,X,O
OJLTISZ,X,O,O,O,X,O,X
OJLTIZS,X,O,O,O,X,O,X
OJLTSIZ,X,O,O,O,X,O,X
OJLTSZI,X,O,O,O,X,O,O
OJLTZIS,X,O,O,O,X,O,X
OJLTZSI,X,O,O,O,X,O,X
OJLITSZ,X,O,O,O,X,O,X
OJLITZS,X,O,O,O,X,O,X
OJLISTZ,X,O,O,O,X,X,X
OJLISZT,X,O,O,O,O,X,X
OJLIZTS,X,O,X,O,O,O,X
OJLIZST,X,O,X,O,O,X,O
OJLSTIZ,X,O,O,O,X,O,X
OJLSTZI,X,O,O,O,X,O,O
OJLSITZ,X,O,O,O,X,X,X
OJLSIZT,X,O,O,O,O,X,X
OJLSZTI,X,O,O,O,O,O,X
OJLSZIT,X,O,O,O,O,X,X
OJLZTIS,X,O,O,O,O,O,X
OJLZTSI,X,O,O,O,O,O,X
OJLZITS,X,O,X,O,O,O,X
OJLZIST,X,O,X,O,O,X,O
OJLZSTI,X,O,O,O,O,O,O
OJLZSIT,X,O,O,O,O,X,O
OJSTILZ,X,O,O,O,X,O,X
OJSTIZL,X,O,O,O,X,O,O
OJSTLIZ,X,O,O,O,X,O,X
OJSTLZI,X,O,O,O,X,O,O
OJSTZIL,X,O,O,O,X,O,O
OJSTZLI,X,O,O,O,X,O,O
OJSITLZ,X,O,O,O,X,X,X
OJSITZL,X,O,O,O,X,X,O
OJSILTZ,X,O,O,O,X,X,X
OJSILZT,X,O,O,O,X,X,X
OJSIZTL,X,O,O,O,X,X,O
OJSIZLT,X,O,O,X,X,X,O
OJSLTIZ,X,O,O,O,X,O,X
OJSLTZI,X,O,O,O,X,O,O
OJSLITZ,X,O,O,O,X,X,X
OJSLIZT,X,O,O,O,X,X,X
OJSLZTI,X,O,O,O,X,O,X
OJSLZIT,X,O,O,O,X,X,X
OJSZTIL,X,O,O,O,X,O,O
OJSZTLI,X,O,O,O,X,O,O
OJSZITL,X,O,O,O,X,O,O
OJSZILT,X,O,O,X,X,X,O
OJSZLTI,X,O,O,O,X,O,O
OJSZLIT,X,O,O,O,X,X,O
OJZTILS,X,O,O,X,X,O,X
OJZTISL,X,O,X,O,X,O,O
OJZTLIS,X,O,O,O,O,O,X
OJZTLSI,X,O,O,O,O,O,X
OJZTSIL,X,O,O,O,X,O,O
OJZTSLI,X,O,O,O,O,O,O
OJZITLS,X,O,X,X,X,O,X
OJZITSL,X,O,X,O,X,O,O
OJZILTS,X,O,X,X,O,O,X
OJZILST,X,O,X,X,O,X,O
OJZISTL,X,O,X,O,X,O,O
OJZISLT,X,O,X,X,X,X,O
OJZLTIS,X,O,O,O,O,O,X
OJZLTSI,X,O,O,O,O,O,X
OJZLITS,X,O,X,O,O,O,X
OJZLIST,X,O,X,O,O,X,O
OJZLSTI,X,O,O,O,O,O,O
OJZLSIT,X,O,O,O,O,X,O
OJZSTIL,X,O,O,O,X,O,O
OJZSTLI,X,O,O,O,X,O,O
OJZSITL,X,O,O,O,X,O,O
OJZSILT,X,O,O,X,X,X,O
OJZSLTI,X,O,O,O,X,O,O
OJZSLIT,X,O,O,O,X,X,O
OSTILJZ,O,X,O,X,X,X,X
OSTILZJ,O,O,O,X,X,O,X
OSTIJLZ,O,X,O,O,X,X,X
OSTIJZL,X,X,O,O,X,X,O
OSTIZLJ,O,O,O,X,X,O,O
OSTIZJL,O,O,O,X,X,X,O
OSTLIJZ,O,X,O,O,X,X,X
OSTLIZJ,O,O,O,X,X,O,X
OSTLJIZ,O,X,O,O,X,O,X
OSTLJZI,O,X,O,O,X,O,O
OSTLZIJ,O,O,O,X,X,O,O
OSTLZJI,O,O,O,X,X,O,O
OSTJILZ,O,X,O,O,X,O,X
OSTJIZL,X,X,O,O,X,O,O
OSTJLIZ,O,X,O,O,X,O,X
OSTJLZI,O,X,O,O,X,O,O
OSTJZIL,O,X,O,O,X,O,O
OSTJZLI,O,X,O,O,X,O,O
OSTZILJ,O,O,O,X,X,O,O
OSTZIJL,O,O,O,X,X,X,O
OSTZLIJ,O,O,O,X,X,O,O
OSTZLJI,O,O,O,X,X,O,O
OSTZJIL,O,O,O,X,X,X,O
OSTZJLI,O,O,O,X,X,X,O
OSITLJZ,O,X,O,X,X,X,X
OSITLZJ,O,O,O,X,X,X,X
OSITJLZ,O,X,O,O,X,X,X
OSITJZL,X,X,O,O,X,X,O
OSITZLJ,O,O,O,X,X,X,O
OSITZJL,X,O,O,X,X,X,O
OSILTJZ,O,X,O,O,X,X,X
OSILTZJ,O,O,O,X,O,X,X
OSILJTZ,X,O,O,O,X,X,X
OSILJZT,X,O,O,O,O,X,X
OSILZTJ,X,O,O,X,O,X,X
OSILZJT,X,O,O,O,O,X,X
OSIJTLZ,X,O,O,O,X,X,X
OSIJTZL,X,O,O,O,X,X,O
OSIJLTZ,X,O,O,O,X,X,X
OSIJLZT,X,O,O,O,X,X,X
OSIJZTL,X,O,O,O,X,X,O
OSIJZLT,X,O,O,X,X,X,O
OSIZTLJ,X,O,O,X,X,X,O
OSIZTJL,X,O,O,X,X,X,O
OSIZLTJ,X,O,O,X,O,X,O
OSIZLJT,X,O,O,X,O,X,O
OSIZJTL,X,O,O,O,X,X,O
OSIZJLT,X,O,O,X,X,X,O
OSLTIJZ,O,X,O,O,X,X,X
OSLTIZJ,O,O,O,X,O,O,X
OSLTJIZ,O,X,O,O,X,O,X
OSLTJZI,O,X,O,O,X,O,O
OSLTZIJ,O,O,O,X,O,O,O
OSLTZJI,O,O,O,X,O,O,O
OSLITJZ,O,X,O,O,X,X,X
OSLITZJ,O,O,O,X,O,X,X
OSLIJTZ,X,O,O,O,X,X,X
OSLIJZT,X,O,O,O,O,X,X
OSLIZTJ,X,O,O,X,O,X,X
OSLIZJT,X,O,O,O,O,X,X
OSLJTIZ,X,O,O,O,X,O,X
OSLJTZI,X,O,O,O,X,O,O
OSLJITZ,X,O,O,O,X,X,X
OSLJIZT,X,O,O,O,O,X,X
OSLJZTI,X,O,O,O,O,O,X
OSLJZIT,X,O,O,O,O,X,X
OSLZTIJ,O,O,O,X,O,O,X
OSLZTJI,O,O,O,X,O,O,X
OSLZITJ,O,O,O,X,O,X,X
OSLZIJT,X,O,O,O,O,X,X
OSLZJTI,O,O,O,O,O,O,X
OSLZJIT,O,O,O,O,O,X,X
OSJTILZ,X,O,O,O,X,O,X
OSJTIZL,X,O,O,O,X,O,O
OSJTLIZ,X,O,O,O,X,O,X
OSJTLZI,X,O,O,O,X,O,O
OSJTZIL,X,O,O,O,X,O,O
OSJTZLI,X,O,O,O,X,O,O
OSJITLZ,X,O,O,O,X,X,X
OSJITZL,X,O,O,O,X,X,O
OSJILTZ,X,O,O,O,X,X,X
OSJILZT,X,O,O,O,X,X,X
OSJIZTL,X,O,O,O,X,X,O
OSJIZLT,X,O,O,X,X,X,O
OSJLTIZ,X,O,O,O,X,O,X
OSJLTZI,X,O,O,O,X,O,O
OSJLITZ,X,O,O,O,X,X,X
OSJLIZT,X,O,O,O,X,X,X
OSJLZTI,X,O,O,O,X,O,X
OSJLZIT,X,O,O,O,X,X,X
OSJZTIL,X,O,O,O,X,O,O
OSJZTLI,X,O,O,O,X,O,O
OSJZITL,X,O,O,O,X,O,O
OSJZILT,X,O,O,X,X,X,O
OSJZLTI,X,O,O,O,X,O,O
OSJZLIT,X,O,O,O,X,X,O
OSZTILJ,O,O,O,X,O,O,O
OSZTIJL,O,O,O,X,X,X,O
OSZTLIJ,O,O,O,X,O,O,O
OSZTLJI,O,O,O,X,O,O,O
OSZTJIL,O,O,O,X,X,X,O
OSZTJLI,O,O,O,X,O,X,O
OSZITLJ,O,O,O,X,X,O,O
OSZITJL,O,O,O,X,X,X,O
OSZILTJ,O,O,O,X,O,X,O
OSZILJT,X,O,O,X,O,X,O
OSZIJTL,X,O,O,O,X,X,O
OSZIJLT,X,O,O,X,X,X,O
OSZLTIJ,O,O,O,X,O,O,O
OSZLTJI,O,O,O,X,O,O,O
OSZLITJ,O,O,O,X,O,X,O
OSZLIJT,X,O,O,O,O,X,O
OSZLJTI,O,O,O,O,O,O,O
OSZLJIT,O,O,O,O,O,X,O
OSZJTIL,O,O,O,O,X,O,O
OSZJTLI,O,O,O,O,X,O,O
