sequence,v115@6gB8HeB8FeD8EeE8AeB8AeG8Jei6IvhFzcB5jBckBm?gB3gBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JecAJvhFmcB5jBTfBX?hBikBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8Je/AJvhFahBzcB5jBO?kB0fBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeaBJvhFzcB5jBOkBX?gBcqBlpB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeK/IvhFfgBlbBzcB5?jB8lBmpB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeO/IvhFzcB5jB8lB3?kBFlBiqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeeBJvhFzcB5jB/kBF?gBikBcqB
SIZTJOL,O,O,X,O,X,O,O
SIZTOLJ,O,O,X,O,X,X,X
SIZTOJL,O,O,X,O,X,O,X
SIZLTJO,O,O,X,O,X,X,X
SIZLTOJ,O,O,X,O,X,X,X
SIZLJTO,X,O,X,O,X,O,X
SIZLJOT,O,X,X,O,X,O,X
SIZLOTJ,O,X,X,O,X,X,X
SIZLOJT,O,X,X,O,X,O,X
SIZJTLO,X,O,X,O,X,O,X
SIZJTOL,X,O,X,O,X,O,O
SIZJLTO,X,O,X,O,O,O,X
SIZJLOT,O,X,X,O,O,O,X
SIZJOTL,X,O,X,O,X,O,O
SIZJOLT,O,X,X,O,O,O,X
SIZOTLJ,O,O,X,O,X,X,X
SIZOTJL,O,O,X,O,X,O,X
SIZOLTJ,O,X,X,O,X,X,X
SIZOLJT,O,X,X,O,X,O,X
SIZOJTL,X,O,X,O,X,O,O
SIZOJLT,O,X,X,O,O,O,X
SIOTLJZ,X,O,O,X,X,X,X
SIOTLZJ,X,O,O,X,X,X,X
SIOTJLZ,X,O,O,X,X,X,O
SIOTJZL,O,O,O,X,X,O,O
SIOTZLJ,O,O,O,X,X,X,X
SIOTZJL,O,O,O,X,X,O,X
SIOLTJZ,X,X,O,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,O
SIOLJZT,X,X,X,O,X,O,X
SIOLZTJ,X,X,X,O,X,X,X
SIOLZJT,X,X,X,O,X,O,X
SIOJTLZ,X,O,O,X,X,X,O
SIOJTZL,O,O,O,X,X,O,O
SIOJLTZ,X,X,X,X,O,X,O
SIOJLZT,X,X,X,O,O,O,X
SIOJZTL,X,O,X,O,X,O,O
SIOJZLT,O,X,X,O,O,O,X
SIOZTLJ,O,O,X,O,X,X,X
SIOZTJL,O,O,X,O,X,O,X
SIOZLTJ,O,X,X,O,X,X,X
SIOZLJT,O,X,X,O,X,O,X
SIOZJTL,X,O,X,O,X,O,O
SIOZJLT,O,X,X,O,O,O,X
SLTIJZO,X,O,O,X,X,X,X
SLTIJOZ,X,O,O,X,X,X,O
SLTIZJO,X,O,O,X,X,X,X
SLTIZOJ,X,O,O,X,X,X,X
SLTIOJZ,X,O,O,X,X,X,X
SLTIOZJ,X,O,O,X,X,X,X
SLTJIZO,X,O,O,X,X,X,X
SLTJIOZ,X,O,O,X,X,X,O
SLTJZIO,X,O,O,X,X,X,X
SLTJZOI,X,O,O,X,X,X,X
SLTJOIZ,X,O,O,X,X,X,O
SLTJOZI,X,O,O,X,X,X,X
SLTZIJO,X,O,O,X,X,X,X
SLTZIOJ,X,O,O,X,X,X,X
SLTZJIO,X,O,O,X,X,X,X
SLTZJOI,X,O,O,X,X,X,X
SLTZOIJ,X,O,O,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X
SLTOIJZ,X,O,O,X,X,X,X
SLTOIZJ,X,O,O,X,X,X,X
SLTOJIZ,X,O,O,X,X,X,X
SLTOJZI,X,O,O,X,X,X,X
SLTOZIJ,X,O,O,X,X,X,X
SLTOZJI,X,O,O,X,X,X,X
SLITJZO,X,O,O,X,X,X,X
SLITJOZ,X,O,O,X,X,X,O
SLITZJO,X,O,O,X,X,X,X
SLITZOJ,X,O,O,X,X,X,X
SLITOJZ,X,O,O,X,X,X,X
SLITOZJ,X,O,O,X,X,X,X
SLIJTZO,X,O,X,X,X,X,X
SLIJTOZ,X,O,X,X,X,X,O
SLIJZTO,X,O,X,O,X,O,X
SLIJZOT,X,X,X,O,X,O,X
SLIJOTZ,X,X,X,X,X,X,O
SLIJOZT,X,X,X,O,X,O,X
SLIZTJO,X,O,X,O,X,X,X
SLIZTOJ,X,O,X,O,X,X,X
SLIZJTO,X,O,X,O,X,O,X
SLIZJOT,X,X,X,O,X,O,X
SLIZOTJ,X,X,X,O,X,X,X
SLIZOJT,X,X,X,O,X,O,X
SLIOTJZ,X,X,O,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,O
SLIOJZT,X,X,X,O,X,O,X
SLIOZTJ,X,X,X,O,X,X,X
SLIOZJT,X,X,X,O,X,O,X
SLJTIZO,X,O,X,X,X,X,X
SLJTIOZ,X,O,X,X,X,X,O
SLJTZIO,X,O,X,X,X,X,X
SLJTZOI,X,O,X,X,X,X,X
SLJTOIZ,X,O,X,X,X,X,O
SLJTOZI,X,O,X,X,X,X,X
SLJITZO,X,O,X,X,X,X,X
SLJITOZ,X,O,X,X,X,X,O
SLJIZTO,X,O,X,O,X,O,X
SLJIZOT,X,X,X,O,X,O,X
SLJIOTZ,X,X,X,X,X,X,O
SLJIOZT,X,X,X,O,X,O,X
SLJZTIO,X,O,X,O,X,X,X
SLJZTOI,X,O,X,O,X,X,X
SLJZITO,X,O,X,O,X,O,X
SLJZIOT,X,X,X,O,X,O,X
SLJZOTI,X,X,X,O,X,X,X
SLJZOIT,X,X,X,O,X,O,X
SLJOTIZ,X,X,X,X,X,X,O
SLJOTZI,X,X,X,X,X,X,X
SLJOITZ,X,X,X,X,X,X,O
SLJOIZT,X,X,X,O,X,O,X
SLJOZTI,X,X,X,O,X,X,X
SLJOZIT,X,X,X,O,X,O,X
SLZTIJO,X,O,X,O,X,X,X
SLZTIOJ,X,O,X,O,X,X,X
SLZTJIO,X,O,X,O,X,X,X
SLZTJOI,X,O,X,O,X,X,X
SLZTOIJ,X,O,X,O,X,X,X
SLZTOJI,X,O,X,O,X,X,X
SLZITJO,X,O,X,O,X,X,X
SLZITOJ,X,O,X,O,X,X,X
SLZIJTO,X,O,X,O,X,O,X
SLZIJOT,X,X,X,O,X,O,X
SLZIOTJ,X,X,X,O,X,X,X
SLZIOJT,X,X,X,O,X,O,X
SLZJTIO,X,O,X,O,X,X,X
SLZJTOI,X,O,X,O,X,X,X
SLZJITO,X,O,X,O,X,O,X
SLZJIOT,X,X,X,O,X,O,X
SLZJOTI,X,X,X,O,X,X,X
SLZJOIT,X,X,X,O,X,O,X
SLZOTIJ,X,X,X,O,X,X,X
SLZOTJI,X,X,X,O,X,X,X
SLZOITJ,X,X,X,O,X,X,X
SLZOIJT,X,X,X,O,X,O,X
SLZOJTI,X,X,X,O,X,X,X
SLZOJIT,X,X,X,O,X,O,X
SLOTIJZ,X,X,O,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,X
SLOTJIZ,X,X,O,X,X,X,X
SLOTJZI,X,X,O,X,X,X,X
SLOTZIJ,X,X,O,X,X,X,X
SLOTZJI,X,X,O,X,X,X,X
SLOITJZ,X,X,O,X,X,X,X
SLOITZJ,X,X,O,X,X,X,X
SLOIJTZ,X,X,X,X,X,X,O
SLOIJZT,X,X,X,O,X,O,X
SLOIZTJ,X,X,X,O,X,X,X
SLOIZJT,X,X,X,O,X,O,X
SLOJTIZ,X,X,X,X,X,X,O
SLOJTZI,X,X,X,X,X,X,X
SLOJITZ,X,X,X,X,X,X,O
SLOJIZT,X,X,X,O,X,O,X
SLOJZTI,X,X,X,O,X,X,X
SLOJZIT,X,X,X,O,X,O,X
SLOZTIJ,X,X,X,O,X,X,X
SLOZTJI,X,X,X,O,X,X,X
SLOZITJ,X,X,X,O,X,X,X
SLOZIJT,X,X,X,O,X,O,X
SLOZJTI,X,X,X,O,X,X,X
SLOZJIT,X,X,X,O,X,O,X
SJTILZO,X,O,O,X,X,X,X
SJTILOZ,X,O,O,X,X,X,O
SJTIZLO,O,O,O,X,X,O,X
SJTIZOL,O,O,O,X,X,O,O
SJTIOLZ,X,O,O,X,X,X,O
SJTIOZL,O,O,O,X,X,O,O
SJTLIZO,X,O,O,X,X,X,X
SJTLIOZ,X,O,O,X,X,X,O
SJTLZIO,X,O,O,X,X,X,X
SJTLZOI,X,O,O,X,X,X,X
SJTLOIZ,X,O,O,X,X,X,O
SJTLOZI,X,O,O,X,X,X,X
SJTZILO,O,O,O,X,X,O,X
SJTZIOL,O,O,O,X,X,O,O
SJTZLIO,O,O,O,X,X,X,X
SJTZLOI,O,O,O,X,X,X,X
SJTZOIL,O,O,O,X,X,O,O
SJTZOLI,O,O,O,X,X,X,X
SJTOILZ,X,O,O,X,X,X,O
SJTOIZL,O,O,O,X,X,O,O
SJTOLIZ,X,O,O,X,X,X,O
SJTOLZI,X,O,O,X,X,X,X
SJTOZIL,O,O,O,X,X,O,O
SJTOZLI,O,O,O,X,X,X,X
SJITLZO,X,O,O,X,X,X,X
SJITLOZ,X,O,O,X,X,X,O
SJITZLO,O,O,O,X,X,O,X
SJITZOL,O,O,O,X,X,O,O
SJITOLZ,X,O,O,X,X,X,O
SJITOZL,O,O,O,X,X,O,O
SJILTZO,X,O,X,X,O,X,X
SJILTOZ,X,O,X,X,O,X,O
SJILZTO,X,O,X,O,O,O,X
SJILZOT,X,X,X,O,O,O,X
SJILOTZ,X,X,X,X,O,X,O
SJILOZT,X,X,X,O,O,O,X
SJIZTLO,X,O,X,O,X,O,X
SJIZTOL,X,O,X,O,X,O,O
SJIZLTO,X,O,X,O,O,O,X
SJIZLOT,O,X,X,O,O,O,X
SJIZOTL,X,O,X,O,X,O,O
SJIZOLT,O,X,X,O,O,O,X
SJIOTLZ,X,O,O,X,X,X,O
SJIOTZL,O,O,O,X,X,O,O
SJIOLTZ,X,X,X,X,O,X,O
SJIOLZT,X,X,X,O,O,O,X
SJIOZTL,X,O,X,O,X,O,O
SJIOZLT,O,X,X,O,O,O,X
SJLTIZO,X,O,X,X,O,X,X
SJLTIOZ,X,O,X,X,O,X,O
SJLTZIO,X,O,X,X,O,X,X
SJLTZOI,X,O,X,X,O,X,X
SJLTOIZ,X,O,X,X,O,X,O
SJLTOZI,X,O,X,X,O,X,X
SJLITZO,X,O,X,X,O,X,X
SJLITOZ,X,O,X,X,O,X,O
SJLIZTO,X,O,X,O,O,O,X
SJLIZOT,X,X,X,O,O,O,X
SJLIOTZ,X,X,X,X,O,X,O
SJLIOZT,X,X,X,O,O,O,X
SJLZTIO,X,O,X,O,O,X,X
SJLZTOI,X,O,X,O,O,X,X
SJLZITO,X,O,X,O,O,O,X
SJLZIOT,X,X,X,O,O,O,X
SJLZOTI,X,X,X,O,O,X,X
SJLZOIT,X,X,X,O,O,O,X
SJLOTIZ,X,X,X,X,O,X,O
SJLOTZI,X,X,X,X,O,X,X
SJLOITZ,X,X,X,X,O,X,O
SJLOIZT,X,X,X,O,O,O,X
SJLOZTI,X,X,X,O,O,X,X
SJLOZIT,X,X,X,O,O,O,X
SJZTILO,X,O,X,O,X,O,X
SJZTIOL,X,O,X,O,X,O,O
SJZTLIO,X,O,X,O,X,X,X
SJZTLOI,X,O,X,O,X,X,X
SJZTOIL,X,O,X,O,X,O,O
SJZTOLI,X,O,X,O,X,X,X
SJZITLO,X,O,X,O,X,O,X
SJZITOL,X,O,X,O,X,O,O
SJZILTO,X,O,X,O,O,O,X
SJZILOT,O,X,X,O,O,O,X
SJZIOTL,X,O,X,O,X,O,O
SJZIOLT,O,X,X,O,O,O,X
SJZLTIO,X,O,X,O,O,X,X
SJZLTOI,X,O,X,O,O,X,X
SJZLITO,X,O,X,O,O,O,X
SJZLIOT,O,X,X,O,O,O,X
SJZLOTI,X,X,X,O,O,X,X
SJZLOIT,O,X,X,O,O,O,X
SJZOTIL,X,O,X,O,X,O,O
SJZOTLI,X,O,X,O,X,X,X
SJZOITL,X,O,X,O,X,O,O
SJZOILT,O,X,X,O,O,O,X
SJZOLTI,X,X,X,O,O,X,X
SJZOLIT,O,X,X,O,O,O,X
SJOTILZ,X,O,O,X,X,X,O
SJOTIZL,O,O,O,X,X,O,O
SJOTLIZ,X,O,O,X,X,X,O
SJOTLZI,X,O,O,X,X,X,X
SJOTZIL,O,O,O,X,X,O,O
SJOTZLI,O,O,O,X,X,X,X
SJOITLZ,X,O,O,X,X,X,O
SJOITZL,O,O,O,X,X,O,O
SJOILTZ,X,X,X,X,O,X,O
SJOILZT,X,X,X,O,O,O,X
SJOIZTL,X,O,X,O,X,O,O
SJOIZLT,O,X,X,O,O,O,X
SJOLTIZ,X,X,X,X,O,X,O
SJOLTZI,X,X,X,X,O,X,X
SJOLITZ,X,X,X,X,O,X,O
SJOLIZT,X,X,X,O,O,O,X
SJOLZTI,X,X,X,O,O,X,X
SJOLZIT,X,X,X,O,O,O,X
SJOZTIL,X,O,X,O,X,O,O
SJOZTLI,X,O,X,O,X,X,X
SJOZITL,X,O,X,O,X,O,O
SJOZILT,O,X,X,O,O,O,X
SJOZLTI,X,X,X,O,O,X,X
SJOZLIT,O,X,X,O,O,O,X
SZTILJO,O,O,X,O,X,X,X
SZTILOJ,O,O,X,O,X,X,X
SZTIJLO,O,O,X,O,X,O,X
SZTIJOL,O,O,X,O,X,O,O
SZTIOLJ,O,O,X,O,X,X,X
SZTIOJL,O,O,X,O,X,O,X
SZTLIJO,O,O,X,O,X,X,X
SZTLIOJ,O,O,X,O,X,X,X
SZTLJIO,O,O,X,O,X,X,X
SZTLJOI,O,O,X,O,X,X,X
SZTLOIJ,O,O,X,O,X,X,X
SZTLOJI,O,O,X,O,X,X,X
SZTJILO,O,O,X,O,X,O,X
SZTJIOL,O,O,X,O,X,O,O
SZTJLIO,O,O,X,O,X,X,X
SZTJLOI,O,O,X,O,X,X,X
SZTJOIL,O,O,X,O,X,O,O
SZTJOLI,O,O,X,O,X,X,X
SZTOILJ,O,O,X,O,X,X,X
SZTOIJL,O,O,X,O,X,O,X
SZTOLIJ,O,O,X,O,X,X,X
SZTOLJI,O,O,X,O,X,X,X
SZTOJIL,O,O,X,O,X,O,X
SZTOJLI,O,O,X,O,X,X,X
SZITLJO,O,O,X,O,X,X,X
SZITLOJ,O,O,X,O,X,X,X
SZITJLO,O,O,X,O,X,O,X
SZITJOL,O,O,X,O,X,O,O
SZITOLJ,O,O,X,O,X,X,X
SZITOJL,O,O,X,O,X,O,X
SZILTJO,O,O,X,O,X,X,X
SZILTOJ,O,O,X,O,X,X,X
SZILJTO,X,O,X,O,X,O,X
SZILJOT,O,X,X,O,X,O,X
SZILOTJ,O,X,X,O,X,X,X
SZILOJT,O,X,X,O,X,O,X
SZIJTLO,X,O,X,O,X,O,X
SZIJTOL,X,O,X,O,X,O,O
SZIJLTO,X,O,X,O,O,O,X
SZIJLOT,O,X,X,O,O,O,X
SZIJOTL,X,O,X,O,X,O,O
SZIJOLT,O,X,X,O,O,O,X
SZIOTLJ,O,O,X,O,X,X,X
SZIOTJL,O,O,X,O,X,O,X
SZIOLTJ,O,X,X,O,X,X,X
SZIOLJT,O,X,X,O,X,O,X
SZIOJTL,X,O,X,O,X,O,O
SZIOJLT,O,X,X,O,O,O,X
SZLTIJO,O,O,X,O,X,X,X
SZLTIOJ,O,O,X,O,X,X,X
SZLTJIO,O,O,X,O,X,X,X
SZLTJOI,O,O,X,O,X,X,X
SZLTOIJ,O,O,X,O,X,X,X
SZLTOJI,O,O,X,O,X,X,X
SZLITJO,O,O,X,O,X,X,X
SZLITOJ,O,O,X,O,X,X,X
SZLIJTO,X,O,X,O,X,O,X
SZLIJOT,O,X,X,O,X,O,X
SZLIOTJ,O,X,X,O,X,X,X
SZLIOJT,O,X,X,O,X,O,X
SZLJTIO,X,O,X,O,X,X,X
SZLJTOI,X,O,X,O,X,X,X
SZLJITO,X,O,X,O,X,O,X
SZLJIOT,O,X,X,O,X,O,X
SZLJOTI,X,X,X,O,X,X,X
SZLJOIT,O,X,X,O,X,O,X
SZLOTIJ,O,X,X,O,X,X,X
SZLOTJI,O,X,X,O,X,X,X
SZLOITJ,O,X,X,O,X,X,X
SZLOIJT,O,X,X,O,X,O,X
SZLOJTI,X,X,X,O,X,X,X
SZLOJIT,O,X,X,O,X,O,X
SZJTILO,X,O,X,O,X,O,X
SZJTIOL,X,O,X,O,X,O,O
SZJTLIO,X,O,X,O,X,X,X
SZJTLOI,X,O,X,O,X,X,X
SZJTOIL,X,O,X,O,X,O,O
SZJTOLI,X,O,X,O,X,X,X
SZJITLO,X,O,X,O,X,O,X
SZJITOL,X,O,X,O,X,O,O
SZJILTO,X,O,X,O,O,O,X
SZJILOT,O,X,X,O,O,O,X
SZJIOTL,X,O,X,O,X,O,O
SZJIOLT,O,X,X,O,O,O,X
SZJLTIO,X,O,X,O,O,X,X
SZJLTOI,X,O,X,O,O,X,X
SZJLITO,X,O,X,O,O,O,X
SZJLIOT,O,X,X,O,O,O,X
SZJLOTI,X,X,X,O,O,X,X
SZJLOIT,O,X,X,O,O,O,X
SZJOTIL,X,O,X,O,X,O,O
SZJOTLI,X,O,X,O,X,X,X
SZJOITL,X,O,X,O,X,O,O
SZJOILT,O,X,X,O,O,O,X
SZJOLTI,X,X,X,O,O,X,X
SZJOLIT,O,X,X,O,O,O,X
SZOTILJ,O,O,X,O,X,X,X
SZOTIJL,O,O,X,O,X,O,X
SZOTLIJ,O,O,X,O,X,X,X
SZOTLJI,O,O,X,O,X,X,X
SZOTJIL,O,O,X,O,X,O,X
SZOTJLI,O,O,X,O,X,X,X
SZOITLJ,O,O,X,O,X,X,X
SZOITJL,O,O,X,O,X,O,X
SZOILTJ,O,X,X,O,X,X,X
SZOILJT,O,X,X,O,X,O,X
SZOIJTL,X,O,X,O,X,O,O
SZOIJLT,O,X,X,O,O,O,X
SZOLTIJ,O,X,X,O,X,X,X
SZOLTJI,O,X,X,O,X,X,X
SZOLITJ,O,X,X,O,X,X,X
SZOLIJT,O,X,X,O,X,O,X
SZOLJTI,X,X,X,O,X,X,X
SZOLJIT,O,X,X,O,X,O,X
SZOJTIL,X,O,X,O,X,O,O
SZOJTLI,X,O,X,O,X,X,X
SZOJITL,X,O,X,O,X,O,O
SZOJILT,O,X,X,O,O,O,X
SZOJLTI,X,X,X,O,O,X,X
SZOJLIT,O,X,X,O,O,O,X
SOTILJZ,X,O,O,X,X,X,X
SOTILZJ,X,O,O,X,X,X,X
SOTIJLZ,X,O,O,X,X,X,O
SOTIJZL,O,O,O,X,X,O,O
SOTIZLJ,O,O,O,X,X,X,X
SOTIZJL,O,O,O,X,X,O,X
SOTLIJZ,X,O,O,X,X,X,X
SOTLIZJ,X,O,O,X,X,X,X
SOTLJIZ,X,O,O,X,X,X,X
SOTLJZI,X,O,O,X,X,X,X
SOTLZIJ,X,O,O,X,X,X,X
SOTLZJI,X,O,O,X,X,X,X
SOTJILZ,X,O,O,X,X,X,O
SOTJIZL,O,O,O,X,X,O,O
SOTJLIZ,X,O,O,X,X,X,O
SOTJLZI,X,O,O,X,X,X,X
SOTJZIL,O,O,O,X,X,O,O
SOTJZLI,O,O,O,X,X,X,X
SOTZILJ,O,O,O,X,X,X,X
SOTZIJL,O,O,O,X,X,O,X
SOTZLIJ,O,O,O,X,X,X,X
SOTZLJI,O,O,O,X,X,X,X
SOTZJIL,O,O,O,X,X,O,X
SOTZJLI,O,O,O,X,X,X,X
SOITLJZ,X,O,O,X,X,X,X
SOITLZJ,X,O,O,X,X,X,X
SOITJLZ,X,O,O,X,X,X,O
SOITJZL,O,O,O,X,X,O,O
SOITZLJ,O,O,O,X,X,X,X
SOITZJL,O,O,O,X,X,O,X
SOILTJZ,X,X,O,X,X,X,X
SOILTZJ,X,X,O,X,X,X,X
SOILJTZ,X,X,X,X,X,X,O
SOILJZT,X,X,X,O,X,O,X
SOILZTJ,X,X,X,O,X,X,X
SOILZJT,X,X,X,O,X,O,X
SOIJTLZ,X,O,O,X,X,X,O
SOIJTZL,O,O,O,X,X,O,O
SOIJLTZ,X,X,X,X,O,X,O
SOIJLZT,X,X,X,O,O,O,X
SOIJZTL,X,O,X,O,X,O,O
SOIJZLT,O,X,X,O,O,O,X
SOIZTLJ,O,O,X,O,X,X,X
SOIZTJL,O,O,X,O,X,O,X
SOIZLTJ,O,X,X,O,X,X,X
SOIZLJT,O,X,X,O,X,O,X
SOIZJTL,X,O,X,O,X,O,O
SOIZJLT,O,X,X,O,O,O,X
SOLTIJZ,X,X,O,X,X,X,X
SOLTIZJ,X,X,O,X,X,X,X
SOLTJIZ,X,X,O,X,X,X,X
SOLTJZI,X,X,O,X,X,X,X
SOLTZIJ,X,X,O,X,X,X,X
SOLTZJI,X,X,O,X,X,X,X
SOLITJZ,X,X,O,X,X,X,X
SOLITZJ,X,X,O,X,X,X,X
SOLIJTZ,X,X,X,X,X,X,O
SOLIJZT,X,X,X,O,X,O,X
SOLIZTJ,X,X,X,O,X,X,X
SOLIZJT,X,X,X,O,X,O,X
SOLJTIZ,X,X,X,X,X,X,O
SOLJTZI,X,X,X,X,X,X,X
SOLJITZ,X,X,X,X,X,X,O
SOLJIZT,X,X,X,O,X,O,X
SOLJZTI,X,X,X,O,X,X,X
SOLJZIT,X,X,X,O,X,O,X
SOLZTIJ,X,X,X,O,X,X,X
SOLZTJI,X,X,X,O,X,X,X
SOLZITJ,X,X,X,O,X,X,X
SOLZIJT,X,X,X,O,X,O,X
SOLZJTI,X,X,X,O,X,X,X
SOLZJIT,X,X,X,O,X,O,X
SOJTILZ,X,O,O,X,X,X,O
SOJTIZL,O,O,O,X,X,O,O
SOJTLIZ,X,O,O,X,X,X,O
SOJTLZI,X,O,O,X,X,X,X
SOJTZIL,O,O,O,X,X,O,O
SOJTZLI,O,O,O,X,X,X,X
SOJITLZ,X,O,O,X,X,X,O
SOJITZL,O,O,O,X,X,O,O
SOJILTZ,X,X,X,X,O,X,O
SOJILZT,X,X,X,O,O,O,X
SOJIZTL,X,O,X,O,X,O,O
SOJIZLT,O,X,X,O,O,O,X
SOJLTIZ,X,X,X,X,O,X,O
SOJLTZI,X,X,X,X,O,X,X
SOJLITZ,X,X,X,X,O,X,O
SOJLIZT,X,X,X,O,O,O,X
SOJLZTI,X,X,X,O,O,X,X
SOJLZIT,X,X,X,O,O,O,X
SOJZTIL,X,O,X,O,X,O,O
SOJZTLI,X,O,X,O,X,X,X
SOJZITL,X,O,X,O,X,O,O
SOJZILT,O,X,X,O,O,O,X
SOJZLTI,X,X,X,O,O,X,X
SOJZLIT,O,X,X,O,O,O,X
SOZTILJ,O,O,X,O,X,X,X
SOZTIJL,O,O,X,O,X,O,X
SOZTLIJ,O,O,X,O,X,X,X
SOZTLJI,O,O,X,O,X,X,X
SOZTJIL,O,O,X,O,X,O,X
SOZTJLI,O,O,X,O,X,X,X
SOZITLJ,O,O,X,O,X,X,X
SOZITJL,O,O,X,O,X,O,X
SOZILTJ,O,X,X,O,X,X,X
SOZILJT,O,X,X,O,X,O,X
SOZIJTL,X,O,X,O,X,O,O
SOZIJLT,O,X,X,O,O,O,X
SOZLTIJ,O,X,X,O,X,X,X
SOZLTJI,O,X,X,O,X,X,X
SOZLITJ,O,X,X,O,X,X,X
SOZLIJT,O,X,X,O,X,O,X
SOZLJTI,X,X,X,O,X,X,X
SOZLJIT,O,X,X,O,X,O,X
SOZJTIL,X,O,X,O,X,O,O
SOZJTLI,X,O,X,O,X,X,X
SOZJITL,X,O,X,O,X,O,O
SOZJILT,O,X,X,O,O,O,X
SOZJLTI,X,X,X,O,O,X,X
SOZJLIT,O,X,X,O,O,O,X
ZTILJSO,O,X,O,O,X,X,X
ZTILJOS,O,X,O,O,X,X,X
ZTILSJO,O,X,O,O,X,X,X
ZTILSOJ,O,X,O,O,X,X,X
ZTILOJS,O,X,O,O,X,X,X
ZTILOSJ,O,X,O,O,X,X,X
ZTIJLSO,O,X,O,O,O,X,X
ZTIJLOS,O,X,O,O,O,X,X
ZTIJSLO,O,O,O,O,X,X,X
ZTIJSOL,O,O,O,O,X,X,X
ZTIJOLS,O,X,O,O,O,X,X
ZTIJOSL,O,O,O,O,X,X,X
ZTISLJO,O,O,O,O,X,X,X
ZTISLOJ,O,O,O,O,X,X,X
ZTISJLO,O,O,O,O,X,O,X
ZTISJOL,O,O,O,O,X,O,X
ZTISOLJ,O,O,O,O,X,X,X
ZTISOJL,O,O,O,O,X,O,X
ZTIOLJS,O,X,O,O,X,X,X
ZTIOLSJ,O,X,O,O,X,X,X
ZTIOJLS,O,X,O,O,O,X,X
ZTIOJSL,O,O,O,O,X,X,X
ZTIOSLJ,O,O,O,O,X,X,X
ZTIOSJL,O,O,O,O,X,O,X
ZTLIJSO,O,X,O,O,X,X,X
ZTLIJOS,O,X,O,O,X,X,X
ZTLISJO,O,X,O,O,X,X,X
ZTLISOJ,O,X,O,O,X,X,X
ZTLIOJS,O,X,O,O,X,X,X
ZTLIOSJ,O,X,O,O,X,X,X
ZTLJISO,O,X,O,O,X,X,X
ZTLJIOS,O,X,O,O,X,X,X
ZTLJSIO,O,X,O,O,X,X,X
ZTLJSOI,O,X,O,O,X,X,X
ZTLJOIS,O,X,O,O,X,X,X
ZTLJOSI,O,X,O,O,X,X,X
ZTLSIJO,O,X,O,O,X,X,X
ZTLSIOJ,O,X,O,O,X,X,X
ZTLSJIO,O,X,O,O,X,X,X
ZTLSJOI,O,X,O,O,X,X,X
ZTLSOIJ,O,X,O,O,X,X,X
ZTLSOJI,O,X,O,O,X,X,X
ZTLOIJS,O,X,O,O,X,X,X
ZTLOISJ,O,X,O,O,X,X,X
ZTLOJIS,O,X,O,O,X,X,X
ZTLOJSI,O,X,O,O,X,X,X
ZTLOSIJ,O,X,O,O,X,X,X
ZTLOSJI,O,X,O,O,X,X,X
ZTJILSO,O,X,O,O,O,X,X
ZTJILOS,O,X,O,O,O,X,X
ZTJISLO,O,O,O,O,X,X,X
ZTJISOL,O,O,O,O,X,X,X
ZTJIOLS,O,X,O,O,O,X,X
ZTJIOSL,O,O,O,O,X,X,X
ZTJLISO,O,X,O,O,O,X,X
ZTJLIOS,O,X,O,O,O,X,X
ZTJLSIO,O,X,O,O,O,X,X
ZTJLSOI,O,X,O,O,O,X,X
ZTJLOIS,O,X,O,O,O,X,X
ZTJLOSI,O,X,O,O,O,X,X
ZTJSILO,O,O,O,O,X,X,X
ZTJSIOL,O,O,O,O,X,X,X
ZTJSLIO,O,O,O,O,X,X,X
ZTJSLOI,O,O,O,O,X,X,X
ZTJSOIL,O,O,O,O,X,X,X
ZTJSOLI,O,O,O,O,X,X,X
ZTJOILS,O,X,O,O,O,X,X
ZTJOISL,O,O,O,O,X,X,X
ZTJOLIS,O,X,O,O,O,X,X
ZTJOLSI,O,X,O,O,O,X,X
ZTJOSIL,O,O,O,O,X,X,X
ZTJOSLI,O,O,O,O,X,X,X
ZTSILJO,O,O,O,O,X,X,X
ZTSILOJ,O,O,O,O,X,X,X
ZTSIJLO,O,O,O,O,X,O,X
ZTSIJOL,O,O,O,O,X,O,X
ZTSIOLJ,O,O,O,O,X,X,X
ZTSIOJL,O,O,O,O,X,O,X
ZTSLIJO,O,O,O,O,X,X,X
ZTSLIOJ,O,O,O,O,X,X,X
ZTSLJIO,O,O,O,O,X,X,X
ZTSLJOI,O,O,O,O,X,X,X
ZTSLOIJ,O,O,O,O,X,X,X
ZTSLOJI,O,O,O,O,X,X,X
ZTSJILO,O,O,O,O,X,O,X
ZTSJIOL,O,O,O,O,X,O,X
ZTSJLIO,O,O,O,O,X,X,X
ZTSJLOI,O,O,O,O,X,X,X
