sequence,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFOgBfiB?xdBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeO/IvhFXbBRdB?SjBUiBzkBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFfiB6iB?TeBmfB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBGeB?ykB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFGdBTeB?/kBalBUiBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeOAJvhFfiBxdB?TfBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBSjB?mfB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFGeBykB?RiBUiBXlBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFSjBTfB?elBUiBfsBlsB
LZOSIJT,O,O,O,X,O,O,X,X,X
LZOSJTI,O,O,O,X,O,O,O,X,X
LZOSJIT,O,O,O,X,O,O,O,X,X
LOTIJSZ,X,O,X,O,X,O,X,O,X
LOTIJZS,X,O,X,O,X,X,X,O,X
LOTISJZ,X,O,O,O,X,O,X,O,X
LOTISZJ,X,O,O,O,X,O,X,X,X
LOTIZJS,X,O,X,O,O,X,X,O,X
LOTIZSJ,X,O,X,X,X,X,X,X,X
LOTJISZ,X,O,X,O,X,O,X,O,X
LOTJIZS,X,O,X,O,X,X,X,O,X
LOTJSIZ,X,O,X,O,X,O,X,O,X
LOTJSZI,X,O,X,O,X,O,X,X,X
LOTJZIS,X,O,X,O,X,X,X,O,X
LOTJZSI,X,O,X,X,X,O,X,X,X
LOTSIJZ,X,O,O,O,O,O,X,O,X
LOTSIZJ,X,O,O,O,O,O,X,X,X
LOTSJIZ,X,O,O,O,O,O,X,O,X
LOTSJZI,X,O,O,O,O,O,X,X,X
LOTSZIJ,X,O,O,O,O,O,X,X,X
LOTSZJI,X,O,O,O,O,O,X,X,X
LOTZIJS,X,O,X,O,O,X,X,O,X
LOTZISJ,X,O,O,X,X,X,X,X,X
LOTZJIS,X,O,O,O,O,X,O,O,X
LOTZJSI,X,O,O,X,O,O,O,X,X
LOTZSIJ,X,O,O,X,O,O,X,X,X
LOTZSJI,X,O,O,X,O,O,X,X,X
LOITJSZ,X,O,X,O,X,X,X,O,X
LOITJZS,X,X,X,O,X,X,X,O,X
LOITSJZ,X,O,O,O,X,X,X,O,X
LOITSZJ,X,X,O,O,X,X,X,X,X
LOITZJS,X,X,X,O,O,X,X,O,X
LOITZSJ,X,X,X,X,X,X,X,X,X
LOIJTSZ,X,O,X,O,X,X,X,O,X
LOIJTZS,X,X,X,O,X,X,X,O,X
LOIJSTZ,X,O,X,O,X,O,X,X,X
LOIJSZT,X,O,X,O,X,O,X,O,X
LOIJZTS,X,O,X,X,X,X,X,O,X
LOIJZST,X,O,X,O,X,X,X,O,X
LOISTJZ,X,O,X,O,X,O,X,X,X
LOISTZJ,X,X,O,O,X,X,X,X,X
LOISJTZ,X,O,X,O,X,O,X,X,X
LOISJZT,X,O,O,O,X,O,X,O,X
LOISZTJ,X,O,O,X,X,X,X,X,X
LOISZJT,X,O,O,X,X,O,X,X,X
LOIZTJS,X,O,X,X,X,X,X,X,X
LOIZTSJ,X,O,X,X,X,X,X,X,X
LOIZJTS,X,O,X,X,X,X,O,O,X
LOIZJST,X,O,X,O,O,X,O,O,X
LOIZSTJ,X,O,X,X,X,X,X,X,X
LOIZSJT,X,O,X,X,X,X,X,X,X
LOJTISZ,X,O,X,O,X,O,X,O,X
LOJTIZS,X,O,X,O,X,X,X,O,O
LOJTSIZ,X,O,X,O,X,O,X,O,X
LOJTSZI,X,O,X,O,X,O,X,X,X
LOJTZIS,X,O,X,O,X,X,X,O,O
LOJTZSI,X,O,X,X,X,O,X,X,O
LOJITSZ,X,O,X,O,X,X,X,O,X
LOJITZS,X,X,X,O,X,X,X,O,O
LOJISTZ,X,O,X,O,X,O,X,X,X
LOJISZT,X,O,X,O,X,O,X,O,O
LOJIZTS,X,O,X,X,X,X,X,O,O
LOJIZST,X,O,X,O,X,X,X,O,O
LOJSTIZ,X,O,X,O,X,O,X,O,X
LOJSTZI,X,O,X,O,X,O,X,X,X
LOJSITZ,X,O,X,O,X,O,X,X,X
LOJSIZT,O,O,X,O,X,O,X,O,O
LOJSZTI,O,O,X,O,X,O,X,X,O
LOJSZIT,O,O,X,O,X,O,X,X,O
LOJZTIS,X,O,X,X,X,X,O,O,O
LOJZTSI,O,O,X,X,X,X,O,X,O
LOJZITS,X,O,X,X,X,X,O,O,O
LOJZIST,O,O,X,O,X,X,O,O,O
LOJZSTI,O,O,X,X,X,O,O,X,O
LOJZSIT,O,O,X,X,X,O,O,X,O
LOSTIJZ,X,O,X,O,O,O,X,O,X
LOSTIZJ,X,O,O,O,O,X,X,X,X
LOSTJIZ,X,O,X,O,O,O,X,O,X
LOSTJZI,X,O,X,O,O,O,X,X,X
LOSTZIJ,X,O,O,O,O,X,X,X,X
LOSTZJI,X,O,O,O,O,X,X,X,X
LOSITJZ,X,O,X,O,O,O,X,X,X
LOSITZJ,X,X,O,O,O,X,X,X,X
LOSIJTZ,X,O,X,O,O,O,X,X,X
LOSIJZT,O,O,O,O,O,O,X,O,X
LOSIZTJ,O,O,O,X,O,X,X,X,X
LOSIZJT,O,O,O,X,O,O,X,X,X
LOSJTIZ,X,O,X,O,O,O,X,O,X
LOSJTZI,X,O,X,O,O,O,X,X,X
LOSJITZ,X,O,X,O,O,O,X,X,X
LOSJIZT,O,O,O,O,O,O,X,O,X
LOSJZTI,O,O,O,O,O,O,X,X,X
LOSJZIT,O,O,O,O,O,O,X,X,X
LOSZTIJ,O,O,O,O,O,X,X,X,X
LOSZTJI,O,O,O,O,O,X,X,X,X
LOSZITJ,O,O,O,O,O,X,X,X,X
LOSZIJT,O,O,O,O,O,O,X,X,X
LOSZJTI,O,O,O,O,O,O,O,X,X
LOSZJIT,O,O,O,O,O,O,O,X,X
LOZTIJS,X,O,X,X,X,X,X,O,X
LOZTISJ,X,O,O,X,X,X,X,X,X
LOZTJIS,X,O,O,X,X,X,O,O,X
LOZTJSI,O,O,O,X,X,X,O,X,X
LOZTSIJ,O,O,O,X,X,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X,X,X
LOZITJS,X,O,X,X,X,X,X,X,X
LOZITSJ,X,O,O,X,X,X,X,X,X
LOZIJTS,X,O,X,X,X,X,O,O,X
LOZIJST,O,O,X,O,O,X,O,O,X
LOZISTJ,O,O,O,X,X,X,X,X,X
LOZISJT,O,O,O,X,X,X,X,X,X
LOZJTIS,X,O,O,X,X,X,O,O,O
LOZJTSI,O,O,O,X,X,X,O,X,O
LOZJITS,X,O,O,X,X,X,O,O,O
LOZJIST,O,O,O,O,O,X,O,O,O
LOZJSTI,O,O,O,X,O,O,O,X,O
LOZJSIT,O,O,O,X,O,O,O,X,O
LOZSTIJ,O,O,O,X,O,X,X,X,X
LOZSTJI,O,O,O,X,O,X,X,X,X
LOZSITJ,O,O,O,X,O,X,X,X,X
LOZSIJT,O,O,O,X,O,O,X,X,X
LOZSJTI,O,O,O,X,O,O,O,X,X
LOZSJIT,O,O,O,X,O,O,O,X,X
JTILSZO,O,O,X,O,X,O,X,X,X
JTILSOZ,O,O,X,O,X,O,X,O,X
JTILZSO,O,O,X,O,X,X,X,X,X
JTILZOS,O,O,X,O,X,X,X,O,X
JTILOSZ,X,O,X,O,X,O,X,O,X
JTILOZS,X,X,X,O,X,X,X,O,X
JTISLZO,O,O,X,O,X,O,X,X,X
JTISLOZ,O,O,O,O,X,O,X,O,X
JTISZLO,O,O,X,X,X,X,X,X,X
JTISZOL,O,O,X,O,X,X,X,X,X
JTISOLZ,X,X,O,O,X,O,X,X,X
JTISOZL,O,X,X,O,X,X,X,X,X
JTIZLSO,O,O,X,X,X,X,X,X,X
JTIZLOS,O,O,X,X,O,X,X,O,X
JTIZSLO,O,O,X,X,X,X,X,X,X
JTIZSOL,O,O,X,O,O,X,X,X,X
JTIZOLS,O,O,X,O,O,X,X,X,X
JTIZOSL,O,O,X,O,O,X,X,X,X
JTIOLSZ,X,X,X,O,X,O,X,O,X
JTIOLZS,X,X,X,O,X,X,X,O,X
JTIOSLZ,X,X,O,O,X,O,X,X,X
JTIOSZL,X,X,X,O,X,X,X,X,X
JTIOZLS,X,X,X,O,O,X,X,X,X
JTIOZSL,X,X,X,O,O,X,X,X,X
JTLISZO,O,O,X,O,X,O,X,X,X
JTLISOZ,O,O,X,O,X,O,X,O,X
JTLIZSO,O,O,X,O,X,X,X,X,X
JTLIZOS,O,O,X,O,X,X,X,O,X
JTLIOSZ,X,O,X,O,X,O,X,O,X
JTLIOZS,X,O,X,O,X,X,X,O,X
JTLSIZO,O,O,X,O,X,O,X,X,X
JTLSIOZ,O,O,X,O,X,O,X,O,X
JTLSZIO,O,O,X,O,X,O,X,X,X
JTLSZOI,O,O,X,O,X,O,X,X,X
JTLSOIZ,O,O,X,O,X,O,X,O,X
JTLSOZI,O,O,X,O,X,O,X,X,X
JTLZISO,O,O,X,O,X,X,O,X,X
JTLZIOS,O,O,X,O,X,X,O,O,X
JTLZSIO,O,O,X,O,X,O,O,X,X
JTLZSOI,O,O,X,O,X,O,O,X,X
JTLZOIS,O,O,X,O,X,X,O,O,O
JTLZOSI,O,O,X,X,X,O,O,X,O
JTLOISZ,X,O,X,O,X,O,X,O,X
JTLOIZS,X,O,X,O,X,X,X,O,O
JTLOSIZ,O,O,X,O,X,O,X,O,X
JTLOSZI,O,O,X,O,X,O,X,X,X
JTLOZIS,O,O,X,O,X,X,O,O,O
JTLOZSI,O,O,X,X,X,O,O,X,O
JTSILZO,O,O,X,O,X,O,X,X,X
JTSILOZ,O,O,O,O,X,O,X,O,X
JTSIZLO,O,O,X,X,O,X,X,X,X
JTSIZOL,O,O,X,O,O,X,X,X,X
JTSIOLZ,X,X,O,O,X,O,X,X,X
JTSIOZL,O,X,X,O,O,X,X,X,X
JTSLIZO,O,O,X,O,O,O,X,X,X
JTSLIOZ,O,O,O,O,O,O,X,O,X
JTSLZIO,O,O,O,O,O,O,X,X,X
JTSLZOI,O,O,O,O,O,O,X,X,X
JTSLOIZ,O,O,O,O,O,O,X,O,X
JTSLOZI,O,O,O,O,O,O,X,X,X
JTSZILO,O,O,O,X,O,X,X,X,X
JTSZIOL,O,O,O,O,O,X,X,X,X
JTSZLIO,O,O,O,O,O,O,X,X,X
JTSZLOI,O,O,O,O,O,O,X,X,X
JTSZOIL,O,O,O,O,O,X,X,X,X
JTSZOLI,O,O,O,O,O,O,X,X,X
JTSOILZ,X,X,O,O,X,O,X,X,X
JTSOIZL,O,X,X,O,O,X,X,X,X
JTSOLIZ,O,O,O,O,O,O,X,X,X
JTSOLZI,O,O,O,O,O,O,X,X,X
JTSOZIL,O,O,O,O,O,X,X,X,X
JTSOZLI,O,O,O,O,O,O,X,X,X
JTZILSO,O,O,O,X,X,X,O,X,X
JTZILOS,O,O,O,X,O,X,O,O,X
JTZISLO,O,O,O,X,O,X,O,X,X
JTZISOL,O,O,O,O,O,X,O,X,X
JTZIOLS,O,O,O,O,O,X,O,X,X
JTZIOSL,O,O,O,O,O,X,O,X,X
JTZLISO,O,O,O,O,X,X,O,X,X
JTZLIOS,O,O,O,O,O,X,O,O,X
JTZLSIO,O,O,O,O,O,O,O,X,X
JTZLSOI,O,O,O,O,O,O,O,X,X
JTZLOIS,O,O,O,O,O,X,O,O,O
JTZLOSI,O,O,O,X,O,O,O,X,O
JTZSILO,O,O,O,X,O,X,O,X,X
JTZSIOL,O,O,O,O,O,X,O,X,X
JTZSLIO,O,O,O,O,O,O,O,X,X
JTZSLOI,O,O,O,O,O,O,O,X,X
JTZSOIL,O,O,O,O,O,X,O,X,X
JTZSOLI,O,O,O,O,O,O,O,X,X
JTZOILS,O,O,O,O,O,X,O,X,O
JTZOISL,O,O,O,O,O,X,O,X,X
JTZOLIS,O,O,O,O,O,X,O,X,O
JTZOLSI,O,O,O,X,O,O,O,X,O
JTZOSIL,O,O,O,X,O,X,O,X,X
JTZOSLI,O,O,O,X,O,O,O,X,X
JTOILSZ,X,O,X,O,X,O,X,O,X
JTOILZS,X,O,X,O,X,X,X,O,O
JTOISLZ,X,O,O,O,X,O,X,X,X
JTOISZL,X,O,X,O,X,X,X,X,X
JTOIZLS,X,O,X,O,O,X,X,X,O
JTOIZSL,X,O,X,O,O,X,X,X,X
JTOLISZ,X,O,X,O,X,O,X,O,X
JTOLIZS,X,O,X,O,X,X,X,O,O
JTOLSIZ,O,O,X,O,X,O,X,O,X
JTOLSZI,O,O,X,O,X,O,X,X,X
JTOLZIS,O,O,X,O,X,X,O,O,O
JTOLZSI,O,O,X,X,X,O,O,X,O
JTOSILZ,X,O,O,O,X,O,X,X,X
JTOSIZL,O,O,X,O,O,X,X,X,X
JTOSLIZ,O,O,O,O,O,O,X,X,X
JTOSLZI,O,O,O,O,O,O,X,X,X
JTOSZIL,O,O,O,O,O,X,X,X,X
JTOSZLI,O,O,O,O,O,O,X,X,X
JTOZILS,O,O,O,O,O,X,O,X,O
JTOZISL,O,O,O,O,O,X,O,X,X
JTOZLIS,O,O,O,O,O,X,O,X,O
JTOZLSI,O,O,O,X,O,O,O,X,O
JTOZSIL,O,O,O,X,O,X,O,X,X
JTOZSLI,O,O,O,X,O,O,O,X,X
JITLSZO,O,O,X,O,X,O,X,X,X
JITLSOZ,O,O,X,O,X,O,X,O,X
JITLZSO,O,O,X,O,X,X,X,X,X
JITLZOS,O,O,X,O,X,X,X,O,X
JITLOSZ,X,O,X,O,X,O,X,O,X
JITLOZS,X,X,X,O,X,X,X,O,X
JITSLZO,O,O,X,O,X,O,X,X,X
JITSLOZ,O,O,O,O,X,O,X,O,X
JITSZLO,O,O,X,X,X,X,X,X,X
JITSZOL,O,O,X,O,X,X,X,X,X
JITSOLZ,X,X,O,O,X,O,X,X,X
JITSOZL,O,X,X,O,X,X,X,X,X
JITZLSO,O,O,X,X,X,X,X,X,X
JITZLOS,O,O,X,X,O,X,X,O,X
JITZSLO,O,O,X,X,X,X,X,X,X
JITZSOL,O,O,X,O,O,X,X,X,X
JITZOLS,O,O,X,O,O,X,X,X,X
JITZOSL,O,O,X,O,O,X,X,X,X
JITOLSZ,X,X,X,O,X,O,X,O,X
JITOLZS,X,X,X,O,X,X,X,O,X
JITOSLZ,X,X,O,O,X,O,X,X,X
JITOSZL,X,X,X,O,X,X,X,X,X
JITOZLS,X,X,X,O,O,X,X,X,X
JITOZSL,X,X,X,O,O,X,X,X,X
JILTSZO,X,O,X,O,X,X,X,X,X
JILTSOZ,X,X,X,O,X,X,X,O,X
JILTZSO,X,X,X,O,X,X,X,X,X
JILTZOS,X,X,X,O,X,X,X,O,X
JILTOSZ,X,X,X,O,X,X,X,O,X
JILTOZS,X,X,X,O,X,X,X,O,X
JILSTZO,O,O,X,O,X,X,X,X,X
JILSTOZ,X,X,X,O,X,O,X,X,X
JILSZTO,O,O,X,O,X,X,X,X,X
JILSZOT,O,O,X,O,X,O,X,X,X
JILSOTZ,X,X,X,O,X,O,X,X,X
JILSOZT,O,O,X,O,X,O,X,O,X
JILZTSO,X,O,X,O,X,X,X,X,X
JILZTOS,X,X,X,O,X,X,X,X,X
JILZSTO,O,O,X,O,X,X,X,X,X
JILZSOT,O,O,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,X,X,X,O,O
JILZOST,O,O,X,O,X,X,X,O,O
JILOTSZ,X,X,X,O,X,X,X,O,X
JILOTZS,X,X,X,O,X,X,X,O,O
JILOSTZ,X,X,X,O,X,O,X,X,X
JILOSZT,X,O,X,O,X,O,X,O,O
JILOZTS,X,X,X,X,X,X,X,O,O
JILOZST,X,X,X,O,X,X,X,O,O
JISTLZO,X,O,X,X,X,X,X,X,X
JISTLOZ,X,O,X,O,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X,X,X
JISTZOL,O,O,X,O,X,X,X,X,X
JISTOLZ,X,X,X,O,X,X,X,X,X
JISTOZL,X,X,X,O,X,X,X,X,X
JISLTZO,O,O,X,O,X,X,X,X,X
JISLTOZ,X,X,X,O,X,O,X,X,X
JISLZTO,O,O,X,O,X,X,X,X,X
JISLZOT,O,O,X,O,X,O,X,X,X
JISLOTZ,X,X,X,O,X,O,X,X,X
JISLOZT,O,O,O,O,X,O,X,O,X
JISZTLO,X,O,X,X,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,X,X,X
JISZLTO,O,O,X,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,X,X
JISZOTL,O,X,X,X,X,X,X,X,X
JISZOLT,O,O,X,O,X,X,X,X,X
JISOTLZ,X,X,X,O,X,X,X,X,X
JISOTZL,X,X,X,X,X,X,X,X,X
JISOLTZ,X,X,X,O,X,O,X,X,X
JISOLZT,X,X,O,O,X,O,X,X,X
JISOZTL,O,X,X,X,X,X,X,X,X
JISOZLT,O,X,X,O,X,X,X,X,X
JIZTLSO,O,O,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,X,X,X
JIZTSOL,O,X,X,O,X,X,X,X,X
JIZTOLS,O,X,X,O,X,X,X,X,X
JIZTOSL,O,X,X,O,O,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X,X,X
JIZLTOS,X,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,X,O,O
JIZLOST,O,O,X,X,O,X,X,O,O
JIZSTLO,X,O,X,X,X,X,X,X,X
JIZSTOL,O,X,X,X,X,X,X,X,X
JIZSLTO,O,O,X,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X,X,X
JIZSOTL,O,X,X,X,O,X,X,X,X
JIZSOLT,O,O,X,O,O,X,X,X,X
JIZOTLS,O,X,X,X,X,X,X,X,O
JIZOTSL,O,X,X,X,O,X,X,X,X
JIZOLTS,X,X,X,X,X,X,X,X,O
JIZOLST,O,O,X,O,O,X,X,X,O
JIZOSTL,O,X,X,X,O,X,X,X,X
JIZOSLT,O,O,X,O,O,X,X,X,O
JIOTLSZ,X,X,X,O,X,O,X,X,X
JIOTLZS,X,X,X,O,X,X,X,X,O
JIOTSLZ,X,X,O,O,X,O,X,X,X
JIOTSZL,X,X,X,O,X,X,X,X,X
JIOTZLS,X,X,X,O,O,X,X,X,O
JIOTZSL,X,X,X,O,O,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,X,X
JIOLTZS,X,X,X,X,X,X,X,O,O
JIOLSTZ,X,X,X,O,X,O,X,X,X
JIOLSZT,X,X,X,O,X,O,X,O,O
JIOLZTS,X,X,X,X,X,X,X,O,O
JIOLZST,X,X,X,O,X,X,X,O,O
JIOSTLZ,X,X,X,O,X,X,X,X,X
JIOSTZL,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,O,X,O,X,X,X
JIOSLZT,X,X,O,O,X,O,X,X,O
JIOSZTL,X,X,X,X,X,X,X,X,X
JIOSZLT,X,X,X,O,X,X,X,X,O
JIOZTLS,X,X,X,X,X,X,X,X,O
JIOZTSL,X,X,X,X,O,X,X,X,X
JIOZLTS,X,X,X,X,X,X,X,X,O
JIOZLST,X,X,X,O,O,X,X,X,O
JIOZSTL,X,X,X,X,O,X,X,X,X
JIOZSLT,X,X,X,O,O,X,X,X,O
JLTISZO,O,O,X,O,X,O,X,X,X
JLTISOZ,O,O,X,O,X,O,X,O,X
JLTIZSO,O,O,X,O,X,X,X,X,X
JLTIZOS,O,O,X,O,X,X,X,O,X
JLTIOSZ,X,O,X,O,X,O,X,O,X
JLTIOZS,X,X,X,O,X,X,X,O,X
JLTSIZO,O,O,X,O,X,O,X,X,X
JLTSIOZ,O,O,X,O,X,O,X,O,X
JLTSZIO,O,O,X,O,X,O,X,X,X
JLTSZOI,O,O,X,O,X,O,X,X,X
JLTSOIZ,O,O,X,O,X,O,X,O,X
JLTSOZI,O,O,X,O,X,O,X,X,X
JLTZISO,O,O,X,O,X,X,X,X,X
JLTZIOS,O,O,X,O,X,X,X,O,X
JLTZSIO,O,O,X,O,X,O,X,X,X
JLTZSOI,O,O,X,O,X,O,X,X,X
JLTZOIS,O,O,X,O,X,X,X,O,O
JLTZOSI,O,O,X,X,X,O,X,X,O
JLTOISZ,X,O,X,O,X,O,X,O,X
JLTOIZS,X,X,X,O,X,X,X,O,O
JLTOSIZ,O,O,X,O,X,O,X,O,X
JLTOSZI,O,O,X,O,X,O,X,X,X
JLTOZIS,O,O,X,O,X,X,X,O,O
JLTOZSI,O,O,X,X,X,O,X,X,O
JLITSZO,X,O,X,O,X,X,X,X,X
JLITSOZ,X,X,X,O,X,X,X,O,X
JLITZSO,X,X,X,O,X,X,X,X,X
JLITZOS,X,X,X,O,X,X,X,O,X
JLITOSZ,X,X,X,O,X,X,X,O,X
JLITOZS,X,X,X,O,X,X,X,O,X
JLISTZO,O,O,X,O,X,X,X,X,X
JLISTOZ,X,X,X,O,X,O,X,X,X
JLISZTO,O,O,X,O,X,X,X,X,X
JLISZOT,O,O,X,O,X,O,X,X,X
JLISOTZ,X,X,X,O,X,O,X,X,X
JLISOZT,O,O,X,O,X,O,X,O,X
JLIZTSO,X,O,X,O,X,X,X,X,X
JLIZTOS,X,X,X,O,X,X,X,X,X
JLIZSTO,O,O,X,O,X,X,X,X,X
JLIZSOT,O,O,X,X,X,X,X,X,X
JLIZOTS,X,X,X,X,X,X,X,O,O
JLIZOST,O,O,X,O,X,X,X,O,O
JLIOTSZ,X,O,X,O,X,X,X,O,X
JLIOTZS,X,X,X,O,X,X,X,O,O
JLIOSTZ,X,O,X,O,X,O,X,X,X
JLIOSZT,X,O,X,O,X,O,X,O,O
JLIOZTS,X,X,X,X,X,X,X,O,O
JLIOZST,X,O,X,O,X,X,X,O,O
JLSTIZO,O,O,X,O,X,X,X,X,X
JLSTIOZ,X,O,X,O,X,O,X,O,X
JLSTZIO,O,O,X,O,X,X,X,X,X
JLSTZOI,O,O,X,O,X,X,X,X,X
JLSTOIZ,X,O,X,O,X,O,X,O,X
JLSTOZI,X,O,X,O,X,O,X,X,X
JLSITZO,O,O,X,O,X,X,X,X,X
JLSITOZ,X,X,X,O,X,O,X,X,X
JLSIZTO,O,O,X,O,X,X,X,X,X
JLSIZOT,O,O,X,O,X,O,X,X,X
JLSIOTZ,X,X,X,O,X,O,X,X,X
JLSIOZT,O,O,X,O,X,O,X,O,X
JLSZTIO,O,O,X,O,X,X,X,X,X
JLSZTOI,O,X,X,O,X,X,X,X,X
JLSZITO,O,O,X,O,X,X,X,X,X
JLSZIOT,O,O,X,O,X,O,X,X,X
JLSZOTI,O,X,X,O,X,O,X,X,O
JLSZOIT,O,O,X,O,X,O,X,X,O
JLSOTIZ,X,X,X,O,X,O,X,O,X
JLSOTZI,X,X,X,O,X,O,X,X,X
JLSOITZ,X,X,X,O,X,O,X,X,X
JLSOIZT,O,O,X,O,X,O,X,O,O
JLSOZTI,O,X,X,O,X,O,X,X,O
JLSOZIT,O,O,X,O,X,O,X,X,O
JLZTISO,O,O,X,O,X,X,X,X,X
JLZTIOS,O,X,X,O,X,X,O,O,X
JLZTSIO,O,O,X,O,X,X,X,X,X
JLZTSOI,O,X,X,O,X,X,X,X,X
JLZTOIS,O,X,X,O,X,X,O,O,O
JLZTOSI,O,X,X,X,X,X,O,X,O
JLZITSO,X,O,X,O,X,X,X,X,X
JLZITOS,X,X,X,O,X,X,O,X,X
JLZISTO,O,O,X,O,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,O,X,X
JLZIOTS,X,O,X,X,X,X,O,O,O
JLZIOST,O,O,X,O,X,X,O,O,O
JLZSTIO,O,O,X,O,X,X,X,X,X
JLZSTOI,O,X,X,O,X,X,X,X,X
JLZSITO,O,O,X,O,X,X,X,X,X
JLZSIOT,O,O,X,O,X,O,O,X,X
JLZSOTI,O,X,X,O,X,O,O,X,O
JLZSOIT,O,O,X,O,X,O,O,X,O
JLZOTIS,O,O,X,X,X,X,O,O,O
JLZOTSI,O,O,X,X,X,X,O,X,O
JLZOITS,X,O,X,X,X,X,O,O,O
JLZOIST,O,O,X,O,X,X,O,O,O
JLZOSTI,O,O,X,X,X,O,O,X,O
JLZOSIT,O,O,X,X,X,O,O,X,O
JLOTISZ,X,O,X,O,X,O,X,O,X
JLOTIZS,X,X,X,O,X,X,X,O,O
JLOTSIZ,X,O,X,O,X,O,X,O,X
JLOTSZI,X,O,X,O,X,O,X,X,X
JLOTZIS,X,O,X,O,X,X,X,O,O
JLOTZSI,X,O,X,X,X,O,X,X,O
JLOITSZ,X,O,X,O,X,X,X,O,X
JLOITZS,X,X,X,O,X,X,X,O,O
JLOISTZ,X,O,X,O,X,O,X,X,X
JLOISZT,X,O,X,O,X,O,X,O,O
JLOIZTS,X,O,X,X,X,X,X,O,O
JLOIZST,X,O,X,O,X,X,X,O,O
JLOSTIZ,X,O,X,O,X,O,X,O,X
JLOSTZI,X,O,X,O,X,O,X,X,X
JLOSITZ,X,O,X,O,X,O,X,X,X
JLOSIZT,O,O,X,O,X,O,X,O,O
JLOSZTI,O,O,X,O,X,O,X,X,O
JLOSZIT,O,O,X,O,X,O,X,X,O
JLOZTIS,X,O,X,X,X,X,O,O,O
JLOZTSI,O,O,X,X,X,X,O,X,O
JLOZITS,X,O,X,X,X,X,O,O,O
JLOZIST,O,O,X,O,X,X,O,O,O
JLOZSTI,O,O,X,X,X,O,O,X,O
JLOZSIT,O,O,X,X,X,O,O,X,O
JSTILZO,O,O,X,O,X,O,X,X,X
JSTILOZ,O,O,X,O,X,O,X,O,X
JSTIZLO,O,O,X,X,O,X,X,X,X
JSTIZOL,O,O,X,O,O,X,X,X,X
JSTIOLZ,X,X,X,O,X,O,X,X,X
JSTIOZL,O,X,X,O,O,X,X,X,X
JSTLIZO,O,O,X,O,O,O,X,X,X
JSTLIOZ,O,O,X,O,O,O,X,O,X
JSTLZIO,O,O,X,O,O,O,X,X,X
JSTLZOI,O,O,X,O,O,O,X,X,X
JSTLOIZ,O,O,X,O,O,O,X,O,X
JSTLOZI,O,O,X,O,O,O,X,X,X
JSTZILO,O,O,X,X,O,X,X,X,X
JSTZIOL,O,O,X,O,O,X,X,X,X
JSTZLIO,O,O,X,O,O,O,X,X,X
JSTZLOI,O,O,X,O,O,O,X,X,X
JSTZOIL,O,O,X,O,O,X,X,X,X
JSTZOLI,O,O,X,O,O,O,X,X,X
JSTOILZ,X,X,X,O,X,O,X,X,X
JSTOIZL,O,X,X,O,O,X,X,X,X
JSTOLIZ,O,O,X,O,O,O,X,X,X
JSTOLZI,O,O,X,O,O,O,X,X,X
JSTOZIL,O,O,X,O,O,X,X,X,X
JSTOZLI,O,O,X,O,O,O,X,X,X
JSITLZO,X,O,X,X,X,X,X,X,X
JSITLOZ,X,O,X,O,X,X,X,X,X
JSITZLO,X,O,X,X,O,X,X,X,X
JSITZOL,O,O,X,O,O,X,X,X,X
JSITOLZ,X,X,X,O,X,X,X,X,X
JSITOZL,X,X,X,O,O,X,X,X,X
JSILTZO,O,O,X,O,X,X,X,X,X
JSILTOZ,X,X,X,O,X,O,X,X,X
JSILZTO,O,O,X,O,X,X,X,X,X
JSILZOT,O,O,X,O,X,O,X,X,X
JSILOTZ,X,X,X,O,X,O,X,X,X
JSILOZT,O,O,O,O,X,O,X,O,X
JSIZTLO,X,O,X,X,X,X,X,X,X
JSIZTOL,O,X,X,X,O,X,X,X,X
