sequence,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFRcB3gBcmBTiBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFmcB/lBFhBSnBUq?BTrB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgBOmB0hBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFlcB/lBamBTiB+r?BUqB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgB0hBOmBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/lBFhBTiB+rBim?BUqB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFicBTgBGiBVrBUq?B3rB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFUdBFhBXlBCnBzl?BxvB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFqhB/iBzgBVqBUm?BxvB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhF/iBlmBRqBcqBTr?BCrB,v115@6gE8FeD8FeC8EeF8DeD8Jez7IvhFUdBZlBWnBqqB/r?BlpB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFTcB/iB0gBVqBur?ByvB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFUdBTgBerBCnBFq?B/rB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgB0hBerB6r?BFqB,v115@6gE8FeD8FeC8EeF8DeD8JeR8IvhF0gBTiBFqBXrB6r?BmpB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFVhB/lBTiBumBKr?BUqB,v115@6gE8FeD8FeC8EeF8DeD8JeU8IvhF/iBTgBlmBRqBmp?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFShB/iBlmBRqBTq?BUrB,v115@6gE8FeD8FeC8EeF8DeD8JeOAJvhFTcB/iBqlBlmB0k?BxvB,v115@6gE8FeD8FeC8EeF8DeD8JeU9IvhFxgBmfBzgBFqBXr?BCsB
TJISZLO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJISZOL,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJISOLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJISOZL,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TJIZLSO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSLO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIZSOL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJIZOLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJIOLZS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOSLZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJIOSZL,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJIOZLS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOZSL,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJLISZO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLISOZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLIZOS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJLIOZS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLSIZO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLSIOZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLSZOI,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJLSOZI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJLZISO,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLZIOS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLZSOI,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLZOIS,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLZOSI,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOISZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJLOIZS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOSIZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJLOSZI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJLOZIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSILZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TJSILOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJSIZLO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJSIZOL,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJSIOLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJSIOZL,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TJSLIZO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O
TJSLIOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJSLZIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TJSLZOI,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TJSLOZI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TJSZILO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJSZIOL,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJSZLIO,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJSZLOI,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJSZOIL,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJSZOLI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
TJSOILZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
TJSOIZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TJSOLIZ,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TJSOLZI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X
TJSOZIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJSOZLI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
TJZILSO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZISOL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJZIOLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZLOSI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZSILO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJZSLIO,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZSLOI,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZSOIL,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TJZSOLI,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZOILS,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZOISL,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZOLIS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZOLSI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZOSIL,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZOSLI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOILZS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOISLZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOISZL,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOIZLS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOIZSL,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOLISZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOLIZS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLSIZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOLSZI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOLZIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOSILZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOSIZL,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOSLIZ,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJOSLZI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOSZIL,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOSZLI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOZILS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOZISL,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOZLIS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOZLSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOZSIL,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOZSLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
TSILJOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
TSILZJO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
TSILZOJ,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
TSILOJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X
TSILOZJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O,O
TSIJLZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
TSIJLOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
TSIJZLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSIJZOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSIJOLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
TSIJOZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSIZLJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
TSIZLOJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
TSIZJLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSIZJOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSIZOLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,O,O,X
TSIZOJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSIOLJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
TSIOLZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,O,O,X
TSIOJLZ,X,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O,O,X
TSIOJZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
TSIOZLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,O,O,O,X
TSIOZJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
TSLIJZO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,O
TSLIJOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
TSLIZJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O
TSLIZOJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O
TSLIOJZ,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O,O,X
TSLIOZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O
TSLJIZO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O
TSLJIOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSLJZIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSLJZOI,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,O,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
TSLJOZI,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSLZIJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSLZIOJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSLZJIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSLZJOI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLZOIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
TSLZOJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TSLOIJZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
TSLOIZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O
TSLOJIZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TSLOJZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSLOZIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
TSLOZJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TSJILZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
TSJILOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
TSJIZLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJIZOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJIOLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
TSJIOZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJLIZO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O
TSJLIOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSJLZIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSJLZOI,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSJLOIZ,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSJLOZI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
TSJZILO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJZIOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJZLIO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSJZLOI,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSJZOIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSJZOLI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
TSJOILZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X
TSJOIZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSJOLIZ,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSJOLZI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X
TSJOZIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSJOZLI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
TSZILJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
TSZILOJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
TSZIJLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZIJOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZIOLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,O,O,X
TSZIOJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSZLIJO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSZLIOJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSZLJIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSZLJOI,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZLOIJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
TSZLOJI,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TSZJILO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZJIOL,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSZJLIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSZJLOI,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZJOIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZJOLI,X,X,X,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
TSZOILJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X
TSZOIJL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZOLIJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TSZOLJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSZOJIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZOJLI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOILJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
TSOILZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X
TSOIJLZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O,O,X
TSOIJZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSOIZLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,O,O,X
TSOIZJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSOLIJZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
TSOLIZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O
TSOLJIZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TSOLJZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSOLZIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
TSOLZJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TSOJILZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X
TSOJIZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSOJLIZ,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSOJLZI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X
TSOJZIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSOJZLI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
TSOZILJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X
TSOZIJL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSOZLIJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TSOZLJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOZJIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSOZJLI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TZILJSO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSJO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILSOJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILOJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILOSJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIJLSO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJLOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJSLO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJSOL,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZIJOLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJOSL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZISLJO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZISLOJ,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TZISJLO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZISJOL,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZISOLJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TZISOJL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TZIOLJS,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOLSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOJLS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TZIOJSL,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TZIOSLJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TZIOSJL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TZLIJSO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLIJOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLISJO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLISOJ,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLIOJS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOSJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLJISO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLJIOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLJOIS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJOSI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIJO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLSIOJ,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
