sequence,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFzdB+jBigBU?iBFmB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeWCJvhFxdBigBTjBF?mBXnBUrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBmiBF?mBXnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBmhBz?iBFmB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFzdB+jBigBU?mBFnB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBXhBm?iBFnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcBXeBenBS?oBFmBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcByiB+jBF?mBXnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8Je37IvhFUdBGeBVoBx?lByrBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFehBSiBTeB1?rBxsB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFGeBTgBUjB/?rBFnBirB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFWiBxdBTjBF?mBXnBKrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8Je1AJvhF0cB+jB3iBx?lBinBTrB
LTZOJSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LTZOSIJ,X,O,X,O,X,O,X,X,X,X,X,X,X
LTZOSJI,X,O,O,O,X,O,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOIJZS,O,X,X,X,X,O,X,X,O,O,X,X,X
LTOISJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOISZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
LTOIZJS,O,X,X,X,X,O,X,X,O,O,X,X,X
LTOIZSJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LTOJISZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOJIZS,O,X,X,X,X,O,X,X,O,X,X,X,X
LTOJSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,X,X,O,X,X,X,X,X,X,X
LTOJZIS,O,X,X,X,X,O,X,X,O,X,X,X,X
LTOJZSI,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJZI,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOSZIJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOSZJI,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOZIJS,O,X,X,O,X,O,X,X,O,O,X,X,X
LTOZISJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LTOZJIS,O,X,X,O,X,O,X,X,O,O,X,X,X
LTOZJSI,O,X,X,O,X,O,X,X,X,X,X,X,X
LTOZSIJ,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOZSJI,X,O,X,O,X,O,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,X,X,X,O,X,X,X,O
LITJSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LITJZSO,O,X,X,X,O,O,X,X,O,O,X,X,O
LITJZOS,O,X,X,X,O,O,X,X,O,O,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LITJOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
LITSJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LITSJOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LITSZJO,O,X,X,X,X,X,X,X,O,O,X,X,X
LITSZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LITSOJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LITSOZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
LITZJSO,O,X,X,X,O,O,X,X,O,O,X,X,O
LITZJOS,O,X,X,X,O,O,X,X,O,O,X,X,X
LITZSJO,O,X,X,X,O,X,X,X,O,O,X,X,X
LITZSOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LITZOJS,O,X,X,X,O,X,X,X,O,O,X,X,X
LITZOSJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LITOJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,O,O,X,X,X
LITOSJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LITOSZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
LITOZJS,O,X,X,X,X,X,X,X,O,O,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,O,X,X,X,O
LIJTSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJTZSO,O,X,X,X,O,O,X,X,O,O,X,X,O
LIJTZOS,O,X,X,X,O,O,X,X,O,O,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJTOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,O,X,X,X,O
LIJSTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZTO,O,X,O,X,O,X,O,X,O,X,X,X,X
LIJSZOT,O,X,O,X,O,X,O,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,X,X,X,O
LIJSOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTSO,O,X,O,X,O,O,O,X,O,X,X,X,X
LIJZTOS,O,X,X,X,O,O,O,X,O,X,X,X,X
LIJZSTO,O,X,O,X,O,O,O,X,O,X,X,X,X
LIJZSOT,O,X,O,X,O,O,O,X,X,X,X,X,X
LIJZOTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LIJZOST,O,X,O,X,O,O,O,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,O,X,X,X,X,O,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LIJOZST,O,X,X,X,O,O,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LISTZJO,O,X,X,X,X,X,X,X,O,O,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTOZJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LISJTZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJZTO,O,X,O,O,O,X,O,X,O,X,X,X,X
LISJZOT,O,X,O,O,O,X,O,X,X,X,X,X,X
LISJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LISZTJO,O,X,O,O,O,X,O,X,O,X,X,X,X
LISZTOJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LISZJTO,O,X,O,O,O,X,O,X,O,X,X,X,X
LISZJOT,O,X,O,O,O,X,O,X,X,X,X,X,X
LISZOTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LISZOJT,O,X,X,O,X,X,O,X,X,X,X,X,X
LISOTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,O,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LISOZJT,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,O,O,O,O,X,O,O,X,X,X
LIZTJOS,O,X,X,O,O,O,O,X,O,O,X,X,X
LIZTSJO,O,X,O,X,O,X,X,X,O,O,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LIZTOJS,O,X,X,O,O,X,X,X,O,O,X,X,X
LIZTOSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LIZJTSO,O,X,O,X,O,O,O,X,O,X,X,X,X
LIZJTOS,O,X,X,X,O,O,O,X,O,X,X,X,X
LIZJSTO,O,X,O,X,O,O,O,X,O,X,X,X,X
LIZJSOT,O,X,O,X,O,O,O,X,X,X,X,X,X
LIZJOTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LIZJOST,O,X,O,X,O,O,O,X,X,X,X,X,X
LIZSTJO,O,X,O,O,O,O,O,X,O,X,X,X,X
LIZSTOJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LIZSJTO,O,X,O,O,O,O,O,X,O,X,X,X,X
LIZSJOT,O,X,O,O,O,O,O,X,X,X,X,X,X
LIZSOTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LIZSOJT,O,X,X,O,X,O,O,X,X,X,X,X,X
LIZOTJS,X,X,X,O,O,O,X,X,O,O,X,X,X
LIZOTSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LIZOJTS,O,X,X,O,O,O,X,X,X,X,X,X,X
LIZOJST,O,X,X,O,O,O,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LIZOSJT,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOTJZS,O,X,X,X,X,O,X,X,O,O,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOTSZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
LIOTZJS,O,X,X,X,X,O,X,X,O,O,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,X,X,X,O,X,X,X,X,O,X,X,X
LIOJSTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LIOJZST,O,X,X,X,O,O,X,X,X,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOSZJT,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,O,O,O,X,X,O,O,X,X,X
LIOZTSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LIOZJTS,O,X,X,O,O,O,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,O,O,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LIOZSJT,X,O,X,O,X,O,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTIZSO,O,X,X,X,O,O,X,X,O,X,X,X,X
LJTIZOS,O,X,X,X,O,O,X,X,O,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTIOZS,O,X,X,X,O,X,X,X,O,X,X,X,X
LJTSIZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTSIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LJTSZIO,O,X,O,X,X,O,O,O,O,X,X,X,X
LJTSZOI,O,O,O,X,X,O,O,O,X,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJTZIOS,O,X,X,X,O,O,O,X,O,X,X,X,X
LJTZSIO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJTZSOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LJTZOIS,O,X,X,X,O,O,O,X,O,X,X,X,X
LJTZOSI,O,X,X,X,O,O,O,X,X,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTOIZS,O,X,X,X,O,X,X,X,O,X,X,X,X
LJTOSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,O,X,X,X,O,O,X,X,O,X,X,X,X
LJTOZSI,O,X,X,X,O,O,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,O,X,X,X,O
LJITSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJITZSO,O,X,X,X,O,O,X,X,O,X,X,X,O
LJITZOS,O,X,X,X,O,O,X,X,O,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJITOZS,O,X,X,X,O,X,X,X,O,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,O,X,X,X,O
LJISTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISZTO,O,X,O,X,O,X,O,O,O,X,X,X,X
LJISZOT,O,X,O,X,O,X,O,O,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,X,X,X,X,X,X,O
LJISOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJIZTOS,O,X,X,X,O,O,O,X,O,X,X,X,X
LJIZSTO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJIZSOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LJIZOTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LJIZOST,O,X,O,X,O,O,O,O,X,X,X,X,X
LJIOTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LJIOZST,O,X,X,X,O,O,X,X,X,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,O,O,X,O,O,O,X,X,X,X,X
LJSTZOI,O,X,O,X,X,O,O,O,X,X,X,X,X
LJSTOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,X,X,X,O
LJSITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,X,O,O,O,X,O,O,X,X,X,X,X
LJSIZOT,O,X,O,O,O,X,O,O,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
LJSIOZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LJSZTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LJSZOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,X,X,X,X,X,O
LJSOIZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LJSOZTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LJSOZIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LJZTISO,O,X,O,O,O,O,O,O,O,X,X,X,X
LJZTIOS,O,X,X,O,O,O,O,X,O,X,X,X,X
LJZTSIO,O,X,O,O,O,O,O,O,O,X,X,X,X
LJZTSOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LJZTOIS,O,X,X,O,O,O,O,X,O,X,X,X,X
LJZTOSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LJZITSO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJZITOS,O,X,X,X,O,O,O,X,O,X,X,X,X
LJZISTO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJZISOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LJZIOTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LJZIOST,O,X,O,X,O,O,O,O,X,X,X,X,X
LJZSTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSOTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSOIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZOTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
LJZOTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LJZOITS,O,X,X,O,O,O,X,X,X,X,X,X,X
LJZOIST,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZOSTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZOSIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,O,X,X,X,X,X,X,X
LJOTZIS,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOTZSI,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,X,X,X,X,O
LJOITZS,O,X,X,X,O,X,X,X,X,X,X,X,O
LJOISTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
LJOISZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LJOIZTS,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,O,O,X,X,X,X,X,X,X,X,X,X,O
LJOSIZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOSZTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LJOSZIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LJOZTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
LJOZTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LJOZITS,O,X,X,O,O,O,X,X,X,X,X,X,X
LJOZIST,O,X,O,O,O,O,O,O,X,X,X,X,X
LJOZSTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJOZSIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LSTIJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTIZJO,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTIZOJ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTJIZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTJZIO,O,X,O,O,X,O,O,X,O,X,X,X,X
LSTJZOI,O,O,O,X,X,O,O,X,X,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,O,X,X,O,X,O,X,X,X,X
LSTZIOJ,O,X,X,O,X,X,X,X,O,X,X,X,X
LSTZJIO,O,X,O,O,X,O,O,X,O,X,X,X,X
LSTZJOI,O,O,O,O,X,O,O,X,X,X,X,X,X
LSTZOIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,X,O,X,X,X,X,X,X,X,X,X
LSITJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSITZJO,O,X,X,X,X,X,X,X,O,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSITOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSITOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZTO,O,X,O,O,O,X,O,X,O,X,X,X,X
LSIJZOT,O,X,O,O,O,X,O,X,X,X,X,X,X
LSIJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIZTJO,O,X,O,O,O,X,O,X,O,X,X,X,X
LSIZTOJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LSIZJTO,O,X,O,O,O,X,O,X,O,X,X,X,X
LSIZJOT,O,X,O,O,O,X,O,X,X,X,X,X,X
LSIZOTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LSIZOJT,O,X,X,O,X,X,O,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSIOTZJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LSIOZJT,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,X,O,O,X,O,O,O,X,X,X,X,X
LSJTZOI,O,O,O,X,X,O,O,O,X,X,X,X,X
LSJTOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJIZTO,O,X,O,O,O,X,O,O,X,X,X,X,X
LSJIZOT,O,X,O,O,O,X,O,O,X,X,X,X,X
LSJIOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJZTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LSJZOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LSJOTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJOZTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LSJOZIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LSZTIJO,O,X,O,O,O,O,O,X,O,X,X,X,X
LSZTIOJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LSZTJIO,O,X,O,O,O,O,O,O,O,X,X,X,X
LSZTJOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZTOIJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LSZTOJI,X,X,O,O,X,X,X,X,X,X,X,O,X
LSZITJO,O,X,O,O,O,O,O,X,O,X,X,X,X
LSZITOJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LSZIJTO,O,X,O,O,O,O,O,X,O,X,X,X,X
LSZIJOT,O,X,O,O,O,O,O,X,X,X,X,X,X
LSZIOTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
LSZIOJT,O,X,X,O,X,O,O,X,X,X,X,X,X
LSZJTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LSZJOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LSZOTIJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LSZOTJI,X,X,O,O,X,O,X,X,X,X,X,O,X
LSZOITJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LSZOIJT,O,O,X,O,X,O,O,X,X,X,X,X,X
LSZOJTI,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZOJIT,O,O,O,O,X,O,O,X,X,X,X,X,X
LSOTIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOTJZI,X,O,X,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LSOTZJI,X,O,X,O,X,O,X,X,X,X,X,X,X
LSOITJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOIJZT,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LSOIZJT,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJTZI,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,O,X,O,O,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,O,O,X,X,X,X,X,X
LSOZTIJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LSOZTJI,X,X,O,O,X,O,X,X,X,X,X,O,X
LSOZITJ,X,X,X,O,X,O,X,X,X,X,X,O,X
LSOZIJT,O,O,X,O,X,O,O,X,X,X,X,X,X
LSOZJTI,O,O,O,O,X,O,O,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,O,O,X,X,X,X,X,X
LZTIJSO,O,X,X,O,O,O,O,X,O,O,X,X,X
LZTIJOS,O,X,X,O,O,O,O,X,O,O,X,X,X
LZTISJO,O,X,O,X,O,X,X,X,O,O,X,X,X
