sequence,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeZ/IvhFzaBWhBXeBC?lB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBmfBChBT?kB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBOkB8kBz?gBqmBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBOkBlgBq?mBzkB8qB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBKkBzfBW?mB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeO/IvhFXeBUgBThB1?pBRrB6qB,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeX+IvhFOkBxgB6kBT?gB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeX+IvhF6kBxgBOkBT?gB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeZ/IvhFqfBTbBXeBF?mB0mBGqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBOkBzkBF?mB6qB0rB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jei6IvhFXeBzfB2pBF?mB5lB0rB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBlgBqmBm?kB8qBTpB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jem6IvhFXeBTfBypBF?mB5lB0rB
JSOTZLI,X,O,X,X,X,X,X,X,O,O,O,X,X
JSOITLZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JSOITZL,X,O,X,O,X,X,X,X,X,O,X,X,X
JSOILTZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JSOILZT,X,O,O,O,X,X,X,X,O,X,X,X,X
JSOIZTL,X,O,O,O,X,X,X,X,X,O,X,X,X
JSOIZLT,X,O,O,O,X,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JSOLTZI,X,X,X,O,X,X,X,X,O,O,X,X,X
JSOLITZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JSOLIZT,X,O,O,O,X,X,X,X,O,X,X,X,X
JSOLZTI,X,O,X,O,X,X,X,X,X,X,X,O,X
JSOLZIT,X,O,O,O,X,X,X,X,O,X,X,X,X
JSOZTIL,X,O,X,O,X,X,O,X,X,O,X,X,X
JSOZTLI,X,O,X,X,X,X,X,X,X,O,X,X,X
JSOZITL,X,O,O,O,X,X,O,X,X,O,X,X,X
JSOZILT,X,O,O,O,X,X,O,X,X,X,X,X,X
JSOZLTI,X,O,X,O,X,X,X,X,X,X,X,X,X
JSOZLIT,X,O,O,O,X,X,X,X,X,X,X,X,X
JZTILSO,O,O,X,X,X,X,O,O,O,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTISLO,O,O,O,O,X,X,O,O,O,X,X,X,X
JZTISOL,O,O,O,X,X,X,O,X,X,X,X,X,X
JZTIOLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOSL,O,O,X,X,X,X,O,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,O,O,O,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTLSIO,O,O,O,X,X,X,O,O,O,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTLOIS,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTLOSI,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTSILO,O,O,O,O,X,X,O,O,O,X,X,X,X
JZTSIOL,O,O,O,X,X,X,O,X,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,O,O,O,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,X,O,X,X,X,X
JZTSOIL,O,O,X,X,X,X,O,X,X,X,O,X,X
JZTSOLI,O,O,X,X,X,X,X,X,O,X,O,X,X
JZTOILS,O,O,X,X,X,X,X,X,X,X,O,X,X
JZTOISL,O,O,X,X,X,X,O,X,X,X,O,X,X
JZTOLIS,O,O,X,X,X,X,X,X,O,X,O,X,X
JZTOLSI,O,O,X,X,X,X,X,X,O,X,O,X,X
JZTOSIL,O,O,X,X,X,X,O,X,X,X,O,X,X
JZTOSLI,O,O,X,X,X,X,X,X,O,X,O,X,X
JZITLSO,O,X,X,X,X,X,O,O,O,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZITSLO,O,X,O,O,X,X,O,O,O,X,X,X,X
JZITSOL,O,X,O,X,X,X,O,X,X,X,X,X,X
JZITOLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZILTSO,O,X,O,X,X,X,X,X,O,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZILSTO,O,X,O,O,X,X,O,O,O,X,X,X,X
JZILSOT,O,X,O,O,X,X,O,O,O,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILOST,O,X,O,X,X,X,X,X,O,X,X,X,X
JZISTLO,O,X,O,O,X,X,O,O,O,X,X,X,X
JZISTOL,O,X,O,X,X,X,O,X,X,X,X,X,X
JZISLTO,O,X,O,O,X,X,O,O,O,X,X,X,X
JZISLOT,O,X,O,O,X,X,O,O,O,X,X,X,X
JZISOTL,O,X,O,O,X,X,O,X,X,O,X,X,X
JZISOLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JZIOTLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,X,O,X,X,X,O,X,X,X,X,X,X
JZIOSLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JZLTISO,O,X,O,O,X,X,O,O,O,X,X,O,X
JZLTIOS,O,X,X,O,X,X,X,X,O,X,X,O,X
JZLTSIO,O,X,O,O,X,X,O,O,O,X,X,O,X
JZLTSOI,O,X,X,O,X,X,X,X,O,X,X,O,X
JZLTOIS,O,X,X,O,X,X,X,X,O,X,X,O,X
JZLTOSI,O,X,X,O,X,X,X,X,O,X,X,O,X
JZLITSO,O,X,O,O,X,X,X,X,O,X,X,O,X
JZLITOS,O,X,X,O,X,X,X,X,O,X,X,O,X
JZLISTO,O,X,O,O,X,X,O,O,O,X,X,O,X
JZLISOT,O,O,O,O,X,X,O,O,O,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,O,X,O,O,X,X,X,X,O,X,X,X,X
JZLSTIO,O,X,O,O,X,X,O,O,O,X,X,O,X
JZLSTOI,O,X,X,O,X,X,X,X,O,X,X,O,X
JZLSITO,O,X,O,O,X,X,O,O,O,X,X,O,X
JZLSIOT,O,O,O,O,X,X,O,O,O,X,X,X,X
JZLSOTI,O,O,X,O,X,X,X,X,X,X,X,O,X
JZLSOIT,O,O,O,O,X,X,X,X,O,X,X,X,X
JZLOTIS,O,O,X,O,X,X,X,X,X,X,X,O,X
JZLOTSI,O,O,X,O,X,X,X,X,X,X,X,O,X
JZLOITS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLOIST,O,O,O,O,X,X,X,X,O,X,X,X,X
JZLOSTI,O,O,X,O,X,X,X,X,X,X,X,O,X
JZLOSIT,O,O,O,O,X,X,X,X,O,X,X,X,X
JZSTILO,O,O,O,O,X,X,O,O,O,X,X,X,X
JZSTIOL,O,O,O,X,X,X,O,X,X,X,X,X,X
JZSTLIO,O,O,O,X,X,X,O,O,O,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSTOIL,O,O,X,X,X,X,O,X,X,X,O,X,X
JZSTOLI,O,O,X,X,X,X,X,X,O,X,O,X,X
JZSITLO,O,X,O,O,X,X,O,O,O,X,X,X,X
JZSITOL,O,X,O,X,X,X,O,X,X,X,X,X,X
JZSILTO,O,X,O,O,X,X,O,O,O,X,X,X,X
JZSILOT,O,X,O,O,X,X,O,O,O,X,X,X,X
JZSIOTL,O,X,O,O,X,X,O,X,X,O,X,X,X
JZSIOLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JZSLTIO,O,X,O,O,X,X,O,O,O,X,X,O,X
JZSLTOI,O,X,X,O,X,X,X,X,O,X,X,O,X
JZSLITO,O,X,O,O,X,X,O,O,O,X,X,O,X
JZSLIOT,O,O,O,O,X,X,O,O,O,X,X,X,X
JZSLOTI,O,O,X,O,X,X,X,X,X,X,X,O,X
JZSLOIT,O,O,O,O,X,X,X,X,O,X,X,X,X
JZSOTIL,O,O,X,O,X,X,O,X,X,O,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X,X,O,X,X,X
JZSOITL,O,O,O,O,X,X,O,X,X,O,X,X,X
JZSOILT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZSOLTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,O,X,X,O,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X,X,O,X,X,X
JZOTLSI,O,O,X,X,X,X,X,X,X,O,X,X,X
JZOTSIL,O,O,X,O,X,X,O,X,X,O,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X,X,O,X,X,X
JZOITLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOILST,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,O,O,X,X,O,X,X,O,X,X,X
JZOISLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOLTIS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,O,X,X,O,X,X,O,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X,O,X,X,X
JZOSITL,O,O,O,O,X,X,O,X,X,O,X,X,X
JZOSILT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOSLTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JOTILSZ,X,O,X,X,X,X,X,X,O,O,O,X,X
JOTILZS,X,O,X,X,X,X,X,X,O,O,O,X,X
JOTISLZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTISZL,X,O,X,O,X,X,X,X,X,O,O,X,X
JOTIZLS,X,X,X,X,X,X,X,X,X,X,O,X,X
JOTIZSL,X,O,X,X,X,X,X,X,X,O,O,X,X
JOTLISZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTLIZS,X,O,X,X,X,X,X,X,O,O,O,X,X
JOTLSIZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTLSZI,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTLZIS,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTLZSI,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTSILZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTSIZL,X,O,X,O,X,X,X,X,X,O,O,X,X
JOTSLIZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTSLZI,X,O,X,O,X,X,X,X,O,O,O,X,X
JOTSZIL,X,O,X,O,X,X,X,X,X,O,O,X,X
JOTSZLI,X,O,X,X,X,X,X,X,O,O,O,X,X
JOTZILS,X,X,X,X,X,X,X,X,X,X,O,X,X
JOTZISL,X,O,X,O,X,X,X,X,X,O,O,X,X
JOTZLIS,X,O,X,X,X,X,X,X,O,O,O,X,X
JOTZLSI,X,O,X,X,X,X,X,X,O,O,O,X,X
JOTZSIL,X,O,X,O,X,X,X,X,X,O,O,X,X
JOTZSLI,X,O,X,X,X,X,X,X,O,O,O,X,X
JOITLSZ,X,X,X,X,X,X,X,X,O,O,X,X,X
JOITLZS,X,X,X,X,X,X,X,X,O,O,X,X,X
JOITSLZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOITSZL,X,O,X,O,X,X,X,X,X,O,X,X,X
JOITZLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,X,X,X,X,O,X,X,X
JOILTSZ,X,X,X,O,X,X,X,X,O,X,X,X,X
JOILTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOILSTZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOILSZT,X,O,X,O,X,X,X,X,O,X,X,X,X
JOILZTS,X,X,X,O,X,X,X,X,X,X,X,X,X
JOILZST,X,X,X,O,X,X,X,X,O,X,X,X,X
JOISTLZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOISTZL,X,O,X,O,X,X,X,X,X,O,X,X,X
JOISLTZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOISLZT,X,O,O,O,X,X,X,X,O,X,X,X,X
JOISZTL,X,O,O,O,X,X,X,X,X,O,X,X,X
JOISZLT,X,O,O,O,X,X,X,X,X,X,X,X,X
JOIZTLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,X,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,O,X,X,X,X,X,X,X,X,X
JOIZSTL,X,O,X,O,X,X,X,X,X,O,X,X,X
JOIZSLT,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JOLTIZS,X,X,X,X,X,X,X,X,O,O,X,X,X
JOLTSIZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JOLTSZI,X,X,X,O,X,X,X,X,O,O,X,X,X
JOLTZIS,X,X,X,O,X,X,X,X,O,O,X,X,X
JOLTZSI,X,X,X,O,X,X,X,X,O,O,X,X,X
JOLITSZ,X,X,X,O,X,X,X,X,O,X,X,X,X
JOLITZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLISTZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOLISZT,X,O,O,O,X,X,X,X,O,X,X,X,X
JOLIZTS,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,X,O,X,X,X,X,O,X,X,X,X
JOLSTIZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JOLSTZI,X,X,X,O,X,X,X,X,O,O,X,X,X
JOLSITZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOLSIZT,X,O,O,O,X,X,X,X,O,X,X,X,X
JOLSZTI,X,O,X,O,X,X,X,X,X,X,X,O,X
JOLSZIT,X,O,O,O,X,X,X,X,O,X,X,X,X
JOLZTIS,X,O,X,O,X,X,X,X,X,X,X,O,X
JOLZTSI,X,O,X,O,X,X,X,X,X,X,X,O,X
JOLZITS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,X,O,O,O,X,X,X,X,O,X,X,X,X
JOLZSTI,X,O,X,O,X,X,X,X,X,X,X,O,X
JOLZSIT,X,O,O,O,X,X,X,X,O,X,X,X,X
JOSTILZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JOSTIZL,X,O,X,O,X,X,X,X,X,O,O,X,X
JOSTLIZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JOSTLZI,X,O,X,O,X,X,X,X,O,O,O,X,X
JOSTZIL,X,O,X,O,X,X,X,X,X,O,O,X,X
JOSTZLI,X,O,X,X,X,X,X,X,O,O,O,X,X
JOSITLZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOSITZL,X,O,X,O,X,X,X,X,X,O,X,X,X
JOSILTZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOSILZT,X,O,O,O,X,X,X,X,O,X,X,X,X
JOSIZTL,X,O,O,O,X,X,X,X,X,O,X,X,X
JOSIZLT,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JOSLTZI,X,X,X,O,X,X,X,X,O,O,X,X,X
JOSLITZ,X,O,X,O,X,X,X,X,O,O,X,X,X
JOSLIZT,X,O,O,O,X,X,X,X,O,X,X,X,X
JOSLZTI,X,O,X,O,X,X,X,X,X,X,X,O,X
JOSLZIT,X,O,O,O,X,X,X,X,O,X,X,X,X
JOSZTIL,X,O,X,O,X,X,O,X,X,O,X,X,X
JOSZTLI,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSZITL,X,O,O,O,X,X,O,X,X,O,X,X,X
JOSZILT,X,O,O,O,X,X,O,X,X,X,X,X,X
JOSZLTI,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,O,X,O,X,X,O,X,X,O,X,X,X
JOZTLIS,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZTLSI,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZTSIL,X,O,X,O,X,X,O,X,X,O,X,X,X
JOZTSLI,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZITLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZILST,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,X,O,O,O,X,X,O,X,X,O,X,X,X
JOZISLT,X,O,O,O,X,X,O,X,X,X,X,X,X
JOZLTIS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZLTSI,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZLITS,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZLIST,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZLSTI,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZSTIL,X,O,X,O,X,X,O,X,X,O,X,X,X
JOZSTLI,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZSITL,X,O,O,O,X,X,O,X,X,O,X,X,X
JOZSILT,X,O,O,O,X,X,O,X,X,X,X,X,X
JOZSLTI,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,O,O,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,O,X,X,X,O,X,X,X,X
STILJOZ,O,O,X,X,O,O,X,X,O,X,X,X,X
STILZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
STILZOJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STILOJZ,O,O,O,X,O,O,X,X,X,X,X,X,O
STILOZJ,O,O,O,X,O,O,X,X,X,X,X,X,O
STIJLZO,O,O,X,X,O,X,X,X,O,X,X,X,X
STIJLOZ,O,O,X,X,O,O,X,X,O,X,X,X,X
STIJZLO,X,O,X,X,O,X,X,X,O,X,X,X,X
STIJZOL,X,X,X,X,X,O,X,X,X,X,X,X,X
STIJOLZ,X,O,X,X,O,O,X,X,O,X,O,X,X
STIJOZL,X,X,X,X,X,O,X,X,X,X,O,X,X
STIZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,X,X,X,X,X,O,X,X,X,X
STIZJOL,O,X,O,X,X,O,X,X,X,X,X,X,X
STIZOLJ,O,X,O,X,X,O,X,X,X,X,X,X,X
STIZOJL,O,X,O,X,X,O,X,X,X,X,X,X,X
STIOLJZ,O,O,X,X,X,O,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,O,X,X,X,X,X,X,X
STIOJLZ,X,O,X,X,X,O,X,X,O,O,X,X,X
STIOJZL,X,O,X,X,X,O,X,X,X,O,X,X,X
STIOZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOZJL,X,X,X,X,X,O,X,X,X,X,X,X,X
STLIJZO,O,O,X,X,O,X,X,X,O,X,X,X,X
STLIJOZ,O,O,X,X,O,O,X,X,O,X,X,X,X
STLIZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
STLIZOJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STLIOJZ,O,O,O,X,O,O,X,X,X,X,X,X,O
STLIOZJ,O,O,O,X,O,O,X,X,X,X,X,X,O
STLJIZO,O,O,O,O,O,X,X,X,O,X,X,X,X
STLJIOZ,O,O,X,O,O,O,X,X,O,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,X,O,X,X,O,X
STLJZOI,O,O,O,O,O,X,X,X,O,X,X,O,X
STLJOIZ,O,O,O,O,O,X,X,X,O,X,O,X,O
STLJOZI,O,O,O,O,O,X,X,X,O,X,O,X,O
STLZIJO,O,O,O,O,O,X,X,O,X,X,X,O,X
STLZIOJ,O,O,O,O,O,X,X,O,X,X,X,O,X
STLZJIO,O,O,O,O,O,X,X,O,X,X,X,O,X
STLZJOI,O,O,O,O,O,X,X,X,X,X,X,O,X
STLZOIJ,O,O,O,O,O,X,X,O,X,X,X,O,O
STLZOJI,O,O,O,O,O,X,X,X,X,X,X,O,O
STLOIJZ,O,O,O,X,O,X,X,X,X,X,X,X,O
STLOIZJ,O,O,O,X,O,X,X,X,X,X,X,X,O
STLOJIZ,O,O,O,O,O,X,X,X,O,O,X,X,O
STLOJZI,O,O,O,O,O,X,X,X,O,O,X,X,O
STLOZIJ,O,O,O,O,O,X,X,X,X,X,X,X,O
STLOZJI,O,O,O,O,O,X,X,X,X,X,X,X,O
STJILZO,O,O,O,O,O,X,X,X,O,X,X,X,X
STJILOZ,O,O,X,O,O,O,X,X,O,X,X,X,X
STJIZLO,X,O,O,O,O,X,X,X,O,X,X,X,X
STJIZOL,X,X,O,X,X,O,X,X,X,X,X,X,X
STJIOLZ,X,O,X,O,O,O,X,X,O,O,O,X,X
STJIOZL,X,X,X,O,X,O,X,X,X,O,O,X,X
STJLIZO,O,O,O,O,O,X,X,X,O,X,X,X,X
STJLIOZ,O,O,X,O,O,O,X,X,O,X,X,X,X
STJLZIO,O,O,O,O,O,X,X,X,O,X,X,O,X
STJLZOI,O,O,O,O,O,X,X,X,O,X,X,O,X
STJLOIZ,O,O,O,O,O,X,X,X,O,X,O,X,O
STJLOZI,O,O,O,O,O,X,X,X,O,X,O,X,O
STJZILO,X,O,O,O,O,X,O,X,O,X,X,X,X
STJZIOL,X,X,O,X,X,O,O,X,X,X,X,X,X
STJZLIO,X,O,O,X,O,X,O,X,O,X,X,X,X
STJZLOI,X,O,O,X,O,X,X,X,O,X,X,X,X
STJZOIL,X,X,O,X,X,X,O,X,X,X,O,X,X
STJZOLI,X,X,O,X,X,X,X,X,O,X,O,X,X
STJOILZ,X,O,X,O,O,O,X,X,O,O,O,X,X
STJOIZL,X,O,X,O,X,O,X,X,X,O,O,X,X
STJOLIZ,X,O,X,O,O,X,X,X,O,O,O,X,X
STJOLZI,X,O,X,O,O,X,X,X,O,O,O,X,X
STJOZIL,X,O,X,O,X,X,X,X,X,O,O,X,X
STJOZLI,X,O,X,X,X,X,X,X,O,O,O,X,X
STZILJO,O,O,O,X,X,X,O,O,X,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,O,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,O,O,O,X,X,X,X
STZIJOL,O,O,O,X,X,O,O,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,O,X,O,X,X,X,X,X
STZIOJL,O,O,O,X,X,O,O,X,X,X,X,X,X
STZLIJO,O,O,O,X,O,X,O,O,X,X,X,X,X
STZLIOJ,O,O,O,X,O,X,X,O,X,X,X,X,X
STZLJIO,O,O,O,X,O,X,O,O,X,X,X,X,X
STZLJOI,O,O,O,X,O,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,X,O,X,X,O,X,X,X,X,O
STZLOJI,O,O,O,X,O,X,X,X,X,X,X,X,O
STZJILO,O,O,O,O,O,X,O,O,O,X,X,X,X
STZJIOL,O,O,O,X,X,O,O,X,X,X,X,X,X
STZJLIO,O,O,O,X,O,X,O,O,O,X,X,X,X
STZJLOI,O,O,O,X,O,X,X,X,O,X,X,X,X
STZJOIL,O,O,O,X,X,X,O,X,X,X,O,X,X
STZJOLI,O,O,O,X,X,X,X,X,O,X,O,X,X
STZOILJ,O,O,O,X,X,X,X,O,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,O,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,O,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,X,O,X,X,O,X,X,X
STZOJLI,O,O,O,X,X,X,X,X,O,O,X,X,X
STOILJZ,O,O,X,X,X,O,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,O,X,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,O,X,X,O,O,X,X,X
STOIJZL,X,O,X,X,X,O,X,X,X,O,X,X,X
STOIZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X
STOIZJL,X,X,X,X,X,O,X,X,X,X,X,X,X
STOLIJZ,O,O,O,X,O,X,X,X,X,X,X,X,O
STOLIZJ,O,O,O,X,O,X,X,X,X,X,X,X,O
STOLJIZ,O,O,O,O,O,X,X,X,O,O,X,X,O
STOLJZI,O,O,O,O,O,X,X,X,O,O,X,X,O
STOLZIJ,O,O,O,O,O,X,X,X,X,X,X,X,O
STOLZJI,O,O,O,O,O,X,X,X,X,X,X,X,O
STOJILZ,X,O,X,O,O,O,X,X,O,O,O,X,X
STOJIZL,X,O,X,O,X,O,X,X,X,O,O,X,X
STOJLIZ,X,O,X,O,O,X,X,X,O,O,O,X,X
STOJLZI,X,O,X,O,O,X,X,X,O,O,O,X,X
STOJZIL,X,O,X,O,X,X,X,X,X,O,O,X,X
STOJZLI,X,O,X,X,X,X,X,X,O,O,O,X,X
STOZILJ,X,O,O,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,O,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,O,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,O,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,O,O,X,X,X,X,X,O,X,X,X
STOZJLI,X,O,O,X,X,X,X,X,O,O,X,X,X
SITLJZO,O,O,X,X,O,X,X,X,O,X,X,X,X
SITLJOZ,O,O,X,X,O,O,X,X,O,X,X,X,X
SITLZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
SITLZOJ,O,O,O,X,O,X,X,X,X,X,X,X,X
SITLOJZ,O,O,O,X,O,O,X,X,X,X,X,X,O
SITLOZJ,O,O,O,X,O,O,X,X,X,X,X,X,O
SITJLZO,O,O,X,X,O,X,X,X,O,X,X,X,X
SITJLOZ,O,O,X,X,O,O,X,X,O,X,X,X,X
SITJZLO,X,O,X,X,O,X,X,X,O,X,X,X,X
SITJZOL,X,X,X,X,X,O,X,X,X,X,X,X,X
SITJOLZ,X,O,X,X,O,O,X,X,O,X,O,X,X
SITJOZL,X,X,X,X,X,O,X,X,X,X,O,X,X
SITZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,O,X,X,X,X,X,O,X,X,X,X
SITZJOL,O,X,O,X,X,O,X,X,X,X,X,X,X
SITZOLJ,O,X,O,X,X,O,X,X,X,X,X,X,X
