sequence,v115@6gC8IeB8GeC8AeA8CeH8AeE8Je2/IvhFRbBzcBUhB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex6IvhFOhB8hB6kBT?gB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB8hBmgB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB2iB8kBF?hBfrBCsB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeaBJvhFzcBxfB3iBG?lBcrBlpB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jem7IvhFzcBxfB3iB6?kBllBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbByhB8kBW?mB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFFcB2iBClBx?mB/lBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex7IvhF8hBmfBzgB3?iB6kBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhF8kBliBRmBC?mB3mBmqB
IOSZTJL,X,O,O,X,X,O,X,X,X,X
IOSZLTJ,X,O,O,X,O,X,X,X,X,X
IOSZLJT,X,O,O,X,O,O,X,X,X,X
IOSZJTL,X,O,O,X,X,O,X,X,X,X
IOSZJLT,X,O,O,X,O,O,X,X,X,X
IOZTLJS,X,O,X,X,X,X,X,X,X,X
IOZTLSJ,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,O,X,X,X,X,X,X,X,X
IOZTJSL,X,O,X,X,X,X,X,X,X,X
IOZTSLJ,X,O,X,X,X,X,X,X,X,X
IOZTSJL,X,O,X,X,X,X,X,X,X,X
IOZLTJS,X,X,X,X,X,X,X,O,X,X
IOZLTSJ,X,X,X,X,X,X,X,O,X,X
IOZLJTS,X,X,X,X,X,X,X,O,X,X
IOZLJST,X,X,X,X,X,X,X,O,X,X
IOZLSTJ,X,X,X,X,O,X,X,O,X,X
IOZLSJT,X,X,X,X,O,X,X,O,X,X
IOZJTLS,X,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,X,X,X,O,X,X
IOZJLST,X,X,X,X,X,X,X,O,X,X
IOZJSTL,X,X,X,X,X,O,X,X,X,X
IOZJSLT,X,X,X,X,X,O,X,X,X,X
IOZSTLJ,X,O,X,X,O,X,X,X,X,X
IOZSTJL,X,O,X,X,X,O,X,X,X,X
IOZSLTJ,X,X,X,X,O,X,X,X,X,X
IOZSLJT,X,O,X,X,O,O,X,X,X,X
IOZSJTL,X,O,X,X,X,O,X,X,X,X
IOZSJLT,X,O,X,X,O,O,X,X,X,X
LTIJSZO,O,O,O,X,X,X,X,O,X,X
LTIJSOZ,O,O,O,X,X,X,X,O,X,X
LTIJZSO,O,O,O,X,X,X,X,O,X,X
LTIJZOS,O,O,O,X,X,X,X,O,X,X
LTIJOSZ,O,O,O,X,X,X,X,O,X,X
LTIJOZS,O,O,O,X,X,X,X,O,X,X
LTISJZO,O,O,O,X,X,X,X,O,X,X
LTISJOZ,O,O,O,X,X,X,X,O,X,X
LTISZJO,O,O,O,X,X,O,X,O,X,X
LTISZOJ,O,O,O,X,X,O,X,O,X,X
LTISOJZ,O,O,O,X,X,X,X,O,X,X
LTISOZJ,X,O,O,X,X,X,X,O,X,X
LTIZJSO,O,O,O,X,X,O,X,O,X,X
LTIZJOS,O,O,O,X,X,X,X,O,X,O
LTIZSJO,O,O,O,X,X,O,X,O,X,X
LTIZSOJ,O,O,O,X,X,O,X,O,X,O
LTIZOJS,O,O,O,X,X,X,X,O,X,O
LTIZOSJ,O,O,O,X,X,X,X,O,X,O
LTIOJSZ,X,O,O,X,X,X,X,O,X,X
LTIOJZS,X,O,O,X,X,X,X,O,X,X
LTIOSJZ,X,O,O,X,X,X,X,O,X,X
LTIOSZJ,X,O,O,X,X,X,X,O,X,X
LTIOZJS,X,O,O,X,X,X,X,O,X,X
LTIOZSJ,X,O,O,X,X,X,X,O,X,X
LTJISZO,O,O,O,X,X,X,O,O,X,X
LTJISOZ,O,O,O,X,X,X,X,O,X,X
LTJIZSO,O,O,O,X,X,X,O,O,X,X
LTJIZOS,O,O,O,X,X,X,O,O,X,X
LTJIOSZ,O,O,O,X,X,X,X,O,X,X
LTJIOZS,O,O,O,X,X,X,O,O,X,X
LTJSIZO,O,O,O,O,X,X,O,X,X,X
LTJSIOZ,O,O,O,O,X,X,O,X,X,X
LTJSZIO,O,O,O,O,X,X,O,X,X,X
LTJSZOI,O,O,O,O,X,X,O,X,O,X
LTJSOIZ,O,O,O,O,X,X,O,X,X,X
LTJSOZI,O,O,O,O,X,X,O,X,O,X
LTJZISO,O,O,O,X,X,X,O,X,X,X
LTJZIOS,O,O,O,O,X,X,O,X,X,X
LTJZSIO,O,O,O,O,X,X,O,X,X,X
LTJZSOI,O,O,O,O,X,X,O,X,X,X
LTJZOIS,O,O,O,O,X,X,O,X,X,X
LTJZOSI,O,O,O,O,X,X,O,X,X,X
LTJOISZ,O,O,O,X,X,X,X,O,X,X
LTJOIZS,O,O,O,X,X,X,O,O,X,X
LTJOSIZ,O,O,O,X,X,X,X,X,X,X
LTJOSZI,O,O,O,X,X,X,X,X,O,X
LTJOZIS,O,O,O,X,X,X,O,X,X,X
LTJOZSI,O,O,O,X,X,X,O,X,X,X
LTSIJZO,O,O,O,O,X,X,O,X,X,X
LTSIJOZ,O,O,O,O,X,X,O,X,X,X
LTSIZJO,O,O,O,O,X,O,O,X,X,X
LTSIZOJ,O,O,O,O,X,O,O,X,X,X
LTSIOJZ,O,O,O,O,X,X,O,X,X,X
LTSIOZJ,X,O,O,O,X,X,O,X,X,X
LTSJIZO,O,O,O,O,X,X,O,X,X,X
LTSJIOZ,O,O,O,O,X,X,O,X,X,X
LTSJZIO,O,O,O,O,X,X,O,X,X,X
LTSJZOI,O,O,O,O,X,X,O,X,O,X
LTSJOIZ,O,O,O,O,X,X,O,X,X,X
LTSJOZI,O,O,O,O,X,X,O,X,O,X
LTSZIJO,O,O,O,O,X,X,O,X,X,X
LTSZIOJ,O,O,O,O,X,X,O,X,X,X
LTSZJIO,O,O,O,O,X,X,O,X,X,X
LTSZJOI,O,O,O,O,X,X,O,X,O,X
LTSZOIJ,O,O,O,O,X,X,O,X,O,X
LTSZOJI,O,O,O,O,X,X,O,X,O,X
LTSOIJZ,O,O,O,O,X,X,O,X,X,X
LTSOIZJ,X,O,O,O,X,X,O,X,X,X
LTSOJIZ,O,O,O,O,X,X,O,X,X,X
LTSOJZI,O,O,O,O,X,X,O,X,O,X
LTSOZIJ,O,O,O,O,X,X,O,X,O,X
LTSOZJI,O,O,O,O,X,X,O,X,O,X
LTZIJSO,O,O,O,X,X,X,O,X,X,X
LTZIJOS,O,O,O,O,X,X,O,X,X,O
LTZISJO,O,O,O,X,X,X,X,X,X,X
LTZISOJ,O,O,O,X,X,X,X,X,X,O
LTZIOJS,O,O,O,O,X,X,O,X,X,O
LTZIOSJ,O,O,O,X,X,X,X,X,X,O
LTZJISO,O,O,O,X,X,X,O,X,X,X
LTZJIOS,O,O,O,O,X,X,O,X,X,X
LTZJSIO,O,O,O,O,X,X,O,X,X,X
LTZJSOI,O,O,O,O,X,X,O,X,X,X
LTZJOIS,O,O,O,O,X,X,O,X,X,X
LTZJOSI,O,O,O,O,X,X,O,X,X,X
LTZSIJO,O,O,O,O,X,X,O,X,X,X
LTZSIOJ,O,O,O,O,X,X,O,X,X,X
LTZSJIO,O,O,O,O,X,X,O,X,X,X
LTZSJOI,O,O,O,O,X,X,O,X,X,X
LTZSOIJ,O,O,O,O,X,X,O,X,X,X
LTZSOJI,O,O,O,O,X,X,O,X,X,X
LTZOIJS,O,O,O,O,X,X,O,X,X,O
LTZOISJ,O,O,O,X,X,X,X,X,X,O
LTZOJIS,O,O,O,O,X,X,O,X,X,X
LTZOJSI,O,O,O,O,X,X,O,X,X,X
LTZOSIJ,O,O,O,O,X,X,O,X,X,X
LTZOSJI,O,O,O,O,X,X,O,X,X,X
LTOIJSZ,X,O,O,X,X,X,X,O,X,X
LTOIJZS,X,O,O,X,X,X,X,O,X,X
LTOISJZ,X,O,O,X,X,X,X,O,X,X
LTOISZJ,X,O,O,X,X,X,X,O,X,X
LTOIZJS,X,O,O,X,X,X,X,O,X,X
LTOIZSJ,X,O,O,X,X,X,X,O,X,X
LTOJISZ,O,O,O,X,X,X,X,O,X,X
LTOJIZS,O,O,O,X,X,X,X,O,X,X
LTOJSIZ,O,O,O,X,X,X,X,X,X,X
LTOJSZI,O,O,O,X,X,X,X,X,O,X
LTOJZIS,O,O,O,X,X,X,X,X,X,X
LTOJZSI,O,O,O,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,X,X,X,X,X,X,X
LTOSIZJ,X,O,O,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,X,X,X,X,X
LTOSJZI,O,O,O,X,X,X,X,X,O,X
LTOSZIJ,O,O,O,X,X,X,X,X,O,X
LTOSZJI,O,O,O,X,X,X,X,X,O,X
LTOZIJS,O,O,O,X,X,X,X,X,X,X
LTOZISJ,O,O,O,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,X,X,X,X,X,X
LTOZJSI,O,O,O,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,X,X,X,X,X,X,X
LTOZSJI,O,O,O,X,X,X,X,X,X,X
LITJSZO,O,O,O,X,X,X,X,O,X,X
LITJSOZ,O,O,O,X,X,X,X,O,X,X
LITJZSO,O,O,O,X,X,X,X,O,X,X
LITJZOS,O,O,O,X,X,X,X,O,X,X
LITJOSZ,O,O,O,X,X,X,X,O,X,X
LITJOZS,O,O,O,X,X,X,X,O,X,X
LITSJZO,O,O,O,X,X,X,X,O,X,X
LITSJOZ,O,O,O,X,X,X,X,O,X,X
LITSZJO,O,O,O,X,X,O,X,O,X,X
LITSZOJ,O,O,O,X,X,O,X,O,X,X
LITSOJZ,O,O,O,X,X,X,X,O,X,X
LITSOZJ,X,O,O,X,X,X,X,O,X,X
LITZJSO,O,O,O,X,X,O,X,O,X,X
LITZJOS,O,O,O,X,X,X,X,O,X,X
LITZSJO,O,O,O,X,X,O,X,O,X,X
LITZSOJ,O,O,O,X,X,O,X,O,X,X
LITZOJS,O,O,O,X,X,X,X,O,X,X
LITZOSJ,O,O,O,X,X,X,X,O,X,X
LITOJSZ,X,O,O,X,X,X,X,O,X,X
LITOJZS,X,O,O,X,X,X,X,O,X,X
LITOSJZ,X,O,O,X,X,X,X,O,X,X
LITOSZJ,X,O,O,X,X,X,X,O,X,X
LITOZJS,X,O,O,X,X,X,X,O,X,X
LITOZSJ,X,O,O,X,X,X,X,O,X,X
LIJTSZO,O,O,X,X,X,X,X,O,X,X
LIJTSOZ,O,O,X,X,X,X,X,O,X,X
LIJTZSO,O,O,X,X,X,X,X,O,X,X
LIJTZOS,O,O,X,X,X,X,X,O,X,X
LIJTOSZ,O,O,X,X,X,X,X,O,X,X
LIJTOZS,O,O,X,X,X,X,X,O,X,X
LIJSTZO,O,O,X,O,X,X,X,O,X,X
LIJSTOZ,O,O,X,O,X,X,X,O,X,X
LIJSZTO,O,O,O,O,O,X,X,O,X,X
LIJSZOT,O,O,O,O,O,X,X,O,X,X
LIJSOTZ,O,O,X,X,X,O,X,O,X,X
LIJSOZT,O,O,O,X,X,O,X,O,X,X
LIJZTSO,O,X,X,X,O,X,X,O,X,X
LIJZTOS,O,X,X,O,X,X,X,O,X,X
LIJZSTO,O,X,X,O,O,X,X,O,X,X
LIJZSOT,O,X,X,O,O,O,X,O,X,X
LIJZOTS,O,X,X,O,X,X,X,O,X,X
LIJZOST,O,X,X,O,O,X,X,O,X,X
LIJOTSZ,O,O,X,X,X,X,X,O,X,X
LIJOTZS,O,O,X,X,X,X,X,O,X,X
LIJOSTZ,O,O,X,X,X,X,X,O,X,X
LIJOSZT,O,O,O,X,X,X,X,O,X,X
LIJOZTS,O,X,X,X,X,X,X,O,X,X
LIJOZST,O,X,X,X,X,X,X,O,X,X
LISTJZO,O,O,O,O,X,X,X,O,X,X
LISTJOZ,O,O,O,O,X,X,X,O,X,X
LISTZJO,O,O,O,O,X,O,X,O,X,X
LISTZOJ,O,O,O,O,X,O,X,O,X,X
LISTOJZ,O,O,O,O,X,X,X,O,X,X
LISTOZJ,X,O,O,O,X,X,X,O,X,X
LISJTZO,O,O,X,O,X,X,X,O,X,X
LISJTOZ,O,O,X,O,X,X,X,O,X,X
LISJZTO,O,O,O,O,O,X,X,O,X,X
LISJZOT,O,O,O,O,O,X,X,O,X,X
LISJOTZ,O,O,X,X,X,O,X,O,X,X
LISJOZT,O,O,O,X,X,O,X,O,X,X
LISZTJO,O,O,O,O,X,X,X,O,X,X
LISZTOJ,O,O,O,O,O,X,X,O,X,X
LISZJTO,O,O,O,O,X,X,X,O,X,X
LISZJOT,O,O,O,O,O,O,X,O,X,X
LISZOTJ,O,O,O,O,O,X,X,O,X,X
LISZOJT,O,O,O,O,O,O,X,O,X,X
LISOTJZ,X,O,O,X,X,X,X,O,X,X
LISOTZJ,X,O,O,X,X,X,X,O,X,X
LISOJTZ,O,O,X,X,X,O,X,O,X,X
LISOJZT,O,O,O,X,X,O,X,O,X,X
LISOZTJ,X,O,O,X,X,X,X,O,X,X
LISOZJT,X,O,O,X,X,X,X,O,X,X
LIZTJSO,O,O,X,X,X,X,X,O,X,X
LIZTJOS,O,O,X,O,X,X,X,O,X,X
LIZTSJO,O,O,X,X,X,X,X,O,X,X
LIZTSOJ,O,O,X,X,O,X,X,O,X,X
LIZTOJS,O,O,X,O,X,X,X,O,X,X
LIZTOSJ,X,O,X,X,X,X,X,O,X,X
LIZJTSO,O,X,X,X,X,X,X,O,X,X
LIZJTOS,O,X,X,O,X,X,X,O,X,X
LIZJSTO,O,X,X,O,X,X,X,O,X,X
LIZJSOT,O,X,X,O,O,O,X,O,X,X
LIZJOTS,O,X,X,O,X,X,X,O,X,X
LIZJOST,O,X,X,O,X,X,X,O,X,X
LIZSTJO,O,O,X,O,X,X,X,O,X,X
LIZSTOJ,O,O,X,O,O,X,X,O,X,X
LIZSJTO,O,O,X,O,X,X,X,O,X,X
LIZSJOT,O,O,X,O,O,O,X,O,X,X
LIZSOTJ,O,O,X,O,O,X,X,O,X,X
LIZSOJT,O,O,X,O,O,O,X,O,X,X
LIZOTJS,O,O,X,O,X,X,X,O,X,X
LIZOTSJ,X,O,X,X,X,X,X,O,X,X
LIZOJTS,O,X,X,O,X,X,X,O,X,X
LIZOJST,O,X,X,O,X,X,X,O,X,X
LIZOSTJ,O,O,X,O,O,X,X,O,X,X
LIZOSJT,O,O,X,O,O,X,X,O,X,X
LIOTJSZ,X,O,O,X,X,X,X,O,X,X
LIOTJZS,X,O,O,X,X,X,X,O,X,X
LIOTSJZ,X,O,O,X,X,X,X,O,X,X
LIOTSZJ,X,O,O,X,X,X,X,O,X,X
LIOTZJS,X,O,O,X,X,X,X,O,X,X
LIOTZSJ,X,O,O,X,X,X,X,O,X,X
LIOJTSZ,X,O,X,X,X,X,X,O,X,X
LIOJTZS,X,O,X,X,X,X,X,O,X,X
LIOJSTZ,X,O,X,X,X,X,X,O,X,X
LIOJSZT,X,O,O,X,X,X,X,O,X,X
LIOJZTS,X,X,X,X,X,X,X,O,X,X
LIOJZST,X,X,X,X,X,X,X,O,X,X
LIOSTJZ,X,O,O,X,X,X,X,O,X,X
LIOSTZJ,X,O,O,X,X,X,X,O,X,X
LIOSJTZ,X,O,X,X,X,X,X,O,X,X
LIOSJZT,X,O,O,X,X,X,X,O,X,X
LIOSZTJ,X,O,O,X,X,X,X,O,X,X
LIOSZJT,X,O,O,X,X,X,X,O,X,X
LIOZTJS,X,O,X,X,X,X,X,O,X,X
LIOZTSJ,X,O,X,X,X,X,X,O,X,X
LIOZJTS,X,X,X,X,X,X,X,O,X,X
LIOZJST,X,X,X,X,X,X,X,O,X,X
LIOZSTJ,X,O,X,X,X,X,X,O,X,X
LIOZSJT,X,O,X,X,X,X,X,O,X,X
LJTISZO,O,O,O,X,X,X,X,O,X,X
LJTISOZ,O,O,O,X,X,X,X,O,X,X
LJTIZSO,O,O,O,X,X,X,X,O,X,X
LJTIZOS,O,O,O,X,X,X,X,O,X,X
LJTIOSZ,O,O,O,X,X,X,X,O,X,X
LJTIOZS,O,O,O,X,X,X,X,O,X,X
LJTSIZO,O,O,O,O,X,X,X,X,X,X
LJTSIOZ,O,O,O,O,X,X,X,X,X,X
LJTSZIO,O,O,O,O,X,X,X,X,X,X
LJTSZOI,O,O,O,O,X,X,X,X,O,X
LJTSOIZ,O,O,O,O,X,X,X,X,X,X
LJTSOZI,O,O,O,O,X,X,X,X,O,X
LJTZISO,O,O,O,X,X,X,X,X,X,X
LJTZIOS,O,O,O,O,X,X,X,X,X,X
LJTZSIO,O,O,O,O,X,X,X,X,X,X
LJTZSOI,O,O,O,O,X,X,X,X,X,X
LJTZOIS,O,O,O,O,X,X,X,X,X,X
LJTZOSI,O,O,O,O,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,X,O,X,X
LJTOIZS,O,O,O,X,X,X,X,O,X,X
LJTOSIZ,O,O,O,X,X,X,X,X,X,X
LJTOSZI,O,O,O,X,X,X,X,X,O,X
LJTOZIS,O,O,O,X,X,X,X,X,X,X
LJTOZSI,O,O,O,X,X,X,X,X,X,X
LJITSZO,O,O,X,X,X,X,X,O,X,X
LJITSOZ,O,O,X,X,X,X,X,O,X,X
LJITZSO,O,O,X,X,X,X,X,O,X,X
LJITZOS,O,O,X,X,X,X,X,O,X,X
LJITOSZ,O,O,X,X,X,X,X,O,X,X
LJITOZS,O,O,X,X,X,X,X,O,X,X
LJISTZO,O,O,X,O,X,X,X,O,X,X
LJISTOZ,O,O,X,O,X,X,X,O,X,X
LJISZTO,O,O,O,O,O,X,X,O,X,X
LJISZOT,O,O,O,O,O,X,X,O,X,X
LJISOTZ,O,O,X,X,X,X,X,O,X,X
LJISOZT,O,O,O,X,X,X,X,O,X,X
LJIZTSO,O,X,X,X,O,X,X,O,X,X
LJIZTOS,O,X,X,O,X,X,X,O,X,X
LJIZSTO,O,X,X,O,O,X,X,O,X,X
LJIZSOT,O,X,X,O,O,X,X,O,X,X
LJIZOTS,O,X,X,O,X,X,X,O,X,X
LJIZOST,O,X,X,O,O,X,X,O,X,X
LJIOTSZ,O,O,X,X,X,X,X,O,X,X
LJIOTZS,O,O,X,X,X,X,X,O,X,X
LJIOSTZ,O,O,X,X,X,X,X,O,X,X
LJIOSZT,O,O,O,X,X,X,X,O,X,X
LJIOZTS,O,X,X,X,X,X,X,O,X,X
LJIOZST,O,X,X,X,X,X,X,O,X,X
LJSTIZO,O,O,O,O,X,X,X,X,X,X
LJSTIOZ,O,O,O,O,X,X,X,X,X,X
LJSTZIO,O,O,O,O,X,X,X,X,X,X
LJSTZOI,O,O,O,O,X,X,X,X,O,X
LJSTOIZ,O,O,O,O,X,X,X,X,X,X
LJSTOZI,O,O,O,O,X,X,X,X,O,X
LJSITZO,O,O,X,O,X,X,X,O,X,X
LJSITOZ,O,O,X,O,X,X,X,O,X,X
LJSIZTO,O,O,O,O,O,X,X,O,X,X
LJSIZOT,O,O,O,O,O,X,X,O,X,X
LJSIOTZ,O,O,X,X,X,X,X,O,X,X
LJSIOZT,O,O,O,X,X,X,X,O,X,X
LJSZTIO,O,O,O,O,O,X,X,X,X,X
LJSZTOI,O,O,O,O,O,X,X,X,O,X
LJSZITO,O,O,O,O,O,X,X,X,X,X
LJSZIOT,O,O,O,O,O,X,X,X,X,X
LJSZOTI,O,O,O,O,O,X,X,X,X,X
LJSZOIT,O,O,O,O,O,X,X,X,X,X
LJSOTIZ,O,O,O,O,X,X,X,X,X,X
LJSOTZI,O,O,O,O,X,X,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,O,X,X
LJSOIZT,O,O,O,X,X,X,X,O,X,X
LJSOZTI,O,O,O,O,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,X,X,X,X,X
LJZTISO,O,X,X,X,O,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,X,X,X
LJZTSIO,O,X,X,O,O,X,X,X,X,X
LJZTSOI,O,X,X,O,O,X,X,X,X,X
LJZTOIS,O,X,X,O,X,X,X,X,X,X
LJZTOSI,O,X,X,O,X,X,X,X,X,X
LJZITSO,O,X,X,X,O,X,X,O,X,X
LJZITOS,O,X,X,O,X,X,X,O,X,X
LJZISTO,O,X,X,O,O,X,X,O,X,X
LJZISOT,O,X,X,O,O,X,X,O,X,X
LJZIOTS,O,X,X,O,X,X,X,O,X,X
LJZIOST,O,X,X,O,O,X,X,O,X,X
LJZSTIO,O,X,O,O,O,X,X,X,X,X
LJZSTOI,O,X,O,O,O,X,X,X,X,X
LJZSITO,O,X,O,O,O,X,X,X,X,X
LJZSIOT,O,X,O,O,O,X,X,X,X,X
LJZSOTI,O,X,O,O,O,X,X,X,X,X
LJZSOIT,O,X,O,O,O,X,X,X,X,X
LJZOTIS,O,X,X,O,X,X,X,X,X,X
LJZOTSI,X,X,X,O,X,X,X,X,X,X
LJZOITS,O,X,X,O,X,X,X,O,X,X
LJZOIST,O,X,X,O,O,X,X,O,X,X
LJZOSTI,O,X,O,O,O,X,X,X,X,X
LJZOSIT,O,X,O,O,O,X,X,X,X,X
LJOTISZ,O,O,O,X,X,X,X,O,X,X
LJOTIZS,O,O,O,X,X,X,X,O,X,X
LJOTSIZ,O,O,O,X,X,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,X,X,X
LJOTZIS,O,O,O,X,X,X,X,X,X,X
LJOTZSI,O,O,O,X,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,O,X,X
LJOITZS,O,O,X,X,X,X,X,O,X,X
LJOISTZ,O,O,X,X,X,X,X,O,X,X
LJOISZT,O,O,O,X,X,X,X,O,X,X
LJOIZTS,O,X,X,X,X,X,X,O,X,X
LJOIZST,O,X,X,X,X,X,X,O,X,X
LJOSTIZ,O,O,O,O,X,X,X,X,X,X
LJOSTZI,O,O,O,O,X,X,X,X,X,X
LJOSITZ,O,O,X,X,X,X,X,O,X,X
LJOSIZT,O,O,O,X,X,X,X,O,X,X
LJOSZTI,O,O,O,O,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,X,X,X,X,X
LJOZTIS,O,X,X,O,X,X,X,X,X,X
LJOZTSI,X,X,X,O,X,X,X,X,X,X
LJOZITS,O,X,X,O,X,X,X,O,X,X
LJOZIST,O,X,X,O,X,X,X,O,X,X
LJOZSTI,O,X,O,O,X,X,X,X,X,X
LJOZSIT,O,X,O,O,X,X,X,X,X,X
LSTIJZO,O,O,O,O,X,X,O,X,X,X
LSTIJOZ,O,O,O,O,X,X,O,X,X,X
LSTIZJO,O,O,O,O,X,O,O,X,X,X
LSTIZOJ,O,O,O,O,X,O,O,X,X,X
LSTIOJZ,O,O,O,O,X,X,O,X,X,X
LSTIOZJ,X,O,O,O,X,X,O,X,X,X
LSTJIZO,O,O,O,O,X,X,O,X,X,X
LSTJIOZ,O,O,O,O,X,X,O,X,X,X
LSTJZIO,O,O,O,O,X,X,O,X,X,X
LSTJZOI,O,O,O,O,X,X,O,X,O,X
LSTJOIZ,O,O,O,O,X,X,O,X,X,X
LSTJOZI,O,O,O,O,X,X,O,X,O,X
LSTZIJO,O,O,O,O,X,X,O,X,X,X
LSTZIOJ,O,O,O,O,X,X,O,X,X,X
LSTZJIO,O,O,O,O,X,X,O,X,X,X
LSTZJOI,O,O,O,O,X,X,O,X,O,X
LSTZOIJ,O,O,O,O,X,X,O,X,O,X
LSTZOJI,O,O,O,O,X,X,O,X,O,X
LSTOIJZ,O,O,O,O,X,X,O,X,X,X
LSTOIZJ,X,O,O,O,X,X,O,X,X,X
LSTOJIZ,O,O,O,O,X,X,O,X,X,X
LSTOJZI,O,O,O,O,X,X,O,X,O,X
LSTOZIJ,O,O,O,O,X,X,O,X,O,X
LSTOZJI,O,O,O,O,X,X,O,X,O,X
LSITJZO,O,O,O,O,X,X,O,O,X,X
LSITJOZ,O,O,O,O,X,X,O,O,X,X
LSITZJO,O,O,O,O,X,O,O,O,X,X
LSITZOJ,O,O,O,O,X,O,O,O,X,X
LSITOJZ,O,O,O,O,X,X,O,O,X,X
LSITOZJ,X,O,O,O,X,X,O,O,X,X
LSIJTZO,O,O,X,O,X,X,O,O,X,X
LSIJTOZ,O,O,X,O,X,X,O,O,X,X
LSIJZTO,O,O,O,O,O,X,X,O,X,X
LSIJZOT,O,O,O,O,O,X,X,O,X,X
LSIJOTZ,O,O,X,X,X,O,X,O,X,X
LSIJOZT,O,O,O,X,X,O,X,O,X,X
LSIZTJO,O,O,O,O,X,X,O,O,X,X
LSIZTOJ,O,O,O,O,O,X,O,O,X,X
LSIZJTO,O,O,O,O,X,X,X,O,X,X
LSIZJOT,O,O,O,O,O,O,X,O,X,X
LSIZOTJ,O,O,O,O,O,X,X,O,X,X
LSIZOJT,O,O,O,O,O,O,X,O,X,X
LSIOTJZ,X,O,O,X,X,X,O,O,X,X
LSIOTZJ,X,O,O,X,X,X,O,O,X,X
LSIOJTZ,O,O,X,X,X,O,X,O,X,X
LSIOJZT,O,O,O,X,X,O,X,O,X,X
LSIOZTJ,X,O,O,X,X,X,X,O,X,X
LSIOZJT,X,O,O,X,X,X,X,O,X,X
LSJTIZO,O,O,O,O,X,X,O,X,X,X
LSJTIOZ,O,O,O,O,X,X,O,X,X,X
LSJTZIO,O,O,O,O,X,X,O,X,X,X
LSJTZOI,O,O,O,O,X,X,O,X,O,X
LSJTOIZ,O,O,O,O,X,X,O,X,X,X
LSJTOZI,O,O,O,O,X,X,O,X,O,X
LSJITZO,O,O,X,O,X,X,O,O,X,X
LSJITOZ,O,O,X,O,X,X,O,O,X,X
LSJIZTO,O,O,O,O,O,X,X,O,X,X
LSJIZOT,O,O,O,O,O,X,X,O,X,X
LSJIOTZ,O,O,X,X,X,X,X,O,X,X
LSJIOZT,O,O,O,X,X,X,X,O,X,X
LSJZTIO,O,O,O,O,O,X,X,X,X,X
LSJZTOI,O,O,O,O,O,X,X,X,O,X
LSJZITO,O,O,O,O,O,X,X,X,X,X
LSJZIOT,O,O,O,O,O,X,X,X,X,X
LSJZOTI,O,O,O,O,O,X,X,X,X,X
LSJZOIT,O,O,O,O,O,X,X,X,X,X
LSJOTIZ,O,O,O,O,X,X,X,X,X,X
LSJOTZI,O,O,O,O,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,O,X,X
LSJOIZT,O,O,O,X,X,X,X,O,X,X
LSJOZTI,O,O,O,O,X,X,X,X,X,X
LSJOZIT,O,O,O,O,X,X,X,X,X,X
LSZTIJO,O,O,O,O,X,O,O,X,X,X
LSZTIOJ,O,O,O,O,O,O,O,X,X,X
LSZTJIO,O,O,O,O,O,O,O,X,X,X
LSZTJOI,O,O,O,O,O,O,O,X,O,X
LSZTOIJ,O,O,O,O,O,O,O,X,O,X
LSZTOJI,O,O,O,O,O,O,O,X,O,X
LSZITJO,O,O,O,O,X,X,O,X,X,X
LSZITOJ,O,O,O,O,O,X,O,X,X,X
LSZIJTO,O,O,O,O,O,X,X,X,X,X
LSZIJOT,O,O,O,O,O,O,X,X,X,X
LSZIOTJ,O,O,O,O,O,X,X,X,X,X
LSZIOJT,O,O,O,O,O,O,X,X,X,X
LSZJTIO,O,O,O,O,O,X,X,X,X,X
LSZJTOI,O,O,O,O,O,X,X,X,O,X
LSZJITO,O,O,O,O,O,X,X,X,X,X
LSZJIOT,O,O,O,O,O,X,X,X,X,X
LSZJOTI,O,O,O,O,O,X,X,X,X,X
LSZJOIT,O,O,O,O,O,X,X,X,X,X
