sequence,v115@zgC8GeB8HeB8HeF8AeI8Ne37IvhFzcBGeBylBUjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeaBJvhFUdBGeBTgBfnBVt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFehBzcBfjB6jBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeU8IvhFFdBXeBTgBSoBmm?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFUdBFeB2lBfnBSt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBCeBXhBTjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Ne/CJvhFajBTgB0hB2xB5o?BFrB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFyhBzdB+jBXhBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFxdB2lBUjBFnBfs?BSyB,v115@zgC8GeB8HeB8HeF8AeI8NeF8IvhFxdBTgBmmBftB6t?BUsB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBzdBXhBFnB5o?ByxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFxcB+jBXhBFnBKt?BTsB
LIZSTJO,O,O,O,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,O,O,X,X,X,X,X,X,X,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,O,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,O,X,X,O,X,X,X,X,X
LIOJTZS,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,O,X,X,O,X,X,X,X,X
LIOJSZT,X,X,X,O,X,X,O,X,X,X,X,X
LIOJZTS,X,X,X,O,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,O,X,X,O,X,X,X,X,X
LIOSTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,O,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,O,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,O,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,X,O,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,O,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,X,O,O,X,X,X,X,O,X,X
LJTISOZ,O,O,X,O,O,X,O,X,X,O,X,X
LJTIZSO,O,O,X,O,O,X,X,X,X,O,X,X
LJTIZOS,O,X,X,O,O,X,X,O,X,O,X,X
LJTIOSZ,O,O,X,O,O,X,O,X,X,O,X,X
LJTIOZS,O,X,X,O,O,X,X,O,X,O,X,X
LJTSIZO,O,O,X,O,O,X,X,X,X,O,X,X
LJTSIOZ,O,O,X,X,O,X,O,X,X,O,X,X
LJTSZIO,O,O,X,O,O,X,X,X,X,O,X,X
LJTSZOI,O,O,X,O,O,X,X,O,X,X,X,X
LJTSOIZ,O,X,X,X,O,X,O,X,X,O,X,X
LJTSOZI,O,O,X,O,O,X,O,O,X,X,X,X
LJTZISO,O,O,X,O,O,X,X,X,O,O,X,X
LJTZIOS,O,X,X,O,O,X,X,O,O,O,X,X
LJTZSIO,O,O,X,O,O,X,X,X,O,O,X,X
LJTZSOI,O,O,X,O,O,X,X,O,O,X,X,X
LJTZOIS,O,X,X,X,O,X,X,O,O,X,X,X
LJTZOSI,O,X,X,O,O,X,X,O,O,X,X,X
LJTOISZ,O,O,X,X,O,X,O,X,X,O,X,X
LJTOIZS,O,X,X,X,O,X,X,O,X,O,X,X
LJTOSIZ,O,X,X,X,O,X,O,X,X,O,X,X
LJTOSZI,O,O,X,O,O,X,O,O,X,X,X,X
LJTOZIS,O,X,X,X,O,X,X,O,O,X,X,X
LJTOZSI,O,X,X,O,O,X,X,O,O,X,X,X
LJITSZO,O,O,X,O,O,X,X,X,X,O,X,X
LJITSOZ,O,O,X,O,O,X,O,X,X,O,X,X
LJITZSO,O,O,X,O,O,X,X,X,X,O,X,X
LJITZOS,O,X,X,O,O,X,X,X,X,O,X,X
LJITOSZ,O,O,X,O,O,X,O,X,X,O,X,X
LJITOZS,O,X,X,O,O,X,X,X,X,O,X,X
LJISTZO,O,O,X,O,O,X,X,X,X,O,X,X
LJISTOZ,O,O,X,O,O,X,O,X,X,O,X,X
LJISZTO,O,O,X,O,O,X,X,X,X,O,X,X
LJISZOT,O,X,X,O,O,X,O,X,X,X,X,X
LJISOTZ,X,X,X,O,O,X,O,X,X,O,X,X
LJISOZT,X,X,X,O,O,X,O,X,X,X,X,X
LJIZTSO,O,X,X,O,O,X,X,X,X,O,X,X
LJIZTOS,O,X,X,O,O,X,X,X,X,O,X,X
LJIZSTO,O,X,X,O,O,X,X,X,X,X,X,X
LJIZSOT,O,X,X,O,O,X,O,X,X,X,X,X
LJIZOTS,O,X,X,O,O,X,X,X,X,X,X,X
LJIZOST,O,X,X,O,O,X,O,X,X,X,X,X
LJIOTSZ,X,X,X,O,O,X,O,X,X,O,X,X
LJIOTZS,X,X,X,O,O,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,O,O,X,O,X,X,X,X,X
LJIOSZT,X,X,X,O,O,X,O,X,X,X,X,X
LJIOZTS,X,X,X,O,O,X,X,X,X,X,X,X
LJIOZST,X,X,X,O,O,X,O,X,X,X,X,X
LJSTIZO,O,X,X,O,O,X,X,X,X,O,X,X
LJSTIOZ,O,X,X,X,O,X,O,X,X,O,X,X
LJSTZIO,O,X,O,O,O,X,X,X,X,O,X,X
LJSTZOI,O,X,O,O,O,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,O,X,O,X,X,O,X,X
LJSTOZI,O,X,X,O,O,X,O,X,X,X,X,X
LJSITZO,O,O,X,O,O,X,X,X,X,O,X,X
LJSITOZ,O,O,X,X,O,X,O,X,X,O,X,X
LJSIZTO,O,O,X,O,O,X,X,X,X,O,X,X
LJSIZOT,O,X,X,X,O,X,O,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,X,O,X,X,O,X,X
LJSIOZT,X,X,X,X,O,X,O,X,X,X,X,X
LJSZTIO,O,X,O,O,O,X,X,X,X,O,X,X
LJSZTOI,O,X,O,O,O,X,X,X,X,X,X,X
LJSZITO,O,O,O,O,O,X,X,X,X,O,X,X
LJSZIOT,O,X,O,X,O,X,O,X,X,X,X,X
LJSZOTI,O,X,O,O,O,X,O,X,X,X,X,X
LJSZOIT,O,X,O,X,O,X,O,X,X,X,X,X
LJSOTIZ,X,X,X,O,O,X,O,X,X,O,X,X
LJSOTZI,X,X,X,O,O,X,O,X,X,X,X,X
LJSOITZ,X,X,X,O,O,X,O,X,X,O,X,X
LJSOIZT,X,X,X,O,O,X,O,X,X,X,X,X
LJSOZTI,X,X,X,O,O,X,O,X,X,X,X,X
LJSOZIT,X,X,X,O,O,X,O,X,X,X,X,X
LJZTISO,O,X,O,O,O,X,X,X,O,O,X,X
LJZTIOS,O,X,X,O,O,X,X,O,O,O,X,X
LJZTSIO,O,X,O,O,O,X,X,X,O,O,X,X
LJZTSOI,O,X,O,O,O,X,X,O,O,X,X,X
LJZTOIS,O,X,X,X,O,X,X,O,O,X,X,X
LJZTOSI,O,X,X,O,O,X,X,O,O,X,X,X
LJZITSO,O,X,O,O,O,X,X,O,X,O,X,X
LJZITOS,O,X,X,O,O,X,X,O,X,O,X,X
LJZISTO,O,X,O,O,O,X,X,X,X,X,X,X
LJZISOT,O,X,O,O,O,X,O,X,X,X,X,X
LJZIOTS,O,X,X,O,O,X,X,O,X,X,X,X
LJZIOST,O,X,O,O,O,X,O,X,X,X,X,X
LJZSTIO,O,X,O,O,O,X,X,X,X,O,X,O
LJZSTOI,O,X,O,O,O,X,X,X,X,X,X,O
LJZSITO,O,X,O,O,O,X,X,X,X,O,X,X
LJZSIOT,O,X,O,X,O,X,O,X,X,X,X,X
LJZSOTI,O,X,O,O,O,X,O,X,X,X,X,X
LJZSOIT,O,X,O,X,O,X,O,X,X,X,X,X
LJZOTIS,O,X,X,X,O,X,X,O,O,X,X,X
LJZOTSI,O,X,X,O,O,X,X,O,O,X,X,X
LJZOITS,O,X,X,X,O,X,X,O,X,X,X,X
LJZOIST,O,X,O,X,O,X,O,X,X,X,X,X
LJZOSTI,O,X,O,O,O,X,O,X,X,X,X,X
LJZOSIT,O,X,O,X,O,X,O,X,X,X,X,X
LJOTISZ,X,X,X,X,O,X,O,X,X,O,X,X
LJOTIZS,X,X,X,X,O,X,X,O,X,O,X,X
LJOTSIZ,X,X,X,O,O,X,O,X,X,O,X,X
LJOTSZI,X,X,X,O,O,X,O,O,X,X,X,X
LJOTZIS,X,X,X,O,O,X,X,O,O,X,X,X
LJOTZSI,X,X,X,O,O,X,X,O,O,X,X,X
LJOITSZ,X,X,X,O,O,X,O,X,X,O,X,X
LJOITZS,X,X,X,O,O,X,X,X,X,O,X,X
LJOISTZ,X,X,X,O,O,X,O,X,X,X,X,X
LJOISZT,X,X,X,O,O,X,O,X,X,X,X,X
LJOIZTS,X,X,X,O,O,X,X,X,X,X,X,X
LJOIZST,X,X,X,O,O,X,O,X,X,X,X,X
LJOSTIZ,X,X,X,O,O,X,O,X,X,O,X,X
LJOSTZI,X,X,X,O,O,X,O,X,X,X,X,X
LJOSITZ,X,X,X,O,O,X,O,X,X,O,X,X
LJOSIZT,X,X,X,O,O,X,O,X,X,X,X,X
LJOSZTI,X,X,X,O,O,X,O,X,X,X,X,X
LJOSZIT,X,X,X,O,O,X,O,X,X,X,X,X
LJOZTIS,X,X,X,O,O,X,X,O,O,X,X,X
LJOZTSI,X,X,X,O,O,X,X,O,O,X,X,X
LJOZITS,X,X,X,O,O,X,X,O,X,X,X,X
LJOZIST,X,X,X,O,O,X,O,X,X,X,X,X
LJOZSTI,X,X,X,O,O,X,O,X,X,X,X,X
LJOZSIT,X,X,X,O,O,X,O,X,X,X,X,X
LSTIJZO,O,O,O,O,O,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTIZJO,O,O,O,X,O,X,X,X,X,X,X,X
LSTIZOJ,O,O,O,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,O,O,X,X,X,X,X,X,X,X
LSTJIZO,O,O,X,O,O,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTJZIO,O,O,O,O,O,X,X,X,X,X,X,X
LSTJZOI,O,O,O,O,O,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,O,X,X,X,X,X,X,X
LSTJOZI,O,O,X,O,O,X,X,X,X,X,X,X
LSTZIJO,O,O,O,X,O,X,X,X,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,O,X,X,X,X,X,X,X
LSTZJOI,O,O,O,O,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,O,O,O,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,O,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,X,O,X,X,X,X,X,X,X,X
LSTOJIZ,O,X,X,O,O,X,X,X,X,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,O,X,X,X,X,X,X,X,X
LSTOZJI,O,O,O,O,O,X,X,X,X,X,X,X
LSITJZO,O,O,X,O,O,X,X,X,X,X,X,X
LSITJOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSITZJO,O,O,O,X,O,X,X,X,X,X,X,X
LSITZOJ,O,O,X,X,O,X,X,X,X,X,X,X
LSITOJZ,O,O,X,X,O,X,X,X,X,X,X,X
LSITOZJ,O,O,X,O,O,X,X,X,X,X,X,X
LSIJTZO,O,O,X,O,O,X,X,X,X,X,X,X
LSIJTOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSIJZTO,O,O,X,O,O,X,X,X,X,X,X,X
LSIJZOT,O,X,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,O,X,X,X,X,X,X,X
LSIZTJO,O,O,O,X,O,X,X,X,X,X,X,X
LSIZTOJ,O,O,O,X,O,X,X,X,X,X,X,X
LSIZJTO,O,O,O,X,O,X,X,X,X,X,X,X
LSIZJOT,O,X,O,X,O,X,X,X,X,X,X,X
LSIZOTJ,O,O,O,X,O,X,X,X,X,X,X,X
LSIZOJT,O,O,O,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,O,O,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,O,X,X,X,X,X,X,X
LSIOJTZ,X,O,X,O,O,X,X,X,X,X,X,X
LSIOJZT,X,O,X,O,O,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,O,O,X,X,X,X,X,X,X
LSIOZJT,O,O,X,O,O,X,X,X,X,X,X,X
LSJTIZO,O,X,X,O,O,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,O,X,O,X,X,X,X,X
LSJTZIO,O,X,O,O,O,X,X,X,X,X,X,X
LSJTZOI,O,X,O,O,O,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,O,X,O,X,X,X,X,X
LSJTOZI,O,X,X,O,O,X,O,X,X,X,X,X
LSJITZO,O,O,X,O,O,X,X,X,X,X,X,X
LSJITOZ,O,O,X,X,O,X,O,X,X,X,X,X
LSJIZTO,O,O,X,O,O,X,X,X,X,X,X,X
LSJIZOT,O,X,X,X,O,X,O,X,X,X,X,X
LSJIOTZ,X,X,X,X,O,X,O,X,X,X,X,X
LSJIOZT,X,X,X,X,O,X,O,X,X,X,X,X
LSJZTIO,O,X,O,O,O,X,X,X,X,X,X,X
LSJZTOI,O,X,O,O,O,X,X,X,X,X,X,X
LSJZITO,O,O,O,O,O,X,X,X,X,X,X,X
LSJZIOT,O,X,O,X,O,X,O,X,X,X,X,X
LSJZOTI,O,X,O,O,O,X,O,X,X,X,X,X
LSJZOIT,O,X,O,X,O,X,O,X,X,X,X,X
LSJOTIZ,X,X,X,O,O,X,O,X,X,X,X,X
LSJOTZI,X,X,X,O,O,X,O,X,X,X,X,X
LSJOITZ,X,X,X,O,O,X,O,X,X,X,X,X
LSJOIZT,X,X,X,O,O,X,O,X,X,X,X,X
LSJOZTI,X,X,X,O,O,X,O,X,X,X,X,X
LSJOZIT,X,X,X,O,O,X,O,X,X,X,X,X
LSZTIJO,O,O,O,X,O,X,X,X,X,X,X,X
LSZTIOJ,O,O,O,X,X,X,X,X,X,X,X,X
LSZTJIO,O,X,O,O,O,X,X,X,X,X,X,X
LSZTJOI,O,X,O,O,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,X,X,X,X,X,X,X
LSZTOJI,O,X,O,O,O,X,X,X,X,X,X,X
LSZITJO,O,O,O,X,O,X,X,X,X,X,X,X
LSZITOJ,O,O,O,X,O,X,X,X,X,X,X,X
LSZIJTO,O,O,O,X,O,X,X,X,X,X,X,X
LSZIJOT,O,X,O,X,O,X,X,X,X,X,X,X
LSZIOTJ,O,O,O,X,O,X,X,X,X,X,X,X
LSZIOJT,O,O,O,X,O,X,X,X,X,X,X,X
LSZJTIO,O,X,O,O,O,X,X,X,X,X,X,X
LSZJTOI,O,X,O,O,O,X,X,X,X,X,X,X
LSZJITO,O,O,O,O,O,X,X,X,X,X,X,X
LSZJIOT,O,X,O,X,O,X,X,X,X,X,X,X
LSZJOTI,O,X,O,O,O,X,X,X,X,X,X,X
LSZJOIT,O,X,O,X,O,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,O,X,X,X,X,X,X,X,X
LSZOTJI,O,X,O,O,O,X,X,X,X,X,X,X
LSZOITJ,O,O,O,O,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,O,X,X,X,X,X,X,X,X
LSZOJTI,O,X,O,O,O,X,X,X,X,X,X,X
LSZOJIT,O,O,O,O,O,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,X,X,X,X,X,X
LSOTJIZ,O,X,X,O,O,X,X,X,X,X,X,X
LSOTJZI,O,X,X,O,O,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,O,X,X,X,X,X,X,X,X
LSOTZJI,O,X,O,O,O,X,X,X,X,X,X,X
LSOITJZ,O,O,X,O,X,X,X,X,X,X,X,X
LSOITZJ,O,O,X,O,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,X,O,X,X,X,X,X,X,X,X
LSOIJZT,X,O,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,O,X,X,X,X,X,X,X,X
LSOIZJT,O,O,X,O,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,X,O,O,X,O,X,X,X,X,X
LSOJTZI,X,X,X,O,O,X,O,X,X,X,X,X
LSOJITZ,X,O,X,O,O,X,O,X,X,X,X,X
LSOJIZT,X,O,X,O,O,X,O,X,X,X,X,X
LSOJZTI,X,X,X,O,O,X,O,X,X,X,X,X
LSOJZIT,X,O,X,O,O,X,O,X,X,X,X,X
LSOZTIJ,O,O,X,O,X,X,X,X,X,X,X,X
LSOZTJI,O,X,O,O,O,X,X,X,X,X,X,X
LSOZITJ,O,O,O,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,O,X,X,X,X,X,X,X,X
LSOZJTI,O,X,O,O,O,X,X,X,X,X,X,X
LSOZJIT,O,O,O,O,O,X,X,X,X,X,X,X
LZTIJSO,O,O,O,X,X,O,X,O,X,X,O,X
LZTIJOS,O,X,O,X,X,O,X,O,X,X,O,X
LZTISJO,O,O,O,X,X,O,X,O,X,X,O,X
LZTISOJ,O,O,O,X,X,X,X,X,X,X,O,X
LZTIOJS,O,X,X,X,X,O,X,O,X,X,O,X
LZTIOSJ,O,X,X,X,X,O,X,X,X,X,O,X
LZTJISO,O,O,O,X,O,O,X,O,O,X,O,X
LZTJIOS,O,X,O,X,O,O,X,O,O,X,O,X
LZTJSIO,O,O,O,X,O,O,X,X,O,X,O,X
LZTJSOI,O,O,O,X,O,O,X,X,O,X,O,X
LZTJOIS,O,X,O,X,O,O,X,X,O,X,O,X
LZTJOSI,O,X,O,X,O,O,X,X,O,X,O,X
LZTSIJO,O,O,O,X,O,X,X,O,X,X,O,X
LZTSIOJ,O,X,O,X,X,X,X,X,X,X,O,X
LZTSJIO,O,O,O,X,O,O,X,X,X,X,O,X
LZTSJOI,O,O,O,X,O,O,X,X,X,X,O,X
LZTSOIJ,O,X,X,X,X,X,X,X,X,X,O,X
LZTSOJI,O,O,O,X,O,X,X,X,X,X,O,X
LZTOIJS,O,X,X,X,X,X,X,O,X,X,O,X
LZTOISJ,O,X,X,X,X,X,X,X,X,X,O,X
LZTOJIS,O,X,X,X,X,O,X,X,X,X,O,X
LZTOJSI,O,X,X,X,X,O,X,X,X,X,O,X
LZTOSIJ,O,X,X,X,X,X,X,X,X,X,O,X
LZTOSJI,O,X,X,X,X,X,X,X,X,X,O,X
LZITJSO,O,O,O,X,X,O,X,O,X,X,X,X
LZITJOS,O,X,O,X,X,O,X,O,X,X,X,X
LZITSJO,O,O,O,X,X,O,X,O,X,X,X,X
LZITSOJ,O,O,O,X,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,O,X,O,X,X,X,X
LZITOSJ,O,X,X,X,X,O,X,X,X,X,X,X
LZIJTSO,O,X,O,X,X,X,X,O,X,X,X,X
LZIJTOS,O,X,O,X,X,X,X,O,X,X,X,X
LZIJSTO,O,X,O,X,X,X,X,X,X,X,X,X
LZIJSOT,O,X,O,X,X,X,X,X,X,X,X,X
LZIJOTS,O,X,X,X,X,X,X,O,X,X,X,X
LZIJOST,O,X,O,X,X,X,X,X,X,X,X,X
LZISTJO,O,O,O,X,X,O,X,X,X,X,X,X
LZISTOJ,O,O,O,X,X,O,X,X,X,X,X,X
LZISJTO,O,O,O,X,X,X,X,X,X,X,X,X
LZISJOT,O,X,O,X,X,O,X,X,X,X,X,X
LZISOTJ,O,O,O,X,X,O,X,X,X,X,X,X
LZISOJT,O,X,O,X,X,O,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,X,O,X,X,X,X,X,X
LZIOJTS,O,X,X,X,X,O,X,X,X,X,X,X
LZIOJST,O,X,O,X,X,O,X,X,X,X,X,X
LZIOSTJ,O,X,O,X,X,O,X,X,X,X,X,X
LZIOSJT,O,X,O,X,X,O,X,X,X,X,X,X
LZJTISO,O,X,O,O,O,X,X,X,O,X,X,X
LZJTIOS,O,X,O,X,O,X,X,O,O,X,X,X
LZJTSIO,O,X,O,O,O,X,X,X,O,X,X,X
LZJTSOI,O,X,O,O,O,X,X,O,O,X,X,X
LZJTOIS,O,X,O,X,O,X,X,O,O,X,X,X
LZJTOSI,O,X,O,O,O,X,X,O,O,X,X,X
LZJITSO,O,X,O,O,O,X,X,O,X,X,X,X
LZJITOS,O,X,O,X,O,X,X,O,X,X,X,X
LZJISTO,O,X,O,O,O,X,X,X,X,X,X,X
LZJISOT,O,X,O,X,O,X,O,X,X,X,X,X
LZJIOTS,O,X,X,X,O,X,X,O,X,X,X,X
LZJIOST,O,X,O,X,O,X,O,X,X,X,X,X
LZJSTIO,O,X,O,O,O,X,X,X,X,X,X,O
LZJSTOI,O,X,O,O,O,X,X,X,X,X,X,O
LZJSITO,O,X,O,O,O,X,X,X,X,X,X,X
LZJSIOT,O,X,O,X,O,X,O,X,X,X,X,X
LZJSOTI,O,X,O,O,O,X,O,X,X,X,X,X
LZJSOIT,O,X,O,X,O,X,O,X,X,X,X,X
LZJOTIS,O,X,X,X,O,X,X,O,O,X,X,X
LZJOTSI,O,X,X,O,O,X,X,O,O,X,X,X
LZJOITS,O,X,X,X,O,X,X,O,X,X,X,X
LZJOIST,O,X,O,X,O,X,O,X,X,X,X,X
LZJOSTI,O,X,O,O,O,X,O,X,X,X,X,X
LZJOSIT,O,X,O,X,O,X,O,X,X,X,X,X
LZSTIJO,O,O,O,X,O,O,X,X,X,X,O,X
LZSTIOJ,O,O,O,X,X,O,X,X,X,X,O,X
LZSTJIO,O,X,O,O,O,O,X,X,X,X,O,X
LZSTJOI,O,X,O,O,O,O,X,X,X,X,O,X
LZSTOIJ,O,X,X,O,X,X,X,X,X,X,O,X
LZSTOJI,O,X,O,O,O,O,X,X,X,X,O,X
LZSITJO,O,O,O,X,O,O,X,X,X,X,X,X
LZSITOJ,O,O,O,X,X,O,X,X,X,X,X,X
LZSIJTO,O,O,O,X,O,X,X,X,X,X,X,X
LZSIJOT,O,X,O,X,O,O,X,X,X,X,X,X
LZSIOTJ,O,O,O,X,X,O,X,X,X,X,X,X
LZSIOJT,O,X,O,X,X,O,X,X,X,X,X,X
LZSJTIO,O,X,O,O,O,X,X,X,X,X,X,O
LZSJTOI,O,X,O,O,O,X,X,X,X,X,X,O
LZSJITO,O,O,O,O,O,X,X,X,X,X,X,X
LZSJIOT,O,X,O,X,O,X,X,X,X,X,X,X
LZSJOTI,O,X,O,O,O,O,X,X,X,X,X,X
LZSJOIT,O,X,O,X,O,O,X,X,X,X,X,X
LZSOTIJ,O,X,X,O,X,O,X,X,X,X,X,X
LZSOTJI,O,X,O,O,O,O,X,X,X,X,X,X
LZSOITJ,O,O,O,O,X,O,X,X,X,X,X,X
LZSOIJT,O,X,O,O,X,O,X,X,X,X,X,X
LZSOJTI,O,X,O,O,O,O,X,X,X,X,X,X
LZSOJIT,O,X,O,O,O,O,X,X,X,X,X,X
LZOTIJS,O,X,X,O,X,O,X,X,X,X,X,X
LZOTISJ,O,X,X,O,X,O,X,X,X,X,X,X
LZOTJIS,O,X,X,O,X,O,X,X,X,X,X,X
LZOTJSI,O,X,X,O,X,O,X,X,X,X,X,X
LZOTSIJ,O,X,X,O,X,O,X,X,X,X,X,X
LZOTSJI,O,X,X,O,X,O,X,X,X,X,X,X
LZOITJS,O,X,X,O,X,O,X,X,X,X,X,X
LZOITSJ,O,X,X,O,X,O,X,X,X,X,X,X
LZOIJTS,O,X,X,O,X,O,X,X,X,X,X,X
LZOIJST,O,X,O,O,X,O,X,X,X,X,X,X
LZOISTJ,O,X,O,O,X,O,X,X,X,X,X,X
LZOISJT,O,X,O,O,X,O,X,X,X,X,X,X
LZOJTIS,O,X,X,O,X,O,X,X,X,X,X,X
LZOJTSI,O,X,X,O,X,O,X,X,X,X,X,X
LZOJITS,O,X,X,O,X,O,X,X,X,X,X,X
LZOJIST,O,X,O,O,X,O,O,X,X,X,X,X
LZOJSTI,O,X,O,O,X,O,O,X,X,X,X,X
LZOJSIT,O,X,O,O,X,O,O,X,X,X,X,X
LZOSTIJ,O,X,X,O,X,O,X,X,X,X,X,X
LZOSTJI,O,X,O,O,X,O,X,X,X,X,X,X
LZOSITJ,O,X,O,O,X,O,X,X,X,X,X,X
LZOSIJT,O,X,O,O,X,O,X,X,X,X,X,X
LZOSJTI,O,X,O,O,X,O,X,X,X,X,X,X
LZOSJIT,O,X,O,O,X,O,X,X,X,X,X,X
LOTIJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTIJZS,O,O,X,O,X,X,X,X,X,X,X,X
LOTISJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTISZJ,O,O,X,O,X,X,X,X,X,X,X,X
LOTIZJS,O,O,X,O,X,O,X,X,X,X,X,X
LOTIZSJ,O,O,X,O,X,X,X,X,X,X,X,X
LOTJISZ,O,O,X,X,O,X,O,X,X,X,X,X
LOTJIZS,O,O,X,X,O,X,X,X,X,X,X,X
LOTJSIZ,O,O,X,O,O,X,O,X,X,X,X,X
LOTJSZI,O,O,X,O,O,X,O,X,X,X,X,X
LOTJZIS,O,O,X,O,O,O,X,X,X,X,X,X
LOTJZSI,O,O,X,O,O,O,X,X,X,X,X,X
LOTSIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,X,O,X,X,X,X,X,X,X,X
LOTSJIZ,O,O,X,O,O,X,X,X,X,X,X,X
LOTSJZI,O,O,X,O,O,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,O,X,X,X,X,X,X,X,X
LOTSZJI,O,O,X,O,O,O,X,X,X,X,X,X
LOTZIJS,O,O,X,O,X,O,X,X,X,X,X,X
LOTZISJ,O,O,X,O,X,O,X,X,X,X,X,X
LOTZJIS,O,O,X,O,X,O,X,X,X,X,X,X
