sequence,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBulBziBim?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBqlB2mBzi?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhF6gBxcBmhBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBOiBChBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBChBmiBTiBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jex6IvhFTcBGgBiiB0iBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFmbBzcBfjBqlBxm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBKiBfjBGhBzl?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jel6IvhFTdBxgB8nBXhBas?BWwB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFlbBXhBZnBznBSw?BGsB
JIOLTSZ,O,X,X,X,X,X,X,X,X,X
JIOLTZS,O,X,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,X,O,X,X,X,X
JIOSTZL,O,X,X,X,X,O,X,X,X,X
JIOSLTZ,X,X,X,X,X,O,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,X,X,O,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X,X,X,X
JIOZTLS,O,X,X,X,X,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,X,X,X
JIOZLTS,O,X,X,X,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,X,X
JIOZSTL,O,X,X,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,X,X,X,X,X
JLTISZO,O,O,X,X,X,O,X,X,X,X
JLTISOZ,O,O,X,X,X,O,X,X,X,X
JLTIZSO,O,O,X,X,X,O,X,X,X,X
JLTIZOS,O,O,X,X,X,X,X,X,O,X
JLTIOSZ,O,O,X,X,X,O,X,X,X,X
JLTIOZS,O,O,X,X,X,X,X,X,X,X
JLTSIZO,O,O,X,X,O,O,O,X,X,X
JLTSIOZ,O,O,X,X,O,O,O,X,X,X
JLTSZIO,O,O,X,X,O,O,O,X,X,X
JLTSZOI,O,O,X,X,O,O,X,X,X,X
JLTSOIZ,O,O,X,X,O,O,X,X,X,X
JLTSOZI,O,O,X,X,O,O,X,X,X,X
JLTZISO,O,O,X,X,X,O,X,X,X,X
JLTZIOS,O,O,X,X,X,X,X,X,O,X
JLTZSIO,O,O,X,X,O,O,O,X,X,X
JLTZSOI,O,O,X,X,O,O,X,X,X,X
JLTZOIS,O,O,X,X,X,X,X,X,O,X
JLTZOSI,O,O,X,X,X,X,X,X,X,X
JLTOISZ,O,O,X,X,X,O,X,X,X,X
JLTOIZS,O,O,X,X,X,X,X,X,X,X
JLTOSIZ,O,O,X,X,X,O,X,X,X,X
JLTOSZI,O,O,X,X,X,O,X,X,X,X
JLTOZIS,O,O,X,X,X,X,X,X,X,X
JLTOZSI,O,O,X,X,X,X,X,X,X,X
JLITSZO,O,O,X,X,X,O,X,X,X,X
JLITSOZ,O,O,X,X,X,O,X,X,X,X
JLITZSO,O,O,X,X,X,O,X,X,X,X
JLITZOS,O,O,X,X,X,X,X,X,O,X
JLITOSZ,O,O,X,X,X,O,X,X,X,X
JLITOZS,O,O,X,X,X,X,X,X,X,X
JLISTZO,O,O,X,X,X,O,O,X,X,X
JLISTOZ,X,X,X,X,X,O,O,X,X,X
JLISZTO,O,O,X,X,X,X,O,X,X,X
JLISZOT,O,O,X,X,X,X,O,X,X,X
JLISOTZ,X,X,X,X,X,O,O,X,X,X
JLISOZT,O,O,X,X,X,X,O,X,X,X
JLIZTSO,O,O,X,X,X,X,X,X,X,X
JLIZTOS,O,O,X,X,X,X,X,X,O,X
JLIZSTO,O,O,X,X,X,X,O,X,X,X
JLIZSOT,O,O,X,X,X,X,O,X,X,X
JLIZOTS,X,O,X,X,X,X,X,X,O,X
JLIZOST,O,O,X,X,X,X,X,X,X,X
JLIOTSZ,X,O,X,X,X,X,X,X,X,X
JLIOTZS,X,O,X,X,X,X,X,X,X,X
JLIOSTZ,X,O,X,X,X,X,X,X,X,X
JLIOSZT,O,O,X,X,X,X,X,X,X,X
JLIOZTS,X,O,X,X,X,X,X,X,X,X
JLIOZST,O,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,X,X,O,O,O,X,X,X
JLSTIOZ,X,X,X,X,X,O,O,X,X,X
JLSTZIO,O,O,X,X,O,O,O,X,X,X
JLSTZOI,X,X,X,X,O,O,X,X,X,O
JLSTOIZ,X,X,X,X,X,O,X,X,X,O
JLSTOZI,X,X,X,X,X,O,X,X,X,O
JLSITZO,O,O,X,X,O,O,O,X,X,X
JLSITOZ,X,X,X,X,X,O,O,X,X,X
JLSIZTO,O,O,X,X,O,X,O,X,X,X
JLSIZOT,O,O,X,X,O,X,O,X,X,X
JLSIOTZ,X,X,X,X,X,O,O,X,X,X
JLSIOZT,O,O,X,X,O,X,O,X,X,X
JLSZTIO,O,O,X,X,O,X,O,X,X,X
JLSZTOI,X,X,X,X,O,X,X,X,X,O
JLSZITO,O,O,X,X,O,X,O,X,X,X
JLSZIOT,O,O,X,X,O,X,O,X,X,X
JLSZOTI,X,X,X,X,O,X,X,X,X,O
JLSZOIT,O,O,X,X,O,X,O,X,X,O
JLSOTIZ,X,X,X,X,X,O,X,X,X,O
JLSOTZI,X,X,X,X,X,O,X,X,X,O
JLSOITZ,X,X,X,X,X,O,O,X,X,O
JLSOIZT,O,O,X,X,O,X,O,X,X,O
JLSOZTI,X,X,X,X,O,X,X,X,X,O
JLSOZIT,O,O,X,X,O,X,O,X,X,O
JLZTISO,O,O,X,X,X,X,X,X,X,X
JLZTIOS,O,O,X,X,X,X,X,X,O,X
JLZTSIO,O,O,X,X,O,X,O,X,X,X
JLZTSOI,O,O,X,X,O,X,X,X,X,X
JLZTOIS,O,O,X,X,X,X,X,X,O,X
JLZTOSI,O,O,X,X,X,X,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X,X,X
JLZITOS,O,O,X,X,X,X,X,X,O,X
JLZISTO,O,O,X,X,X,X,O,X,X,X
JLZISOT,O,O,X,X,X,X,O,X,X,X
JLZIOTS,X,O,X,X,X,X,X,X,O,X
JLZIOST,O,O,X,X,X,X,X,X,X,X
JLZSTIO,O,O,X,X,O,X,O,X,X,X
JLZSTOI,X,X,X,X,O,X,X,X,X,O
JLZSITO,O,O,X,X,O,X,O,X,X,X
JLZSIOT,O,O,X,X,O,X,O,X,X,X
JLZSOTI,X,X,X,X,O,X,X,X,X,O
JLZSOIT,O,O,X,X,O,X,O,X,X,O
JLZOTIS,O,O,X,X,X,X,X,X,O,X
JLZOTSI,O,O,X,X,X,X,X,X,X,X
JLZOITS,O,O,X,X,X,X,X,X,O,X
JLZOIST,O,O,X,X,X,X,X,X,X,O
JLZOSTI,O,O,X,X,X,X,X,X,X,O
JLZOSIT,O,O,X,X,X,X,O,X,X,O
JLOTISZ,O,O,X,X,X,X,X,X,X,X
JLOTIZS,O,O,X,X,X,X,X,X,X,X
JLOTSIZ,O,O,X,X,X,X,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X,X,X,X
JLOTZSI,O,O,X,X,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,X,X,X,X,X
JLOITZS,O,O,X,X,X,X,X,X,X,X
JLOISTZ,O,O,X,X,X,X,X,X,X,O
JLOISZT,O,O,X,X,X,X,X,X,X,O
JLOIZTS,O,O,X,X,X,X,X,X,X,X
JLOIZST,O,O,X,X,X,X,X,X,X,O
JLOSTIZ,O,O,X,X,X,X,X,X,X,O
JLOSTZI,O,O,X,X,X,X,X,X,X,O
JLOSITZ,O,O,X,X,X,X,O,X,X,O
JLOSIZT,O,O,X,X,X,X,O,X,X,O
JLOSZTI,O,O,X,X,X,X,X,X,X,O
JLOSZIT,O,O,X,X,X,X,O,X,X,O
JLOZTIS,O,O,X,X,X,X,X,X,X,X
JLOZTSI,O,O,X,X,X,X,X,X,X,X
JLOZITS,O,O,X,X,X,X,X,X,X,X
JLOZIST,O,O,X,X,X,X,X,X,X,O
JLOZSTI,O,O,X,X,X,X,X,X,X,O
JLOZSIT,O,O,X,X,X,X,O,X,X,O
JSTILZO,O,X,O,O,O,O,O,O,X,X
JSTILOZ,O,X,O,O,O,O,O,O,X,X
JSTIZLO,O,X,O,O,O,O,X,O,X,X
JSTIZOL,O,X,O,O,X,O,X,X,X,X
JSTIOLZ,O,X,O,X,X,O,O,X,X,X
JSTIOZL,O,X,O,X,X,O,X,X,X,X
JSTLIZO,O,X,O,O,O,O,X,O,X,X
JSTLIOZ,O,X,O,O,O,O,X,O,X,X
JSTLZIO,O,X,O,O,O,O,X,O,X,X
JSTLZOI,O,X,O,O,O,O,X,O,X,X
JSTLOIZ,O,X,O,O,O,O,X,O,X,X
JSTLOZI,O,X,O,O,O,O,X,O,X,X
JSTZILO,O,X,O,O,O,O,X,O,X,X
JSTZIOL,O,X,O,O,X,O,X,X,X,X
JSTZLIO,O,X,O,O,O,O,X,O,X,X
JSTZLOI,O,X,O,O,O,O,X,O,X,X
JSTZOIL,O,X,O,O,X,O,X,O,X,X
JSTZOLI,O,X,O,O,O,O,X,O,X,X
JSTOILZ,O,X,O,O,X,O,X,O,X,X
JSTOIZL,O,X,O,O,X,O,X,O,X,X
JSTOLIZ,O,X,O,O,O,O,X,O,X,X
JSTOLZI,O,X,O,O,O,O,X,O,X,X
JSTOZIL,O,X,O,O,X,O,X,O,X,X
JSTOZLI,O,X,O,O,O,O,X,O,X,X
JSITLZO,O,X,O,X,X,O,X,X,X,X
JSITLOZ,O,X,X,X,X,O,X,X,X,X
JSITZLO,O,X,O,X,X,O,X,X,X,X
JSITZOL,O,X,X,X,X,O,X,X,X,X
JSITOLZ,O,X,X,X,X,O,X,X,X,X
JSITOZL,O,X,X,X,X,O,X,X,X,X
JSILTZO,O,X,O,X,O,O,X,X,X,X
JSILTOZ,X,X,X,X,X,O,X,X,X,X
JSILZTO,O,X,O,X,O,X,X,X,X,X
JSILZOT,O,X,O,X,O,X,X,X,X,X
JSILOTZ,X,X,X,X,X,O,X,X,X,X
JSILOZT,O,X,O,X,O,X,X,X,X,X
JSIZTLO,O,X,O,X,X,O,X,X,X,X
JSIZTOL,O,X,X,X,X,O,X,X,X,X
JSIZLTO,O,X,O,X,O,X,X,X,X,X
JSIZLOT,O,X,O,X,O,X,X,X,X,X
JSIZOTL,O,X,X,X,X,O,X,X,X,X
JSIZOLT,O,X,O,X,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,X,O,X,X,X,X
JSIOTZL,O,X,X,X,X,O,X,X,X,X
JSIOLTZ,X,X,X,X,X,O,X,X,X,X
JSIOLZT,O,X,O,X,X,X,X,X,X,X
JSIOZTL,O,X,X,X,X,O,X,X,X,X
JSIOZLT,O,X,O,X,X,X,X,X,X,X
JSLTIZO,O,X,O,O,O,O,O,X,X,X
JSLTIOZ,X,X,O,O,O,O,O,X,X,X
JSLTZIO,O,X,O,O,O,O,O,X,X,X
JSLTZOI,X,X,O,O,O,O,X,X,X,X
JSLTOIZ,X,X,O,O,O,O,X,X,X,X
JSLTOZI,X,X,O,O,O,O,X,X,X,X
JSLITZO,O,X,O,O,O,O,O,X,X,X
JSLITOZ,X,X,X,O,O,O,O,X,X,X
JSLIZTO,O,X,O,O,O,X,O,X,X,X
JSLIZOT,O,X,O,O,O,X,O,X,X,X
JSLIOTZ,X,X,X,O,X,O,O,X,X,X
JSLIOZT,O,X,O,O,O,X,O,X,X,X
JSLZTIO,O,X,O,O,O,X,O,X,X,X
JSLZTOI,X,X,O,O,O,X,X,X,X,X
JSLZITO,O,X,O,O,O,X,O,X,X,X
JSLZIOT,O,X,O,O,O,X,O,X,X,X
JSLZOTI,X,X,O,O,O,X,X,X,X,X
JSLZOIT,O,X,O,O,O,X,O,X,X,X
JSLOTIZ,X,X,O,O,X,O,X,X,X,X
JSLOTZI,X,X,O,O,X,O,X,X,X,X
JSLOITZ,X,X,O,O,X,O,O,X,X,X
JSLOIZT,O,X,O,O,O,X,O,X,X,X
JSLOZTI,X,X,O,O,O,X,X,X,X,X
JSLOZIT,O,X,O,O,O,X,O,X,X,X
JSZTILO,O,X,O,O,O,O,X,O,X,X
JSZTIOL,O,X,O,O,X,O,X,X,X,X
JSZTLIO,O,X,O,O,O,O,O,O,X,X
JSZTLOI,O,X,O,O,O,O,X,O,X,X
JSZTOIL,O,X,O,O,X,O,X,O,X,X
JSZTOLI,O,X,O,O,O,O,X,O,X,X
JSZITLO,O,X,O,O,O,O,X,X,X,X
JSZITOL,O,X,X,O,X,O,X,X,X,X
JSZILTO,O,X,O,O,O,X,O,X,X,X
JSZILOT,O,X,O,O,O,X,O,X,X,X
JSZIOTL,O,X,X,O,X,O,X,X,X,X
JSZIOLT,O,X,O,O,X,X,X,X,X,X
JSZLTIO,O,X,O,O,O,X,O,X,X,X
JSZLTOI,X,X,O,O,O,X,X,X,X,X
JSZLITO,O,X,O,O,O,X,O,X,X,X
JSZLIOT,O,X,O,O,O,X,O,X,X,X
JSZLOTI,X,X,O,O,O,X,X,X,X,X
JSZLOIT,O,X,O,O,O,X,O,X,X,X
JSZOTIL,O,X,O,O,X,O,X,O,X,X
JSZOTLI,O,X,O,O,X,O,X,O,X,X
JSZOITL,O,X,O,O,X,O,X,X,X,X
JSZOILT,O,X,O,O,X,X,X,X,X,X
JSZOLTI,O,X,O,O,O,X,X,X,X,X
JSZOLIT,O,X,O,O,O,X,O,X,X,X
JSOTILZ,O,X,O,X,X,O,X,O,X,X
JSOTIZL,O,X,O,X,X,O,X,O,X,X
JSOTLIZ,O,X,O,O,X,O,X,O,X,X
JSOTLZI,O,X,O,O,X,O,X,O,X,X
JSOTZIL,O,X,O,O,X,O,X,O,X,X
JSOTZLI,O,X,O,O,X,O,X,O,X,X
JSOITLZ,X,X,O,X,X,O,X,X,X,X
JSOITZL,O,X,O,X,X,O,X,X,X,X
JSOILTZ,X,X,O,O,X,O,X,X,X,X
JSOILZT,O,X,O,O,X,X,X,X,X,X
JSOIZTL,O,X,O,O,X,O,X,X,X,X
JSOIZLT,O,X,O,O,X,X,X,X,X,X
JSOLTIZ,O,X,O,O,X,O,X,X,X,X
JSOLTZI,O,X,O,O,X,O,X,X,X,X
JSOLITZ,O,X,O,O,X,O,X,X,X,X
JSOLIZT,O,X,O,O,O,X,X,X,X,X
JSOLZTI,O,X,O,O,O,X,X,X,X,X
JSOLZIT,O,X,O,O,O,X,X,X,X,X
JSOZTIL,O,X,O,O,X,O,X,O,X,X
JSOZTLI,O,X,O,O,X,O,X,O,X,X
JSOZITL,O,X,O,O,X,O,X,X,X,X
JSOZILT,O,X,O,O,X,X,X,X,X,X
JSOZLTI,O,X,O,O,O,X,X,X,X,X
JSOZLIT,O,X,O,O,O,X,X,X,X,X
JZTILSO,O,O,O,O,X,O,X,X,X,X
JZTILOS,O,O,O,O,X,X,X,X,O,X
JZTISLO,O,X,O,O,O,X,X,O,X,X
JZTISOL,O,X,X,O,X,X,X,X,X,X
JZTIOLS,O,O,O,O,X,X,X,X,O,X
JZTIOSL,O,O,X,O,X,X,X,X,X,X
JZTLISO,O,O,O,O,X,O,X,X,X,X
JZTLIOS,O,O,O,O,X,X,X,X,O,X
JZTLSIO,O,O,O,O,O,O,O,O,X,X
JZTLSOI,O,O,X,O,O,O,X,O,X,X
JZTLOIS,O,O,O,X,X,X,X,X,O,X
JZTLOSI,O,O,O,X,X,X,X,X,X,X
JZTSILO,O,X,O,O,O,X,X,O,X,X
JZTSIOL,O,X,O,O,X,X,X,X,X,X
JZTSLIO,O,X,O,O,O,X,O,O,X,X
JZTSLOI,O,X,O,O,O,X,X,O,X,X
JZTSOIL,O,X,O,O,X,X,X,O,X,X
JZTSOLI,O,X,O,O,O,X,X,O,X,X
JZTOILS,O,O,O,O,X,X,X,X,O,X
JZTOISL,O,O,O,O,X,X,X,O,X,X
JZTOLIS,O,O,O,O,X,X,X,X,O,X
JZTOLSI,O,O,O,O,X,X,X,O,X,X
JZTOSIL,O,O,O,O,X,X,X,O,X,X
JZTOSLI,O,O,O,O,O,X,X,O,X,X
JZITLSO,O,O,X,O,X,O,X,X,X,X
JZITLOS,O,O,X,O,X,X,X,X,O,X
JZITSLO,O,X,X,O,O,X,X,X,X,X
JZITSOL,O,X,X,O,X,X,X,X,X,X
JZITOLS,O,O,X,O,X,X,X,X,O,X
JZITOSL,O,O,X,O,X,X,X,X,X,X
JZILTSO,O,O,X,X,X,X,X,X,X,X
JZILTOS,O,O,X,X,X,X,X,X,O,X
JZILSTO,O,O,X,X,X,X,O,X,X,X
JZILSOT,O,O,X,X,X,X,O,X,X,X
JZILOTS,X,O,X,X,X,X,X,X,O,X
JZILOST,O,O,X,X,X,X,X,X,X,X
JZISTLO,O,X,X,O,O,O,X,X,X,X
JZISTOL,O,X,X,O,X,O,X,X,X,X
JZISLTO,O,X,X,O,O,X,O,X,X,X
JZISLOT,O,X,X,O,O,X,O,X,X,X
JZISOTL,O,X,X,O,X,O,X,X,X,X
JZISOLT,O,X,X,O,X,X,X,X,X,X
JZIOTLS,O,X,X,X,X,X,X,X,O,X
JZIOTSL,O,X,X,O,X,X,X,X,X,X
JZIOLTS,O,O,X,X,X,X,X,X,X,X
JZIOLST,O,O,X,O,X,X,X,X,X,X
JZIOSTL,O,O,X,O,X,X,X,X,X,X
JZIOSLT,O,O,X,O,X,X,X,X,X,X
JZLTISO,O,O,O,X,X,X,X,X,X,X
JZLTIOS,O,O,O,X,X,X,X,X,O,X
JZLTSIO,O,O,O,X,O,X,O,X,X,X
JZLTSOI,O,O,X,X,O,X,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X,O,X
JZLTOSI,O,O,O,X,X,X,X,X,X,X
JZLITSO,O,O,X,X,X,X,X,X,X,X
JZLITOS,O,O,X,X,X,X,X,X,O,X
JZLISTO,O,O,X,X,X,X,O,X,X,X
JZLISOT,O,O,X,X,X,X,O,X,X,X
JZLIOTS,X,O,X,X,X,X,X,X,O,X
JZLIOST,O,O,X,X,X,X,X,X,X,X
JZLSTIO,O,O,O,X,O,X,O,X,X,X
JZLSTOI,X,X,O,X,O,X,X,X,X,O
JZLSITO,O,O,O,X,O,X,O,X,X,X
JZLSIOT,O,O,O,X,O,X,O,X,X,X
JZLSOTI,X,X,O,X,O,X,X,X,X,O
JZLSOIT,O,O,O,X,O,X,O,X,X,O
JZLOTIS,O,O,O,X,X,X,X,X,O,X
JZLOTSI,O,O,O,X,X,X,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,X,O,X
JZLOIST,O,O,O,X,X,X,X,X,X,O
JZLOSTI,O,O,O,X,X,X,X,X,X,O
JZLOSIT,O,O,O,X,X,X,O,X,X,O
JZSTILO,O,X,O,O,O,O,X,O,X,X
JZSTIOL,O,X,O,O,X,O,X,X,X,X
JZSTLIO,O,X,O,O,O,O,O,O,X,X
JZSTLOI,O,X,O,O,O,O,X,O,X,X
JZSTOIL,O,X,O,O,X,O,X,O,X,X
JZSTOLI,O,X,O,O,O,O,X,O,X,X
JZSITLO,O,X,O,O,O,O,X,X,X,X
JZSITOL,O,X,X,O,X,O,X,X,X,X
JZSILTO,O,X,O,O,O,X,O,X,X,X
JZSILOT,O,X,O,O,O,X,O,X,X,X
JZSIOTL,O,X,X,O,X,O,X,X,X,X
JZSIOLT,O,X,O,O,X,X,X,X,X,X
JZSLTIO,O,X,O,O,O,X,O,X,X,X
JZSLTOI,X,X,O,O,O,X,X,X,X,X
JZSLITO,O,X,O,O,O,X,O,X,X,X
JZSLIOT,O,X,O,O,O,X,O,X,X,X
JZSLOTI,X,X,O,O,O,X,X,X,X,X
JZSLOIT,O,X,O,O,O,X,O,X,X,X
JZSOTIL,O,X,O,O,X,O,X,O,X,X
JZSOTLI,O,X,O,O,X,O,X,O,X,X
JZSOITL,O,X,O,O,X,O,X,X,X,X
JZSOILT,O,X,O,O,X,X,X,X,X,X
JZSOLTI,O,X,O,O,O,X,X,X,X,X
JZSOLIT,O,X,O,O,O,X,O,X,X,X
JZOTILS,O,O,O,O,X,X,X,X,O,X
JZOTISL,O,O,O,O,X,X,X,O,X,X
JZOTLIS,O,O,O,O,X,X,X,X,O,X
JZOTLSI,O,O,O,O,X,X,X,O,X,X
JZOTSIL,O,O,O,O,X,X,X,O,X,X
JZOTSLI,O,O,O,O,O,X,X,O,X,X
JZOITLS,O,X,X,X,X,X,X,X,O,X
JZOITSL,O,X,X,O,X,X,X,O,X,X
JZOILTS,O,O,O,X,X,X,X,X,X,X
JZOILST,O,O,O,O,X,X,X,X,X,O
JZOISTL,O,O,X,O,X,X,X,X,X,X
JZOISLT,O,O,X,O,X,X,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X,X,O,X
JZOLTSI,O,O,O,X,X,X,X,O,X,X
JZOLITS,O,O,O,X,X,X,X,X,O,X
JZOLIST,O,O,O,O,X,X,X,X,X,O
JZOLSTI,O,O,O,O,X,X,X,X,X,O
JZOLSIT,O,O,O,O,X,X,O,X,X,O
JZOSTIL,O,O,O,O,X,X,X,O,X,X
JZOSTLI,O,O,O,O,X,X,X,O,X,X
JZOSITL,O,O,O,O,X,X,X,X,X,X
JZOSILT,O,O,O,O,X,X,X,X,X,X
JZOSLTI,O,O,O,O,O,X,X,X,X,X
JZOSLIT,O,O,O,O,O,X,O,X,X,X
JOTILSZ,O,O,X,X,X,O,X,X,X,X
JOTILZS,O,O,O,X,X,X,X,X,X,X
JOTISLZ,O,O,O,O,X,X,X,O,X,X
JOTISZL,O,X,O,O,X,X,X,O,X,X
JOTIZLS,O,X,O,O,X,X,X,X,X,X
JOTIZSL,O,X,O,O,X,X,X,O,X,X
JOTLISZ,O,O,X,X,X,O,X,X,X,X
JOTLIZS,O,O,O,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,O,X,O,X,O,X,X
JOTLSZI,O,O,X,O,X,O,X,O,X,X
JOTLZIS,O,O,O,O,X,X,X,X,X,X
JOTLZSI,O,O,O,O,X,X,X,O,X,X
JOTSILZ,O,O,O,O,X,X,X,O,X,X
JOTSIZL,O,O,O,O,X,X,X,O,X,X
JOTSLIZ,O,O,O,O,O,X,X,O,X,X
JOTSLZI,O,O,O,O,O,X,X,O,X,X
JOTSZIL,O,O,O,O,X,X,X,O,X,X
JOTSZLI,O,O,O,O,O,X,X,O,X,X
JOTZILS,O,O,O,O,X,X,X,X,X,X
JOTZISL,O,O,O,O,X,X,X,O,X,X
JOTZLIS,O,O,O,O,X,X,X,X,X,X
JOTZLSI,O,O,O,O,X,X,X,O,X,X
JOTZSIL,O,O,O,O,X,X,X,O,X,X
JOTZSLI,O,O,O,O,O,X,X,O,X,X
JOITLSZ,O,X,X,X,X,O,X,X,X,X
JOITLZS,O,X,O,X,X,X,X,X,X,X
JOITSLZ,O,X,O,X,X,X,X,O,X,X
JOITSZL,O,X,O,X,X,X,X,O,X,X
JOITZLS,O,X,O,X,X,X,X,X,X,X
JOITZSL,O,X,O,X,X,X,X,O,X,X
JOILTSZ,O,X,X,X,X,X,X,X,X,X
JOILTZS,O,X,X,X,X,X,X,X,X,X
JOILSTZ,O,X,X,X,X,X,X,X,X,O
JOILSZT,O,X,X,X,X,X,X,X,X,O
JOILZTS,O,X,X,X,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,X,X,X,O
JOISTLZ,X,X,O,X,X,O,X,X,X,X
JOISTZL,O,X,O,X,X,O,X,X,X,X
JOISLTZ,X,X,O,O,X,O,X,X,X,X
JOISLZT,O,X,O,O,X,X,X,X,X,X
JOISZTL,O,X,O,O,X,O,X,X,X,X
JOISZLT,O,X,O,O,X,X,X,X,X,X
JOIZTLS,O,X,X,X,X,X,X,X,X,X
JOIZTSL,O,X,X,O,X,X,X,O,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X,X
JOIZLST,O,X,O,O,X,X,X,X,X,O
JOIZSTL,O,X,X,O,X,X,X,X,X,X
JOIZSLT,O,X,X,O,X,X,X,X,X,X
JOLTISZ,O,O,X,X,X,X,X,X,X,X
JOLTIZS,O,O,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,X,X,X,X,O,X,X
JOLTSZI,O,O,X,X,X,X,X,O,X,X
JOLTZIS,O,O,X,X,X,X,X,X,X,X
JOLTZSI,O,O,X,X,X,X,X,O,X,X
JOLITSZ,O,O,X,X,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X,X,X,X
JOLISTZ,O,O,X,X,X,X,X,X,X,O
JOLISZT,O,O,X,X,X,X,X,X,X,O
JOLIZTS,O,O,X,X,X,X,X,X,X,X
JOLIZST,O,O,X,X,X,X,X,X,X,O
JOLSTIZ,O,O,X,O,X,X,X,X,X,O
JOLSTZI,O,O,X,O,X,X,X,X,X,O
JOLSITZ,O,O,X,O,X,X,X,X,X,O
JOLSIZT,O,O,X,O,X,X,X,X,X,O
JOLSZTI,O,O,X,O,X,X,X,X,X,O
JOLSZIT,O,O,X,O,X,X,X,X,X,O
JOLZTIS,O,O,X,X,X,X,X,X,X,X
JOLZTSI,O,O,X,X,X,X,X,O,X,X
JOLZITS,O,O,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,O,X,X,X,X,X,O
JOLZSTI,O,O,X,O,X,X,X,X,X,O
JOLZSIT,O,O,X,O,X,X,X,X,X,O
JOSTILZ,O,O,O,X,X,O,X,O,X,X
JOSTIZL,O,O,O,X,X,O,X,O,X,X
JOSTLIZ,O,O,O,O,X,O,X,O,X,X
JOSTLZI,O,O,O,O,X,O,X,O,X,X
JOSTZIL,O,O,O,O,X,O,X,O,X,X
JOSTZLI,O,O,O,O,X,O,X,O,X,X
JOSITLZ,X,X,O,X,X,O,X,X,X,X
JOSITZL,O,X,O,X,X,O,X,X,X,X
JOSILTZ,X,X,O,O,X,O,X,X,X,X
JOSILZT,O,X,O,O,X,X,X,X,X,X
JOSIZTL,O,O,O,O,X,O,X,X,X,X
JOSIZLT,O,O,O,O,X,X,X,X,X,X
JOSLTIZ,O,O,O,O,X,O,X,X,X,X
JOSLTZI,O,O,O,O,X,O,X,X,X,X
JOSLITZ,O,O,O,O,X,O,X,X,X,X
JOSLIZT,O,O,O,O,O,X,X,X,X,X
JOSLZTI,O,O,O,O,O,X,X,X,X,X
JOSLZIT,O,O,O,O,O,X,X,X,X,X
JOSZTIL,O,O,O,O,X,O,X,O,X,X
JOSZTLI,O,O,O,O,X,O,X,O,X,X
JOSZITL,O,O,O,O,X,O,X,X,X,X
JOSZILT,O,O,O,O,X,X,X,X,X,X
JOSZLTI,O,O,O,O,O,X,X,X,X,X
JOSZLIT,O,O,O,O,O,X,X,X,X,X
JOZTILS,O,O,O,O,X,X,X,X,X,X
JOZTISL,O,O,O,O,X,X,X,O,X,X
JOZTLIS,O,O,O,O,X,X,X,X,X,X
JOZTLSI,O,O,O,O,X,X,X,O,X,X
JOZTSIL,O,O,O,O,X,X,X,O,X,X
JOZTSLI,O,O,O,O,O,X,X,O,X,X
JOZITLS,O,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,X,O,X,X,X,O,X,X
JOZILTS,O,O,O,X,X,X,X,X,X,X
JOZILST,O,O,O,O,X,X,X,X,X,O
JOZISTL,O,O,X,O,X,X,X,X,X,X
JOZISLT,O,O,X,O,X,X,X,X,X,X
