sequence,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBRdBSjBzhB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?SAJvhFWiBxdBXjBzfBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?C7IvhFRdBcjBXgBzhB+nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?WAJvhFRdBcjBCiBXgBTnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?G7IvhFRdBcjBzfBfnB6nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?C7IvhFGdBTeBXgBRnBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?G7IvhFCdBzfBxiBXjBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBzcBSjBRnB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?WAJvhFSiBTeBXgBRnBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBqhBxdBXjBTnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?z8IvhFGeBUlBRnBClB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?SCJvhFTeBFgBfqBRsBGqBUsB
ISOZJTL,O,X,X,X,X,O,X,X,X,X,X,X
ISOZJLT,O,X,X,X,X,O,X,O,X,O,X,X
IZTLJSO,X,O,X,O,O,X,X,O,X,X,O,X
IZTLJOS,X,X,X,O,O,X,O,O,O,X,X,X
IZTLSJO,X,O,O,O,X,X,X,O,X,X,O,X
IZTLSOJ,X,O,O,X,X,X,O,O,X,X,O,X
IZTLOJS,X,X,X,O,O,X,O,O,O,X,X,X
IZTLOSJ,X,X,X,X,X,X,O,O,X,X,X,X
IZTJLSO,X,O,O,O,O,X,X,O,X,X,O,X
IZTJLOS,X,X,X,O,O,X,O,O,O,X,X,X
IZTJSLO,X,O,O,X,O,O,X,O,X,X,O,X
IZTJSOL,X,O,O,X,O,O,X,O,X,X,O,X
IZTJOLS,X,X,O,O,O,X,O,O,O,X,X,X
IZTJOSL,X,X,O,X,O,O,O,O,X,X,X,X
IZTSLJO,X,O,O,X,O,O,X,O,X,X,O,X
IZTSLOJ,X,O,O,X,O,O,O,O,X,X,O,X
IZTSJLO,X,O,O,X,O,O,X,O,X,X,O,X
IZTSJOL,X,O,O,X,O,O,X,O,X,X,O,X
IZTSOLJ,X,O,O,X,O,O,O,O,X,X,O,X
IZTSOJL,X,O,X,X,O,O,O,O,X,X,O,X
IZTOLJS,X,X,X,O,O,X,O,O,O,X,X,X
IZTOLSJ,X,X,X,O,X,X,O,O,X,X,X,X
IZTOJLS,X,X,X,O,O,X,O,O,O,X,X,X
IZTOJSL,X,X,X,X,O,O,O,O,X,X,X,X
IZTOSLJ,X,X,O,X,O,O,O,O,X,X,X,X
IZTOSJL,X,X,X,X,O,O,O,O,X,X,X,X
IZLTJSO,O,X,X,O,O,X,X,O,X,X,O,X
IZLTJOS,O,X,X,O,O,X,O,O,O,X,X,X
IZLTSJO,X,X,O,O,X,X,X,O,X,X,O,X
IZLTSOJ,X,X,O,X,X,X,O,O,X,X,O,X
IZLTOJS,X,X,X,O,O,X,O,O,O,X,X,X
IZLTOSJ,X,X,X,X,X,X,O,O,X,X,X,X
IZLJTSO,O,X,X,O,O,X,X,X,X,X,O,X
IZLJTOS,O,X,X,O,O,X,O,O,X,X,X,X
IZLJSTO,O,O,X,O,O,X,X,X,X,O,O,X
IZLJSOT,O,O,X,O,O,X,X,O,X,O,O,X
IZLJOTS,O,X,X,O,X,X,X,O,X,X,X,X
IZLJOST,O,X,X,O,X,X,X,O,O,X,O,X
IZLSTJO,O,O,O,O,X,X,X,X,X,O,O,X
IZLSTOJ,X,X,X,X,X,X,O,X,X,X,O,O
IZLSJTO,O,O,O,O,X,X,X,X,X,O,O,X
IZLSJOT,O,O,O,O,X,X,X,O,X,O,O,X
IZLSOTJ,O,X,X,X,X,X,X,X,X,X,O,O
IZLSOJT,O,O,O,X,X,X,X,O,X,O,O,X
IZLOTJS,O,X,X,O,X,X,O,O,O,X,X,X
IZLOTSJ,X,X,X,X,X,X,O,O,X,X,X,X
IZLOJTS,O,X,X,X,X,X,X,O,X,X,X,X
IZLOJST,O,X,X,O,X,X,X,O,O,X,O,X
IZLOSTJ,X,X,X,X,X,X,X,X,X,X,O,O
IZLOSJT,O,X,X,X,X,X,X,O,X,X,O,X
IZJTLSO,X,O,O,X,O,X,X,X,X,X,O,X
IZJTLOS,X,X,X,X,O,X,O,O,X,X,X,X
IZJTSLO,X,O,O,X,O,O,X,X,X,X,O,X
IZJTSOL,X,O,O,X,O,O,X,X,X,X,O,X
IZJTOLS,X,X,O,X,O,X,O,O,X,X,X,X
IZJTOSL,X,X,O,X,O,O,O,X,X,X,X,X
IZJLTSO,O,X,O,O,O,X,X,X,X,X,O,X
IZJLTOS,O,X,X,X,O,X,O,O,X,X,X,X
IZJLSTO,O,O,O,O,O,X,X,X,X,O,O,X
IZJLSOT,O,O,O,O,O,X,X,O,X,O,O,X
IZJLOTS,O,X,X,O,X,X,X,O,X,X,X,X
IZJLOST,O,X,X,O,X,X,X,O,O,X,O,X
IZJSTLO,X,O,O,X,O,X,X,X,X,O,O,X
IZJSTOL,X,O,O,X,O,X,X,X,X,X,O,X
IZJSLTO,O,O,O,X,O,X,X,X,X,O,O,X
IZJSLOT,O,O,O,X,O,O,X,O,X,O,O,X
IZJSOTL,O,O,O,X,O,X,X,X,X,X,O,X
IZJSOLT,O,O,O,X,O,O,X,O,X,O,O,X
IZJOTLS,O,X,O,X,O,X,X,O,X,X,X,X
IZJOTSL,X,X,O,X,O,O,X,X,X,X,X,X
IZJOLTS,O,X,O,O,X,X,X,O,X,X,X,X
IZJOLST,O,X,O,O,X,X,X,O,O,X,O,X
IZJOSTL,X,X,O,X,O,X,X,X,X,X,O,X
IZJOSLT,O,X,O,X,O,O,X,O,X,X,O,X
IZSTLJO,X,O,O,X,O,O,X,X,X,O,O,X
IZSTLOJ,X,O,O,X,O,O,O,X,X,X,O,O
IZSTJLO,X,O,O,X,O,O,X,X,X,O,O,X
IZSTJOL,X,O,X,X,O,O,X,X,X,X,O,X
IZSTOLJ,X,O,O,X,O,O,O,X,X,X,O,O
IZSTOJL,X,O,X,X,O,O,O,X,X,X,O,X
IZSLTJO,O,O,O,X,O,O,X,X,X,O,O,X
IZSLTOJ,X,O,X,X,O,O,O,X,X,X,O,O
IZSLJTO,O,O,O,X,O,O,X,X,X,O,O,X
IZSLJOT,O,O,O,X,O,O,X,O,X,O,O,X
IZSLOTJ,O,X,X,X,O,O,X,X,X,X,O,O
IZSLOJT,O,O,O,X,O,O,X,O,X,O,O,X
IZSJTLO,X,O,O,X,O,O,X,X,X,O,O,X
IZSJTOL,X,O,X,X,O,O,X,X,X,X,O,X
IZSJLTO,O,O,O,X,O,O,X,X,X,O,O,X
IZSJLOT,O,O,O,X,O,O,X,O,X,O,O,X
IZSJOTL,O,O,O,X,O,O,X,X,X,X,O,X
IZSJOLT,O,O,O,X,O,O,X,O,X,O,O,X
IZSOTLJ,O,O,X,X,O,O,X,X,X,X,O,O
IZSOTJL,O,O,X,X,O,O,X,X,X,X,O,X
IZSOLTJ,O,X,X,X,X,O,X,X,X,X,O,O
IZSOLJT,O,O,O,X,X,O,X,O,X,O,O,X
IZSOJTL,O,O,X,X,O,O,X,X,X,X,O,X
IZSOJLT,O,O,X,X,O,O,X,O,X,O,O,X
IZOTLJS,O,X,X,O,O,X,O,O,O,X,X,X
IZOTLSJ,X,X,X,O,X,X,O,O,X,X,X,X
IZOTJLS,O,X,X,O,O,X,O,O,O,X,X,X
IZOTJSL,X,X,X,X,O,O,O,O,X,X,X,X
IZOTSLJ,X,X,O,X,X,O,O,O,X,X,X,X
IZOTSJL,X,X,X,X,O,O,O,O,X,X,X,X
IZOLTJS,O,X,X,O,X,X,O,O,O,X,X,X
IZOLTSJ,X,X,X,O,X,X,O,O,X,X,X,X
IZOLJTS,O,X,X,O,X,X,X,O,X,X,X,X
IZOLJST,O,X,X,O,X,X,X,O,O,X,O,X
IZOLSTJ,X,X,X,O,X,X,X,X,X,X,O,O
IZOLSJT,O,X,X,O,X,X,X,O,X,X,O,X
IZOJTLS,O,X,X,X,O,X,X,O,X,X,X,X
IZOJTSL,X,X,X,X,O,O,X,X,X,X,X,X
IZOJLTS,O,X,X,O,X,X,X,O,X,X,X,X
IZOJLST,O,X,X,O,X,X,X,O,O,X,O,X
IZOJSTL,X,X,X,X,O,X,X,X,X,X,O,X
IZOJSLT,O,X,X,X,O,O,X,O,X,X,O,X
IZOSTLJ,X,X,X,X,X,O,X,X,X,X,O,O
IZOSTJL,X,X,X,X,X,O,X,X,X,X,O,X
IZOSLTJ,X,X,X,X,X,O,X,X,X,X,O,O
IZOSLJT,O,X,O,X,X,O,X,O,X,X,O,X
IZOSJTL,X,X,X,X,X,O,X,X,X,X,O,X
IZOSJLT,O,X,X,X,X,O,X,O,X,X,O,X
IOTLJSZ,X,X,X,X,X,O,O,X,O,X,X,X
IOTLJZS,O,X,X,O,X,X,O,O,O,X,X,X
IOTLSJZ,X,X,X,X,X,O,O,X,O,X,X,O
IOTLSZJ,O,X,X,X,X,O,X,O,X,X,X,O
IOTLZJS,O,X,X,O,X,X,O,O,O,X,X,X
IOTLZSJ,O,X,X,O,X,X,X,O,X,X,X,X
IOTJLSZ,X,X,X,X,X,O,O,X,O,X,X,X
IOTJLZS,O,X,X,O,X,X,O,O,O,X,X,X
IOTJSLZ,X,X,O,X,X,O,O,X,O,X,X,X
IOTJSZL,X,X,O,X,X,O,X,X,X,X,X,X
IOTJZLS,O,X,O,O,X,X,O,O,O,X,X,X
IOTJZSL,O,X,O,X,X,O,X,O,X,X,X,X
IOTSLJZ,X,X,O,X,X,O,O,X,O,X,X,O
IOTSLZJ,O,X,X,X,X,O,X,O,X,X,X,O
IOTSJLZ,X,X,O,X,X,O,O,X,O,X,X,O
IOTSJZL,X,X,O,X,X,O,X,X,X,X,X,X
IOTSZLJ,O,X,X,X,X,O,X,O,X,X,X,O
IOTSZJL,O,X,X,X,X,O,X,O,X,X,X,X
IOTZLJS,O,X,X,O,X,X,O,O,O,X,X,X
IOTZLSJ,O,X,X,O,X,X,X,O,X,X,X,X
IOTZJLS,O,X,X,O,X,X,O,O,O,X,X,X
IOTZJSL,O,X,X,X,X,O,X,O,X,X,X,X
IOTZSLJ,O,X,X,X,X,O,X,O,X,X,X,X
IOTZSJL,O,X,X,X,X,O,X,O,X,X,X,X
IOLTJSZ,X,X,X,X,X,O,O,X,O,X,X,X
IOLTJZS,O,X,X,O,X,X,O,O,O,X,X,X
IOLTSJZ,X,X,X,X,X,O,O,X,O,X,X,O
IOLTSZJ,O,X,X,X,X,O,X,O,X,X,X,O
IOLTZJS,O,X,X,O,X,X,O,O,O,X,X,X
IOLTZSJ,O,X,X,O,X,X,X,O,X,X,X,X
IOLJTSZ,X,X,X,X,X,O,X,X,O,X,X,X
IOLJTZS,O,X,X,X,X,X,X,O,O,X,X,X
IOLJSTZ,X,X,X,X,X,O,X,X,O,X,X,O
IOLJSZT,X,X,X,X,X,O,X,X,O,X,X,X
IOLJZTS,O,X,X,O,X,X,X,O,X,X,X,X
IOLJZST,O,X,X,O,X,X,X,O,O,X,X,X
IOLSTJZ,X,X,X,X,X,X,X,X,O,X,X,O
IOLSTZJ,O,X,X,X,X,O,X,O,X,X,X,O
IOLSJTZ,X,X,X,X,X,X,X,X,O,X,X,O
IOLSJZT,X,X,X,X,X,O,X,X,O,X,X,X
IOLSZTJ,X,X,X,X,X,O,X,X,X,X,X,O
IOLSZJT,O,X,X,X,X,O,X,O,X,X,X,X
IOLZTJS,O,X,X,O,X,X,X,O,O,X,X,X
IOLZTSJ,O,X,X,O,X,X,X,O,X,X,X,X
IOLZJTS,O,X,X,O,X,X,X,O,X,X,X,X
IOLZJST,O,X,X,O,X,X,X,O,O,X,X,X
IOLZSTJ,X,X,X,O,X,X,X,X,X,X,X,O
IOLZSJT,O,X,X,O,X,X,X,O,X,X,X,X
IOJTLSZ,X,X,X,X,X,O,X,X,O,X,X,X
IOJTLZS,O,X,X,X,X,X,X,O,O,X,X,X
IOJTSLZ,X,X,O,X,X,O,X,X,O,X,X,X
IOJTSZL,X,X,O,X,X,O,X,X,X,X,X,X
IOJTZLS,O,X,O,X,X,X,X,O,O,X,X,X
IOJTZSL,O,X,O,X,X,O,X,O,X,X,X,X
IOJLTSZ,X,X,X,X,X,O,X,X,O,X,X,X
IOJLTZS,O,X,X,X,X,X,X,O,O,X,X,X
IOJLSTZ,X,X,X,X,X,O,X,X,O,X,X,O
IOJLSZT,X,X,X,X,X,O,X,X,O,X,X,X
IOJLZTS,O,X,X,O,X,X,X,O,X,X,X,X
IOJLZST,O,X,X,O,X,X,X,O,O,X,X,X
IOJSTLZ,X,X,X,X,X,O,X,X,X,X,X,O
IOJSTZL,X,X,X,X,X,O,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,X,O,X,X,O,X,X,O
IOJSLZT,X,X,O,X,X,O,X,X,O,X,X,X
IOJSZTL,X,X,O,X,X,O,X,X,X,X,X,X
IOJSZLT,X,X,O,X,X,O,X,X,X,X,X,X
IOJZTLS,O,X,O,X,X,X,X,O,X,X,X,X
IOJZTSL,X,X,O,X,X,O,X,X,X,X,X,X
IOJZLTS,O,X,O,O,X,X,X,O,X,X,X,X
IOJZLST,O,X,O,O,X,X,X,O,O,X,O,X
IOJZSTL,X,X,O,X,X,X,X,X,X,X,O,X
IOJZSLT,O,X,O,X,X,O,X,O,X,X,O,X
IOSTLJZ,X,X,X,X,X,O,X,X,O,X,X,O
IOSTLZJ,O,X,X,X,X,O,X,O,X,X,X,O
IOSTJLZ,X,X,X,X,X,O,X,X,O,X,X,O
IOSTJZL,X,X,X,X,X,O,X,X,X,X,X,X
IOSTZLJ,O,X,X,X,X,O,X,O,X,X,X,O
IOSTZJL,O,X,X,X,X,O,X,O,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,X,X,O,X,X,O
IOSLTZJ,O,X,X,X,X,O,X,O,X,X,X,O
IOSLJTZ,X,X,X,X,X,X,X,X,O,X,X,O
IOSLJZT,X,X,O,X,X,O,X,X,O,X,X,X
IOSLZTJ,X,X,X,X,X,O,X,X,X,X,X,O
IOSLZJT,O,X,X,X,X,O,X,O,X,X,X,X
IOSJTLZ,X,X,X,X,X,O,X,X,X,X,X,O
IOSJTZL,X,X,X,X,X,O,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,X,O,X,X,O,X,X,O
IOSJLZT,X,X,O,X,X,O,X,X,O,X,X,X
IOSJZTL,X,X,O,X,X,O,X,X,X,X,X,X
IOSJZLT,X,X,O,X,X,O,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,O,X,X,X,X,X,O
IOSZTJL,X,X,X,X,X,O,X,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,O,X,X,X,X,X,O
IOSZLJT,O,X,X,X,X,O,X,O,X,X,X,X
IOSZJTL,X,X,X,X,X,O,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,O,X,O,X,X,X,X
IOZTLJS,O,X,X,O,X,X,X,O,O,X,X,X
IOZTLSJ,O,X,X,O,X,X,X,O,X,X,X,X
IOZTJLS,O,X,X,O,X,X,X,O,O,X,X,X
IOZTJSL,O,X,X,X,X,O,X,O,X,X,X,X
IOZTSLJ,O,X,X,X,X,O,X,O,X,X,X,X
IOZTSJL,O,X,X,X,X,O,X,O,X,X,X,X
IOZLTJS,O,X,X,O,X,X,X,O,O,X,X,X
IOZLTSJ,O,X,X,O,X,X,X,O,X,X,X,X
IOZLJTS,O,X,X,O,X,X,X,O,X,X,X,X
IOZLJST,O,X,X,O,X,X,X,O,O,X,O,X
IOZLSTJ,X,X,X,O,X,X,X,X,X,X,O,O
IOZLSJT,O,X,X,O,X,X,X,O,X,X,O,X
IOZJTLS,O,X,X,X,X,X,X,O,X,X,X,X
IOZJTSL,X,X,X,X,X,O,X,X,X,X,X,X
IOZJLTS,O,X,X,O,X,X,X,O,X,X,X,X
IOZJLST,O,X,X,O,X,X,X,O,O,X,O,X
IOZJSTL,X,X,X,X,X,X,X,X,X,X,O,X
IOZJSLT,O,X,X,X,X,O,X,O,X,X,O,X
IOZSTLJ,X,X,X,X,X,O,X,X,X,X,O,O
IOZSTJL,X,X,X,X,X,O,X,X,X,X,O,X
IOZSLTJ,X,X,X,X,X,O,X,X,X,X,O,O
IOZSLJT,O,X,X,X,X,O,X,O,X,X,O,X
IOZSJTL,X,X,X,X,X,O,X,X,X,X,O,X
IOZSJLT,O,X,X,X,X,O,X,O,X,X,O,X
LTIJSZO,X,X,X,X,X,O,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,O,X,X,O,X,X,X
LTIJZSO,O,X,X,O,X,X,X,O,X,X,X,X
LTIJZOS,O,X,X,O,X,X,X,O,O,X,X,X
LTIJOSZ,X,X,X,X,X,O,O,X,O,X,X,X
LTIJOZS,X,X,X,X,X,X,O,O,O,X,X,X
LTISJZO,O,O,X,X,X,O,X,X,X,O,X,X
LTISJOZ,X,O,X,X,X,O,X,X,O,X,X,X
LTISZJO,O,O,X,X,X,O,X,O,X,O,X,X
LTISZOJ,O,O,X,X,X,O,X,O,X,O,X,X
LTISOJZ,O,O,X,X,X,O,O,X,O,X,X,X
LTISOZJ,O,X,X,X,X,O,X,O,X,O,X,X
LTIZJSO,O,O,X,O,X,X,X,O,X,O,X,X
LTIZJOS,O,X,X,O,X,X,X,O,O,X,X,X
LTIZSJO,O,O,X,O,X,X,X,O,X,O,X,X
LTIZSOJ,O,O,X,X,X,X,X,O,X,O,X,X
LTIZOJS,O,X,X,O,X,X,O,O,O,X,X,X
LTIZOSJ,O,X,X,X,X,X,X,O,X,X,X,X
LTIOJSZ,X,X,X,X,X,O,O,X,O,X,X,X
LTIOJZS,O,X,X,X,X,X,O,O,O,X,X,X
LTIOSJZ,X,X,X,X,X,O,O,X,O,X,X,X
LTIOSZJ,O,X,X,X,X,O,X,O,X,X,X,X
LTIOZJS,O,X,X,X,X,X,O,O,O,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,O,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,O,X,X,X
LTJIZSO,O,X,X,O,X,X,X,O,X,X,X,X
LTJIZOS,O,X,X,O,X,X,X,O,O,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,X,O,X,X,X
LTJIOZS,X,X,X,X,X,X,X,O,O,X,X,X
LTJSIZO,O,O,O,X,O,X,X,X,X,O,X,X
LTJSIOZ,X,O,O,X,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,O,O,X,X,X,X,O,X,X
LTJSZOI,O,O,O,O,O,X,X,X,X,O,X,X
LTJSOIZ,O,O,O,X,X,X,X,X,X,X,X,X
LTJSOZI,O,O,O,X,O,X,X,X,X,X,X,X
LTJZISO,O,O,O,O,O,X,X,O,X,O,X,X
LTJZIOS,O,X,X,O,O,X,X,O,X,X,X,X
LTJZSIO,O,O,O,O,O,X,X,O,X,O,X,X
LTJZSOI,O,O,O,O,O,X,X,X,X,O,X,X
LTJZOIS,O,X,O,O,X,X,X,O,X,X,X,X
LTJZOSI,O,O,O,O,X,X,X,X,X,O,X,X
LTJOISZ,X,X,X,X,X,X,X,X,O,X,X,X
LTJOIZS,O,X,X,O,X,X,X,X,O,X,X,X
LTJOSIZ,X,X,O,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,O,O,X,X,X,X,X,X,X,X
LTJOZIS,O,X,O,O,X,X,X,X,X,X,X,X
LTJOZSI,O,X,O,O,X,X,X,X,X,X,X,X
LTSIJZO,O,O,O,X,O,O,X,X,X,O,X,X
LTSIJOZ,X,O,O,X,X,O,X,X,X,X,X,X
LTSIZJO,O,O,O,X,O,O,X,O,X,O,X,X
LTSIZOJ,O,O,O,X,O,O,X,O,X,O,X,X
LTSIOJZ,O,O,O,X,O,O,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,O,O,X,O,X,O,X,X
LTSJIZO,O,O,O,X,O,O,X,X,X,O,X,X
LTSJIOZ,X,O,O,X,X,O,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,X,X,X,O,X,X
LTSJZOI,O,O,O,O,O,X,X,X,X,O,X,X
LTSJOIZ,O,O,O,X,O,O,X,X,X,X,X,X
LTSJOZI,O,O,O,X,O,X,X,X,X,X,X,X
LTSZIJO,O,O,O,O,O,O,X,O,X,O,X,X
LTSZIOJ,O,O,O,X,O,O,X,O,X,O,X,X
LTSZJIO,O,O,O,O,O,X,X,O,X,O,X,X
LTSZJOI,O,O,O,O,O,X,X,X,X,O,X,X
LTSZOIJ,O,O,O,X,O,O,X,X,X,O,X,X
LTSZOJI,O,O,O,X,O,X,X,X,X,O,X,X
LTSOIJZ,O,O,O,X,O,O,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,O,O,X,X,X,O,X,X
LTSOJIZ,O,O,O,X,O,O,X,X,X,X,X,X
LTSOJZI,O,O,O,X,O,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,X,O,O,X,X,X,O,X,X
LTSOZJI,O,O,O,X,O,X,X,X,X,O,X,X
LTZIJSO,O,O,X,O,O,X,X,O,X,O,X,X
LTZIJOS,O,X,X,O,O,X,O,O,X,X,X,X
LTZISJO,O,O,O,O,X,X,X,O,X,O,X,X
LTZISOJ,O,O,O,X,X,X,O,O,X,O,X,X
LTZIOJS,O,X,X,O,O,X,O,O,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,O,O,X,X,X,X
LTZJISO,O,O,O,O,O,X,X,O,X,O,X,X
LTZJIOS,O,X,X,O,O,X,O,O,X,X,X,X
LTZJSIO,O,O,O,O,O,X,X,O,X,O,X,X
LTZJSOI,O,O,O,O,O,X,X,X,X,O,X,X
LTZJOIS,O,X,O,O,X,X,O,O,X,X,X,X
LTZJOSI,O,O,O,O,X,X,O,X,X,O,X,X
LTZSIJO,O,O,O,O,O,X,X,O,X,O,X,X
LTZSIOJ,O,O,O,X,O,X,O,O,X,O,X,X
LTZSJIO,O,O,O,O,O,X,X,O,X,O,X,X
LTZSJOI,O,O,O,O,O,X,X,X,X,O,X,X
LTZSOIJ,O,O,O,X,O,X,O,X,X,O,X,X
LTZSOJI,O,O,O,X,O,X,O,X,X,O,X,X
LTZOIJS,O,X,X,O,O,X,O,O,X,X,X,X
LTZOISJ,O,X,X,O,X,X,O,O,X,X,X,X
LTZOJIS,O,X,X,O,O,X,O,O,X,X,X,X
LTZOJSI,O,O,X,O,O,X,O,X,X,O,X,X
LTZOSIJ,O,O,X,O,O,X,O,X,X,O,X,X
LTZOSJI,O,O,X,O,O,X,O,X,X,O,X,X
LTOIJSZ,X,X,X,X,X,O,O,X,O,X,X,X
LTOIJZS,O,X,X,O,X,X,O,O,O,X,X,X
LTOISJZ,X,X,X,X,X,O,O,X,O,X,X,X
LTOISZJ,O,X,X,X,X,O,X,O,X,X,X,X
LTOIZJS,O,X,X,O,X,X,O,O,O,X,X,X
LTOIZSJ,O,X,X,O,X,X,X,O,X,X,X,X
LTOJISZ,X,X,X,X,X,X,O,X,O,X,X,X
LTOJIZS,O,X,X,O,X,X,O,X,O,X,X,X
LTOJSIZ,X,X,O,X,O,X,X,X,X,X,X,X
LTOJSZI,X,X,O,O,O,X,X,X,X,X,X,X
LTOJZIS,O,X,O,O,O,X,O,X,X,X,X,X
LTOJZSI,O,X,O,O,O,X,O,X,X,X,X,X
LTOSIJZ,O,O,O,X,O,O,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,O,O,X,X,X,O,X,X
LTOSJIZ,O,O,O,X,O,O,X,X,X,X,X,X
LTOSJZI,O,O,O,O,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,O,O,O,X,X,X,O,X,X
LTOSZJI,O,O,O,O,O,X,X,X,X,O,X,X
LTOZIJS,O,X,X,O,O,X,O,O,X,X,X,X
LTOZISJ,O,X,X,O,X,X,O,O,X,X,X,X
LTOZJIS,O,X,X,O,O,X,O,O,X,X,X,X
LTOZJSI,O,O,X,O,O,X,O,X,X,O,X,X
LTOZSIJ,O,O,X,O,O,X,O,X,X,O,X,X
LTOZSJI,O,O,X,O,O,X,O,X,X,O,X,X
LITJSZO,X,X,X,X,X,O,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,O,X,X,O,X,X,X
LITJZSO,O,X,X,O,X,X,X,O,X,X,X,X
LITJZOS,O,X,X,O,X,X,X,O,O,X,X,X
LITJOSZ,X,X,X,X,X,O,O,X,O,X,X,X
LITJOZS,X,X,X,X,X,X,O,O,O,X,X,X
LITSJZO,O,X,X,X,X,O,X,X,X,O,X,X
LITSJOZ,X,X,X,X,X,O,X,X,O,X,X,O
LITSZJO,O,X,X,X,X,O,X,O,X,O,X,X
LITSZOJ,O,X,X,X,X,O,X,O,X,O,X,O
LITSOJZ,O,X,X,X,X,O,O,X,O,X,X,O
LITSOZJ,O,X,X,X,X,O,X,O,X,O,X,O
LITZJSO,O,X,X,O,X,X,X,O,X,O,X,X
LITZJOS,O,X,X,O,X,X,X,O,O,X,X,X
LITZSJO,O,X,X,O,X,X,X,O,X,O,X,X
LITZSOJ,O,X,X,X,X,X,X,O,X,O,X,X
LITZOJS,O,X,X,O,X,X,O,O,O,X,X,X
LITZOSJ,O,X,X,X,X,X,X,O,X,X,X,X
LITOJSZ,X,X,X,X,X,O,O,X,O,X,X,X
LITOJZS,O,X,X,X,X,X,O,O,O,X,X,X
LITOSJZ,X,X,X,X,X,O,O,X,O,X,X,O
LITOSZJ,O,X,X,X,X,O,X,O,X,X,X,O
LITOZJS,O,X,X,X,X,X,O,O,O,X,X,X
LITOZSJ,O,X,X,X,X,X,X,O,X,X,X,X
LIJTSZO,X,X,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,O,X,X,O,X,X,X
LIJTZSO,O,X,X,X,X,X,X,O,X,X,X,X
LIJTZOS,O,X,X,X,X,X,X,O,O,X,X,X
LIJTOSZ,X,X,X,X,X,O,O,X,O,X,X,X
LIJTOZS,X,X,X,X,X,X,O,O,O,X,X,X
LIJSTZO,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,X,X,X,X,O
LIJSZTO,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,O,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,O,X,X,O,X,X,O
LIJSOZT,X,X,X,X,X,O,X,X,O,X,X,X
LIJZTSO,O,X,X,O,X,X,X,X,X,X,O,X
LIJZTOS,O,X,X,X,X,X,X,O,X,X,X,X
LIJZSTO,O,X,X,O,X,X,X,X,X,X,O,X
LIJZSOT,O,X,X,O,X,X,X,O,X,X,O,X
LIJZOTS,O,X,X,O,X,X,X,O,X,X,X,X
LIJZOST,O,X,X,O,X,X,X,O,O,X,O,X
LIJOTSZ,X,X,X,X,X,O,X,X,O,X,X,X
LIJOTZS,X,X,X,X,X,X,X,O,O,X,X,X
LIJOSTZ,X,X,X,X,X,O,X,X,O,X,X,O
LIJOSZT,X,X,X,X,X,O,X,X,O,X,X,X
