sequence,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBmiB5oBKsBft?BFrB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBZnBGjBqsB/t?BFrB,v115@9gC8GeB8HeB8HeD8AeA8NeRBJvhF3iBcoBTlBOrBFs?BSyB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB/nBaoB5oBFr?B2xB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBOnBXjBStBFr?BxxB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBxiBOsBXoBFr?BSyB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhFZnBGjBTlBcrBqs?B/tB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhFmiB5oBTlBftBir?BUsB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBxiBinB+tBFr?B3sB,v115@9gC8GeB8HeB8HeD8AeA8Ne3AJvhFziB5oBlmBUnBmq?ByxB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhF/nBaoB5oBTlBcr?B2xB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBiiB+oB3nBFr?BxxB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBiiB5oBFrBms?B3sB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB2nB5oB3nBFr?ByxB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhF5oBTlBcrBinB3s?BmsB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB5oBinBFrB3s?BmsB
ZSOJILT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZSOJLTI,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZSOJLIT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOTILJS,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
ZOTILSJ,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,O
ZOTIJLS,O,O,X,O,O,O,O,X,O,X,O,O,O,O,X,X
ZOTIJSL,X,X,X,O,O,O,X,X,O,X,O,O,O,X,O,O
ZOTISLJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O,O
ZOTISJL,X,O,X,O,O,X,O,O,X,X,O,O,O,X,O,O
ZOTLIJS,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
ZOTLISJ,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,O
ZOTLJIS,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X
ZOTLJSI,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X
ZOTLSIJ,O,O,O,X,X,O,O,O,X,X,X,X,X,O,O,O
ZOTLSJI,O,O,O,X,X,O,O,O,X,X,X,X,X,O,O,O
ZOTJILS,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
ZOTJISL,X,X,X,O,O,O,X,X,O,X,O,O,O,X,O,O
ZOTJLIS,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X
ZOTJLSI,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X
ZOTJSIL,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,O
ZOTJSLI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,O
ZOTSILJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O,O
ZOTSIJL,X,O,X,O,O,X,O,O,X,X,O,O,O,X,O,O
ZOTSLIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,O,O
ZOTSLJI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,O,O
ZOTSJIL,X,O,X,O,X,O,O,O,O,X,O,X,O,X,O,O
ZOTSJLI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,O
ZOITLJS,O,O,O,O,O,X,O,X,X,X,O,O,O,O,X,X
ZOITLSJ,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O,O
ZOITJLS,O,O,X,O,O,X,O,X,X,X,O,O,O,O,X,X
ZOITJSL,X,X,X,O,O,X,X,X,X,X,O,O,O,X,O,O
ZOITSLJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O,O
ZOITSJL,X,X,X,O,O,X,O,O,X,X,O,O,O,X,O,O
ZOILTJS,O,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X
ZOILTSJ,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O,X
ZOILJTS,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X
ZOILJST,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOILSTJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
ZOILSJT,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
ZOIJTLS,X,X,O,O,O,X,O,X,X,X,O,O,O,X,X,X
ZOIJTSL,X,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X
ZOIJLTS,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZOIJLST,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOIJSTL,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
ZOIJSLT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
ZOISTLJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZOISTJL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O
ZOISLTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZOISLJT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOISJTL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOISJLT,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOLTIJS,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X
ZOLTISJ,O,O,O,X,X,O,O,O,X,X,X,X,X,O,O,X
ZOLTJIS,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X
ZOLTJSI,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X
ZOLTSIJ,O,O,O,X,X,O,O,O,X,X,X,X,X,O,O,X
ZOLTSJI,O,O,O,X,X,O,O,O,X,X,X,X,X,O,O,X
ZOLITJS,O,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
ZOLITSJ,O,O,O,X,X,X,O,O,X,X,X,X,X,O,O,X
ZOLIJTS,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
ZOLIJST,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLISTJ,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOLISJT,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOLJTIS,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X
ZOLJTSI,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X
ZOLJITS,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X
ZOLJIST,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLJSTI,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZOLJSIT,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZOLSTIJ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOLSTJI,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOLSITJ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOLSIJT,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOLSJTI,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOLSJIT,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOJTILS,X,X,O,O,X,O,O,X,O,X,O,X,O,X,X,X
ZOJTISL,X,X,X,O,X,O,X,X,O,X,O,X,O,X,O,X
ZOJTLIS,X,X,O,O,X,O,O,X,O,X,O,X,O,X,X,X
ZOJTLSI,X,X,O,O,X,O,O,X,O,X,O,X,O,X,X,X
ZOJTSIL,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X
ZOJTSLI,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X
ZOJITLS,X,X,O,O,X,O,O,X,O,X,O,X,O,X,X,X
ZOJITSL,X,X,X,O,X,O,X,X,O,X,O,X,O,X,O,X
ZOJILTS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X
ZOJILST,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOJISTL,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
ZOJISLT,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
ZOJLTIS,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X
ZOJLTSI,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X
ZOJLITS,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X
ZOJLIST,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOJLSTI,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZOJLSIT,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZOJSTIL,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
ZOJSTLI,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
ZOJSITL,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
ZOJSILT,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
ZOJSLTI,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
ZOJSLIT,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
ZOSTILJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZOSTIJL,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O,O
ZOSTLIJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZOSTLJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZOSTJIL,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O,O
ZOSTJLI,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O
ZOSITLJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZOSITJL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O
ZOSILTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZOSILJT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOSIJTL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOSIJLT,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOSLTIJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZOSLTJI,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZOSLITJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZOSLIJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOSLJTI,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOSLJIT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOSJTIL,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOSJTLI,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X
ZOSJITL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOSJILT,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOSJLTI,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOSJLIT,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X
OTILJSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTILJZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTILSZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTILZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILZSJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTIJLSZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIJLZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
OTIJSZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTIJZLS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTIJZSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTISLJZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTISLZJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X
OTISJLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTISJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTISZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTISZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTIZLJS,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTIZLSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTIZJLS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTIZJSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTIZSLJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZSJL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
OTLIJSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTLIJZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLISZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLIZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLJISZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTLJIZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTLJSZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLJZIS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLSIZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLSJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLSJZI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLSZIJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLSZJI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLZIJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZISJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLZJIS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZJSI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLZSJI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJILSZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJILZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJISZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJIZLS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJIZSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJLISZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJLIZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJLSZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJLZIS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJSIZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJSLIZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJSLZI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJSZIL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJSZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZILS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZISL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZLIS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZLSI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZSIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZSLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSILJZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTSILZJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X
OTSIJLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSIJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTSLIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTSLIZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
OTSLJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OTSLJZI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSLZIJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
OTSLZJI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTSJILZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSJIZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSJLIZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSJLZI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSJZIL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSJZLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZILJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSZIJL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OTSZLIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSZLJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSZJIL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OTSZJLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZILJS,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZILSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTZIJLS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZIJSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTZISLJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZISJL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
OTZLIJS,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZLISJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTZLJIS,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZLJSI,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZLSIJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTZLSJI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTZJILS,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZJISL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTZJLIS,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZJLSI,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZJSIL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
OTZJSLI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
OTZSILJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZSIJL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
OTZSLIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZSLJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZSJIL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
OTZSJLI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
OITLJSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OITLJZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OITLSZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OITLZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITLZSJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OITJLSZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJLZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
OITJSZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OITJZLS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OITJZSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITSLJZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OITSLZJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X
OITSJLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OITZLJS,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OITZLSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OITZJLS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OITZJSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OITZSLJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITZSJL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
OILTJSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OILTJZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTSJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OILTSZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OILTZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILTZSJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OILJTSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OILJTZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJSTZ,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
OILJSZT,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X
OILJZTS,X,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X
OILJZST,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OILSTJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OILSTZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
OILSJTZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OILSJZT,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
OILSZTJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
OILSZJT,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
OILZTJS,O,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X
OILZTSJ,O,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
OILZJTS,X,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X
OILZJST,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OILZSTJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
OILZSJT,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
OIJTLSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OIJTLZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTSLZ,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OIJTSZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OIJTZLS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJTZSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJLTSZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OIJLTZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLSTZ,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
OIJLSZT,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X
OIJLZTS,X,X,O,X,O,X,O,X,X,O,O,X,O,X,X,X
OIJLZST,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
OIJSTLZ,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OIJSTZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OIJSLTZ,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OIJSLZT,X,X,O,O,X,X,X,O,X,O,O,O,X,X,O,X
OIJSZTL,X,X,X,O,X,X,X,O,X,X,O,O,X,X,O,X
OIJSZLT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,O,X
OIJZTLS,X,X,O,O,O,X,O,X,X,X,O,O,O,X,X,X
OIJZTSL,X,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X
OIJZLTS,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
OIJZLST,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OIJZSTL,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
OIJZSLT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
OISTLJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISTLZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
OISTJLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISTJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISTZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISTZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OISLTJZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OISLTZJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OISLJTZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OISLJZT,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OISLZTJ,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,O
OISLZJT,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OISJTLZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
