sequence,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcBTdBifBW?nBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUbBFcBXdBW?lBSnBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Je06IvhFxcBKkBGhBT?iBFlBXqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhF6iBlfB3gBz?hB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUcBGdBCgBV?nBXlBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeX7IvhFxcBKkBGhBT?iBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFUcBGdBSlBV?nB/pBZlB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhFlfB3gBCiBT?iB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFxbB8hB+iB/?pBFlBiqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeU8IvhFxfBTiBCiB/?pBFlBmpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcB8hB+iBK?kBFlBzpB
JTLZSOI,O,O,O,X,O,O,O,O,X,X,O
JTLZOIS,O,O,O,X,X,O,X,X,X,X,O
JTLZOSI,O,O,O,X,X,O,X,X,X,X,O
JTLOISZ,O,O,O,O,X,O,X,X,X,X,X
JTLOIZS,O,O,O,X,X,O,X,X,X,X,O
JTLOSIZ,O,O,O,O,X,O,X,O,X,X,X
JTLOSZI,O,O,O,O,X,O,X,O,X,X,X
JTLOZIS,O,O,O,X,X,O,X,X,X,X,O
JTLOZSI,O,O,O,O,X,O,X,X,X,X,O
JTSILZO,O,O,X,X,O,X,O,O,X,X,X
JTSILOZ,O,O,X,O,O,X,O,O,X,X,X
JTSIZLO,X,O,X,X,O,X,O,O,O,X,X
JTSIZOL,O,X,X,O,O,X,X,X,O,X,X
JTSIOLZ,O,X,X,O,O,X,X,O,X,X,X
JTSIOZL,O,X,X,O,O,X,X,X,O,X,X
JTSLIZO,O,O,X,X,O,X,O,O,X,X,X
JTSLIOZ,O,O,X,O,O,X,O,O,X,X,X
JTSLZIO,O,O,X,X,O,X,O,O,O,X,X
JTSLZOI,O,O,X,X,O,X,O,O,O,X,X
JTSLOIZ,O,O,X,O,O,X,O,O,X,X,X
JTSLOZI,O,O,X,O,O,X,O,O,O,X,X
JTSZILO,O,O,X,X,O,X,O,O,O,X,X
JTSZIOL,O,X,X,O,O,X,X,X,O,X,X
JTSZLIO,O,O,X,X,O,X,O,O,O,X,X
JTSZLOI,O,O,X,X,O,X,O,O,O,X,X
JTSZOIL,O,X,X,O,O,X,X,X,O,X,X
JTSZOLI,O,X,X,O,O,X,O,X,O,X,X
JTSOILZ,O,X,X,O,O,X,X,O,X,X,X
JTSOIZL,O,X,X,O,O,X,X,X,O,X,X
JTSOLIZ,O,X,X,O,O,X,O,O,X,X,X
JTSOLZI,O,X,X,O,O,X,O,O,O,X,X
JTSOZIL,O,X,X,O,O,X,X,X,O,X,X
JTSOZLI,O,X,X,O,O,X,O,X,O,X,X
JTZILSO,O,O,X,X,O,X,X,X,X,X,X
JTZILOS,O,O,X,X,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,O,X,O,X,O,X,X
JTZISOL,O,X,X,X,O,X,X,X,O,X,X
JTZIOLS,O,O,X,X,X,X,X,X,X,X,X
JTZIOSL,O,X,X,X,O,X,X,X,X,X,X
JTZLISO,O,O,X,X,O,X,X,X,X,X,O
JTZLIOS,O,O,X,X,X,X,X,X,X,X,O
JTZLSIO,O,O,X,X,O,X,O,O,X,X,O
JTZLSOI,O,O,X,X,O,X,O,O,X,X,O
JTZLOIS,O,O,X,X,X,X,X,X,X,X,O
JTZLOSI,O,O,X,X,X,X,X,X,X,X,O
JTZSILO,O,O,X,X,O,X,O,O,O,X,O
JTZSIOL,O,X,X,O,O,X,X,X,O,X,X
JTZSLIO,O,O,X,X,O,X,O,O,O,X,O
JTZSLOI,O,O,X,X,O,X,O,O,O,X,O
JTZSOIL,O,X,X,O,O,X,X,X,O,X,X
JTZSOLI,O,X,X,O,O,X,O,X,O,X,X
JTZOILS,O,O,X,X,X,X,X,X,X,X,X
JTZOISL,O,X,X,X,O,X,X,X,X,X,X
JTZOLIS,O,O,X,X,X,X,X,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X,X,X,X
JTZOSIL,O,X,X,O,O,X,X,X,X,X,X
JTZOSLI,O,X,X,O,O,X,O,X,X,X,X
JTOILSZ,O,O,O,O,X,O,X,X,X,X,X
JTOILZS,O,O,O,X,X,O,X,X,X,X,X
JTOISLZ,O,O,X,O,O,X,X,X,X,X,X
JTOISZL,O,O,X,O,O,X,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X,X,X,X,X
JTOIZSL,X,O,X,X,O,X,X,X,X,X,X
JTOLISZ,O,O,O,O,X,O,X,X,X,X,X
JTOLIZS,O,O,O,X,X,O,X,X,X,X,X
JTOLSIZ,O,O,O,O,X,O,X,O,X,X,X
JTOLSZI,O,O,O,O,X,O,X,O,X,X,X
JTOLZIS,O,O,O,X,X,O,X,X,X,X,X
JTOLZSI,O,O,O,O,X,O,X,X,X,X,X
JTOSILZ,O,O,X,O,O,X,X,O,X,X,X
JTOSIZL,O,O,X,O,O,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,O,X,O,O,X,X,X
JTOSLZI,O,O,X,O,O,X,O,O,X,X,X
JTOSZIL,O,O,X,O,O,X,X,X,X,X,X
JTOSZLI,O,O,X,O,O,X,O,X,X,X,X
JTOZILS,O,O,X,X,X,X,X,X,X,X,X
JTOZISL,O,O,X,X,O,X,X,X,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X,X,X,X
JTOZLSI,O,O,X,O,X,X,X,X,X,X,X
JTOZSIL,O,O,X,O,O,X,X,X,X,X,X
JTOZSLI,O,O,X,O,O,X,O,X,X,X,X
JITLSZO,O,O,X,X,O,X,X,O,X,X,X
JITLSOZ,O,O,X,X,O,X,X,O,X,X,X
JITLZSO,O,O,X,X,O,X,X,X,X,X,X
JITLZOS,O,O,X,X,X,X,X,X,X,X,X
JITLOSZ,O,O,X,X,X,X,X,X,X,X,X
JITLOZS,O,O,X,X,X,X,X,X,X,X,X
JITSLZO,O,O,X,X,O,X,X,O,X,X,X
JITSLOZ,O,O,X,O,O,X,X,O,X,X,X
JITSZLO,X,O,X,X,O,X,X,O,X,X,X
JITSZOL,O,X,X,O,O,X,X,X,X,X,X
JITSOLZ,O,X,X,O,O,X,X,O,X,X,X
JITSOZL,O,X,X,O,O,X,X,X,X,X,X
JITZLSO,X,O,X,X,O,X,X,X,X,X,X
JITZLOS,X,O,X,X,X,X,X,X,X,X,X
JITZSLO,X,O,X,X,O,X,X,X,X,X,X
JITZSOL,X,X,X,X,O,X,X,X,X,X,X
JITZOLS,X,O,X,X,X,X,X,X,X,X,X
JITZOSL,X,X,X,X,O,X,X,X,X,X,X
JITOLSZ,O,O,X,O,X,X,X,X,X,X,X
JITOLZS,O,O,X,X,X,X,X,X,X,X,X
JITOSLZ,O,O,X,O,O,X,X,X,X,X,X
JITOSZL,O,O,X,O,O,X,X,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,X,X,X,X
JITOZSL,X,O,X,X,O,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,O,X,X,O
JILTSOZ,X,O,X,X,X,O,X,O,X,X,X
JILTZSO,X,O,X,X,X,X,X,X,X,X,O
JILTZOS,X,O,O,X,X,X,X,X,X,X,O
JILTOSZ,X,O,O,X,X,O,X,X,X,X,X
JILTOZS,X,O,O,X,X,O,X,X,X,X,O
JILSTZO,X,O,X,X,X,X,X,O,X,X,X
JILSTOZ,X,O,X,X,X,X,X,O,X,X,X
JILSZTO,X,O,X,X,X,X,X,O,X,X,O
JILSZOT,X,O,X,X,X,X,X,X,X,X,O
JILSOTZ,X,O,X,X,X,X,X,O,X,X,X
JILSOZT,X,O,X,X,X,X,X,X,X,X,X
JILZTSO,X,O,X,X,X,X,X,X,X,X,O
JILZTOS,X,O,X,X,X,X,X,X,X,X,O
JILZSTO,X,O,X,X,X,X,X,O,X,X,O
JILZSOT,X,O,X,X,X,X,X,X,X,X,O
JILZOTS,X,O,O,X,X,X,X,X,X,X,X
JILZOST,X,O,O,X,X,X,X,X,X,X,O
JILOTSZ,X,O,O,X,X,O,X,X,X,X,X
JILOTZS,X,O,O,X,X,O,X,X,X,X,X
JILOSTZ,X,O,O,X,X,O,X,O,X,X,X
JILOSZT,X,O,O,X,X,X,X,X,X,X,X
JILOZTS,X,O,O,X,X,O,X,X,X,X,X
JILOZST,X,O,O,X,X,X,X,X,X,X,O
JISTLZO,O,O,X,X,O,X,X,O,X,X,X
JISTLOZ,O,O,X,O,O,X,X,O,X,X,X
JISTZLO,X,O,X,X,O,X,X,O,O,X,X
JISTZOL,O,X,X,O,O,X,X,X,O,X,X
JISTOLZ,O,X,X,O,O,X,X,O,X,X,X
JISTOZL,O,X,X,O,O,X,X,X,O,X,X
JISLTZO,X,O,X,X,O,X,X,O,X,X,X
JISLTOZ,X,O,X,O,O,X,X,O,X,X,X
JISLZTO,X,O,X,X,O,X,X,O,X,X,X
JISLZOT,X,O,X,X,X,X,X,X,X,X,X
JISLOTZ,O,O,X,O,X,X,X,O,X,X,X
JISLOZT,O,O,X,O,X,X,X,X,X,X,X
JISZTLO,O,O,X,X,O,X,X,O,O,X,X
JISZTOL,O,X,X,O,O,X,X,X,O,X,X
JISZLTO,O,O,X,X,O,X,X,O,O,X,X
JISZLOT,O,O,X,X,X,X,X,X,O,X,X
JISZOTL,O,X,X,O,X,X,X,X,O,X,X
JISZOLT,O,X,X,O,X,X,X,X,O,X,X
JISOTLZ,O,X,X,O,X,X,X,O,X,X,X
JISOTZL,O,X,X,O,X,X,X,X,O,X,X
JISOLTZ,O,X,X,O,X,X,X,O,X,X,X
JISOLZT,O,X,X,O,X,X,X,X,X,X,X
JISOZTL,O,X,X,O,X,X,X,X,O,X,X
JISOZLT,O,X,X,O,X,X,X,X,O,X,X
JIZTLSO,O,O,X,X,O,X,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,O,X,X,X,O,X,X
JIZTSOL,O,X,X,X,O,X,X,X,O,X,X
JIZTOLS,O,O,X,X,X,X,X,X,X,X,X
JIZTOSL,O,X,X,X,O,X,X,X,X,X,X
JIZLTSO,O,O,X,X,X,X,X,X,X,X,O
JIZLTOS,O,O,X,X,X,X,X,X,X,X,O
JIZLSTO,O,O,X,X,X,X,X,X,O,X,O
JIZLSOT,O,O,X,X,X,X,X,X,O,X,O
JIZLOTS,O,O,X,X,X,X,X,X,X,X,X
JIZLOST,O,O,X,X,X,X,X,X,X,X,O
JIZSTLO,O,O,X,X,O,X,X,X,O,X,O
JIZSTOL,O,X,X,X,O,X,X,X,O,X,X
JIZSLTO,O,O,X,X,O,X,X,X,O,X,O
JIZSLOT,O,O,X,X,X,X,X,X,O,X,O
JIZSOTL,O,X,X,X,X,X,X,X,O,X,X
JIZSOLT,O,X,X,X,X,X,X,X,O,X,O
JIZOTLS,O,O,X,X,X,X,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,X,X,X,X
JIZOLTS,O,O,X,X,X,X,X,X,X,X,X
JIZOLST,O,O,X,X,X,X,X,X,X,X,X
JIZOSTL,O,X,X,X,X,X,X,X,O,X,X
JIZOSLT,O,X,X,X,X,X,X,X,O,X,X
JIOTLSZ,O,O,O,O,X,O,X,X,X,X,X
JIOTLZS,O,O,O,X,X,O,X,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X,X,X
JIOTSZL,O,O,X,O,X,X,X,X,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X,X,X,X
JIOTZSL,X,O,X,X,X,X,X,X,X,X,X
JIOLTSZ,X,O,O,O,X,O,X,X,X,X,X
JIOLTZS,X,O,O,X,X,O,X,X,X,X,X
JIOLSTZ,X,O,O,O,X,O,X,X,X,X,X
JIOLSZT,X,O,O,O,X,X,X,X,X,X,X
JIOLZTS,X,O,O,X,X,O,X,X,X,X,X
JIOLZST,X,O,O,O,X,X,X,X,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X,X,X,X
JIOSTZL,O,O,X,O,X,X,X,X,X,X,X
JIOSLTZ,O,O,O,O,X,O,X,X,X,X,X
JIOSLZT,O,O,O,O,X,X,X,X,X,X,X
JIOSZTL,O,O,X,O,X,X,X,X,X,X,X
JIOSZLT,O,O,X,O,X,X,X,X,X,X,X
JIOZTLS,O,O,X,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X,X,X,X,X
JIOZLTS,O,O,O,X,X,O,X,X,X,X,X
JIOZLST,O,O,O,O,X,X,X,X,X,X,X
JIOZSTL,O,O,X,O,X,X,X,X,X,X,X
JIOZSLT,O,O,X,O,X,X,X,X,X,X,X
JLTISZO,O,O,X,X,X,X,X,O,X,X,O
JLTISOZ,O,O,X,X,X,O,X,O,X,X,X
JLTIZSO,O,O,X,X,X,X,X,X,X,X,O
JLTIZOS,O,O,O,X,X,X,X,X,X,X,O
JLTIOSZ,O,O,O,X,X,O,X,X,X,X,X
JLTIOZS,O,O,O,X,X,O,X,X,X,X,O
JLTSIZO,O,O,X,X,X,X,X,O,X,X,O
JLTSIOZ,O,O,X,O,X,O,X,O,X,X,X
JLTSZIO,O,O,X,X,X,X,X,O,X,X,O
JLTSZOI,O,O,O,X,X,O,X,O,X,X,O
JLTSOIZ,O,O,O,O,X,O,X,O,X,X,X
JLTSOZI,O,O,O,O,X,O,X,O,X,X,X
JLTZISO,O,O,X,X,X,X,X,X,X,X,O
JLTZIOS,O,O,O,X,X,X,X,X,X,X,O
JLTZSIO,O,O,X,X,X,X,X,O,X,X,O
JLTZSOI,O,O,O,X,X,O,X,O,X,X,O
JLTZOIS,O,O,O,X,X,O,X,X,X,X,O
JLTZOSI,O,O,O,X,X,O,X,X,X,X,O
JLTOISZ,O,O,O,O,X,O,X,X,X,X,X
JLTOIZS,O,O,O,X,X,O,X,X,X,X,O
JLTOSIZ,O,O,O,O,X,O,X,O,X,X,X
JLTOSZI,O,O,O,O,X,O,X,O,X,X,X
JLTOZIS,O,O,O,X,X,O,X,X,X,X,O
JLTOZSI,O,O,O,O,X,O,X,X,X,X,O
JLITSZO,X,O,X,X,X,X,X,O,X,X,O
JLITSOZ,X,O,X,X,X,O,X,O,X,X,X
JLITZSO,X,O,X,X,X,X,X,X,X,X,O
JLITZOS,X,O,O,X,X,X,X,X,X,X,O
JLITOSZ,X,O,O,X,X,O,X,X,X,X,X
JLITOZS,X,O,O,X,X,O,X,X,X,X,O
JLISTZO,X,O,X,X,X,X,X,O,X,X,X
JLISTOZ,X,O,X,X,X,X,X,O,X,X,X
JLISZTO,X,O,X,X,X,X,X,O,X,X,O
JLISZOT,X,O,X,X,X,X,X,X,X,X,O
JLISOTZ,X,O,X,X,X,X,X,O,X,X,X
JLISOZT,X,O,X,X,X,X,X,X,X,X,X
JLIZTSO,X,O,X,X,X,X,X,X,X,X,O
JLIZTOS,X,O,X,X,X,X,X,X,X,X,O
JLIZSTO,X,O,X,X,X,X,X,O,X,X,O
JLIZSOT,X,O,X,X,X,X,X,X,X,X,O
JLIZOTS,X,O,O,X,X,X,X,X,X,X,X
JLIZOST,X,O,O,X,X,X,X,X,X,X,O
JLIOTSZ,X,O,O,X,X,O,X,X,X,X,X
JLIOTZS,X,O,O,X,X,O,X,X,X,X,X
JLIOSTZ,X,O,O,X,X,O,X,O,X,X,X
JLIOSZT,X,O,O,X,X,X,X,X,X,X,X
JLIOZTS,X,O,O,X,X,O,X,X,X,X,X
JLIOZST,X,O,O,X,X,X,X,X,X,X,O
JLSTIZO,O,O,X,X,X,X,X,O,X,X,O
JLSTIOZ,O,O,X,O,X,O,X,O,X,X,X
JLSTZIO,O,O,X,X,X,X,X,O,O,X,O
JLSTZOI,O,O,O,X,X,O,X,O,O,X,O
JLSTOIZ,O,O,O,O,X,O,X,O,X,X,X
JLSTOZI,O,O,O,O,X,O,X,O,O,X,X
JLSITZO,X,O,X,X,X,X,X,O,X,X,X
JLSITOZ,X,O,X,O,X,X,X,O,X,X,X
JLSIZTO,X,O,X,X,X,X,X,O,X,X,O
JLSIZOT,X,O,X,X,X,X,X,X,X,X,O
JLSIOTZ,O,O,X,O,X,X,X,O,X,X,X
JLSIOZT,O,O,X,O,X,X,X,X,X,X,X
JLSZTIO,O,O,X,X,X,X,X,O,O,X,O
JLSZTOI,O,O,X,X,X,X,X,O,O,X,O
JLSZITO,O,O,X,X,X,X,X,O,O,X,O
JLSZIOT,O,O,X,X,X,X,X,X,O,X,O
JLSZOTI,O,O,O,X,X,X,X,X,O,X,O
JLSZOIT,O,O,O,X,X,X,X,X,O,X,O
JLSOTIZ,O,O,O,O,X,O,X,O,X,X,X
JLSOTZI,O,O,O,O,X,O,X,O,O,X,X
JLSOITZ,O,O,O,O,X,O,X,O,X,X,X
JLSOIZT,O,O,O,O,X,X,X,X,X,X,X
JLSOZTI,O,O,O,O,X,X,X,X,O,X,X
JLSOZIT,O,O,O,O,X,X,X,X,O,X,X
JLZTISO,O,O,X,X,X,X,X,X,X,X,O
JLZTIOS,O,O,O,X,X,X,X,X,X,X,O
JLZTSIO,O,O,X,X,X,X,X,O,X,X,O
JLZTSOI,O,O,O,X,X,O,X,O,X,X,O
JLZTOIS,O,O,O,X,X,O,X,X,X,X,O
JLZTOSI,O,O,O,X,X,O,X,X,X,X,O
JLZITSO,O,O,X,X,X,X,X,X,X,X,O
JLZITOS,O,O,X,X,X,X,X,X,X,X,O
JLZISTO,O,O,X,X,X,X,X,O,O,X,O
JLZISOT,O,O,X,X,X,X,X,X,O,X,O
JLZIOTS,O,O,O,X,X,X,X,X,X,X,X
JLZIOST,O,O,O,X,X,X,X,X,X,X,O
JLZSTIO,O,O,X,X,X,X,X,O,O,X,O
JLZSTOI,O,O,X,X,X,X,X,O,O,X,O
JLZSITO,O,O,X,X,X,X,X,O,O,X,O
JLZSIOT,O,O,X,X,X,X,X,X,O,X,O
JLZSOTI,O,O,O,X,X,X,X,X,O,X,O
JLZSOIT,O,O,O,X,X,X,X,X,O,X,O
JLZOTIS,O,O,O,X,X,O,X,X,X,X,O
JLZOTSI,O,O,O,X,X,O,X,X,X,X,O
JLZOITS,O,O,O,X,X,O,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,X,X,X,X,O
JLZOSTI,O,O,O,X,X,X,X,X,X,X,O
JLZOSIT,O,O,O,X,X,X,X,X,X,X,O
JLOTISZ,O,O,O,O,X,O,X,X,X,X,X
JLOTIZS,O,O,O,X,X,O,X,X,X,X,O
JLOTSIZ,O,O,O,O,X,O,X,O,X,X,X
JLOTSZI,O,O,O,O,X,O,X,O,X,X,X
JLOTZIS,O,O,O,X,X,O,X,X,X,X,O
JLOTZSI,O,O,O,O,X,O,X,X,X,X,O
JLOITSZ,X,O,O,O,X,O,X,X,X,X,X
JLOITZS,X,O,O,X,X,O,X,X,X,X,X
JLOISTZ,X,O,O,O,X,O,X,O,X,X,X
JLOISZT,X,O,O,O,X,X,X,X,X,X,X
JLOIZTS,X,O,O,X,X,O,X,X,X,X,X
JLOIZST,X,O,O,O,X,X,X,X,X,X,O
JLOSTIZ,O,O,O,O,X,O,X,O,X,X,X
JLOSTZI,O,O,O,O,X,O,X,O,X,X,X
JLOSITZ,O,O,O,O,X,O,X,O,X,X,X
JLOSIZT,O,O,O,O,X,X,X,X,X,X,X
JLOSZTI,O,O,O,O,X,X,X,X,X,X,X
JLOSZIT,O,O,O,O,X,X,X,X,X,X,X
JLOZTIS,O,O,O,X,X,O,X,X,X,X,O
JLOZTSI,O,O,O,O,X,O,X,X,X,X,O
JLOZITS,O,O,O,X,X,O,X,X,X,X,X
JLOZIST,O,O,O,O,X,X,X,X,X,X,O
JLOZSTI,O,O,O,O,X,X,X,X,X,X,O
JLOZSIT,O,O,O,O,X,X,X,X,X,X,O
JSTILZO,O,O,X,X,O,X,O,O,X,X,X
JSTILOZ,O,O,X,O,O,X,O,O,X,X,X
JSTIZLO,X,O,X,X,O,X,O,O,O,X,X
JSTIZOL,O,X,X,O,O,X,X,X,O,O,X
JSTIOLZ,O,X,X,O,O,X,X,O,X,X,X
JSTIOZL,O,X,X,O,O,X,X,X,O,O,X
JSTLIZO,O,O,X,X,O,X,O,O,X,X,X
JSTLIOZ,O,O,X,O,O,X,O,O,X,X,X
JSTLZIO,O,O,X,X,O,X,O,O,O,X,X
JSTLZOI,O,O,X,X,O,X,O,O,O,X,X
JSTLOIZ,O,O,X,O,O,X,O,O,X,X,X
JSTLOZI,O,O,X,O,O,X,O,O,O,X,X
JSTZILO,O,O,X,X,O,X,O,O,O,X,X
JSTZIOL,O,X,X,O,O,X,X,X,O,O,X
JSTZLIO,O,O,X,X,O,X,O,O,O,X,X
JSTZLOI,O,O,X,X,O,X,O,O,O,X,X
JSTZOIL,O,X,X,O,O,X,X,X,O,O,X
JSTZOLI,O,X,X,O,O,X,O,X,O,X,X
JSTOILZ,O,X,X,O,O,X,X,O,X,X,X
JSTOIZL,O,X,X,O,O,X,X,X,O,O,X
JSTOLIZ,O,X,X,O,O,X,O,O,X,X,X
JSTOLZI,O,X,X,O,O,X,O,O,O,X,X
JSTOZIL,O,X,X,O,O,X,X,X,O,O,X
JSTOZLI,O,X,X,O,O,X,O,X,O,X,X
JSITLZO,O,O,X,X,O,X,X,O,X,X,X
JSITLOZ,O,O,X,O,O,X,X,O,X,X,X
JSITZLO,X,O,X,X,O,X,X,O,O,X,X
JSITZOL,O,X,X,O,O,X,X,X,O,X,X
JSITOLZ,O,X,X,O,O,X,X,O,X,X,X
JSITOZL,O,X,X,O,O,X,X,X,O,X,X
JSILTZO,X,O,X,X,O,X,X,O,X,X,X
JSILTOZ,X,O,X,O,O,X,X,O,X,X,X
JSILZTO,X,O,X,X,O,X,X,O,X,X,X
JSILZOT,X,O,X,X,X,X,X,X,X,X,X
JSILOTZ,O,O,X,O,X,X,X,O,X,X,X
JSILOZT,O,O,X,O,X,X,X,X,X,X,X
JSIZTLO,O,O,X,X,O,X,X,O,O,X,X
JSIZTOL,O,X,X,O,O,X,X,X,O,X,X
JSIZLTO,O,O,X,X,O,X,X,O,O,X,X
JSIZLOT,O,O,X,X,X,X,X,X,O,X,X
JSIZOTL,O,X,X,O,X,X,X,X,O,O,X
JSIZOLT,O,X,X,O,X,X,X,X,O,O,X
JSIOTLZ,O,X,X,O,X,X,X,O,X,X,X
JSIOTZL,O,X,X,O,X,X,X,X,O,X,X
JSIOLTZ,O,X,X,O,X,X,X,O,X,X,X
JSIOLZT,O,X,X,O,X,X,X,X,X,X,X
JSIOZTL,O,X,X,O,X,X,X,X,O,O,X
JSIOZLT,O,X,X,O,X,X,X,X,O,O,X
JSLTIZO,O,O,X,X,O,X,O,O,X,X,O
JSLTIOZ,O,O,X,O,O,O,O,O,X,X,X
JSLTZIO,O,O,X,X,O,X,O,O,O,X,O
JSLTZOI,O,O,O,X,O,O,O,O,O,X,O
JSLTOIZ,O,O,O,O,O,O,O,O,X,X,X
JSLTOZI,O,O,O,O,O,O,O,O,O,X,X
JSLITZO,X,O,X,X,O,X,X,O,X,X,X
JSLITOZ,X,O,X,O,O,X,X,O,X,X,X
JSLIZTO,X,O,X,X,O,X,X,O,X,X,O
JSLIZOT,X,O,X,X,X,X,X,X,X,X,O
JSLIOTZ,O,O,X,O,X,X,X,O,X,X,X
JSLIOZT,O,O,X,O,X,X,X,X,X,X,X
JSLZTIO,O,O,X,X,O,X,O,O,O,X,O
JSLZTOI,O,O,X,X,O,X,O,O,O,X,O
JSLZITO,O,O,X,X,O,X,X,O,O,X,O
JSLZIOT,O,O,X,X,X,X,X,X,O,X,O
JSLZOTI,O,O,O,X,X,X,O,X,O,X,O
JSLZOIT,O,O,O,X,X,X,X,X,O,X,O
JSLOTIZ,O,O,O,O,X,O,O,O,X,X,X
JSLOTZI,O,O,O,O,X,O,O,O,O,X,X
JSLOITZ,O,O,O,O,X,O,X,O,X,X,X
JSLOIZT,O,O,O,O,X,X,X,X,X,X,X
JSLOZTI,O,O,O,O,X,X,O,X,O,X,X
JSLOZIT,O,O,O,O,X,X,X,X,O,X,X
JSZTILO,O,O,X,X,O,X,O,O,O,X,O
JSZTIOL,O,X,X,O,O,X,X,X,O,O,X
JSZTLIO,O,O,X,X,O,X,O,O,O,X,O
JSZTLOI,O,O,X,X,O,X,O,O,O,X,O
JSZTOIL,O,X,X,O,O,X,X,X,O,O,X
JSZTOLI,O,X,X,O,O,X,O,X,O,X,X
JSZITLO,O,O,X,X,O,X,X,O,O,X,O
JSZITOL,O,X,X,O,O,X,X,X,O,X,X
JSZILTO,O,O,X,X,O,X,X,O,O,X,O
JSZILOT,O,O,X,X,X,X,X,X,O,X,O
JSZIOTL,O,X,X,O,X,X,X,X,O,O,X
JSZIOLT,O,X,X,O,X,X,X,X,O,O,O
JSZLTIO,O,O,X,X,O,X,O,O,O,X,O
JSZLTOI,O,O,X,X,O,X,O,O,O,X,O
JSZLITO,O,O,X,X,O,X,X,O,O,X,O
JSZLIOT,O,O,X,X,X,X,X,X,O,X,O
JSZLOTI,O,O,X,X,X,X,O,X,O,X,O
JSZLOIT,O,O,X,X,X,X,X,X,O,X,O
JSZOTIL,O,X,X,O,X,X,X,X,O,O,X
JSZOTLI,O,X,X,O,X,X,X,X,O,X,X
JSZOITL,O,X,X,O,X,X,X,X,O,O,X
JSZOILT,O,X,X,O,X,X,X,X,O,O,O
JSZOLTI,O,X,X,O,X,X,X,X,O,X,O
JSZOLIT,O,X,X,O,X,X,X,X,O,X,O
JSOTILZ,O,X,X,O,X,X,X,O,X,X,X
JSOTIZL,O,X,X,O,X,X,X,X,O,O,X
JSOTLIZ,O,X,X,O,X,X,X,O,X,X,X
JSOTLZI,O,X,X,O,X,X,X,O,O,X,X
JSOTZIL,O,X,X,O,X,X,X,X,O,O,X
JSOTZLI,O,X,X,O,X,X,X,X,O,X,X
JSOITLZ,O,X,X,O,X,X,X,O,X,X,X
JSOITZL,O,X,X,O,X,X,X,X,O,X,X
JSOILTZ,O,X,O,O,X,O,X,O,X,X,X
JSOILZT,O,X,O,O,X,X,X,X,X,X,X
JSOIZTL,O,X,X,O,X,X,X,X,O,O,X
JSOIZLT,O,X,X,O,X,X,X,X,O,O,X
JSOLTIZ,O,X,O,O,X,O,X,O,X,X,X
JSOLTZI,O,X,O,O,X,O,X,O,O,X,X
JSOLITZ,O,X,O,O,X,O,X,O,X,X,X
JSOLIZT,O,X,O,O,X,X,X,X,X,X,X
JSOLZTI,O,X,O,O,X,X,X,X,O,X,X
JSOLZIT,O,X,O,O,X,X,X,X,O,X,X
JSOZTIL,O,X,X,O,X,X,X,X,O,O,X
JSOZTLI,O,X,X,O,X,X,X,X,O,X,X
JSOZITL,O,X,X,O,X,X,X,X,O,O,X
JSOZILT,O,X,X,O,X,X,X,X,O,O,X
JSOZLTI,O,X,X,O,X,X,X,X,O,X,X
JSOZLIT,O,X,X,O,X,X,X,X,O,X,X
JZTILSO,O,O,X,X,O,X,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,X,X,X,X
JZTISLO,O,O,X,X,O,X,O,X,O,X,X
JZTISOL,O,X,X,X,O,X,X,X,O,X,X
JZTIOLS,O,O,X,X,X,X,X,X,X,X,X
JZTIOSL,O,X,X,X,O,X,X,X,X,X,X
JZTLISO,O,O,X,X,O,X,X,X,X,X,O
JZTLIOS,O,O,X,X,X,X,X,X,X,X,O
