sequence,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFagBRcBulBF?iB0mBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFRbBUdBFhBC?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFUbBRcB6mBO?nBllBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeT6IvhF2gBRcBFiBC?lB0mBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhF0fB6lB/mBF?iBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jei6IvhFRcB3gBFiBW?qB0mBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFRbBUdBFhBS?qBzmBeqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jey/IvhF5gB/mBFiB0?fBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFRbBUhBFiBC?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhFVhBUdB6kB2?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex/IvhF/mBFiB0fB6?lBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeKBJvhFxfBFiBGlBX?lBzmB0pB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeR8IvhFFiBGlB0mB/?kBilBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFygBFiBxlBu?pBcqBzrB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2AJvhF6kBFiBxlB3?lBzmB0pB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jem6IvhF5gBicB0fB1?mBXnBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhFlcB0fB6lB2?mBXnBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFFiBfqBxlB8?lBzmBCqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhF5gBOhBViB8?pBzmBaqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFFiBxlB8lBe?qBCqBzrB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeU9IvhF6kBZlBXhBz?mBulBlpB
OTIJLSZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTIJLZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
OTIJSLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTIJZLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTIJZSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTISLJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OTISLZJ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
OTISJLZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X
OTISZLJ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OTISZJL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X
OTIZLJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTIZLSJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTIZJLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTIZJSL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTIZSLJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTIZSJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTLIJSZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
OTLIJZS,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
OTLISJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLISZJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTLIZJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTLIZSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTLJISZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OTLJIZS,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X
OTLJSIZ,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLJSZI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTLJZIS,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLJZSI,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLSIJZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OTLSIZJ,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTLSJIZ,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTLSZIJ,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O,X,O
OTLSZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTLZIJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLZISJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTLZJIS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLZJSI,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLZSIJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTLZSJI,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTJILSZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OTJILZS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X
OTJISLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTJIZLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJIZSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJLISZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OTJLIZS,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X
OTJLSIZ,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJLSZI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTJLZIS,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJLZSI,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJSILZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
OTJSLIZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJSLZI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
OTJSZIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTJSZLI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
OTJZILS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJZISL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJZLIS,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJZLSI,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJZSIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTJZSLI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X
OTSILJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OTSILZJ,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
OTSIJLZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X
OTSIZLJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OTSIZJL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X
OTSLIJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
OTSLIZJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTSLJIZ,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OTSLZIJ,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
OTSLZJI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OTSJILZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
OTSJLIZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OTSJZIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTSJZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OTSZILJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OTSZIJL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OTSZLIJ,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
OTSZLJI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OTSZJIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTSZJLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OTZILJS,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTZILSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTZIJLS,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZIJSL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZISLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTZISJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTZLIJS,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZLISJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTZLJIS,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZLJSI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZLSIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTZLSJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTZJILS,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZJISL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZJLIS,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZJLSI,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZJSIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTZJSLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X
OTZSILJ,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OTZSIJL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTZSLIJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O
OTZSLJI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OTZSJIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTZSJLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OITLJSZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OITLJZS,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X
OITLSJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OITLSZJ,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O
OITLZJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OITLZSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OITJLSZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITJLZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
OITJSLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OITJZLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OITJZSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OITSLJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OITSLZJ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
OITSJLZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OITSJZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X
OITSZLJ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OITSZJL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X
OITZLJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OITZLSJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OITZJLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OITZJSL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OITZSLJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OITZSJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OILTJSZ,X,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
OILTJZS,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
OILTSJZ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OILTSZJ,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O
OILTZJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OILTZSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OILJTSZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
OILJTZS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
OILJSTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
OILJSZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJZTS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OILJZST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OILSTJZ,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
OILSTZJ,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OILSJTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
OILSJZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSZTJ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSZJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILZTJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OILZTSJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OILZJTS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OILZJST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OILZSTJ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
OILZSJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJTLSZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
OIJTLZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X
OIJTSLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OIJTZLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OIJTZSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OIJLTSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
OIJLTZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
OIJLSTZ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
OIJLSZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLZTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OIJLZST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJSTLZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJSTZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSLZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSZTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJZTLS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OIJZTSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OIJZLTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OIJZLST,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJZSTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OIJZSLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISTLJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OISTLZJ,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
OISTJLZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OISTJZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X
OISTZLJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OISTZJL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X
OISLTJZ,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OISLTZJ,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OISLJTZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OISLJZT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OISLZTJ,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OISLZJT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OISJTLZ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OISJTZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OISJLTZ,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OISJLZT,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OISJZTL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISJZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISZTLJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OISZTJL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OISZLTJ,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
OISZLJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISZJTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OISZJLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIZTLJS,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OIZTLSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OIZTJLS,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OIZTJSL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OIZTSLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OIZTSJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OIZLTJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OIZLTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OIZLJTS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OIZLJST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIZLSTJ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
OIZLSJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIZJTLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OIZJTSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OIZJLTS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OIZJLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIZJSTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OIZJSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIZSTLJ,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
OIZSTJL,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OIZSLTJ,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
OIZSLJT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIZSJTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OIZSJLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLTIJSZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
OLTIJZS,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
OLTISJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OLTISZJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OLTIZJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OLTIZSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OLTJISZ,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
OLTJIZS,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X
OLTJSIZ,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OLTJSZI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OLTJZIS,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OLTJZSI,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OLTSIJZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OLTSIZJ,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OLTSJIZ,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTSJZI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OLTSZIJ,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O,X,O
OLTSZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OLTZIJS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OLTZISJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
OLTZJIS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OLTZJSI,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OLTZSIJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
