sequence,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBGlBKrBzm?BUqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViB3gBThBWqB8r?ByvB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViBamB0hBzkB+q?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFlcBUhBOnBfqB6q?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBClB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBfqB6qBmm?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFVhBUdBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBGlByrBUq?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex7IvhF3gBFiB6kBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8JeeBJvhFUdBfnBaqB5lBlk?BTrB,v115@6gF8EeC8FeD8FeE8DeD8JeUBJvhFFiB5lBzkBimB3r?BmpB,v115@6gF8EeC8FeD8FeE8DeD8Je07IvhFFiB6kBxlB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jei8IvhFWmBFiB0fBRqB3r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Je8AJvhFFiB6kBOlBXmBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFSlBFiBXmB0kBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiB0fBSrBXlBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiBXgBSrB0kBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFclBFiB6kBXmBzm?BxvB
ISJLOZT,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ISJZTLO,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ISJZTOL,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ISJZLTO,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ISJZLOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJZOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISJZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ISJOTZL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISJOLZT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISJOZTL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISJOZLT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISZTLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
ISZTLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ISZTJLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ISZTJOL,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O
ISZTOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ISZTOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O
ISZLTJO,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O
ISZLTOJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ISZLJTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ISZLJOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLOTJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZLOJT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ISZJTLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ISZJTOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ISZJLTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ISZJLOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ISZJOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZOTLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ISZOTJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ISZOLTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZOLJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZOJTL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ISZOJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOTLJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ISOTLZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOTJLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ISOTJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOTZLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOTZJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ISOLTJZ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ISOLTZJ,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ISOLJTZ,X,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ISOLJZT,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ISOLZTJ,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOLZJT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ISOJTLZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ISOJTZL,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOJLTZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOJLZT,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOJZTL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOJZLT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOZTLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOZTJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ISOZLTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ISOZJTL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ISOZJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZTLJSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLJOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLSJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLSOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLOJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
IZTLOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
IZTJLSO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZTJLOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTJSLO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZTJSOL,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZTJOLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTJOSL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZTSLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
IZTSLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZTSJLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
IZTSJOL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
IZTSOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZTSOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IZTOLJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZTOLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZTOJLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZTOJSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTOSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZTOSJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTJSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTJOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSJO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSOJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTOJS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IZLTOSJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
IZLJTSO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZLJTOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJSTO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZLJSOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJOTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJOST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSTJO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZLSTOJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSJTO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZLSJOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLOTJS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IZLOTSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
IZLOJTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOJST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOSTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJTLSO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IZJTLOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZJTSLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZJTSOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZJTOLS,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZJTOSL,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IZJLTSO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJLTOS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJLSTO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZJLSOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJLOTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJLOST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJSTLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZJSTOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZJSLTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZJSLOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJSOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZJSOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOTLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOTSL,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJOLTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOLST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOSTL,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZJOSLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSTLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
IZSTLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZSTJLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
IZSTJOL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
IZSTOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZSTOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IZSLTJO,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O
IZSLTOJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
IZSLJTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O
IZSLJOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSLOJT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IZSJTLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
IZSJTOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
IZSJLTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZSJLOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IZSJOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZSOTJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IZSOLTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSOJTL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZSOJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOTLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOTJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOTJSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOTSJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLTJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOLTSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOLJTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IZOJTSL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IZOJLTS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZOJSLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOSTJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOSLTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
IZOSJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTLJZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IOTLSJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTLSZJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
IOTLZJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOTLZSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
IOTJLSZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLZS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOTJSLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOTJSZL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTJZSL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOTSLJZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
IOTSLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
IOTSJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
IOTSZJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IOTZLJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTZLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTZJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTZJSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOTZSJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLTJZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IOLTSJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLTSZJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
IOLTZJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOLTZSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
IOLJTSZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLJTZS,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
IOLJSTZ,X,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLJSZT,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLJZTS,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZST,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLSTZJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
IOLSJTZ,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLSJZT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLSZTJ,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLZTJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOLZTSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
IOLZJTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
IOJTSZL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJTZLS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOJTZSL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
IOJSTZL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOJZTSL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZLTS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IOJZSLT,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
IOSTLZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
IOSTJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
