sequence,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?GiBllBasBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?CiBllBOsBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhF6iBTeB?+mBZnBllB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhF6iBTeB?+mBZnBllBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGdBTeB?ZmBUiB6qBfsB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jem7IvhFRdBSjB?1lBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxdBzhB?CjBllBmrBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhFxdBzhB?CjBllBmrB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeT8IvhFGeB3iB?llBcrBZnB6qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeBylB?RiBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je5BJvhFTeBylB?cnBfrBOsBlqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeB3iB?xlB0mBzqBasB
LISOZTJ,O,X,X,X,O,O,X,X,X,O,O,O
LISOZJT,O,X,X,X,O,O,X,X,X,O,O,O
LIZTJSO,X,X,X,X,X,O,X,X,X,O,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,X,X,X
LIZTSJO,X,X,X,X,O,X,X,X,X,X,O,X
LIZTSOJ,X,X,X,X,O,X,X,X,X,X,O,X
LIZTOJS,O,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,X,O,X
LIZJTSO,X,X,O,O,X,O,X,X,X,O,X,X
LIZJTOS,O,X,O,O,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,X,X,X,X,X,X,O,X
LIZJSOT,O,X,O,X,X,X,X,X,X,X,O,X
LIZJOTS,O,X,O,O,X,X,O,O,X,X,X,X
LIZJOST,O,X,O,X,X,X,X,O,X,X,O,X
LIZSTJO,X,X,X,X,O,O,X,X,X,X,O,X
LIZSTOJ,X,X,X,X,O,X,X,X,X,X,O,X
LIZSJTO,X,X,X,X,O,X,X,X,X,X,O,X
LIZSJOT,X,X,X,X,O,X,X,X,X,X,O,X
LIZSOTJ,X,X,X,X,O,X,X,X,X,X,O,X
LIZSOJT,O,X,X,X,O,X,X,X,X,X,O,X
LIZOTJS,O,X,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,O,X
LIZOJTS,O,X,O,O,X,X,X,X,X,X,X,X
LIZOJST,O,X,O,X,X,X,X,X,X,X,O,X
LIZOSTJ,X,X,X,X,O,X,X,X,X,X,O,X
LIZOSJT,O,X,X,X,O,X,X,X,X,X,O,X
LIOTJSZ,O,X,O,O,O,O,X,X,X,O,X,X
LIOTJZS,O,X,O,O,X,O,X,X,X,O,X,X
LIOTSJZ,X,X,X,X,O,O,X,X,X,O,X,X
LIOTSZJ,X,X,X,X,O,O,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,O,X,X,X,O,X,X
LIOTZSJ,O,X,X,X,O,X,X,X,X,X,O,X
LIOJTSZ,O,X,O,O,O,O,O,O,X,O,X,X
LIOJTZS,O,X,O,O,X,O,O,O,X,O,X,X
LIOJSTZ,O,X,O,O,O,X,O,O,X,O,X,X
LIOJSZT,O,X,O,X,O,X,X,O,X,X,X,X
LIOJZTS,O,X,O,O,X,X,O,O,X,O,X,X
LIOJZST,O,X,O,X,X,X,X,O,X,X,O,X
LIOSTJZ,O,X,X,X,O,O,X,X,X,O,X,X
LIOSTZJ,O,X,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,O,X,O,O,O,X,X,X,X,O,X,X
LIOSJZT,O,X,O,X,O,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,O,O,X,X,X,X,O,X
LIOSZJT,O,X,X,X,O,O,X,X,X,X,O,X
LIOZTJS,O,X,X,X,X,O,X,X,X,O,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,X,O,X
LIOZJTS,O,X,O,O,X,X,X,X,X,O,X,X
LIOZJST,O,X,O,X,X,X,X,X,X,X,O,X
LIOZSTJ,X,X,X,X,O,X,X,X,X,X,O,X
LIOZSJT,O,X,X,X,O,X,X,X,X,X,O,X
LJTISZO,O,O,O,O,O,O,X,X,X,O,X,X
LJTISOZ,O,O,O,O,O,O,X,X,X,O,X,X
LJTIZSO,O,O,O,O,X,O,X,X,X,O,X,X
LJTIZOS,O,O,O,O,X,X,O,X,X,X,X,X
LJTIOSZ,O,O,O,O,O,O,O,O,X,O,X,X
LJTIOZS,O,O,O,O,X,X,O,O,X,X,X,X
LJTSIZO,O,O,O,X,O,O,X,X,X,O,X,X
LJTSIOZ,O,O,O,X,O,O,X,X,X,O,X,X
LJTSZIO,O,O,X,X,O,O,X,X,X,O,X,X
LJTSZOI,O,O,X,X,O,O,O,X,X,X,X,X
LJTSOIZ,O,O,O,X,O,O,O,O,X,O,X,X
LJTSOZI,O,O,X,X,O,O,O,O,X,X,X,X
LJTZISO,O,O,X,O,X,O,X,X,X,O,X,X
LJTZIOS,O,O,X,O,X,X,O,X,X,X,X,X
LJTZSIO,O,O,X,X,X,O,X,X,X,O,X,X
LJTZSOI,O,O,X,X,X,O,O,X,X,X,X,X
LJTZOIS,O,O,X,O,X,X,O,O,X,X,X,X
LJTZOSI,O,O,X,X,X,X,O,O,X,X,X,X
LJTOISZ,O,O,O,O,O,O,O,O,X,O,X,O
LJTOIZS,O,O,O,O,X,X,O,O,X,O,X,X
LJTOSIZ,O,O,O,X,O,O,O,O,X,O,X,O
LJTOSZI,O,O,X,X,O,O,O,O,X,O,X,X
LJTOZIS,O,O,X,O,X,X,O,O,X,O,X,X
LJTOZSI,O,O,X,X,X,X,O,O,X,O,X,X
LJITSZO,O,O,O,O,O,O,X,X,X,O,X,X
LJITSOZ,O,O,O,O,O,O,X,X,X,O,X,X
LJITZSO,O,O,O,O,X,O,X,X,X,O,X,X
LJITZOS,O,O,O,O,X,X,O,X,X,X,X,X
LJITOSZ,O,O,O,O,O,O,O,O,X,O,X,X
LJITOZS,O,O,O,O,X,X,O,O,X,X,X,X
LJISTZO,O,O,O,O,O,O,X,X,X,O,X,X
LJISTOZ,O,O,O,O,O,O,X,X,X,O,X,X
LJISZTO,O,O,X,X,O,X,X,X,X,O,X,X
LJISZOT,O,O,O,X,O,X,X,X,X,X,X,X
LJISOTZ,O,O,O,O,O,X,O,O,X,O,X,O
LJISOZT,O,O,O,X,O,X,X,O,X,O,X,O
LJIZTSO,X,X,O,O,X,O,X,X,X,O,X,X
LJIZTOS,O,O,O,O,X,X,X,X,X,X,X,X
LJIZSTO,O,O,X,X,X,X,X,X,X,X,O,X
LJIZSOT,O,O,O,X,X,X,X,X,X,X,O,X
LJIZOTS,O,O,O,O,X,X,O,O,X,X,X,X
LJIZOST,O,O,O,X,X,X,X,O,X,X,O,X
LJIOTSZ,O,O,O,O,O,O,O,O,X,O,X,X
LJIOTZS,O,O,O,O,X,O,O,O,X,O,X,X
LJIOSTZ,O,O,O,O,O,X,O,O,X,O,X,X
LJIOSZT,O,O,O,X,O,X,X,O,X,X,X,X
LJIOZTS,O,O,O,O,X,X,O,O,X,O,X,X
LJIOZST,O,O,O,X,X,X,X,O,X,X,O,X
LJSTIZO,O,O,X,X,O,O,X,X,X,O,X,X
LJSTIOZ,O,O,X,X,O,O,X,X,X,O,X,X
LJSTZIO,O,O,X,X,O,O,X,X,X,O,X,X
LJSTZOI,O,O,X,X,O,O,O,X,X,X,X,X
LJSTOIZ,O,O,X,X,O,O,O,O,X,O,X,X
LJSTOZI,O,O,X,X,O,O,O,O,X,X,X,X
LJSITZO,O,O,X,X,O,O,X,X,X,O,X,X
LJSITOZ,O,O,O,X,O,O,X,X,X,O,X,X
LJSIZTO,O,O,X,X,O,X,X,X,X,O,X,X
LJSIZOT,O,O,O,X,O,X,X,X,X,X,X,X
LJSIOTZ,O,O,O,X,O,X,O,O,X,O,X,O
LJSIOZT,O,O,O,X,O,X,X,O,X,O,X,O
LJSZTIO,O,O,X,X,O,O,X,X,O,O,X,X
LJSZTOI,O,O,X,X,O,O,X,X,O,X,X,X
LJSZITO,O,O,X,X,O,O,X,X,X,O,X,X
LJSZIOT,O,O,X,X,O,O,X,X,X,X,X,X
LJSZOTI,O,O,X,X,O,O,X,X,X,X,X,X
LJSZOIT,O,O,X,X,O,O,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,O,X,O,O,X,O,X,O
LJSOTZI,O,O,X,X,O,X,O,O,X,X,X,X
LJSOITZ,O,O,O,X,O,X,O,O,X,O,X,O
LJSOIZT,O,O,O,X,O,X,X,O,X,O,X,O
LJSOZTI,O,O,X,X,O,O,X,O,X,X,X,X
LJSOZIT,O,O,X,X,O,O,X,O,X,X,X,X
LJZTISO,O,O,X,X,X,O,X,X,X,O,X,X
LJZTIOS,O,O,X,X,X,X,O,X,X,X,X,X
LJZTSIO,O,O,X,X,X,O,X,X,O,O,X,X
LJZTSOI,O,O,X,X,X,O,O,X,O,X,X,X
LJZTOIS,O,O,X,X,X,X,O,O,X,X,X,X
LJZTOSI,O,O,X,X,X,X,O,O,X,X,X,X
LJZITSO,X,X,X,X,X,O,X,X,X,O,X,X
LJZITOS,O,O,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,X,X,X,X,X,X,O,X
LJZISOT,O,O,X,X,X,X,X,X,X,X,O,X
LJZIOTS,O,O,X,X,X,X,O,O,X,X,X,X
LJZIOST,O,O,X,X,X,X,X,O,X,X,O,X
LJZSTIO,O,O,X,X,X,X,X,X,O,O,X,X
LJZSTOI,O,O,X,X,X,X,X,X,O,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X,O,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,X,X,O,O,X,X,X,X
LJZOTSI,O,O,X,X,X,X,O,O,X,X,X,X
LJZOITS,O,O,X,X,X,X,O,O,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,O,X,X,O,X
LJZOSTI,O,O,X,X,X,X,X,O,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,O,X,X,X,X
LJOTISZ,O,O,O,O,O,O,O,O,X,O,X,O
LJOTIZS,O,O,O,O,X,O,O,O,X,O,X,X
LJOTSIZ,O,O,O,X,O,O,O,O,X,O,X,O
LJOTSZI,O,O,X,X,O,O,O,O,X,O,X,X
LJOTZIS,O,O,X,O,X,O,O,O,X,O,X,X
LJOTZSI,O,O,X,X,X,O,O,O,X,O,X,X
LJOITSZ,O,O,O,O,O,O,O,O,X,O,X,O
LJOITZS,O,O,O,O,X,O,O,O,X,O,X,X
LJOISTZ,O,O,O,O,O,X,O,O,X,O,X,O
LJOISZT,O,O,O,X,O,X,X,O,X,O,X,O
LJOIZTS,O,O,O,O,X,X,O,O,X,O,X,X
LJOIZST,O,O,O,X,X,X,X,O,X,X,O,X
LJOSTIZ,O,O,X,X,O,X,O,O,X,O,X,O
LJOSTZI,O,O,X,X,O,X,O,O,X,O,X,X
LJOSITZ,O,O,O,X,O,X,O,O,X,O,X,O
LJOSIZT,O,O,O,X,O,X,X,O,X,O,X,O
LJOSZTI,O,O,X,X,O,O,X,O,X,O,X,X
LJOSZIT,O,O,X,X,O,O,X,O,X,O,X,X
LJOZTIS,O,O,X,X,X,X,O,O,X,O,X,X
LJOZTSI,O,O,X,X,X,X,O,O,X,O,X,X
LJOZITS,O,O,X,X,X,X,O,O,X,O,X,X
LJOZIST,O,O,X,X,X,X,X,O,X,X,O,X
LJOZSTI,O,O,X,X,X,X,X,O,X,O,X,X
LJOZSIT,O,O,X,X,X,X,X,O,X,O,X,X
LSTIJZO,O,O,X,X,O,O,X,X,X,O,X,X
LSTIJOZ,O,O,X,X,O,O,X,X,X,O,X,X
LSTIZJO,O,O,X,X,O,O,X,X,X,O,X,X
LSTIZOJ,O,O,X,X,O,O,X,X,X,X,X,X
LSTIOJZ,O,O,X,X,O,O,X,X,X,O,X,X
LSTIOZJ,O,O,X,X,O,X,X,X,X,X,X,X
LSTJIZO,O,O,X,X,O,O,X,X,X,O,X,X
LSTJIOZ,O,O,X,X,O,O,X,X,X,O,X,X
LSTJZIO,O,O,X,X,O,O,X,X,X,O,X,X
LSTJZOI,O,O,X,X,O,O,O,X,X,X,X,X
LSTJOIZ,O,O,X,X,O,O,O,O,X,O,X,X
LSTJOZI,O,O,X,X,O,O,O,O,X,X,X,X
LSTZIJO,O,O,X,X,O,O,X,X,X,O,X,X
LSTZIOJ,O,O,X,X,O,O,X,X,X,X,X,X
LSTZJIO,O,O,X,X,O,O,X,X,X,O,X,X
LSTZJOI,O,O,X,X,O,O,O,X,X,X,X,X
LSTZOIJ,O,O,X,X,O,O,X,X,X,X,X,X
LSTZOJI,O,O,X,X,O,O,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,O,O,X,X,X,O,X,X
LSTOIZJ,O,O,X,X,O,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,O,O,X,X,X,O,X,X
LSTOJZI,O,O,X,X,O,O,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,O,O,X,X,X,X,X,X
LSTOZJI,O,O,X,X,O,O,X,X,X,X,X,X
LSITJZO,O,O,X,X,O,O,X,X,X,O,X,X
LSITJOZ,O,O,X,X,O,O,X,X,X,O,X,X
LSITZJO,O,O,X,X,O,O,X,X,X,O,X,X
LSITZOJ,O,O,X,X,O,O,X,X,X,X,X,X
LSITOJZ,O,O,X,X,O,O,X,X,X,O,X,X
LSITOZJ,O,O,X,X,O,X,X,X,X,X,X,X
LSIJTZO,O,X,O,O,O,O,X,X,X,O,X,X
LSIJTOZ,O,X,O,O,O,O,X,X,X,O,X,X
LSIJZTO,O,X,X,X,O,X,X,X,X,O,X,X
LSIJZOT,O,O,O,X,O,X,X,X,X,X,X,X
LSIJOTZ,O,X,O,O,O,X,O,O,X,O,X,O
LSIJOZT,O,O,O,X,O,X,X,O,X,O,X,O
LSIZTJO,X,X,X,X,O,O,X,X,X,O,O,X
LSIZTOJ,O,O,X,X,O,O,X,X,X,X,O,X
LSIZJTO,O,X,X,X,O,O,X,X,X,O,O,X
LSIZJOT,O,O,X,X,O,O,X,X,X,X,O,X
LSIZOTJ,O,O,X,X,O,O,X,X,X,X,O,X
LSIZOJT,O,O,X,X,O,O,X,X,X,X,O,X
LSIOTJZ,O,O,X,X,O,O,X,X,X,O,X,O
LSIOTZJ,O,O,X,X,O,X,X,X,X,O,X,O
LSIOJTZ,O,X,O,O,O,X,X,X,X,O,X,O
LSIOJZT,O,O,O,X,O,X,X,X,X,O,X,O
LSIOZTJ,O,O,X,X,O,O,X,X,X,O,O,O
LSIOZJT,O,O,X,X,O,O,X,X,X,O,O,O
LSJTIZO,O,O,X,X,O,O,X,X,X,O,X,X
LSJTIOZ,O,O,X,X,O,O,X,X,X,O,X,X
LSJTZIO,O,O,X,X,O,O,X,X,X,O,X,X
LSJTZOI,O,O,X,X,O,O,O,X,X,X,X,X
LSJTOIZ,O,O,X,X,O,O,O,O,X,O,X,X
LSJTOZI,O,O,X,X,O,O,O,O,X,X,X,X
LSJITZO,O,O,X,X,O,O,X,X,X,O,X,X
LSJITOZ,O,O,X,X,O,O,X,X,X,O,X,X
LSJIZTO,O,O,X,X,O,X,X,X,X,O,X,X
LSJIZOT,O,O,X,X,O,X,X,X,X,X,X,X
LSJIOTZ,O,O,X,X,O,X,O,O,X,O,X,O
LSJIOZT,O,O,X,X,O,X,X,O,X,O,X,O
LSJZTIO,O,O,X,X,O,O,X,X,O,O,X,X
LSJZTOI,O,O,X,X,O,O,X,X,O,X,X,X
LSJZITO,O,O,X,X,O,O,X,X,X,O,X,X
LSJZIOT,O,O,X,X,O,O,X,X,X,X,X,X
LSJZOTI,O,O,X,X,O,O,X,X,X,X,X,X
LSJZOIT,O,O,X,X,O,O,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,O,X,O,O,X,O,X,O
LSJOTZI,O,O,X,X,O,X,O,O,X,X,X,X
LSJOITZ,O,O,X,X,O,X,O,O,X,O,X,O
LSJOIZT,O,O,X,X,O,X,X,O,X,O,X,O
LSJOZTI,O,O,X,X,O,O,X,O,X,X,X,X
LSJOZIT,O,O,X,X,O,O,X,O,X,X,X,X
LSZTIJO,O,O,X,X,O,O,X,X,O,O,X,X
LSZTIOJ,O,O,X,X,O,O,X,X,O,X,X,X
LSZTJIO,O,O,X,X,O,O,X,X,O,O,X,X
LSZTJOI,O,O,X,X,O,O,O,X,O,X,X,X
LSZTOIJ,O,O,X,X,O,O,X,X,O,X,X,X
LSZTOJI,O,O,X,X,O,O,X,X,O,X,X,X
LSZITJO,X,X,X,X,O,O,X,X,X,O,O,X
LSZITOJ,O,O,X,X,O,O,X,X,X,X,O,X
LSZIJTO,O,X,X,X,O,O,X,X,X,O,O,X
LSZIJOT,O,O,X,X,O,O,X,X,X,X,O,X
LSZIOTJ,O,O,X,X,O,O,X,X,X,X,O,X
LSZIOJT,O,O,X,X,O,O,X,X,X,X,O,X
LSZJTIO,O,O,X,X,O,O,X,X,O,O,X,X
LSZJTOI,O,O,X,X,O,O,X,X,O,X,X,X
LSZJITO,O,O,X,X,O,O,X,X,X,O,X,X
LSZJIOT,O,O,X,X,O,O,X,X,X,X,X,X
LSZJOTI,O,O,X,X,O,O,X,X,X,X,X,X
LSZJOIT,O,O,X,X,O,O,X,X,X,X,X,X
LSZOTIJ,O,O,X,X,O,O,X,X,X,X,X,X
LSZOTJI,O,O,X,X,O,O,X,X,X,X,X,X
LSZOITJ,O,O,X,X,O,O,X,X,X,X,O,X
LSZOIJT,O,O,X,X,O,O,X,X,X,X,O,X
LSZOJTI,O,O,X,X,O,O,X,X,X,X,X,X
LSZOJIT,O,O,X,X,O,O,X,X,X,X,X,X
LSOTIJZ,O,O,X,X,O,O,X,X,X,O,X,O
LSOTIZJ,O,O,X,X,O,O,X,X,X,X,X,O
LSOTJIZ,O,O,X,X,O,O,X,X,X,O,X,O
LSOTJZI,O,O,X,X,O,O,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,O,O,X,X,X,X,X,X
LSOTZJI,O,O,X,X,O,O,X,X,X,X,X,X
LSOITJZ,O,O,X,X,O,O,X,X,X,O,X,O
LSOITZJ,O,O,X,X,O,X,X,X,X,O,X,O
LSOIJTZ,O,X,O,O,O,X,X,X,X,O,X,O
LSOIJZT,O,O,O,X,O,X,X,X,X,O,X,O
LSOIZTJ,O,O,X,X,O,O,X,X,X,O,O,O
LSOIZJT,O,O,X,X,O,O,X,X,X,O,O,O
LSOJTIZ,O,O,X,X,O,X,X,X,X,O,X,O
LSOJTZI,O,O,X,X,O,X,X,X,X,X,X,X
LSOJITZ,O,O,X,X,O,X,X,X,X,O,X,O
LSOJIZT,O,O,X,X,O,X,X,X,X,O,X,O
LSOJZTI,O,O,X,X,O,O,X,X,X,X,X,X
LSOJZIT,O,O,X,X,O,O,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,O,O,X,X,X,X,X,X
LSOZTJI,O,O,X,X,O,O,X,X,X,X,X,X
LSOZITJ,O,O,X,X,O,O,X,X,X,X,O,X
LSOZIJT,O,O,X,X,O,O,X,X,X,X,O,X
LSOZJTI,O,O,X,X,O,O,X,X,X,X,X,X
LSOZJIT,O,O,X,X,O,O,X,X,X,X,X,X
LZTIJSO,O,X,X,X,X,O,X,X,X,O,X,X
LZTIJOS,O,X,X,X,X,X,O,X,X,X,X,X
LZTISJO,X,X,X,X,O,X,X,X,X,X,O,X
LZTISOJ,O,X,X,X,O,X,X,X,X,X,O,X
LZTIOJS,O,O,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,O,X,X,X,X,X,O,X
LZTJISO,O,O,X,O,X,O,X,X,X,O,X,X
LZTJIOS,O,O,X,O,X,X,O,X,X,X,X,X
LZTJSIO,O,O,X,X,X,O,X,X,O,O,X,X
LZTJSOI,O,O,X,X,X,O,O,X,O,X,X,X
LZTJOIS,O,O,X,O,X,X,O,O,X,X,X,X
LZTJOSI,O,O,X,X,X,X,O,O,X,X,X,X
LZTSIJO,X,X,X,X,O,O,X,X,O,O,X,X
LZTSIOJ,O,X,X,X,O,O,X,X,O,X,X,X
LZTSJIO,O,X,X,X,O,O,X,X,O,O,X,X
LZTSJOI,O,X,X,X,O,O,O,X,O,X,X,X
LZTSOIJ,O,X,X,X,O,O,X,X,O,X,X,X
LZTSOJI,O,X,X,X,O,O,X,X,O,X,X,X
LZTOIJS,O,O,X,X,X,X,X,X,X,X,X,X
LZTOISJ,O,X,X,X,O,X,X,X,X,X,O,X
LZTOJIS,O,O,X,O,X,X,O,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,O,X,X,X,X,X
LZTOSIJ,O,X,X,X,O,X,X,X,O,X,X,X
LZTOSJI,O,X,X,X,O,X,X,X,O,X,X,X
LZITJSO,X,X,X,X,X,O,X,X,X,O,X,X
LZITJOS,O,X,X,X,X,X,O,X,X,X,X,X
LZITSJO,X,X,X,X,O,X,X,X,X,X,O,X
LZITSOJ,O,X,X,X,O,X,X,X,X,X,O,X
LZITOJS,O,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,O,X,X,X,X,X,O,X
LZIJTSO,X,X,O,O,X,O,X,X,X,O,X,X
LZIJTOS,O,X,O,O,X,X,X,X,X,X,X,X
LZIJSTO,X,X,X,X,X,X,X,X,X,X,O,X
LZIJSOT,O,X,O,X,X,X,X,X,X,X,O,X
LZIJOTS,O,X,O,O,X,X,O,O,X,X,X,X
LZIJOST,O,X,O,X,X,X,X,O,X,X,O,X
LZISTJO,X,X,X,X,O,O,X,X,X,X,O,X
LZISTOJ,X,X,X,X,O,X,X,X,X,X,O,X
LZISJTO,X,X,X,X,O,X,X,X,X,X,O,X
LZISJOT,X,X,X,X,O,X,X,X,X,X,O,X
LZISOTJ,X,X,X,X,O,X,X,X,X,X,O,X
LZISOJT,O,X,X,X,O,X,X,X,X,X,O,X
LZIOTJS,O,O,X,X,X,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,O,X,X,X,X,X,O,X
LZIOJTS,O,O,O,O,X,X,X,X,X,X,X,X
LZIOJST,O,O,O,X,X,X,X,X,X,X,O,X
LZIOSTJ,O,O,X,X,O,X,X,X,X,X,O,X
LZIOSJT,O,O,X,X,O,X,X,X,X,X,O,X
LZJTISO,O,X,X,X,X,O,X,X,X,O,X,X
LZJTIOS,O,O,X,X,X,X,O,X,X,X,X,X
LZJTSIO,O,X,X,X,X,O,X,X,O,O,X,X
LZJTSOI,O,X,X,X,X,O,O,X,O,X,X,X
LZJTOIS,O,O,X,X,X,X,O,O,X,X,X,X
LZJTOSI,O,X,X,X,X,X,O,O,X,X,X,X
LZJITSO,X,X,X,X,X,O,X,X,X,O,X,X
LZJITOS,O,O,X,X,X,X,X,X,X,X,X,X
LZJISTO,O,X,X,X,X,X,X,X,X,X,O,X
LZJISOT,O,O,X,X,X,X,X,X,X,X,O,X
LZJIOTS,O,O,X,X,X,X,O,O,X,X,X,X
LZJIOST,O,O,X,X,X,X,X,O,X,X,O,X
LZJSTIO,O,X,X,X,X,X,X,X,O,O,X,X
LZJSTOI,O,X,X,X,X,X,X,X,O,X,X,X
LZJSITO,O,X,X,X,X,X,X,X,X,O,X,X
LZJSIOT,O,O,X,X,X,X,X,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,X,X,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X,X,X,X,X
LZJOTIS,O,O,X,X,X,X,O,O,X,X,X,X
LZJOTSI,O,X,X,X,X,X,O,O,X,X,X,X
LZJOITS,O,O,X,X,X,X,O,O,X,X,X,X
LZJOIST,O,O,X,X,X,X,X,O,X,X,O,X
LZJOSTI,O,X,X,X,X,X,X,O,X,X,X,X
LZJOSIT,O,O,X,X,X,X,X,O,X,X,X,X
LZSTIJO,O,X,X,X,O,O,X,X,O,O,X,X
LZSTIOJ,O,O,X,X,O,O,X,X,O,X,X,X
LZSTJIO,O,X,X,X,O,O,X,X,O,O,X,X
LZSTJOI,O,X,X,X,O,O,O,X,O,X,X,X
LZSTOIJ,O,O,X,X,O,O,X,X,O,X,X,X
LZSTOJI,O,O,X,X,O,O,X,X,O,X,X,X
LZSITJO,X,X,X,X,O,O,X,X,X,O,O,X
LZSITOJ,O,O,X,X,O,O,X,X,X,X,O,X
LZSIJTO,O,X,X,X,O,O,X,X,X,O,O,X
LZSIJOT,O,O,X,X,O,O,X,X,X,X,O,X
LZSIOTJ,O,O,X,X,O,O,X,X,X,X,O,X
LZSIOJT,O,O,X,X,O,O,X,X,X,X,O,X
LZSJTIO,O,O,X,X,O,O,X,X,O,O,X,X
LZSJTOI,O,O,X,X,O,O,X,X,O,X,X,X
LZSJITO,O,O,X,X,O,O,X,X,X,O,X,X
LZSJIOT,O,O,X,X,O,O,X,X,X,X,X,X
LZSJOTI,O,O,X,X,O,O,X,X,X,X,X,X
LZSJOIT,O,O,X,X,O,O,X,X,X,X,X,X
LZSOTIJ,O,O,X,X,O,O,X,X,X,X,X,X
LZSOTJI,O,O,X,X,O,O,X,X,X,X,X,X
LZSOITJ,O,O,X,X,O,O,X,X,X,X,O,X
LZSOIJT,O,O,X,X,O,O,X,X,X,X,O,X
LZSOJTI,O,O,X,X,O,O,X,X,X,X,X,X
LZSOJIT,O,O,X,X,O,O,X,X,X,X,X,X
LZOTIJS,O,O,X,X,X,O,X,X,X,X,X,X
LZOTISJ,O,X,X,X,O,X,X,X,X,X,O,X
LZOTJIS,O,O,X,O,X,O,O,X,X,X,X,X
LZOTJSI,O,O,X,X,X,O,O,X,X,X,X,X
LZOTSIJ,O,X,X,X,O,O,X,X,X,X,X,X
LZOTSJI,O,X,X,X,O,O,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,O,X,X,X,X,X,X
LZOITSJ,O,X,X,X,O,X,X,X,X,X,O,X
LZOIJTS,O,O,O,O,X,X,X,X,X,X,X,X
LZOIJST,O,O,O,X,X,X,X,X,X,X,O,X
LZOISTJ,O,O,X,X,O,X,X,X,X,X,O,X
LZOISJT,O,O,X,X,O,X,X,X,X,X,O,X
LZOJTIS,O,O,X,X,X,X,X,X,X,X,X,X
LZOJTSI,O,X,X,X,X,X,X,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X,X,X,X,X
LZOJIST,O,O,X,X,X,X,X,X,X,X,O,X
LZOJSTI,O,X,X,X,X,X,X,X,X,X,X,X
LZOJSIT,O,O,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,O,O,X,X,X,X,X,X
LZOSTJI,O,O,X,X,O,O,X,X,X,X,X,X
LZOSITJ,O,O,X,X,O,O,X,X,X,X,O,X
LZOSIJT,O,O,X,X,O,O,X,X,X,X,O,X
LZOSJTI,O,O,X,X,O,O,X,X,X,X,X,X
LZOSJIT,O,O,X,X,O,O,X,X,X,X,X,X
LOTIJSZ,O,X,O,O,O,O,X,X,X,O,X,O
LOTIJZS,O,X,O,O,X,O,X,X,X,O,X,X
LOTISJZ,X,X,X,X,O,O,X,X,X,O,X,O
LOTISZJ,X,X,X,X,O,O,X,X,X,O,X,O
LOTIZJS,O,X,X,X,X,O,X,X,X,O,X,X
