sequence,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jem6IvhFRcBSiBTfB3?gBFqB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeT6IvhFxbBmgBCiBl?kBcqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jex6IvhFTdBifBGhBf?qBllB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Je06IvhFxbB2kBzgBC?iBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jel6IvhFWhBTdB/kBZ?lBCmB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jex6IvhFKhBGdB/kBF?gBcqBzrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeO/IvhF0bBxcBzfBS?mBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeO/IvhFxbBTdBFgBf?qBCmB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jex6IvhFOhBTdB/kBF?gBcqBqrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeK/IvhFfgBxbBTdBW?mBFqB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeT6IvhFibBWiBUhBx?kBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeO/IvhFTdBRgBSmBX?gBFqB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeK/IvhFGbBxcBUgBT?hBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jei6IvhFWhBTdB3fBx?lBFqB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jel6IvhFSiB/kBZlBu?lBUmBzrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeT6IvhF6lBxhB0kBO?qB/rBFsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Je5AJvhFThBmkB/kBa?qBcsBlrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jel6IvhFxcB2kBThBS?qBcqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeO/IvhFxbB8lBCiBz?kBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeTBJvhFxkB/kB+lBa?qBcsBlrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeK/IvhFGbBUgBxhBT?hBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeT6IvhFWiB0kBxlBl?lBiqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeWCJvhFTfBxlBllB0?kBiqBXsB
JOLZIST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLZSTI,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOLZSIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSTILZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTIZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZLI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
JOSILTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JOSILZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSIZLT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSLTIZ,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSLTZI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSLITZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSLIZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSLZTI,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOSLZIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSZTIL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZLIT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOZTISL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOZTLIS,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOZTLSI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZTSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
JOZITSL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
JOZILTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
JOZILST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZISTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JOZISLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLTIS,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
JOZLTSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOZLITS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
JOZLIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLSTI,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOZLSIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSTIL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZSILT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSLIT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STILJOZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STILZJO,O,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X
STILZOJ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STILOZJ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIJZOL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIJOLZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STIZLOJ,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STIZJOL,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STIZOLJ,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIOLZJ,O,X,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STLIJZO,O,X,O,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STLIJOZ,O,X,O,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STLIZJO,O,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STLIZOJ,O,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIOJZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,O,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STLJIOZ,O,X,O,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,O,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STLZIOJ,O,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STLZJOI,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,X,O,X,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STLZOJI,O,X,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STLOIZJ,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOJIZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOZJI,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJIZOL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STJLIOZ,O,X,O,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STZILOJ,O,X,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZIJLO,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STZIJOL,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZIOLJ,O,X,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZIOJL,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZLIJO,O,X,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STZLIOJ,O,X,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOLIJ,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STOLIZJ,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZLIJ,O,X,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLJOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SITLZOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOLZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTJOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SILTZOJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJTOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZTOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJZLTO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJZOLT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
