sequence,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhF3cBGeB?TgBliBimB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFzcBGeB?igB3iBFmB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeF7IvhFxcBTeB?3gBcmBOnBqsB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFfiBTeB?igB+nBFmB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeF7IvhFxcBTeB?3gBGiBimB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFFdBTgB?OmBCjBUnBXtB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeU7IvhFyhBWjB?xlBTnBFmBXtB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeaAJvhFzbBRdB?GiBFmB/sBctB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeU7IvhFylBWnB?xnBFmBTnBXtB
ZTILSOJ,X,O,O,X,X,X,X,X,X
ZTILOJS,X,O,O,O,X,X,X,X,X
ZTILOSJ,X,O,O,X,X,X,X,X,X
ZTIJLSO,X,O,X,O,X,X,X,X,O
ZTIJLOS,X,O,O,O,X,X,X,X,O
ZTIJSLO,X,O,X,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,X,X
ZTIJOLS,X,O,O,O,X,X,X,X,X
ZTIJOSL,X,O,O,X,X,X,X,X,X
ZTISLJO,X,O,O,X,X,X,X,X,X
ZTISLOJ,X,O,O,X,X,X,X,X,X
ZTISJLO,X,O,O,X,X,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X,X,X
ZTISOLJ,X,O,O,X,X,X,X,X,X
ZTISOJL,X,O,O,X,X,X,X,X,X
ZTIOLJS,X,O,O,O,X,X,O,X,X
ZTIOLSJ,X,O,O,X,X,X,X,X,X
ZTIOJLS,X,O,O,O,X,X,O,X,X
ZTIOJSL,X,O,O,X,X,X,X,X,X
ZTIOSLJ,X,O,O,X,X,X,X,X,X
ZTIOSJL,X,O,O,X,X,X,X,X,X
ZTLIJSO,X,O,O,O,X,X,X,X,O
ZTLIJOS,X,O,O,O,X,X,X,X,O
ZTLISJO,X,O,O,O,X,X,X,X,X
ZTLISOJ,X,O,O,X,X,X,X,X,X
ZTLIOJS,X,O,O,O,X,X,X,X,X
ZTLIOSJ,X,O,O,X,X,X,X,X,X
ZTLJISO,X,O,O,O,X,X,X,X,O
ZTLJIOS,X,O,O,O,O,O,X,X,O
ZTLJSIO,X,O,O,O,X,X,X,X,X
ZTLJSOI,X,O,O,O,X,O,X,X,X
ZTLJOIS,X,O,O,O,O,O,X,X,X
ZTLJOSI,X,O,O,O,X,O,X,X,X
ZTLSIJO,X,O,O,O,X,X,X,X,X
ZTLSIOJ,X,O,O,X,X,X,X,X,X
ZTLSJIO,X,O,O,O,X,X,X,O,X
ZTLSJOI,X,O,O,O,X,X,X,O,X
ZTLSOIJ,X,O,O,X,X,X,X,X,X
ZTLSOJI,X,O,O,X,X,X,X,O,X
ZTLOIJS,X,O,O,O,X,X,X,X,X
ZTLOISJ,X,O,O,X,X,X,X,X,X
ZTLOJIS,X,O,O,O,O,O,X,X,X
ZTLOJSI,X,O,O,O,X,O,X,X,X
ZTLOSIJ,X,O,O,X,X,X,X,X,X
ZTLOSJI,X,O,O,X,X,X,X,O,X
ZTJILSO,X,O,X,O,X,X,X,X,O
ZTJILOS,X,O,O,O,X,O,X,X,O
ZTJISLO,X,O,X,X,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X,X,X
ZTJIOLS,X,O,O,O,X,O,X,X,X
ZTJIOSL,X,O,O,X,X,O,X,X,X
ZTJLISO,X,O,O,O,X,X,X,X,O
ZTJLIOS,X,O,O,O,X,O,X,X,O
ZTJLSIO,X,O,O,O,X,X,X,X,X
ZTJLSOI,X,O,O,O,X,O,X,X,X
ZTJLOIS,X,O,O,O,X,O,X,X,X
ZTJLOSI,X,O,O,O,X,O,X,X,X
ZTJSILO,X,O,X,X,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X,X
ZTJSLIO,X,O,X,O,X,X,X,X,X
ZTJSLOI,X,O,X,O,X,O,X,X,X
ZTJSOIL,O,O,X,X,X,O,X,X,X
ZTJSOLI,O,O,X,O,X,O,X,X,X
ZTJOILS,X,O,O,O,X,O,X,X,X
ZTJOISL,O,O,O,X,X,O,X,X,X
ZTJOLIS,O,O,O,O,X,O,X,X,X
ZTJOLSI,O,O,O,O,X,O,X,X,X
ZTJOSIL,O,O,X,X,X,O,X,X,X
ZTJOSLI,O,O,X,O,X,O,X,X,X
ZTSILJO,X,O,O,X,X,X,X,X,X
ZTSILOJ,X,O,O,X,O,X,X,X,X
ZTSIJLO,X,O,O,X,X,X,X,X,X
ZTSIJOL,O,O,O,X,X,X,X,X,X
ZTSIOLJ,X,O,O,X,O,X,X,X,X
ZTSIOJL,X,O,O,X,X,X,X,X,X
ZTSLIJO,X,O,O,O,X,X,X,X,X
ZTSLIOJ,X,O,O,X,O,X,X,X,X
ZTSLJIO,X,O,O,O,O,X,X,O,X
ZTSLJOI,X,O,O,O,O,X,X,O,X
ZTSLOIJ,X,O,O,X,O,X,X,X,X
ZTSLOJI,X,O,O,X,O,X,X,O,X
ZTSJILO,X,O,O,X,X,X,X,X,X
ZTSJIOL,O,O,O,X,X,X,X,X,X
ZTSJLIO,X,O,O,O,X,X,X,O,X
ZTSJLOI,X,O,O,O,X,X,X,O,X
ZTSJOIL,O,O,O,X,X,X,X,X,X
ZTSJOLI,O,O,O,O,X,X,X,O,X
ZTSOILJ,X,O,O,X,O,X,X,X,X
ZTSOIJL,O,O,O,X,X,X,X,X,X
ZTSOLIJ,X,O,O,X,O,X,X,X,X
ZTSOLJI,X,O,O,X,O,X,X,O,X
ZTSOJIL,O,O,O,X,X,X,X,X,X
ZTSOJLI,O,O,O,X,X,X,X,O,X
ZTOILJS,X,O,O,O,X,X,O,X,X
ZTOILSJ,X,O,O,X,X,X,X,X,X
ZTOIJLS,X,O,O,O,X,X,O,X,X
ZTOIJSL,O,O,O,X,X,X,X,X,X
ZTOISLJ,X,O,O,X,X,X,X,X,X
ZTOISJL,O,O,O,X,X,X,X,X,X
ZTOLIJS,O,O,O,O,X,X,X,X,X
ZTOLISJ,O,O,O,X,X,X,X,X,X
ZTOLJIS,O,O,O,O,O,O,O,X,X
ZTOLJSI,O,O,O,O,X,O,X,X,X
ZTOLSIJ,O,O,O,X,X,X,X,X,X
ZTOLSJI,O,O,O,X,X,X,X,O,X
ZTOJILS,X,O,O,O,X,O,O,X,X
ZTOJISL,O,O,O,X,X,O,X,X,X
ZTOJLIS,O,O,O,O,X,O,O,X,X
ZTOJLSI,O,O,O,O,X,O,X,X,X
ZTOJSIL,O,O,X,X,X,O,X,X,X
ZTOJSLI,O,O,X,O,X,O,X,X,X
ZTOSILJ,X,O,O,X,O,X,X,X,X
ZTOSIJL,O,O,O,X,X,X,X,X,X
ZTOSLIJ,X,O,O,X,O,X,X,X,X
ZTOSLJI,X,O,O,X,O,X,X,O,X
ZTOSJIL,O,O,O,X,X,X,X,X,X
ZTOSJLI,O,O,O,X,X,X,X,O,X
ZITLJSO,X,O,O,O,X,X,X,X,O
ZITLJOS,X,O,O,O,X,X,X,X,O
ZITLSJO,X,O,O,O,X,X,X,X,X
ZITLSOJ,X,O,O,X,X,X,X,X,X
ZITLOJS,X,O,O,O,X,X,X,X,X
ZITLOSJ,X,O,O,X,X,X,X,X,X
ZITJLSO,X,O,X,O,X,X,X,X,O
ZITJLOS,X,O,O,O,X,X,X,X,O
ZITJSLO,X,O,X,X,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,X,X
ZITJOLS,X,O,O,O,X,X,X,X,X
ZITJOSL,X,O,O,X,X,X,X,X,X
ZITSLJO,X,O,O,X,X,X,X,X,X
ZITSLOJ,X,O,O,X,X,X,X,X,X
ZITSJLO,X,O,O,X,X,X,X,X,X
ZITSJOL,O,O,O,X,X,X,X,X,X
ZITSOLJ,X,O,O,X,X,X,X,X,X
ZITSOJL,X,O,O,X,X,X,X,X,X
ZITOLJS,X,O,O,O,X,X,O,X,X
ZITOLSJ,X,O,O,X,X,X,X,X,X
ZITOJLS,X,O,O,O,X,X,O,X,X
ZITOJSL,X,O,O,X,X,X,X,X,X
ZITOSLJ,X,O,O,X,X,X,X,X,X
ZITOSJL,X,O,O,X,X,X,X,X,X
ZILTJSO,O,X,O,X,X,X,X,X,O
ZILTJOS,X,X,O,X,X,X,X,X,O
ZILTSJO,O,X,O,X,X,X,X,X,X
ZILTSOJ,X,X,O,X,X,X,X,X,X
ZILTOJS,X,X,O,X,X,X,X,X,X
ZILTOSJ,X,X,O,X,X,X,X,X,X
ZILJTSO,O,X,O,O,X,X,X,X,O
ZILJTOS,X,X,O,O,X,O,X,X,O
ZILJSTO,O,X,O,X,X,X,X,X,O
ZILJSOT,O,O,O,X,X,X,X,X,O
ZILJOTS,X,X,O,O,X,O,X,X,O
ZILJOST,X,X,O,X,X,O,X,X,O
ZILSTJO,O,X,O,X,X,X,X,X,X
ZILSTOJ,X,X,O,X,X,X,X,X,X
ZILSJTO,O,X,O,X,X,X,X,X,O
ZILSJOT,O,O,O,X,X,X,X,X,O
ZILSOTJ,X,X,O,X,X,X,X,X,X
ZILSOJT,X,O,O,X,X,X,X,X,X
ZILOTJS,X,X,O,X,X,X,O,X,X
ZILOTSJ,X,X,O,X,X,X,X,X,X
ZILOJTS,X,X,O,O,X,O,O,X,O
ZILOJST,X,X,O,X,X,O,O,X,O
ZILOSTJ,X,X,O,X,X,X,X,X,X
ZILOSJT,X,X,O,X,X,X,O,X,X
ZIJTLSO,X,O,X,O,X,X,X,X,O
ZIJTLOS,X,O,O,O,X,O,X,X,O
ZIJTSLO,X,O,X,X,X,X,X,X,X
ZIJTSOL,O,O,X,X,X,X,X,X,X
ZIJTOLS,X,O,O,O,X,O,X,X,X
ZIJTOSL,X,O,O,X,X,O,X,X,X
ZIJLTSO,O,X,X,O,X,X,X,X,O
ZIJLTOS,X,X,O,O,X,O,X,X,O
ZIJLSTO,O,X,O,X,X,X,X,X,O
ZIJLSOT,O,O,O,X,X,X,X,X,O
ZIJLOTS,X,X,O,O,X,O,X,X,O
ZIJLOST,X,X,O,X,X,O,X,X,O
ZIJSTLO,X,O,O,X,X,X,X,X,X
ZIJSTOL,X,O,O,X,X,X,X,X,X
ZIJSLTO,X,X,O,X,X,X,X,X,O
ZIJSLOT,X,O,O,X,X,X,X,X,O
ZIJSOTL,X,O,O,X,X,X,X,X,X
ZIJSOLT,X,O,X,X,X,X,X,X,X
ZIJOTLS,X,X,O,O,X,O,O,X,X
ZIJOTSL,O,X,O,X,X,O,X,X,X
ZIJOLTS,O,X,X,O,X,O,O,X,O
ZIJOLST,O,X,X,X,X,O,O,X,O
ZIJOSTL,X,X,O,X,X,O,X,X,X
ZIJOSLT,X,X,X,X,X,O,O,X,X
ZISTLJO,X,O,O,X,X,X,X,X,X
ZISTLOJ,X,O,O,X,X,X,X,X,X
ZISTJLO,X,O,O,X,X,X,X,X,X
ZISTJOL,X,O,O,X,X,X,X,X,X
ZISTOLJ,X,X,O,X,X,X,X,X,X
ZISTOJL,X,O,O,X,X,X,X,X,X
ZISLTJO,X,X,O,X,X,X,X,X,X
ZISLTOJ,X,X,O,X,X,X,X,X,X
ZISLJTO,X,X,O,X,X,X,X,X,O
ZISLJOT,X,O,O,X,X,X,X,X,O
ZISLOTJ,X,X,O,X,X,X,X,X,X
ZISLOJT,X,O,O,X,X,X,X,X,X
ZISJTLO,X,O,O,X,X,X,X,X,X
ZISJTOL,X,O,O,X,X,X,X,X,X
ZISJLTO,X,X,O,X,X,X,X,X,O
ZISJLOT,X,O,O,X,X,X,X,X,O
ZISJOTL,X,O,O,X,X,X,X,X,X
ZISJOLT,X,O,X,X,X,X,X,X,X
ZISOTLJ,X,X,O,X,X,X,X,X,X
ZISOTJL,X,X,O,X,X,X,X,X,X
ZISOLTJ,X,X,O,X,X,X,X,X,X
ZISOLJT,X,X,O,X,X,X,O,X,X
ZISOJTL,X,O,O,X,X,X,X,X,X
ZISOJLT,X,O,X,X,X,X,O,X,X
ZIOTLJS,X,X,O,O,X,X,O,X,X
ZIOTLSJ,X,X,O,X,X,X,X,X,X
ZIOTJLS,X,X,O,O,X,X,O,X,X
ZIOTJSL,O,X,O,X,X,X,X,X,X
ZIOTSLJ,X,X,O,X,X,X,X,X,X
ZIOTSJL,O,X,O,X,X,X,X,X,X
ZIOLTJS,O,X,O,X,X,X,O,X,X
ZIOLTSJ,O,X,O,X,X,X,X,X,X
ZIOLJTS,O,X,O,O,X,O,O,X,O
ZIOLJST,O,X,O,X,X,O,O,X,O
ZIOLSTJ,O,X,O,X,X,X,X,X,X
ZIOLSJT,O,X,O,X,X,X,O,X,X
ZIOJTLS,X,X,O,O,X,O,O,X,X
ZIOJTSL,O,X,O,X,X,O,X,X,X
ZIOJLTS,O,X,X,O,X,O,O,X,O
ZIOJLST,O,X,X,X,X,O,O,X,O
ZIOJSTL,X,X,O,X,X,O,X,X,X
ZIOJSLT,X,X,X,X,X,O,O,X,X
ZIOSTLJ,X,X,O,X,X,X,X,X,X
ZIOSTJL,X,X,O,X,X,X,X,X,X
ZIOSLTJ,X,X,O,X,X,X,X,X,X
ZIOSLJT,X,X,O,X,X,X,O,X,X
ZIOSJTL,X,X,O,X,X,X,X,X,X
ZIOSJLT,X,X,X,X,X,X,O,X,X
ZLTIJSO,O,X,O,X,X,X,X,X,O
ZLTIJOS,X,X,O,X,X,X,X,X,O
ZLTISJO,O,X,O,X,X,X,X,X,X
ZLTISOJ,X,X,O,X,X,X,X,X,X
ZLTIOJS,X,X,O,X,X,X,X,X,X
ZLTIOSJ,X,X,O,X,X,X,X,X,X
ZLTJISO,O,X,O,X,X,X,X,X,O
ZLTJIOS,X,X,O,X,O,O,X,X,O
ZLTJSIO,O,X,O,X,X,X,X,X,X
ZLTJSOI,O,X,O,X,X,O,X,X,X
ZLTJOIS,O,X,O,X,O,O,X,X,X
ZLTJOSI,O,X,O,X,X,O,X,X,X
ZLTSIJO,O,X,O,X,X,X,X,X,X
ZLTSIOJ,X,X,O,X,X,X,X,X,X
ZLTSJIO,O,X,O,X,X,X,X,O,X
ZLTSJOI,O,X,O,X,X,X,X,O,X
ZLTSOIJ,O,X,O,X,X,X,X,X,X
ZLTSOJI,O,X,O,X,X,X,X,O,X
ZLTOIJS,O,X,O,X,X,X,X,X,X
ZLTOISJ,O,X,O,X,X,X,X,X,X
ZLTOJIS,O,X,O,X,O,O,X,X,X
ZLTOJSI,O,X,O,X,X,O,X,X,X
ZLTOSIJ,O,X,O,X,X,X,X,X,X
ZLTOSJI,O,X,O,X,X,X,X,O,X
ZLITJSO,O,X,O,X,X,X,X,X,O
ZLITJOS,X,X,O,X,X,X,X,X,O
ZLITSJO,O,X,O,X,X,X,X,X,X
ZLITSOJ,X,X,O,X,X,X,X,X,X
ZLITOJS,X,X,O,X,X,X,X,X,X
ZLITOSJ,X,X,O,X,X,X,X,X,X
ZLIJTSO,O,X,O,O,X,X,X,X,O
ZLIJTOS,X,X,O,O,X,O,X,X,O
ZLIJSTO,O,X,O,X,X,X,X,X,O
ZLIJSOT,O,O,O,X,X,X,X,X,O
ZLIJOTS,X,X,O,O,X,O,X,X,O
ZLIJOST,X,X,O,X,X,O,X,X,O
ZLISTJO,O,X,O,X,X,X,X,X,X
ZLISTOJ,X,X,O,X,X,X,X,X,X
ZLISJTO,O,X,O,X,X,X,X,X,O
ZLISJOT,O,O,O,X,X,X,X,X,O
ZLISOTJ,X,X,O,X,X,X,X,X,X
ZLISOJT,X,O,O,X,X,X,X,X,X
ZLIOTJS,X,X,O,X,X,X,O,X,X
ZLIOTSJ,X,X,O,X,X,X,X,X,X
ZLIOJTS,X,X,O,O,X,O,O,X,O
ZLIOJST,X,X,O,X,X,O,O,X,O
ZLIOSTJ,X,X,O,X,X,X,X,X,X
ZLIOSJT,X,X,O,X,X,X,O,X,X
ZLJTISO,O,X,O,O,X,X,X,X,O
ZLJTIOS,X,X,O,O,O,O,X,X,O
ZLJTSIO,O,X,O,O,X,X,X,X,X
ZLJTSOI,O,X,O,O,X,O,X,X,X
ZLJTOIS,O,X,O,O,O,O,X,X,X
ZLJTOSI,O,X,O,O,X,O,X,X,X
ZLJITSO,O,X,O,O,X,X,X,X,O
ZLJITOS,X,X,O,O,O,O,X,X,O
ZLJISTO,O,X,O,X,O,X,X,X,O
ZLJISOT,O,O,O,X,O,X,X,X,O
ZLJIOTS,X,X,O,O,O,O,X,X,O
ZLJIOST,X,X,O,X,O,O,X,X,O
ZLJSTIO,X,X,O,X,O,X,X,X,X
ZLJSTOI,X,X,O,X,O,O,X,X,X
ZLJSITO,O,X,O,X,O,X,X,X,O
ZLJSIOT,O,O,O,X,O,X,X,X,O
ZLJSOTI,X,O,O,O,O,O,X,X,X
ZLJSOIT,O,O,O,X,O,O,X,X,X
ZLJOTIS,O,X,O,O,O,O,X,X,X
ZLJOTSI,O,X,O,O,X,O,X,X,X
ZLJOITS,O,X,O,O,O,O,X,X,O
ZLJOIST,O,X,O,X,O,O,X,X,O
ZLJOSTI,X,X,O,O,O,O,X,X,X
ZLJOSIT,O,X,O,X,O,O,X,X,X
ZLSTIJO,O,X,O,X,X,X,X,X,X
ZLSTIOJ,X,X,O,X,O,X,X,X,X
ZLSTJIO,O,X,O,X,O,X,X,O,X
ZLSTJOI,O,X,O,X,O,X,X,O,X
ZLSTOIJ,O,X,O,X,O,X,X,X,X
ZLSTOJI,O,X,O,X,O,X,X,O,X
ZLSITJO,O,X,O,X,X,X,X,X,X
ZLSITOJ,X,X,O,X,O,X,X,X,X
ZLSIJTO,O,X,O,X,X,X,X,X,O
ZLSIJOT,O,O,O,X,X,X,X,X,O
ZLSIOTJ,X,X,O,X,O,X,X,X,X
ZLSIOJT,X,O,O,X,X,X,X,X,X
ZLSJTIO,X,X,O,X,O,X,X,O,X
ZLSJTOI,X,X,O,X,O,O,X,O,X
ZLSJITO,O,X,O,X,O,X,X,X,O
ZLSJIOT,O,O,O,X,O,X,X,X,O
ZLSJOTI,X,O,O,X,O,O,X,X,X
ZLSJOIT,O,O,O,X,O,O,X,X,X
ZLSOTIJ,O,X,O,X,O,X,X,X,X
ZLSOTJI,O,X,O,X,O,X,X,X,X
ZLSOITJ,O,X,O,X,O,X,X,X,X
ZLSOIJT,O,O,O,X,X,X,X,X,X
ZLSOJTI,X,O,O,X,O,O,X,X,X
ZLSOJIT,O,O,O,X,O,O,X,X,X
ZLOTIJS,O,X,O,X,X,X,X,X,X
ZLOTISJ,O,X,O,X,X,X,X,X,X
ZLOTJIS,O,X,O,X,O,O,O,X,X
ZLOTJSI,O,X,O,X,X,O,X,X,X
ZLOTSIJ,O,X,O,X,X,X,X,X,X
ZLOTSJI,O,X,O,X,X,X,X,X,X
ZLOITJS,O,X,O,X,X,X,O,X,X
ZLOITSJ,O,X,O,X,X,X,X,X,X
ZLOIJTS,O,X,O,O,X,O,O,X,O
ZLOIJST,O,X,O,X,X,O,O,X,O
ZLOISTJ,O,X,O,X,X,X,X,X,X
ZLOISJT,O,X,O,X,X,X,O,X,X
ZLOJTIS,O,X,O,O,O,O,O,X,X
ZLOJTSI,O,X,O,O,X,O,X,X,X
ZLOJITS,O,X,O,O,O,O,O,X,O
ZLOJIST,O,X,O,X,O,O,O,X,O
ZLOJSTI,X,X,O,O,O,O,X,X,X
ZLOJSIT,O,X,O,X,O,O,O,X,X
ZLOSTIJ,O,X,O,X,O,X,X,X,X
ZLOSTJI,O,X,O,X,O,X,X,X,X
ZLOSITJ,O,X,O,X,O,X,X,X,X
ZLOSIJT,O,X,O,X,X,X,X,X,X
ZLOSJTI,X,X,O,X,O,O,X,X,X
ZLOSJIT,O,X,O,X,O,O,O,X,X
ZJTILSO,X,O,X,O,X,X,X,X,O
ZJTILOS,X,O,O,O,X,O,X,X,O
ZJTISLO,X,O,X,X,X,X,X,X,X
ZJTISOL,O,O,X,X,X,X,X,X,X
ZJTIOLS,X,O,O,O,X,O,X,X,X
ZJTIOSL,X,O,O,X,X,O,X,X,X
ZJTLISO,X,O,O,O,X,X,X,X,O
ZJTLIOS,X,O,O,O,X,O,X,X,O
ZJTLSIO,X,O,O,O,X,X,X,X,X
ZJTLSOI,X,O,O,O,X,O,X,X,X
ZJTLOIS,X,O,O,O,X,O,X,X,X
ZJTLOSI,X,O,O,O,X,O,X,X,X
ZJTSILO,X,O,X,X,X,X,X,X,X
ZJTSIOL,O,O,X,X,X,X,X,X,X
ZJTSLIO,X,O,X,O,X,X,X,X,X
ZJTSLOI,X,O,X,O,X,O,X,X,X
ZJTSOIL,O,O,X,X,X,O,X,X,X
ZJTSOLI,O,O,X,O,X,O,X,X,X
ZJTOILS,X,O,O,O,X,O,X,X,X
ZJTOISL,O,O,O,X,X,O,X,X,X
ZJTOLIS,O,O,O,O,X,O,X,X,X
ZJTOLSI,O,O,O,O,X,O,X,X,X
ZJTOSIL,O,O,X,X,X,O,X,X,X
ZJTOSLI,O,O,X,O,X,O,X,X,X
ZJITLSO,X,O,X,O,X,X,X,X,O
ZJITLOS,X,O,O,O,X,O,X,X,O
ZJITSLO,X,O,X,X,X,X,X,X,X
ZJITSOL,O,O,X,X,X,X,X,X,X
ZJITOLS,X,O,O,O,X,O,X,X,X
ZJITOSL,X,O,O,X,X,O,X,X,X
ZJILTSO,O,X,X,O,X,X,X,X,O
ZJILTOS,X,X,O,O,X,O,X,X,O
ZJILSTO,O,X,O,X,X,X,X,X,O
ZJILSOT,O,O,O,X,X,X,X,X,O
ZJILOTS,X,X,O,O,X,O,X,X,O
ZJILOST,X,X,O,X,X,O,X,X,O
ZJISTLO,X,O,O,X,X,X,X,X,X
ZJISTOL,X,O,O,X,X,X,X,X,X
ZJISLTO,X,X,O,X,X,X,X,X,O
ZJISLOT,X,O,O,X,X,X,X,X,O
ZJISOTL,X,O,O,X,X,X,X,X,X
ZJISOLT,X,O,X,X,X,X,X,X,X
ZJIOTLS,X,X,O,O,X,O,O,X,X
ZJIOTSL,O,X,O,X,X,O,X,X,X
ZJIOLTS,O,X,X,O,X,O,O,X,O
ZJIOLST,O,X,X,X,X,O,O,X,O
ZJIOSTL,X,X,O,X,X,O,X,X,X
ZJIOSLT,X,X,X,X,X,O,O,X,X
ZJLTISO,O,X,O,O,X,X,X,X,O
ZJLTIOS,X,X,O,O,X,O,X,X,O
ZJLTSIO,O,X,O,O,X,X,X,X,X
ZJLTSOI,O,X,O,O,X,O,X,X,X
ZJLTOIS,O,X,O,O,X,O,X,X,X
ZJLTOSI,O,X,O,O,X,O,X,X,X
ZJLITSO,O,X,O,O,X,X,X,X,O
ZJLITOS,X,X,O,O,X,O,X,X,O
ZJLISTO,O,X,O,X,X,X,X,X,O
ZJLISOT,O,O,O,X,X,X,X,X,O
ZJLIOTS,X,X,O,O,X,O,X,X,O
ZJLIOST,X,X,O,X,X,O,X,X,O
ZJLSTIO,X,X,O,X,X,X,X,X,X
ZJLSTOI,X,X,O,X,X,O,X,X,X
ZJLSITO,O,X,O,X,X,X,X,X,O
ZJLSIOT,O,O,O,X,X,X,X,X,O
ZJLSOTI,X,O,O,O,X,O,X,X,X
ZJLSOIT,O,O,O,X,X,O,X,X,X
ZJLOTIS,O,X,O,O,X,O,X,X,X
ZJLOTSI,O,X,O,O,X,O,X,X,X
ZJLOITS,O,X,O,O,X,O,X,X,O
ZJLOIST,O,X,O,X,X,O,X,X,O
ZJLOSTI,X,X,O,O,X,O,X,X,X
ZJLOSIT,O,X,O,X,X,O,X,X,X
ZJSTILO,X,O,O,X,X,X,X,X,X
ZJSTIOL,X,O,O,X,X,X,X,X,X
ZJSTLIO,X,O,O,O,X,X,X,X,X
ZJSTLOI,X,O,O,O,X,O,X,X,X
ZJSTOIL,X,O,O,X,X,O,X,X,X
ZJSTOLI,X,O,O,O,X,O,X,X,X
ZJSITLO,X,O,O,X,X,X,X,X,X
ZJSITOL,X,O,O,X,X,X,X,X,X
ZJSILTO,X,X,O,X,X,X,X,X,O
ZJSILOT,X,O,O,X,X,X,X,X,O
ZJSIOTL,X,O,O,X,X,X,X,X,X
ZJSIOLT,X,O,X,X,X,X,X,X,X
ZJSLTIO,X,X,O,X,X,X,X,X,X
ZJSLTOI,X,X,O,X,X,O,X,X,X
ZJSLITO,X,X,O,X,X,X,X,X,O
ZJSLIOT,X,O,O,X,X,X,X,X,O
ZJSLOTI,X,O,O,O,X,O,X,X,X
ZJSLOIT,X,O,O,X,X,O,X,X,X
ZJSOTIL,X,O,O,X,X,O,X,X,X
ZJSOTLI,X,O,O,O,X,O,X,X,X
ZJSOITL,X,O,O,X,X,O,X,X,X
ZJSOILT,X,O,X,X,X,O,X,X,X
ZJSOLTI,X,O,O,O,X,O,X,X,X
ZJSOLIT,X,O,O,X,X,O,X,X,X
ZJOTILS,X,X,O,O,X,O,O,X,X
ZJOTISL,O,X,O,X,X,O,X,X,X
ZJOTLIS,O,X,O,O,X,O,O,X,X
ZJOTLSI,O,X,O,O,X,O,X,X,X
ZJOTSIL,O,X,X,X,X,O,X,X,X
ZJOTSLI,O,X,X,O,X,O,X,X,X
ZJOITLS,X,X,O,O,X,O,O,X,X
ZJOITSL,O,X,O,X,X,O,X,X,X
ZJOILTS,O,X,X,O,X,O,O,X,O
ZJOILST,O,X,X,X,X,O,O,X,O
ZJOISTL,X,X,O,X,X,O,X,X,X
ZJOISLT,X,X,X,X,X,O,O,X,X
ZJOLTIS,O,X,O,O,X,O,O,X,X
ZJOLTSI,O,X,O,O,X,O,X,X,X
ZJOLITS,O,X,O,O,X,O,O,X,O
ZJOLIST,O,X,O,X,X,O,O,X,O
ZJOLSTI,X,X,O,O,X,O,X,X,X
ZJOLSIT,O,X,O,X,X,O,O,X,X
ZJOSTIL,X,X,O,X,X,O,X,X,X
ZJOSTLI,X,X,O,O,X,O,X,X,X
ZJOSITL,X,X,O,X,X,O,X,X,X
ZJOSILT,X,X,X,X,X,O,O,X,X
ZJOSLTI,X,X,O,O,X,O,X,X,X
ZJOSLIT,X,X,O,X,X,O,O,X,X
ZSTILJO,X,O,O,X,X,X,X,X,X
ZSTILOJ,X,O,O,X,O,X,X,X,X
ZSTIJLO,X,O,O,X,X,X,X,X,X
ZSTIJOL,X,O,O,X,X,X,X,X,X
ZSTIOLJ,X,X,O,X,O,X,X,X,X
ZSTIOJL,X,O,O,X,X,X,X,X,X
ZSTLIJO,X,O,O,X,X,X,X,X,X
ZSTLIOJ,X,O,O,X,O,X,X,X,X
ZSTLJIO,X,O,O,X,O,X,X,O,X
ZSTLJOI,X,O,O,X,O,X,X,O,X
ZSTLOIJ,X,O,O,X,O,X,X,X,X
ZSTLOJI,X,O,O,X,O,X,X,O,X
ZSTJILO,X,O,O,X,X,X,X,X,X
ZSTJIOL,X,O,O,X,X,X,X,X,X
ZSTJLIO,X,O,O,X,X,X,X,O,X
ZSTJLOI,X,O,O,X,X,X,X,O,X
ZSTJOIL,X,O,O,X,X,X,X,X,X
ZSTJOLI,X,O,O,X,X,X,X,O,X
ZSTOILJ,X,X,O,X,O,X,X,X,X
ZSTOIJL,X,O,O,X,X,X,X,X,X
ZSTOLIJ,X,O,O,X,O,X,X,X,X
ZSTOLJI,X,O,O,X,O,X,X,O,X
ZSTOJIL,X,O,O,X,X,X,X,X,X
ZSTOJLI,X,O,O,X,X,X,X,O,X
ZSITLJO,X,O,O,X,X,X,X,X,X
ZSITLOJ,X,O,O,X,O,X,X,X,X
ZSITJLO,X,O,O,X,X,X,X,X,X
