sequence,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BCeBTjBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFzd?B+jBUgBFhBXmBSwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFfj?B6jBUgBFhBTmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFCe?BUgBFhBTjBGrBXrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFTc?BfjB6jBFgBUmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BzdB+jB1lBXmBSwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BCeB1lBTjBGrBXrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFSj?BFgBXhBUjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFGe?BFgBXhBUjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFCe?B3gBTjBerB5mBlqB
JOTSIZL,O,X,X,X,O,O,O,X,X,O
JOTSLIZ,O,X,X,X,O,O,O,O,X,O
JOTSLZI,O,X,O,O,O,O,O,O,X,O
JOTSZIL,O,O,O,O,O,O,O,X,X,O
JOTSZLI,O,O,O,O,O,O,O,X,X,O
JOTZILS,O,O,X,O,O,O,O,X,X,X
JOTZISL,X,O,O,O,O,O,O,X,X,X
JOTZLIS,O,O,X,O,O,O,O,X,X,X
JOTZLSI,O,O,X,O,O,O,O,X,X,O
JOTZSIL,O,O,O,O,O,O,O,X,X,O
JOTZSLI,O,O,O,O,O,O,O,X,X,O
JOITLSZ,X,X,X,X,O,O,O,O,X,X
JOITLZS,X,O,X,O,X,O,O,X,X,X
JOITSLZ,X,X,X,X,O,X,O,O,X,X
JOITSZL,X,X,X,X,O,O,O,X,X,X
JOITZLS,X,O,X,O,O,O,O,X,X,X
JOITZSL,X,O,X,O,O,O,O,X,X,X
JOILTSZ,X,X,X,X,X,O,O,O,X,X
JOILTZS,X,O,X,O,X,O,O,X,X,X
JOILSTZ,X,X,X,X,O,X,X,X,X,O
JOILSZT,X,O,X,O,O,X,X,X,X,O
JOILZTS,X,O,X,O,X,O,O,X,X,X
JOILZST,X,O,X,O,X,O,O,X,X,O
JOISTLZ,X,X,X,X,O,X,X,X,X,O
JOISTZL,X,X,X,X,O,X,X,X,X,O
JOISLTZ,X,X,X,X,O,X,X,X,X,O
JOISLZT,X,O,O,O,O,X,X,X,X,O
JOISZTL,X,O,O,O,O,X,X,X,X,O
JOISZLT,X,O,O,O,O,X,X,X,X,O
JOIZTLS,X,O,X,O,X,O,O,X,X,X
JOIZTSL,X,O,O,O,O,O,O,X,X,X
JOIZLTS,X,O,X,O,X,O,O,X,X,X
JOIZLST,X,O,X,O,O,O,O,X,X,O
JOIZSTL,X,O,O,O,O,O,X,X,X,O
JOIZSLT,X,O,O,O,O,O,O,X,X,O
JOLTISZ,X,X,X,X,O,O,O,O,X,X
JOLTIZS,X,O,X,O,X,O,O,X,X,X
JOLTSIZ,O,X,X,X,O,O,O,O,X,O
JOLTSZI,O,O,X,O,O,O,O,O,X,O
JOLTZIS,O,O,X,O,X,O,O,X,X,X
JOLTZSI,O,O,X,O,X,O,O,X,X,O
JOLITSZ,X,X,X,X,X,O,O,O,X,X
JOLITZS,X,O,X,O,X,O,O,X,X,X
JOLISTZ,X,X,X,X,O,X,X,X,X,O
JOLISZT,X,O,X,O,O,X,X,X,X,O
JOLIZTS,X,O,X,O,X,O,O,X,X,X
JOLIZST,X,O,X,O,X,O,O,X,X,O
JOLSTIZ,O,X,X,X,O,O,O,O,X,O
JOLSTZI,O,O,X,O,O,O,O,O,X,O
JOLSITZ,X,X,X,X,O,X,X,X,X,O
JOLSIZT,X,O,X,O,O,X,X,X,X,O
JOLSZTI,O,O,X,O,O,O,O,X,X,O
JOLSZIT,O,O,X,O,O,O,O,X,X,O
JOLZTIS,O,O,X,O,X,O,O,X,X,X
JOLZTSI,O,O,X,O,X,O,O,X,X,O
JOLZITS,O,O,X,O,X,O,O,X,X,X
JOLZIST,O,O,X,O,X,O,O,X,X,O
JOLZSTI,O,O,X,O,X,O,O,X,X,O
JOLZSIT,O,O,X,O,X,O,O,X,X,O
JOSTILZ,O,X,X,X,O,X,O,O,X,O
JOSTIZL,O,X,X,X,O,O,O,X,X,O
JOSTLIZ,O,X,X,X,O,O,O,O,X,O
JOSTLZI,O,X,O,O,O,O,O,O,X,O
JOSTZIL,O,O,O,O,O,O,O,X,X,O
JOSTZLI,O,O,O,O,O,O,O,X,X,O
JOSITLZ,X,X,X,X,O,X,X,X,X,O
JOSITZL,X,X,X,X,O,X,X,X,X,O
JOSILTZ,X,X,X,X,O,X,X,X,X,O
JOSILZT,X,O,O,O,O,X,X,X,X,O
JOSIZTL,X,O,O,O,O,X,X,X,X,O
JOSIZLT,X,O,O,O,O,X,X,X,X,O
JOSLTIZ,O,X,X,X,O,O,O,O,X,O
JOSLTZI,O,O,O,O,O,O,O,O,X,O
JOSLITZ,X,X,X,X,O,X,X,X,X,O
JOSLIZT,X,O,O,O,O,X,X,X,X,O
JOSLZTI,O,O,O,O,O,O,O,X,X,O
JOSLZIT,O,O,O,O,O,O,O,X,X,O
JOSZTIL,O,O,O,O,O,O,O,X,X,O
JOSZTLI,O,O,O,O,O,O,O,X,X,O
JOSZITL,X,O,O,O,O,O,X,X,X,O
JOSZILT,O,O,O,O,O,O,O,X,X,O
JOSZLTI,O,O,O,O,O,O,O,X,X,O
JOSZLIT,O,O,O,O,O,O,O,X,X,O
JOZTILS,O,O,X,O,O,O,O,X,X,X
JOZTISL,X,O,O,O,O,O,O,X,X,X
JOZTLIS,O,O,X,O,O,O,O,X,X,X
JOZTLSI,O,O,X,O,O,O,O,X,X,O
JOZTSIL,O,O,O,O,O,O,O,X,X,O
JOZTSLI,O,O,O,O,O,O,O,X,X,O
JOZITLS,X,O,X,O,O,O,O,X,X,X
JOZITSL,X,O,O,O,O,O,O,X,X,X
JOZILTS,O,O,X,O,X,O,O,X,X,X
JOZILST,O,O,X,O,O,O,O,X,X,O
JOZISTL,X,O,O,O,O,O,X,X,X,O
JOZISLT,X,O,O,O,O,O,O,X,X,O
JOZLTIS,O,O,X,O,O,O,O,X,X,X
JOZLTSI,O,O,X,O,O,O,O,X,X,O
JOZLITS,O,O,X,O,X,O,O,X,X,X
JOZLIST,O,O,X,O,O,O,O,X,X,O
JOZLSTI,O,O,X,O,O,O,O,X,X,O
JOZLSIT,O,O,X,O,O,O,O,X,X,O
JOZSTIL,O,O,O,O,O,O,O,X,X,O
JOZSTLI,O,O,O,O,O,O,O,X,X,O
JOZSITL,X,O,O,O,O,O,X,X,X,O
JOZSILT,O,O,O,O,O,O,O,X,X,O
JOZSLTI,O,O,O,O,O,O,O,X,X,O
JOZSLIT,O,O,O,O,O,O,O,X,X,O
STILJZO,X,X,O,X,O,X,X,O,X,X
STILJOZ,X,X,X,X,O,X,X,O,X,X
STILZJO,O,X,O,X,O,X,X,O,O,X
STILZOJ,O,X,O,X,O,X,O,O,X,X
STILOJZ,X,X,X,X,O,X,X,X,X,X
STILOZJ,X,X,X,X,O,X,X,O,X,X
STIJLZO,X,X,O,X,O,X,X,O,X,X
STIJLOZ,X,X,X,X,O,X,X,O,X,X
STIJZLO,X,X,O,X,O,X,X,O,O,X
STIJZOL,X,X,O,X,O,O,X,X,O,X
STIJOLZ,X,X,X,X,O,X,X,O,X,X
STIJOZL,X,X,X,X,O,O,X,X,X,X
STIZLJO,O,X,O,X,O,X,X,O,O,X
STIZLOJ,O,X,O,X,O,X,O,O,X,X
STIZJLO,O,X,O,X,O,X,X,X,O,X
STIZJOL,O,X,O,X,O,O,X,X,O,X
STIZOLJ,O,X,O,X,O,X,O,X,X,X
STIZOJL,O,X,X,X,X,X,X,X,O,X
STIOLJZ,O,X,X,X,O,X,X,X,X,X
STIOLZJ,O,X,X,X,O,X,O,O,X,X
STIOJLZ,O,X,X,X,O,X,X,X,X,X
STIOJZL,O,X,X,X,O,X,X,X,X,X
STIOZLJ,O,X,X,X,O,X,O,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,O,X
STLIJZO,X,X,O,X,O,X,X,O,X,X
STLIJOZ,X,X,X,X,O,X,X,O,X,X
STLIZJO,O,X,O,X,O,X,X,O,O,X
STLIZOJ,O,X,O,X,O,X,O,O,X,X
STLIOJZ,X,X,X,X,O,X,X,X,X,X
STLIOZJ,X,X,X,X,O,X,X,O,X,X
STLJIZO,X,X,O,X,O,X,X,O,X,X
STLJIOZ,X,X,X,X,O,X,X,O,X,X
STLJZIO,O,X,O,X,O,X,X,O,X,X
STLJZOI,X,X,O,X,O,X,X,O,X,X
STLJOIZ,X,X,X,X,O,X,X,O,X,X
STLJOZI,X,X,O,X,O,X,X,O,X,X
STLZIJO,O,X,O,X,O,X,X,O,O,X
STLZIOJ,O,X,O,X,O,X,O,O,X,X
STLZJIO,O,X,O,X,O,X,X,O,O,X
STLZJOI,X,X,O,X,O,X,X,O,O,X
STLZOIJ,O,X,O,X,O,X,X,O,X,X
STLZOJI,O,X,O,X,X,X,X,O,X,X
STLOIJZ,O,X,X,X,O,X,X,X,X,X
STLOIZJ,O,X,X,X,O,X,X,O,X,X
STLOJIZ,O,X,X,X,O,X,X,X,X,X
STLOJZI,O,X,X,X,O,X,X,X,X,X
STLOZIJ,O,X,O,X,O,X,X,O,X,X
STLOZJI,O,X,O,X,X,X,X,O,X,X
STJILZO,X,X,O,X,O,X,X,O,X,X
STJILOZ,X,X,X,X,O,X,X,O,X,X
STJIZLO,X,X,O,X,O,X,X,O,O,X
STJIZOL,X,X,O,X,O,O,X,X,O,X
STJIOLZ,X,X,X,X,O,X,X,O,X,X
STJIOZL,X,X,X,X,O,O,X,X,X,X
STJLIZO,X,X,O,X,O,O,X,O,X,X
STJLIOZ,X,X,X,X,O,O,X,O,X,X
STJLZIO,O,X,O,X,O,O,X,O,X,X
STJLZOI,X,X,O,X,O,O,X,O,X,X
STJLOIZ,X,X,X,X,O,O,X,O,X,X
STJLOZI,X,X,O,X,O,O,X,O,X,X
STJZILO,O,X,O,X,O,X,X,O,O,X
STJZIOL,O,O,O,X,O,O,X,X,O,X
STJZLIO,O,X,O,X,O,O,X,O,O,X
STJZLOI,X,X,O,X,O,O,X,O,O,X
STJZOIL,O,O,O,X,O,O,X,X,O,X
STJZOLI,O,O,O,X,O,O,X,X,O,X
STJOILZ,O,X,X,X,O,X,X,O,X,X
STJOIZL,O,X,X,X,O,O,X,X,X,X
STJOLIZ,O,X,X,X,O,O,X,O,X,X
STJOLZI,O,X,O,X,O,O,X,O,X,X
STJOZIL,O,O,O,X,O,O,X,X,X,X
STJOZLI,O,O,O,X,O,O,X,X,X,X
STZILJO,O,X,O,X,O,X,X,O,O,X
STZILOJ,O,X,O,X,O,X,O,O,X,X
STZIJLO,O,X,O,X,O,X,X,X,O,X
STZIJOL,O,O,O,X,O,O,X,X,O,X
STZIOLJ,O,X,O,O,O,X,O,X,X,X
STZIOJL,O,X,X,X,X,X,X,X,O,X
STZLIJO,O,X,O,X,O,X,X,O,O,X
STZLIOJ,O,X,O,X,O,X,O,O,X,X
STZLJIO,O,X,O,X,O,X,X,O,O,X
STZLJOI,X,X,O,X,O,X,X,O,O,X
STZLOIJ,O,X,O,X,O,X,X,O,X,X
STZLOJI,O,X,O,X,X,X,X,O,X,X
STZJILO,O,X,O,X,O,X,X,X,O,X
STZJIOL,O,O,O,X,O,O,X,X,O,X
STZJLIO,O,X,O,X,O,O,X,X,O,X
STZJLOI,X,X,O,X,O,O,X,X,O,X
STZJOIL,O,O,O,X,O,O,X,X,O,X
STZJOLI,O,O,O,X,O,O,X,X,O,X
STZOILJ,O,X,O,O,O,X,O,X,X,X
STZOIJL,O,X,X,X,X,X,X,X,O,X
STZOLIJ,O,X,O,O,O,X,O,X,X,X
STZOLJI,O,X,O,O,X,X,O,X,X,X
STZOJIL,O,X,X,X,X,X,O,X,O,X
STZOJLI,O,X,X,X,X,X,O,X,O,X
STOILJZ,O,X,X,X,O,X,X,X,X,X
STOILZJ,O,X,X,X,O,X,O,O,X,X
STOIJLZ,O,X,X,X,O,X,X,X,X,X
STOIJZL,O,X,X,X,O,X,X,X,X,X
STOIZLJ,O,X,X,X,O,X,O,X,X,X
STOIZJL,O,X,X,X,X,X,X,X,O,X
STOLIJZ,O,X,X,X,O,X,X,X,X,X
STOLIZJ,O,X,X,X,O,X,O,O,X,X
STOLJIZ,O,X,X,X,O,X,O,X,X,X
STOLJZI,O,X,X,X,O,X,O,X,X,X
STOLZIJ,O,X,O,O,O,X,O,O,X,X
STOLZJI,O,X,O,O,X,X,O,O,X,X
STOJILZ,O,X,X,X,O,X,O,X,X,X
STOJIZL,O,X,X,X,O,X,O,X,X,X
STOJLIZ,O,X,X,X,O,X,O,X,X,X
STOJLZI,O,X,X,X,O,X,O,X,X,X
STOJZIL,O,X,X,X,O,X,O,X,X,X
STOJZLI,O,X,X,X,O,X,O,X,X,X
STOZILJ,O,X,O,O,O,X,O,X,X,X
STOZIJL,O,X,X,X,X,X,X,X,O,X
STOZLIJ,O,X,O,O,O,X,O,X,X,X
STOZLJI,O,X,O,O,X,X,O,X,X,X
STOZJIL,O,X,X,X,X,X,O,X,O,X
STOZJLI,O,X,X,X,X,X,O,X,O,X
SITLJZO,X,X,O,X,O,X,X,O,X,X
SITLJOZ,X,X,X,X,O,X,X,O,X,X
SITLZJO,O,X,O,X,O,X,X,O,O,X
SITLZOJ,O,X,O,X,O,X,X,O,X,X
SITLOJZ,X,X,X,X,O,X,X,X,X,X
SITLOZJ,X,X,X,X,O,X,X,O,X,X
SITJLZO,X,X,O,X,O,X,X,O,X,X
SITJLOZ,X,X,X,X,O,X,X,O,X,X
SITJZLO,X,X,O,X,O,X,X,O,O,X
SITJZOL,X,X,O,X,O,X,X,X,O,X
SITJOLZ,X,X,X,X,O,X,X,O,X,X
SITJOZL,X,X,X,X,O,X,X,X,X,X
SITZLJO,O,X,O,X,O,X,X,O,O,X
SITZLOJ,O,X,O,X,O,X,X,O,X,X
SITZJLO,O,X,O,X,O,X,X,X,O,X
SITZJOL,O,X,O,X,O,X,X,X,O,X
SITZOLJ,O,X,O,X,O,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X,O,X
SITOLJZ,O,X,X,X,O,X,X,X,X,X
SITOLZJ,O,X,X,X,O,X,X,O,X,X
SITOJLZ,O,X,X,X,O,X,X,X,X,X
SITOJZL,O,X,X,X,O,X,X,X,X,X
SITOZLJ,O,X,X,X,O,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,O,X
SILTJZO,X,X,O,X,O,X,X,O,O,X
SILTJOZ,X,X,X,X,O,X,X,O,X,X
SILTZJO,O,X,O,X,O,X,X,O,O,X
SILTZOJ,O,X,O,X,O,X,X,O,O,X
SILTOJZ,X,X,X,X,O,X,X,X,X,X
SILTOZJ,X,X,X,X,O,X,X,O,O,X
SILJTZO,X,X,O,X,O,X,X,O,X,X
SILJTOZ,X,X,X,X,O,X,X,O,X,X
SILJZTO,X,O,O,X,O,X,X,X,X,X
SILJZOT,X,O,O,X,O,X,X,X,X,X
SILJOTZ,X,X,X,X,O,X,X,X,X,X
SILJOZT,X,O,O,X,O,X,X,X,X,X
SILZTJO,O,O,O,X,O,X,X,X,O,X
SILZTOJ,O,X,O,X,O,X,X,X,O,X
SILZJTO,O,O,O,X,O,X,X,X,O,X
SILZJOT,O,O,O,X,O,X,X,X,X,X
SILZOTJ,O,X,O,X,O,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,O,X,X,X,X,X
SILOTZJ,X,X,X,X,O,X,X,X,X,X
SILOJTZ,X,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,O,X,O,X,X,X,X,X
SILOZTJ,X,X,O,X,O,X,X,X,X,X
SILOZJT,X,X,O,X,X,X,X,X,X,X
SIJTLZO,X,X,O,X,O,X,X,O,X,X
SIJTLOZ,X,X,X,X,O,X,X,O,X,X
SIJTZLO,X,X,O,X,O,X,X,O,X,X
SIJTZOL,X,X,O,X,O,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,X,X,O,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X
SIJLTZO,X,X,O,X,O,X,X,O,X,X
SIJLTOZ,X,X,X,X,O,X,X,O,X,X
SIJLZTO,X,O,O,X,O,X,X,X,X,X
SIJLZOT,X,O,O,X,O,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X
SIJLOZT,X,O,O,X,O,X,X,X,X,X
SIJZTLO,X,X,O,X,O,X,X,X,X,X
SIJZTOL,X,O,O,O,O,X,X,X,X,X
SIJZLTO,X,O,O,X,O,X,X,X,X,X
SIJZLOT,X,O,O,X,O,X,X,X,X,X
SIJZOTL,X,O,O,O,O,X,X,X,X,X
SIJZOLT,X,O,O,O,O,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,X,X,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,X,X,X,X,X
SIJOLZT,X,O,O,O,O,X,X,X,X,X
SIJOZTL,X,O,O,O,O,X,X,X,X,X
SIJOZLT,X,O,O,O,O,X,X,X,X,X
SIZTLJO,O,X,O,X,O,X,X,X,O,X
SIZTLOJ,O,X,O,X,O,X,X,X,X,X
SIZTJLO,O,X,O,X,O,X,X,X,O,X
SIZTJOL,O,O,O,X,O,X,X,X,O,X
SIZTOLJ,O,X,O,O,O,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X,O,X
SIZLTJO,O,O,O,X,O,X,X,X,O,X
SIZLTOJ,O,X,O,X,O,X,X,X,O,X
SIZLJTO,O,O,O,X,O,X,X,X,O,X
SIZLJOT,O,O,O,X,O,X,X,X,X,X
SIZLOTJ,O,X,O,X,O,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,O,X,X,X,O,X
SIZJTOL,X,O,O,O,O,X,X,X,O,X
SIZJLTO,O,O,O,X,O,X,X,X,O,X
SIZJLOT,O,O,O,X,O,X,X,X,X,X
SIZJOTL,X,O,O,O,O,X,X,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X,X,X
SIZOTLJ,O,X,O,O,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,O,O,O,X,X,X,X,X
SIZOLJT,O,X,O,O,X,X,X,X,X,X
SIZOJTL,X,X,O,O,X,X,X,X,X,X
SIZOJLT,O,X,O,O,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,O,X,X,X,X,X
SIOTLZJ,O,X,X,X,O,X,X,X,X,X
SIOTJLZ,O,X,X,X,O,X,X,X,X,X
SIOTJZL,O,X,X,X,O,X,X,X,X,X
SIOTZLJ,O,X,X,X,O,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,O,X,X,X,X,X
SIOLTZJ,O,X,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,X,O,X,X,X,X,X
SIOLJZT,X,X,O,O,O,X,X,X,X,X
SIOLZTJ,O,X,O,O,O,X,X,X,X,X
SIOLZJT,O,X,O,O,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,O,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,X,X,X,X,X
SIOJLZT,X,X,O,O,O,X,X,X,X,X
SIOJZTL,X,X,O,O,O,X,X,X,X,X
SIOJZLT,X,X,O,O,O,X,X,X,X,X
SIOZTLJ,O,X,O,O,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,O,O,O,X,X,X,X,X
SIOZLJT,O,X,O,O,X,X,X,X,X,X
SIOZJTL,X,X,O,O,X,X,X,X,X,X
SIOZJLT,O,X,O,O,X,X,X,X,X,X
SLTIJZO,X,X,O,X,O,O,X,O,O,X
SLTIJOZ,X,X,X,X,O,O,X,O,X,X
SLTIZJO,O,X,O,X,O,O,X,O,O,X
SLTIZOJ,O,X,O,X,O,X,O,O,O,X
SLTIOJZ,X,X,X,X,O,X,X,X,X,X
SLTIOZJ,X,X,X,X,O,X,X,O,O,X
SLTJIZO,X,X,O,X,O,O,X,O,O,X
SLTJIOZ,X,X,X,X,O,O,X,O,X,X
SLTJZIO,O,O,O,X,O,O,X,O,O,X
SLTJZOI,X,O,O,X,O,O,X,O,O,X
SLTJOIZ,X,X,X,X,O,O,X,O,X,X
SLTJOZI,X,O,O,X,O,O,X,O,X,X
SLTZIJO,O,O,O,X,O,O,X,O,O,X
SLTZIOJ,O,X,O,X,O,X,O,O,O,X
SLTZJIO,O,O,O,X,O,O,X,O,O,X
SLTZJOI,X,O,O,X,O,O,X,O,O,X
SLTZOIJ,O,X,O,X,O,X,X,O,O,X
SLTZOJI,O,X,O,X,X,X,X,O,O,X
SLTOIJZ,O,X,X,X,O,X,X,X,X,X
SLTOIZJ,O,X,X,X,O,X,X,O,O,X
SLTOJIZ,O,X,X,X,O,X,X,X,X,X
SLTOJZI,O,X,X,X,O,X,X,X,X,X
SLTOZIJ,O,X,O,X,O,X,X,O,O,X
SLTOZJI,O,X,O,X,X,X,X,O,O,X
SLITJZO,X,X,O,X,O,X,X,O,O,X
SLITJOZ,X,X,X,X,O,X,X,O,X,X
SLITZJO,O,X,O,X,O,X,X,O,O,X
SLITZOJ,O,X,O,X,O,X,X,O,O,X
SLITOJZ,X,X,X,X,O,X,X,X,X,X
SLITOZJ,X,X,X,X,O,X,X,O,O,X
SLIJTZO,X,X,O,X,O,X,X,O,X,X
SLIJTOZ,X,X,X,X,O,X,X,O,X,X
SLIJZTO,X,O,O,X,O,X,X,X,X,X
SLIJZOT,X,O,O,X,O,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,X,X,X,X,X
SLIJOZT,X,O,O,X,O,X,X,X,X,X
SLIZTJO,O,O,O,X,O,X,X,X,O,X
SLIZTOJ,O,X,O,X,O,X,X,X,O,X
SLIZJTO,O,O,O,X,O,X,X,X,O,X
SLIZJOT,O,O,O,X,O,X,X,X,X,X
SLIZOTJ,O,X,O,X,O,X,X,X,X,X
SLIZOJT,O,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,O,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,X,X,X,X,X
SLIOJTZ,X,X,X,X,O,X,X,X,X,X
SLIOJZT,X,X,O,X,O,X,X,X,X,X
SLIOZTJ,X,X,O,X,O,X,X,X,X,X
SLIOZJT,X,X,O,X,X,X,X,X,X,X
SLJTIZO,X,X,O,X,O,O,O,O,O,X
SLJTIOZ,X,X,X,X,O,O,X,O,X,X
SLJTZIO,O,O,O,X,O,O,O,O,O,X
SLJTZOI,X,O,O,X,O,O,X,O,O,X
SLJTOIZ,X,X,X,X,O,O,X,O,X,X
SLJTOZI,X,O,O,X,O,O,X,O,X,X
SLJITZO,X,X,O,X,O,X,X,O,X,X
SLJITOZ,X,X,X,X,O,X,X,O,X,X
SLJIZTO,X,O,O,X,O,X,X,X,X,X
SLJIZOT,X,O,O,X,O,X,X,X,X,X
SLJIOTZ,X,X,X,X,O,X,X,X,X,X
SLJIOZT,X,O,O,X,O,X,X,X,X,X
SLJZTIO,O,O,O,X,O,O,O,O,O,X
SLJZTOI,X,O,O,X,O,O,X,O,O,X
SLJZITO,O,O,O,X,O,X,O,X,O,X
SLJZIOT,O,O,O,X,O,O,O,X,X,X
SLJZOTI,X,O,O,X,O,O,X,X,O,X
SLJZOIT,X,O,O,X,O,O,X,X,X,X
SLJOTIZ,X,X,X,X,O,O,X,O,X,X
SLJOTZI,X,O,O,X,O,O,X,O,X,X
SLJOITZ,X,X,X,X,O,X,X,X,X,X
SLJOIZT,X,O,O,X,O,X,X,X,X,X
SLJOZTI,X,O,O,X,O,O,X,X,X,X
SLJOZIT,X,O,O,X,O,O,X,X,X,X
SLZTIJO,O,O,O,X,O,O,X,O,O,X
SLZTIOJ,O,X,O,X,O,X,O,O,O,X
SLZTJIO,O,O,O,X,O,O,X,O,O,X
SLZTJOI,X,O,O,X,O,O,X,O,O,X
SLZTOIJ,O,X,O,X,O,X,X,O,O,X
SLZTOJI,O,X,O,X,X,X,X,O,O,X
SLZITJO,O,O,O,X,O,X,X,X,O,X
SLZITOJ,O,X,O,X,O,X,O,X,O,X
SLZIJTO,O,O,O,X,O,X,O,X,O,X
SLZIJOT,O,O,O,X,O,O,O,X,X,X
SLZIOTJ,O,X,O,X,O,X,O,X,X,X
SLZIOJT,O,X,O,X,X,X,O,X,X,X
SLZJTIO,O,O,O,X,O,O,O,X,O,X
SLZJTOI,X,O,O,X,O,O,X,X,O,X
SLZJITO,O,O,O,X,O,X,O,X,O,X
SLZJIOT,O,O,O,X,O,O,O,X,X,X
SLZJOTI,X,O,O,X,O,O,X,X,O,X
SLZJOIT,X,O,O,X,O,O,X,X,X,X
SLZOTIJ,O,X,O,X,O,X,X,X,O,X
SLZOTJI,O,X,O,X,X,X,X,X,O,X
SLZOITJ,O,X,O,X,O,X,X,X,X,X
SLZOIJT,O,X,O,X,X,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,X,X,O,X
SLZOJIT,O,X,O,X,X,X,X,X,X,X
SLOTIJZ,O,X,X,X,O,X,X,X,X,X
SLOTIZJ,O,X,X,X,O,X,X,O,O,X
SLOTJIZ,O,X,X,X,O,X,X,X,X,X
SLOTJZI,O,X,X,X,O,X,X,X,X,X
SLOTZIJ,O,X,O,X,O,X,X,O,O,X
SLOTZJI,O,X,O,X,X,X,X,O,O,X
SLOITJZ,O,X,X,X,O,X,X,X,X,X
SLOITZJ,O,X,X,X,O,X,X,X,X,X
SLOIJTZ,X,X,X,X,O,X,X,X,X,X
SLOIJZT,X,X,O,X,O,X,X,X,X,X
SLOIZTJ,O,X,O,X,O,X,X,X,X,X
SLOIZJT,O,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,X,X,X,O,X,X,X,X,X
SLOJTZI,O,X,O,X,O,X,X,X,X,X
SLOJITZ,X,X,X,X,O,X,X,X,X,X
SLOJIZT,X,X,O,X,O,X,X,X,X,X
SLOJZTI,O,X,O,X,O,X,X,X,X,X
SLOJZIT,O,X,O,X,O,X,X,X,X,X
SLOZTIJ,O,X,O,X,O,X,X,X,O,X
SLOZTJI,O,X,O,X,X,X,X,X,O,X
SLOZITJ,O,X,O,X,O,X,X,X,X,X
SLOZIJT,O,X,O,X,X,X,X,X,X,X
SLOZJTI,O,X,O,X,X,X,X,X,O,X
SLOZJIT,O,X,O,X,X,X,X,X,X,X
SJTILZO,X,X,O,X,O,X,O,O,X,X
SJTILOZ,X,X,X,X,O,X,X,O,X,X
SJTIZLO,X,X,O,X,O,X,O,O,O,X
SJTIZOL,X,X,O,X,O,O,O,X,O,X
SJTIOLZ,X,X,X,X,O,X,O,O,X,X
SJTIOZL,X,X,X,X,O,O,O,X,X,X
SJTLIZO,X,X,O,X,O,O,O,O,X,X
SJTLIOZ,X,X,X,X,O,O,X,O,X,X
SJTLZIO,O,X,O,X,O,O,O,O,X,X
SJTLZOI,X,X,O,X,O,O,X,O,X,X
SJTLOIZ,X,X,X,X,O,O,X,O,X,X
SJTLOZI,X,X,O,X,O,O,X,O,X,X
SJTZILO,O,X,O,X,O,X,O,O,O,X
