sequence,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BTeBfmBlhB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?BSjBzgB3iBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFTd?BChBcoB/rBFnBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxdBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFTd?B6jBWnBZoBXhBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFXd?BzgBSnBcoBlrBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBlhBTjB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?B+jBzgB3iBatBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFxc?BTeBFmBXnBOtBCsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFRd?BOnBTmBFoB/rBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFlc?BTeBxmBOtBcnB/rB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxiBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBcoBzmBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFZh?B3dBzmBFoBurBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8JeRBJvhFcn?BTjBlgBCiB/rBOtB
TJZLISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TJZLSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZLSOI,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X
TJZLOIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TJZLOSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TJZSILO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJZSIOL,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TJZSLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZSLOI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TJZSOIL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJZSOLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TJZOILS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TJZOISL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJZOLIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TJZOLSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TJZOSIL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJZOSLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TJOILSZ,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X
TJOILZS,O,O,X,X,O,O,X,O,X,O,O,X,X,O,X
TJOISLZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TJOISZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJOIZLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TJOIZSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJOLISZ,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X
TJOLIZS,O,O,X,X,O,O,X,O,X,O,O,X,X,O,X
TJOLSIZ,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TJOLSZI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TJOLZIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TJOLZSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TJOSILZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TJOSIZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOSLZI,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
TJOSZIL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJOSZLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TJOZILS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TJOZISL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJOZLIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TJOZLSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TJOZSIL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJOZSLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TSILJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSILZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSILOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
TSILOZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
TSIJLZO,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSIJLOZ,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TSIJZLO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSIJZOL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSIJOLZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TSIJOZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TSIZLJO,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TSIZLOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSIZJLO,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TSIZJOL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TSIZOLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
TSIZOJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSIOLJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
TSIOLZJ,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X
TSIOJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSIOJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIOZLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
TSIOZJL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSLIJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSLIZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TSLIOJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
TSLIOZJ,X,X,O,O,X,O,X,X,X,X,X,O,X,O,X
TSLJIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSLJIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TSLJZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TSLJZOI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TSLJOIZ,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X
TSLJOZI,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
TSLZIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TSLZIOJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSLZJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSLZJOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
TSLZOIJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSLZOJI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLOIJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
TSLOIZJ,X,X,O,O,X,O,X,X,X,X,X,O,X,O,X
TSLOJIZ,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
TSLOJZI,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TSLOZIJ,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSLOZJI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSJILZO,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSJILOZ,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TSJIZLO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSJIZOL,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TSJIOLZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TSJIOZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TSJLIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSJLIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TSJLZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TSJLZOI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TSJLOIZ,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X
TSJLOZI,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
TSJZILO,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TSJZIOL,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X
TSJZLIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TSJZLOI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TSJZOIL,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TSJZOLI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TSJOILZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TSJOIZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TSJOLIZ,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X
TSJOLZI,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
TSJOZIL,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TSJOZLI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TSZILJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TSZILOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TSZIJLO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TSZIJOL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSZIOLJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,O
TSZIOJL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
TSZLIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TSZLIOJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSZLJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSZLJOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
TSZLOIJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSZLOJI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSZJILO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TSZJIOL,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
TSZJLIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSZJLOI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TSZJOIL,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X
TSZJOLI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TSZOILJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,O
TSZOIJL,O,O,X,O,X,X,O,O,O,X,X,X,X,X,O
TSZOLIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
TSZOLJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TSZOJIL,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TSZOJLI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TSOILJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
TSOILZJ,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X
TSOIJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOIJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOIZLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
TSOIZJL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSOLIJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
TSOLIZJ,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X
TSOLJIZ,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
TSOLJZI,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
TSOLZIJ,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X
TSOLZJI,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TSOJILZ,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TSOJIZL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TSOJLIZ,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X
TSOJLZI,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X
TSOJZIL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TSOJZLI,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TSOZILJ,X,X,O,O,X,O,O,X,X,X,X,O,O,X,O
TSOZIJL,X,O,X,O,X,X,O,O,O,X,X,X,X,X,O
TSOZLIJ,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X
TSOZLJI,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TSOZJIL,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TSOZJLI,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TZILJSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZILJOS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZILSJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZILSOJ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TZILOJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
TZILOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZIJLSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZIJSLO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZIJSOL,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZIJOLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZIJOSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZISLJO,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TZISLOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TZISJLO,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TZISJOL,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TZISOLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
TZISOJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZIOLJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TZIOLSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZIOJLS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZIOJSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZIOSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TZIOSJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TZLIJSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLIJOS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLISJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLISOJ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TZLIOJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
TZLIOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZLJISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLJIOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLJSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLJSOI,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X
TZLJOIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TZLJOSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TZLSIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TZLSIOJ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZLSJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZLSJOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
TZLSOIJ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZLSOJI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZLOIJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TZLOISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZLOJIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TZLOJSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TZLOSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZLOSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZJILSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJILOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZJISLO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZJISOL,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZJIOLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZJIOSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZJLISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJLIOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZJLSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZJLSOI,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X
TZJLOIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TZJLOSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TZJSILO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZJSIOL,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZJSLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZJSLOI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TZJSOIL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZJSOLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TZJOILS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZJOISL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZJOLIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TZJOLSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TZJOSIL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZJOSLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TZSILJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TZSILOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TZSIJLO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TZSIJOL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TZSIOLJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O
TZSIOJL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
TZSLIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TZSLIOJ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSLJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZSLJOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
TZSLOIJ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSLOJI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSJILO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
TZSJIOL,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
TZSJLIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZSJLOI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TZSJOIL,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X
TZSJOLI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TZSOILJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O
TZSOIJL,O,O,X,O,X,X,O,O,O,X,X,X,X,X,O
TZSOLIJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TZSOLJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TZSOJIL,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TZSOJLI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TZOILJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TZOILSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZOIJLS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZOIJSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZOISLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TZOISJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TZOLIJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TZOLISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZOLJIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TZOLJSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TZOLSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZOLSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZOJILS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZOJISL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZOJLIS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TZOJLSI,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TZOJSIL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TZOJSLI,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TZOSILJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O
TZOSIJL,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O
TZOSLIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZOSLJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZOSJIL,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TZOSJLI,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOILJSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
TOILJZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
TOILSJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOILSZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOILZJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TOILZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOIJLSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
TOIJLZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
TOIJSLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOIJSZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TOIJZLS,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TOIJZSL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TOISLJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOISLZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOISJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOISJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOISZLJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TOISZJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOIZLJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TOIZLSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOIZJLS,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TOIZJSL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TOIZSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TOIZSJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLIJSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
TOLIJZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
TOLISJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOLISZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOLIZJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TOLIZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOLJISZ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
TOLJIZS,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X
TOLJSIZ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TOLJSZI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TOLJZIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TOLJZSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TOLSIJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOLSIZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
TOLSJIZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TOLSJZI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TOLSZIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TOLSZJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TOLZIJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TOLZISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOLZJIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TOLZJSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TOLZSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TOLZSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TOJILSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
TOJILZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
TOJISLZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TOJISZL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TOJIZLS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TOJIZSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TOJLISZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
TOJLIZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
TOJLSIZ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TOJLSZI,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TOJLZIS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TOJLZSI,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
TOJSILZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
