sequence,v115@IhA8GeD8FeD8DeC8Jei/IvhF3gBcmBxiBdsBznBWwB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxhBOoBTnBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxhBOoBTnB0rBXrB,v115@IhA8GeD8FeD8DeC8Jei/IvhFThBXjBUrBRsB9qBOsB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxiBmmBznBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBTiBOoBxrBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxiBmmBznB0rBXrB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9mBxiB0lBmnBXsBzqB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBOoBxmBTnBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBOoBxmBTnB0rBXrB
JOZSLTI,O,O,O,X,X,X,X,O,X,X
JOZSLIT,O,X,X,X,X,X,X,O,X,X
STILJZO,O,X,X,X,X,O,X,O,O,X
STILJOZ,X,O,X,X,O,O,X,O,O,X
STILZJO,O,X,X,O,X,X,X,O,O,X
STILZOJ,O,X,X,O,X,X,X,X,X,X
STILOJZ,X,O,X,X,O,O,X,X,O,X
STILOZJ,X,O,X,X,O,X,O,X,X,X
STIJLZO,O,X,X,X,X,O,X,O,O,X
STIJLOZ,X,O,X,X,O,O,X,O,O,X
STIJZLO,O,X,X,X,X,O,X,O,O,X
STIJZOL,O,X,X,X,X,O,X,O,X,X
STIJOLZ,X,O,X,X,O,O,X,O,O,X
STIJOZL,X,O,X,X,O,O,X,O,X,X
STIZLJO,O,X,X,O,X,X,X,O,O,X
STIZLOJ,O,X,X,O,X,X,X,X,X,X
STIZJLO,O,X,X,O,X,X,X,O,O,X
STIZJOL,X,X,X,O,X,X,X,O,X,X
STIZOLJ,O,X,X,O,X,X,X,X,X,X
STIZOJL,X,X,X,O,X,X,X,X,X,X
STIOLJZ,X,O,X,X,O,O,X,X,O,X
STIOLZJ,X,O,X,X,O,X,O,X,X,X
STIOJLZ,X,O,X,X,O,O,X,X,O,X
STIOJZL,X,O,X,X,O,O,X,X,X,X
STIOZLJ,X,O,X,X,O,X,O,X,X,X
STIOZJL,X,O,X,X,O,X,O,X,X,X
STLIJZO,O,X,X,X,X,O,X,O,O,X
STLIJOZ,X,O,X,X,O,O,X,O,O,X
STLIZJO,O,X,X,O,X,X,X,O,O,X
STLIZOJ,O,X,X,O,X,X,X,X,X,X
STLIOJZ,X,O,X,X,O,O,X,X,O,X
STLIOZJ,X,O,X,X,O,X,O,X,X,X
STLJIZO,O,X,X,X,X,O,X,O,O,X
STLJIOZ,X,O,X,X,O,O,X,O,O,X
STLJZIO,O,X,X,X,X,X,X,O,O,O
STLJZOI,O,O,O,X,O,X,X,O,X,X
STLJOIZ,O,O,O,X,O,X,X,O,O,X
STLJOZI,O,O,O,X,O,X,X,O,X,X
STLZIJO,O,X,X,O,X,X,X,O,O,O
STLZIOJ,O,X,X,O,X,X,X,X,X,X
STLZJIO,O,X,X,X,X,X,X,O,O,O
STLZJOI,O,O,O,X,O,X,O,O,X,X
STLZOIJ,O,O,O,X,O,X,O,X,X,X
STLZOJI,O,O,O,X,O,X,O,O,X,X
STLOIJZ,O,O,O,X,O,X,X,X,O,X
STLOIZJ,O,O,X,X,O,X,O,X,X,X
STLOJIZ,O,O,O,X,O,X,X,O,O,X
STLOJZI,O,O,O,X,O,X,X,O,X,X
STLOZIJ,O,O,O,X,O,X,O,X,X,X
STLOZJI,O,O,O,X,O,X,O,O,X,X
STJILZO,O,X,X,X,X,O,X,O,O,X
STJILOZ,X,O,X,X,O,O,X,O,O,X
STJIZLO,O,X,X,X,X,O,X,O,O,X
STJIZOL,O,X,X,X,X,O,X,O,X,X
STJIOLZ,X,O,X,X,O,O,X,O,O,X
STJIOZL,X,O,X,X,O,O,X,O,X,X
STJLIZO,O,X,X,X,X,O,X,O,O,X
STJLIOZ,X,O,X,X,O,O,X,O,O,X
STJLZIO,O,X,X,X,X,X,X,O,O,O
STJLZOI,O,O,O,X,O,X,X,O,X,X
STJLOIZ,O,O,O,X,O,X,X,O,O,X
STJLOZI,O,O,O,X,O,X,X,O,X,X
STJZILO,O,X,X,X,X,X,X,O,O,O
STJZIOL,O,X,X,X,X,X,X,O,X,X
STJZLIO,O,X,X,X,X,X,X,O,O,O
STJZLOI,O,O,O,X,O,X,X,O,X,X
STJZOIL,O,O,O,X,O,X,X,O,X,X
STJZOLI,O,O,O,X,O,X,X,O,X,X
STJOILZ,O,O,O,X,O,X,X,O,O,X
STJOIZL,O,O,X,X,O,X,X,O,X,X
STJOLIZ,O,O,O,X,O,X,X,O,O,X
STJOLZI,O,O,O,X,O,X,X,O,X,X
STJOZIL,O,O,O,X,O,X,X,O,X,X
STJOZLI,O,O,O,X,O,X,X,O,X,X
STZILJO,O,X,X,O,X,X,X,O,O,O
STZILOJ,O,X,X,O,X,X,X,X,X,X
STZIJLO,O,X,X,O,X,X,X,O,O,O
STZIJOL,X,X,X,O,X,X,X,O,X,X
STZIOLJ,O,X,X,O,X,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,X,X,X
STZLIJO,O,X,X,O,X,X,X,O,O,O
STZLIOJ,O,X,X,O,X,X,X,X,X,X
STZLJIO,O,X,X,X,X,X,X,O,O,O
STZLJOI,O,O,O,X,O,X,O,O,X,X
STZLOIJ,O,O,O,X,O,X,O,X,X,X
STZLOJI,O,O,O,X,O,X,O,O,X,X
STZJILO,O,X,X,X,X,X,X,O,O,O
STZJIOL,X,X,X,X,X,X,X,O,X,X
STZJLIO,O,X,X,X,X,X,X,O,O,O
STZJLOI,O,O,O,X,O,X,O,O,X,X
STZJOIL,O,O,O,X,O,X,O,O,X,X
STZJOLI,O,O,O,X,O,X,O,O,X,X
STZOILJ,O,O,O,O,O,X,O,X,X,X
STZOIJL,O,O,O,O,O,X,O,X,X,X
STZOLIJ,O,O,O,X,O,X,O,X,X,X
STZOLJI,O,O,O,X,O,X,O,O,X,X
STZOJIL,O,O,O,X,O,X,O,O,X,X
STZOJLI,O,O,O,X,O,X,O,O,X,X
STOILJZ,O,O,O,X,O,X,X,X,O,X
STOILZJ,O,O,X,X,O,X,O,X,X,X
STOIJLZ,O,O,O,X,O,X,X,X,O,X
STOIJZL,O,O,X,X,O,X,X,X,X,X
STOIZLJ,O,O,X,X,O,X,O,X,X,X
STOIZJL,O,O,X,X,O,X,O,X,X,X
STOLIJZ,O,O,O,X,O,X,X,X,O,X
STOLIZJ,O,O,X,X,O,X,O,X,X,X
STOLJIZ,O,O,O,X,O,X,X,O,O,X
STOLJZI,O,O,O,X,O,X,X,O,X,X
STOLZIJ,O,O,O,X,O,X,O,X,X,X
STOLZJI,O,O,O,X,O,X,O,O,X,X
STOJILZ,O,O,O,X,O,X,X,O,O,X
STOJIZL,O,O,X,X,O,X,X,O,X,X
STOJLIZ,O,O,O,X,O,X,X,O,O,X
STOJLZI,O,O,O,X,O,X,X,O,X,X
STOJZIL,O,O,O,X,O,X,X,O,X,X
STOJZLI,O,O,O,X,O,X,X,O,X,X
STOZILJ,O,O,O,X,O,X,O,X,X,X
STOZIJL,O,O,O,X,O,X,O,X,X,X
STOZLIJ,O,O,O,X,O,X,O,X,X,X
STOZLJI,O,O,O,X,O,X,O,O,X,X
STOZJIL,O,O,O,X,O,X,O,O,X,X
STOZJLI,O,O,O,X,O,X,O,O,X,X
SITLJZO,O,X,X,X,X,O,X,O,O,X
SITLJOZ,X,O,X,X,O,O,X,O,O,X
SITLZJO,O,X,X,O,X,X,X,O,O,X
SITLZOJ,O,X,X,O,X,X,X,X,X,X
SITLOJZ,X,O,X,X,O,O,X,X,O,X
SITLOZJ,X,O,X,X,O,X,O,X,X,X
SITJLZO,O,X,X,X,X,O,X,O,O,X
SITJLOZ,X,O,X,X,O,O,X,O,O,X
SITJZLO,O,X,X,X,X,O,X,O,O,X
SITJZOL,O,X,X,X,X,O,X,O,X,X
SITJOLZ,X,O,X,X,O,O,X,O,O,X
SITJOZL,X,O,X,X,O,O,X,O,X,X
SITZLJO,O,X,X,O,X,X,X,O,O,X
SITZLOJ,O,X,X,O,X,X,X,X,X,X
SITZJLO,O,X,X,O,X,X,X,O,O,X
SITZJOL,X,X,X,O,X,X,X,O,X,X
SITZOLJ,O,X,X,O,X,X,X,X,X,X
SITZOJL,X,X,X,O,X,X,X,X,X,X
SITOLJZ,X,O,X,X,O,O,X,X,O,X
SITOLZJ,X,O,X,X,O,X,O,X,X,X
SITOJLZ,X,O,X,X,O,O,X,X,O,X
SITOJZL,X,O,X,X,O,O,X,X,X,X
SITOZLJ,X,O,X,X,O,X,O,X,X,X
SITOZJL,X,O,X,X,O,X,O,X,X,X
SILTJZO,O,X,X,X,X,O,X,O,O,X
SILTJOZ,X,O,X,X,O,O,X,O,O,X
SILTZJO,O,X,X,O,X,X,X,O,O,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X
SILTOJZ,X,O,X,X,O,O,X,X,O,X
SILTOZJ,X,O,X,X,O,X,O,X,X,X
SILJTZO,O,X,X,X,X,O,X,O,O,X
SILJTOZ,X,O,X,X,X,O,X,O,O,X
SILJZTO,O,X,X,O,X,X,X,O,X,X
SILJZOT,O,X,X,O,X,X,X,O,X,X
SILJOTZ,O,O,X,X,X,O,X,O,X,X
SILJOZT,X,X,X,X,X,X,X,O,X,X
SILZTJO,X,X,X,O,X,X,X,O,X,X
SILZTOJ,X,X,X,O,X,X,X,X,X,X
SILZJTO,X,X,X,O,X,X,X,O,X,X
SILZJOT,X,X,X,O,X,X,X,O,X,X
SILZOTJ,X,X,X,O,X,X,X,X,X,X
SILZOJT,X,X,X,O,X,X,X,O,X,X
SILOTJZ,O,O,X,X,O,O,X,X,X,X
SILOTZJ,O,O,X,X,O,X,O,X,X,X
SILOJTZ,O,O,X,X,O,O,X,O,X,X
SILOJZT,X,X,X,X,X,X,X,O,X,X
SILOZTJ,X,X,X,O,O,X,O,X,X,X
SILOZJT,X,X,X,O,X,X,X,O,X,X
SIJTLZO,O,X,X,X,X,O,X,O,O,X
SIJTLOZ,X,O,X,X,O,O,X,O,O,X
SIJTZLO,O,X,X,X,X,O,X,O,O,X
SIJTZOL,O,X,X,X,X,O,X,O,X,X
SIJTOLZ,X,O,X,X,O,O,X,O,O,X
SIJTOZL,X,O,X,X,O,O,X,O,X,X
SIJLTZO,O,X,X,X,X,O,X,O,O,X
SIJLTOZ,X,O,X,X,X,O,X,O,O,X
SIJLZTO,O,X,X,O,X,X,X,O,X,X
SIJLZOT,O,X,X,O,X,X,X,O,X,X
SIJLOTZ,O,O,X,X,X,O,X,O,X,X
SIJLOZT,X,X,X,X,X,X,X,O,X,X
SIJZTLO,O,X,X,O,X,X,X,O,O,X
SIJZTOL,O,X,X,O,X,X,X,O,X,X
SIJZLTO,O,X,X,O,X,X,X,O,X,X
SIJZLOT,O,X,X,O,X,X,X,O,X,X
SIJZOTL,X,X,X,O,X,X,X,O,X,X
SIJZOLT,O,X,X,O,X,X,X,O,X,X
SIJOTLZ,O,O,X,X,O,O,X,O,O,X
SIJOTZL,O,O,X,X,O,O,X,O,X,X
SIJOLTZ,O,O,X,X,O,O,X,O,X,X
SIJOLZT,X,X,X,X,X,X,X,O,X,X
SIJOZTL,X,O,X,X,O,X,X,O,X,X
SIJOZLT,X,X,X,X,X,X,X,O,X,X
SIZTLJO,X,X,X,O,X,X,X,O,O,X
SIZTLOJ,X,X,X,O,X,X,X,X,X,X
SIZTJLO,X,X,X,O,X,X,X,O,O,X
SIZTJOL,X,X,X,O,X,X,X,O,X,X
SIZTOLJ,X,X,X,O,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,X,X,X,X,X
SIZLTJO,X,X,X,O,X,X,X,O,X,X
SIZLTOJ,X,X,X,O,X,X,X,X,X,X
SIZLJTO,X,X,X,O,X,X,X,O,X,X
SIZLJOT,X,X,X,O,X,X,X,O,X,X
SIZLOTJ,X,X,X,O,X,X,X,X,X,X
SIZLOJT,X,X,X,O,X,X,X,O,X,X
SIZJTLO,X,X,X,O,X,X,X,O,O,X
SIZJTOL,X,X,X,O,X,X,X,O,X,X
SIZJLTO,X,X,X,O,X,X,X,O,X,X
SIZJLOT,X,X,X,O,X,X,X,O,X,X
SIZJOTL,X,X,X,O,X,X,X,O,X,X
SIZJOLT,X,X,X,O,X,X,X,O,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,X,X,X,X,X,X
SIZOLJT,X,X,X,O,X,X,X,O,X,X
SIZOJTL,X,X,X,O,X,X,X,O,X,X
SIZOJLT,X,X,X,O,X,X,X,O,X,X
SIOTLJZ,O,O,X,X,O,O,X,X,O,X
SIOTLZJ,O,O,X,X,O,X,O,X,X,X
SIOTJLZ,O,O,X,X,O,O,X,X,O,X
SIOTJZL,O,O,X,X,O,O,X,X,X,X
SIOTZLJ,O,O,X,X,O,X,O,X,X,X
SIOTZJL,O,O,X,X,O,X,O,X,X,X
SIOLTJZ,O,O,X,X,O,O,X,X,X,X
SIOLTZJ,O,O,X,X,O,X,O,X,X,X
SIOLJTZ,O,O,X,X,O,O,X,O,X,X
SIOLJZT,X,X,X,X,X,X,X,O,X,X
SIOLZTJ,X,X,X,O,O,X,O,X,X,X
SIOLZJT,X,X,X,O,X,X,X,O,X,X
SIOJTLZ,O,O,X,X,O,O,X,O,O,X
SIOJTZL,O,O,X,X,O,O,X,O,X,X
SIOJLTZ,O,O,X,X,O,O,X,O,X,X
SIOJLZT,X,X,X,X,X,X,X,O,X,X
SIOJZTL,X,O,X,X,O,X,X,O,X,X
SIOJZLT,X,X,X,X,X,X,X,O,X,X
SIOZTLJ,X,O,X,O,O,X,O,X,X,X
SIOZTJL,X,O,X,O,O,X,O,X,X,X
SIOZLTJ,X,X,X,O,O,X,O,X,X,X
SIOZLJT,X,X,X,O,X,X,X,O,X,X
SIOZJTL,X,O,X,O,O,X,O,O,X,X
SIOZJLT,X,X,X,O,X,X,X,O,X,X
SLTIJZO,O,X,X,X,X,O,X,O,O,X
SLTIJOZ,X,O,X,X,O,O,X,O,O,X
SLTIZJO,O,X,X,O,X,X,X,O,O,X
SLTIZOJ,O,X,X,O,X,X,X,X,X,X
SLTIOJZ,X,O,X,X,O,O,X,X,O,X
SLTIOZJ,X,O,X,X,O,X,O,X,X,X
SLTJIZO,O,X,X,X,X,O,X,O,O,X
SLTJIOZ,X,O,X,X,O,O,X,O,O,X
SLTJZIO,O,X,X,X,X,X,X,O,O,O
SLTJZOI,O,O,O,X,O,X,X,O,X,X
SLTJOIZ,O,O,O,X,O,X,X,O,O,X
SLTJOZI,O,O,O,X,O,X,X,O,X,X
SLTZIJO,O,X,X,O,X,X,X,O,O,O
SLTZIOJ,O,X,X,O,X,X,X,X,X,X
SLTZJIO,O,X,X,X,X,X,X,O,O,O
SLTZJOI,O,O,O,X,O,X,O,O,X,X
SLTZOIJ,O,O,O,X,O,X,O,X,X,X
SLTZOJI,O,O,O,X,O,X,O,O,X,X
SLTOIJZ,O,O,O,X,O,X,X,X,O,X
SLTOIZJ,O,O,X,X,O,X,O,X,X,X
SLTOJIZ,O,O,O,X,O,X,X,O,O,X
SLTOJZI,O,O,O,X,O,X,X,O,X,X
SLTOZIJ,O,O,O,X,O,X,O,X,X,X
SLTOZJI,O,O,O,X,O,X,O,O,X,X
SLITJZO,O,X,X,X,X,O,X,O,O,X
SLITJOZ,X,O,X,X,O,O,X,O,O,X
SLITZJO,O,X,X,O,X,X,X,O,O,X
SLITZOJ,O,X,X,O,X,X,X,X,X,X
SLITOJZ,X,O,X,X,O,O,X,X,O,X
SLITOZJ,X,O,X,X,O,X,O,X,X,X
SLIJTZO,O,X,X,X,X,O,X,O,O,X
SLIJTOZ,X,O,X,X,X,O,X,O,O,X
SLIJZTO,O,X,X,O,X,X,X,O,X,X
SLIJZOT,O,X,X,O,X,X,X,O,X,X
SLIJOTZ,O,O,X,X,X,O,X,O,X,X
SLIJOZT,X,X,X,X,X,X,X,O,X,X
SLIZTJO,X,X,X,O,X,X,X,O,X,X
SLIZTOJ,X,X,X,O,X,X,X,X,X,X
SLIZJTO,X,X,X,O,X,X,X,O,X,X
SLIZJOT,X,X,X,O,X,X,X,O,X,X
SLIZOTJ,X,X,X,O,X,X,X,X,X,X
SLIZOJT,X,X,X,O,X,X,X,O,X,X
SLIOTJZ,O,O,X,X,O,O,X,X,X,X
SLIOTZJ,O,O,X,X,O,X,O,X,X,X
SLIOJTZ,O,O,X,X,O,O,X,O,X,X
SLIOJZT,X,X,X,X,X,X,X,O,X,X
SLIOZTJ,X,X,X,O,O,X,O,X,X,X
SLIOZJT,X,X,X,O,X,X,X,O,X,X
SLJTIZO,O,X,X,X,X,O,X,O,O,X
SLJTIOZ,X,O,X,X,O,O,X,O,O,X
SLJTZIO,O,X,X,X,X,X,X,O,O,O
SLJTZOI,O,O,O,X,O,X,X,O,X,X
SLJTOIZ,O,O,O,X,O,X,X,O,O,X
SLJTOZI,O,O,O,X,O,X,X,O,X,X
SLJITZO,O,X,X,X,X,O,X,O,O,X
SLJITOZ,X,O,X,X,X,O,X,O,O,X
SLJIZTO,O,X,X,O,X,X,X,O,X,X
SLJIZOT,O,X,X,O,X,X,X,O,X,X
SLJIOTZ,O,O,X,X,X,O,X,O,X,X
SLJIOZT,X,X,X,X,X,X,X,O,X,X
SLJZTIO,O,X,X,X,X,X,X,O,O,O
SLJZTOI,O,O,O,X,X,X,X,O,X,X
SLJZITO,O,X,X,O,X,X,X,O,X,X
SLJZIOT,O,X,X,O,X,X,X,O,X,X
SLJZOTI,O,O,O,X,X,X,X,O,X,X
SLJZOIT,O,X,X,X,X,X,X,O,X,X
SLJOTIZ,O,O,O,X,O,X,X,O,O,X
SLJOTZI,O,O,O,X,O,X,X,O,X,X
SLJOITZ,O,O,X,X,O,X,X,O,X,X
SLJOIZT,X,X,X,X,X,X,X,O,X,X
SLJOZTI,O,O,O,X,X,X,X,O,X,X
SLJOZIT,O,X,X,X,X,X,X,O,X,X
SLZTIJO,X,X,X,O,X,X,X,O,O,O
SLZTIOJ,X,X,X,O,X,X,X,X,X,X
SLZTJIO,X,X,X,X,X,X,X,O,O,O
SLZTJOI,X,O,O,X,O,X,O,O,X,X
SLZTOIJ,X,O,O,X,O,X,O,X,X,X
SLZTOJI,X,O,O,X,O,X,O,O,X,X
SLZITJO,X,X,X,O,X,X,X,O,X,X
SLZITOJ,X,X,X,O,X,X,X,X,X,X
SLZIJTO,X,X,X,O,X,X,X,O,X,X
SLZIJOT,X,X,X,O,X,X,X,O,X,X
SLZIOTJ,X,X,X,O,X,X,X,X,X,X
SLZIOJT,X,X,X,O,X,X,X,O,X,X
SLZJTIO,O,X,X,X,X,X,X,O,O,O
SLZJTOI,O,O,O,X,X,X,X,O,X,X
SLZJITO,O,X,X,O,X,X,X,O,X,X
SLZJIOT,O,X,X,O,X,X,X,O,X,X
SLZJOTI,O,O,O,X,X,X,X,O,X,X
SLZJOIT,O,X,X,X,X,X,X,O,X,X
SLZOTIJ,X,O,O,X,O,X,O,X,X,X
SLZOTJI,X,O,O,X,O,X,O,O,X,X
SLZOITJ,X,X,X,O,O,X,O,X,X,X
SLZOIJT,X,X,X,O,X,X,X,O,X,X
SLZOJTI,X,O,O,X,X,X,X,O,X,X
SLZOJIT,X,X,X,X,X,X,X,O,X,X
SLOTIJZ,O,O,O,X,O,X,X,X,O,X
SLOTIZJ,O,O,X,X,O,X,O,X,X,X
SLOTJIZ,O,O,O,X,O,X,X,O,O,X
SLOTJZI,O,O,O,X,O,X,X,O,X,X
SLOTZIJ,O,O,O,X,O,X,O,X,X,X
SLOTZJI,O,O,O,X,O,X,O,O,X,X
SLOITJZ,O,O,X,X,O,X,X,X,X,X
SLOITZJ,O,O,X,X,O,X,O,X,X,X
SLOIJTZ,O,O,X,X,O,X,X,O,X,X
SLOIJZT,X,X,X,X,X,X,X,O,X,X
SLOIZTJ,X,X,X,O,O,X,O,X,X,X
SLOIZJT,X,X,X,O,X,X,X,O,X,X
SLOJTIZ,O,O,O,X,O,X,X,O,O,X
SLOJTZI,O,O,O,X,O,X,X,O,X,X
SLOJITZ,O,O,X,X,O,X,X,O,X,X
SLOJIZT,X,X,X,X,X,X,X,O,X,X
SLOJZTI,O,O,O,X,X,X,X,O,X,X
SLOJZIT,O,X,X,X,X,X,X,O,X,X
SLOZTIJ,X,O,O,X,O,X,O,X,X,X
SLOZTJI,X,O,O,X,O,X,O,O,X,X
SLOZITJ,X,X,X,O,O,X,O,X,X,X
SLOZIJT,X,X,X,O,X,X,X,O,X,X
SLOZJTI,X,O,O,X,X,X,X,O,X,X
SLOZJIT,X,X,X,X,X,X,X,O,X,X
SJTILZO,O,X,X,X,X,O,X,O,O,X
SJTILOZ,X,O,X,X,O,O,X,O,O,X
SJTIZLO,O,X,X,X,X,O,X,O,O,X
SJTIZOL,O,X,X,X,X,O,X,O,X,X
SJTIOLZ,X,O,X,X,O,O,X,O,O,X
SJTIOZL,X,O,X,X,O,O,X,O,X,X
SJTLIZO,O,X,X,X,X,O,X,O,O,X
SJTLIOZ,X,O,X,X,O,O,X,O,O,X
SJTLZIO,O,X,X,X,X,X,X,O,O,O
SJTLZOI,O,O,O,X,O,X,X,O,X,X
SJTLOIZ,O,O,O,X,O,X,X,O,O,X
SJTLOZI,O,O,O,X,O,X,X,O,X,X
SJTZILO,O,X,X,X,X,X,X,O,O,O
SJTZIOL,O,X,X,X,X,X,X,O,X,X
SJTZLIO,O,X,X,X,X,X,X,O,O,O
SJTZLOI,O,O,O,X,O,X,X,O,X,X
SJTZOIL,O,O,O,X,O,X,X,O,X,X
SJTZOLI,O,O,O,X,O,X,X,O,X,X
SJTOILZ,O,O,O,X,O,X,X,O,O,X
SJTOIZL,O,O,X,X,O,X,X,O,X,X
SJTOLIZ,O,O,O,X,O,X,X,O,O,X
SJTOLZI,O,O,O,X,O,X,X,O,X,X
SJTOZIL,O,O,O,X,O,X,X,O,X,X
SJTOZLI,O,O,O,X,O,X,X,O,X,X
SJITLZO,O,X,X,X,X,O,X,O,O,X
SJITLOZ,X,O,X,X,O,O,X,O,O,X
SJITZLO,O,X,X,X,X,O,X,O,O,X
SJITZOL,O,X,X,X,X,O,X,O,X,X
SJITOLZ,X,O,X,X,O,O,X,O,O,X
SJITOZL,X,O,X,X,O,O,X,O,X,X
SJILTZO,O,X,X,X,X,O,X,O,O,X
SJILTOZ,X,O,X,X,X,O,X,O,O,X
SJILZTO,O,X,X,O,X,X,X,O,X,X
SJILZOT,O,X,X,O,X,X,X,O,X,X
SJILOTZ,O,O,X,X,X,O,X,O,X,X
SJILOZT,X,X,X,X,X,X,X,O,X,X
SJIZTLO,O,X,X,O,X,X,X,O,O,X
SJIZTOL,O,X,X,O,X,X,X,O,X,X
SJIZLTO,O,X,X,O,X,X,X,O,X,X
SJIZLOT,O,X,X,O,X,X,X,O,X,X
SJIZOTL,X,X,X,O,X,X,X,O,X,X
SJIZOLT,O,X,X,O,X,X,X,O,X,X
SJIOTLZ,O,O,X,X,O,O,X,O,O,X
SJIOTZL,O,O,X,X,O,O,X,O,X,X
SJIOLTZ,O,O,X,X,O,O,X,O,X,X
SJIOLZT,X,X,X,X,X,X,X,O,X,X
SJIOZTL,X,O,X,X,O,X,X,O,X,X
SJIOZLT,X,X,X,X,X,X,X,O,X,X
SJLTIZO,O,X,X,X,X,O,X,O,O,X
SJLTIOZ,X,O,X,X,O,O,X,O,O,X
SJLTZIO,O,X,X,X,X,X,X,O,O,O
SJLTZOI,O,O,O,X,O,X,X,O,X,X
SJLTOIZ,O,O,O,X,O,X,X,O,O,X
SJLTOZI,O,O,O,X,O,X,X,O,X,X
SJLITZO,O,X,X,X,X,O,X,O,O,X
SJLITOZ,X,O,X,X,X,O,X,O,O,X
SJLIZTO,O,X,X,O,X,X,X,O,X,X
SJLIZOT,O,X,X,O,X,X,X,O,X,X
SJLIOTZ,O,O,X,X,X,O,X,O,X,X
SJLIOZT,X,X,X,X,X,X,X,O,X,X
SJLZTIO,O,X,X,X,X,X,X,O,O,O
SJLZTOI,O,O,O,X,X,X,X,O,X,X
SJLZITO,O,X,X,O,X,X,X,O,X,X
SJLZIOT,O,X,X,O,X,X,X,O,X,X
SJLZOTI,O,O,O,X,X,X,X,O,X,X
SJLZOIT,O,X,X,X,X,X,X,O,X,X
SJLOTIZ,O,O,O,X,O,X,X,O,O,X
SJLOTZI,O,O,O,X,O,X,X,O,X,X
SJLOITZ,O,O,X,X,O,X,X,O,X,X
SJLOIZT,X,X,X,X,X,X,X,O,X,X
SJLOZTI,O,O,O,X,X,X,X,O,X,X
SJLOZIT,O,X,X,X,X,X,X,O,X,X
SJZTILO,O,X,X,X,X,X,X,O,O,O
SJZTIOL,O,X,X,X,X,X,X,O,X,X
SJZTLIO,O,X,X,X,X,X,X,O,O,O
SJZTLOI,O,O,O,X,O,X,X,O,X,X
SJZTOIL,O,O,O,X,O,X,X,O,X,X
SJZTOLI,O,O,O,X,O,X,X,O,X,X
SJZITLO,O,X,X,O,X,X,X,O,O,O
SJZITOL,O,X,X,O,X,X,X,O,X,X
SJZILTO,O,X,X,O,X,X,X,O,X,X
SJZILOT,O,X,X,O,X,X,X,O,X,X
SJZIOTL,X,X,X,O,X,X,X,O,X,X
SJZIOLT,O,X,X,O,X,X,X,O,X,X
SJZLTIO,O,X,X,X,X,X,X,O,O,O
SJZLTOI,O,O,O,X,X,X,X,O,X,X
SJZLITO,O,X,X,O,X,X,X,O,X,X
SJZLIOT,O,X,X,O,X,X,X,O,X,X
SJZLOTI,O,O,O,X,X,X,X,O,X,X
SJZLOIT,O,X,X,X,X,X,X,O,X,X
SJZOTIL,O,O,O,X,O,X,X,O,X,X
SJZOTLI,O,O,O,X,O,X,X,O,X,X
SJZOITL,X,O,O,O,O,X,X,O,X,X
SJZOILT,O,X,X,O,X,X,X,O,X,X
SJZOLTI,O,O,O,X,X,X,X,O,X,X
SJZOLIT,O,X,X,X,X,X,X,O,X,X
SJOTILZ,O,O,O,X,O,X,X,O,O,X
SJOTIZL,O,O,X,X,O,X,X,O,X,X
SJOTLIZ,O,O,O,X,O,X,X,O,O,X
SJOTLZI,O,O,O,X,O,X,X,O,X,X
SJOTZIL,O,O,O,X,O,X,X,O,X,X
SJOTZLI,O,O,O,X,O,X,X,O,X,X
SJOITLZ,O,O,O,X,O,X,X,O,O,X
SJOITZL,O,O,X,X,O,X,X,O,X,X
SJOILTZ,O,O,X,X,O,X,X,O,X,X
SJOILZT,X,X,X,X,X,X,X,O,X,X
SJOIZTL,X,O,O,X,O,X,X,O,X,X
SJOIZLT,X,X,X,X,X,X,X,O,X,X
SJOLTIZ,O,O,O,X,O,X,X,O,O,X
SJOLTZI,O,O,O,X,O,X,X,O,X,X
SJOLITZ,O,O,X,X,O,X,X,O,X,X
SJOLIZT,X,X,X,X,X,X,X,O,X,X
SJOLZTI,O,O,O,X,X,X,X,O,X,X
SJOLZIT,O,X,X,X,X,X,X,O,X,X
SJOZTIL,O,O,O,X,O,X,X,O,X,X
SJOZTLI,O,O,O,X,O,X,X,O,X,X
SJOZITL,X,O,O,X,O,X,X,O,X,X
SJOZILT,O,X,X,X,X,X,X,O,X,X
SJOZLTI,O,O,O,X,X,X,X,O,X,X
SJOZLIT,O,X,X,X,X,X,X,O,X,X
SZTILJO,X,X,X,O,X,X,X,O,O,O
SZTILOJ,X,X,X,O,X,X,X,X,X,X
SZTIJLO,X,X,X,O,X,X,X,O,O,O
SZTIJOL,X,X,X,O,X,X,X,O,X,X
