sequence,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBTeB?GiBlmBXoBSyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBTeB?lmBftB6tBGsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBGiB?/oBlmBzsB6tB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBGiB?TjBlmBXoBSyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFumB3iB?5oBihBFjBzsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhF+iBKjB?3hB5oBlmBzsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFzdBumB?lnBXtB5oBirB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFSiBTjB?xmBlmBGtBXtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFTjBxmB?6mBGtB/sBFtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFCeB3hB?xnBToBlmBWyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhF6jBRiB?/mBFiBusBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFzdB3hB?6sBOtB5oBlrB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFSjB3hB?xnBlmBusBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFWjB3hB?xnBlmBCtBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFGeB3hB?xnBznBlmBSyB
ZSLOIJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZSLOJTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZSLOJIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZSJTILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZSJTIOL,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZSJTLIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJTLOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJTOIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJTOLI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSJITLO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZSJITOL,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZSJILTO,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
ZSJILOT,X,O,X,X,O,X,X,O,X,O,O,X,X,O,O
ZSJIOTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSJIOLT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
ZSJLTIO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZSJLTOI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZSJLITO,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
ZSJLIOT,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O
ZSJLOTI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZSJLOIT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZSJOTIL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZSJOTLI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSJOITL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSJOILT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
ZSJOLTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSOTIJL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOTLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTJIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOTJLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZSOITLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSOITJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOILTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZSOILJT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
ZSOIJTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSOIJLT,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
ZSOLTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZSOLIJT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
ZSOLJTI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZSOLJIT,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
ZSOJTIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSOJTLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZSOJITL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSOJILT,X,X,X,X,O,O,X,X,X,O,O,X,O,X,X
ZSOJLTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJLIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOTILJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTIJLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTISJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOTLJSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOTJISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOTJLSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTJSIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSILJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOTSIJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOITLJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOITJLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOITSJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOILTJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOILJTS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOILJST,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X
ZOILSTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOILSJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
ZOIJTLS,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOIJTSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOIJLST,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
ZOIJSTL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOIJSLT,X,X,X,X,O,O,X,O,O,X,O,X,O,O,X
ZOISTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOISTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOISLJT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
ZOISJTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOISJLT,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
ZOLTIJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOLTJSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOLIJTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLIJST,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X
ZOLISTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOLISJT,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O
ZOLJTIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJTSI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOLJITS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJIST,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
ZOLJSTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOLJSIT,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
ZOLSTIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOLSIJT,O,X,X,X,O,X,X,X,X,X,X,X,O,O,O
ZOLSJTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOLSJIT,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
ZOJTILS,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOJTISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOJTLSI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJITLS,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOJITSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJILTS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOJILST,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
ZOJISTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOJISLT,X,X,X,X,O,O,X,O,O,O,O,X,O,X,X
ZOJLTIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLTSI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOJLITS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOJLIST,X,X,X,X,O,O,X,O,O,X,O,O,X,X,X
ZOJLSTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOJLSIT,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
ZOJSTIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOJSTLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOJSITL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOJSILT,X,X,X,X,O,O,X,O,O,O,O,X,O,X,X
ZOJSLTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOSTILJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOSTIJL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSTLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTJIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSTJLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSITLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOSITJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOSILJT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
ZOSIJTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOSIJLT,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
ZOSLTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZOSLIJT,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O
ZOSLJTI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOSLJIT,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
ZOSJTIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOSJTLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSJITL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOSJILT,X,X,X,X,O,O,X,X,X,O,O,X,O,X,X
ZOSJLTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OTILJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILJZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTILZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIJLSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIJLZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTIJZLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIJZSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISLZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTISJLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTISZJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTIZLJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIZJLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIZJSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIZSJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJISZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTLJSIZ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLJZIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTLJZSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLZIJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTLZJSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTJISLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTJIZSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTJLSIZ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTJLZSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJSILZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJSLZI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJSZIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSZLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTJZISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTJZLSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJZSIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZSLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSILJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSIJLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSIZJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSJLZI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSJZIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSZILJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSZIJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZILJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZIJLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZIJSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZISLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZISJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZLIJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTZLJSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTZJISL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZJLIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTZJLSI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZJSIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZJSLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZSILJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZSIJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZSJLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OITLJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITLZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITJLSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITJLZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITJZLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITSLJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSLZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITSJLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITSZJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITZLJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITZJLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITZSLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITZSJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILTJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILTZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILJTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OILJSTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X
OILJZTS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OILJZST,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X
OILSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILSJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
OILSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILSZJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
OILZTJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILZTSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILZJTS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OILZJST,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X
OILZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILZSJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
OIJTLSZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OIJTLZS,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OIJTSLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
