sequence,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbBTeBlhBR?qBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhFTeB0fBlhBR?qBfrBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhF0cBTeBigBR?qBFrBGqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhF0cBTeB6kBx?lBlqBfrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex7IvhFTeBmfBfmBl?hB6kB0qB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kB/?qBFmBmqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8JeU7IvhFTeBlhBRlB/?kBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbB1hBTeBx?lBarBGqB
LIZTOJS,O,O,X,X,X,X,O,O,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,O,O,X,O,X,X
LIZJTSO,X,O,X,X,O,X,X,O,X,X,X,X
LIZJTOS,O,O,X,X,O,X,X,O,X,X,X,X
LIZJSTO,O,O,X,X,O,O,X,X,X,X,X,X
LIZJSOT,O,O,X,X,O,O,X,X,X,X,X,X
LIZJOTS,O,O,X,X,O,X,X,O,X,X,X,X
LIZJOST,O,O,X,X,O,O,X,X,X,O,X,X
LIZSTJO,O,X,O,X,X,O,O,X,X,O,X,X
LIZSTOJ,O,X,O,X,X,O,O,X,X,O,X,X
LIZSJTO,O,X,O,X,X,O,X,X,X,X,X,X
LIZSJOT,O,X,O,X,X,O,X,X,X,O,X,X
LIZSOTJ,O,X,O,X,X,O,O,X,X,O,X,X
LIZSOJT,O,O,O,X,X,O,X,X,X,O,X,X
LIZOTJS,O,O,X,X,X,X,O,O,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,O,O,X,O,X,X
LIZOJTS,O,O,X,X,O,X,X,O,X,X,X,X
LIZOJST,O,O,X,X,O,O,X,X,X,O,X,X
LIZOSTJ,O,X,O,X,X,O,O,X,X,O,X,X
LIZOSJT,O,O,O,X,X,O,X,X,X,O,X,X
LIOTJSZ,X,O,X,O,X,X,O,O,X,X,X,O
LIOTJZS,O,O,X,X,O,X,O,O,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,O,O,X,O,X,O
LIOTSZJ,O,X,O,O,X,O,O,O,X,O,X,O
LIOTZJS,O,O,X,X,X,X,O,O,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,O,O,X,O,X,X
LIOJTSZ,X,O,X,O,X,X,X,O,X,X,X,O
LIOJTZS,O,O,X,X,O,X,X,O,X,X,X,X
LIOJSTZ,O,O,X,O,X,X,X,O,X,O,X,O
LIOJSZT,O,O,O,O,O,X,X,X,X,O,X,O
LIOJZTS,O,O,X,X,O,X,X,O,X,X,X,X
LIOJZST,O,O,X,X,O,X,X,X,X,O,X,X
LIOSTJZ,O,X,X,O,X,X,O,O,X,O,X,O
LIOSTZJ,O,X,O,O,X,O,O,O,X,O,X,O
LIOSJTZ,O,O,X,O,X,X,X,O,X,O,X,O
LIOSJZT,O,O,O,O,O,X,X,X,X,O,X,O
LIOSZTJ,O,X,O,O,X,O,O,X,X,O,X,O
LIOSZJT,O,O,O,O,X,O,X,X,X,O,X,O
LIOZTJS,O,O,X,X,X,X,O,O,X,X,X,X
LIOZTSJ,O,X,X,X,X,X,O,O,X,O,X,X
LIOZJTS,O,O,X,X,O,X,X,O,X,X,X,X
LIOZJST,O,O,X,X,O,O,X,X,X,O,X,X
LIOZSTJ,O,X,O,X,X,O,O,X,X,O,X,X
LIOZSJT,O,O,O,X,X,O,X,X,X,O,X,X
LJTISZO,X,O,X,X,X,X,X,O,X,X,O,O
LJTISOZ,X,O,X,X,X,X,X,O,X,X,O,O
LJTIZSO,X,O,X,X,O,X,X,O,X,X,X,X
LJTIZOS,O,O,X,X,O,X,X,O,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,O,X,X,O,O
LJTIOZS,O,O,X,X,O,X,X,O,X,X,X,X
LJTSIZO,O,O,X,X,X,X,X,O,X,X,X,O
LJTSIOZ,O,O,X,X,X,X,X,O,X,X,X,O
LJTSZIO,O,O,O,X,O,X,X,X,X,X,X,X
LJTSZOI,O,O,O,X,O,X,X,X,X,X,X,O
LJTSOIZ,O,O,X,X,X,X,X,O,X,X,X,O
LJTSOZI,O,O,O,X,O,X,X,X,X,X,X,O
LJTZISO,X,O,X,X,O,X,X,O,X,X,X,X
LJTZIOS,O,O,X,X,O,X,X,O,X,X,X,X
LJTZSIO,O,O,X,X,O,X,X,X,X,X,X,X
LJTZSOI,O,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,O,X,X,O,X,X,O,X,X,X,X
LJTZOSI,O,O,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,X,O,X,X,O,O
LJTOIZS,O,O,X,X,O,X,X,O,X,X,X,X
LJTOSIZ,O,O,X,X,X,X,X,O,X,X,X,O
LJTOSZI,O,O,O,X,O,X,X,X,X,X,X,O
LJTOZIS,O,O,X,X,O,X,X,O,X,X,X,X
LJTOZSI,O,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,X,X,O,X,X,O,O
LJITSOZ,X,O,X,X,X,X,X,O,X,X,O,O
LJITZSO,X,O,X,X,O,X,X,O,X,X,X,X
LJITZOS,O,O,X,X,O,X,X,O,X,X,X,X
LJITOSZ,X,O,X,X,X,X,X,O,X,X,O,O
LJITOZS,O,O,X,X,O,X,X,O,X,X,X,X
LJISTZO,O,O,X,X,X,X,X,O,X,O,X,O
LJISTOZ,O,O,X,X,X,X,X,O,X,O,X,O
LJISZTO,O,O,O,X,O,X,X,X,X,X,X,O
LJISZOT,O,O,O,X,O,X,X,X,X,O,X,O
LJISOTZ,O,O,X,X,X,X,X,O,X,O,X,O
LJISOZT,O,O,O,X,O,X,X,X,X,O,X,O
LJIZTSO,X,O,X,X,O,X,X,O,X,X,X,X
LJIZTOS,O,O,X,X,O,X,X,O,X,X,X,X
LJIZSTO,O,O,X,X,O,X,X,X,X,X,X,X
LJIZSOT,O,O,X,X,O,X,X,X,X,X,X,X
LJIZOTS,O,O,X,X,O,X,X,O,X,X,X,X
LJIZOST,O,O,X,X,O,X,X,X,X,O,X,X
LJIOTSZ,X,O,X,X,X,X,X,O,X,X,O,O
LJIOTZS,O,O,X,X,O,X,X,O,X,X,X,X
LJIOSTZ,O,O,X,X,X,X,X,O,X,O,X,O
LJIOSZT,O,O,O,X,O,X,X,X,X,O,X,O
LJIOZTS,O,O,X,X,O,X,X,O,X,X,X,X
LJIOZST,O,O,X,X,O,X,X,X,X,O,X,X
LJSTIZO,O,O,X,X,X,X,X,O,X,O,X,O
LJSTIOZ,O,O,X,X,X,X,X,O,X,O,X,O
LJSTZIO,O,O,O,X,O,X,X,X,X,O,X,X
LJSTZOI,O,O,O,X,O,X,X,X,X,O,X,O
LJSTOIZ,O,O,X,X,X,X,X,O,X,O,X,O
LJSTOZI,O,O,O,X,O,X,X,X,X,O,X,O
LJSITZO,O,O,X,X,X,X,X,O,X,O,X,O
LJSITOZ,O,O,X,X,X,X,X,O,X,O,X,O
LJSIZTO,O,O,O,X,O,X,X,X,X,X,X,O
LJSIZOT,O,O,O,X,O,X,X,X,X,O,X,O
LJSIOTZ,O,O,X,X,X,X,X,O,X,O,X,O
LJSIOZT,O,O,O,X,O,X,X,X,X,O,X,O
LJSZTIO,O,O,O,X,O,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,O,X,X,X,X,X,X,O
LJSZITO,O,O,O,X,O,X,X,X,X,X,X,O
LJSZIOT,O,O,O,X,O,X,X,X,X,O,X,O
LJSZOTI,O,O,O,X,O,X,X,X,X,X,X,O
LJSZOIT,O,O,O,X,O,X,X,X,X,O,X,O
LJSOTIZ,O,O,X,X,X,X,X,O,X,O,X,O
LJSOTZI,O,O,O,X,O,X,X,X,X,O,X,O
LJSOITZ,O,O,X,X,X,X,X,O,X,O,X,O
LJSOIZT,O,O,O,X,O,X,X,X,X,O,X,O
LJSOZTI,O,O,O,X,O,X,X,X,X,X,X,O
LJSOZIT,O,O,O,X,O,X,X,X,X,O,X,O
LJZTISO,X,O,X,X,O,X,X,O,X,X,X,X
LJZTIOS,O,O,X,X,O,X,X,O,X,X,X,X
LJZTSIO,O,O,X,X,O,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,O,X,X,X,X,X,X,X
LJZTOIS,O,O,X,X,O,X,X,O,X,X,X,X
LJZTOSI,O,O,X,X,O,X,X,X,X,X,X,X
LJZITSO,X,O,X,X,O,X,X,O,X,X,X,X
LJZITOS,O,O,X,X,O,X,X,O,X,X,X,X
LJZISTO,O,O,X,X,O,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,O,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,O,X,X,O,X,X,X,X
LJZIOST,O,O,X,X,O,X,X,X,X,O,X,X
LJZSTIO,O,O,X,X,O,X,X,X,O,X,X,X
LJZSTOI,O,O,X,X,O,X,X,X,O,X,X,X
LJZSITO,O,O,X,X,O,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,O,X,X,X,X,O,X,X
LJZSOTI,O,O,X,X,O,X,X,X,O,X,X,X
LJZSOIT,O,O,X,X,O,X,X,X,X,O,X,X
LJZOTIS,O,O,X,X,O,X,X,O,X,X,X,X
LJZOTSI,O,O,X,X,O,X,X,X,X,X,X,X
LJZOITS,O,O,X,X,O,X,X,O,X,X,X,X
LJZOIST,O,O,X,X,O,X,X,X,X,O,X,X
LJZOSTI,O,O,X,X,O,X,X,X,O,X,X,X
LJZOSIT,O,O,X,X,O,X,X,X,X,O,X,X
LJOTISZ,X,O,X,X,X,X,X,O,X,X,O,O
LJOTIZS,O,O,X,X,O,X,X,O,X,X,X,X
LJOTSIZ,O,O,X,X,X,X,X,O,X,X,X,O
LJOTSZI,O,O,O,X,O,X,X,X,X,X,X,O
LJOTZIS,O,O,X,X,O,X,X,O,X,X,X,X
LJOTZSI,O,O,X,X,O,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,X,X,O,X,X,O,O
LJOITZS,O,O,X,X,O,X,X,O,X,X,X,X
LJOISTZ,O,O,X,X,X,X,X,O,X,O,X,O
LJOISZT,O,O,O,X,O,X,X,X,X,O,X,O
LJOIZTS,O,O,X,X,O,X,X,O,X,X,X,X
LJOIZST,O,O,X,X,O,X,X,X,X,O,X,X
LJOSTIZ,O,O,X,X,X,X,X,O,X,O,X,O
LJOSTZI,O,O,O,X,O,X,X,X,X,O,X,O
LJOSITZ,O,O,X,X,X,X,X,O,X,O,X,O
LJOSIZT,O,O,O,X,O,X,X,X,X,O,X,O
LJOSZTI,O,O,O,X,O,X,X,X,X,X,X,O
LJOSZIT,O,O,O,X,O,X,X,X,X,O,X,O
LJOZTIS,O,O,X,X,O,X,X,O,X,X,X,X
LJOZTSI,O,O,X,X,O,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,O,X,X,O,X,X,X,X
LJOZIST,O,O,X,X,O,X,X,X,X,O,X,X
LJOZSTI,O,O,X,X,O,X,X,X,O,X,X,X
LJOZSIT,O,O,X,X,O,X,X,X,X,O,X,X
LSTIJZO,O,X,X,O,X,X,X,O,X,O,X,O
LSTIJOZ,O,X,X,O,X,X,X,O,X,O,X,O
LSTIZJO,O,X,O,X,X,X,X,O,X,O,X,X
LSTIZOJ,O,X,O,O,X,X,X,O,X,O,X,O
LSTIOJZ,O,X,X,O,X,X,X,O,X,O,X,O
LSTIOZJ,O,X,O,O,X,X,X,O,X,O,X,O
LSTJIZO,O,X,X,X,X,X,X,O,X,O,X,O
LSTJIOZ,O,X,X,X,X,X,X,O,X,O,X,O
LSTJZIO,O,X,O,X,O,X,X,X,X,O,X,X
LSTJZOI,O,X,O,X,O,X,X,X,X,O,X,O
LSTJOIZ,O,X,X,X,X,X,X,O,X,O,X,O
LSTJOZI,O,X,O,X,O,X,X,X,X,O,X,O
LSTZIJO,O,X,O,X,X,X,X,X,X,O,X,X
LSTZIOJ,O,X,O,X,X,X,X,X,X,O,X,X
LSTZJIO,O,X,O,X,X,X,X,X,X,O,X,X
LSTZJOI,O,X,O,X,X,X,X,X,X,O,X,X
LSTZOIJ,O,X,O,O,X,X,X,X,X,O,X,O
LSTZOJI,O,X,O,X,X,X,X,X,X,O,X,O
LSTOIJZ,O,X,X,O,X,X,X,O,X,O,X,O
LSTOIZJ,O,X,O,O,X,X,X,O,X,O,X,O
LSTOJIZ,O,X,X,X,X,X,X,O,X,O,X,O
LSTOJZI,O,X,O,X,O,X,X,X,X,O,X,O
LSTOZIJ,O,X,O,O,X,X,X,X,X,O,X,O
LSTOZJI,O,X,O,X,X,X,X,X,X,O,X,O
LSITJZO,O,X,X,O,X,X,O,O,X,O,X,O
LSITJOZ,O,X,X,O,X,X,O,O,X,O,X,O
LSITZJO,O,X,O,X,X,X,O,O,X,O,X,X
LSITZOJ,O,X,O,O,X,X,O,O,X,O,X,O
LSITOJZ,O,X,X,O,X,X,O,O,X,O,X,O
LSITOZJ,O,X,O,O,X,X,O,O,X,O,X,O
LSIJTZO,O,O,X,O,X,X,X,O,X,O,X,O
LSIJTOZ,O,O,X,O,X,X,X,O,X,O,X,O
LSIJZTO,O,O,O,O,O,X,X,X,X,X,X,O
LSIJZOT,O,O,O,O,O,X,X,X,X,O,X,O
LSIJOTZ,O,O,X,O,X,X,X,O,X,O,X,O
LSIJOZT,O,O,O,O,O,X,X,X,X,O,X,O
LSIZTJO,O,X,O,X,X,X,O,X,X,O,X,X
LSIZTOJ,O,X,O,O,X,X,O,X,X,O,X,O
LSIZJTO,O,X,O,O,X,X,X,X,X,X,X,O
LSIZJOT,O,X,O,O,X,X,X,X,X,O,X,O
LSIZOTJ,O,X,O,O,X,X,O,X,X,O,X,O
LSIZOJT,O,O,O,O,X,X,X,X,X,O,X,O
LSIOTJZ,O,X,X,O,X,X,O,O,X,O,X,O
LSIOTZJ,O,X,O,O,X,X,O,O,X,O,X,O
LSIOJTZ,O,O,X,O,X,X,X,O,X,O,X,O
LSIOJZT,O,O,O,O,O,X,X,X,X,O,X,O
LSIOZTJ,O,X,O,O,X,X,O,X,X,O,X,O
LSIOZJT,O,O,O,O,X,X,X,X,X,O,X,O
LSJTIZO,O,O,X,X,X,X,X,O,X,O,X,O
LSJTIOZ,O,O,X,X,X,X,X,O,X,O,X,O
LSJTZIO,O,O,O,X,O,X,X,X,X,O,X,X
LSJTZOI,O,O,O,X,O,X,X,X,X,O,X,O
LSJTOIZ,O,O,X,X,X,X,X,O,X,O,X,O
LSJTOZI,O,O,O,X,O,X,X,X,X,O,X,O
LSJITZO,O,O,X,X,X,X,X,O,X,O,X,O
LSJITOZ,O,O,X,X,X,X,X,O,X,O,X,O
LSJIZTO,O,O,O,X,O,X,X,X,X,X,X,O
LSJIZOT,O,O,O,X,O,X,X,X,X,O,X,O
LSJIOTZ,O,O,X,X,X,X,X,O,X,O,X,O
LSJIOZT,O,O,O,X,O,X,X,X,X,O,X,O
LSJZTIO,O,O,O,X,O,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,O,X,X,X,X,X,X,O
LSJZITO,O,O,O,X,O,X,X,X,X,X,X,O
LSJZIOT,O,O,O,X,O,X,X,X,X,O,X,O
LSJZOTI,O,O,O,X,O,X,X,X,X,X,X,O
LSJZOIT,O,O,O,X,O,X,X,X,X,O,X,O
LSJOTIZ,O,O,X,X,X,X,X,O,X,O,X,O
LSJOTZI,O,O,O,X,O,X,X,X,X,O,X,O
LSJOITZ,O,O,X,X,X,X,X,O,X,O,X,O
LSJOIZT,O,O,O,X,O,X,X,X,X,O,X,O
LSJOZTI,O,O,O,X,O,X,X,X,X,X,X,O
LSJOZIT,O,O,O,X,O,X,X,X,X,O,X,O
LSZTIJO,O,X,O,X,X,X,X,X,X,O,X,X
LSZTIOJ,O,X,O,X,X,X,X,X,X,O,X,X
LSZTJIO,O,X,O,X,X,X,X,X,X,O,X,X
LSZTJOI,O,X,O,X,X,X,X,X,X,O,X,X
LSZTOIJ,O,X,O,O,X,X,X,X,X,O,X,O
LSZTOJI,O,X,O,X,X,X,X,X,X,O,X,O
LSZITJO,O,X,O,X,X,X,O,X,X,O,X,X
LSZITOJ,O,X,O,O,X,X,O,X,X,O,X,O
LSZIJTO,O,X,O,O,X,X,X,X,X,X,X,O
LSZIJOT,O,X,O,O,X,X,X,X,X,O,X,O
LSZIOTJ,O,X,O,O,X,X,O,X,X,O,X,O
LSZIOJT,O,O,O,O,X,X,X,X,X,O,X,O
LSZJTIO,O,O,O,X,X,X,X,X,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X,X,X,X,X,O
LSZJITO,O,O,O,X,X,X,X,X,X,X,X,O
LSZJIOT,O,O,O,X,X,X,X,X,X,O,X,O
LSZJOTI,O,O,O,X,X,X,X,X,X,X,X,O
LSZJOIT,O,O,O,X,X,X,X,X,X,O,X,O
LSZOTIJ,O,X,O,O,X,X,X,X,X,O,X,O
LSZOTJI,O,X,O,X,X,X,X,X,X,O,X,O
LSZOITJ,O,X,O,O,X,X,O,X,X,O,X,O
LSZOIJT,O,O,O,O,X,X,X,X,X,O,X,O
LSZOJTI,O,O,O,X,X,X,X,X,X,X,X,O
LSZOJIT,O,O,O,X,X,X,X,X,X,O,X,O
LSOTIJZ,O,X,X,O,X,X,X,O,X,O,X,O
LSOTIZJ,O,X,O,O,X,X,X,O,X,O,X,O
LSOTJIZ,O,X,X,X,X,X,X,O,X,O,X,O
LSOTJZI,O,X,O,X,O,X,X,X,X,O,X,O
LSOTZIJ,O,X,O,O,X,X,X,X,X,O,X,O
LSOTZJI,O,X,O,X,X,X,X,X,X,O,X,O
LSOITJZ,O,X,X,O,X,X,O,O,X,O,X,O
LSOITZJ,O,X,O,O,X,X,O,O,X,O,X,O
LSOIJTZ,O,O,X,O,X,X,X,O,X,O,X,O
LSOIJZT,O,O,O,O,O,X,X,X,X,O,X,O
LSOIZTJ,O,X,O,O,X,X,O,X,X,O,X,O
LSOIZJT,O,O,O,O,X,X,X,X,X,O,X,O
LSOJTIZ,O,O,X,X,X,X,X,O,X,O,X,O
LSOJTZI,O,O,O,X,O,X,X,X,X,O,X,O
LSOJITZ,O,O,X,X,X,X,X,O,X,O,X,O
LSOJIZT,O,O,O,X,O,X,X,X,X,O,X,O
LSOJZTI,O,O,O,X,O,X,X,X,X,X,X,O
LSOJZIT,O,O,O,X,O,X,X,X,X,O,X,O
LSOZTIJ,O,X,O,O,X,X,X,X,X,O,X,O
LSOZTJI,O,X,O,X,X,X,X,X,X,O,X,O
LSOZITJ,O,X,O,O,X,X,O,X,X,O,X,O
LSOZIJT,O,O,O,O,X,X,X,X,X,O,X,O
LSOZJTI,O,O,O,X,X,X,X,X,X,X,X,O
LSOZJIT,O,O,O,X,X,X,X,X,X,O,X,O
LZTIJSO,X,X,X,X,X,X,X,O,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,O,X,X,X,X
LZTISJO,X,X,X,X,X,X,X,O,X,X,X,X
LZTISOJ,X,X,X,X,X,X,X,O,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,O,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,O,X,O,X,X
LZTJISO,X,O,X,X,O,X,X,O,X,X,X,X
LZTJIOS,O,O,X,X,O,X,X,O,X,X,X,X
LZTJSIO,O,O,X,X,O,X,X,X,X,X,X,X
LZTJSOI,O,O,X,X,O,X,X,X,X,X,X,X
LZTJOIS,O,O,X,X,O,X,X,O,X,X,X,X
LZTJOSI,O,O,X,X,O,X,X,X,X,X,X,X
LZTSIJO,O,X,O,X,X,X,X,X,X,X,X,X
LZTSIOJ,O,X,O,X,X,X,X,X,X,O,X,X
LZTSJIO,O,X,O,X,X,X,X,X,X,X,X,X
LZTSJOI,O,X,O,X,X,X,X,X,X,X,X,X
LZTSOIJ,O,X,O,X,X,X,X,X,X,O,X,X
LZTSOJI,O,X,O,X,X,X,X,X,X,X,X,X
LZTOIJS,O,O,X,X,X,X,X,O,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X,O,X,O,X,X
LZTOJIS,O,O,X,X,O,X,X,O,X,X,X,X
LZTOJSI,O,O,X,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,X,O,X,X,X,X,X,X,O,X,X
LZTOSJI,O,X,O,X,X,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,X,O,O,X,X,X,X
LZITJOS,X,X,X,X,X,X,O,O,X,X,X,X
LZITSJO,X,X,X,X,X,X,O,O,X,X,X,X
LZITSOJ,X,X,X,X,X,X,O,O,X,X,X,X
LZITOJS,O,O,X,X,X,X,O,O,X,X,X,X
LZITOSJ,O,X,X,X,X,X,O,O,X,O,X,X
LZIJTSO,X,O,X,X,O,X,X,O,X,X,X,X
LZIJTOS,O,O,X,X,O,X,X,O,X,X,X,X
LZIJSTO,O,O,X,X,O,O,X,X,X,X,X,X
LZIJSOT,O,O,X,X,O,O,X,X,X,X,X,X
LZIJOTS,O,O,X,X,O,X,X,O,X,X,X,X
LZIJOST,O,O,X,X,O,O,X,X,X,O,X,X
LZISTJO,O,X,O,X,X,O,O,X,X,O,X,X
LZISTOJ,O,X,O,X,X,O,O,X,X,O,X,X
LZISJTO,O,X,O,X,X,O,X,X,X,X,X,X
LZISJOT,O,X,O,X,X,O,X,X,X,O,X,X
LZISOTJ,O,X,O,X,X,O,O,X,X,O,X,X
LZISOJT,O,O,O,X,X,O,X,X,X,O,X,X
LZIOTJS,O,O,X,X,X,X,O,O,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,O,O,X,O,X,X
LZIOJTS,O,O,X,X,O,X,X,O,X,X,X,X
LZIOJST,O,O,X,X,O,O,X,X,X,O,X,X
LZIOSTJ,O,X,O,X,X,O,O,X,X,O,X,X
LZIOSJT,O,O,O,X,X,O,X,X,X,O,X,X
LZJTISO,X,O,X,X,O,X,X,O,X,X,X,X
LZJTIOS,O,O,X,X,O,X,X,O,X,X,X,X
LZJTSIO,O,O,X,X,O,X,X,X,X,X,X,X
LZJTSOI,O,O,X,X,O,X,X,X,X,X,X,X
LZJTOIS,O,O,X,X,O,X,X,O,X,X,X,X
LZJTOSI,O,O,X,X,O,X,X,X,X,X,X,X
LZJITSO,X,O,X,X,O,X,X,O,X,X,X,X
LZJITOS,O,O,X,X,O,X,X,O,X,X,X,X
LZJISTO,O,O,X,X,O,O,X,X,X,X,X,X
LZJISOT,O,O,X,X,O,O,X,X,X,X,X,X
LZJIOTS,O,O,X,X,O,X,X,O,X,X,X,X
LZJIOST,O,O,X,X,O,O,X,X,X,O,X,X
LZJSTIO,O,O,X,X,O,X,X,X,O,X,X,X
LZJSTOI,O,O,X,X,O,X,X,X,O,X,X,X
LZJSITO,O,O,X,X,O,X,X,X,X,X,X,X
LZJSIOT,O,O,X,X,O,X,X,X,X,O,X,X
LZJSOTI,O,O,X,X,O,X,X,X,O,X,X,X
LZJSOIT,O,O,X,X,O,X,X,X,X,O,X,X
LZJOTIS,O,O,X,X,O,X,X,O,X,X,X,X
LZJOTSI,O,O,X,X,O,X,X,X,X,X,X,X
LZJOITS,O,O,X,X,O,X,X,O,X,X,X,X
LZJOIST,O,O,X,X,O,O,X,X,X,O,X,X
LZJOSTI,O,O,X,X,O,X,X,X,O,X,X,X
LZJOSIT,O,O,X,X,O,X,X,X,X,O,X,X
LZSTIJO,O,X,O,X,X,X,X,X,O,O,X,X
LZSTIOJ,O,X,O,X,X,X,X,X,O,O,X,X
LZSTJIO,O,X,O,X,X,X,X,X,O,O,X,X
LZSTJOI,O,X,O,X,X,X,X,X,O,O,X,X
LZSTOIJ,O,X,O,X,X,X,X,X,O,O,X,X
LZSTOJI,O,X,O,X,X,X,X,X,O,O,X,X
LZSITJO,O,X,O,X,X,X,O,X,X,O,X,X
LZSITOJ,O,X,O,X,X,X,O,X,X,O,X,X
LZSIJTO,O,X,O,X,X,X,X,X,X,X,X,X
LZSIJOT,O,X,O,X,X,X,X,X,X,O,X,X
LZSIOTJ,O,X,O,X,X,X,O,X,X,O,X,X
LZSIOJT,O,O,O,X,X,X,X,X,X,O,X,X
LZSJTIO,O,O,O,X,X,X,X,X,O,X,X,X
LZSJTOI,O,O,O,X,X,X,X,X,O,X,X,X
LZSJITO,O,O,O,X,X,X,X,X,X,X,X,X
LZSJIOT,O,O,O,X,X,X,X,X,X,O,X,X
LZSJOTI,O,O,O,X,X,X,X,X,O,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,X,O,X,X
LZSOTIJ,O,X,O,X,X,X,X,X,O,O,X,X
LZSOTJI,O,X,O,X,X,X,X,X,O,O,X,X
LZSOITJ,O,X,O,X,X,X,O,X,X,O,X,X
LZSOIJT,O,O,O,X,X,X,X,X,X,O,X,X
LZSOJTI,O,O,O,X,X,X,X,X,O,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X,X,O,X,X
LZOTIJS,O,O,X,X,X,X,X,O,X,X,X,X
LZOTISJ,O,X,X,X,X,X,X,O,X,O,X,X
LZOTJIS,O,O,X,X,O,X,X,O,X,X,X,X
LZOTJSI,O,O,X,X,O,X,X,X,X,X,X,X
LZOTSIJ,O,X,O,X,X,X,X,X,X,O,X,X
LZOTSJI,O,X,O,X,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,O,O,X,X,X,X
LZOITSJ,O,X,X,X,X,X,O,O,X,O,X,X
LZOIJTS,O,O,X,X,O,X,X,O,X,X,X,X
LZOIJST,O,O,X,X,O,O,X,X,X,O,X,X
LZOISTJ,O,X,O,X,X,O,O,X,X,O,X,X
LZOISJT,O,O,O,X,X,O,X,X,X,O,X,X
LZOJTIS,O,O,X,X,O,X,X,O,X,X,X,X
LZOJTSI,O,O,X,X,O,X,X,X,X,X,X,X
LZOJITS,O,O,X,X,O,X,X,O,X,X,X,X
LZOJIST,O,O,X,X,O,O,X,X,X,O,X,X
LZOJSTI,O,O,X,X,O,X,X,X,O,X,X,X
LZOJSIT,O,O,X,X,O,X,X,X,X,O,X,X
LZOSTIJ,O,X,O,X,X,X,X,X,O,O,X,X
LZOSTJI,O,X,O,X,X,X,X,X,O,O,X,X
LZOSITJ,O,X,O,X,X,X,O,X,X,O,X,X
LZOSIJT,O,O,O,X,X,X,X,X,X,O,X,X
LZOSJTI,O,O,O,X,X,X,X,X,O,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X,X,O,X,X
LOTIJSZ,X,O,X,O,X,X,X,O,X,X,X,O
LOTIJZS,O,O,X,X,O,X,X,O,X,X,X,X
LOTISJZ,O,X,X,O,X,X,X,O,X,O,X,O
LOTISZJ,O,X,O,O,X,O,X,O,X,O,X,O
LOTIZJS,O,O,X,X,X,X,X,O,X,X,X,X
LOTIZSJ,O,X,X,X,X,X,X,O,X,O,X,X
LOTJISZ,X,O,X,X,X,X,X,O,X,X,O,O
LOTJIZS,O,O,X,X,O,X,X,O,X,X,X,X
LOTJSIZ,O,O,X,X,X,X,X,O,X,X,X,O
LOTJSZI,O,O,O,X,O,X,X,X,X,X,X,O
LOTJZIS,O,O,X,X,O,X,X,O,X,X,X,X
LOTJZSI,O,O,X,X,O,X,X,X,X,X,X,X
