sequence,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlB/mBUiBtq?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF6gBzfBNnBxqBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF6gBzfBNnBxqB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBSmBNnB/qB0r?BmqB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBWmBNnB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBWmBNnBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlBNnBCmB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlBNnBCmBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBamBUiBfs?BWwB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfB0gB6mBNnB/q?B2wB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaB+gBNnBxqB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaB+gBNnBxqBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF0bBzfB9qBxmB3m?BywB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlB3hBOsBCr?BUrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBUhBOsBCr?B3rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBGhB8qBXn?BywB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBdmBUiBfs?BWwB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhFxgBNnB6lBmkBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhFxgBNnB6lBmkB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBUiBKrBfs?BuqB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaBNnBxlB+lB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF8fBtgB/qBxmBir?BzrB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaBNnBxlB+lBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhFRgBUiBXgB9qBTm?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhF/mBUiBxkBOlBtq?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhFXbBChBNnBUlBTm?BRwB
TLSOJIZ,O,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TLSOJZI,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZIJ,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZJI,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZIJSO,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TLZIJOS,X,X,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TLZISJO,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X
TLZISOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TLZIOJS,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TLZIOSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TLZJISO,O,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TLZJIOS,O,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X
TLZJSIO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZJSOI,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOIS,O,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
TLZJOSI,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZSIJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X
TLZSIOJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLZSJIO,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZSJOI,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOJI,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TLZOISJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X
TLZOJIS,O,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TLZOJSI,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZOSIJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZOSJI,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOIJSZ,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TLOIJZS,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TLOISJZ,O,O,O,X,O,O,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOISZJ,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TLOIZJS,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZSJ,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TLOJISZ,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TLOJIZS,O,O,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TLOJSIZ,O,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TLOJZSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLOSIZJ,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOSJIZ,O,O,O,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TLOSJZI,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOZISJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TLOZJIS,O,O,O,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,O,O,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJILSOZ,O,O,O,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TJILZSO,O,O,O,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
TJILZOS,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
TJILOSZ,O,O,O,X,X,X,X,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,O
TJILOZS,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TJISLZO,O,O,X,X,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJISLOZ,O,O,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJISZLO,O,O,X,X,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TJISZOL,O,O,O,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TJISOLZ,O,O,O,X,X,X,X,O,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TJISOZL,O,O,X,X,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
TJIZLSO,O,X,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
TJIZLOS,O,X,O,X,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
TJIZSLO,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TJIZSOL,O,O,O,X,X,X,O,O,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O
TJIZOLS,O,O,O,X,X,X,O,X,O,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TJIZOSL,O,X,O,X,X,X,O,O,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O
TJIOLSZ,O,O,O,X,X,X,X,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,O
TJIOLZS,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TJIOSLZ,O,O,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TJIOSZL,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TJIOZLS,O,O,O,X,X,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TJIOZSL,O,X,O,X,X,X,O,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O
TJLISZO,O,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJLISOZ,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,X,X,X,O,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
TJLIZOS,O,X,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
TJLIOSZ,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TJLIOZS,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TJLSIZO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJLSIOZ,X,X,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TJLSZIO,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,X,X,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJLSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TJLZIOS,X,X,X,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X
TJLZSIO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TJLZSOI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,X,X,X,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
TJLZOSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TJLOISZ,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TJLOIZS,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TJLOSIZ,X,O,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJLOSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,X,O,O,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJLOZSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJSILOZ,O,O,X,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TJSIZLO,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSIZOL,O,O,O,X,X,X,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TJSIOLZ,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TJSIOZL,O,O,X,X,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
TJSLIZO,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSLIOZ,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TJSLZIO,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSLOZI,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,X,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TJSZLIO,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,X,X,X,O,X,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TJSZOLI,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TJSOIZL,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJSOLIZ,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSOLZI,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJSOZLI,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,X,X,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
TJZILOS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O
TJZISLO,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
TJZISOL,O,O,O,X,X,X,O,O,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,O
TJZIOLS,O,O,O,X,O,X,O,X,O,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TJZIOSL,O,X,O,X,X,X,O,O,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,O
TJZLISO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TJZLIOS,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X
TJZLSIO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZLSOI,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TJZLOSI,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSILO,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJZSIOL,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,O
TJZSLIO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJZSOLI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,O,X,O,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TJZOISL,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TJZOLIS,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZOLSI,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJZOSLI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,O
TJOILZS,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TJOISLZ,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TJOISZL,O,O,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
TJOIZLS,O,O,O,X,O,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TJOIZSL,O,X,O,O,X,X,O,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O
TJOLISZ,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TJOLIZS,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TJOLSIZ,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJOLSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJOLZSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TJOSIZL,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJOSLIZ,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOSLZI,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,X,X,X,O,X,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TJOSZLI,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,O,O,X,O,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TJOZISL,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TJOZLIS,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOZLSI,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOZSLI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSILJOZ,X,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSILZJO,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X
TSILZOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSILOJZ,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSILOZJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSIJLZO,X,O,X,X,X,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSIJLOZ,X,O,X,X,X,O,X,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TSIJZLO,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIJZOL,X,O,O,X,X,X,X,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X
TSIJOLZ,X,O,O,X,X,O,X,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSIJOZL,X,O,X,X,X,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TSIZLJO,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
TSIZLOJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZJLO,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIZJOL,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIZOLJ,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZOJL,X,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIOLJZ,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSIOLZJ,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSIOJLZ,X,O,O,X,X,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,X,O,X,O,X,X,X,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOZJL,X,O,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSLIJZO,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X
TSLIJOZ,X,X,X,X,O,O,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TSLIZJO,X,X,X,X,O,O,X,X,O,X,O,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X
TSLIZOJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X
TSLIOJZ,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TSLIOZJ,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X
TSLJIZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSLJIOZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TSLJZIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSLJZOI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSLJOIZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSLJOZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X
TSLZIOJ,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSLZJIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
