sequence,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhFzgBUiB5oB3kBWs?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeOEJvhF8kBzgBqmB/nB5o?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhF3gBumB5oB1pB8q?BTsB,v115@EhB8IeA8IeA8AeC8AeE8Kel/IvhF3gBzhB5oB2pB8q?BSxB,v115@EhB8IeA8IeA8AeC8AeE8Kem/IvhFChB/nB5oBTkB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Ke0/IvhFlgB3hB5oB2pBTn?BCrB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFzfBWmB/nB5oB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFflBlgBumB5oB8q?BTsB
JOIZSLT,O,O,O,O,O,O,X,O
JOLTISZ,X,X,O,O,O,O,X,O
JOLTIZS,X,X,O,O,X,O,X,O
JOLTSIZ,X,X,O,O,O,O,X,O
JOLTSZI,X,X,O,O,O,O,X,O
JOLTZIS,X,X,O,O,X,O,X,O
JOLTZSI,X,X,O,O,X,O,X,O
JOLITSZ,X,X,O,O,O,O,X,O
JOLITZS,X,X,O,O,X,O,X,O
JOLISTZ,X,X,X,O,O,O,X,O
JOLISZT,X,X,X,O,O,O,X,O
JOLIZTS,X,X,O,O,X,O,X,O
JOLIZST,X,X,O,O,X,O,X,O
JOLSTIZ,X,X,X,O,O,O,X,O
JOLSTZI,X,X,X,O,O,O,X,O
JOLSITZ,X,X,X,O,O,O,X,O
JOLSIZT,X,X,X,O,O,O,X,O
JOLSZTI,X,X,X,O,O,O,X,O
JOLSZIT,X,X,X,O,O,O,X,O
JOLZTIS,X,X,O,O,X,O,X,O
JOLZTSI,X,X,O,O,X,O,X,O
JOLZITS,X,X,O,O,X,O,X,O
JOLZIST,X,X,O,O,X,O,X,O
JOLZSTI,X,X,O,O,X,O,X,O
JOLZSIT,X,X,O,O,X,O,X,O
JOSTILZ,O,X,O,X,O,O,X,X
JOSTIZL,O,X,O,X,O,O,X,X
JOSTLIZ,O,X,O,X,O,O,X,X
JOSTLZI,O,X,O,X,O,O,X,X
JOSTZIL,O,X,O,X,O,O,X,X
JOSTZLI,O,X,O,X,O,O,X,X
JOSITLZ,O,X,O,X,O,O,X,X
JOSITZL,O,X,O,X,O,O,X,X
JOSILTZ,O,X,X,X,O,O,X,O
JOSILZT,O,O,X,X,O,O,X,O
JOSIZTL,O,O,O,X,O,O,X,X
JOSIZLT,O,O,O,X,O,O,X,O
JOSLTIZ,O,X,X,X,O,O,X,O
JOSLTZI,O,X,X,X,O,O,X,O
JOSLITZ,O,X,X,X,O,O,X,O
JOSLIZT,O,O,X,X,O,O,X,O
JOSLZTI,O,O,X,X,O,O,X,O
JOSLZIT,O,O,X,X,O,O,X,O
JOSZTIL,O,O,O,X,O,O,X,X
JOSZTLI,O,O,O,X,O,O,X,X
JOSZITL,O,O,O,X,O,O,X,X
JOSZILT,O,O,O,X,O,O,X,O
JOSZLTI,O,O,O,X,O,O,X,O
JOSZLIT,O,O,O,X,O,O,X,O
JOZTILS,O,X,O,O,X,O,X,O
JOZTISL,O,O,O,O,O,O,X,X
JOZTLIS,O,X,O,O,X,O,X,O
JOZTLSI,O,X,O,O,X,O,X,O
JOZTSIL,O,O,O,O,O,O,X,X
JOZTSLI,O,O,O,O,O,O,X,X
JOZITLS,O,X,O,O,X,O,X,O
JOZITSL,O,O,O,O,O,O,X,X
JOZILTS,X,X,O,O,X,O,X,O
JOZILST,X,X,O,O,X,O,X,O
JOZISTL,O,O,O,O,O,O,X,X
JOZISLT,O,O,O,O,O,O,X,O
JOZLTIS,X,X,O,O,X,O,X,O
JOZLTSI,X,X,O,O,X,O,X,O
JOZLITS,X,X,O,O,X,O,X,O
JOZLIST,X,X,O,O,X,O,X,O
JOZLSTI,X,X,O,O,X,O,X,O
JOZLSIT,X,X,O,O,X,O,X,O
JOZSTIL,O,O,O,O,O,O,X,X
JOZSTLI,O,O,O,O,O,O,X,X
JOZSITL,O,O,O,O,O,O,X,X
JOZSILT,O,O,O,O,O,O,X,O
JOZSLTI,O,O,O,O,O,O,X,O
JOZSLIT,O,O,O,O,O,O,X,O
STILJZO,O,O,O,X,O,X,O,X
STILJOZ,O,O,X,X,O,X,O,X
STILZJO,O,O,O,X,O,X,O,X
STILZOJ,O,O,O,X,O,X,O,X
STILOJZ,O,O,O,X,O,X,O,X
STILOZJ,O,O,O,X,O,X,O,X
STIJLZO,O,O,O,X,O,X,O,X
STIJLOZ,O,O,X,X,O,X,O,X
STIJZLO,O,O,O,X,O,X,O,X
STIJZOL,O,O,O,X,X,X,X,X
STIJOLZ,O,X,X,X,O,X,O,X
STIJOZL,O,X,X,X,O,X,X,X
STIZLJO,O,O,O,X,O,X,O,X
STIZLOJ,O,O,O,X,O,X,O,X
STIZJLO,O,O,O,X,O,X,O,X
STIZJOL,O,O,O,X,O,X,X,X
STIZOLJ,O,O,O,X,O,X,X,X
STIZOJL,O,O,O,X,O,X,X,X
STIOLJZ,O,O,O,X,O,X,O,X
STIOLZJ,O,O,O,X,O,X,O,X
STIOJLZ,O,X,O,X,O,X,O,X
STIOJZL,O,X,O,X,O,X,X,X
STIOZLJ,O,O,O,X,O,X,X,X
STIOZJL,O,O,O,X,O,X,X,X
STLIJZO,O,O,O,X,O,X,O,X
STLIJOZ,O,O,X,X,O,X,O,X
STLIZJO,O,O,O,X,O,X,O,X
STLIZOJ,O,O,O,X,O,X,O,X
STLIOJZ,O,O,O,X,O,X,O,X
STLIOZJ,O,O,O,X,O,X,O,X
STLJIZO,O,O,O,X,O,X,O,X
STLJIOZ,O,O,X,X,O,X,O,X
STLJZIO,O,O,O,X,O,X,O,X
STLJZOI,O,O,O,X,X,X,O,X
STLJOIZ,O,O,X,X,O,X,O,X
STLJOZI,O,O,X,X,O,X,O,X
STLZIJO,O,O,O,X,O,X,O,X
STLZIOJ,O,O,O,X,O,X,O,X
STLZJIO,O,O,O,X,O,X,O,X
STLZJOI,O,O,O,X,X,X,O,X
STLZOIJ,O,O,O,X,O,X,O,X
STLZOJI,O,O,O,X,O,X,O,X
STLOIJZ,O,O,O,X,O,X,O,X
STLOIZJ,O,O,O,X,O,X,O,X
STLOJIZ,O,O,O,X,O,X,O,X
STLOJZI,O,O,O,X,O,X,O,X
STLOZIJ,O,O,O,X,O,X,O,X
STLOZJI,O,O,O,X,O,X,O,X
STJILZO,O,O,O,X,O,X,O,X
STJILOZ,O,O,X,X,O,X,O,X
STJIZLO,O,O,O,X,O,X,O,X
STJIZOL,O,O,O,X,X,X,X,X
STJIOLZ,O,X,X,X,O,X,O,X
STJIOZL,O,X,X,X,O,X,X,X
STJLIZO,O,O,O,X,O,X,O,X
STJLIOZ,O,O,X,X,O,X,O,X
STJLZIO,O,O,O,X,O,X,O,X
STJLZOI,O,O,O,X,X,X,O,X
STJLOIZ,O,O,X,X,O,X,O,X
STJLOZI,O,O,X,X,O,X,O,X
STJZILO,O,O,O,X,O,X,O,X
STJZIOL,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,X,O,X,O,X
STJZLOI,O,O,O,X,X,X,O,X
STJZOIL,O,O,O,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X
STJOILZ,O,X,X,X,O,X,O,X
STJOIZL,O,X,X,X,O,X,X,X
STJOLIZ,O,X,X,X,O,X,O,X
STJOLZI,O,X,X,X,O,X,O,X
STJOZIL,O,X,X,X,O,X,X,X
STJOZLI,O,X,X,X,O,X,X,X
STZILJO,O,O,O,X,O,X,O,X
STZILOJ,O,O,O,X,O,X,O,X
STZIJLO,O,O,O,X,O,X,O,X
STZIJOL,O,O,O,X,O,X,X,X
STZIOLJ,O,O,O,X,O,X,X,X
STZIOJL,O,O,O,X,O,X,X,X
STZLIJO,O,O,O,X,O,X,O,X
STZLIOJ,O,O,O,X,O,X,O,X
STZLJIO,O,O,O,X,O,X,O,X
STZLJOI,O,O,O,X,O,X,O,X
STZLOIJ,O,O,O,X,O,X,O,X
STZLOJI,O,O,O,X,O,X,O,X
STZJILO,O,O,O,X,O,X,O,X
STZJIOL,O,O,O,X,O,X,X,X
STZJLIO,O,O,O,X,O,X,O,X
STZJLOI,O,O,O,X,O,X,O,X
STZJOIL,O,O,O,X,O,X,X,X
STZJOLI,O,O,O,X,O,X,X,X
STZOILJ,O,O,O,X,O,X,X,X
STZOIJL,O,O,O,X,O,X,X,X
STZOLIJ,O,O,O,X,O,X,X,X
STZOLJI,O,O,O,X,O,X,X,X
STZOJIL,O,O,O,X,O,X,X,X
STZOJLI,O,O,O,X,O,X,X,X
STOILJZ,O,O,O,X,O,X,O,X
STOILZJ,O,O,O,X,O,X,O,X
STOIJLZ,O,X,O,X,O,X,O,X
STOIJZL,O,X,O,X,O,X,X,X
STOIZLJ,O,O,O,X,O,X,X,X
STOIZJL,O,O,O,X,O,X,X,X
STOLIJZ,O,O,O,X,O,X,O,X
STOLIZJ,O,O,O,X,O,X,O,X
STOLJIZ,O,O,O,X,O,X,O,X
STOLJZI,O,O,O,X,O,X,O,X
STOLZIJ,O,O,O,X,O,X,O,X
STOLZJI,O,O,O,X,O,X,O,X
STOJILZ,O,X,O,X,O,X,O,X
STOJIZL,O,X,O,X,O,X,X,X
STOJLIZ,O,X,O,X,O,X,O,X
STOJLZI,O,X,O,X,O,X,O,X
STOJZIL,O,X,O,X,O,X,X,X
STOJZLI,O,X,O,X,O,X,X,X
STOZILJ,O,O,O,X,O,X,X,X
STOZIJL,O,O,O,X,O,X,X,X
STOZLIJ,O,O,O,X,O,X,X,X
STOZLJI,O,O,O,X,O,X,X,X
STOZJIL,O,O,O,X,O,X,X,X
STOZJLI,O,O,O,X,O,X,X,X
SITLJZO,O,O,O,X,O,X,O,X
SITLJOZ,O,O,X,X,O,X,O,X
SITLZJO,O,O,O,X,O,X,O,X
SITLZOJ,O,O,O,X,O,X,O,X
SITLOJZ,O,O,O,X,O,X,O,X
SITLOZJ,O,O,O,X,O,X,O,X
SITJLZO,O,O,O,X,O,X,O,X
SITJLOZ,O,O,X,X,O,X,O,X
SITJZLO,O,O,O,X,O,X,O,X
SITJZOL,O,O,O,X,X,X,X,X
SITJOLZ,O,X,X,X,O,X,O,X
SITJOZL,O,X,X,X,O,X,X,X
SITZLJO,O,O,O,X,O,X,O,X
SITZLOJ,O,O,O,X,O,X,O,X
SITZJLO,O,O,O,X,O,X,O,X
SITZJOL,O,O,O,X,O,X,X,X
SITZOLJ,O,O,O,X,O,X,X,X
SITZOJL,O,O,O,X,O,X,X,X
SITOLJZ,O,O,O,X,O,X,O,X
SITOLZJ,O,O,O,X,O,X,O,X
SITOJLZ,O,X,O,X,O,X,O,X
SITOJZL,O,X,O,X,O,X,X,X
SITOZLJ,O,O,O,X,O,X,X,X
SITOZJL,O,O,O,X,O,X,X,X
SILTJZO,O,O,X,X,O,O,O,O
SILTJOZ,O,O,X,X,O,O,O,X
SILTZJO,O,O,X,X,O,O,O,O
SILTZOJ,O,O,X,X,O,X,O,O
SILTOJZ,O,O,X,X,O,O,O,O
SILTOZJ,O,O,X,X,O,X,O,O
SILJTZO,O,O,X,O,X,O,O,O
SILJTOZ,O,O,X,O,X,O,O,X
SILJZTO,O,O,X,O,X,O,X,O
SILJZOT,O,O,X,O,X,O,X,O
SILJOTZ,O,X,X,O,X,O,O,O
SILJOZT,O,O,X,O,X,O,X,O
SILZTJO,O,O,X,O,O,O,O,O
SILZTOJ,O,O,X,O,O,X,O,O
SILZJTO,O,O,X,O,X,O,X,O
SILZJOT,O,O,X,O,O,O,X,O
SILZOTJ,X,O,X,O,O,X,O,O
SILZOJT,X,O,X,O,O,X,X,O
SILOTJZ,O,O,X,X,O,O,O,O
SILOTZJ,O,O,X,X,O,X,O,O
SILOJTZ,O,X,X,O,O,O,O,O
SILOJZT,O,O,X,O,O,O,X,O
SILOZTJ,X,O,X,O,O,X,O,O
SILOZJT,X,O,X,O,O,X,X,O
SIJTLZO,O,O,O,O,O,X,O,X
SIJTLOZ,O,O,X,O,O,X,O,X
SIJTZLO,O,O,O,O,O,X,O,X
SIJTZOL,O,O,O,O,X,X,X,X
SIJTOLZ,O,X,X,X,O,X,O,X
SIJTOZL,O,X,X,X,O,X,X,X
SIJLTZO,O,O,X,O,X,O,O,O
SIJLTOZ,O,O,X,O,X,O,O,X
SIJLZTO,O,O,X,O,X,O,X,O
SIJLZOT,O,O,X,O,X,O,X,O
SIJLOTZ,O,X,X,O,X,O,O,X
SIJLOZT,O,O,X,O,X,O,X,O
SIJZTLO,O,O,O,O,O,O,X,X
SIJZTOL,O,O,O,O,O,O,X,X
SIJZLTO,O,O,O,O,X,O,X,O
SIJZLOT,O,O,X,O,O,O,X,O
SIJZOTL,O,O,O,O,O,O,X,X
SIJZOLT,O,O,X,O,O,O,X,X
SIJOTLZ,O,X,X,X,O,O,X,X
SIJOTZL,O,X,X,X,O,O,X,X
SIJOLTZ,O,X,X,X,O,O,X,X
SIJOLZT,O,O,X,X,O,O,X,X
SIJOZTL,O,O,X,X,O,O,X,X
SIJOZLT,O,O,X,X,O,O,X,X
SIZTLJO,O,O,O,O,O,X,O,X
SIZTLOJ,O,O,O,O,O,X,O,X
SIZTJLO,O,O,O,O,O,X,O,X
SIZTJOL,O,O,O,O,O,X,X,X
SIZTOLJ,O,O,O,O,O,X,X,X
SIZTOJL,O,O,O,X,O,X,X,X
SIZLTJO,O,O,O,O,O,X,O,O
SIZLTOJ,O,O,O,O,O,X,O,O
SIZLJTO,O,O,O,O,X,X,X,O
SIZLJOT,O,O,X,O,O,X,X,O
SIZLOTJ,X,O,O,O,O,X,O,O
SIZLOJT,X,O,O,O,O,X,X,O
SIZJTLO,O,O,O,O,O,X,X,X
SIZJTOL,O,O,O,O,O,X,X,X
SIZJLTO,O,O,O,O,X,X,X,O
SIZJLOT,O,O,X,O,O,X,X,O
SIZJOTL,O,O,O,O,O,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X
SIZOTLJ,X,O,O,O,O,X,X,X
SIZOTJL,X,O,O,X,O,X,X,X
SIZOLTJ,X,O,O,O,O,X,X,O
SIZOLJT,X,O,O,O,O,X,X,O
SIZOJTL,X,O,O,O,O,X,X,X
SIZOJLT,X,O,O,O,O,X,X,O
SIOTLJZ,O,O,O,X,O,O,O,X
SIOTLZJ,O,O,O,X,O,O,O,X
SIOTJLZ,O,X,O,X,O,O,O,X
SIOTJZL,O,X,O,X,O,O,X,X
SIOTZLJ,O,O,O,X,O,X,X,X
SIOTZJL,O,O,O,X,O,O,X,X
SIOLTJZ,O,O,X,X,O,O,O,O
SIOLTZJ,O,O,X,X,O,O,O,O
SIOLJTZ,O,X,X,X,O,O,O,O
SIOLJZT,O,O,X,X,O,O,X,O
SIOLZTJ,X,O,X,X,O,O,O,O
SIOLZJT,X,O,X,X,O,O,X,O
SIOJTLZ,O,X,O,X,O,O,X,X
SIOJTZL,O,X,O,X,O,O,X,X
SIOJLTZ,O,X,X,X,O,O,X,O
SIOJLZT,O,O,X,X,O,O,X,O
SIOJZTL,O,O,O,X,O,O,X,X
SIOJZLT,O,O,O,X,O,O,X,O
SIOZTLJ,X,O,O,X,O,X,X,X
SIOZTJL,X,O,O,X,O,O,X,X
SIOZLTJ,X,O,O,X,O,O,X,O
SIOZLJT,X,O,O,X,O,O,X,O
SIOZJTL,X,O,O,X,O,O,X,X
SIOZJLT,X,O,O,X,O,O,X,O
SLTIJZO,O,O,X,X,O,O,O,O
SLTIJOZ,O,O,X,X,O,O,O,X
SLTIZJO,O,O,X,X,O,O,O,O
SLTIZOJ,O,O,X,X,O,X,O,O
SLTIOJZ,O,O,X,X,O,O,O,O
SLTIOZJ,O,O,X,X,O,X,O,O
SLTJIZO,O,O,X,X,O,O,O,O
SLTJIOZ,O,O,X,X,O,O,O,X
SLTJZIO,O,O,X,X,O,O,O,O
SLTJZOI,O,O,X,X,X,O,O,O
SLTJOIZ,O,O,X,X,O,O,O,X
SLTJOZI,O,O,X,X,O,O,O,X
SLTZIJO,O,O,X,X,O,O,O,O
SLTZIOJ,O,O,X,X,O,X,O,O
SLTZJIO,O,O,X,X,O,O,O,O
SLTZJOI,O,O,X,X,X,O,O,O
SLTZOIJ,O,O,X,X,O,X,O,O
SLTZOJI,O,O,X,X,O,X,O,O
SLTOIJZ,O,O,X,X,O,O,O,O
SLTOIZJ,O,O,X,X,O,X,O,O
SLTOJIZ,O,O,X,X,O,O,O,O
SLTOJZI,O,O,X,X,O,O,O,O
SLTOZIJ,O,O,X,X,O,X,O,O
SLTOZJI,O,O,X,X,O,X,O,O
SLITJZO,O,O,X,X,O,O,O,O
SLITJOZ,O,O,X,X,O,O,O,X
SLITZJO,O,O,X,X,O,O,O,O
SLITZOJ,O,O,X,X,O,X,O,O
SLITOJZ,O,O,X,X,O,O,O,O
SLITOZJ,O,O,X,X,O,X,O,O
SLIJTZO,O,O,X,O,X,O,O,O
SLIJTOZ,O,O,X,O,X,O,O,X
SLIJZTO,O,O,X,O,X,O,X,O
SLIJZOT,O,O,X,O,X,O,X,O
SLIJOTZ,O,X,X,O,X,O,O,O
SLIJOZT,O,O,X,O,X,O,X,O
SLIZTJO,O,O,X,O,O,O,O,O
SLIZTOJ,O,O,X,O,O,X,O,O
SLIZJTO,O,O,X,O,X,O,X,O
SLIZJOT,O,O,X,O,O,O,X,O
SLIZOTJ,X,O,X,O,O,X,O,O
SLIZOJT,X,O,X,O,O,X,X,O
SLIOTJZ,O,O,X,X,O,O,O,O
SLIOTZJ,O,O,X,X,O,X,O,O
SLIOJTZ,O,X,X,O,O,O,O,O
SLIOJZT,O,O,X,O,O,O,X,O
SLIOZTJ,X,O,X,O,O,X,O,O
SLIOZJT,X,O,X,O,O,X,X,O
SLJTIZO,O,O,X,O,X,O,O,O
SLJTIOZ,O,O,X,O,X,O,O,X
SLJTZIO,O,O,X,O,X,O,O,O
SLJTZOI,O,O,X,O,X,O,O,O
SLJTOIZ,O,O,X,O,X,O,O,X
SLJTOZI,O,O,X,O,X,O,O,X
SLJITZO,O,O,X,O,X,O,O,O
SLJITOZ,O,O,X,O,X,O,O,X
SLJIZTO,O,O,X,O,X,O,X,O
SLJIZOT,O,O,X,O,X,O,X,O
SLJIOTZ,O,X,X,O,X,O,O,O
SLJIOZT,O,O,X,O,X,O,X,O
SLJZTIO,O,O,X,O,X,O,X,O
SLJZTOI,O,O,X,O,X,O,X,O
SLJZITO,O,O,X,O,X,O,X,O
SLJZIOT,O,O,X,O,X,O,X,O
SLJZOTI,O,O,X,O,X,O,X,O
SLJZOIT,O,O,X,O,X,O,X,O
SLJOTIZ,O,X,X,O,X,O,O,O
SLJOTZI,O,X,X,O,X,O,O,O
SLJOITZ,O,X,X,O,X,O,O,O
SLJOIZT,O,O,X,O,X,O,X,O
SLJOZTI,O,O,X,O,X,O,X,O
SLJOZIT,O,O,X,O,X,O,X,O
SLZTIJO,O,O,X,O,O,O,O,O
SLZTIOJ,O,O,X,O,O,X,O,O
SLZTJIO,O,O,X,O,O,O,O,O
SLZTJOI,O,O,X,O,O,O,O,O
SLZTOIJ,O,O,X,O,O,X,O,O
SLZTOJI,O,O,X,O,O,X,O,O
SLZITJO,O,O,X,O,O,O,O,O
SLZITOJ,O,O,X,O,O,X,O,O
SLZIJTO,O,O,X,O,X,O,X,O
SLZIJOT,O,O,X,O,O,O,X,O
SLZIOTJ,X,O,X,O,O,X,O,O
SLZIOJT,X,O,X,O,O,X,X,O
SLZJTIO,O,O,X,O,X,O,X,O
SLZJTOI,O,O,X,O,X,O,X,O
SLZJITO,O,O,X,O,X,O,X,O
SLZJIOT,O,O,X,O,O,O,X,O
SLZJOTI,O,O,X,O,O,O,X,O
SLZJOIT,O,O,X,O,O,O,X,O
SLZOTIJ,X,O,X,O,O,X,O,O
SLZOTJI,X,O,X,O,O,X,O,O
SLZOITJ,X,O,X,O,O,X,O,O
SLZOIJT,X,O,X,O,O,X,X,O
SLZOJTI,X,O,X,O,O,X,X,O
SLZOJIT,X,O,X,O,O,X,X,O
SLOTIJZ,O,O,X,X,O,O,O,O
SLOTIZJ,O,O,X,X,O,X,O,O
SLOTJIZ,O,O,X,X,O,O,O,O
SLOTJZI,O,O,X,X,O,O,O,O
SLOTZIJ,O,O,X,X,O,X,O,O
SLOTZJI,O,O,X,X,O,X,O,O
SLOITJZ,O,O,X,X,O,O,O,O
SLOITZJ,O,O,X,X,O,X,O,O
SLOIJTZ,O,X,X,O,O,O,O,O
SLOIJZT,O,O,X,O,O,O,X,O
SLOIZTJ,X,O,X,O,O,X,O,O
SLOIZJT,X,O,X,O,O,X,X,O
SLOJTIZ,O,X,X,O,O,O,O,O
SLOJTZI,O,X,X,O,O,O,O,O
SLOJITZ,O,X,X,O,O,O,O,O
SLOJIZT,O,O,X,O,O,O,X,O
SLOJZTI,O,O,X,O,O,O,X,O
SLOJZIT,O,O,X,O,O,O,X,O
SLOZTIJ,X,O,X,O,O,X,O,O
SLOZTJI,X,O,X,O,O,X,O,O
SLOZITJ,X,O,X,O,O,X,O,O
SLOZIJT,X,O,X,O,O,X,X,O
SLOZJTI,X,O,X,O,O,X,X,O
SLOZJIT,X,O,X,O,O,X,X,O
SJTILZO,O,O,O,O,O,X,O,X
SJTILOZ,O,O,X,O,O,X,O,X
SJTIZLO,O,O,O,O,O,X,O,X
SJTIZOL,O,O,O,O,X,X,X,X
SJTIOLZ,O,X,X,X,O,X,O,X
SJTIOZL,O,X,X,X,O,X,X,X
SJTLIZO,O,O,O,O,O,X,O,X
SJTLIOZ,O,O,X,O,O,X,O,X
SJTLZIO,O,O,O,O,O,X,O,X
SJTLZOI,O,O,O,O,X,X,O,X
SJTLOIZ,O,O,X,O,O,X,O,X
SJTLOZI,O,O,X,O,O,X,O,X
SJTZILO,O,O,O,O,O,X,O,X
SJTZIOL,O,O,O,O,X,X,X,X
SJTZLIO,O,O,O,O,O,X,O,X
SJTZLOI,O,O,O,O,X,X,O,X
SJTZOIL,O,O,O,O,X,X,X,X
SJTZOLI,O,O,O,O,X,X,X,X
SJTOILZ,O,X,X,X,O,X,O,X
SJTOIZL,O,X,X,X,O,X,X,X
SJTOLIZ,O,X,X,X,O,X,O,X
SJTOLZI,O,X,X,X,O,X,O,X
SJTOZIL,O,X,X,X,O,X,X,X
SJTOZLI,O,X,X,X,O,X,X,X
SJITLZO,O,O,O,O,O,X,O,X
SJITLOZ,O,O,X,O,O,X,O,X
SJITZLO,O,O,O,O,O,X,O,X
SJITZOL,O,O,O,O,X,X,X,X
SJITOLZ,O,X,X,X,O,X,O,X
SJITOZL,O,X,X,X,O,X,X,X
SJILTZO,O,O,X,O,X,O,O,O
SJILTOZ,O,O,X,O,X,O,O,X
SJILZTO,O,O,X,O,X,O,X,O
SJILZOT,O,O,X,O,X,O,X,O
SJILOTZ,O,X,X,O,X,O,O,X
SJILOZT,O,O,X,O,X,O,X,O
SJIZTLO,O,O,O,O,O,O,X,X
SJIZTOL,O,O,O,O,O,O,X,X
SJIZLTO,O,O,O,O,X,O,X,O
SJIZLOT,O,O,X,O,O,O,X,O
SJIZOTL,O,O,O,O,O,O,X,X
SJIZOLT,O,O,X,O,O,O,X,X
SJIOTLZ,O,X,X,X,O,O,X,X
SJIOTZL,O,X,X,X,O,O,X,X
SJIOLTZ,O,X,X,X,O,O,X,X
SJIOLZT,O,O,X,X,O,O,X,X
SJIOZTL,O,O,X,X,O,O,X,X
SJIOZLT,O,O,X,X,O,O,X,X
SJLTIZO,O,O,X,O,X,O,O,O
SJLTIOZ,O,O,X,O,X,O,O,X
SJLTZIO,O,O,X,O,X,O,O,O
SJLTZOI,O,O,X,O,X,O,O,O
SJLTOIZ,O,O,X,O,X,O,O,X
SJLTOZI,O,O,X,O,X,O,O,X
SJLITZO,O,O,X,O,X,O,O,O
SJLITOZ,O,O,X,O,X,O,O,X
SJLIZTO,O,O,X,O,X,O,X,O
SJLIZOT,O,O,X,O,X,O,X,O
SJLIOTZ,O,X,X,O,X,O,O,X
SJLIOZT,O,O,X,O,X,O,X,O
SJLZTIO,O,O,X,O,X,O,X,O
SJLZTOI,O,O,X,O,X,O,X,O
SJLZITO,O,O,X,O,X,O,X,O
SJLZIOT,O,O,X,O,X,O,X,O
SJLZOTI,O,O,X,O,X,O,X,O
SJLZOIT,O,O,X,O,X,O,X,O
SJLOTIZ,O,X,X,O,X,O,O,X
SJLOTZI,O,X,X,O,X,O,O,X
SJLOITZ,O,X,X,O,X,O,O,X
SJLOIZT,O,O,X,O,X,O,X,O
SJLOZTI,O,O,X,O,X,O,X,O
SJLOZIT,O,O,X,O,X,O,X,O
SJZTILO,O,O,O,O,O,O,X,X
SJZTIOL,O,O,O,O,O,O,X,X
SJZTLIO,O,O,O,O,O,O,X,X
SJZTLOI,O,O,O,O,O,O,X,X
SJZTOIL,O,O,O,O,O,O,X,X
SJZTOLI,O,O,O,O,O,O,X,X
SJZITLO,O,O,O,O,O,O,X,X
SJZITOL,O,O,O,O,O,O,X,X
SJZILTO,O,O,O,O,X,O,X,O
SJZILOT,O,O,X,O,O,O,X,O
SJZIOTL,O,O,O,O,O,O,X,X
SJZIOLT,O,O,X,O,O,O,X,X
SJZLTIO,O,O,O,O,X,O,X,O
SJZLTOI,O,O,O,O,X,O,X,O
SJZLITO,O,O,O,O,X,O,X,O
SJZLIOT,O,O,X,O,O,O,X,O
SJZLOTI,O,O,X,O,O,O,X,O
SJZLOIT,O,O,X,O,O,O,X,O
SJZOTIL,O,O,O,O,O,O,X,X
SJZOTLI,O,O,O,O,O,O,X,X
SJZOITL,O,O,O,O,O,O,X,X
SJZOILT,O,O,X,O,O,O,X,X
SJZOLTI,O,O,X,O,O,O,X,X
SJZOLIT,O,O,X,O,O,O,X,X
SJOTILZ,O,X,X,X,O,O,X,X
SJOTIZL,O,X,X,X,O,O,X,X
SJOTLIZ,O,X,X,X,O,O,X,X
SJOTLZI,O,X,X,X,O,O,X,X
SJOTZIL,O,X,X,X,O,O,X,X
SJOTZLI,O,X,X,X,O,O,X,X
SJOITLZ,O,X,X,X,O,O,X,X
SJOITZL,O,X,X,X,O,O,X,X
SJOILTZ,O,X,X,X,O,O,X,X
SJOILZT,O,O,X,X,O,O,X,X
SJOIZTL,O,O,X,X,O,O,X,X
SJOIZLT,O,O,X,X,O,O,X,X
SJOLTIZ,O,X,X,X,O,O,X,X
SJOLTZI,O,X,X,X,O,O,X,X
SJOLITZ,O,X,X,X,O,O,X,X
SJOLIZT,O,O,X,X,O,O,X,X
SJOLZTI,O,O,X,X,O,O,X,X
SJOLZIT,O,O,X,X,O,O,X,X
SJOZTIL,O,O,X,X,O,O,X,X
SJOZTLI,O,O,X,X,O,O,X,X
SJOZITL,O,O,X,X,O,O,X,X
SJOZILT,O,O,X,X,O,O,X,X
SJOZLTI,O,O,X,X,O,O,X,X
SJOZLIT,O,O,X,X,O,O,X,X
SZTILJO,O,O,O,O,O,X,O,X
SZTILOJ,O,O,O,O,O,X,O,X
SZTIJLO,O,O,O,O,O,X,O,X
SZTIJOL,O,O,O,O,O,X,X,X
SZTIOLJ,O,O,O,O,O,X,X,X
SZTIOJL,O,O,O,X,O,X,X,X
SZTLIJO,O,O,O,O,O,X,O,X
SZTLIOJ,O,O,O,O,O,X,O,X
SZTLJIO,O,O,O,O,O,X,O,X
SZTLJOI,O,O,O,O,O,X,O,X
SZTLOIJ,O,O,O,O,O,X,O,X
SZTLOJI,O,O,O,O,O,X,O,X
SZTJILO,O,O,O,O,O,X,O,X
SZTJIOL,O,O,O,O,O,X,X,X
SZTJLIO,O,O,O,O,O,X,O,X
SZTJLOI,O,O,O,O,O,X,O,X
SZTJOIL,O,O,O,O,O,X,X,X
