sequence,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhF6iBTeBclBm?hBXmBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhF8hBGeBamB3?iBTlBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je07IvhFxdBzhBCjBX?hB2qBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je38IvhF5iBTeBclBy?mBllBmrB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhFTeBclBXmBO?sB6sBlrB,v115@zgB8HeC8GeB8FeD8FeH8AeC8JeVBJvhFaiB5iBTeB0?gB2qBfsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8JefCJvhFxdBUhBCjBT?lBmlBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je3AJvhFcmBxiBmhBC?jBTlBFsB
SZTLJIO,O,O,X,X,X,X,X,X
SZTLJOI,O,O,X,X,X,X,X,X
SZTLOIJ,O,X,O,X,X,O,X,X
SZTLOJI,O,X,O,X,X,X,X,X
SZTJILO,O,O,X,X,O,X,X,O
SZTJIOL,O,O,X,X,O,X,X,O
SZTJLIO,O,O,X,X,O,X,X,X
SZTJLOI,O,O,X,X,O,X,X,X
SZTJOIL,O,O,X,X,O,X,X,X
SZTJOLI,O,O,X,X,O,X,X,X
SZTOILJ,O,X,X,X,X,O,X,O
SZTOIJL,O,O,X,X,O,X,X,O
SZTOLIJ,O,O,O,X,X,O,X,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,X,X,O,X,X,X
SZTOJLI,O,O,X,X,O,X,X,X
SZITLJO,O,X,X,X,X,X,X,O
SZITLOJ,O,X,X,X,X,O,X,O
SZITJLO,O,O,X,X,O,X,X,O
SZITJOL,O,O,X,X,O,X,X,O
SZITOLJ,O,X,X,X,X,O,X,O
SZITOJL,O,X,X,X,O,X,X,O
SZILTJO,O,O,X,X,X,X,X,O
SZILTOJ,O,X,X,X,X,O,X,O
SZILJTO,O,O,X,X,O,O,X,O
SZILJOT,O,O,X,X,O,O,X,O
SZILOTJ,O,X,X,X,X,O,X,X
SZILOJT,O,O,X,X,O,O,X,O
SZIJTLO,O,O,X,X,O,O,X,O
SZIJTOL,O,O,X,X,O,O,X,O
SZIJLTO,O,O,X,O,O,O,X,O
SZIJLOT,O,O,X,O,O,O,X,O
SZIJOTL,O,O,X,X,O,O,X,X
SZIJOLT,O,O,X,O,O,O,X,O
SZIOTLJ,O,X,X,X,X,O,X,O
SZIOTJL,O,O,X,X,O,X,X,O
SZIOLTJ,O,O,X,X,X,O,X,X
SZIOLJT,O,O,X,X,O,O,X,O
SZIOJTL,O,O,X,X,O,O,X,X
SZIOJLT,O,O,X,O,O,O,X,O
SZLTIJO,O,O,X,X,X,X,X,O
SZLTIOJ,O,X,X,X,X,O,X,O
SZLTJIO,O,O,X,X,X,X,X,X
SZLTJOI,O,O,X,X,X,X,X,X
SZLTOIJ,O,X,O,X,X,O,X,X
SZLTOJI,O,X,O,X,X,X,X,X
SZLITJO,O,O,X,X,X,X,X,O
SZLITOJ,O,X,X,X,X,O,X,O
SZLIJTO,O,O,X,X,O,O,X,O
SZLIJOT,O,O,X,X,O,O,X,O
SZLIOTJ,O,X,X,X,X,O,X,X
SZLIOJT,O,O,X,X,O,O,X,O
SZLJTIO,O,O,X,X,O,O,X,X
SZLJTOI,O,O,O,X,O,O,X,X
SZLJITO,O,O,X,X,O,O,X,X
SZLJIOT,O,O,X,X,O,O,X,X
SZLJOTI,O,O,X,X,O,O,X,X
SZLJOIT,O,O,X,X,O,O,X,X
SZLOTIJ,O,O,X,X,X,O,X,X
SZLOTJI,O,O,X,X,X,X,X,X
SZLOITJ,O,O,X,X,X,O,X,X
SZLOIJT,O,O,X,X,O,O,X,X
SZLOJTI,O,O,X,X,O,O,X,X
SZLOJIT,O,O,X,X,O,O,X,X
SZJTILO,O,O,X,X,O,O,X,O
SZJTIOL,O,O,X,X,O,O,X,O
SZJTLIO,O,O,X,X,O,O,X,X
SZJTLOI,O,O,O,X,O,O,X,X
SZJTOIL,O,O,X,X,O,O,X,X
SZJTOLI,O,O,O,X,O,O,X,X
SZJITLO,O,O,X,X,O,O,X,O
SZJITOL,O,O,X,X,O,O,X,O
SZJILTO,O,O,X,O,O,O,X,O
SZJILOT,O,O,X,O,O,O,X,O
SZJIOTL,O,O,X,X,O,O,X,X
SZJIOLT,O,O,X,O,O,O,X,O
SZJLTIO,O,O,X,O,O,O,X,X
SZJLTOI,O,O,O,O,O,O,X,X
SZJLITO,O,O,X,O,O,O,X,X
SZJLIOT,O,O,X,O,O,O,X,X
SZJLOTI,O,O,X,O,O,O,X,X
SZJLOIT,O,O,X,O,O,O,X,X
SZJOTIL,O,O,X,X,O,O,X,X
SZJOTLI,O,O,X,X,O,O,X,X
SZJOITL,O,O,X,X,O,O,X,X
SZJOILT,O,O,X,O,O,O,X,X
SZJOLTI,O,O,X,O,O,O,X,X
SZJOLIT,O,O,X,O,O,O,X,X
SZOTILJ,O,O,X,X,X,O,X,O
SZOTIJL,O,O,X,X,O,X,X,O
SZOTLIJ,O,O,X,X,X,O,X,X
SZOTLJI,O,O,X,X,X,X,X,X
SZOTJIL,O,O,X,X,O,X,X,X
SZOTJLI,O,O,X,X,O,X,X,X
SZOITLJ,O,X,X,X,X,O,X,O
SZOITJL,O,O,X,X,O,X,X,O
SZOILTJ,O,O,X,X,X,O,X,X
SZOILJT,O,O,X,X,O,O,X,O
SZOIJTL,O,O,X,X,O,O,X,X
SZOIJLT,O,O,X,O,O,O,X,O
SZOLTIJ,O,O,X,X,X,O,X,X
SZOLTJI,O,O,X,X,X,X,X,X
SZOLITJ,O,O,X,X,X,O,X,X
SZOLIJT,O,O,X,X,O,O,X,X
SZOLJTI,O,O,X,X,O,O,X,X
SZOLJIT,O,O,X,X,O,O,X,X
SZOJTIL,O,O,X,X,O,O,X,X
SZOJTLI,O,O,X,X,O,O,X,X
SZOJITL,O,O,X,X,O,O,X,X
SZOJILT,O,O,X,O,O,O,X,X
SZOJLTI,O,O,X,O,O,O,X,X
SZOJLIT,O,O,X,O,O,O,X,X
SOTILJZ,O,O,X,X,X,O,X,X
SOTILZJ,O,O,X,X,X,O,X,X
SOTIJLZ,O,O,X,X,X,O,X,X
SOTIJZL,O,O,X,X,X,O,X,X
SOTIZLJ,O,O,X,X,X,O,X,X
SOTIZJL,O,O,X,X,X,X,X,X
SOTLIJZ,O,O,X,X,X,O,X,X
SOTLIZJ,O,O,X,X,X,O,X,X
SOTLJIZ,O,O,X,X,X,O,X,X
SOTLJZI,O,O,X,X,X,O,X,X
SOTLZIJ,O,O,X,X,X,O,O,X
SOTLZJI,O,O,X,X,X,X,O,X
SOTJILZ,O,O,X,X,X,O,X,X
SOTJIZL,O,O,X,X,X,O,X,X
SOTJLIZ,O,O,X,X,X,O,X,X
SOTJLZI,O,O,X,X,X,O,X,X
SOTJZIL,O,O,X,X,O,O,X,X
SOTJZLI,O,O,X,X,O,O,X,X
SOTZILJ,O,O,X,X,X,O,O,X
SOTZIJL,O,O,X,X,O,X,X,X
SOTZLIJ,O,O,X,X,X,O,O,X
SOTZLJI,O,O,X,X,X,X,O,X
SOTZJIL,O,O,X,X,O,X,X,X
SOTZJLI,O,O,X,X,O,X,O,X
SOITLJZ,O,O,X,X,X,O,X,X
SOITLZJ,O,O,X,X,X,O,X,X
SOITJLZ,O,O,X,X,X,O,X,X
SOITJZL,O,O,X,X,X,O,X,X
SOITZLJ,O,O,X,X,X,O,X,X
SOITZJL,O,O,X,X,X,X,X,X
SOILTJZ,X,X,X,X,X,O,X,X
SOILTZJ,X,O,X,X,X,O,X,X
SOILJTZ,X,X,X,X,X,O,X,X
SOILJZT,X,O,X,X,X,O,X,X
SOILZTJ,X,O,X,X,X,O,X,X
SOILZJT,X,O,X,X,X,O,X,X
SOIJTLZ,X,O,X,X,X,O,X,X
SOIJTZL,X,O,X,X,X,O,X,X
SOIJLTZ,X,X,X,O,X,O,X,X
SOIJLZT,O,O,X,O,X,O,X,X
SOIJZTL,O,O,X,X,O,O,X,X
SOIJZLT,O,O,X,O,O,O,X,X
SOIZTLJ,O,X,X,X,X,O,X,X
SOIZTJL,O,O,X,X,O,X,X,X
SOIZLTJ,O,O,X,X,X,O,X,X
SOIZLJT,O,O,X,X,O,O,X,X
SOIZJTL,O,O,X,X,O,O,X,X
SOIZJLT,O,O,X,O,O,O,X,X
SOLTIJZ,O,O,X,X,X,O,X,X
SOLTIZJ,O,O,X,X,X,O,X,X
SOLTJIZ,O,O,X,X,X,O,X,X
SOLTJZI,O,O,X,X,X,O,X,X
SOLTZIJ,O,O,X,X,X,O,O,X
SOLTZJI,O,O,X,X,X,X,O,X
SOLITJZ,X,X,X,X,X,O,X,X
SOLITZJ,X,O,X,X,X,O,X,X
SOLIJTZ,X,X,X,X,X,O,X,X
SOLIJZT,X,O,X,X,X,O,X,X
SOLIZTJ,X,O,X,X,X,O,X,X
SOLIZJT,X,O,X,X,X,O,X,X
SOLJTIZ,X,O,X,X,X,O,X,X
SOLJTZI,O,O,X,X,X,O,X,X
SOLJITZ,X,X,X,X,X,O,X,X
SOLJIZT,O,O,X,X,X,O,X,X
SOLJZTI,O,O,X,X,O,O,X,X
SOLJZIT,O,O,X,X,O,O,X,X
SOLZTIJ,O,O,X,X,X,O,O,X
SOLZTJI,O,O,X,X,X,X,O,X
SOLZITJ,O,O,X,X,X,O,O,X
SOLZIJT,O,O,X,X,O,O,O,X
SOLZJTI,O,O,X,X,O,O,O,X
SOLZJIT,O,O,X,X,O,O,O,X
SOJTILZ,O,O,X,X,X,O,X,X
SOJTIZL,O,O,X,X,X,O,X,X
SOJTLIZ,O,O,X,X,X,O,X,X
SOJTLZI,O,O,X,X,X,O,X,X
SOJTZIL,O,O,X,X,O,O,X,X
SOJTZLI,O,O,X,X,O,O,X,X
SOJITLZ,X,O,X,X,X,O,X,X
SOJITZL,X,O,X,X,X,O,X,X
SOJILTZ,X,X,X,O,X,O,X,X
SOJILZT,O,O,X,O,X,O,X,X
SOJIZTL,O,O,X,X,O,O,X,X
SOJIZLT,O,O,X,O,O,O,X,X
SOJLTIZ,X,O,X,O,X,O,X,X
SOJLTZI,O,O,X,O,X,O,X,X
SOJLITZ,X,X,X,O,X,O,X,X
SOJLIZT,O,O,X,O,X,O,X,X
SOJLZTI,O,O,X,O,O,O,X,X
SOJLZIT,O,O,X,O,O,O,X,X
SOJZTIL,O,O,X,X,O,O,X,X
SOJZTLI,O,O,X,X,O,O,X,X
SOJZITL,O,O,X,X,O,O,X,X
SOJZILT,O,O,X,O,O,O,X,X
SOJZLTI,O,O,X,O,O,O,X,X
SOJZLIT,O,O,X,O,O,O,X,X
SOZTILJ,O,O,X,X,X,O,O,X
SOZTIJL,O,O,X,X,O,X,X,X
SOZTLIJ,O,O,X,X,X,O,O,X
SOZTLJI,O,O,X,X,X,X,O,X
SOZTJIL,O,O,X,X,O,X,X,X
SOZTJLI,O,O,X,X,O,X,O,X
SOZITLJ,O,X,X,X,X,O,X,X
SOZITJL,O,O,X,X,O,X,X,X
SOZILTJ,O,O,X,X,X,O,O,X
SOZILJT,O,O,X,X,O,O,O,X
SOZIJTL,O,O,X,X,O,O,X,X
SOZIJLT,O,O,X,O,O,O,X,X
SOZLTIJ,O,O,X,X,X,O,O,X
SOZLTJI,O,O,X,X,X,X,O,X
SOZLITJ,O,O,X,X,X,O,O,X
SOZLIJT,O,O,X,X,O,O,O,X
SOZLJTI,O,O,X,X,O,O,O,X
SOZLJIT,O,O,X,X,O,O,O,X
SOZJTIL,O,O,X,X,O,O,X,X
SOZJTLI,O,O,X,X,O,O,X,X
SOZJITL,O,O,X,X,O,O,X,X
SOZJILT,O,O,X,O,O,O,X,X
SOZJLTI,O,O,X,O,O,O,O,X
SOZJLIT,O,O,X,O,O,O,O,X
ZTILJSO,O,O,X,X,X,X,X,X
ZTILJOS,O,O,X,X,X,X,X,X
ZTILSJO,X,O,X,X,X,X,O,O
ZTILSOJ,O,X,X,X,X,X,O,O
ZTILOJS,O,O,O,X,X,X,X,X
ZTILOSJ,O,X,O,X,X,X,X,X
ZTIJLSO,O,O,X,O,X,X,X,X
ZTIJLOS,O,O,X,O,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,O
ZTIJSOL,O,O,X,X,X,X,X,O
ZTIJOLS,O,O,X,O,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,X,X
ZTISLJO,O,X,X,X,X,X,O,O
ZTISLOJ,O,X,X,X,X,X,O,O
ZTISJLO,O,O,X,X,O,X,X,O
ZTISJOL,O,O,X,X,O,X,X,O
ZTISOLJ,O,X,X,X,X,X,X,O
ZTISOJL,O,X,X,X,O,X,X,O
ZTIOLJS,O,O,O,X,X,X,X,X
ZTIOLSJ,O,O,O,X,X,X,X,X
ZTIOJLS,O,O,X,O,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,X
ZTIOSLJ,O,X,X,X,X,X,X,O
ZTIOSJL,O,O,X,X,O,X,X,O
ZTLIJSO,O,O,X,X,X,X,X,X
ZTLIJOS,O,O,O,X,X,X,X,X
ZTLISJO,X,O,X,X,X,X,O,O
ZTLISOJ,O,X,X,X,X,X,O,O
ZTLIOJS,O,O,O,X,X,X,X,X
ZTLIOSJ,O,X,O,X,X,X,X,X
ZTLJISO,O,O,X,X,X,X,X,X
ZTLJIOS,O,O,O,X,X,X,X,X
ZTLJSIO,O,O,X,X,X,X,O,X
ZTLJSOI,O,O,O,X,X,X,O,X
ZTLJOIS,O,O,O,X,X,X,X,X
ZTLJOSI,O,O,O,X,X,X,X,X
ZTLSIJO,O,O,X,X,X,X,O,O
ZTLSIOJ,O,O,X,X,X,X,O,O
ZTLSJIO,O,O,X,X,X,X,O,X
ZTLSJOI,O,O,X,X,X,X,O,X
ZTLSOIJ,O,O,O,X,X,X,O,X
ZTLSOJI,O,O,O,X,X,X,O,X
ZTLOIJS,O,O,O,X,X,X,X,X
ZTLOISJ,O,O,O,X,X,X,O,X
ZTLOJIS,O,O,O,X,X,X,X,X
ZTLOJSI,O,O,O,X,X,X,O,X
ZTLOSIJ,O,O,O,X,X,X,O,X
ZTLOSJI,O,O,O,X,X,X,O,X
ZTJILSO,O,O,X,O,X,X,X,X
ZTJILOS,O,O,O,O,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X,O
ZTJISOL,O,O,X,X,X,X,X,O
ZTJIOLS,O,O,O,O,X,X,X,X
ZTJIOSL,O,O,X,X,X,X,X,X
ZTJLISO,O,O,X,O,X,X,X,X
ZTJLIOS,O,O,O,O,X,X,X,X
ZTJLSIO,O,O,X,O,X,X,O,X
ZTJLSOI,O,O,O,O,X,X,O,X
ZTJLOIS,O,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,O,X,X,X,X
ZTJSILO,O,O,X,X,O,X,X,O
ZTJSIOL,O,O,X,X,O,X,X,O
ZTJSLIO,O,O,X,X,O,X,O,X
ZTJSLOI,O,O,O,X,O,X,O,X
ZTJSOIL,O,O,X,X,O,X,X,X
ZTJSOLI,O,O,O,X,O,X,X,X
ZTJOILS,O,O,O,O,X,X,X,X
ZTJOISL,O,O,X,X,X,X,X,X
ZTJOLIS,O,O,O,O,X,X,X,X
ZTJOLSI,O,O,O,O,X,X,X,X
ZTJOSIL,O,O,X,X,O,X,X,X
ZTJOSLI,O,O,O,X,O,X,X,X
ZTSILJO,O,O,X,X,X,X,O,O
ZTSILOJ,O,O,X,X,X,X,O,O
ZTSIJLO,O,O,X,X,O,X,X,O
ZTSIJOL,O,O,X,X,O,X,X,O
ZTSIOLJ,O,O,X,X,X,X,X,O
ZTSIOJL,O,O,X,X,O,X,X,O
ZTSLIJO,O,O,X,X,X,X,O,O
ZTSLIOJ,O,O,X,X,X,X,O,O
ZTSLJIO,O,O,X,X,X,X,O,X
ZTSLJOI,O,O,X,X,X,X,O,X
ZTSLOIJ,O,O,O,X,X,X,O,X
ZTSLOJI,O,O,O,X,X,X,O,X
ZTSJILO,O,O,X,X,O,X,X,O
ZTSJIOL,O,O,X,X,O,X,X,O
ZTSJLIO,O,O,X,X,O,X,O,X
ZTSJLOI,O,O,X,X,O,X,O,X
ZTSJOIL,O,O,X,X,O,X,X,X
ZTSJOLI,O,O,X,X,O,X,X,X
ZTSOILJ,O,O,X,X,X,X,X,O
ZTSOIJL,O,O,X,X,O,X,X,O
ZTSOLIJ,O,O,O,X,X,X,O,X
ZTSOLJI,O,O,O,X,X,X,O,X
ZTSOJIL,O,O,X,X,O,X,X,X
ZTSOJLI,O,O,X,X,O,X,X,X
ZTOILJS,O,O,O,X,X,X,X,X
ZTOILSJ,O,O,O,X,X,X,O,X
ZTOIJLS,O,O,X,O,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,X
ZTOISLJ,O,X,X,X,X,X,O,O
ZTOISJL,O,O,X,X,O,X,X,O
ZTOLIJS,O,O,O,X,X,X,X,X
ZTOLISJ,O,O,O,X,X,X,O,X
ZTOLJIS,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,O,X,X,X,O,X
ZTOLSIJ,O,O,O,X,X,X,O,X
ZTOLSJI,O,O,O,X,X,X,O,X
ZTOJILS,O,O,O,O,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X,X
ZTOJLIS,O,O,O,O,X,X,X,X
ZTOJLSI,O,O,O,O,X,X,O,X
ZTOJSIL,O,O,X,X,O,X,X,X
ZTOJSLI,O,O,O,X,O,X,O,X
ZTOSILJ,O,O,X,X,X,X,O,O
ZTOSIJL,O,O,X,X,O,X,X,O
ZTOSLIJ,O,O,O,X,X,X,O,X
ZTOSLJI,O,O,O,X,X,X,O,X
ZTOSJIL,O,O,X,X,O,X,X,X
ZTOSJLI,O,O,X,X,O,X,O,X
ZITLJSO,O,O,X,X,X,X,X,X
ZITLJOS,O,O,X,X,X,X,X,X
ZITLSJO,X,O,X,X,X,X,X,O
ZITLSOJ,O,X,X,X,X,X,X,O
ZITLOJS,O,O,O,X,X,X,X,X
ZITLOSJ,O,X,O,X,X,X,X,X
ZITJLSO,O,O,X,O,X,X,X,X
ZITJLOS,O,O,X,O,X,X,X,X
ZITJSLO,O,O,X,X,X,X,X,O
ZITJSOL,O,O,X,X,X,X,X,O
ZITJOLS,O,O,X,O,X,X,X,X
ZITJOSL,O,O,X,X,X,X,X,X
ZITSLJO,O,X,X,X,X,X,X,O
ZITSLOJ,O,X,X,X,X,X,X,O
ZITSJLO,O,O,X,X,O,X,X,O
ZITSJOL,O,O,X,X,O,X,X,O
ZITSOLJ,O,X,X,X,X,X,X,O
ZITSOJL,O,X,X,X,O,X,X,O
ZITOLJS,O,O,O,X,X,X,X,X
ZITOLSJ,O,X,O,X,X,X,X,X
ZITOJLS,O,O,X,O,X,X,X,X
ZITOJSL,O,O,X,X,X,X,X,X
ZITOSLJ,O,X,X,X,X,X,X,O
ZITOSJL,O,O,X,X,O,X,X,O
ZILTJSO,O,O,X,X,X,X,X,X
ZILTJOS,O,O,X,X,X,X,X,X
ZILTSJO,X,O,X,X,X,X,X,X
ZILTSOJ,O,X,X,X,X,X,X,X
ZILTOJS,O,O,O,X,X,X,X,X
ZILTOSJ,O,X,O,X,X,X,X,X
ZILJTSO,X,X,X,O,X,X,X,X
ZILJTOS,X,X,O,O,X,X,X,X
ZILJSTO,X,X,X,O,X,X,X,X
ZILJSOT,X,X,X,O,X,X,X,X
ZILJOTS,X,X,X,O,X,X,X,X
ZILJOST,X,X,X,O,X,X,X,X
ZILSTJO,O,X,X,X,X,X,X,O
ZILSTOJ,O,X,X,X,X,X,X,O
ZILSJTO,O,X,X,X,O,X,X,O
ZILSJOT,O,X,X,X,O,X,X,O
ZILSOTJ,O,X,X,X,X,X,X,X
ZILSOJT,O,X,X,X,O,X,X,O
ZILOTJS,O,X,X,X,X,X,X,X
ZILOTSJ,O,X,X,X,X,X,X,X
ZILOJTS,X,X,X,O,X,X,X,X
ZILOJST,X,X,X,O,X,X,X,X
ZILOSTJ,O,X,X,X,X,X,X,X
ZILOSJT,O,X,X,X,O,X,X,X
ZIJTLSO,O,X,X,O,X,X,X,X
ZIJTLOS,O,X,O,O,X,X,X,X
ZIJTSLO,O,X,X,X,X,X,X,X
ZIJTSOL,O,X,X,X,X,X,X,X
ZIJTOLS,O,X,O,O,X,X,X,X
ZIJTOSL,O,X,X,X,X,X,X,X
ZIJLTSO,X,X,X,O,X,X,X,X
ZIJLTOS,X,X,O,O,X,X,X,X
ZIJLSTO,X,X,X,O,X,X,X,X
ZIJLSOT,X,X,X,O,X,X,X,X
ZIJLOTS,X,X,X,O,X,X,X,X
ZIJLOST,X,X,X,O,X,X,X,X
ZIJSTLO,O,X,X,X,O,O,X,O
ZIJSTOL,O,X,X,X,O,O,X,O
ZIJSLTO,O,X,X,O,O,O,X,O
ZIJSLOT,O,X,X,O,O,O,X,O
ZIJSOTL,O,X,X,X,O,O,X,X
ZIJSOLT,O,X,X,O,O,O,X,O
ZIJOTLS,O,X,X,O,X,X,X,X
ZIJOTSL,O,X,X,X,X,X,X,X
ZIJOLTS,X,X,X,O,X,X,X,X
ZIJOLST,X,X,X,O,X,X,X,X
ZIJOSTL,O,X,X,X,O,O,X,X
ZIJOSLT,O,X,X,O,O,O,X,X
ZISTLJO,O,X,X,X,X,X,X,O
ZISTLOJ,O,X,X,X,X,O,X,O
ZISTJLO,O,X,X,X,O,X,X,O
ZISTJOL,O,X,X,X,O,X,X,O
ZISTOLJ,O,X,X,X,X,O,X,O
ZISTOJL,O,X,X,X,O,X,X,O
ZISLTJO,O,X,X,X,X,X,X,O
ZISLTOJ,O,X,X,X,X,O,X,O
ZISLJTO,O,X,X,X,O,O,X,O
ZISLJOT,O,X,X,X,O,O,X,O
ZISLOTJ,O,X,X,X,X,O,X,X
ZISLOJT,O,X,X,X,O,O,X,O
ZISJTLO,O,X,X,X,O,O,X,O
ZISJTOL,O,X,X,X,O,O,X,O
ZISJLTO,O,X,X,O,O,O,X,O
ZISJLOT,O,X,X,O,O,O,X,O
ZISJOTL,O,X,X,X,O,O,X,X
ZISJOLT,O,X,X,O,O,O,X,O
ZISOTLJ,O,X,X,X,X,O,X,O
ZISOTJL,O,X,X,X,O,X,X,O
ZISOLTJ,O,X,X,X,X,O,X,X
ZISOLJT,O,X,X,X,O,O,X,O
ZISOJTL,O,X,X,X,O,O,X,X
ZISOJLT,O,X,X,O,O,O,X,O
ZIOTLJS,O,O,X,X,X,X,X,X
ZIOTLSJ,O,X,X,X,X,X,X,X
ZIOTJLS,O,O,X,O,X,X,X,X
ZIOTJSL,O,O,X,X,X,X,X,X
ZIOTSLJ,O,X,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,O,X,X,X
ZIOLTJS,O,O,X,X,X,X,X,X
ZIOLTSJ,O,O,X,X,X,X,X,X
ZIOLJTS,X,X,X,O,X,X,X,X
ZIOLJST,X,X,X,O,X,X,X,X
ZIOLSTJ,O,X,X,X,X,X,X,X
ZIOLSJT,O,X,X,X,O,X,X,X
ZIOJTLS,O,X,X,O,X,X,X,X
ZIOJTSL,O,X,X,X,X,X,X,X
ZIOJLTS,X,X,X,O,X,X,X,X
ZIOJLST,X,X,X,O,X,X,X,X
ZIOJSTL,O,X,X,X,O,O,X,X
ZIOJSLT,O,X,X,O,O,O,X,X
ZIOSTLJ,O,X,X,X,X,O,X,O
ZIOSTJL,O,X,X,X,O,X,X,O
ZIOSLTJ,O,X,X,X,X,O,X,X
ZIOSLJT,O,X,X,X,O,O,X,O
ZIOSJTL,O,X,X,X,O,O,X,X
ZIOSJLT,O,X,X,O,O,O,X,O
ZLTIJSO,O,O,X,X,X,X,X,X
ZLTIJOS,O,O,O,X,X,X,X,X
ZLTISJO,X,O,X,X,X,X,O,O
ZLTISOJ,O,X,X,X,X,X,O,O
ZLTIOJS,O,O,O,X,X,X,X,X
ZLTIOSJ,O,X,O,X,X,X,X,X
ZLTJISO,O,O,X,X,X,X,X,X
ZLTJIOS,O,O,O,X,X,X,X,X
ZLTJSIO,O,O,X,X,X,X,O,X
ZLTJSOI,O,O,O,X,X,X,O,X
ZLTJOIS,O,O,O,X,X,X,X,X
ZLTJOSI,O,X,O,X,X,X,X,X
ZLTSIJO,X,O,X,X,X,X,O,O
ZLTSIOJ,O,O,X,X,X,X,O,O
ZLTSJIO,O,O,X,X,X,X,O,X
ZLTSJOI,O,O,X,X,X,X,O,X
ZLTSOIJ,O,O,O,X,X,X,O,X
ZLTSOJI,O,O,O,X,X,X,O,X
ZLTOIJS,O,O,O,X,X,X,X,X
ZLTOISJ,O,X,O,X,X,X,O,X
ZLTOJIS,O,O,O,X,X,X,X,X
ZLTOJSI,O,X,O,X,X,X,O,X
ZLTOSIJ,O,X,O,X,X,X,O,X
ZLTOSJI,O,X,O,X,X,X,O,X
ZLITJSO,O,O,X,X,X,X,X,X
ZLITJOS,O,O,O,X,X,X,X,X
ZLITSJO,X,O,X,X,X,X,O,X
ZLITSOJ,O,X,X,X,X,X,O,X
ZLITOJS,O,O,O,X,X,X,X,X
ZLITOSJ,O,X,O,X,X,X,X,X
ZLIJTSO,X,X,X,O,X,X,X,X
ZLIJTOS,X,X,O,O,X,X,X,X
ZLIJSTO,X,X,X,O,X,X,X,X
ZLIJSOT,X,X,X,O,X,X,X,X
ZLIJOTS,X,X,X,O,X,X,X,X
ZLIJOST,X,X,X,O,X,X,X,X
ZLISTJO,O,X,X,X,X,X,X,O
ZLISTOJ,O,X,X,X,X,X,X,O
ZLISJTO,O,X,X,X,O,X,X,O
ZLISJOT,O,X,X,X,O,X,X,O
ZLISOTJ,O,X,X,X,X,X,X,X
ZLISOJT,O,X,X,X,O,X,X,O
ZLIOTJS,O,X,X,X,X,X,X,X
ZLIOTSJ,O,X,X,X,X,X,X,X
ZLIOJTS,X,X,X,O,X,X,X,X
ZLIOJST,X,X,X,O,X,X,X,X
ZLIOSTJ,O,X,X,X,X,X,X,X
ZLIOSJT,O,X,X,X,O,X,X,X
ZLJTISO,X,O,X,O,X,X,X,X
ZLJTIOS,X,O,O,O,X,X,X,X
ZLJTSIO,X,O,X,O,X,X,X,X
ZLJTSOI,X,O,O,O,X,X,X,X
ZLJTOIS,X,O,O,O,X,X,X,X
ZLJTOSI,X,X,O,O,X,X,X,X
ZLJITSO,X,X,X,O,X,X,X,X
ZLJITOS,X,X,O,O,X,X,X,X
ZLJISTO,X,X,X,O,X,X,X,X
ZLJISOT,X,X,X,O,X,X,X,X
ZLJIOTS,X,X,X,O,X,X,X,X
ZLJIOST,X,X,X,O,X,X,X,X
ZLJSTIO,X,O,X,O,O,X,X,X
ZLJSTOI,X,O,O,O,O,X,X,X
ZLJSITO,X,O,X,O,O,X,X,X
ZLJSIOT,X,O,X,O,O,X,X,X
ZLJSOTI,X,O,X,O,O,X,X,X
ZLJSOIT,X,O,X,O,O,X,X,X
ZLJOTIS,X,X,O,O,X,X,X,X
ZLJOTSI,X,X,O,O,X,X,X,X
ZLJOITS,X,X,X,O,X,X,X,X
ZLJOIST,X,X,X,O,X,X,X,X
ZLJOSTI,X,X,X,O,O,X,X,X
ZLJOSIT,X,X,X,O,O,X,X,X
ZLSTIJO,O,O,X,X,X,X,X,O
ZLSTIOJ,O,X,X,X,X,X,X,O
ZLSTJIO,O,O,X,X,X,X,X,X
ZLSTJOI,O,O,X,X,X,X,X,X
ZLSTOIJ,O,X,O,X,X,X,X,X
ZLSTOJI,O,X,O,X,X,X,X,X
ZLSITJO,O,O,X,X,X,X,X,O
ZLSITOJ,O,X,X,X,X,X,X,O
ZLSIJTO,O,O,X,X,O,X,X,O
ZLSIJOT,O,O,X,X,O,X,X,O
ZLSIOTJ,O,X,X,X,X,X,X,X
