sequence,v115@5gB8GeC8HeD8FeE8AeH8JeO/IvhFxbBTeBCgB/mB0l?BlpB,v115@5gB8GeC8HeD8FeE8AeH8JeU7IvhFFcBTeBikBGmBRq?B/pB,v115@5gB8GeC8HeD8FeE8AeH8Jex6IvhFOhBTeBlfBclB/p?BSwB,v115@5gB8GeC8HeD8FeE8AeH8Jey/IvhFFcBTeBWmB0fB/p?BxvB,v115@5gB8GeC8HeD8FeE8AeH8JeZ/IvhFufB1gBTeBXhB8p?BSwB,v115@5gB8GeC8HeD8FeE8AeH8Jex7IvhFTeB/mB6pB0qBOp?BFqB
JZSTIOL,O,X,O,X,O,X
JZSTLIO,O,X,O,X,X,X
JZSTLOI,O,X,O,X,X,X
JZSTOIL,O,X,O,X,O,X
JZSTOLI,O,X,O,X,X,X
JZSITLO,O,X,O,X,X,X
JZSITOL,O,X,O,X,O,X
JZSILTO,O,X,X,X,O,O
JZSILOT,O,X,O,X,O,O
JZSIOTL,O,X,O,X,O,X
JZSIOLT,O,X,O,X,O,O
JZSLTIO,O,X,O,X,O,O
JZSLTOI,O,X,O,X,O,O
JZSLITO,O,X,O,X,O,O
JZSLIOT,O,X,O,X,O,O
JZSLOTI,O,X,O,X,O,O
JZSLOIT,O,X,O,X,O,O
JZSOTIL,O,X,O,X,O,X
JZSOTLI,O,X,O,X,X,X
JZSOITL,O,X,O,X,O,X
JZSOILT,O,X,O,X,O,O
JZSOLTI,O,X,O,X,O,O
JZSOLIT,O,X,O,X,O,O
JZOTILS,O,O,X,X,O,X
JZOTISL,O,X,O,X,O,X
JZOTLIS,O,O,X,X,O,X
JZOTLSI,O,X,X,X,O,X
JZOTSIL,O,X,O,X,O,X
JZOTSLI,O,X,O,X,X,X
JZOITLS,X,O,X,X,O,X
JZOITSL,X,X,O,X,O,X
JZOILTS,X,O,X,X,O,X
JZOILST,X,O,O,X,O,X
JZOISTL,X,X,O,X,O,X
JZOISLT,X,X,O,X,O,X
JZOLTIS,X,O,O,X,O,X
JZOLTSI,O,X,O,X,O,X
JZOLITS,X,O,O,X,O,X
JZOLIST,O,O,O,X,O,X
JZOLSTI,O,X,O,X,O,O
JZOLSIT,O,X,O,X,O,O
JZOSTIL,O,X,O,X,O,X
JZOSTLI,O,X,O,X,X,X
JZOSITL,O,X,O,X,O,X
JZOSILT,O,X,O,X,O,O
JZOSLTI,O,X,O,X,O,O
JZOSLIT,O,X,O,X,O,O
JOTILSZ,O,O,X,O,X,X
JOTILZS,X,O,X,X,X,X
JOTISLZ,O,O,X,O,X,X
JOTISZL,O,X,X,O,X,X
JOTIZLS,O,O,X,X,X,X
JOTIZSL,O,X,X,O,X,X
JOTLISZ,O,O,X,X,X,X
JOTLIZS,X,O,X,X,X,X
JOTLSIZ,O,O,X,X,X,X
JOTLSZI,O,X,O,X,X,X
JOTLZIS,O,O,O,X,X,X
JOTLZSI,O,X,O,X,X,X
JOTSILZ,O,O,X,O,X,X
JOTSIZL,O,X,X,O,X,X
JOTSLIZ,O,O,X,X,X,X
JOTSLZI,O,X,O,X,X,X
JOTSZIL,O,X,O,X,X,X
JOTSZLI,O,X,O,X,X,X
JOTZILS,O,O,X,X,X,X
JOTZISL,O,X,O,X,X,X
JOTZLIS,O,O,X,X,X,X
JOTZLSI,O,X,X,X,X,X
JOTZSIL,O,X,O,X,X,X
JOTZSLI,O,X,O,X,X,X
JOITLSZ,O,O,X,O,X,X
JOITLZS,X,O,X,X,X,X
JOITSLZ,O,O,X,O,X,X
JOITSZL,O,X,X,O,X,X
JOITZLS,X,O,X,X,X,X
JOITZSL,O,X,X,O,X,X
JOILTSZ,X,O,X,O,X,X
JOILTZS,X,O,X,X,X,X
JOILSTZ,X,O,X,O,X,X
JOILSZT,X,O,O,O,X,X
JOILZTS,X,O,O,X,O,X
JOILZST,X,O,O,X,O,X
JOISTLZ,O,O,X,O,X,X
JOISTZL,O,X,X,O,X,X
JOISLTZ,X,O,X,O,X,X
JOISLZT,X,O,O,O,X,X
JOISZTL,O,X,O,O,X,X
JOISZLT,O,X,O,O,X,O
JOIZTLS,X,O,X,X,O,X
JOIZTSL,X,X,O,O,O,X
JOIZLTS,X,O,X,X,O,X
JOIZLST,X,O,O,X,O,X
JOIZSTL,X,X,O,O,O,X
JOIZSLT,X,X,O,O,O,X
JOLTISZ,X,O,X,X,X,X
JOLTIZS,X,O,X,X,X,X
JOLTSIZ,X,O,X,X,X,X
JOLTSZI,X,X,O,X,X,X
JOLTZIS,X,O,O,X,X,X
JOLTZSI,X,X,O,X,X,X
JOLITSZ,X,O,X,X,X,X
JOLITZS,X,O,X,X,X,X
JOLISTZ,X,O,X,X,X,X
JOLISZT,X,O,O,X,X,X
JOLIZTS,X,O,O,X,O,X
JOLIZST,X,O,O,X,O,X
JOLSTIZ,X,O,X,X,X,X
JOLSTZI,X,X,O,X,X,X
JOLSITZ,X,O,X,X,X,X
JOLSIZT,X,O,O,X,X,X
JOLSZTI,X,X,O,X,X,O
JOLSZIT,X,X,O,X,X,O
JOLZTIS,X,O,O,X,O,X
JOLZTSI,X,X,O,X,O,X
JOLZITS,X,O,O,X,O,X
JOLZIST,X,O,O,X,O,X
JOLZSTI,X,X,O,X,O,O
JOLZSIT,X,X,O,X,O,O
JOSTILZ,O,O,X,O,X,X
JOSTIZL,O,X,O,O,X,X
JOSTLIZ,O,O,X,X,X,X
JOSTLZI,O,X,O,X,X,X
JOSTZIL,O,X,O,X,X,X
JOSTZLI,O,X,O,X,X,X
JOSITLZ,O,O,X,O,X,X
JOSITZL,O,X,X,O,X,X
JOSILTZ,X,O,X,O,X,X
JOSILZT,X,O,O,O,X,X
JOSIZTL,O,X,O,O,X,X
JOSIZLT,O,X,O,O,X,O
JOSLTIZ,X,O,X,X,X,X
JOSLTZI,X,X,O,X,X,X
JOSLITZ,X,O,X,O,X,X
JOSLIZT,X,O,O,O,X,X
JOSLZTI,X,X,O,X,X,O
JOSLZIT,X,X,O,X,X,O
JOSZTIL,O,X,O,X,X,X
JOSZTLI,O,X,O,X,X,X
JOSZITL,O,X,O,X,X,X
JOSZILT,O,X,O,X,X,O
JOSZLTI,O,X,O,X,X,O
JOSZLIT,O,X,O,X,X,O
JOZTILS,O,O,X,X,O,X
JOZTISL,O,X,O,X,O,X
JOZTLIS,O,O,X,X,O,X
JOZTLSI,O,X,X,X,O,X
JOZTSIL,O,X,O,X,O,X
JOZTSLI,O,X,O,X,X,X
JOZITLS,X,O,X,X,O,X
JOZITSL,X,X,O,X,O,X
JOZILTS,X,O,X,X,O,X
JOZILST,X,O,O,X,O,X
JOZISTL,X,X,O,X,O,X
JOZISLT,X,X,O,X,O,X
JOZLTIS,X,O,O,X,O,X
JOZLTSI,O,X,O,X,O,X
JOZLITS,X,O,O,X,O,X
JOZLIST,O,O,O,X,O,X
JOZLSTI,O,X,O,X,O,O
JOZLSIT,O,X,O,X,O,O
JOZSTIL,O,X,O,X,O,X
JOZSTLI,O,X,O,X,X,X
JOZSITL,O,X,O,X,O,X
JOZSILT,O,X,O,X,O,O
JOZSLTI,O,X,O,X,O,O
JOZSLIT,O,X,O,X,O,O
STILJZO,O,X,X,O,X,X
STILJOZ,O,X,X,O,X,X
STILZJO,O,X,O,X,X,X
STILZOJ,O,X,O,X,X,X
STILOJZ,O,X,X,O,X,X
STILOZJ,O,X,O,X,X,X
STIJLZO,O,O,X,O,X,X
STIJLOZ,O,O,X,O,X,X
STIJZLO,X,X,O,O,X,X
STIJZOL,O,X,O,O,X,X
STIJOLZ,O,O,X,O,X,X
STIJOZL,O,X,O,O,X,X
STIZLJO,O,X,O,X,X,O
STIZLOJ,O,X,O,X,X,O
STIZJLO,O,X,O,O,X,X
STIZJOL,O,X,O,O,X,X
STIZOLJ,O,X,O,X,X,O
STIZOJL,O,X,O,O,X,X
STIOLJZ,O,X,X,O,X,X
STIOLZJ,O,X,O,X,X,X
STIOJLZ,O,O,X,O,X,X
STIOJZL,O,X,O,O,X,X
STIOZLJ,O,X,O,X,X,O
STIOZJL,O,X,O,O,X,X
STLIJZO,O,X,X,O,X,X
STLIJOZ,O,X,X,O,X,X
STLIZJO,O,X,O,X,X,X
STLIZOJ,O,X,O,X,X,X
STLIOJZ,O,X,X,O,X,X
STLIOZJ,O,X,O,X,X,X
STLJIZO,O,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X
STLJZIO,O,X,O,X,X,X
STLJZOI,O,X,O,X,X,X
STLJOIZ,O,X,X,X,X,X
STLJOZI,O,X,O,X,X,X
STLZIJO,O,X,O,X,X,O
STLZIOJ,O,X,O,X,X,O
STLZJIO,O,X,O,X,X,O
STLZJOI,O,X,O,X,X,O
STLZOIJ,O,X,O,X,X,O
STLZOJI,O,X,O,X,X,O
STLOIJZ,O,X,X,O,X,X
STLOIZJ,O,X,O,X,X,X
STLOJIZ,O,X,X,X,X,X
STLOJZI,O,X,O,X,X,X
STLOZIJ,O,X,O,X,X,O
STLOZJI,O,X,O,X,X,O
STJILZO,O,O,X,O,X,X
STJILOZ,O,O,X,O,X,X
STJIZLO,X,X,O,O,X,X
STJIZOL,O,X,O,O,X,X
STJIOLZ,O,O,X,O,X,X
STJIOZL,O,X,O,O,X,X
STJLIZO,O,O,X,X,X,X
STJLIOZ,O,O,X,X,X,X
STJLZIO,O,X,O,X,X,X
STJLZOI,O,X,O,X,X,X
STJLOIZ,O,O,X,X,X,X
STJLOZI,O,X,O,X,X,X
STJZILO,O,X,O,X,X,X
STJZIOL,O,X,O,X,X,X
STJZLIO,O,X,O,X,X,X
STJZLOI,O,X,O,X,X,X
STJZOIL,O,X,O,X,X,X
STJZOLI,O,X,O,X,X,X
STJOILZ,O,O,X,O,X,X
STJOIZL,O,X,O,O,X,X
STJOLIZ,O,O,X,X,X,X
STJOLZI,O,X,O,X,X,X
STJOZIL,O,X,O,X,X,X
STJOZLI,O,X,O,X,X,X
STZILJO,O,X,O,X,X,O
STZILOJ,O,X,O,X,X,O
STZIJLO,O,X,O,O,X,X
STZIJOL,O,X,O,O,X,X
STZIOLJ,O,X,O,X,X,O
STZIOJL,O,X,O,O,X,X
STZLIJO,O,X,O,X,X,O
STZLIOJ,O,X,O,X,X,O
STZLJIO,O,X,O,X,X,O
STZLJOI,O,X,O,X,X,O
STZLOIJ,O,X,O,X,X,O
STZLOJI,O,X,O,X,X,O
STZJILO,O,X,O,X,X,X
STZJIOL,O,X,O,X,X,X
STZJLIO,O,X,O,X,X,X
STZJLOI,O,X,O,X,X,X
STZJOIL,O,X,O,X,X,X
STZJOLI,O,X,O,X,X,X
STZOILJ,O,X,O,X,X,O
STZOIJL,O,X,O,O,X,X
STZOLIJ,O,X,O,X,X,O
STZOLJI,O,X,O,X,X,O
STZOJIL,O,X,O,X,X,X
STZOJLI,O,X,O,X,X,X
STOILJZ,O,X,X,O,X,X
STOILZJ,O,X,O,X,X,X
STOIJLZ,O,O,X,O,X,X
STOIJZL,O,X,O,O,X,X
STOIZLJ,O,X,O,X,X,O
STOIZJL,O,X,O,O,X,X
STOLIJZ,O,X,X,O,X,X
STOLIZJ,O,X,O,X,X,X
STOLJIZ,O,X,X,X,X,X
STOLJZI,O,X,O,X,X,X
STOLZIJ,O,X,O,X,X,O
STOLZJI,O,X,O,X,X,O
STOJILZ,O,O,X,O,X,X
STOJIZL,O,X,O,O,X,X
STOJLIZ,O,O,X,X,X,X
STOJLZI,O,X,O,X,X,X
STOJZIL,O,X,O,X,X,X
STOJZLI,O,X,O,X,X,X
STOZILJ,O,X,O,X,X,O
STOZIJL,O,X,O,O,X,X
STOZLIJ,O,X,O,X,X,O
STOZLJI,O,X,O,X,X,O
STOZJIL,O,X,O,X,X,X
STOZJLI,O,X,O,X,X,X
SITLJZO,O,X,X,O,X,X
SITLJOZ,O,X,X,O,X,X
SITLZJO,O,X,O,X,X,X
SITLZOJ,O,X,O,X,X,X
SITLOJZ,O,X,X,O,X,X
SITLOZJ,O,X,O,X,X,X
SITJLZO,O,O,X,O,X,X
SITJLOZ,O,O,X,O,X,X
SITJZLO,X,X,O,O,X,X
SITJZOL,O,X,O,O,X,X
SITJOLZ,O,O,X,O,X,X
SITJOZL,O,X,O,O,X,X
SITZLJO,O,X,O,X,X,O
SITZLOJ,O,X,O,X,X,O
SITZJLO,O,X,O,O,X,X
SITZJOL,O,X,O,O,X,X
SITZOLJ,O,X,O,X,X,O
SITZOJL,O,X,O,O,X,X
SITOLJZ,O,X,X,O,X,X
SITOLZJ,O,X,O,X,X,X
SITOJLZ,O,O,X,O,X,X
SITOJZL,O,X,O,O,X,X
SITOZLJ,O,X,O,X,X,O
SITOZJL,O,X,O,O,X,X
SILTJZO,O,X,X,O,X,X
SILTJOZ,O,X,X,O,X,X
SILTZJO,O,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X
SILTOJZ,O,X,X,O,X,X
SILTOZJ,O,X,X,X,X,X
SILJTZO,X,X,X,O,X,X
SILJTOZ,X,X,X,O,X,X
SILJZTO,X,X,O,O,X,X
SILJZOT,X,X,O,O,X,X
SILJOTZ,X,X,X,O,X,X
SILJOZT,X,X,O,O,X,X
SILZTJO,O,X,O,X,O,O
SILZTOJ,O,X,O,X,O,O
SILZJTO,O,X,O,O,O,O
SILZJOT,O,X,O,O,O,O
SILZOTJ,O,X,O,X,O,O
SILZOJT,O,X,O,O,O,O
SILOTJZ,O,X,X,O,X,X
SILOTZJ,O,X,X,X,X,X
SILOJTZ,X,X,X,O,X,X
SILOJZT,X,X,O,O,X,X
SILOZTJ,O,X,O,X,O,O
SILOZJT,O,X,O,O,O,O
SIJTLZO,O,O,X,O,X,X
SIJTLOZ,O,O,X,O,X,X
SIJTZLO,X,X,X,O,X,X
SIJTZOL,O,X,X,O,X,X
SIJTOLZ,O,O,X,O,X,X
SIJTOZL,O,X,X,O,X,X
SIJLTZO,X,O,X,O,X,X
SIJLTOZ,X,O,X,O,X,X
SIJLZTO,X,O,O,O,X,X
SIJLZOT,X,O,O,O,X,X
SIJLOTZ,X,O,X,O,X,X
SIJLOZT,X,O,O,O,X,X
SIJZTLO,O,X,O,O,X,X
SIJZTOL,O,X,O,O,X,X
SIJZLTO,O,X,X,O,X,O
SIJZLOT,O,X,O,O,X,O
SIJZOTL,O,X,O,O,X,X
SIJZOLT,O,X,O,O,X,O
SIJOTLZ,O,O,X,O,X,X
SIJOTZL,O,X,X,O,X,X
SIJOLTZ,X,O,X,O,X,X
SIJOLZT,X,O,O,O,X,X
SIJOZTL,O,X,O,O,X,X
SIJOZLT,O,X,O,O,X,O
SIZTLJO,O,X,O,X,X,O
SIZTLOJ,O,X,O,X,X,O
SIZTJLO,O,X,O,O,X,X
SIZTJOL,O,X,O,O,O,X
SIZTOLJ,O,X,O,X,X,O
SIZTOJL,O,X,O,O,O,X
SIZLTJO,O,X,X,X,O,O
SIZLTOJ,O,X,X,X,O,O
SIZLJTO,O,X,X,O,O,O
SIZLJOT,O,X,O,O,O,O
SIZLOTJ,O,X,X,X,O,O
SIZLOJT,O,X,O,O,O,O
SIZJTLO,O,X,O,O,X,X
SIZJTOL,O,X,O,O,O,X
SIZJLTO,O,X,X,O,O,O
SIZJLOT,O,X,O,O,O,O
SIZJOTL,O,X,O,O,O,X
SIZJOLT,O,X,O,O,O,O
SIZOTLJ,O,X,O,X,X,O
SIZOTJL,O,X,O,O,O,X
SIZOLTJ,O,X,X,X,O,O
SIZOLJT,O,X,O,O,O,O
SIZOJTL,O,X,O,O,O,X
SIZOJLT,O,X,O,O,O,O
SIOTLJZ,O,X,X,O,X,X
SIOTLZJ,O,X,O,X,X,X
SIOTJLZ,O,O,X,O,X,X
SIOTJZL,O,X,O,O,X,X
SIOTZLJ,O,X,O,X,X,O
SIOTZJL,O,X,O,O,X,X
SIOLTJZ,O,X,X,O,X,X
SIOLTZJ,O,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X
SIOLJZT,X,X,O,O,X,X
SIOLZTJ,O,X,O,X,O,O
SIOLZJT,O,X,O,O,O,O
SIOJTLZ,O,O,X,O,X,X
SIOJTZL,O,X,X,O,X,X
SIOJLTZ,X,O,X,O,X,X
SIOJLZT,X,O,O,O,X,X
SIOJZTL,O,X,O,O,X,X
SIOJZLT,O,X,O,O,X,O
SIOZTLJ,O,X,O,X,X,O
SIOZTJL,O,X,O,O,O,X
SIOZLTJ,O,X,X,X,O,O
SIOZLJT,O,X,O,O,O,O
SIOZJTL,O,X,O,O,O,X
SIOZJLT,O,X,O,O,O,O
SLTIJZO,O,X,X,O,X,X
SLTIJOZ,O,X,X,O,X,X
SLTIZJO,O,X,O,X,X,X
SLTIZOJ,O,X,O,X,X,X
SLTIOJZ,O,X,X,O,X,X
SLTIOZJ,O,X,O,X,X,X
SLTJIZO,O,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X
SLTJZIO,O,X,O,X,X,X
SLTJZOI,O,X,O,X,X,X
SLTJOIZ,O,X,X,X,X,X
SLTJOZI,O,X,O,X,X,X
SLTZIJO,O,X,O,X,X,O
SLTZIOJ,O,X,O,X,X,O
SLTZJIO,O,X,O,X,X,O
SLTZJOI,O,X,O,X,X,O
SLTZOIJ,O,X,O,X,X,O
SLTZOJI,O,X,O,X,X,O
SLTOIJZ,O,X,X,O,X,X
SLTOIZJ,O,X,O,X,X,X
SLTOJIZ,O,X,X,X,X,X
SLTOJZI,O,X,O,X,X,X
SLTOZIJ,O,X,O,X,X,O
SLTOZJI,O,X,O,X,X,O
SLITJZO,O,X,X,O,X,X
SLITJOZ,O,X,X,O,X,X
SLITZJO,O,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X
SLITOJZ,O,X,X,O,X,X
SLITOZJ,O,X,X,X,X,X
SLIJTZO,X,X,X,O,X,X
SLIJTOZ,X,X,X,O,X,X
SLIJZTO,X,X,O,O,X,X
SLIJZOT,X,X,O,O,X,X
SLIJOTZ,X,X,X,O,X,X
SLIJOZT,X,X,O,O,X,X
SLIZTJO,O,X,O,X,O,O
SLIZTOJ,O,X,O,X,O,O
SLIZJTO,O,X,O,O,O,O
SLIZJOT,O,X,O,O,O,O
SLIZOTJ,O,X,O,X,O,O
SLIZOJT,O,X,O,O,O,O
SLIOTJZ,O,X,X,O,X,X
SLIOTZJ,O,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X
SLIOJZT,X,X,O,O,X,X
SLIOZTJ,O,X,O,X,O,O
SLIOZJT,O,X,O,O,O,O
SLJTIZO,X,O,X,X,X,X
SLJTIOZ,X,O,X,X,X,X
SLJTZIO,X,X,O,X,X,X
SLJTZOI,X,X,O,X,X,X
SLJTOIZ,X,O,X,X,X,X
SLJTOZI,X,X,O,X,X,X
SLJITZO,X,O,X,O,X,X
SLJITOZ,X,O,X,O,X,X
SLJIZTO,X,O,O,O,X,X
SLJIZOT,X,O,O,O,X,X
SLJIOTZ,X,O,X,O,X,X
SLJIOZT,X,O,O,O,X,X
SLJZTIO,X,X,O,X,X,O
SLJZTOI,X,X,O,X,X,O
SLJZITO,X,X,O,X,X,O
SLJZIOT,X,X,O,X,X,O
SLJZOTI,X,X,O,X,X,O
SLJZOIT,X,X,O,X,X,O
SLJOTIZ,X,O,X,X,X,X
SLJOTZI,X,X,O,X,X,X
SLJOITZ,X,O,X,O,X,X
SLJOIZT,X,O,O,O,X,X
SLJOZTI,X,X,O,X,X,O
SLJOZIT,X,X,O,X,X,O
SLZTIJO,O,X,O,X,O,O
SLZTIOJ,O,X,O,X,O,O
SLZTJIO,O,X,O,X,O,O
SLZTJOI,O,X,O,X,O,O
SLZTOIJ,O,X,O,X,O,O
SLZTOJI,O,X,O,X,O,O
SLZITJO,O,X,O,X,O,O
SLZITOJ,O,X,O,X,O,O
SLZIJTO,O,X,O,O,O,O
SLZIJOT,O,X,O,O,O,O
SLZIOTJ,O,X,O,X,O,O
SLZIOJT,O,X,O,O,O,O
SLZJTIO,O,X,O,X,O,O
SLZJTOI,O,X,O,X,O,O
SLZJITO,O,X,O,X,O,O
SLZJIOT,O,X,O,X,O,O
SLZJOTI,O,X,O,X,O,O
SLZJOIT,O,X,O,X,O,O
SLZOTIJ,O,X,O,X,O,O
SLZOTJI,O,X,O,X,O,O
SLZOITJ,O,X,O,X,O,O
SLZOIJT,O,X,O,O,O,O
SLZOJTI,O,X,O,X,O,O
SLZOJIT,O,X,O,X,O,O
SLOTIJZ,O,X,X,O,X,X
SLOTIZJ,O,X,O,X,X,X
SLOTJIZ,O,X,X,X,X,X
SLOTJZI,O,X,O,X,X,X
SLOTZIJ,O,X,O,X,X,O
SLOTZJI,O,X,O,X,X,O
SLOITJZ,O,X,X,O,X,X
SLOITZJ,O,X,X,X,X,X
SLOIJTZ,X,X,X,O,X,X
SLOIJZT,X,X,O,O,X,X
SLOIZTJ,O,X,O,X,O,O
SLOIZJT,O,X,O,O,O,O
SLOJTIZ,X,O,X,X,X,X
SLOJTZI,X,X,O,X,X,X
SLOJITZ,X,O,X,O,X,X
SLOJIZT,X,O,O,O,X,X
SLOJZTI,X,X,O,X,X,O
SLOJZIT,X,X,O,X,X,O
SLOZTIJ,O,X,O,X,O,O
SLOZTJI,O,X,O,X,O,O
SLOZITJ,O,X,O,X,O,O
SLOZIJT,O,X,O,O,O,O
SLOZJTI,O,X,O,X,O,O
SLOZJIT,O,X,O,X,O,O
SJTILZO,O,O,X,O,X,X
SJTILOZ,O,O,X,O,X,X
SJTIZLO,X,X,O,O,X,X
SJTIZOL,O,X,O,O,X,X
SJTIOLZ,O,O,X,O,X,X
SJTIOZL,O,X,O,O,X,X
SJTLIZO,O,O,X,X,X,X
SJTLIOZ,O,O,X,X,X,X
SJTLZIO,O,X,O,X,X,X
SJTLZOI,O,X,O,X,X,X
SJTLOIZ,O,O,X,X,X,X
SJTLOZI,O,X,O,X,X,X
SJTZILO,X,X,O,X,X,X
SJTZIOL,O,X,O,X,X,X
SJTZLIO,O,X,O,X,X,X
SJTZLOI,O,X,O,X,X,X
SJTZOIL,O,X,O,X,X,X
SJTZOLI,O,X,O,X,X,X
SJTOILZ,O,O,X,O,X,X
SJTOIZL,O,X,O,O,X,X
SJTOLIZ,O,O,X,X,X,X
SJTOLZI,O,X,O,X,X,X
SJTOZIL,O,X,O,X,X,X
SJTOZLI,O,X,O,X,X,X
SJITLZO,O,O,X,O,X,X
SJITLOZ,O,O,X,O,X,X
SJITZLO,X,X,X,O,X,X
SJITZOL,O,X,X,O,X,X
SJITOLZ,O,O,X,O,X,X
SJITOZL,O,X,X,O,X,X
SJILTZO,X,O,X,O,X,X
SJILTOZ,X,O,X,O,X,X
SJILZTO,X,O,O,O,X,X
SJILZOT,X,O,O,O,X,X
SJILOTZ,X,O,X,O,X,X
SJILOZT,X,O,O,O,X,X
SJIZTLO,O,X,O,O,X,X
SJIZTOL,O,X,O,O,X,X
SJIZLTO,O,X,X,O,X,O
SJIZLOT,O,X,O,O,X,O
SJIZOTL,O,X,O,O,X,X
SJIZOLT,O,X,O,O,X,O
SJIOTLZ,O,O,X,O,X,X
SJIOTZL,O,X,X,O,X,X
SJIOLTZ,X,O,X,O,X,X
SJIOLZT,X,O,O,O,X,X
SJIOZTL,O,X,O,O,X,X
SJIOZLT,O,X,O,O,X,O
SJLTIZO,X,O,X,X,X,X
SJLTIOZ,X,O,X,X,X,X
SJLTZIO,X,X,O,X,X,X
SJLTZOI,X,X,O,X,X,X
SJLTOIZ,X,O,X,X,X,X
SJLTOZI,X,X,O,X,X,X
SJLITZO,X,O,X,O,X,X
SJLITOZ,X,O,X,O,X,X
SJLIZTO,X,O,O,O,X,X
SJLIZOT,X,O,O,O,X,X
SJLIOTZ,X,O,X,O,X,X
SJLIOZT,X,O,O,O,X,X
SJLZTIO,X,X,O,X,X,O
SJLZTOI,X,X,O,X,X,O
SJLZITO,X,X,O,X,X,O
SJLZIOT,X,X,O,X,X,O
SJLZOTI,X,X,O,X,X,O
SJLZOIT,X,X,O,X,X,O
SJLOTIZ,X,O,X,X,X,X
SJLOTZI,X,X,O,X,X,X
SJLOITZ,X,O,X,O,X,X
SJLOIZT,X,O,O,O,X,X
SJLOZTI,X,X,O,X,X,O
SJLOZIT,X,X,O,X,X,O
SJZTILO,O,X,O,X,X,X
SJZTIOL,O,X,O,X,X,X
SJZTLIO,O,X,O,X,X,X
SJZTLOI,O,X,O,X,X,X
SJZTOIL,O,X,O,X,X,X
SJZTOLI,O,X,O,X,X,X
SJZITLO,O,X,O,X,X,X
SJZITOL,O,X,O,X,X,X
SJZILTO,O,X,X,X,X,O
SJZILOT,O,X,O,X,X,O
SJZIOTL,O,X,O,X,X,X
SJZIOLT,O,X,O,X,X,O
SJZLTIO,O,X,O,X,X,O
SJZLTOI,O,X,O,X,X,O
SJZLITO,O,X,O,X,X,O
SJZLIOT,O,X,O,X,X,O
SJZLOTI,O,X,O,X,X,O
SJZLOIT,O,X,O,X,X,O
SJZOTIL,O,X,O,X,X,X
SJZOTLI,O,X,O,X,X,X
SJZOITL,O,X,O,X,X,X
SJZOILT,O,X,O,X,X,O
SJZOLTI,O,X,O,X,X,O
SJZOLIT,O,X,O,X,X,O
SJOTILZ,O,O,X,O,X,X
SJOTIZL,O,X,O,O,X,X
SJOTLIZ,O,O,X,X,X,X
SJOTLZI,O,X,O,X,X,X
SJOTZIL,O,X,O,X,X,X
SJOTZLI,O,X,O,X,X,X
SJOITLZ,O,O,X,O,X,X
SJOITZL,O,X,X,O,X,X
SJOILTZ,X,O,X,O,X,X
SJOILZT,X,O,O,O,X,X
SJOIZTL,O,X,O,O,X,X
SJOIZLT,O,X,O,O,X,O
SJOLTIZ,X,O,X,X,X,X
SJOLTZI,X,X,O,X,X,X
SJOLITZ,X,O,X,O,X,X
SJOLIZT,X,O,O,O,X,X
SJOLZTI,X,X,O,X,X,O
SJOLZIT,X,X,O,X,X,O
SJOZTIL,O,X,O,X,X,X
SJOZTLI,O,X,O,X,X,X
SJOZITL,O,X,O,X,X,X
SJOZILT,O,X,O,X,X,O
SJOZLTI,O,X,O,X,X,O
SJOZLIT,O,X,O,X,X,O
SZTILJO,O,X,O,X,X,O
SZTILOJ,O,X,O,X,X,O
SZTIJLO,O,X,O,O,X,X
SZTIJOL,O,X,O,O,O,X
SZTIOLJ,O,X,O,X,X,O
SZTIOJL,O,X,O,O,O,X
SZTLIJO,O,X,O,X,X,O
SZTLIOJ,O,X,O,X,X,O
SZTLJIO,O,X,O,X,X,O
SZTLJOI,O,X,O,X,X,O
SZTLOIJ,O,X,O,X,X,O
SZTLOJI,O,X,O,X,X,O
SZTJILO,O,X,O,X,X,X
SZTJIOL,O,X,O,X,O,X
SZTJLIO,O,X,O,X,X,X
SZTJLOI,O,X,O,X,X,X
SZTJOIL,O,X,O,X,O,X
SZTJOLI,O,X,O,X,X,X
SZTOILJ,O,X,O,X,X,O
SZTOIJL,O,X,O,O,O,X
SZTOLIJ,O,X,O,X,X,O
SZTOLJI,O,X,O,X,X,O
SZTOJIL,O,X,O,X,O,X
SZTOJLI,O,X,O,X,X,X
SZITLJO,O,X,O,X,X,O
SZITLOJ,O,X,O,X,X,O
SZITJLO,O,X,O,O,X,X
SZITJOL,O,X,O,O,O,X
SZITOLJ,O,X,O,X,X,O
SZITOJL,O,X,O,O,O,X
SZILTJO,O,X,X,X,O,O
SZILTOJ,O,X,X,X,O,O
SZILJTO,O,X,X,O,O,O
SZILJOT,O,X,O,O,O,O
SZILOTJ,O,X,X,X,O,O
SZILOJT,O,X,O,O,O,O
SZIJTLO,O,X,O,O,X,X
SZIJTOL,O,X,O,O,O,X
SZIJLTO,O,X,X,O,O,O
SZIJLOT,O,X,O,O,O,O
SZIJOTL,O,X,O,O,O,X
SZIJOLT,O,X,O,O,O,O
SZIOTLJ,O,X,O,X,X,O
SZIOTJL,O,X,O,O,O,X
