sequence,v115@EhD8EeF8DeG8BeE8Jei6IvhF3bB1hBxdBWlBTmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBlhBilBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBflB0gBlhBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFFcBxdBflB0gBumBzqB,v115@EhD8EeF8DeG8BeE8JeT6IvhF/gBxdBUlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBfmBlhBGmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBTlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8JeT6IvhFxdBXgBlhBuqBilBcrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBlhBUmB+lBXrB
JSLOTZI,O,X,O,O,X,X,O,O,X
JSLOITZ,O,X,O,O,X,X,O,O,X
JSLOIZT,O,X,O,O,X,X,O,X,X
JSLOZTI,O,X,O,O,X,X,O,X,X
JSLOZIT,O,X,O,O,X,X,O,X,X
JSZTILO,O,O,O,O,O,X,X,X,X
JSZTIOL,O,X,X,O,O,X,X,O,X
JSZTLIO,O,O,O,O,O,X,X,X,X
JSZTLOI,O,O,O,O,O,X,X,X,X
JSZTOIL,O,X,X,O,O,X,X,O,X
JSZTOLI,O,X,X,O,O,X,X,O,X
JSZITLO,O,O,O,O,O,X,X,X,X
JSZITOL,O,X,X,O,O,X,X,O,X
JSZILTO,O,O,O,O,O,X,X,X,X
JSZILOT,O,X,X,O,O,X,X,X,X
JSZIOTL,O,X,X,O,O,X,O,O,X
JSZIOLT,O,O,X,O,O,X,O,X,X
JSZLTIO,O,O,O,O,O,X,X,X,X
JSZLTOI,O,O,O,O,O,X,X,X,X
JSZLITO,O,O,O,O,O,X,X,X,X
JSZLIOT,O,X,X,O,O,X,X,X,X
JSZLOTI,O,X,X,O,O,X,X,X,X
JSZLOIT,O,X,X,O,O,X,X,X,X
JSZOTIL,O,X,X,O,O,X,O,O,X
JSZOTLI,O,X,X,O,O,X,O,O,X
JSZOITL,O,X,X,O,O,X,O,O,X
JSZOILT,O,O,X,O,O,X,O,X,X
JSZOLTI,O,O,X,O,O,X,O,X,X
JSZOLIT,O,O,X,O,O,X,O,X,X
JSOTILZ,O,O,O,O,X,X,O,O,X
JSOTIZL,O,X,O,O,X,X,O,O,X
JSOTLIZ,O,O,O,O,X,X,O,O,X
JSOTLZI,O,O,O,O,X,X,O,O,X
JSOTZIL,O,X,O,O,X,X,O,O,X
JSOTZLI,O,X,O,O,X,X,O,O,X
JSOITLZ,O,O,O,O,X,X,O,O,X
JSOITZL,O,X,O,O,X,X,O,O,X
JSOILTZ,O,O,O,O,X,X,O,O,X
JSOILZT,O,O,O,O,X,X,O,X,X
JSOIZTL,O,X,O,O,O,X,O,O,X
JSOIZLT,O,O,O,O,O,X,O,X,X
JSOLTIZ,O,O,O,O,X,X,O,O,X
JSOLTZI,O,O,O,O,X,X,O,O,X
JSOLITZ,O,O,O,O,X,X,O,O,X
JSOLIZT,O,O,O,O,X,X,O,X,X
JSOLZTI,O,O,O,O,X,X,O,X,X
JSOLZIT,O,O,O,O,X,X,O,X,X
JSOZTIL,O,X,O,O,O,X,O,O,X
JSOZTLI,O,X,O,O,O,X,O,O,X
JSOZITL,O,X,O,O,O,X,O,O,X
JSOZILT,O,O,O,O,O,X,O,X,X
JSOZLTI,O,O,O,O,O,X,O,X,X
JSOZLIT,O,O,O,O,O,X,O,X,X
JZTILSO,O,X,X,O,X,X,X,X,X
JZTILOS,O,X,X,O,X,X,X,X,X
JZTISLO,O,X,X,O,O,X,X,X,X
JZTISOL,O,X,X,X,O,X,X,O,X
JZTIOLS,O,X,X,O,X,X,X,X,O
JZTIOSL,O,X,X,O,O,X,X,X,O
JZTLISO,O,X,X,O,X,X,X,X,X
JZTLIOS,O,X,X,O,X,X,X,X,X
JZTLSIO,O,X,X,X,X,X,X,X,X
JZTLSOI,O,X,X,X,X,X,X,X,X
JZTLOIS,O,X,X,X,X,X,X,X,X
JZTLOSI,O,X,X,X,X,X,X,X,X
JZTSILO,O,X,X,O,O,X,X,X,X
JZTSIOL,O,X,X,X,O,X,X,O,X
JZTSLIO,O,X,X,O,O,X,X,X,X
JZTSLOI,O,X,X,X,O,X,X,X,X
JZTSOIL,O,X,X,X,O,X,X,O,X
JZTSOLI,O,X,X,X,O,X,X,O,X
JZTOILS,O,X,X,O,X,X,X,X,O
JZTOISL,O,X,X,O,O,X,X,X,O
JZTOLIS,O,X,X,O,X,X,X,X,O
JZTOLSI,O,X,X,O,X,X,X,X,O
JZTOSIL,O,X,X,O,O,X,X,X,O
JZTOSLI,O,X,X,O,O,X,X,X,O
JZITLSO,O,X,X,O,X,X,X,X,X
JZITLOS,O,X,X,O,X,X,X,X,X
JZITSLO,O,X,X,O,O,X,X,X,X
JZITSOL,O,X,X,X,O,X,X,O,X
JZITOLS,O,X,X,O,X,X,X,X,O
JZITOSL,O,X,X,O,O,X,X,X,O
JZILTSO,O,X,X,O,X,X,X,X,X
JZILTOS,O,X,X,O,X,X,X,X,X
JZILSTO,O,X,X,O,O,X,X,X,X
JZILSOT,O,X,X,O,O,X,X,X,X
JZILOTS,O,X,X,O,X,X,X,X,X
JZILOST,O,X,X,O,O,O,X,X,X
JZISTLO,O,X,X,O,O,X,X,X,X
JZISTOL,O,X,X,O,O,O,X,O,X
JZISLTO,O,X,X,O,O,X,X,X,X
JZISLOT,O,X,X,O,O,X,X,X,X
JZISOTL,O,X,X,O,O,O,O,O,X
JZISOLT,O,X,X,O,O,O,O,X,X
JZIOTLS,O,X,X,O,X,X,X,X,O
JZIOTSL,O,X,X,O,O,X,X,X,O
JZIOLTS,O,X,X,O,X,X,X,X,O
JZIOLST,O,X,X,O,O,O,X,X,X
JZIOSTL,O,X,X,O,O,O,O,X,X
JZIOSLT,O,X,X,O,O,O,O,X,X
JZLTISO,O,X,X,O,X,X,X,X,X
JZLTIOS,O,X,X,O,X,X,X,X,X
JZLTSIO,O,X,X,X,X,X,X,X,X
JZLTSOI,O,X,X,X,X,X,X,X,X
JZLTOIS,O,X,X,X,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,X,X,X
JZLITSO,O,X,X,O,X,X,X,X,X
JZLITOS,O,X,X,O,X,X,X,X,X
JZLISTO,O,X,X,O,O,X,X,X,X
JZLISOT,O,X,X,O,O,X,X,X,X
JZLIOTS,O,X,X,O,X,X,X,X,X
JZLIOST,O,X,X,O,O,O,X,X,X
JZLSTIO,O,X,X,O,O,X,X,X,X
JZLSTOI,O,X,X,O,O,X,X,X,X
JZLSITO,O,X,X,O,O,X,X,X,X
JZLSIOT,O,X,X,O,O,X,X,X,X
JZLSOTI,O,X,X,O,O,X,X,X,X
JZLSOIT,O,X,X,O,O,X,X,X,X
JZLOTIS,O,X,X,O,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,X,X,X
JZLOITS,O,X,X,O,X,X,X,X,X
JZLOIST,O,X,X,O,O,O,X,X,X
JZLOSTI,O,X,X,O,O,O,X,X,X
JZLOSIT,O,X,X,O,O,O,X,X,X
JZSTILO,O,X,X,O,O,X,X,X,X
JZSTIOL,O,X,X,O,O,O,X,O,X
JZSTLIO,O,X,X,O,O,X,X,X,X
JZSTLOI,O,X,X,O,O,X,X,X,X
JZSTOIL,O,X,X,O,O,O,X,O,X
JZSTOLI,O,X,X,O,O,O,X,O,X
JZSITLO,O,X,X,O,O,X,X,X,X
JZSITOL,O,X,X,O,O,O,X,O,X
JZSILTO,O,X,X,O,O,X,X,X,X
JZSILOT,O,X,X,O,O,X,X,X,X
JZSIOTL,O,X,X,O,O,O,O,O,X
JZSIOLT,O,X,X,O,O,O,O,X,X
JZSLTIO,O,X,X,O,O,X,X,X,X
JZSLTOI,O,X,X,O,O,X,X,X,X
JZSLITO,O,X,X,O,O,X,X,X,X
JZSLIOT,O,X,X,O,O,X,X,X,X
JZSLOTI,O,X,X,O,O,X,X,X,X
JZSLOIT,O,X,X,O,O,X,X,X,X
JZSOTIL,O,X,X,O,O,O,O,O,X
JZSOTLI,O,X,X,O,O,O,O,O,X
JZSOITL,O,X,X,O,O,O,O,O,X
JZSOILT,O,X,X,O,O,O,O,X,X
JZSOLTI,O,X,X,O,O,O,O,X,X
JZSOLIT,O,X,X,O,O,O,O,X,X
JZOTILS,O,X,X,O,X,X,X,X,O
JZOTISL,O,X,X,O,O,X,X,X,O
JZOTLIS,O,X,X,O,X,X,X,X,O
JZOTLSI,O,X,X,O,X,X,X,X,O
JZOTSIL,O,X,X,O,O,X,X,X,O
JZOTSLI,O,X,X,O,O,X,X,X,O
JZOITLS,O,X,X,O,X,X,X,X,O
JZOITSL,O,X,X,O,O,X,X,X,O
JZOILTS,O,X,X,O,X,X,X,X,O
JZOILST,O,X,X,O,O,O,X,X,X
JZOISTL,O,X,X,O,O,O,O,X,X
JZOISLT,O,X,X,O,O,O,O,X,X
JZOLTIS,O,X,X,O,X,X,X,X,O
JZOLTSI,O,X,X,O,X,X,X,X,O
JZOLITS,O,X,X,O,X,X,X,X,O
JZOLIST,O,X,X,O,O,O,X,X,X
JZOLSTI,O,X,X,O,O,O,X,X,X
JZOLSIT,O,X,X,O,O,O,X,X,X
JZOSTIL,O,X,X,O,O,O,O,X,X
JZOSTLI,O,X,X,O,O,O,O,X,X
JZOSITL,O,X,X,O,O,O,O,X,X
JZOSILT,O,X,X,O,O,O,O,X,X
JZOSLTI,O,X,X,O,O,O,O,X,X
JZOSLIT,O,X,X,O,O,O,O,X,X
JOTILSZ,O,X,X,O,X,X,X,X,X
JOTILZS,O,X,X,O,X,X,X,X,X
JOTISLZ,O,O,O,O,X,X,O,O,X
JOTISZL,O,X,O,O,X,X,O,O,X
JOTIZLS,O,X,X,O,X,X,X,X,X
JOTIZSL,O,X,X,O,O,X,X,X,X
JOTLISZ,O,X,X,O,X,X,X,X,X
JOTLIZS,O,X,X,O,X,X,X,X,X
JOTLSIZ,O,X,X,O,X,X,X,X,X
JOTLSZI,O,X,X,O,X,X,X,X,X
JOTLZIS,O,X,X,O,X,X,X,X,X
JOTLZSI,O,X,X,O,X,X,X,X,X
JOTSILZ,O,O,O,O,X,X,O,O,X
JOTSIZL,O,X,O,O,X,X,O,O,X
JOTSLIZ,O,O,O,O,X,X,O,O,X
JOTSLZI,O,O,O,O,X,X,O,O,X
JOTSZIL,O,X,O,O,X,X,O,O,X
JOTSZLI,O,X,O,O,X,X,O,O,X
JOTZILS,O,X,X,O,X,X,X,X,X
JOTZISL,O,X,X,O,O,X,X,X,X
JOTZLIS,O,X,X,O,X,X,X,X,X
JOTZLSI,O,X,X,O,X,X,X,X,X
JOTZSIL,O,X,X,O,O,X,X,X,X
JOTZSLI,O,X,X,O,O,X,X,X,X
JOITLSZ,O,X,X,O,X,X,X,X,X
JOITLZS,O,X,X,O,X,X,X,X,X
JOITSLZ,O,O,O,O,X,X,O,O,X
JOITSZL,O,X,O,O,X,X,O,O,X
JOITZLS,O,X,X,O,X,X,X,X,X
JOITZSL,O,X,X,O,O,X,X,X,X
JOILTSZ,O,O,X,O,X,X,X,X,X
JOILTZS,O,X,X,O,X,X,X,X,X
JOILSTZ,O,O,O,O,X,X,O,X,X
JOILSZT,O,O,O,O,X,X,O,X,X
JOILZTS,O,X,X,O,X,X,X,X,O
JOILZST,O,X,X,O,O,O,X,X,X
JOISTLZ,O,O,O,O,X,X,O,O,X
JOISTZL,O,X,O,O,X,X,O,O,X
JOISLTZ,O,O,O,O,X,X,O,O,X
JOISLZT,O,O,O,O,X,X,O,X,X
JOISZTL,O,X,O,O,O,X,O,O,X
JOISZLT,O,O,O,O,O,X,O,X,X
JOIZTLS,O,X,X,O,X,X,X,X,O
JOIZTSL,O,X,X,O,O,X,X,X,O
JOIZLTS,O,X,X,O,X,X,X,X,O
JOIZLST,O,X,X,O,O,O,X,X,X
JOIZSTL,O,X,X,O,O,O,O,X,X
JOIZSLT,O,X,X,O,O,O,O,X,X
JOLTISZ,O,O,X,O,X,X,X,X,X
JOLTIZS,O,X,X,O,X,X,X,X,X
JOLTSIZ,O,O,X,O,X,X,X,X,X
JOLTSZI,O,O,X,O,X,X,X,X,X
JOLTZIS,O,X,X,O,X,X,X,X,X
JOLTZSI,O,X,X,O,X,X,X,X,X
JOLITSZ,O,O,X,O,X,X,X,X,X
JOLITZS,O,X,X,O,X,X,X,X,X
JOLISTZ,O,O,O,O,X,X,O,X,X
JOLISZT,O,O,O,O,X,X,O,X,X
JOLIZTS,O,X,X,O,X,X,X,X,O
JOLIZST,O,X,X,O,O,O,X,X,X
JOLSTIZ,O,O,O,O,X,X,O,X,X
JOLSTZI,O,O,O,O,X,X,O,X,X
JOLSITZ,O,O,O,O,X,X,O,X,X
JOLSIZT,O,O,O,O,X,X,O,X,X
JOLSZTI,O,O,O,O,X,X,O,X,X
JOLSZIT,O,O,O,O,X,X,O,X,X
JOLZTIS,O,X,X,O,X,X,X,X,O
JOLZTSI,O,X,X,O,X,X,X,X,O
JOLZITS,O,X,X,O,X,X,X,X,O
JOLZIST,O,X,X,O,O,O,X,X,X
JOLZSTI,O,X,X,O,O,O,X,X,X
JOLZSIT,O,X,X,O,O,O,X,X,X
JOSTILZ,O,O,O,O,X,X,O,O,X
JOSTIZL,O,X,O,O,X,X,O,O,X
JOSTLIZ,O,O,O,O,X,X,O,O,X
JOSTLZI,O,O,O,O,X,X,O,O,X
JOSTZIL,O,X,O,O,X,X,O,O,X
JOSTZLI,O,X,O,O,X,X,O,O,X
JOSITLZ,O,O,O,O,X,X,O,O,X
JOSITZL,O,X,O,O,X,X,O,O,X
JOSILTZ,O,O,O,O,X,X,O,O,X
JOSILZT,O,O,O,O,X,X,O,X,X
JOSIZTL,O,X,O,O,O,X,O,O,X
JOSIZLT,O,O,O,O,O,X,O,X,X
JOSLTIZ,O,O,O,O,X,X,O,O,X
JOSLTZI,O,O,O,O,X,X,O,O,X
JOSLITZ,O,O,O,O,X,X,O,O,X
JOSLIZT,O,O,O,O,X,X,O,X,X
JOSLZTI,O,O,O,O,X,X,O,X,X
JOSLZIT,O,O,O,O,X,X,O,X,X
JOSZTIL,O,X,O,O,O,X,O,O,X
JOSZTLI,O,X,O,O,O,X,O,O,X
JOSZITL,O,X,O,O,O,X,O,O,X
JOSZILT,O,O,O,O,O,X,O,X,X
JOSZLTI,O,O,O,O,O,X,O,X,X
JOSZLIT,O,O,O,O,O,X,O,X,X
JOZTILS,O,X,X,O,X,X,X,X,O
JOZTISL,O,X,X,O,O,X,X,X,O
JOZTLIS,O,X,X,O,X,X,X,X,O
JOZTLSI,O,X,X,O,X,X,X,X,O
JOZTSIL,O,X,X,O,O,X,X,X,O
JOZTSLI,O,X,X,O,O,X,X,X,O
JOZITLS,O,X,X,O,X,X,X,X,O
JOZITSL,O,X,X,O,O,X,X,X,O
JOZILTS,O,X,X,O,X,X,X,X,O
JOZILST,O,X,X,O,O,O,X,X,X
JOZISTL,O,X,X,O,O,O,O,X,X
JOZISLT,O,X,X,O,O,O,O,X,X
JOZLTIS,O,X,X,O,X,X,X,X,O
JOZLTSI,O,X,X,O,X,X,X,X,O
JOZLITS,O,X,X,O,X,X,X,X,O
JOZLIST,O,X,X,O,O,O,X,X,X
JOZLSTI,O,X,X,O,O,O,X,X,X
JOZLSIT,O,X,X,O,O,O,X,X,X
JOZSTIL,O,X,X,O,O,O,O,X,X
JOZSTLI,O,X,X,O,O,O,O,X,X
JOZSITL,O,X,X,O,O,O,O,X,X
JOZSILT,O,X,X,O,O,O,O,X,X
JOZSLTI,O,X,X,O,O,O,O,X,X
JOZSLIT,O,X,X,O,O,O,O,X,X
STILJZO,O,O,O,O,X,X,X,X,X
STILJOZ,O,X,X,O,X,X,X,X,X
STILZJO,O,O,O,O,X,X,X,X,X
STILZOJ,O,O,O,O,X,X,X,X,X
STILOJZ,O,O,O,X,X,X,X,O,X
STILOZJ,X,O,O,O,X,X,X,X,X
STIJLZO,O,O,O,O,X,X,X,X,X
STIJLOZ,O,X,X,O,X,X,X,O,X
STIJZLO,O,O,O,O,X,X,X,X,X
STIJZOL,X,X,X,O,X,X,X,O,X
STIJOLZ,O,O,X,O,X,X,O,O,X
STIJOZL,X,X,X,O,X,X,O,O,X
STIZLJO,O,O,O,O,X,X,X,X,X
STIZLOJ,O,O,O,O,X,X,X,X,X
STIZJLO,O,O,O,O,X,X,X,X,X
STIZJOL,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,O,O,X,X,X,X,O
STIZOJL,O,X,X,X,X,X,O,O,O
STIOLJZ,O,O,O,X,X,X,X,O,X
STIOLZJ,O,O,O,O,X,X,X,X,X
STIOJLZ,O,O,O,X,X,X,O,O,X
STIOJZL,O,X,O,X,X,X,O,O,X
STIOZLJ,O,O,O,O,X,X,X,X,X
STIOZJL,O,X,O,O,X,X,O,O,X
STLIJZO,O,O,O,O,X,X,X,X,X
STLIJOZ,O,X,X,O,X,X,X,X,X
STLIZJO,O,O,O,O,X,X,X,X,X
STLIZOJ,O,O,O,O,X,X,X,X,X
STLIOJZ,O,O,O,X,X,X,X,O,X
STLIOZJ,X,O,O,O,X,X,X,X,X
STLJIZO,O,O,O,O,X,X,X,X,X
STLJIOZ,O,X,X,O,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,X,X,X
STLJZOI,X,O,O,O,X,X,X,X,X
STLJOIZ,O,X,X,O,X,X,X,X,X
STLJOZI,X,X,X,O,X,X,X,X,X
STLZIJO,O,O,O,O,X,X,X,X,X
STLZIOJ,O,O,O,O,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X,X
STLZOIJ,O,O,O,O,X,X,X,X,X
STLZOJI,X,O,O,X,X,X,X,X,X
STLOIJZ,O,O,O,X,X,X,X,O,X
STLOIZJ,X,O,O,O,X,X,X,X,X
STLOJIZ,X,O,O,O,X,X,X,O,X
STLOJZI,X,O,O,O,X,X,X,O,X
STLOZIJ,X,O,O,O,X,X,X,X,X
STLOZJI,X,O,O,O,X,X,X,X,X
STJILZO,O,O,O,O,X,X,X,X,X
STJILOZ,O,X,X,O,X,X,X,O,X
STJIZLO,O,O,O,O,X,X,X,X,X
STJIZOL,X,X,X,O,X,X,X,O,X
STJIOLZ,O,O,X,O,X,X,O,O,X
STJIOZL,X,X,X,O,X,X,O,O,X
STJLIZO,O,O,O,O,X,X,X,X,X
STJLIOZ,O,X,X,O,X,X,X,O,X
STJLZIO,O,O,O,O,X,X,X,X,X
STJLZOI,X,O,O,O,X,X,X,X,X
STJLOIZ,O,X,X,O,X,X,X,O,X
STJLOZI,X,X,X,O,X,X,X,O,X
STJZILO,O,O,O,O,X,X,X,X,X
STJZIOL,X,X,X,O,X,X,X,O,X
STJZLIO,O,O,O,O,X,X,X,X,X
STJZLOI,X,O,O,O,X,X,X,X,X
STJZOIL,X,X,X,O,X,X,X,O,X
STJZOLI,X,X,X,O,X,X,X,O,X
STJOILZ,O,O,X,O,X,X,O,O,X
STJOIZL,X,X,X,O,X,X,O,O,X
STJOLIZ,O,O,X,O,X,X,O,O,X
STJOLZI,X,O,X,O,X,X,O,O,X
STJOZIL,X,X,X,O,X,X,O,O,X
STJOZLI,X,X,X,O,X,X,O,O,X
STZILJO,O,O,O,O,X,X,X,X,X
STZILOJ,O,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,O,X,X,X,X,X
STZIJOL,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,O,X,X,X,X,O
STZIOJL,O,X,X,X,X,X,O,O,O
STZLIJO,O,O,O,O,X,X,X,X,X
STZLIOJ,O,O,O,O,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,X
STZLOIJ,O,O,O,O,X,X,X,X,X
STZLOJI,X,O,O,X,X,X,X,X,X
STZJILO,O,O,O,O,X,X,X,X,X
STZJIOL,O,X,X,O,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,X
STZJOIL,O,X,X,O,X,X,X,X,X
STZJOLI,O,X,X,O,X,X,X,X,X
STZOILJ,O,O,O,O,X,X,X,X,O
STZOIJL,O,X,X,X,X,X,O,O,O
STZOLIJ,O,O,O,O,X,X,X,X,O
STZOLJI,X,O,O,X,X,X,X,X,O
STZOJIL,O,X,X,X,X,X,O,O,O
STZOJLI,O,X,X,X,X,X,O,O,O
STOILJZ,O,O,O,X,X,X,X,O,X
STOILZJ,O,O,O,O,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,O,O,X
STOIJZL,O,X,O,X,X,X,O,O,X
STOIZLJ,O,O,O,O,X,X,X,X,X
STOIZJL,O,X,O,O,X,X,O,O,X
STOLIJZ,O,O,O,X,X,X,X,O,X
STOLIZJ,O,O,O,O,X,X,X,X,X
STOLJIZ,O,O,O,O,X,X,X,O,X
STOLJZI,O,O,O,O,X,X,X,O,X
STOLZIJ,O,O,O,O,X,X,X,X,X
STOLZJI,X,O,O,O,X,X,X,X,X
STOJILZ,O,O,O,O,X,X,O,O,X
STOJIZL,O,X,O,O,X,X,O,O,X
STOJLIZ,O,O,O,O,X,X,O,O,X
STOJLZI,O,O,O,O,X,X,O,O,X
STOJZIL,O,X,O,O,X,X,O,O,X
STOJZLI,O,X,O,O,X,X,O,O,X
STOZILJ,O,O,O,O,X,X,X,X,X
STOZIJL,O,X,O,O,X,X,O,O,X
STOZLIJ,O,O,O,O,X,X,X,X,X
STOZLJI,X,O,O,O,X,X,X,X,X
STOZJIL,O,X,O,O,X,X,O,O,X
STOZJLI,O,X,O,O,X,X,O,O,X
SITLJZO,O,O,O,O,X,X,X,X,X
SITLJOZ,O,X,X,O,X,X,X,X,X
SITLZJO,O,O,O,O,X,X,X,X,X
SITLZOJ,O,O,O,O,X,X,X,X,X
SITLOJZ,O,O,O,X,X,X,X,O,X
SITLOZJ,X,O,O,O,X,X,X,X,X
SITJLZO,O,O,O,O,X,X,X,X,X
SITJLOZ,O,X,X,O,X,X,X,O,X
SITJZLO,O,O,O,O,X,X,X,X,X
SITJZOL,X,X,X,O,X,X,X,O,X
SITJOLZ,O,O,X,O,X,X,O,O,X
SITJOZL,X,X,X,O,X,X,O,O,X
SITZLJO,O,O,O,O,X,X,X,X,X
SITZLOJ,O,O,O,O,X,X,X,X,X
SITZJLO,O,O,O,O,X,X,X,X,X
SITZJOL,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,O,X,X,X,X,O
SITZOJL,O,X,X,X,X,X,O,O,O
SITOLJZ,O,O,O,X,X,X,X,O,X
SITOLZJ,O,O,O,O,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,O,O,X
SITOJZL,O,X,O,X,X,X,O,O,X
SITOZLJ,O,O,O,O,X,X,X,X,X
SITOZJL,O,X,O,O,X,X,O,O,X
SILTJZO,O,O,O,O,X,X,X,X,X
SILTJOZ,O,X,X,O,X,X,X,X,X
SILTZJO,O,O,O,O,X,X,X,X,X
SILTZOJ,O,O,O,O,X,X,X,X,X
SILTOJZ,O,O,O,X,X,X,X,O,X
SILTOZJ,X,O,O,O,X,X,X,X,X
SILJTZO,O,O,O,O,X,X,X,X,X
SILJTOZ,O,X,X,O,X,X,X,O,X
SILJZTO,O,O,O,O,X,X,X,X,X
SILJZOT,O,X,X,O,X,X,X,X,X
SILJOTZ,O,X,O,O,X,X,O,O,X
SILJOZT,O,X,O,O,X,X,O,X,X
SILZTJO,O,O,O,O,X,X,X,X,X
SILZTOJ,O,O,O,O,X,X,X,X,X
SILZJTO,O,O,O,O,X,X,X,X,X
SILZJOT,O,X,X,O,X,X,X,X,X
SILZOTJ,O,O,O,O,X,O,X,X,X
SILZOJT,O,O,O,O,X,O,O,X,X
SILOTJZ,O,O,O,X,X,X,X,O,X
SILOTZJ,O,O,O,O,X,X,X,X,X
SILOJTZ,O,O,O,O,X,X,O,O,X
SILOJZT,O,O,O,O,X,X,O,X,X
SILOZTJ,X,O,O,O,X,O,X,X,O
SILOZJT,X,O,O,O,X,O,O,X,X
SIJTLZO,O,O,O,O,X,X,X,X,X
SIJTLOZ,O,X,X,O,X,X,X,O,X
SIJTZLO,O,O,O,O,X,X,X,X,X
SIJTZOL,X,X,X,O,X,X,X,O,X
SIJTOLZ,O,O,X,O,X,X,O,O,X
SIJTOZL,X,X,X,O,X,X,O,O,X
SIJLTZO,O,O,O,O,X,X,X,X,X
SIJLTOZ,O,X,X,O,X,X,X,O,X
SIJLZTO,O,O,O,O,X,X,X,X,X
SIJLZOT,O,X,X,O,X,X,X,X,X
SIJLOTZ,O,X,O,O,X,X,O,O,X
SIJLOZT,O,X,O,O,X,X,O,X,X
SIJZTLO,O,O,O,O,O,X,X,X,X
SIJZTOL,O,X,X,O,O,X,X,O,X
SIJZLTO,O,O,O,O,O,X,X,X,X
SIJZLOT,O,X,X,O,O,X,X,X,X
SIJZOTL,O,X,X,O,O,X,O,O,X
SIJZOLT,O,O,X,O,O,X,O,X,X
SIJOTLZ,O,O,O,O,X,X,O,O,X
SIJOTZL,O,X,O,O,X,X,O,O,X
SIJOLTZ,O,O,O,O,X,X,O,O,X
SIJOLZT,O,O,O,O,X,X,O,X,X
SIJOZTL,O,X,O,O,O,X,O,O,X
SIJOZLT,O,O,O,O,O,X,O,X,X
SIZTLJO,O,O,O,O,X,X,X,X,X
SIZTLOJ,O,O,O,O,X,O,X,X,X
SIZTJLO,O,O,O,O,O,X,X,X,X
SIZTJOL,O,X,X,X,O,O,X,X,X
SIZTOLJ,O,O,O,O,X,O,X,X,O
SIZTOJL,O,X,X,X,O,O,O,O,O
SIZLTJO,O,O,O,O,X,X,X,X,X
SIZLTOJ,O,O,O,O,X,O,X,X,X
SIZLJTO,O,O,O,O,O,X,X,X,X
SIZLJOT,O,X,X,O,O,X,X,X,X
SIZLOTJ,O,O,O,O,X,O,X,X,X
SIZLOJT,O,O,O,O,O,O,O,X,X
SIZJTLO,O,O,O,O,O,X,X,X,X
SIZJTOL,O,X,X,O,O,O,X,O,X
SIZJLTO,O,O,O,O,O,X,X,X,X
SIZJLOT,O,X,X,O,O,X,X,X,X
SIZJOTL,O,X,X,O,O,O,O,O,X
SIZJOLT,O,O,X,O,O,O,O,X,X
SIZOTLJ,O,O,O,O,X,O,X,X,O
SIZOTJL,O,X,O,O,O,O,O,O,O
SIZOLTJ,O,O,O,O,X,O,X,X,O
SIZOLJT,O,O,O,O,O,O,O,X,X
SIZOJTL,O,X,O,O,O,O,O,O,X
SIZOJLT,O,O,O,O,O,O,O,X,X
SIOTLJZ,O,O,O,X,X,X,X,O,X
SIOTLZJ,O,O,O,O,X,X,X,X,X
SIOTJLZ,O,O,O,X,X,X,O,O,X
SIOTJZL,O,X,O,X,X,X,O,O,X
SIOTZLJ,O,O,O,O,X,X,X,X,X
SIOTZJL,O,X,O,O,X,X,O,O,X
SIOLTJZ,O,O,O,X,X,X,X,O,X
SIOLTZJ,O,O,O,O,X,X,X,X,X
SIOLJTZ,O,O,O,O,X,X,O,O,X
SIOLJZT,O,O,O,O,X,X,O,X,X
SIOLZTJ,X,O,O,O,X,O,X,X,O
SIOLZJT,X,O,O,O,X,O,O,X,X
SIOJTLZ,O,O,O,O,X,X,O,O,X
SIOJTZL,O,X,O,O,X,X,O,O,X
SIOJLTZ,O,O,O,O,X,X,O,O,X
SIOJLZT,O,O,O,O,X,X,O,X,X
SIOJZTL,O,X,O,O,O,X,O,O,X
SIOJZLT,O,O,O,O,O,X,O,X,X
SIOZTLJ,X,O,O,O,X,O,X,X,O
SIOZTJL,X,X,O,O,O,O,O,O,O
SIOZLTJ,X,O,O,O,X,O,X,X,O
