sequence,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFqfBmbBzcBF?mBXqB0qB,v115@6gC8GeC8FeD8AeA8CeF8DeE8Jei6IvhFRcBckBlgB3?hBeqBzqB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFqfBmbBzcBF?mB0qBXqB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFFbB8gBzcBf?lBOrBSvB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFXcB8hBzfBa?rBGlBVvB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhF3bBzcBUlBF?mBupByvB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFmcBflBlgBc?mBqqBzpB,v115@6gC8GeC8FeD8AeA8CeF8DeE8Jei7IvhFOkBRhB3hBF?lBzqB0pB
SZTIOJL,O,X,X,X,X,O,O,X
SZTLIJO,O,O,O,O,O,O,O,X
SZTLIOJ,O,O,O,O,O,O,X,X
SZTLJIO,O,O,O,O,O,X,O,X
SZTLJOI,O,O,O,O,O,X,X,X
SZTLOIJ,O,X,O,O,O,O,X,X
SZTLOJI,O,X,O,O,O,X,X,X
SZTJILO,O,O,X,X,X,O,O,X
SZTJIOL,O,O,X,X,X,O,O,X
SZTJLIO,O,O,O,X,X,X,O,X
SZTJLOI,O,O,O,X,X,X,X,X
SZTJOIL,O,O,X,X,X,O,O,X
SZTJOLI,O,O,O,X,X,X,X,X
SZTOILJ,O,O,X,X,O,O,X,X
SZTOIJL,O,X,X,X,X,O,O,X
SZTOLIJ,O,O,O,X,O,O,X,X
SZTOLJI,O,X,O,X,O,X,X,X
SZTOJIL,O,O,X,X,X,O,O,X
SZTOJLI,O,O,O,X,X,X,X,X
SZITLJO,O,O,X,O,O,O,O,X
SZITLOJ,O,O,X,O,O,O,X,X
SZITJLO,O,O,X,X,X,O,O,X
SZITJOL,O,X,X,X,X,O,O,X
SZITOLJ,O,X,X,X,O,O,X,X
SZITOJL,O,X,X,X,X,O,O,X
SZILTJO,O,O,O,O,X,X,O,X
SZILTOJ,O,O,O,O,O,X,X,X
SZILJTO,X,O,X,O,X,X,O,X
SZILJOT,X,O,X,O,O,X,X,X
SZILOTJ,O,O,O,O,O,X,X,X
SZILOJT,X,O,X,O,O,X,X,X
SZIJTLO,X,O,X,O,X,X,O,X
SZIJTOL,X,O,X,O,X,X,O,X
SZIJLTO,X,O,X,O,X,X,O,X
SZIJLOT,X,O,X,O,O,X,X,X
SZIJOTL,X,X,X,O,X,X,O,X
SZIJOLT,X,O,X,O,O,X,X,X
SZIOTLJ,O,O,X,X,O,O,X,X
SZIOTJL,O,X,X,X,X,O,O,X
SZIOLTJ,O,O,O,O,O,X,X,X
SZIOLJT,X,O,X,O,O,X,X,X
SZIOJTL,X,O,X,O,X,X,O,X
SZIOJLT,X,O,X,O,O,X,X,X
SZLTIJO,O,O,O,O,X,X,O,X
SZLTIOJ,O,O,O,O,O,X,X,X
SZLTJIO,O,O,O,O,X,X,O,X
SZLTJOI,O,O,O,O,X,X,X,X
SZLTOIJ,O,X,O,O,O,X,X,X
SZLTOJI,O,X,O,O,X,X,X,X
SZLITJO,O,O,O,O,X,X,O,X
SZLITOJ,O,O,O,O,O,X,X,X
SZLIJTO,X,O,X,O,X,X,O,X
SZLIJOT,X,O,X,O,O,X,X,X
SZLIOTJ,O,O,O,O,O,X,X,X
SZLIOJT,X,O,X,O,O,X,X,X
SZLJTIO,X,O,X,O,X,X,O,X
SZLJTOI,X,O,X,O,X,X,X,X
SZLJITO,X,O,X,O,X,X,O,X
SZLJIOT,X,O,X,O,O,X,X,X
SZLJOTI,X,O,X,O,X,X,X,X
SZLJOIT,X,O,X,O,O,X,X,X
SZLOTIJ,O,O,O,O,O,X,X,X
SZLOTJI,O,X,O,O,X,X,X,X
SZLOITJ,O,O,O,O,O,X,X,X
SZLOIJT,X,O,X,O,O,X,X,X
SZLOJTI,X,O,X,O,X,X,X,X
SZLOJIT,X,O,X,O,O,X,X,X
SZJTILO,X,O,X,O,X,X,O,X
SZJTIOL,X,O,X,O,X,X,O,X
SZJTLIO,X,O,X,O,X,X,O,X
SZJTLOI,X,O,X,O,X,X,X,X
SZJTOIL,X,O,X,O,X,X,O,X
SZJTOLI,X,O,X,O,X,X,X,X
SZJITLO,X,O,X,O,X,X,O,X
SZJITOL,X,O,X,O,X,X,O,X
SZJILTO,X,O,X,O,X,X,O,X
SZJILOT,X,O,X,O,O,X,X,X
SZJIOTL,X,X,X,O,X,X,O,X
SZJIOLT,X,O,X,O,O,X,X,X
SZJLTIO,X,O,X,O,X,X,O,X
SZJLTOI,X,O,X,O,X,X,X,X
SZJLITO,X,O,X,O,X,X,O,X
SZJLIOT,X,O,X,O,O,X,X,X
SZJLOTI,X,O,X,O,X,X,X,X
SZJLOIT,X,O,X,O,O,X,X,X
SZJOTIL,X,O,X,O,X,X,O,X
SZJOTLI,X,O,X,O,X,X,X,X
SZJOITL,X,O,X,O,X,X,O,X
SZJOILT,X,O,X,O,O,X,X,X
SZJOLTI,X,O,X,O,X,X,X,X
SZJOLIT,X,O,X,O,X,X,X,X
SZOTILJ,O,O,X,X,O,O,X,X
SZOTIJL,O,X,X,X,X,O,O,X
SZOTLIJ,O,O,O,X,O,O,X,X
SZOTLJI,O,X,O,X,O,X,X,X
SZOTJIL,O,O,X,X,X,O,O,X
SZOTJLI,O,O,O,X,X,X,X,X
SZOITLJ,O,O,X,X,O,O,X,X
SZOITJL,O,X,X,X,X,O,O,X
SZOILTJ,O,O,O,O,O,X,X,X
SZOILJT,X,O,X,O,O,X,X,X
SZOIJTL,X,O,X,O,X,X,O,X
SZOIJLT,X,O,X,O,O,X,X,X
SZOLTIJ,O,O,O,O,O,X,X,X
SZOLTJI,O,X,O,O,X,X,X,X
SZOLITJ,O,O,O,O,O,X,X,X
SZOLIJT,X,O,X,O,O,X,X,X
SZOLJTI,X,O,X,O,X,X,X,X
SZOLJIT,X,O,X,O,O,X,X,X
SZOJTIL,X,O,X,O,X,X,O,X
SZOJTLI,X,O,X,O,X,X,X,X
SZOJITL,X,O,X,O,X,X,O,X
SZOJILT,X,O,X,O,O,X,X,X
SZOJLTI,X,O,X,O,X,X,X,X
SZOJLIT,X,O,X,O,X,X,X,X
SOTILJZ,O,X,O,X,X,X,X,O
SOTILZJ,O,X,O,O,O,X,X,X
SOTIJLZ,O,X,O,X,X,X,X,O
SOTIJZL,O,O,X,O,X,X,X,X
SOTIZLJ,O,O,X,X,O,O,X,X
SOTIZJL,O,X,X,X,X,O,X,X
SOTLIJZ,O,X,O,X,X,X,X,O
SOTLIZJ,O,X,O,O,O,X,X,X
SOTLJIZ,O,X,O,X,X,X,X,O
SOTLJZI,O,X,X,X,X,X,X,X
SOTLZIJ,O,X,X,O,O,X,X,X
SOTLZJI,O,X,X,O,O,X,X,X
SOTJILZ,O,O,O,X,X,X,X,O
SOTJIZL,O,O,X,O,X,X,X,X
SOTJLIZ,O,O,O,X,X,X,X,O
SOTJLZI,O,O,X,X,X,X,X,X
SOTJZIL,O,O,X,O,X,X,X,X
SOTJZLI,O,O,X,O,X,X,X,X
SOTZILJ,O,O,X,X,O,O,X,X
SOTZIJL,O,X,X,X,X,O,X,X
SOTZLIJ,O,O,X,X,O,O,X,X
SOTZLJI,O,X,X,X,O,X,X,X
SOTZJIL,O,O,X,X,X,O,X,X
SOTZJLI,O,O,X,X,X,X,X,X
SOITLJZ,O,X,O,X,X,X,X,O
SOITLZJ,O,X,O,O,O,X,X,X
SOITJLZ,O,X,O,X,X,X,X,O
SOITJZL,O,O,X,O,X,X,X,X
SOITZLJ,O,O,X,X,O,O,X,X
SOITZJL,O,X,X,X,X,O,X,X
SOILTJZ,O,X,O,X,X,X,X,O
SOILTZJ,O,X,O,O,X,X,X,X
SOILJTZ,O,X,X,O,X,X,X,X
SOILJZT,X,O,X,O,X,X,X,X
SOILZTJ,O,O,O,O,O,X,X,X
SOILZJT,X,O,X,O,O,X,X,X
SOIJTLZ,O,O,X,X,X,X,X,X
SOIJTZL,O,O,X,O,X,X,X,X
SOIJLTZ,O,X,X,O,X,X,X,X
SOIJLZT,X,O,X,O,X,X,X,X
SOIJZTL,X,O,X,O,X,X,O,X
SOIJZLT,X,O,X,O,X,X,X,X
SOIZTLJ,O,O,X,X,O,O,X,X
SOIZTJL,O,X,X,X,X,O,O,X
SOIZLTJ,O,O,O,O,O,X,X,X
SOIZLJT,X,O,X,O,O,X,X,X
SOIZJTL,X,O,X,O,X,X,O,X
SOIZJLT,X,O,X,O,O,X,X,X
SOLTIJZ,O,X,O,X,X,X,X,X
SOLTIZJ,O,X,O,O,X,X,X,X
SOLTJIZ,O,X,O,X,X,X,X,X
SOLTJZI,O,X,X,X,X,X,X,X
SOLTZIJ,O,X,X,O,X,X,X,X
SOLTZJI,O,X,X,O,X,X,X,X
SOLITJZ,O,X,O,X,X,X,X,X
SOLITZJ,O,X,O,O,X,X,X,X
SOLIJTZ,O,X,X,O,X,X,X,X
SOLIJZT,X,O,X,O,X,X,X,X
SOLIZTJ,O,O,O,O,O,X,X,X
SOLIZJT,X,O,X,O,O,X,X,X
SOLJTIZ,O,O,X,O,X,X,X,X
SOLJTZI,O,O,X,O,X,X,X,X
SOLJITZ,O,X,X,O,X,X,X,X
SOLJIZT,X,O,X,O,X,X,X,X
SOLJZTI,X,O,X,O,X,X,X,X
SOLJZIT,X,O,X,O,X,X,X,X
SOLZTIJ,O,O,O,O,O,X,X,X
SOLZTJI,O,X,O,O,X,X,X,X
SOLZITJ,O,O,O,O,O,X,X,X
SOLZIJT,X,O,X,O,O,X,X,X
SOLZJTI,X,O,X,O,X,X,X,X
SOLZJIT,X,O,X,O,O,X,X,X
SOJTILZ,O,O,X,X,X,X,X,O
SOJTIZL,O,O,X,O,X,X,X,X
SOJTLIZ,O,O,X,X,X,X,X,O
SOJTLZI,O,O,X,X,X,X,X,X
SOJTZIL,O,O,X,O,X,X,X,X
SOJTZLI,O,O,X,O,X,X,X,X
SOJITLZ,O,O,X,X,X,X,X,X
SOJITZL,O,O,X,O,X,X,X,X
SOJILTZ,O,X,X,O,X,X,X,X
SOJILZT,X,O,X,O,X,X,X,X
SOJIZTL,X,O,X,O,X,X,O,X
SOJIZLT,X,O,X,O,X,X,X,X
SOJLTIZ,O,O,X,O,X,X,X,X
SOJLTZI,O,O,X,O,X,X,X,X
SOJLITZ,O,X,X,O,X,X,X,X
SOJLIZT,X,O,X,O,X,X,X,X
SOJLZTI,X,O,X,O,X,X,X,X
SOJLZIT,X,O,X,O,X,X,X,X
SOJZTIL,X,O,X,O,X,X,O,X
SOJZTLI,X,O,X,O,X,X,X,X
SOJZITL,X,O,X,O,X,X,O,X
SOJZILT,X,O,X,O,X,X,X,X
SOJZLTI,X,O,X,O,X,X,X,X
SOJZLIT,X,O,X,O,X,X,X,X
SOZTILJ,O,O,X,X,O,O,X,X
SOZTIJL,O,X,X,X,X,O,O,X
SOZTLIJ,O,O,O,X,O,O,X,X
SOZTLJI,O,X,O,X,O,X,X,X
SOZTJIL,O,O,X,X,X,O,O,X
SOZTJLI,O,O,O,X,X,X,X,X
SOZITLJ,O,O,X,X,O,O,X,X
SOZITJL,O,X,X,X,X,O,O,X
SOZILTJ,O,O,O,O,O,X,X,X
SOZILJT,X,O,X,O,O,X,X,X
SOZIJTL,X,O,X,O,X,X,O,X
SOZIJLT,X,O,X,O,O,X,X,X
SOZLTIJ,O,O,O,O,O,X,X,X
SOZLTJI,O,X,O,O,X,X,X,X
SOZLITJ,O,O,O,O,O,X,X,X
SOZLIJT,X,O,X,O,O,X,X,X
SOZLJTI,X,O,X,O,X,X,X,X
SOZLJIT,X,O,X,O,O,X,X,X
SOZJTIL,X,O,X,O,X,X,O,X
SOZJTLI,X,O,X,O,X,X,X,X
SOZJITL,X,O,X,O,X,X,O,X
SOZJILT,X,O,X,O,O,X,X,X
SOZJLTI,X,O,X,O,X,X,X,X
SOZJLIT,X,O,X,O,X,X,X,X
ZTILJSO,X,X,O,X,O,O,X,X
ZTILJOS,O,X,O,X,O,O,X,X
ZTILSJO,O,X,O,X,O,O,X,X
ZTILSOJ,O,X,O,X,O,O,X,X
ZTILOJS,O,X,O,X,O,O,X,X
ZTILOSJ,O,X,O,X,O,O,X,X
ZTIJLSO,X,X,O,X,O,O,X,X
ZTIJLOS,O,X,O,X,O,O,X,X
ZTIJSLO,X,X,X,X,X,O,O,X
ZTIJSOL,X,X,X,X,X,O,O,X
ZTIJOLS,O,X,O,X,O,O,X,X
ZTIJOSL,X,X,X,X,X,O,X,X
ZTISLJO,O,X,X,X,O,O,O,X
ZTISLOJ,O,X,X,X,O,O,X,X
ZTISJLO,O,X,X,X,X,O,O,X
ZTISJOL,O,X,X,X,X,O,O,X
ZTISOLJ,O,X,X,X,O,O,X,X
ZTISOJL,O,X,X,X,X,O,O,X
ZTIOLJS,O,X,O,X,O,O,X,X
ZTIOLSJ,O,X,O,X,O,O,X,X
ZTIOJLS,O,X,O,X,O,O,X,X
ZTIOJSL,X,X,X,X,X,O,X,X
ZTIOSLJ,O,X,X,X,O,O,X,X
ZTIOSJL,O,X,X,X,X,O,X,X
ZTLIJSO,X,X,O,X,O,O,X,X
ZTLIJOS,O,X,O,X,O,O,X,X
ZTLISJO,O,X,O,X,O,O,X,X
ZTLISOJ,O,X,O,X,O,O,X,X
ZTLIOJS,O,X,O,X,O,O,X,X
ZTLIOSJ,O,X,O,X,O,O,X,X
ZTLJISO,X,O,O,X,O,X,X,X
ZTLJIOS,O,O,O,X,O,X,X,X
ZTLJSIO,X,O,O,X,O,X,X,X
ZTLJSOI,X,O,O,X,O,X,X,X
ZTLJOIS,O,O,O,X,O,X,X,X
ZTLJOSI,X,O,O,X,O,X,X,X
ZTLSIJO,X,O,O,X,O,O,X,X
ZTLSIOJ,X,O,O,X,O,O,X,X
ZTLSJIO,X,O,O,X,O,X,X,X
ZTLSJOI,X,O,O,X,O,X,X,X
ZTLSOIJ,X,X,O,X,O,O,X,X
ZTLSOJI,X,X,O,X,O,X,X,X
ZTLOIJS,O,X,O,X,O,O,X,X
ZTLOISJ,O,X,O,X,O,O,X,X
ZTLOJIS,O,O,O,X,O,X,X,X
ZTLOJSI,X,O,O,X,O,X,X,X
ZTLOSIJ,X,O,O,X,O,O,X,X
ZTLOSJI,X,X,O,X,O,X,X,X
ZTJILSO,X,O,O,X,O,O,X,X
ZTJILOS,O,O,O,X,O,O,X,X
ZTJISLO,X,O,X,X,X,O,O,X
ZTJISOL,X,O,X,X,X,O,O,X
ZTJIOLS,O,O,O,X,O,O,X,X
ZTJIOSL,X,X,X,X,X,O,X,X
ZTJLISO,X,O,O,X,O,X,X,X
ZTJLIOS,O,O,O,X,O,X,X,X
ZTJLSIO,X,O,O,X,O,X,X,X
ZTJLSOI,X,O,O,X,O,X,X,X
ZTJLOIS,O,O,O,X,O,X,X,X
ZTJLOSI,X,O,O,X,O,X,X,X
ZTJSILO,O,O,X,X,X,O,O,X
ZTJSIOL,O,O,X,X,X,O,O,X
ZTJSLIO,O,O,O,X,X,X,O,X
ZTJSLOI,O,O,O,X,X,X,X,X
ZTJSOIL,O,O,X,X,X,O,O,X
ZTJSOLI,O,O,O,X,X,X,X,X
ZTJOILS,O,O,O,X,O,O,X,X
ZTJOISL,X,O,X,X,X,O,X,X
ZTJOLIS,O,O,O,X,O,X,X,X
ZTJOLSI,X,O,O,X,O,X,X,X
ZTJOSIL,O,O,X,X,X,O,X,X
ZTJOSLI,O,O,O,X,X,X,X,X
ZTSILJO,O,O,X,X,O,O,O,X
ZTSILOJ,O,O,X,X,O,O,X,X
ZTSIJLO,O,O,X,X,X,O,O,X
ZTSIJOL,O,X,X,X,X,O,O,X
ZTSIOLJ,O,X,X,X,O,O,X,X
ZTSIOJL,O,X,X,X,X,O,O,X
ZTSLIJO,O,O,O,X,O,O,O,X
ZTSLIOJ,O,O,O,X,O,O,X,X
ZTSLJIO,O,O,O,X,O,X,O,X
ZTSLJOI,O,O,O,X,O,X,X,X
ZTSLOIJ,O,X,O,X,O,O,X,X
ZTSLOJI,O,X,O,X,O,X,X,X
ZTSJILO,O,O,X,X,X,O,O,X
ZTSJIOL,O,O,X,X,X,O,O,X
ZTSJLIO,O,O,O,X,X,X,O,X
ZTSJLOI,O,O,O,X,X,X,X,X
ZTSJOIL,O,O,X,X,X,O,O,X
ZTSJOLI,O,O,O,X,X,X,X,X
ZTSOILJ,O,O,X,X,O,O,X,X
ZTSOIJL,O,X,X,X,X,O,O,X
ZTSOLIJ,O,O,O,X,O,O,X,X
ZTSOLJI,O,X,O,X,O,X,X,X
ZTSOJIL,O,O,X,X,X,O,O,X
ZTSOJLI,O,O,O,X,X,X,X,X
ZTOILJS,O,X,O,X,O,O,X,X
ZTOILSJ,O,X,O,X,O,O,X,X
ZTOIJLS,O,X,O,X,O,O,X,X
ZTOIJSL,X,X,X,X,X,O,X,X
ZTOISLJ,O,X,X,X,O,O,X,X
ZTOISJL,O,X,X,X,X,O,X,X
ZTOLIJS,O,X,O,X,O,O,X,X
ZTOLISJ,O,X,O,X,O,O,X,X
ZTOLJIS,O,O,O,X,O,X,X,X
ZTOLJSI,X,O,O,X,O,X,X,X
ZTOLSIJ,X,O,O,X,O,O,X,X
ZTOLSJI,X,X,O,X,O,X,X,X
ZTOJILS,O,O,O,X,O,O,X,X
ZTOJISL,X,O,X,X,X,O,X,X
ZTOJLIS,O,O,O,X,O,X,X,X
ZTOJLSI,X,O,O,X,O,X,X,X
ZTOJSIL,O,O,X,X,X,O,X,X
ZTOJSLI,O,O,O,X,X,X,X,X
ZTOSILJ,O,O,X,X,O,O,X,X
ZTOSIJL,O,X,X,X,X,O,X,X
ZTOSLIJ,O,O,O,X,O,O,X,X
ZTOSLJI,O,X,O,X,O,X,X,X
ZTOSJIL,O,O,X,X,X,O,X,X
ZTOSJLI,O,O,O,X,X,X,X,X
ZITLJSO,X,X,O,X,O,O,X,X
ZITLJOS,O,X,O,X,O,O,X,X
ZITLSJO,O,X,O,X,O,O,X,X
ZITLSOJ,O,X,O,X,O,O,X,X
ZITLOJS,O,X,O,X,O,O,X,X
ZITLOSJ,O,X,O,X,O,O,X,X
ZITJLSO,X,X,O,X,O,O,X,X
ZITJLOS,O,X,O,X,O,O,X,X
ZITJSLO,X,X,X,X,X,O,O,X
ZITJSOL,X,X,X,X,X,O,O,X
ZITJOLS,O,X,O,X,O,O,X,X
ZITJOSL,X,X,X,X,X,O,X,X
ZITSLJO,O,X,X,X,O,O,O,X
ZITSLOJ,O,X,X,X,O,O,X,X
ZITSJLO,O,X,X,X,X,O,O,X
ZITSJOL,O,X,X,X,X,O,O,X
ZITSOLJ,O,X,X,X,O,O,X,X
ZITSOJL,O,X,X,X,X,O,O,X
ZITOLJS,O,X,O,X,O,O,X,X
ZITOLSJ,O,X,O,X,O,O,X,X
ZITOJLS,O,X,O,X,O,O,X,X
ZITOJSL,X,X,X,X,X,O,X,X
ZITOSLJ,O,X,X,X,O,O,X,X
ZITOSJL,O,X,X,X,X,O,X,X
ZILTJSO,X,X,O,X,O,O,X,X
ZILTJOS,O,X,O,X,O,O,X,X
ZILTSJO,O,X,O,O,O,O,X,X
ZILTSOJ,O,X,O,O,O,O,X,X
ZILTOJS,O,X,O,X,O,O,X,X
ZILTOSJ,O,X,O,O,O,O,X,X
ZILJTSO,X,O,O,O,X,X,X,X
ZILJTOS,X,O,O,O,X,X,X,X
ZILJSTO,X,O,X,O,X,X,O,X
ZILJSOT,X,O,X,O,O,X,X,X
ZILJOTS,X,O,O,O,X,X,X,X
ZILJOST,X,O,X,O,O,X,X,X
ZILSTJO,O,O,O,O,X,X,O,X
ZILSTOJ,O,O,O,O,O,X,X,X
ZILSJTO,X,O,X,O,X,X,O,X
ZILSJOT,X,O,X,O,O,X,X,X
ZILSOTJ,O,O,O,O,O,X,X,X
ZILSOJT,X,O,X,O,O,X,X,X
ZILOTJS,O,X,O,X,O,O,X,X
ZILOTSJ,O,X,O,O,O,O,X,X
ZILOJTS,X,O,O,X,X,X,X,X
ZILOJST,X,O,X,O,O,X,X,X
ZILOSTJ,O,O,O,O,O,X,X,X
ZILOSJT,X,O,X,O,O,X,X,X
ZIJTLSO,X,O,X,X,O,O,X,X
ZIJTLOS,X,O,X,X,O,O,X,X
ZIJTSLO,X,O,X,O,X,O,O,X
ZIJTSOL,X,O,X,O,X,O,O,X
ZIJTOLS,X,O,X,X,O,O,X,X
ZIJTOSL,X,X,X,O,X,O,X,X
ZIJLTSO,X,O,O,O,X,X,X,X
ZIJLTOS,X,O,O,O,X,X,X,X
ZIJLSTO,X,O,X,O,X,X,O,X
ZIJLSOT,X,O,X,O,O,X,X,X
ZIJLOTS,X,O,O,O,X,X,X,X
ZIJLOST,X,O,X,O,O,X,X,X
ZIJSTLO,X,O,X,O,X,X,O,X
ZIJSTOL,X,O,X,O,X,X,O,X
ZIJSLTO,X,O,X,O,X,X,O,X
ZIJSLOT,X,O,X,O,O,X,X,X
ZIJSOTL,X,X,X,O,X,X,O,X
ZIJSOLT,X,O,X,O,O,X,X,X
ZIJOTLS,X,O,X,X,O,O,X,X
ZIJOTSL,X,O,X,O,X,O,X,X
ZIJOLTS,X,O,O,O,X,X,X,X
ZIJOLST,X,O,X,O,O,X,X,X
ZIJOSTL,X,O,X,O,X,X,O,X
ZIJOSLT,X,O,X,O,O,X,X,X
ZISTLJO,O,O,X,O,O,O,O,X
ZISTLOJ,O,O,X,O,O,O,X,X
ZISTJLO,O,O,X,X,X,O,O,X
ZISTJOL,O,X,X,X,X,O,O,X
ZISTOLJ,O,X,X,X,O,O,X,X
ZISTOJL,O,X,X,X,X,O,O,X
ZISLTJO,O,O,O,O,X,X,O,X
ZISLTOJ,O,O,O,O,O,X,X,X
ZISLJTO,X,O,X,O,X,X,O,X
ZISLJOT,X,O,X,O,O,X,X,X
ZISLOTJ,O,O,O,O,O,X,X,X
ZISLOJT,X,O,X,O,O,X,X,X
ZISJTLO,X,O,X,O,X,X,O,X
ZISJTOL,X,O,X,O,X,X,O,X
ZISJLTO,X,O,X,O,X,X,O,X
ZISJLOT,X,O,X,O,O,X,X,X
ZISJOTL,X,X,X,O,X,X,O,X
ZISJOLT,X,O,X,O,O,X,X,X
ZISOTLJ,O,O,X,X,O,O,X,X
ZISOTJL,O,X,X,X,X,O,O,X
ZISOLTJ,O,O,O,O,O,X,X,X
ZISOLJT,X,O,X,O,O,X,X,X
ZISOJTL,X,O,X,O,X,X,O,X
ZISOJLT,X,O,X,O,O,X,X,X
ZIOTLJS,O,X,O,X,O,O,X,X
ZIOTLSJ,O,X,O,X,O,O,X,X
ZIOTJLS,O,X,O,X,O,O,X,X
ZIOTJSL,X,X,X,X,X,O,X,X
ZIOTSLJ,O,X,X,X,O,O,X,X
ZIOTSJL,O,X,X,X,X,O,X,X
ZIOLTJS,O,X,O,X,O,O,X,X
ZIOLTSJ,O,X,O,O,O,O,X,X
ZIOLJTS,X,O,O,X,X,X,X,X
ZIOLJST,X,O,X,O,O,X,X,X
ZIOLSTJ,O,O,O,O,O,X,X,X
ZIOLSJT,X,O,X,O,O,X,X,X
ZIOJTLS,X,O,X,X,O,O,X,X
ZIOJTSL,X,O,X,O,X,O,X,X
ZIOJLTS,X,O,O,O,X,X,X,X
ZIOJLST,X,O,X,O,O,X,X,X
ZIOJSTL,X,O,X,O,X,X,O,X
ZIOJSLT,X,O,X,O,O,X,X,X
ZIOSTLJ,O,O,X,X,O,O,X,X
ZIOSTJL,O,X,X,X,X,O,O,X
ZIOSLTJ,O,O,O,O,O,X,X,X
ZIOSLJT,X,O,X,O,O,X,X,X
ZIOSJTL,X,O,X,O,X,X,O,X
ZIOSJLT,X,O,X,O,O,X,X,X
ZLTIJSO,X,X,O,X,O,O,X,X
ZLTIJOS,O,X,O,X,O,O,X,X
ZLTISJO,O,X,O,O,O,O,X,X
ZLTISOJ,O,X,O,O,O,O,X,X
ZLTIOJS,O,X,O,X,O,O,X,X
ZLTIOSJ,O,X,O,O,O,O,X,X
ZLTJISO,X,O,O,X,O,X,X,X
ZLTJIOS,O,O,O,X,O,X,X,X
ZLTJSIO,X,O,O,X,O,X,X,X
ZLTJSOI,X,O,O,X,O,X,X,X
ZLTJOIS,O,O,O,X,O,X,X,X
ZLTJOSI,X,O,O,X,O,X,X,X
ZLTSIJO,X,O,O,O,O,O,X,X
ZLTSIOJ,X,O,O,O,O,O,X,X
ZLTSJIO,X,O,O,O,O,X,X,X
ZLTSJOI,X,O,O,O,O,X,X,X
ZLTSOIJ,X,X,O,O,O,O,X,X
ZLTSOJI,X,X,O,O,O,X,X,X
ZLTOIJS,O,X,O,X,O,O,X,X
ZLTOISJ,O,X,O,O,O,O,X,X
ZLTOJIS,O,O,O,X,O,X,X,X
ZLTOJSI,X,O,O,X,O,X,X,X
ZLTOSIJ,X,O,O,O,O,O,X,X
ZLTOSJI,X,X,O,O,O,X,X,X
ZLITJSO,X,X,O,X,O,O,X,X
ZLITJOS,O,X,O,X,O,O,X,X
ZLITSJO,O,X,O,O,O,O,X,X
ZLITSOJ,O,X,O,O,O,O,X,X
ZLITOJS,O,X,O,X,O,O,X,X
ZLITOSJ,O,X,O,O,O,O,X,X
ZLIJTSO,X,O,O,O,X,X,X,X
ZLIJTOS,X,O,O,O,X,X,X,X
ZLIJSTO,X,O,X,O,X,X,O,X
ZLIJSOT,X,O,X,O,O,X,X,X
ZLIJOTS,X,O,O,O,X,X,X,X
ZLIJOST,X,O,X,O,O,X,X,X
ZLISTJO,O,O,O,O,X,X,O,X
ZLISTOJ,O,O,O,O,O,X,X,X
ZLISJTO,X,O,X,O,X,X,O,X
ZLISJOT,X,O,X,O,O,X,X,X
ZLISOTJ,O,O,O,O,O,X,X,X
ZLISOJT,X,O,X,O,O,X,X,X
ZLIOTJS,O,X,O,X,O,O,X,X
ZLIOTSJ,O,X,O,O,O,O,X,X
ZLIOJTS,X,O,O,X,X,X,X,X
ZLIOJST,X,O,X,O,O,X,X,X
ZLIOSTJ,O,O,O,O,O,X,X,X
ZLIOSJT,X,O,X,O,O,X,X,X
ZLJTISO,X,O,O,O,X,X,X,X
ZLJTIOS,X,O,O,O,X,X,X,X
ZLJTSIO,X,O,O,O,X,X,X,X
ZLJTSOI,X,O,O,O,X,X,X,X
ZLJTOIS,X,O,O,O,X,X,X,X
ZLJTOSI,X,O,O,O,X,X,X,X
ZLJITSO,X,O,O,O,X,X,X,X
ZLJITOS,X,O,O,O,X,X,X,X
ZLJISTO,X,O,X,O,X,X,O,X
ZLJISOT,X,O,X,O,O,X,X,X
ZLJIOTS,X,O,O,O,X,X,X,X
ZLJIOST,X,O,X,O,O,X,X,X
ZLJSTIO,X,O,X,O,X,X,O,X
ZLJSTOI,X,O,X,O,X,X,X,X
ZLJSITO,X,O,X,O,X,X,O,X
ZLJSIOT,X,O,X,O,O,X,X,X
ZLJSOTI,X,O,X,O,X,X,X,X
ZLJSOIT,X,O,X,O,O,X,X,X
ZLJOTIS,X,O,O,O,X,X,X,X
ZLJOTSI,X,O,O,O,X,X,X,X
ZLJOITS,X,O,O,O,X,X,X,X
ZLJOIST,X,O,X,O,O,X,X,X
ZLJOSTI,X,O,X,O,X,X,X,X
ZLJOSIT,X,O,X,O,O,X,X,X
ZLSTIJO,O,O,O,O,X,X,O,X
ZLSTIOJ,O,O,O,O,O,X,X,X
ZLSTJIO,O,O,O,O,X,X,O,X
ZLSTJOI,O,O,O,O,X,X,X,X
ZLSTOIJ,O,X,O,O,O,X,X,X
ZLSTOJI,O,X,O,O,X,X,X,X
ZLSITJO,O,O,O,O,X,X,O,X
