sequence,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhF3gBzhBGjByqBUo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBemBzhBfoB6o?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBUiBGjBTlBfs?BVyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFzgBUiBFjB2qBfs?BSyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBmhBCjBXmBTo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFUhBFiBXjBTlBSt?BmrB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBymBziB+oBXm?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBFiB8nB+oBTl?BfsB
JOLTISZ,X,X,O,O,X,O,O,O
JOLTIZS,X,X,O,O,O,O,O,O
JOLTSIZ,X,X,O,O,X,O,O,O
JOLTSZI,X,X,O,O,X,O,O,O
JOLTZIS,X,X,O,O,O,O,O,O
JOLTZSI,X,X,O,O,O,O,O,O
JOLITSZ,X,X,O,O,X,O,O,O
JOLITZS,X,X,O,O,O,O,O,O
JOLISTZ,X,X,O,O,X,O,X,O
JOLISZT,X,X,O,O,X,O,X,O
JOLIZTS,X,X,X,O,O,O,O,O
JOLIZST,X,X,X,O,O,O,X,O
JOLSTIZ,X,X,O,O,X,O,X,O
JOLSTZI,X,X,O,O,X,O,X,O
JOLSITZ,X,X,O,O,X,O,X,O
JOLSIZT,X,X,O,O,X,O,X,O
JOLSZTI,X,X,O,O,X,O,X,O
JOLSZIT,X,X,O,O,X,O,X,O
JOLZTIS,X,X,X,O,O,O,O,O
JOLZTSI,X,X,X,O,O,O,O,O
JOLZITS,X,X,X,O,O,O,O,O
JOLZIST,X,X,X,O,O,O,X,O
JOLZSTI,X,X,X,O,O,O,X,O
JOLZSIT,X,X,X,O,O,O,X,O
JOSTILZ,X,X,O,O,X,O,O,O
JOSTIZL,X,X,O,O,X,O,O,O
JOSTLIZ,X,X,O,O,X,O,O,O
JOSTLZI,X,X,O,O,X,O,O,O
JOSTZIL,X,X,O,O,X,O,O,O
JOSTZLI,X,X,O,O,X,O,O,O
JOSITLZ,X,X,O,O,X,O,O,O
JOSITZL,X,X,O,O,X,O,O,O
JOSILTZ,X,X,O,O,X,O,X,O
JOSILZT,X,X,O,O,X,O,X,O
JOSIZTL,X,X,O,O,X,O,O,O
JOSIZLT,X,X,O,O,X,O,X,O
JOSLTIZ,X,X,O,O,X,O,X,O
JOSLTZI,X,X,O,O,X,O,X,O
JOSLITZ,X,X,O,O,X,O,X,O
JOSLIZT,X,X,O,O,X,O,X,O
JOSLZTI,X,X,O,O,X,O,X,O
JOSLZIT,X,X,O,O,X,O,X,O
JOSZTIL,X,X,O,O,X,O,O,O
JOSZTLI,X,X,O,O,X,O,O,O
JOSZITL,X,X,O,O,X,O,O,O
JOSZILT,X,X,O,O,X,O,X,O
JOSZLTI,X,X,O,O,X,O,X,O
JOSZLIT,X,X,O,O,X,O,X,O
JOZTILS,X,X,X,X,O,O,O,O
JOZTISL,X,X,X,X,O,O,O,O
JOZTLIS,X,X,X,X,O,O,O,O
JOZTLSI,X,X,X,X,O,O,O,O
JOZTSIL,X,X,X,X,O,O,O,O
JOZTSLI,X,X,X,X,O,O,O,O
JOZITLS,X,X,X,X,O,O,O,O
JOZITSL,X,X,X,X,O,O,O,O
JOZILTS,X,X,X,O,O,O,O,O
JOZILST,X,X,X,O,O,O,X,O
JOZISTL,X,X,X,O,O,O,O,O
JOZISLT,X,X,X,O,O,O,X,O
JOZLTIS,X,X,X,O,O,O,O,O
JOZLTSI,X,X,X,O,O,O,O,O
JOZLITS,X,X,X,O,O,O,O,O
JOZLIST,X,X,X,O,O,O,X,O
JOZLSTI,X,X,X,O,O,O,X,O
JOZLSIT,X,X,X,O,O,O,X,O
JOZSTIL,X,X,X,O,O,O,O,O
JOZSTLI,X,X,X,O,O,O,O,O
JOZSITL,X,X,X,O,O,O,O,O
JOZSILT,X,X,X,O,O,O,X,O
JOZSLTI,X,X,X,O,O,O,X,O
JOZSLIT,X,X,X,O,O,O,X,O
STILJZO,O,O,O,O,X,X,O,O
STILJOZ,O,X,O,O,X,X,O,X
STILZJO,O,O,O,O,O,X,O,X
STILZOJ,O,O,O,O,X,X,X,X
STILOJZ,O,X,O,O,X,X,X,X
STILOZJ,O,O,O,O,X,X,X,X
STIJLZO,X,O,O,O,X,X,O,O
STIJLOZ,X,X,O,O,X,X,O,X
STIJZLO,X,O,O,O,X,X,O,O
STIJZOL,X,O,O,O,X,X,O,O
STIJOLZ,X,X,O,O,X,X,O,O
STIJOZL,X,X,O,O,X,X,O,O
STIZLJO,O,O,O,O,O,X,O,X
STIZLOJ,O,O,O,O,X,X,X,X
STIZJLO,O,O,O,O,O,X,O,X
STIZJOL,O,O,O,O,O,X,O,X
STIZOLJ,O,O,O,X,O,X,X,X
STIZOJL,O,O,O,O,O,X,X,X
STIOLJZ,O,X,O,X,X,X,X,O
STIOLZJ,O,O,O,X,O,X,X,X
STIOJLZ,X,X,O,X,X,X,X,O
STIOJZL,X,X,O,X,X,X,X,O
STIOZLJ,O,O,O,X,O,X,X,X
STIOZJL,O,O,O,X,O,X,X,X
STLIJZO,O,O,O,O,X,X,O,O
STLIJOZ,O,X,O,O,X,X,O,X
STLIZJO,O,O,O,O,O,X,O,X
STLIZOJ,O,O,O,O,X,X,X,X
STLIOJZ,O,X,O,O,X,X,X,X
STLIOZJ,O,O,O,O,X,X,X,X
STLJIZO,O,O,O,O,X,X,O,O
STLJIOZ,O,X,O,O,X,X,O,X
STLJZIO,O,O,O,O,X,X,O,O
STLJZOI,O,O,O,O,X,X,O,O
STLJOIZ,O,X,O,O,X,X,O,X
STLJOZI,O,X,O,O,X,X,O,X
STLZIJO,O,O,O,O,O,X,O,X
STLZIOJ,O,O,O,O,X,X,X,X
STLZJIO,O,O,O,O,O,X,O,X
STLZJOI,O,O,O,O,X,X,O,X
STLZOIJ,O,O,O,O,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X
STLOIJZ,O,X,O,O,X,X,X,X
STLOIZJ,O,O,O,O,X,X,X,X
STLOJIZ,O,X,O,O,X,X,X,X
STLOJZI,O,X,O,O,X,X,X,X
STLOZIJ,O,O,O,O,X,X,X,X
STLOZJI,O,O,O,O,X,X,X,X
STJILZO,X,O,O,O,X,X,O,O
STJILOZ,X,X,O,O,X,X,O,X
STJIZLO,X,O,O,O,X,X,O,O
STJIZOL,X,O,O,O,X,X,O,O
STJIOLZ,X,X,O,O,X,X,O,O
STJIOZL,X,X,O,O,X,X,O,O
STJLIZO,X,O,O,O,X,X,O,O
STJLIOZ,X,X,O,O,X,X,O,X
STJLZIO,X,O,O,O,X,X,O,O
STJLZOI,X,O,O,O,X,X,O,O
STJLOIZ,X,X,O,O,X,X,O,X
STJLOZI,X,X,O,O,X,X,O,X
STJZILO,X,O,O,O,X,X,O,O
STJZIOL,X,O,O,O,X,X,O,O
STJZLIO,X,O,O,O,X,X,O,O
STJZLOI,X,O,O,O,X,X,O,O
STJZOIL,X,O,O,O,X,X,O,O
STJZOLI,X,O,O,O,X,X,O,O
STJOILZ,X,X,O,O,X,X,O,O
STJOIZL,X,X,O,O,X,X,O,O
STJOLIZ,X,X,O,O,X,X,O,O
STJOLZI,X,X,O,O,X,X,O,O
STJOZIL,X,X,O,O,X,X,O,O
STJOZLI,X,X,O,O,X,X,O,O
STZILJO,O,O,O,O,O,X,O,X
STZILOJ,O,O,O,O,X,X,X,X
STZIJLO,O,O,O,O,O,X,O,X
STZIJOL,O,O,O,O,O,X,O,X
STZIOLJ,O,O,O,X,O,X,X,X
STZIOJL,O,O,O,O,O,X,X,X
STZLIJO,O,O,O,O,O,X,O,X
STZLIOJ,O,O,O,O,X,X,X,X
STZLJIO,O,O,O,O,O,X,O,X
STZLJOI,O,O,O,O,X,X,O,X
STZLOIJ,O,O,O,O,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X
STZJILO,O,O,O,O,O,X,O,X
STZJIOL,O,O,O,O,O,X,O,X
STZJLIO,O,O,O,O,O,X,O,X
STZJLOI,O,O,O,O,X,X,O,X
STZJOIL,O,O,O,O,O,X,O,X
STZJOLI,O,O,O,O,O,X,O,X
STZOILJ,O,O,O,X,O,X,X,X
STZOIJL,O,O,O,O,O,X,X,X
STZOLIJ,O,O,O,X,O,X,X,X
STZOLJI,O,O,O,X,O,X,X,X
STZOJIL,O,O,O,O,O,X,X,X
STZOJLI,O,O,O,O,O,X,X,X
STOILJZ,O,X,O,X,X,X,X,O
STOILZJ,O,O,O,X,O,X,X,X
STOIJLZ,X,X,O,X,X,X,X,O
STOIJZL,X,X,O,X,X,X,X,O
STOIZLJ,O,O,O,X,O,X,X,X
STOIZJL,O,O,O,X,O,X,X,X
STOLIJZ,O,X,O,X,X,X,X,O
STOLIZJ,O,O,O,X,O,X,X,X
STOLJIZ,O,X,O,X,X,X,X,O
STOLJZI,O,X,O,X,X,X,X,O
STOLZIJ,O,O,O,X,O,X,X,X
STOLZJI,O,O,O,X,O,X,X,X
STOJILZ,X,X,O,X,X,X,X,O
STOJIZL,X,X,O,X,X,X,X,O
STOJLIZ,X,X,O,X,X,X,X,O
STOJLZI,X,X,O,X,X,X,X,O
STOJZIL,X,X,O,X,X,X,X,O
STOJZLI,X,X,O,X,X,X,X,O
STOZILJ,O,O,O,X,O,X,X,X
STOZIJL,O,O,O,X,O,X,X,X
STOZLIJ,O,O,O,X,O,X,X,X
STOZLJI,O,O,O,X,O,X,X,X
STOZJIL,O,O,O,X,O,X,X,X
STOZJLI,O,O,O,X,O,X,X,X
SITLJZO,O,O,O,O,X,X,O,O
SITLJOZ,O,X,O,O,X,X,O,X
SITLZJO,O,O,O,O,O,X,O,X
SITLZOJ,O,O,O,O,X,X,X,X
SITLOJZ,O,X,O,O,X,X,X,X
SITLOZJ,O,O,O,O,X,X,X,X
SITJLZO,X,O,O,O,X,X,O,O
SITJLOZ,X,X,O,O,X,X,O,X
SITJZLO,X,O,O,O,X,X,O,O
SITJZOL,X,O,O,O,X,X,O,O
SITJOLZ,X,X,O,O,X,X,O,O
SITJOZL,X,X,O,O,X,X,O,O
SITZLJO,O,O,O,O,O,X,O,X
SITZLOJ,O,O,O,O,X,X,X,X
SITZJLO,O,O,O,O,O,X,O,X
SITZJOL,O,O,O,O,O,X,O,X
SITZOLJ,O,O,O,X,O,X,X,X
SITZOJL,O,O,O,O,O,X,X,X
SITOLJZ,O,X,O,X,X,X,X,O
SITOLZJ,O,O,O,X,O,X,X,X
SITOJLZ,X,X,O,X,X,X,X,O
SITOJZL,X,X,O,X,X,X,X,O
SITOZLJ,O,O,O,X,O,X,X,X
SITOZJL,O,O,O,X,O,X,X,X
SILTJZO,O,O,O,O,X,O,X,O
SILTJOZ,O,X,O,O,X,O,X,X
SILTZJO,O,O,O,O,X,O,X,X
SILTZOJ,O,O,O,O,X,O,X,X
SILTOJZ,O,X,O,O,X,O,X,X
SILTOZJ,O,O,O,O,X,O,X,X
SILJTZO,O,O,O,O,X,O,X,O
SILJTOZ,O,X,O,O,X,O,X,X
SILJZTO,O,O,O,O,X,O,X,O
SILJZOT,O,O,X,O,X,O,X,O
SILJOTZ,X,X,X,O,X,O,X,O
SILJOZT,X,X,X,O,X,O,X,O
SILZTJO,O,O,O,O,X,O,X,X
SILZTOJ,O,O,O,O,X,O,X,X
SILZJTO,O,O,O,O,X,O,X,O
SILZJOT,O,O,X,O,X,O,X,O
SILZOTJ,O,O,O,O,X,O,X,X
SILZOJT,O,O,O,O,X,O,X,X
SILOTJZ,O,X,O,O,X,O,X,O
SILOTZJ,O,O,O,O,X,O,X,X
SILOJTZ,X,X,O,O,X,O,X,O
SILOJZT,X,X,O,O,X,O,X,O
SILOZTJ,O,O,O,O,X,O,X,X
SILOZJT,O,O,O,O,X,O,X,O
SIJTLZO,X,O,O,O,X,O,O,O
SIJTLOZ,X,X,O,O,X,O,O,X
SIJTZLO,X,O,O,O,X,O,O,O
SIJTZOL,X,O,O,O,X,X,O,O
SIJTOLZ,X,X,O,O,X,X,O,O
SIJTOZL,X,X,O,O,X,X,O,O
SIJLTZO,X,O,O,O,X,O,X,O
SIJLTOZ,X,X,O,O,X,O,X,X
SIJLZTO,X,O,O,O,X,O,X,O
SIJLZOT,X,O,X,O,X,O,X,O
SIJLOTZ,X,X,X,O,X,O,X,O
SIJLOZT,X,X,X,O,X,O,X,O
SIJZTLO,X,O,O,O,X,O,O,O
SIJZTOL,X,O,O,O,X,X,O,O
SIJZLTO,X,O,O,O,X,O,X,O
SIJZLOT,X,O,X,O,X,O,X,O
SIJZOTL,X,O,O,O,X,X,O,O
SIJZOLT,X,O,O,O,X,X,X,O
SIJOTLZ,X,X,O,O,X,X,O,O
SIJOTZL,X,X,O,O,X,X,O,O
SIJOLTZ,X,X,O,O,X,X,X,O
SIJOLZT,X,X,O,O,X,X,X,O
SIJOZTL,X,X,O,O,X,X,O,O
SIJOZLT,X,X,O,O,X,X,X,O
SIZTLJO,O,O,O,O,O,X,O,X
SIZTLOJ,O,O,O,O,O,X,X,X
SIZTJLO,O,O,O,O,O,X,O,X
SIZTJOL,O,O,O,O,O,X,O,X
SIZTOLJ,O,O,O,X,O,X,X,X
SIZTOJL,O,O,O,O,O,X,X,X
SIZLTJO,O,O,O,O,O,X,X,X
SIZLTOJ,O,O,O,O,O,X,X,X
SIZLJTO,O,O,O,O,X,X,X,O
SIZLJOT,O,O,X,O,O,X,X,O
SIZLOTJ,O,O,O,O,O,X,X,X
SIZLOJT,O,O,O,O,O,X,X,X
SIZJTLO,O,O,O,O,O,X,O,O
SIZJTOL,O,O,O,O,O,X,O,O
SIZJLTO,O,O,O,O,X,X,X,O
SIZJLOT,O,O,X,O,O,X,X,O
SIZJOTL,X,O,O,O,O,X,O,O
SIZJOLT,X,O,O,O,O,X,X,O
SIZOTLJ,X,O,O,X,O,X,X,X
SIZOTJL,X,O,O,O,O,X,X,X
SIZOLTJ,X,O,O,O,O,X,X,X
SIZOLJT,X,O,O,O,O,X,X,O
SIZOJTL,X,O,O,O,O,X,X,O
SIZOJLT,X,O,O,O,O,X,X,O
SIOTLJZ,X,X,O,X,X,X,X,O
SIOTLZJ,X,O,O,X,O,X,X,X
SIOTJLZ,X,X,O,X,X,X,X,O
SIOTJZL,X,X,O,X,X,X,X,O
SIOTZLJ,X,O,O,X,O,X,X,X
SIOTZJL,X,O,O,X,O,X,X,X
SIOLTJZ,X,X,O,O,X,O,X,O
SIOLTZJ,X,O,O,O,O,O,X,X
SIOLJTZ,X,X,O,O,X,O,X,O
SIOLJZT,X,X,O,O,X,O,X,O
SIOLZTJ,X,O,O,O,O,O,X,X
SIOLZJT,X,O,O,O,O,O,X,O
SIOJTLZ,X,X,O,O,X,O,X,O
SIOJTZL,X,X,O,O,X,O,X,O
SIOJLTZ,X,X,O,O,X,O,X,O
SIOJLZT,X,X,O,O,X,O,X,O
SIOJZTL,X,X,O,O,X,O,X,O
SIOJZLT,X,X,O,O,X,O,X,O
SIOZTLJ,X,O,O,X,O,O,X,X
SIOZTJL,X,O,O,O,O,X,X,X
SIOZLTJ,X,O,O,O,O,O,X,X
SIOZLJT,X,O,O,O,O,O,X,O
SIOZJTL,X,O,O,O,O,O,X,O
SIOZJLT,X,O,O,O,O,O,X,O
SLTIJZO,O,O,O,O,X,O,X,O
SLTIJOZ,O,X,O,O,X,O,X,X
SLTIZJO,O,O,O,O,X,O,X,X
SLTIZOJ,O,O,O,O,X,O,X,X
SLTIOJZ,O,X,O,O,X,O,X,X
SLTIOZJ,O,O,O,O,X,O,X,X
SLTJIZO,O,O,O,O,X,O,X,O
SLTJIOZ,O,X,O,O,X,O,X,X
SLTJZIO,O,O,O,O,X,O,X,O
SLTJZOI,O,O,O,O,X,O,X,O
SLTJOIZ,O,X,O,O,X,O,X,X
SLTJOZI,O,X,O,O,X,O,X,X
SLTZIJO,O,O,O,O,X,O,X,X
SLTZIOJ,O,O,O,O,X,O,X,X
SLTZJIO,O,O,O,O,X,O,X,X
SLTZJOI,O,O,O,O,X,O,X,X
SLTZOIJ,O,O,O,O,X,O,X,X
SLTZOJI,O,O,O,O,X,O,X,X
SLTOIJZ,O,X,O,O,X,O,X,X
SLTOIZJ,O,O,O,O,X,O,X,X
SLTOJIZ,O,X,O,O,X,O,X,X
SLTOJZI,O,X,O,O,X,O,X,X
SLTOZIJ,O,O,O,O,X,O,X,X
SLTOZJI,O,O,O,O,X,O,X,X
SLITJZO,O,O,O,O,X,O,X,O
SLITJOZ,O,X,O,O,X,O,X,X
SLITZJO,O,O,O,O,X,O,X,X
SLITZOJ,O,O,O,O,X,O,X,X
SLITOJZ,O,X,O,O,X,O,X,X
SLITOZJ,O,O,O,O,X,O,X,X
SLIJTZO,O,O,O,O,X,O,X,O
SLIJTOZ,O,X,O,O,X,O,X,X
SLIJZTO,O,O,O,O,X,O,X,O
SLIJZOT,O,O,X,O,X,O,X,O
SLIJOTZ,X,X,X,O,X,O,X,O
SLIJOZT,X,X,X,O,X,O,X,O
SLIZTJO,O,O,O,O,X,O,X,X
SLIZTOJ,O,O,O,O,X,O,X,X
SLIZJTO,O,O,O,O,X,O,X,O
SLIZJOT,O,O,X,O,X,O,X,O
SLIZOTJ,O,O,O,O,X,O,X,X
SLIZOJT,O,O,O,O,X,O,X,X
SLIOTJZ,O,X,O,O,X,O,X,O
SLIOTZJ,O,O,O,O,X,O,X,X
SLIOJTZ,X,X,O,O,X,O,X,O
SLIOJZT,X,X,O,O,X,O,X,O
SLIOZTJ,O,O,O,O,X,O,X,X
SLIOZJT,O,O,O,O,X,O,X,O
SLJTIZO,O,O,O,O,X,O,X,O
SLJTIOZ,O,X,O,O,X,O,X,X
SLJTZIO,O,O,O,O,X,O,X,O
SLJTZOI,O,O,O,O,X,O,X,O
SLJTOIZ,O,X,O,O,X,O,X,X
SLJTOZI,O,X,O,O,X,O,X,X
SLJITZO,O,O,O,O,X,O,X,O
SLJITOZ,O,X,O,O,X,O,X,X
SLJIZTO,O,O,O,O,X,O,X,O
SLJIZOT,O,O,X,O,X,O,X,O
SLJIOTZ,X,X,X,O,X,O,X,O
SLJIOZT,X,X,X,O,X,O,X,O
SLJZTIO,O,O,O,O,X,O,X,O
SLJZTOI,O,O,O,O,X,O,X,O
SLJZITO,O,O,O,O,X,O,X,O
SLJZIOT,O,O,X,O,X,O,X,O
SLJZOTI,O,O,X,O,X,O,X,O
SLJZOIT,O,O,X,O,X,O,X,O
SLJOTIZ,X,X,X,O,X,O,X,O
SLJOTZI,X,X,X,O,X,O,X,O
SLJOITZ,X,X,X,O,X,O,X,O
SLJOIZT,X,X,X,O,X,O,X,O
SLJOZTI,X,X,X,O,X,O,X,O
SLJOZIT,X,X,X,O,X,O,X,O
SLZTIJO,O,O,O,O,X,O,X,X
SLZTIOJ,O,O,O,O,X,O,X,X
SLZTJIO,O,O,O,O,X,O,X,X
SLZTJOI,O,O,O,O,X,O,X,X
SLZTOIJ,O,O,O,O,X,O,X,X
SLZTOJI,O,O,O,O,X,O,X,X
SLZITJO,O,O,O,O,X,O,X,X
SLZITOJ,O,O,O,O,X,O,X,X
SLZIJTO,O,O,O,O,X,O,X,O
SLZIJOT,O,O,X,O,X,O,X,O
SLZIOTJ,O,O,O,O,X,O,X,X
SLZIOJT,O,O,O,O,X,O,X,X
SLZJTIO,O,O,O,O,X,O,X,O
SLZJTOI,O,O,O,O,X,O,X,O
SLZJITO,O,O,O,O,X,O,X,O
SLZJIOT,O,O,X,O,X,O,X,O
SLZJOTI,O,O,X,O,X,O,X,O
SLZJOIT,O,O,X,O,X,O,X,O
SLZOTIJ,O,O,O,O,X,O,X,X
SLZOTJI,O,O,O,O,X,O,X,X
SLZOITJ,O,O,O,O,X,O,X,X
SLZOIJT,O,O,O,O,X,O,X,X
SLZOJTI,O,O,O,O,X,O,X,X
SLZOJIT,O,O,O,O,X,O,X,X
SLOTIJZ,O,X,O,O,X,O,X,O
SLOTIZJ,O,O,O,O,X,O,X,X
SLOTJIZ,O,X,O,O,X,O,X,O
SLOTJZI,O,X,O,O,X,O,X,O
SLOTZIJ,O,O,O,O,X,O,X,X
SLOTZJI,O,O,O,O,X,O,X,X
SLOITJZ,O,X,O,O,X,O,X,O
SLOITZJ,O,O,O,O,X,O,X,X
SLOIJTZ,X,X,O,O,X,O,X,O
SLOIJZT,X,X,O,O,X,O,X,O
SLOIZTJ,O,O,O,O,X,O,X,X
SLOIZJT,O,O,O,O,X,O,X,O
SLOJTIZ,X,X,O,O,X,O,X,O
SLOJTZI,X,X,O,O,X,O,X,O
SLOJITZ,X,X,O,O,X,O,X,O
SLOJIZT,X,X,O,O,X,O,X,O
SLOJZTI,X,X,O,O,X,O,X,O
SLOJZIT,X,X,O,O,X,O,X,O
SLOZTIJ,O,O,O,O,X,O,X,X
SLOZTJI,O,O,O,O,X,O,X,X
SLOZITJ,O,O,O,O,X,O,X,X
SLOZIJT,O,O,O,O,X,O,X,O
SLOZJTI,O,O,O,O,X,O,X,O
SLOZJIT,O,O,O,O,X,O,X,O
SJTILZO,X,O,O,O,X,O,O,O
SJTILOZ,X,X,O,O,X,O,O,X
SJTIZLO,X,O,O,O,X,O,O,O
SJTIZOL,X,O,O,O,X,X,O,O
SJTIOLZ,X,X,O,O,X,X,O,O
SJTIOZL,X,X,O,O,X,X,O,O
SJTLIZO,X,O,O,O,X,O,O,O
SJTLIOZ,X,X,O,O,X,O,O,X
SJTLZIO,X,O,O,O,X,O,O,O
SJTLZOI,X,O,O,O,X,O,O,O
SJTLOIZ,X,X,O,O,X,O,O,X
SJTLOZI,X,X,O,O,X,O,O,X
SJTZILO,X,O,O,O,X,O,O,O
SJTZIOL,X,O,O,O,X,X,O,O
SJTZLIO,X,O,O,O,X,O,O,O
SJTZLOI,X,O,O,O,X,O,O,O
SJTZOIL,X,O,O,O,X,X,O,O
SJTZOLI,X,O,O,O,X,X,O,O
SJTOILZ,X,X,O,O,X,X,O,O
SJTOIZL,X,X,O,O,X,X,O,O
SJTOLIZ,X,X,O,O,X,X,O,O
SJTOLZI,X,X,O,O,X,X,O,O
SJTOZIL,X,X,O,O,X,X,O,O
SJTOZLI,X,X,O,O,X,X,O,O
SJITLZO,X,O,O,O,X,O,O,O
SJITLOZ,X,X,O,O,X,O,O,X
SJITZLO,X,O,O,O,X,O,O,O
SJITZOL,X,O,O,O,X,X,O,O
SJITOLZ,X,X,O,O,X,X,O,O
SJITOZL,X,X,O,O,X,X,O,O
SJILTZO,X,O,O,O,X,O,X,O
SJILTOZ,X,X,O,O,X,O,X,X
SJILZTO,X,O,O,O,X,O,X,O
SJILZOT,X,O,X,O,X,O,X,O
SJILOTZ,X,X,X,O,X,O,X,O
SJILOZT,X,X,X,O,X,O,X,O
SJIZTLO,X,O,O,O,X,O,O,O
SJIZTOL,X,O,O,O,X,X,O,O
SJIZLTO,X,O,O,O,X,O,X,O
SJIZLOT,X,O,X,O,X,O,X,O
SJIZOTL,X,O,O,O,X,X,O,O
SJIZOLT,X,O,O,O,X,X,X,O
SJIOTLZ,X,X,O,O,X,X,O,O
SJIOTZL,X,X,O,O,X,X,O,O
SJIOLTZ,X,X,O,O,X,X,X,O
SJIOLZT,X,X,O,O,X,X,X,O
SJIOZTL,X,X,O,O,X,X,O,O
SJIOZLT,X,X,O,O,X,X,X,O
SJLTIZO,X,O,O,O,X,O,X,O
SJLTIOZ,X,X,O,O,X,O,X,X
SJLTZIO,X,O,O,O,X,O,X,O
SJLTZOI,X,O,O,O,X,O,X,O
SJLTOIZ,X,X,O,O,X,O,X,X
SJLTOZI,X,X,O,O,X,O,X,X
SJLITZO,X,O,O,O,X,O,X,O
SJLITOZ,X,X,O,O,X,O,X,X
SJLIZTO,X,O,O,O,X,O,X,O
SJLIZOT,X,O,X,O,X,O,X,O
SJLIOTZ,X,X,X,O,X,O,X,O
SJLIOZT,X,X,X,O,X,O,X,O
SJLZTIO,X,O,O,O,X,O,X,O
SJLZTOI,X,O,O,O,X,O,X,O
SJLZITO,X,O,O,O,X,O,X,O
SJLZIOT,X,O,X,O,X,O,X,O
SJLZOTI,X,O,X,O,X,O,X,O
SJLZOIT,X,O,X,O,X,O,X,O
SJLOTIZ,X,X,X,O,X,O,X,O
SJLOTZI,X,X,X,O,X,O,X,O
SJLOITZ,X,X,X,O,X,O,X,O
SJLOIZT,X,X,X,O,X,O,X,O
SJLOZTI,X,X,X,O,X,O,X,O
SJLOZIT,X,X,X,O,X,O,X,O
SJZTILO,X,O,O,O,X,O,O,O
SJZTIOL,X,O,O,O,X,X,O,O
SJZTLIO,X,O,O,O,X,O,O,O
SJZTLOI,X,O,O,O,X,O,O,O
SJZTOIL,X,O,O,O,X,X,O,O
SJZTOLI,X,O,O,O,X,X,O,O
SJZITLO,X,O,O,O,X,O,O,O
SJZITOL,X,O,O,O,X,X,O,O
SJZILTO,X,O,O,O,X,O,X,O
SJZILOT,X,O,X,O,X,O,X,O
SJZIOTL,X,O,O,O,X,X,O,O
SJZIOLT,X,O,O,O,X,X,X,O
SJZLTIO,X,O,O,O,X,O,X,O
SJZLTOI,X,O,O,O,X,O,X,O
SJZLITO,X,O,O,O,X,O,X,O
SJZLIOT,X,O,X,O,X,O,X,O
SJZLOTI,X,O,X,O,X,O,X,O
SJZLOIT,X,O,X,O,X,O,X,O
SJZOTIL,X,O,O,O,X,X,O,O
SJZOTLI,X,O,O,O,X,X,O,O
SJZOITL,X,O,O,O,X,X,O,O
SJZOILT,X,O,O,O,X,X,X,O
SJZOLTI,X,O,O,O,X,X,X,O
SJZOLIT,X,O,O,O,X,X,X,O
SJOTILZ,X,X,O,O,X,X,O,O
SJOTIZL,X,X,O,O,X,X,O,O
SJOTLIZ,X,X,O,O,X,X,O,O
SJOTLZI,X,X,O,O,X,X,O,O
SJOTZIL,X,X,O,O,X,X,O,O
SJOTZLI,X,X,O,O,X,X,O,O
SJOITLZ,X,X,O,O,X,X,O,O
SJOITZL,X,X,O,O,X,X,O,O
SJOILTZ,X,X,O,O,X,X,X,O
SJOILZT,X,X,O,O,X,X,X,O
SJOIZTL,X,X,O,O,X,X,O,O
SJOIZLT,X,X,O,O,X,X,X,O
SJOLTIZ,X,X,O,O,X,X,X,O
SJOLTZI,X,X,O,O,X,X,X,O
SJOLITZ,X,X,O,O,X,X,X,O
SJOLIZT,X,X,O,O,X,X,X,O
SJOLZTI,X,X,O,O,X,X,X,O
SJOLZIT,X,X,O,O,X,X,X,O
SJOZTIL,X,X,O,O,X,X,O,O
SJOZTLI,X,X,O,O,X,X,O,O
SJOZITL,X,X,O,O,X,X,O,O
SJOZILT,X,X,O,O,X,X,X,O
SJOZLTI,X,X,O,O,X,X,X,O
SJOZLIT,X,X,O,O,X,X,X,O
SZTILJO,O,O,O,O,O,X,O,X
SZTILOJ,O,O,O,O,O,X,X,X
SZTIJLO,O,O,O,O,O,X,O,X
SZTIJOL,O,O,O,O,O,X,O,X
SZTIOLJ,O,O,O,X,O,X,X,X
SZTIOJL,O,O,O,O,O,X,X,X
SZTLIJO,O,O,O,O,O,X,O,X
SZTLIOJ,O,O,O,O,O,X,X,X
SZTLJIO,O,O,O,O,O,X,O,X
SZTLJOI,O,O,O,O,O,X,O,X
SZTLOIJ,O,O,O,O,O,X,X,X
SZTLOJI,O,O,O,O,O,X,X,X
SZTJILO,O,O,O,O,O,X,O,X
SZTJIOL,O,O,O,O,O,X,O,X
SZTJLIO,O,O,O,O,O,X,O,X
SZTJLOI,O,O,O,O,O,X,O,X
SZTJOIL,O,O,O,O,O,X,O,X
SZTJOLI,O,O,O,O,O,X,O,X
