sequence,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFOhB8hBCjBXoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFzcBWjBUhBXoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFicB3hBunBcoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFldB3hBOmBcoBCs?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFWiBxdBUhBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdBTeBmgB1rBUt?BSxB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdBTeB6rBmlBcs?BVyB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFTeB3hBqnBFmB8r?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhF8hBCeBmgBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFXdBUhBFoBxrBWx?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFSjB3hBFmB8rBzn?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFZhBldBqrBfnBco?BWyB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFWiBTeBUhBxrBVy?BXsB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFxdB3hB2rBCoBVy?B0rB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFCdBxiBUhBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdB0mBmlBFoBSx?BTtB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFOhBCeB1rBXoB8r?BxxB
IOSJZTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZLJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZTLJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZTLSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IOZTJLS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOZTJSL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOZTSLJ,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
IOZTSJL,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOZLTJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZLTSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IOZLJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZLSJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSLJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIJSZO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTIJZSO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTIJZOS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJOZS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTISJZO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTISJOZ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTISZJO,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LTISZOJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LTISOJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTISOZJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LTIZJSO,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LTIZJOS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTIZSJO,O,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
LTIZSOJ,O,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
LTIZOJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTIZOSJ,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIOJZS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTIOSJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOSZJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LTIOZJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTIOZSJ,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LTJISZO,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJIZSO,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTJIZOS,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTJSIZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LTJSIOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJSZIO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LTJSZOI,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LTJSOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJSOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LTJZISO,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LTJZIOS,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTJZSIO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LTJZSOI,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LTJZOIS,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTJZOSI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTJOSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LTJOZIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTJOZSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LTSIJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTSIZJO,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X
LTSIZOJ,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X
LTSIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSIOZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LTSJIZO,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X
LTSJIOZ,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X
LTSJZIO,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X
LTSJZOI,X,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X
LTSJOIZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LTSJOZI,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
LTSZIJO,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
LTSZIOJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
LTSZJIO,X,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LTSZJOI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LTSZOIJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
LTSZOJI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LTSOIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSOIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LTSOJIZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LTSOJZI,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
LTSOZIJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
LTSOZJI,O,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LTZIJSO,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
LTZIJOS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LTZISJO,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X
LTZISOJ,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LTZIOJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZIOSJ,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LTZJISO,X,O,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X
LTZJIOS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LTZJSIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X
LTZJSOI,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
LTZJOIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LTZJOSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LTZSIJO,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X
LTZSIOJ,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LTZSJIO,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X
LTZSJOI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LTZSOIJ,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LTZSOJI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LTZOIJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZOISJ,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LTZOJIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LTZOJSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LTZOSIJ,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LTZOSJI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LTOIJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOISJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOISZJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LTOIZJS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LTOJISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJIZS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOJSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LTOJZIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOJZSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LTOSJIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOSJZI,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOSZIJ,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X
LTOSZJI,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOZIJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOZISJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOZJIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOZJSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOZSJI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LITJZSO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITJZOS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITJOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJOZS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITSJZO,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LITSJOZ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LITSZJO,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LITSZOJ,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LITSOJZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITSOZJ,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LITZJSO,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LITZJOS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITZSJO,O,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
LITZSOJ,O,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
LITZOJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITZOSJ,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
LITOJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITOSJZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITOSZJ,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LITOZJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITOZSJ,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LIJTSZO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJTZSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZOS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOZS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LIJSTOZ,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LIJSZTO,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJSZOT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIJSOTZ,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LIJSOZT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIJZTSO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJZTOS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LIJZSOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJZOTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LIJOSZT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIJOZTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISTJZO,X,O,X,O,O,X,X,X,O,X,O,O,X,X,O,X,X
LISTJOZ,X,X,X,O,O,X,X,O,X,X,O,O,X,X,O,X,X
LISTZJO,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X
LISTZOJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LISTOJZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
LISTOZJ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISJTZO,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LISJTOZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISJZTO,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LISJZOT,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISJOTZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISJOZT,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISZTJO,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LISZTOJ,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LISZJTO,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
LISZJOT,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISZOTJ,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LISZOJT,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LISOTJZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LISOTZJ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOJTZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISOJZT,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISOZTJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOZJT,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
LIZTJOS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIZTSJO,O,O,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X
LIZTSOJ,O,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIZJTOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZJSTO,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
LIZJSOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LIZJOTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZJOST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIZSTJO,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
LIZSTOJ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZSJTO,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X,O,X
LIZSJOT,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
LIZSOTJ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LIZOJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSTJ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZOSJT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOTSJZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTSZJ,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOTZJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOTZSJ,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
LIOJSZT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOJZTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSTJZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOSTZJ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSJTZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOSJZT,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOSZTJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZJT,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LIOZJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZSTJ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOZSJT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTISZO,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LJTIZSO,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LJTIZOS,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LJTSIZO,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTZIOS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTZSIO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTZOSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJTOIZS,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOZIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTOZSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LJITZSO,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJITZOS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJITOZS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJISTZO,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
LJISZTO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJIZTSO,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
LJIZTOS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
