sequence,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFNgB/iBajB5jB0k?B2uB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFmdB5jBXgB0iBaq?BTpB,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFNgBmdB5jB0iBKp?BfqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhF/iBajB5jBckBzp?BOpB,v115@2gC8HeB8GeD8FeF8DeG8Je//IvhFUbBidB5jBziBNp?BeqB,v115@2gC8HeB8GeD8FeF8DeG8Je//IvhFUbBTdBejB5jBKp?BdqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhFxdBOkB0iB6oBfq?BTpB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFUbBTdBejB5jB3k?ByuB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFmdB5jBXgB0iBip?BzpB,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFmdB5jB0iBikB3p?BNqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhFyiB5jBOkB0iBfq?BTpB
JZTIOLS,O,O,X,X,O,X,X,X,X,X,X
JZTIOSL,O,O,X,X,O,X,X,X,X,X,X
JZTLISO,O,X,O,X,O,X,O,X,O,X,X
JZTLIOS,O,X,X,X,X,X,X,X,O,X,X
JZTLSIO,O,X,O,X,O,X,O,X,O,X,X
JZTLSOI,O,X,O,X,O,X,O,X,O,X,X
JZTLOIS,O,X,X,X,X,X,X,X,O,X,X
JZTLOSI,O,X,X,X,X,X,X,X,O,X,X
JZTSILO,O,O,X,X,O,X,O,X,O,O,X
JZTSIOL,O,O,X,X,O,X,X,X,O,X,X
JZTSLIO,O,O,X,X,O,X,O,X,O,O,X
JZTSLOI,O,X,X,X,O,X,O,X,X,X,X
JZTSOIL,O,O,X,X,O,X,X,X,O,X,X
JZTSOLI,O,X,X,X,O,X,O,X,X,X,X
JZTOILS,O,O,X,X,O,X,X,X,X,X,X
JZTOISL,O,O,X,X,O,X,X,X,X,X,X
JZTOLIS,O,O,X,X,O,X,X,X,X,X,X
JZTOLSI,O,O,X,X,O,X,X,X,X,X,X
JZTOSIL,O,O,X,X,O,X,X,X,X,X,X
JZTOSLI,O,O,X,X,O,X,X,X,X,X,X
JZITLSO,O,X,O,X,O,X,X,X,O,X,X
JZITLOS,O,X,X,X,X,X,X,X,O,X,X
JZITSLO,O,O,X,X,O,X,X,X,O,O,X
JZITSOL,O,O,X,X,O,X,X,X,O,X,X
JZITOLS,O,O,X,X,O,X,X,X,X,X,X
JZITOSL,O,O,X,X,O,X,X,X,X,X,X
JZILTSO,O,X,O,X,O,O,X,X,O,X,X
JZILTOS,O,X,X,X,X,O,X,X,O,X,X
JZILSTO,O,O,O,X,X,X,X,O,O,O,X
JZILSOT,O,X,O,X,X,X,X,O,O,O,X
JZILOTS,X,O,X,X,X,O,X,X,O,X,X
JZILOST,X,O,O,X,X,X,X,O,O,X,X
JZISTLO,O,O,X,X,X,X,X,X,O,O,X
JZISTOL,O,O,X,X,X,X,X,X,O,X,X
JZISLTO,O,O,O,X,X,X,X,X,O,O,X
JZISLOT,O,X,O,X,X,X,X,X,O,O,X
JZISOTL,O,O,X,X,X,X,X,X,O,X,X
JZISOLT,O,O,X,X,X,X,X,X,X,O,X
JZIOTLS,O,O,X,X,O,X,X,X,X,X,X
JZIOTSL,O,O,X,X,O,X,X,X,X,X,X
JZIOLTS,X,O,X,X,O,O,X,X,O,X,X
JZIOLST,X,O,O,X,X,X,X,O,O,X,X
JZIOSTL,O,O,X,X,X,X,X,X,O,X,X
JZIOSLT,O,O,X,X,X,X,X,X,X,O,X
JZLTISO,O,X,O,X,O,O,O,X,O,X,X
JZLTIOS,O,X,X,X,X,O,X,X,O,X,X
JZLTSIO,O,X,O,X,O,O,O,X,O,X,X
JZLTSOI,O,X,O,X,O,O,O,X,O,X,X
JZLTOIS,O,X,X,X,X,O,X,X,O,X,X
JZLTOSI,O,X,X,X,X,O,X,X,O,X,X
JZLITSO,O,X,O,X,O,O,O,X,O,X,X
JZLITOS,O,X,X,X,X,O,X,X,O,X,X
JZLISTO,O,O,O,X,X,X,O,O,O,O,X
JZLISOT,O,X,O,X,X,X,X,O,O,O,X
JZLIOTS,X,O,X,X,X,O,X,X,O,X,X
JZLIOST,X,O,O,X,X,X,X,O,O,X,X
JZLSTIO,O,O,O,X,X,X,O,O,O,O,X
JZLSTOI,O,X,O,X,X,X,O,O,O,X,X
JZLSITO,O,O,O,X,X,X,O,O,O,O,X
JZLSIOT,O,X,O,X,X,X,X,O,O,O,X
JZLSOTI,O,X,O,X,X,X,X,O,O,X,X
JZLSOIT,O,X,O,X,X,X,X,O,O,O,X
JZLOTIS,X,O,X,X,X,O,X,X,O,X,X
JZLOTSI,X,O,X,X,X,O,X,X,O,X,X
JZLOITS,X,O,X,X,X,O,X,X,O,X,X
JZLOIST,X,O,O,X,X,X,X,O,O,X,X
JZLOSTI,X,O,O,X,X,X,X,O,O,X,X
JZLOSIT,X,O,O,X,X,X,X,O,O,X,X
JZSTILO,O,O,X,X,X,X,O,X,O,O,X
JZSTIOL,O,O,X,X,X,X,X,X,O,X,X
JZSTLIO,O,O,X,X,X,X,O,X,O,O,X
JZSTLOI,O,X,X,X,X,X,O,X,X,X,X
JZSTOIL,O,O,X,X,X,X,X,X,O,X,X
JZSTOLI,O,X,X,X,X,X,O,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,X,O,O,X
JZSITOL,O,O,X,X,X,X,X,X,O,X,X
JZSILTO,O,O,O,X,X,X,X,X,O,O,X
JZSILOT,O,X,O,X,X,X,X,X,O,O,X
JZSIOTL,O,O,X,X,X,X,X,X,O,X,X
JZSIOLT,O,O,X,X,X,X,X,X,X,O,X
JZSLTIO,O,O,O,X,X,X,O,X,O,O,X
JZSLTOI,O,X,O,X,X,X,O,X,O,X,X
JZSLITO,O,O,O,X,X,X,O,X,O,O,X
JZSLIOT,O,X,O,X,X,X,X,X,O,O,X
JZSLOTI,O,X,O,X,X,X,X,X,O,X,X
JZSLOIT,O,X,O,X,X,X,X,X,O,O,X
JZSOTIL,O,O,X,X,X,X,X,X,O,X,X
JZSOTLI,O,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,X,O,X,X
JZSOILT,O,O,X,X,X,X,X,X,X,O,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X,O,X
JZOTILS,O,O,X,X,O,X,X,X,X,X,X
JZOTISL,O,O,X,X,O,X,X,X,X,X,X
JZOTLIS,O,O,X,X,O,X,X,X,X,X,X
JZOTLSI,O,O,X,X,O,X,X,X,X,X,X
JZOTSIL,O,O,X,X,O,X,X,X,X,X,X
JZOTSLI,O,O,X,X,O,X,X,X,X,X,X
JZOITLS,O,O,X,X,O,X,X,X,X,X,X
JZOITSL,O,O,X,X,O,X,X,X,X,X,X
JZOILTS,X,O,X,X,O,O,X,X,O,X,X
JZOILST,X,O,O,X,X,X,X,O,O,X,X
JZOISTL,O,O,X,X,X,X,X,X,O,X,X
JZOISLT,O,O,X,X,X,X,X,X,X,O,X
JZOLTIS,X,O,X,X,O,O,X,X,O,X,X
JZOLTSI,X,O,X,X,O,O,X,X,O,X,X
JZOLITS,X,O,X,X,O,O,X,X,O,X,X
JZOLIST,X,O,O,X,X,X,X,O,O,X,X
JZOLSTI,X,O,O,X,X,X,X,O,O,X,X
JZOLSIT,X,O,O,X,X,X,X,O,O,X,X
JZOSTIL,O,O,X,X,X,X,X,X,O,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,O,X,X
JZOSILT,O,O,X,X,X,X,X,X,X,O,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X,O,X
JOTILSZ,X,X,X,X,O,O,X,O,X,X,X
JOTILZS,X,X,X,X,O,O,X,X,X,X,X
JOTISLZ,O,X,X,O,O,X,X,X,X,X,X
JOTISZL,O,O,X,O,O,X,X,X,X,X,X
JOTIZLS,O,O,X,X,O,X,X,X,X,X,X
JOTIZSL,O,O,X,O,O,X,X,X,X,X,X
JOTLISZ,X,X,X,X,O,O,X,O,X,X,X
JOTLIZS,X,X,X,X,O,O,X,X,X,X,X
JOTLSIZ,X,X,X,X,O,O,X,O,X,X,X
JOTLSZI,X,X,X,X,O,O,X,O,X,X,X
JOTLZIS,X,X,X,X,O,O,X,X,X,X,X
JOTLZSI,X,X,X,X,O,O,X,X,X,X,X
JOTSILZ,O,X,X,O,O,X,X,X,X,X,X
JOTSIZL,O,O,X,O,O,X,X,X,X,X,X
JOTSLIZ,O,X,X,O,O,X,X,X,X,X,X
JOTSLZI,O,X,X,O,O,X,X,X,X,X,X
JOTSZIL,O,O,X,O,O,X,X,X,X,X,X
JOTSZLI,O,O,X,O,O,X,X,X,X,X,X
JOTZILS,O,O,X,X,O,X,X,X,X,X,X
JOTZISL,O,O,X,O,O,X,X,X,X,X,X
JOTZLIS,O,O,X,X,O,X,X,X,X,X,X
JOTZLSI,O,O,X,X,O,X,X,X,X,X,X
JOTZSIL,O,O,X,O,O,X,X,X,X,X,X
JOTZSLI,O,O,X,O,O,X,X,X,X,X,X
JOITLSZ,X,X,X,X,O,O,X,O,X,X,X
JOITLZS,X,X,X,X,O,O,X,X,X,X,X
JOITSLZ,O,X,X,O,O,X,X,X,X,X,X
JOITSZL,O,O,X,O,O,X,X,X,X,X,X
JOITZLS,O,O,X,X,O,X,X,X,X,X,X
JOITZSL,O,O,X,O,O,X,X,X,X,X,X
JOILTSZ,X,X,X,X,O,O,X,O,X,X,X
JOILTZS,X,X,X,X,O,O,X,X,X,X,X
JOILSTZ,X,X,X,X,O,O,X,O,X,X,X
JOILSZT,X,X,X,X,X,X,X,O,X,X,X
JOILZTS,X,X,X,X,O,O,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,O,X,X,X
JOISTLZ,O,X,X,O,O,X,X,X,X,X,X
JOISTZL,O,O,X,O,O,X,X,X,X,X,X
JOISLTZ,O,X,X,O,O,O,X,O,X,X,X
JOISLZT,O,X,X,X,X,X,X,O,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X,X,X,X
JOIZTLS,O,O,X,X,O,X,X,X,X,X,X
JOIZTSL,O,O,X,X,O,X,X,X,X,X,X
JOIZLTS,X,O,X,X,O,O,X,X,X,X,X
JOIZLST,X,O,X,X,X,X,X,O,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,O,O,X,O,X,X,X
JOLTIZS,X,X,X,X,O,O,X,X,X,X,X
JOLTSIZ,X,X,X,X,O,O,X,O,X,X,X
JOLTSZI,X,X,X,X,O,O,X,O,X,X,X
JOLTZIS,X,X,X,X,O,O,X,X,X,X,X
JOLTZSI,X,X,X,X,O,O,X,X,X,X,X
JOLITSZ,X,X,X,X,O,O,X,O,X,X,X
JOLITZS,X,X,X,X,O,O,X,X,X,X,X
JOLISTZ,X,X,X,X,O,O,X,O,X,X,X
JOLISZT,X,X,X,X,X,X,X,O,X,X,X
JOLIZTS,X,X,X,X,O,O,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,O,X,X,X
JOLSTIZ,X,X,X,X,O,O,X,O,X,X,X
JOLSTZI,X,X,X,X,O,O,X,O,X,X,X
JOLSITZ,X,X,X,X,O,O,X,O,X,X,X
JOLSIZT,X,X,X,X,X,X,X,O,X,X,X
JOLSZTI,X,X,X,X,X,X,X,O,X,X,X
JOLSZIT,X,X,X,X,X,X,X,O,X,X,X
JOLZTIS,X,X,X,X,O,O,X,X,X,X,X
JOLZTSI,X,X,X,X,O,O,X,X,X,X,X
JOLZITS,X,X,X,X,O,O,X,X,X,X,X
JOLZIST,X,X,X,X,X,X,X,O,X,X,X
JOLZSTI,X,X,X,X,X,X,X,O,X,X,X
JOLZSIT,X,X,X,X,X,X,X,O,X,X,X
JOSTILZ,O,X,X,O,O,X,X,X,X,X,X
JOSTIZL,O,O,X,O,O,X,X,X,X,X,X
JOSTLIZ,O,X,X,O,O,X,X,X,X,X,X
JOSTLZI,O,X,X,O,O,X,X,X,X,X,X
JOSTZIL,O,O,X,O,O,X,X,X,X,X,X
JOSTZLI,O,O,X,O,O,X,X,X,X,X,X
JOSITLZ,O,X,X,O,O,X,X,X,X,X,X
JOSITZL,O,O,X,O,O,X,X,X,X,X,X
JOSILTZ,O,X,X,O,O,O,X,O,X,X,X
JOSILZT,O,X,X,X,X,X,X,O,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,O,O,O,X,O,X,X,X
JOSLTZI,O,X,X,O,O,O,X,O,X,X,X
JOSLITZ,O,X,X,O,O,O,X,O,X,X,X
JOSLIZT,O,X,X,X,X,X,X,O,X,X,X
JOSLZTI,O,X,X,X,X,X,X,O,X,X,X
JOSLZIT,O,X,X,X,X,X,X,O,X,X,X
JOSZTIL,O,O,X,X,X,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,X,X,O,X,X,X,X,X,X
JOZTISL,O,O,X,X,O,X,X,X,X,X,X
JOZTLIS,O,O,X,X,O,X,X,X,X,X,X
JOZTLSI,O,O,X,X,O,X,X,X,X,X,X
JOZTSIL,O,O,X,X,O,X,X,X,X,X,X
JOZTSLI,O,O,X,X,O,X,X,X,X,X,X
JOZITLS,O,O,X,X,O,X,X,X,X,X,X
JOZITSL,O,O,X,X,O,X,X,X,X,X,X
JOZILTS,X,O,X,X,O,O,X,X,X,X,X
JOZILST,X,O,X,X,X,X,X,O,X,X,X
JOZISTL,O,O,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X,X
JOZLTIS,X,O,X,X,O,O,X,X,X,X,X
JOZLTSI,X,O,X,X,O,O,X,X,X,X,X
JOZLITS,X,O,X,X,O,O,X,X,X,X,X
JOZLIST,X,O,X,X,X,X,X,O,X,X,X
JOZLSTI,X,O,X,X,X,X,X,O,X,X,X
JOZLSIT,X,O,X,X,X,X,X,O,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,X,X,X,O,X,X,X,O
STILJOZ,O,X,X,O,X,X,X,X,X,X,O
STILZJO,O,O,X,X,X,X,O,X,O,O,O
STILZOJ,X,X,X,O,X,X,O,X,X,O,X
STILOJZ,O,X,X,O,X,X,X,X,X,X,O
STILOZJ,X,X,X,O,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,O,X,X,X,O
STIJLOZ,O,X,X,O,X,X,X,X,X,X,O
STIJZLO,O,O,X,X,X,X,O,X,O,X,O
STIJZOL,O,O,X,X,X,X,X,X,O,X,X
STIJOLZ,O,X,X,O,X,X,X,X,X,X,O
STIJOZL,O,X,X,O,X,X,X,X,X,X,X
STIZLJO,O,O,X,X,X,X,O,X,O,O,O
STIZLOJ,X,X,X,O,X,X,O,X,X,O,X
STIZJLO,O,O,X,X,X,X,O,X,O,O,O
STIZJOL,O,O,X,X,X,X,X,X,O,X,X
STIZOLJ,X,X,X,O,X,X,X,X,X,X,X
STIZOJL,X,O,X,O,X,X,X,X,O,X,X
STIOLJZ,O,X,X,O,X,X,X,X,X,X,O
STIOLZJ,X,X,X,O,X,X,X,X,X,X,X
STIOJLZ,O,X,X,O,X,X,X,X,X,X,O
STIOJZL,O,X,X,O,X,X,X,X,X,X,X
STIOZLJ,X,X,X,O,X,X,X,X,X,X,X
STIOZJL,X,O,X,O,X,X,X,X,O,X,X
STLIJZO,O,X,X,X,X,X,O,X,X,X,O
STLIJOZ,O,X,X,O,X,X,X,X,X,X,O
STLIZJO,O,O,X,X,X,X,O,X,O,O,O
STLIZOJ,X,X,X,O,X,X,O,X,X,O,X
STLIOJZ,O,X,X,O,X,X,X,X,X,X,O
STLIOZJ,X,X,X,O,X,X,X,X,X,X,X
STLJIZO,O,X,X,X,X,X,O,X,X,X,O
STLJIOZ,O,X,X,O,X,X,X,X,X,X,O
STLJZIO,O,X,X,X,X,X,O,X,X,X,O
STLJZOI,O,X,X,X,X,X,O,X,X,X,X
STLJOIZ,O,X,X,O,X,X,X,X,X,X,O
STLJOZI,O,X,X,O,X,X,O,X,X,X,X
STLZIJO,O,O,X,X,X,X,O,X,O,O,O
STLZIOJ,X,X,X,O,X,X,O,X,X,O,X
STLZJIO,O,O,X,X,X,X,O,X,O,O,O
STLZJOI,O,X,X,X,X,X,O,X,X,X,X
STLZOIJ,X,X,X,O,X,X,O,X,X,X,X
STLZOJI,X,X,X,O,X,X,O,X,X,X,X
STLOIJZ,O,X,X,O,X,X,X,X,X,X,O
STLOIZJ,X,X,X,O,X,X,X,X,X,X,X
STLOJIZ,O,X,X,O,X,X,X,X,X,X,O
STLOJZI,O,X,X,O,X,X,O,X,X,X,X
STLOZIJ,X,X,X,O,X,X,O,X,X,X,X
STLOZJI,X,X,X,O,X,X,O,X,X,X,X
STJILZO,O,X,X,X,X,X,O,X,X,X,O
STJILOZ,O,X,X,O,X,X,X,X,X,X,O
STJIZLO,O,O,X,X,X,X,O,X,O,X,O
STJIZOL,O,O,X,X,X,X,X,X,O,X,X
STJIOLZ,O,X,X,O,X,X,X,X,X,X,O
STJIOZL,O,X,X,O,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,X,O,X,X,X,O
STJLIOZ,O,X,X,O,X,X,X,X,X,X,O
STJLZIO,O,X,X,X,X,X,O,X,X,X,O
STJLZOI,O,X,X,X,X,X,O,X,X,X,X
STJLOIZ,O,X,X,O,X,X,X,X,X,X,O
STJLOZI,O,X,X,O,X,X,O,X,X,X,X
STJZILO,O,O,X,X,X,X,O,X,O,X,O
STJZIOL,O,O,X,X,X,X,X,X,O,X,X
STJZLIO,O,O,X,X,X,X,O,X,O,X,O
STJZLOI,O,X,X,X,X,X,O,X,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,O,X,X
STJZOLI,O,X,X,X,X,X,O,X,X,X,X
STJOILZ,O,X,X,O,X,X,X,X,X,X,O
STJOIZL,O,X,X,O,X,X,X,X,X,X,X
STJOLIZ,O,X,X,O,X,X,X,X,X,X,O
STJOLZI,O,X,X,O,X,X,O,X,X,X,X
STJOZIL,O,X,X,O,X,X,X,X,X,X,X
STJOZLI,O,X,X,O,X,X,O,X,X,X,X
STZILJO,O,O,X,X,X,X,O,X,O,O,O
STZILOJ,X,X,X,O,X,X,O,X,X,O,X
STZIJLO,O,O,X,X,X,X,O,X,O,O,O
STZIJOL,O,O,X,X,X,X,X,X,O,X,X
STZIOLJ,X,X,X,O,X,X,X,X,X,X,X
STZIOJL,X,O,X,O,X,X,X,X,O,X,X
STZLIJO,O,O,X,X,X,X,O,X,O,O,O
STZLIOJ,X,X,X,O,X,X,O,X,X,O,X
STZLJIO,O,O,X,X,X,X,O,X,O,O,O
STZLJOI,O,X,X,X,X,X,O,X,X,X,X
STZLOIJ,X,X,X,O,X,X,O,X,X,X,X
STZLOJI,X,X,X,O,X,X,O,X,X,X,X
STZJILO,O,O,X,X,X,X,O,X,O,O,O
STZJIOL,O,O,X,X,X,X,X,X,O,X,X
STZJLIO,O,O,X,X,X,X,O,X,O,O,O
STZJLOI,O,X,X,X,X,X,O,X,X,X,X
STZJOIL,O,O,X,X,X,X,X,X,O,X,X
STZJOLI,O,X,X,X,X,X,O,X,X,X,X
STZOILJ,X,X,X,O,X,X,X,X,X,X,X
STZOIJL,X,O,X,O,X,X,X,X,O,X,X
STZOLIJ,X,X,X,O,X,X,O,X,X,X,X
STZOLJI,X,X,X,O,X,X,O,X,X,X,X
STZOJIL,X,O,X,O,X,X,X,X,O,X,X
STZOJLI,X,X,X,O,X,X,O,X,X,X,X
STOILJZ,O,X,X,O,X,X,X,X,X,X,O
STOILZJ,X,X,X,O,X,X,X,X,X,X,X
STOIJLZ,O,X,X,O,X,X,X,X,X,X,O
STOIJZL,O,X,X,O,X,X,X,X,X,X,X
STOIZLJ,X,X,X,O,X,X,X,X,X,X,X
STOIZJL,X,O,X,O,X,X,X,X,O,X,X
STOLIJZ,O,X,X,O,X,X,X,X,X,X,O
STOLIZJ,X,X,X,O,X,X,X,X,X,X,X
STOLJIZ,O,X,X,O,X,X,X,X,X,X,O
STOLJZI,O,X,X,O,X,X,O,X,X,X,X
STOLZIJ,X,X,X,O,X,X,O,X,X,X,X
STOLZJI,X,X,X,O,X,X,O,X,X,X,X
STOJILZ,O,X,X,O,X,X,X,X,X,X,O
STOJIZL,O,X,X,O,X,X,X,X,X,X,X
STOJLIZ,O,X,X,O,X,X,X,X,X,X,O
STOJLZI,O,X,X,O,X,X,O,X,X,X,X
STOJZIL,O,X,X,O,X,X,X,X,X,X,X
STOJZLI,O,X,X,O,X,X,O,X,X,X,X
STOZILJ,X,X,X,O,X,X,X,X,X,X,X
STOZIJL,X,O,X,O,X,X,X,X,O,X,X
STOZLIJ,X,X,X,O,X,X,O,X,X,X,X
STOZLJI,X,X,X,O,X,X,O,X,X,X,X
STOZJIL,X,O,X,O,X,X,X,X,O,X,X
STOZJLI,X,X,X,O,X,X,O,X,X,X,X
SITLJZO,O,X,X,X,X,X,O,X,X,X,O
SITLJOZ,O,X,X,O,X,X,X,X,X,X,O
SITLZJO,O,O,X,X,X,X,O,X,O,O,O
SITLZOJ,X,X,X,O,X,X,O,X,X,O,X
SITLOJZ,O,X,X,O,X,X,X,X,X,X,O
SITLOZJ,X,X,X,O,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,O,X,X,X,O
SITJLOZ,O,X,X,O,X,X,X,X,X,X,O
SITJZLO,O,O,X,X,X,X,O,X,O,X,O
SITJZOL,O,O,X,X,X,X,X,X,O,X,X
SITJOLZ,O,X,X,O,X,X,X,X,X,X,O
SITJOZL,O,X,X,O,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,X,X,O,X,O,O,O
SITZLOJ,X,X,X,O,X,X,O,X,X,O,X
SITZJLO,O,O,X,X,X,X,O,X,O,O,O
SITZJOL,O,O,X,X,X,X,X,X,O,X,X
SITZOLJ,X,X,X,O,X,X,X,X,X,X,X
SITZOJL,X,O,X,O,X,X,X,X,O,X,X
SITOLJZ,O,X,X,O,X,X,X,X,X,X,O
SITOLZJ,X,X,X,O,X,X,X,X,X,X,X
SITOJLZ,O,X,X,O,X,X,X,X,X,X,O
SITOJZL,O,X,X,O,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,X,X,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X,O,X,X
SILTJZO,O,X,O,X,X,O,O,O,O,X,O
SILTJOZ,O,X,O,O,X,O,X,O,X,X,O
SILTZJO,O,O,O,X,X,O,O,O,O,O,O
SILTZOJ,X,X,O,O,X,O,O,O,O,O,X
SILTOJZ,O,X,O,O,X,O,X,O,X,X,O
SILTOZJ,X,X,O,O,X,O,X,O,O,X,X
SILJTZO,O,X,O,X,O,O,X,O,O,X,O
SILJTOZ,O,X,O,O,O,O,X,O,X,X,O
SILJZTO,O,X,O,X,X,X,X,O,O,O,X
SILJZOT,O,X,O,X,X,X,X,O,O,O,X
SILJOTZ,O,X,X,O,X,O,X,O,X,X,X
SILJOZT,O,X,X,X,X,X,X,O,X,X,X
SILZTJO,O,O,O,X,X,X,O,O,O,O,O
SILZTOJ,X,X,O,O,X,X,O,O,O,O,X
SILZJTO,O,O,O,X,X,X,O,O,O,O,X
SILZJOT,O,X,O,X,X,X,X,O,O,O,X
SILZOTJ,X,X,O,O,X,X,O,X,O,O,X
SILZOJT,X,X,O,X,X,X,X,X,O,O,X
SILOTJZ,O,X,O,O,X,X,X,O,X,X,O
SILOTZJ,X,X,O,O,X,X,X,O,O,X,X
SILOJTZ,O,X,X,O,X,X,X,O,X,X,X
SILOJZT,O,X,X,X,X,X,X,O,X,X,X
SILOZTJ,X,X,O,O,X,X,X,X,O,O,X
SILOZJT,X,X,O,X,X,X,X,X,O,O,X
SIJTLZO,O,X,X,X,O,X,X,X,X,X,O
SIJTLOZ,O,X,X,O,O,X,X,X,X,X,O
SIJTZLO,O,O,X,X,O,X,X,X,O,X,O
SIJTZOL,O,O,X,X,O,X,X,X,O,X,X
SIJTOLZ,O,X,X,O,O,X,X,X,X,X,O
SIJTOZL,O,X,X,O,O,X,X,X,X,X,X
SIJLTZO,O,X,X,X,O,O,X,O,X,X,O
SIJLTOZ,O,X,X,O,O,O,X,O,X,X,O
SIJLZTO,O,X,X,X,X,X,X,O,X,O,X
SIJLZOT,O,X,X,X,X,X,X,O,X,O,X
SIJLOTZ,O,X,X,O,X,O,X,O,X,X,X
SIJLOZT,O,X,X,X,X,X,X,O,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X,O,O,X
SIJZTOL,O,O,X,X,X,X,X,X,O,X,X
SIJZLTO,O,O,X,X,X,X,X,X,O,O,X
SIJZLOT,O,X,X,X,X,X,X,X,X,O,X
SIJZOTL,O,O,X,X,X,X,X,X,O,X,X
SIJZOLT,O,X,X,X,X,X,X,X,X,O,X
SIJOTLZ,O,X,X,O,O,X,X,X,X,X,X
SIJOTZL,O,X,X,O,O,X,X,X,X,X,X
SIJOLTZ,O,X,X,O,O,O,X,O,X,X,X
SIJOLZT,O,X,X,X,X,X,X,O,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,O,X,O,O,O
SIZTLOJ,X,X,X,O,X,X,O,X,X,O,X
SIZTJLO,O,O,X,X,X,X,O,X,O,O,O
SIZTJOL,O,O,X,X,X,X,X,X,O,X,X
SIZTOLJ,X,X,X,O,X,X,X,X,X,X,X
SIZTOJL,X,O,X,O,X,X,X,X,O,X,X
SIZLTJO,O,O,O,X,X,X,O,X,O,O,O
SIZLTOJ,X,X,O,O,X,X,O,X,O,O,X
SIZLJTO,O,O,O,X,X,X,O,X,O,O,X
SIZLJOT,O,X,O,X,X,X,X,X,O,O,X
SIZLOTJ,X,X,O,O,X,X,O,X,O,O,X
SIZLOJT,X,X,O,X,X,X,X,X,O,O,X
SIZJTLO,O,O,X,X,X,X,X,X,O,O,X
SIZJTOL,O,O,X,X,X,X,X,X,O,X,X
SIZJLTO,O,O,O,X,X,X,X,X,O,O,X
SIZJLOT,O,X,O,X,X,X,X,X,O,O,X
SIZJOTL,O,O,X,X,X,X,X,X,O,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,O,X
SIZOTLJ,X,O,X,O,X,X,X,X,X,X,X
SIZOTJL,X,O,X,O,X,X,X,X,O,X,X
SIZOLTJ,X,O,X,O,X,X,X,X,X,O,X
SIZOLJT,X,O,X,X,X,X,X,X,X,O,X
SIZOJTL,X,O,X,X,X,X,X,X,O,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X,O,X
SIOTLJZ,O,X,X,O,X,X,X,X,X,X,O
SIOTLZJ,X,O,X,O,X,X,X,X,X,X,X
