sequence,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFicB9iBTeBfnB8s?B+tB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcBeiBtiB6jB/t?B0sB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhF/hBaiBGeBUjB9s?BTtB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcB0dBdnBSoBGt?BXtB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFicBTeBfnBGoBUt?B9sB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcB/iBGeBNoBUn?BSyB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFmcB6jB0hB3nBTt?BtsB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcBXeBdnBCtB+t?B0sB,v115@0gC8GeC8GeD8FeE8DeG8MeZ/IvhFTcBcjBXiBtsB+t?BisB
SIOLTJZ,X,O,O,X,X,X,X,O,X
SIOLTZJ,X,X,O,X,X,O,O,X,X
SIOLJTZ,X,O,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,O,X,X
SIOLZTJ,X,X,X,X,X,O,O,X,X
SIOLZJT,X,X,X,X,O,O,O,X,X
SIOJTLZ,X,O,O,O,X,X,X,X,X
SIOJTZL,X,O,O,O,X,X,X,X,X
SIOJLTZ,X,O,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,O,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,O,X,X
SIOZTLJ,X,X,O,X,X,O,O,X,X
SIOZTJL,X,O,O,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,O,O,X,X
SIOZLJT,X,O,X,X,O,O,O,X,X
SIOZJTL,X,O,X,X,O,X,X,X,X
SIOZJLT,X,O,X,X,O,O,O,X,X
SLTIJZO,O,O,O,X,X,X,X,O,X
SLTIJOZ,X,O,O,X,X,X,X,O,X
SLTIZJO,X,O,O,X,O,O,X,X,X
SLTIZOJ,X,X,O,X,X,O,X,X,X
SLTIOJZ,X,O,O,X,X,X,X,O,X
SLTIOZJ,X,X,O,X,X,O,X,X,X
SLTJIZO,O,O,O,X,X,X,X,X,X
SLTJIOZ,X,O,O,X,X,X,X,X,X
SLTJZIO,O,O,O,X,X,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X,X,X
SLTJOIZ,X,O,O,X,X,X,X,X,X
SLTJOZI,X,O,O,X,X,X,X,X,X
SLTZIJO,X,O,O,X,O,O,X,X,X
SLTZIOJ,X,X,O,X,X,O,X,X,X
SLTZJIO,X,O,O,X,O,O,X,X,X
SLTZJOI,X,O,O,X,X,O,X,X,X
SLTZOIJ,X,X,O,X,X,O,X,X,X
SLTZOJI,X,X,O,X,X,O,X,X,X
SLTOIJZ,X,O,O,X,X,X,X,O,X
SLTOIZJ,X,X,O,X,X,O,X,X,X
SLTOJIZ,X,O,O,X,X,X,X,X,X
SLTOJZI,X,O,O,X,X,X,X,X,X
SLTOZIJ,X,X,O,X,X,O,X,X,X
SLTOZJI,X,X,O,X,X,O,X,X,X
SLITJZO,O,O,O,X,X,X,X,O,X
SLITJOZ,X,O,O,X,X,X,X,O,X
SLITZJO,X,O,O,X,O,O,X,X,X
SLITZOJ,X,X,O,X,X,O,X,X,X
SLITOJZ,X,O,O,X,X,X,X,O,X
SLITOZJ,X,X,O,X,X,O,X,X,X
SLIJTZO,O,O,O,X,X,X,X,X,X
SLIJTOZ,X,O,O,X,X,X,X,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X
SLIJZOT,O,X,X,X,O,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X
SLIZTJO,X,O,O,X,O,O,X,X,X
SLIZTOJ,X,X,O,X,X,O,X,X,X
SLIZJTO,O,X,X,X,O,O,X,X,X
SLIZJOT,O,X,X,X,O,O,X,X,X
SLIZOTJ,X,X,X,X,X,O,X,X,X
SLIZOJT,X,X,X,X,O,O,X,X,X
SLIOTJZ,X,O,O,X,X,X,X,O,X
SLIOTZJ,X,X,O,X,X,O,X,X,X
SLIOJTZ,X,O,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,X,O,X,X,X
SLIOZJT,X,X,X,X,O,O,X,X,X
SLJTIZO,O,O,O,X,X,X,X,X,X
SLJTIOZ,X,O,O,X,X,X,X,X,X
SLJTZIO,O,O,O,X,X,X,X,X,X
SLJTZOI,O,O,O,X,X,X,X,X,X
SLJTOIZ,X,O,O,X,X,X,X,X,X
SLJTOZI,X,O,O,X,X,X,X,X,X
SLJITZO,O,O,O,X,X,X,X,X,X
SLJITOZ,X,O,O,X,X,X,X,X,X
SLJIZTO,O,X,X,X,O,X,X,X,X
SLJIZOT,O,X,X,X,O,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X
SLJZTIO,O,X,X,X,O,X,X,X,X
SLJZTOI,O,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,O,X,X,X,X
SLJZIOT,O,X,X,X,O,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X,X,X
SLJZOIT,O,X,X,X,O,X,X,X,X
SLJOTIZ,X,O,X,X,X,X,X,X,X
SLJOTZI,X,O,X,X,X,X,X,X,X
SLJOITZ,X,O,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X
SLJOZIT,O,X,X,X,X,X,X,X,X
SLZTIJO,X,O,O,X,O,O,X,X,X
SLZTIOJ,X,X,O,X,X,O,X,X,X
SLZTJIO,X,O,O,X,O,O,X,X,X
SLZTJOI,X,O,O,X,X,O,X,X,X
SLZTOIJ,X,X,O,X,X,O,X,X,X
SLZTOJI,X,X,O,X,X,O,X,X,X
SLZITJO,X,O,O,X,O,O,X,X,X
SLZITOJ,X,X,O,X,X,O,X,X,X
SLZIJTO,O,X,X,X,O,O,X,X,X
SLZIJOT,O,X,X,X,O,O,X,X,X
SLZIOTJ,X,X,X,X,X,O,X,X,X
SLZIOJT,X,X,X,X,O,O,X,X,X
SLZJTIO,O,X,X,X,O,O,X,X,X
SLZJTOI,O,X,X,X,X,O,X,X,X
SLZJITO,O,X,X,X,O,O,X,X,X
SLZJIOT,O,X,X,X,O,O,X,X,X
SLZJOTI,O,X,X,X,X,O,X,X,X
SLZJOIT,O,X,X,X,O,O,X,X,X
SLZOTIJ,X,X,X,X,X,O,X,X,X
SLZOTJI,X,X,X,X,X,O,X,X,X
SLZOITJ,X,X,X,X,X,O,X,X,X
SLZOIJT,X,X,X,X,O,O,X,X,X
SLZOJTI,X,X,X,X,X,O,X,X,X
SLZOJIT,X,X,X,X,O,O,X,X,X
SLOTIJZ,X,O,O,X,X,X,X,O,X
SLOTIZJ,X,X,O,X,X,O,X,X,X
SLOTJIZ,X,O,O,X,X,X,X,X,X
SLOTJZI,X,O,O,X,X,X,X,X,X
SLOTZIJ,X,X,O,X,X,O,X,X,X
SLOTZJI,X,X,O,X,X,O,X,X,X
SLOITJZ,X,O,O,X,X,X,X,O,X
SLOITZJ,X,X,O,X,X,O,X,X,X
SLOIJTZ,X,O,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X
SLOIZTJ,X,X,X,X,X,O,X,X,X
SLOIZJT,X,X,X,X,O,O,X,X,X
SLOJTIZ,X,O,X,X,X,X,X,X,X
SLOJTZI,X,O,X,X,X,X,X,X,X
SLOJITZ,X,O,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X
SLOJZIT,O,X,X,X,X,X,X,X,X
SLOZTIJ,X,X,X,X,X,O,X,X,X
SLOZTJI,X,X,X,X,X,O,X,X,X
SLOZITJ,X,X,X,X,X,O,X,X,X
SLOZIJT,X,X,X,X,O,O,X,X,X
SLOZJTI,X,X,X,X,X,O,X,X,X
SLOZJIT,X,X,X,X,O,O,X,X,X
SJTILZO,O,O,O,O,X,X,X,X,O
SJTILOZ,X,O,O,O,X,X,X,X,O
SJTIZLO,O,O,O,O,X,X,X,X,O
SJTIZOL,O,O,O,O,X,X,X,X,O
SJTIOLZ,X,O,O,O,X,X,X,X,O
SJTIOZL,X,O,O,O,X,X,X,X,O
SJTLIZO,O,O,O,O,X,X,X,X,O
SJTLIOZ,X,O,O,O,X,X,X,X,O
SJTLZIO,O,O,O,O,X,X,X,X,O
SJTLZOI,O,O,O,O,X,X,X,X,O
SJTLOIZ,X,O,O,O,X,X,X,X,O
SJTLOZI,X,O,O,O,X,X,X,X,O
SJTZILO,O,O,O,O,X,X,X,X,O
SJTZIOL,O,O,O,O,X,X,X,X,O
SJTZLIO,O,O,O,O,X,X,X,X,O
SJTZLOI,O,O,O,O,X,X,X,X,O
SJTZOIL,O,O,O,O,X,X,X,X,O
SJTZOLI,O,O,O,O,X,X,X,X,O
SJTOILZ,X,O,O,O,X,X,X,X,O
SJTOIZL,X,O,O,O,X,X,X,X,O
SJTOLIZ,X,O,O,O,X,X,X,X,O
SJTOLZI,X,O,O,O,X,X,X,X,O
SJTOZIL,X,O,O,O,X,X,X,X,O
SJTOZLI,X,O,O,O,X,X,X,X,O
SJITLZO,O,O,O,O,X,X,X,X,O
SJITLOZ,X,O,O,O,X,X,X,X,O
SJITZLO,O,O,O,O,X,X,X,X,O
SJITZOL,O,O,O,O,X,X,X,X,O
SJITOLZ,X,O,O,O,X,X,X,X,O
SJITOZL,X,O,O,O,X,X,X,X,O
SJILTZO,O,O,O,O,X,X,X,X,X
SJILTOZ,X,O,O,O,X,X,X,X,X
SJILZTO,O,X,X,X,O,X,X,X,X
SJILZOT,O,X,X,X,O,X,X,X,X
SJILOTZ,X,O,X,X,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,X,X,X
SJIZTLO,O,O,X,X,O,X,X,X,O
SJIZTOL,O,O,X,X,O,X,X,X,O
SJIZLTO,O,O,X,X,O,X,X,X,X
SJIZLOT,O,O,X,X,O,X,X,X,X
SJIZOTL,O,O,X,X,O,X,X,X,X
SJIZOLT,O,O,X,X,O,X,X,X,X
SJIOTLZ,X,O,O,O,X,X,X,X,X
SJIOTZL,X,O,O,O,X,X,X,X,X
SJIOLTZ,X,O,X,X,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X,X,X
SJIOZTL,O,O,X,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X,X
SJLTIZO,O,O,O,O,X,X,X,X,X
SJLTIOZ,X,O,O,O,X,X,X,X,X
SJLTZIO,O,O,O,O,X,X,X,X,X
SJLTZOI,O,O,O,O,X,X,X,X,X
SJLTOIZ,X,O,O,O,X,X,X,X,X
SJLTOZI,X,O,O,O,X,X,X,X,X
SJLITZO,O,O,O,O,X,X,X,X,X
SJLITOZ,X,O,O,O,X,X,X,X,X
SJLIZTO,O,X,X,X,O,X,X,X,X
SJLIZOT,O,X,X,X,O,X,X,X,X
SJLIOTZ,X,O,X,X,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,X,X,X
SJLZTIO,O,X,X,X,O,X,X,X,X
SJLZTOI,O,X,X,X,X,X,X,X,X
SJLZITO,O,X,X,X,O,X,X,X,X
SJLZIOT,O,X,X,X,O,X,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,X
SJLZOIT,O,X,X,X,O,X,X,X,X
SJLOTIZ,X,O,X,X,X,X,X,X,X
SJLOTZI,X,O,X,X,X,X,X,X,X
SJLOITZ,X,O,X,X,X,X,X,X,X
SJLOIZT,O,X,X,X,X,X,X,X,X
SJLOZTI,O,X,X,X,X,X,X,X,X
SJLOZIT,O,X,X,X,X,X,X,X,X
SJZTILO,O,O,X,X,O,X,X,X,O
SJZTIOL,O,O,X,X,O,X,X,X,O
SJZTLIO,O,O,X,X,O,X,X,X,O
SJZTLOI,O,O,X,X,X,X,X,X,O
SJZTOIL,O,O,X,X,O,X,X,X,O
SJZTOLI,O,O,X,X,X,X,X,X,O
SJZITLO,O,O,X,X,O,X,X,X,O
SJZITOL,O,O,X,X,O,X,X,X,O
SJZILTO,O,O,X,X,O,X,X,X,X
SJZILOT,O,O,X,X,O,X,X,X,X
SJZIOTL,O,O,X,X,O,X,X,X,X
SJZIOLT,O,O,X,X,O,X,X,X,X
SJZLTIO,O,O,X,X,O,X,X,X,X
SJZLTOI,O,O,X,X,X,X,X,X,X
SJZLITO,O,O,X,X,O,X,X,X,X
SJZLIOT,O,O,X,X,O,X,X,X,X
SJZLOTI,O,O,X,X,X,X,X,X,X
SJZLOIT,O,O,X,X,O,X,X,X,X
SJZOTIL,O,O,X,X,O,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X,X,X
SJZOITL,O,O,X,X,O,X,X,X,X
SJZOILT,O,O,X,X,O,X,X,X,X
SJZOLTI,O,O,X,X,X,X,X,X,X
SJZOLIT,O,O,X,X,O,X,X,X,X
SJOTILZ,X,O,O,O,X,X,X,X,X
SJOTIZL,X,O,O,O,X,X,X,X,X
SJOTLIZ,X,O,O,O,X,X,X,X,X
SJOTLZI,X,O,O,O,X,X,X,X,X
SJOTZIL,X,O,O,O,X,X,X,X,X
SJOTZLI,X,O,O,O,X,X,X,X,X
SJOITLZ,X,O,O,O,X,X,X,X,X
SJOITZL,X,O,O,O,X,X,X,X,X
SJOILTZ,X,O,X,X,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,X,X,X
SJOIZTL,O,O,X,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X,X,X
SJOLTIZ,X,O,X,X,X,X,X,X,X
SJOLTZI,X,O,X,X,X,X,X,X,X
SJOLITZ,X,O,X,X,X,X,X,X,X
SJOLIZT,O,X,X,X,X,X,X,X,X
SJOLZTI,O,X,X,X,X,X,X,X,X
SJOLZIT,O,X,X,X,X,X,X,X,X
SJOZTIL,O,O,X,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X,X
SJOZLTI,O,O,X,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,X,X,X,X
SZTILJO,X,O,O,X,O,O,X,X,X
SZTILOJ,X,O,O,X,X,O,X,X,X
SZTIJLO,X,O,O,X,O,X,X,X,X
SZTIJOL,X,O,O,X,O,X,X,X,X
SZTIOLJ,X,O,O,X,X,O,X,X,X
SZTIOJL,X,O,O,X,X,X,X,X,X
SZTLIJO,X,O,O,X,O,O,X,X,X
SZTLIOJ,X,O,O,X,X,O,X,X,X
SZTLJIO,X,O,O,X,O,O,X,X,X
SZTLJOI,X,O,O,X,X,O,X,X,X
SZTLOIJ,X,O,O,X,X,O,X,X,X
SZTLOJI,X,O,O,X,X,O,X,X,X
SZTJILO,X,O,O,X,O,X,X,X,X
SZTJIOL,X,O,O,X,O,X,X,X,X
SZTJLIO,X,O,O,X,O,X,X,X,X
SZTJLOI,X,O,O,X,X,X,X,X,X
SZTJOIL,X,O,O,X,O,X,X,X,X
SZTJOLI,X,O,O,X,X,X,X,X,X
SZTOILJ,X,O,O,X,X,O,X,X,X
SZTOIJL,X,O,O,X,X,X,X,X,X
SZTOLIJ,X,O,O,X,X,O,X,X,X
SZTOLJI,X,O,O,X,X,O,X,X,X
SZTOJIL,X,O,O,X,X,X,X,X,X
SZTOJLI,X,O,O,X,X,X,X,X,X
SZITLJO,X,O,O,X,O,O,X,X,X
SZITLOJ,X,O,O,X,X,O,X,X,X
SZITJLO,X,O,O,X,O,X,X,X,X
SZITJOL,X,O,O,X,O,X,X,X,X
SZITOLJ,X,O,O,X,X,O,X,X,X
SZITOJL,X,O,O,X,X,X,X,X,X
SZILTJO,X,O,O,X,O,O,X,X,X
SZILTOJ,X,O,O,X,X,O,X,X,X
SZILJTO,O,O,X,X,O,O,X,X,X
SZILJOT,O,O,X,X,O,O,X,X,X
SZILOTJ,X,O,X,X,X,O,X,X,X
SZILOJT,X,O,X,X,O,O,X,X,X
SZIJTLO,O,O,X,X,O,X,X,X,X
SZIJTOL,O,O,X,X,O,X,X,X,X
SZIJLTO,O,O,X,X,O,O,X,X,X
SZIJLOT,O,O,X,X,O,O,X,X,X
SZIJOTL,O,O,X,X,O,X,X,X,X
SZIJOLT,O,O,X,X,O,O,X,X,X
SZIOTLJ,X,O,O,X,X,O,O,X,X
SZIOTJL,X,O,O,X,X,X,X,X,X
SZIOLTJ,X,O,X,X,X,O,O,X,X
SZIOLJT,X,O,X,X,O,O,O,X,X
SZIOJTL,X,O,X,X,O,X,X,X,X
SZIOJLT,X,O,X,X,O,O,O,X,X
SZLTIJO,X,O,O,X,O,O,X,X,X
SZLTIOJ,X,O,O,X,X,O,X,X,X
SZLTJIO,X,O,O,X,O,O,X,X,X
SZLTJOI,X,O,O,X,X,O,X,X,X
SZLTOIJ,X,O,O,X,X,O,X,X,X
SZLTOJI,X,O,O,X,X,O,X,X,X
SZLITJO,X,O,O,X,O,O,X,X,X
SZLITOJ,X,O,O,X,X,O,X,X,X
SZLIJTO,O,O,X,X,O,O,X,X,X
SZLIJOT,O,O,X,X,O,O,X,X,X
SZLIOTJ,X,O,X,X,X,O,X,X,X
SZLIOJT,X,O,X,X,O,O,X,X,X
SZLJTIO,O,O,X,X,O,O,X,X,X
SZLJTOI,O,O,X,X,X,O,X,X,X
SZLJITO,O,O,X,X,O,O,X,X,X
SZLJIOT,O,O,X,X,O,O,X,X,X
SZLJOTI,O,O,X,X,X,O,X,X,X
SZLJOIT,O,O,X,X,O,O,X,X,X
SZLOTIJ,X,O,X,X,X,O,X,X,X
SZLOTJI,X,O,X,X,X,O,X,X,X
SZLOITJ,X,O,X,X,X,O,X,X,X
SZLOIJT,X,O,X,X,O,O,X,X,X
SZLOJTI,X,O,X,X,X,O,X,X,X
SZLOJIT,X,O,X,X,O,O,X,X,X
SZJTILO,O,O,X,X,O,X,X,X,X
SZJTIOL,O,O,X,X,O,X,X,X,X
SZJTLIO,O,O,X,X,O,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X,X
SZJTOIL,O,O,X,X,O,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X,X,X
SZJITLO,O,O,X,X,O,X,X,X,X
SZJITOL,O,O,X,X,O,X,X,X,X
SZJILTO,O,O,X,X,O,O,X,X,X
SZJILOT,O,O,X,X,O,O,X,X,X
SZJIOTL,O,O,X,X,O,X,X,X,X
SZJIOLT,O,O,X,X,O,O,X,X,X
SZJLTIO,O,O,X,X,O,O,X,X,X
SZJLTOI,O,O,X,X,X,O,X,X,X
SZJLITO,O,O,X,X,O,O,X,X,X
SZJLIOT,O,O,X,X,O,O,X,X,X
SZJLOTI,O,O,X,X,X,O,X,X,X
SZJLOIT,O,O,X,X,O,O,X,X,X
SZJOTIL,O,O,X,X,O,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X,X,X
SZJOITL,O,O,X,X,O,X,X,X,X
SZJOILT,O,O,X,X,O,O,X,X,X
SZJOLTI,O,O,X,X,X,O,X,X,X
SZJOLIT,O,O,X,X,O,O,X,X,X
SZOTILJ,X,O,O,X,X,O,O,X,X
SZOTIJL,X,O,O,X,X,X,X,X,X
SZOTLIJ,X,O,O,X,X,O,O,X,X
SZOTLJI,X,O,O,X,X,O,X,X,X
SZOTJIL,X,O,O,X,X,X,X,X,X
SZOTJLI,X,O,O,X,X,X,X,X,X
SZOITLJ,X,O,O,X,X,O,O,X,X
SZOITJL,X,O,O,X,X,X,X,X,X
SZOILTJ,X,O,X,X,X,O,O,X,X
SZOILJT,X,O,X,X,O,O,O,X,X
SZOIJTL,X,O,X,X,O,X,X,X,X
SZOIJLT,X,O,X,X,O,O,O,X,X
SZOLTIJ,X,O,X,X,X,O,O,X,X
SZOLTJI,X,O,X,X,X,O,X,X,X
SZOLITJ,X,O,X,X,X,O,O,X,X
SZOLIJT,X,O,X,X,O,O,O,X,X
SZOLJTI,X,O,X,X,X,O,X,X,X
SZOLJIT,X,O,X,X,O,O,O,X,X
SZOJTIL,X,O,X,X,O,X,X,X,X
SZOJTLI,X,O,X,X,X,X,X,X,X
SZOJITL,X,O,X,X,O,X,X,X,X
SZOJILT,X,O,X,X,O,O,O,X,X
SZOJLTI,X,O,X,X,X,O,X,X,X
SZOJLIT,X,O,X,X,O,O,O,X,X
SOTILJZ,X,O,O,X,X,X,X,O,X
SOTILZJ,X,X,O,X,X,X,O,X,X
SOTIJLZ,X,O,O,O,X,X,X,X,X
SOTIJZL,X,O,O,O,X,X,X,X,X
SOTIZLJ,X,X,O,X,X,X,O,X,X
SOTIZJL,X,X,O,X,X,X,X,X,X
SOTLIJZ,X,O,O,X,X,X,X,O,X
SOTLIZJ,X,X,O,X,X,X,O,X,X
SOTLJIZ,X,O,O,X,X,X,X,X,X
SOTLJZI,X,O,O,X,X,X,X,X,X
SOTLZIJ,X,X,O,X,X,X,O,X,X
SOTLZJI,X,X,O,X,X,X,X,X,X
SOTJILZ,X,O,O,O,X,X,X,X,X
SOTJIZL,X,O,O,O,X,X,X,X,X
SOTJLIZ,X,O,O,O,X,X,X,X,X
SOTJLZI,X,O,O,O,X,X,X,X,X
SOTJZIL,X,O,O,O,X,X,X,X,X
SOTJZLI,X,O,O,O,X,X,X,X,X
SOTZILJ,X,X,O,X,X,X,O,X,X
SOTZIJL,X,X,O,X,X,X,X,X,X
SOTZLIJ,X,X,O,X,X,X,O,X,X
SOTZLJI,X,X,O,X,X,X,X,X,X
SOTZJIL,X,X,O,X,X,X,X,X,X
SOTZJLI,X,X,O,X,X,X,X,X,X
SOITLJZ,X,O,O,X,X,X,X,O,X
SOITLZJ,X,X,O,X,X,X,O,X,X
SOITJLZ,X,O,O,O,X,X,X,X,X
SOITJZL,X,O,O,O,X,X,X,X,X
SOITZLJ,X,X,O,X,X,X,O,X,X
SOITZJL,X,X,O,X,X,X,X,X,X
SOILTJZ,X,O,O,X,X,X,X,O,X
SOILTZJ,X,X,O,X,X,O,O,X,X
SOILJTZ,X,O,X,X,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,O,X,X
SOILZTJ,X,X,X,X,X,O,O,X,X
SOILZJT,X,X,X,X,O,O,O,X,X
SOIJTLZ,X,O,O,O,X,X,X,X,X
SOIJTZL,X,O,O,O,X,X,X,X,X
SOIJLTZ,X,O,X,X,X,X,X,X,X
SOIJLZT,O,X,X,X,X,X,O,X,X
SOIJZTL,O,O,X,X,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,O,X,X
SOIZTLJ,X,X,O,X,X,O,O,X,X
SOIZTJL,X,O,O,X,X,X,X,X,X
SOIZLTJ,X,X,X,X,X,O,O,X,X
SOIZLJT,X,O,X,X,O,O,O,X,X
SOIZJTL,X,O,X,X,O,X,X,X,X
SOIZJLT,X,O,X,X,O,O,O,X,X
SOLTIJZ,X,O,O,X,X,X,X,O,X
SOLTIZJ,X,X,O,X,X,O,O,X,X
SOLTJIZ,X,O,O,X,X,X,X,X,X
SOLTJZI,X,O,O,X,X,X,X,X,X
SOLTZIJ,X,X,O,X,X,O,O,X,X
SOLTZJI,X,X,O,X,X,O,X,X,X
SOLITJZ,X,O,O,X,X,X,X,O,X
SOLITZJ,X,X,O,X,X,O,O,X,X
SOLIJTZ,X,O,X,X,X,X,X,X,X
SOLIJZT,O,X,X,X,X,X,O,X,X
SOLIZTJ,X,X,X,X,X,O,O,X,X
SOLIZJT,X,X,X,X,O,O,O,X,X
SOLJTIZ,X,O,X,X,X,X,X,X,X
SOLJTZI,X,O,X,X,X,X,X,X,X
SOLJITZ,X,O,X,X,X,X,X,X,X
SOLJIZT,O,X,X,X,X,X,O,X,X
SOLJZTI,O,X,X,X,X,X,X,X,X
SOLJZIT,O,X,X,X,X,X,O,X,X
SOLZTIJ,X,X,X,X,X,O,O,X,X
SOLZTJI,X,X,X,X,X,O,X,X,X
SOLZITJ,X,X,X,X,X,O,O,X,X
SOLZIJT,X,X,X,X,O,O,O,X,X
SOLZJTI,X,X,X,X,X,O,X,X,X
SOLZJIT,X,X,X,X,O,O,O,X,X
SOJTILZ,X,O,O,O,X,X,X,X,X
SOJTIZL,X,O,O,O,X,X,X,X,X
SOJTLIZ,X,O,O,O,X,X,X,X,X
SOJTLZI,X,O,O,O,X,X,X,X,X
SOJTZIL,X,O,O,O,X,X,X,X,X
SOJTZLI,X,O,O,O,X,X,X,X,X
SOJITLZ,X,O,O,O,X,X,X,X,X
SOJITZL,X,O,O,O,X,X,X,X,X
SOJILTZ,X,O,X,X,X,X,X,X,X
SOJILZT,O,X,X,X,X,X,O,X,X
SOJIZTL,O,O,X,X,X,X,X,X,X
SOJIZLT,O,O,X,X,X,X,O,X,X
SOJLTIZ,X,O,X,X,X,X,X,X,X
SOJLTZI,X,O,X,X,X,X,X,X,X
SOJLITZ,X,O,X,X,X,X,X,X,X
SOJLIZT,O,X,X,X,X,X,O,X,X
SOJLZTI,O,X,X,X,X,X,X,X,X
SOJLZIT,O,X,X,X,X,X,O,X,X
SOJZTIL,O,O,X,X,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X,X,X
SOJZILT,O,O,X,X,X,X,O,X,X
SOJZLTI,O,O,X,X,X,X,X,X,X
SOJZLIT,O,O,X,X,X,X,O,X,X
SOZTILJ,X,X,O,X,X,O,O,X,X
SOZTIJL,X,O,O,X,X,X,X,X,X
SOZTLIJ,X,X,O,X,X,O,O,X,X
SOZTLJI,X,X,O,X,X,O,X,X,X
SOZTJIL,X,O,O,X,X,X,X,X,X
SOZTJLI,X,O,O,X,X,X,X,X,X
SOZITLJ,X,X,O,X,X,O,O,X,X
SOZITJL,X,O,O,X,X,X,X,X,X
SOZILTJ,X,X,X,X,X,O,O,X,X
SOZILJT,X,O,X,X,O,O,O,X,X
SOZIJTL,X,O,X,X,O,X,X,X,X
SOZIJLT,X,O,X,X,O,O,O,X,X
SOZLTIJ,X,X,X,X,X,O,O,X,X
SOZLTJI,X,X,X,X,X,O,X,X,X
SOZLITJ,X,X,X,X,X,O,O,X,X
SOZLIJT,X,O,X,X,O,O,O,X,X
SOZLJTI,X,O,X,X,X,O,X,X,X
SOZLJIT,X,O,X,X,O,O,O,X,X
SOZJTIL,X,O,X,X,O,X,X,X,X
SOZJTLI,X,O,X,X,X,X,X,X,X
SOZJITL,X,O,X,X,O,X,X,X,X
SOZJILT,X,O,X,X,O,O,O,X,X
SOZJLTI,X,O,X,X,X,O,X,X,X
SOZJLIT,X,O,X,X,O,O,O,X,X
ZTILJSO,X,X,O,X,X,O,X,O,X
ZTILJOS,X,X,X,X,X,O,X,O,X
ZTILSJO,X,X,O,X,O,O,X,X,X
ZTILSOJ,X,X,O,X,X,O,X,X,X
ZTILOJS,X,X,X,X,X,O,X,O,X
ZTILOSJ,X,X,X,X,X,O,X,X,X
ZTIJLSO,X,X,O,O,X,X,X,X,X
ZTIJLOS,X,X,X,O,X,X,X,X,X
ZTIJSLO,X,O,O,O,O,X,X,X,X
ZTIJSOL,X,O,O,O,O,X,X,X,X
ZTIJOLS,X,X,X,O,X,X,X,X,X
ZTIJOSL,X,O,O,O,O,X,X,X,X
ZTISLJO,X,O,O,X,O,O,X,X,X
ZTISLOJ,X,O,O,X,X,O,X,X,X
ZTISJLO,X,O,O,X,O,X,X,X,X
ZTISJOL,X,O,O,X,O,X,X,X,X
ZTISOLJ,X,O,O,X,X,O,X,X,X
ZTISOJL,X,O,O,X,X,X,X,X,X
ZTIOLJS,X,X,O,X,X,O,X,O,X
ZTIOLSJ,X,X,O,X,X,O,O,X,X
