sequence,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBUdB?ajB5jBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhF3dB5jB?zfBeoBFnBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFUdB5jB?zfBeoBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBUdB?FeB+oBRnBTsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBFdB?TeBWoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jem6IvhFTeB0fB?XiBxsBCtBFsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFFdBzfB?GjBXjBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBajB?5jBXiB1sBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFzfBxiB?FnBXoBGoBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFGeBzfB?XiBVoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je39IvhF5jBlfB?isB8sBmpBzrB
LJSOITZ,O,O,X,O,X,X,X,X,X,X,X
LJSOIZT,O,O,X,O,X,X,X,X,X,X,X
LJSOZTI,O,X,X,O,X,X,X,X,X,X,X
LJSOZIT,O,O,X,O,X,X,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,X,O,X,X,X,X,X,X,X
LJZTSOI,O,X,X,O,X,X,X,X,X,X,X
LJZTOIS,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,X
LJZISTO,X,X,X,O,X,X,X,X,X,X,X
LJZISOT,O,X,X,O,X,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,X,O,X,X,X,X,X,X,X
LJZSTOI,O,X,X,O,X,X,X,X,X,X,X
LJZSITO,O,X,X,O,X,X,X,X,X,X,X
LJZSIOT,O,X,X,O,X,X,X,X,X,X,X
LJZSOTI,O,X,X,O,X,X,X,X,X,X,X
LJZSOIT,O,X,X,O,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,O,O,X,X,X,X,O,X,X,X
LJOTIZS,O,O,O,X,X,X,X,O,X,X,X
LJOTSIZ,X,O,O,O,X,X,X,O,X,X,X
LJOTSZI,X,O,O,O,X,X,X,O,X,X,X
LJOTZIS,O,O,O,X,X,X,X,O,X,X,X
LJOTZSI,O,O,O,O,X,X,X,O,X,X,X
LJOITSZ,X,O,O,O,X,X,X,O,X,X,X
LJOITZS,O,O,O,O,X,X,X,O,X,X,X
LJOISTZ,O,O,O,O,X,X,X,X,X,X,X
LJOISZT,O,O,X,O,X,X,X,X,X,X,X
LJOIZTS,O,O,O,O,X,X,X,X,X,X,X
LJOIZST,O,O,X,O,X,X,X,X,X,X,X
LJOSTIZ,O,O,O,O,X,X,X,O,X,X,X
LJOSTZI,O,O,O,O,X,X,X,O,X,X,X
LJOSITZ,O,O,O,O,X,X,X,X,X,X,X
LJOSIZT,O,O,X,O,X,X,X,X,X,X,X
LJOSZTI,O,X,X,O,X,X,X,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,X,X,X,X
LJOZTIS,O,O,O,X,X,X,X,X,X,X,X
LJOZTSI,O,O,O,O,X,X,X,X,X,X,X
LJOZITS,O,O,O,O,X,X,X,X,X,X,X
LJOZIST,O,O,X,O,X,X,X,X,X,X,X
LJOZSTI,O,X,X,O,X,X,X,X,X,X,X
LJOZSIT,O,O,X,O,X,X,X,X,X,X,X
LSTIJZO,O,X,X,X,O,X,X,O,X,X,X
LSTIJOZ,O,X,X,X,O,X,X,O,X,X,X
LSTIZJO,O,X,X,X,O,X,X,O,X,X,O
LSTIZOJ,O,X,X,X,O,X,X,X,X,X,O
LSTIOJZ,O,X,X,X,O,X,X,O,O,X,X
LSTIOZJ,O,X,X,X,O,X,X,X,O,X,X
LSTJIZO,O,X,X,O,O,X,X,O,X,X,X
LSTJIOZ,O,X,X,O,O,X,X,O,X,X,X
LSTJZIO,O,X,X,O,X,X,X,O,X,X,X
LSTJZOI,O,X,X,O,X,X,X,O,X,X,X
LSTJOIZ,O,X,X,O,X,X,X,O,X,X,X
LSTJOZI,O,X,X,O,X,X,X,O,X,X,X
LSTZIJO,O,X,X,X,O,X,X,O,X,X,X
LSTZIOJ,O,X,X,X,O,X,X,X,X,X,X
LSTZJIO,O,X,X,O,X,X,X,O,X,X,X
LSTZJOI,O,X,X,O,X,X,X,O,X,X,X
LSTZOIJ,O,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,X,X,O,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,X,O,X,X,O,O,X,X
LSTOIZJ,O,X,X,X,O,X,X,X,O,X,X
LSTOJIZ,O,X,X,O,X,X,X,O,O,X,X
LSTOJZI,O,X,X,O,X,X,X,O,X,X,X
LSTOZIJ,O,X,X,X,X,X,X,X,O,X,X
LSTOZJI,O,X,X,O,X,X,X,X,X,X,X
LSITJZO,O,X,X,X,O,X,X,X,X,X,X
LSITJOZ,O,X,X,X,O,X,X,X,X,O,X
LSITZJO,O,X,X,X,O,O,X,X,X,X,O
LSITZOJ,O,X,X,X,O,O,X,X,X,X,O
LSITOJZ,O,X,X,X,O,X,X,X,X,O,X
LSITOZJ,O,X,X,X,O,O,X,X,X,O,X
LSIJTZO,O,X,X,O,O,X,X,X,X,X,X
LSIJTOZ,O,X,X,O,O,X,X,X,X,X,X
LSIJZTO,O,X,X,O,O,O,X,X,X,X,X
LSIJZOT,O,X,X,O,O,O,X,X,X,X,X
LSIJOTZ,O,X,X,O,O,X,X,X,X,X,X
LSIJOZT,O,X,X,O,O,O,X,X,X,X,X
LSIZTJO,O,X,X,X,O,O,X,X,X,X,O
LSIZTOJ,X,X,X,X,O,O,X,X,X,X,O
LSIZJTO,O,X,X,O,O,O,X,X,X,X,O
LSIZJOT,O,X,X,O,O,O,X,X,X,X,X
LSIZOTJ,X,X,X,X,O,O,X,X,X,X,O
LSIZOJT,O,X,X,O,O,O,X,X,X,X,X
LSIOTJZ,X,X,X,X,O,X,X,X,O,O,X
LSIOTZJ,X,X,X,X,O,O,X,X,O,O,X
LSIOJTZ,O,X,X,O,O,X,X,X,O,O,X
LSIOJZT,O,X,X,O,O,O,X,X,X,X,X
LSIOZTJ,X,X,X,X,O,O,X,X,O,O,X
LSIOZJT,O,X,X,O,O,O,X,X,X,X,X
LSJTIZO,O,X,X,O,O,X,X,O,X,X,X
LSJTIOZ,O,X,X,O,O,X,X,O,X,X,X
LSJTZIO,O,X,X,O,X,X,X,O,X,X,X
LSJTZOI,O,X,X,O,X,X,X,O,X,X,X
LSJTOIZ,O,X,X,O,X,X,X,O,X,X,X
LSJTOZI,O,X,X,O,X,X,X,O,X,X,X
LSJITZO,O,X,X,O,O,X,X,X,X,X,X
LSJITOZ,O,X,X,O,O,X,X,X,X,X,X
LSJIZTO,O,X,X,O,O,X,X,X,X,X,X
LSJIZOT,O,X,X,O,O,X,X,X,X,X,X
LSJIOTZ,O,X,X,O,O,X,X,X,X,X,X
LSJIOZT,O,X,X,O,O,X,X,X,X,X,X
LSJZTIO,O,X,X,O,X,X,X,X,X,X,X
LSJZTOI,O,X,X,O,X,X,X,X,X,X,X
LSJZITO,O,X,X,O,X,X,X,X,X,X,X
LSJZIOT,O,X,X,O,X,X,X,X,X,X,X
LSJZOTI,O,X,X,O,X,X,X,X,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,O,X,X,X,O,X,X,X
LSJOTZI,O,X,X,O,X,X,X,O,X,X,X
LSJOITZ,O,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,X,X,O,X,X,X,X,X,X,X
LSJOZTI,O,X,X,O,X,X,X,X,X,X,X
LSJOZIT,O,X,X,O,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,O,X,X,X,X,X,X
LSZTIOJ,X,X,X,X,O,X,X,X,X,X,X
LSZTJIO,O,X,X,O,X,X,X,X,X,X,X
LSZTJOI,O,X,X,O,X,X,X,X,X,X,X
LSZTOIJ,X,X,X,X,X,X,X,X,X,X,X
LSZTOJI,X,X,X,O,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,O,O,X,X,X,X,X
LSZITOJ,X,X,X,X,O,O,X,X,X,X,X
LSZIJTO,O,X,X,O,O,O,X,X,X,X,X
LSZIJOT,O,X,X,O,O,O,X,X,X,X,X
LSZIOTJ,X,X,X,X,O,O,X,X,X,X,X
LSZIOJT,O,X,X,O,O,O,X,X,X,X,X
LSZJTIO,O,X,X,O,X,X,X,X,X,X,X
LSZJTOI,O,X,X,O,X,X,X,X,X,X,X
LSZJITO,O,X,X,O,X,O,X,X,X,X,X
LSZJIOT,O,X,X,O,X,O,X,X,X,X,X
LSZJOTI,O,X,X,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,O,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,X,X,X,X,X,X,X,X
LSZOTJI,X,X,X,O,X,X,X,X,X,X,X
LSZOITJ,X,X,X,X,X,X,X,X,X,X,X
LSZOIJT,O,X,X,O,X,X,X,X,X,X,X
LSZOJTI,O,X,X,O,X,X,X,X,X,X,X
LSZOJIT,O,X,X,O,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,X,O,X,X,X,O,O,X
LSOTIZJ,X,X,X,X,O,X,X,X,O,O,X
LSOTJIZ,X,X,X,O,X,X,X,X,O,X,X
LSOTJZI,X,X,X,O,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,X,X,X,X,X,O,X,X
LSOTZJI,X,X,X,O,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,O,X,X,X,O,O,X
LSOITZJ,X,X,X,X,O,X,X,X,O,O,X
LSOIJTZ,O,X,X,O,O,X,X,X,O,O,X
LSOIJZT,O,X,X,O,O,X,X,X,X,X,X
LSOIZTJ,X,X,X,X,O,X,X,X,O,O,X
LSOIZJT,O,X,X,O,O,X,X,X,X,X,X
LSOJTIZ,O,X,X,O,X,X,X,X,O,X,X
LSOJTZI,O,X,X,O,X,X,X,X,X,X,X
LSOJITZ,O,X,X,O,X,X,X,X,O,O,X
LSOJIZT,O,X,X,O,X,X,X,X,X,X,X
LSOJZTI,O,X,X,O,X,X,X,X,X,X,X
LSOJZIT,O,X,X,O,X,X,X,X,X,X,X
LSOZTIJ,X,X,X,X,X,X,X,X,O,X,X
LSOZTJI,X,X,X,O,X,X,X,X,X,X,X
LSOZITJ,X,X,X,X,X,X,X,X,O,O,X
LSOZIJT,O,X,X,O,X,X,X,X,X,X,X
LSOZJTI,O,X,X,O,X,X,X,X,X,X,X
LSOZJIT,O,X,X,O,X,X,X,X,X,X,X
LZTIJSO,O,X,X,X,X,X,X,X,X,X,O
LZTIJOS,O,X,X,X,X,X,X,X,X,X,X
LZTISJO,O,X,X,X,X,X,X,X,X,X,O
LZTISOJ,X,X,X,X,X,X,X,X,X,X,O
LZTIOJS,O,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,X,X,X,X,O
LZTJISO,O,X,X,X,X,X,X,X,X,X,X
LZTJIOS,O,X,O,X,X,X,X,X,X,X,X
LZTJSIO,O,X,X,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,X,X,X,X,X,X,X,X
LZTJOIS,O,X,O,X,X,X,X,X,X,X,X
LZTJOSI,O,X,O,X,X,X,X,X,X,X,X
LZTSIJO,O,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,X,X,X,X,X,X,X,X,X,X,X
LZTSJIO,O,X,X,X,X,X,X,X,X,X,X
LZTSJOI,O,X,X,X,X,X,X,X,X,X,X
LZTSOIJ,X,X,X,X,X,X,X,X,X,X,X
LZTSOJI,X,X,X,X,X,X,X,X,X,X,X
LZTOIJS,O,X,O,X,X,X,X,X,X,X,X
LZTOISJ,X,X,X,X,X,X,X,X,X,X,X
LZTOJIS,O,X,O,X,X,X,X,X,X,X,X
LZTOJSI,O,X,O,X,X,X,X,X,X,X,X
LZTOSIJ,X,X,X,X,X,X,X,X,X,X,X
LZTOSJI,X,X,O,X,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,O,X,X,X,X,O
LZITJOS,O,X,X,X,X,O,X,X,X,X,X
LZITSJO,X,X,X,X,X,O,X,X,X,X,O
LZITSOJ,X,X,X,X,X,O,X,X,X,X,O
LZITOJS,X,X,X,X,X,O,X,X,X,X,X
LZITOSJ,X,X,X,X,X,O,X,X,X,X,O
LZIJTSO,X,X,X,X,X,O,X,X,X,X,O
LZIJTOS,O,X,X,X,X,O,X,X,X,X,X
LZIJSTO,X,X,X,X,X,O,X,X,X,X,O
LZIJSOT,O,X,X,X,X,O,X,X,X,X,X
LZIJOTS,O,X,X,X,X,O,X,X,X,X,X
LZIJOST,O,X,X,X,X,O,X,X,X,X,X
LZISTJO,X,X,X,X,X,O,X,X,X,X,O
LZISTOJ,X,X,X,X,X,O,X,X,X,X,O
LZISJTO,X,X,X,X,X,O,X,X,X,X,O
LZISJOT,O,X,X,X,X,O,X,X,X,X,X
LZISOTJ,X,X,X,X,X,O,X,X,X,X,O
LZISOJT,X,X,X,X,X,O,X,X,X,X,X
LZIOTJS,X,X,X,X,X,O,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,O,X,X,X,X,O
LZIOJTS,O,X,X,X,X,O,X,X,X,X,X
LZIOJST,O,X,X,X,X,O,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,O,X,X,X,X,O
LZIOSJT,X,X,X,X,X,O,X,X,X,X,X
LZJTISO,O,X,X,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,X,X,X,X,X,X,X,X
LZJTSIO,O,X,X,O,X,X,X,X,X,X,X
LZJTSOI,O,X,X,O,X,X,X,X,X,X,X
LZJTOIS,O,X,X,X,X,X,X,X,X,X,X
LZJTOSI,O,X,X,X,X,X,X,X,X,X,X
LZJITSO,X,X,X,O,X,O,X,X,X,X,X
LZJITOS,O,X,X,X,X,O,X,X,X,X,X
LZJISTO,X,X,X,O,X,O,X,X,X,X,X
LZJISOT,O,X,X,O,X,O,X,X,X,X,X
LZJIOTS,O,X,X,X,X,O,X,X,X,X,X
LZJIOST,O,X,X,X,X,O,X,X,X,X,X
LZJSTIO,O,X,X,O,X,X,X,X,X,X,X
LZJSTOI,O,X,X,O,X,X,X,X,X,X,X
LZJSITO,O,X,X,O,X,O,X,X,X,X,X
LZJSIOT,O,X,X,O,X,O,X,X,X,X,X
LZJSOTI,O,X,X,O,X,X,X,X,X,X,X
LZJSOIT,O,X,X,O,X,X,X,X,X,X,X
LZJOTIS,O,X,X,X,X,X,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X,X,X,X
LZJOITS,O,X,X,X,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,X,X,X,X,X,X,X
LZJOSTI,O,X,X,X,X,X,X,X,X,X,X
LZJOSIT,O,X,X,X,X,X,X,X,X,X,X
LZSTIJO,O,X,X,X,X,X,X,X,X,X,X
LZSTIOJ,X,X,X,X,X,X,X,X,X,X,X
LZSTJIO,O,X,X,O,X,X,X,X,X,X,X
LZSTJOI,O,X,X,O,X,X,X,X,X,X,X
LZSTOIJ,X,X,X,X,X,X,X,X,X,X,X
LZSTOJI,X,X,X,O,X,X,X,X,X,X,X
LZSITJO,O,X,X,X,X,O,X,X,X,X,X
LZSITOJ,X,X,X,X,X,O,X,X,X,X,X
LZSIJTO,O,X,X,O,X,O,X,X,X,X,X
LZSIJOT,O,X,X,O,X,O,X,X,X,X,X
LZSIOTJ,X,X,X,X,X,O,X,X,X,X,X
LZSIOJT,O,X,X,O,X,O,X,X,X,X,X
LZSJTIO,O,X,X,O,X,X,X,X,X,X,X
LZSJTOI,O,X,X,O,X,X,X,X,X,X,X
LZSJITO,O,X,X,O,X,O,X,X,X,X,X
LZSJIOT,O,X,X,O,X,O,X,X,X,X,X
LZSJOTI,O,X,X,O,X,X,X,X,X,X,X
LZSJOIT,O,X,X,O,X,X,X,X,X,X,X
LZSOTIJ,X,X,X,X,X,X,X,X,X,X,X
LZSOTJI,X,X,X,O,X,X,X,X,X,X,X
LZSOITJ,X,X,X,X,X,X,X,X,X,X,X
LZSOIJT,O,X,X,O,X,X,X,X,X,X,X
LZSOJTI,O,X,X,O,X,X,X,X,X,X,X
LZSOJIT,O,X,X,O,X,X,X,X,X,X,X
LZOTIJS,X,X,O,X,X,X,X,X,X,X,X
LZOTISJ,X,X,X,X,X,X,X,X,X,X,X
LZOTJIS,X,X,O,X,X,X,X,X,X,X,X
LZOTJSI,X,X,O,X,X,X,X,X,X,X,X
LZOTSIJ,X,X,X,X,X,X,X,X,X,X,X
LZOTSJI,X,X,O,X,X,X,X,X,X,X,X
LZOITJS,X,X,O,X,X,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X,X,X,X,X,X
LZOIJTS,O,X,X,X,X,X,X,X,X,X,X
LZOIJST,O,X,X,X,X,X,X,X,X,X,X
LZOISTJ,X,X,X,X,X,X,X,X,X,X,X
LZOISJT,X,X,X,X,X,X,X,X,X,X,X
LZOJTIS,O,X,O,X,X,X,X,X,X,X,X
LZOJTSI,X,X,O,O,X,X,X,X,X,X,X
LZOJITS,O,X,X,O,X,X,X,X,X,X,X
LZOJIST,O,X,X,O,X,X,X,X,X,X,X
LZOJSTI,X,X,X,O,X,X,X,X,X,X,X
LZOJSIT,O,X,X,O,X,X,X,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,X,X,X,X,X
LZOSTJI,X,X,O,O,X,X,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,X,X,X,X,X
LZOSIJT,X,X,X,O,X,X,X,X,X,X,X
LZOSJTI,X,X,X,O,X,X,X,X,X,X,X
LZOSJIT,X,X,X,O,X,X,X,X,X,X,X
LOTIJSZ,X,O,O,X,X,X,O,X,O,O,X
LOTIJZS,X,O,O,X,X,X,O,X,X,O,X
LOTISJZ,X,X,X,X,X,X,O,X,O,O,X
LOTISZJ,X,X,X,X,X,X,O,X,O,O,X
LOTIZJS,X,X,O,X,X,X,O,X,X,O,X
LOTIZSJ,X,X,X,X,X,X,O,X,O,O,O
LOTJISZ,X,O,O,X,X,X,O,X,O,X,X
LOTJIZS,X,O,O,X,X,X,O,X,X,X,X
LOTJSIZ,X,O,O,X,X,X,X,X,O,X,X
LOTJSZI,X,O,O,X,X,X,X,X,X,X,X
LOTJZIS,X,O,O,X,X,X,X,X,X,X,X
LOTJZSI,X,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,X,X,X,X,O,X,O,O,X
LOTSIZJ,X,X,X,X,X,X,O,X,O,O,X
LOTSJIZ,X,O,O,X,X,X,X,X,O,X,X
LOTSJZI,X,O,O,X,X,X,X,X,X,X,X
LOTSZIJ,X,X,X,X,X,X,X,X,O,X,X
LOTSZJI,X,X,O,X,X,X,X,X,X,X,X
LOTZIJS,X,X,O,X,X,X,O,X,X,X,X
LOTZISJ,X,X,X,X,X,X,O,X,O,X,X
LOTZJIS,X,O,O,X,X,X,X,X,X,X,X
LOTZJSI,X,O,O,X,X,X,X,X,X,X,X
LOTZSIJ,X,X,X,X,X,X,X,X,O,X,X
LOTZSJI,X,X,O,X,X,X,X,X,X,X,X
LOITJSZ,X,O,O,X,X,X,O,X,O,O,X
LOITJZS,X,O,O,X,X,X,O,X,X,O,X
LOITSJZ,X,X,X,X,X,X,O,X,O,O,X
LOITSZJ,X,X,X,X,X,X,O,X,O,O,X
LOITZJS,X,X,O,X,X,X,O,X,X,O,X
LOITZSJ,X,X,X,X,X,X,O,X,O,O,O
LOIJTSZ,X,O,O,X,X,X,O,X,X,O,X
LOIJTZS,X,O,O,X,X,X,O,X,X,O,X
LOIJSTZ,X,O,O,X,X,X,O,X,X,O,X
LOIJSZT,X,O,X,X,X,X,X,X,X,X,X
LOIJZTS,X,O,O,X,X,X,O,X,X,X,X
LOIJZST,X,O,X,X,X,X,O,X,X,X,X
LOISTJZ,X,X,X,X,X,X,O,X,O,O,X
LOISTZJ,X,X,X,X,X,X,O,X,O,O,X
LOISJTZ,X,O,O,X,X,X,O,X,O,O,X
LOISJZT,X,O,X,X,X,X,X,X,X,X,X
LOISZTJ,X,X,X,X,X,X,O,X,O,O,X
LOISZJT,X,X,X,X,X,X,O,X,X,X,X
LOIZTJS,X,X,O,X,X,X,O,X,X,O,X
LOIZTSJ,X,X,X,X,X,X,O,X,X,O,O
LOIZJTS,X,O,O,X,X,X,O,X,X,X,X
LOIZJST,X,O,X,X,X,X,O,X,X,X,X
LOIZSTJ,X,X,X,X,X,X,O,X,X,O,O
LOIZSJT,X,X,X,X,X,X,O,X,X,X,X
LOJTISZ,X,O,O,X,X,X,O,X,O,X,X
LOJTIZS,X,O,O,X,X,X,O,X,X,X,X
LOJTSIZ,X,O,O,O,X,X,X,X,O,X,X
LOJTSZI,X,O,O,O,X,X,X,X,X,X,X
LOJTZIS,X,O,O,X,X,X,X,X,X,X,X
LOJTZSI,X,O,O,O,X,X,X,X,X,X,X
LOJITSZ,X,O,O,O,X,X,O,X,X,O,X
LOJITZS,X,O,O,O,X,X,O,X,X,O,X
LOJISTZ,X,O,O,O,X,X,O,X,X,O,X
LOJISZT,X,O,X,O,X,X,X,X,X,X,X
LOJIZTS,X,O,O,O,X,X,O,X,X,X,X
LOJIZST,X,O,X,O,X,X,O,X,X,X,X
LOJSTIZ,X,O,O,O,X,X,X,X,O,X,X
LOJSTZI,X,O,O,O,X,X,X,X,X,X,X
LOJSITZ,X,O,O,O,X,X,X,X,O,O,X
LOJSIZT,X,O,X,O,X,X,X,X,X,X,X
LOJSZTI,X,X,X,O,X,X,X,X,X,X,X
LOJSZIT,X,O,X,O,X,X,X,X,X,X,X
LOJZTIS,X,O,O,X,X,X,X,X,X,X,X
LOJZTSI,X,O,O,O,X,X,X,X,X,X,X
LOJZITS,X,O,O,O,X,X,X,X,X,X,X
LOJZIST,X,O,X,O,X,X,X,X,X,X,X
LOJZSTI,X,X,X,O,X,X,X,X,X,X,X
LOJZSIT,X,O,X,O,X,X,X,X,X,X,X
LOSTIJZ,X,X,X,X,X,X,O,X,O,O,X
LOSTIZJ,X,X,X,X,X,X,O,X,O,O,X
LOSTJIZ,X,O,O,O,X,X,X,X,O,X,X
LOSTJZI,X,O,O,O,X,X,X,X,X,X,X
LOSTZIJ,X,X,X,X,X,X,X,X,O,X,X
LOSTZJI,X,X,O,O,X,X,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,O,X,O,O,X
LOSITZJ,X,X,X,X,X,X,O,X,O,O,X
LOSIJTZ,X,O,O,O,X,X,O,X,O,O,X
LOSIJZT,X,O,X,O,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,X,X,X,O,X,O,O,X
LOSIZJT,X,X,X,O,X,X,O,X,X,X,X
LOSJTIZ,X,O,O,O,X,X,X,X,O,X,X
LOSJTZI,X,O,O,O,X,X,X,X,X,X,X
LOSJITZ,X,O,O,O,X,X,X,X,O,O,X
LOSJIZT,X,O,X,O,X,X,X,X,X,X,X
LOSJZTI,X,X,X,O,X,X,X,X,X,X,X
LOSJZIT,X,O,X,O,X,X,X,X,X,X,X
LOSZTIJ,X,X,X,X,X,X,X,X,O,X,X
LOSZTJI,X,X,O,O,X,X,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X,X,X,O,O,X
LOSZIJT,X,X,X,O,X,X,X,X,X,X,X
LOSZJTI,X,X,X,O,X,X,X,X,X,X,X
LOSZJIT,X,X,X,O,X,X,X,X,X,X,X
LOZTIJS,X,X,O,X,X,X,O,X,X,X,X
LOZTISJ,X,X,X,X,X,X,O,X,O,X,X
LOZTJIS,X,O,O,X,X,X,X,X,X,X,X
LOZTJSI,X,O,O,X,X,X,X,X,X,X,X
LOZTSIJ,X,X,X,X,X,X,X,X,O,X,X
LOZTSJI,X,X,O,X,X,X,X,X,X,X,X
LOZITJS,X,X,O,X,X,X,O,X,X,O,X
LOZITSJ,X,X,X,X,X,X,O,X,X,O,X
LOZIJTS,X,O,O,X,X,X,O,X,X,X,X
LOZIJST,X,O,X,X,X,X,O,X,X,X,X
LOZISTJ,X,X,X,X,X,X,O,X,X,O,X
LOZISJT,X,X,X,X,X,X,O,X,X,X,X
LOZJTIS,X,O,O,X,X,X,X,X,X,X,X
LOZJTSI,X,O,O,O,X,X,X,X,X,X,X
LOZJITS,X,O,O,O,X,X,X,X,X,X,X
LOZJIST,X,O,X,O,X,X,X,X,X,X,X
LOZJSTI,X,X,X,O,X,X,X,X,X,X,X
LOZJSIT,X,O,X,O,X,X,X,X,X,X,X
LOZSTIJ,X,X,X,X,X,X,X,X,O,X,X
LOZSTJI,X,X,O,O,X,X,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X,X,X,O,O,X
LOZSIJT,X,X,X,O,X,X,X,X,X,X,X
LOZSJTI,X,X,X,O,X,X,X,X,X,X,X
LOZSJIT,X,X,X,O,X,X,X,X,X,X,X
JTILSZO,X,X,X,O,O,X,X,O,X,X,X
JTILSOZ,X,O,X,O,O,X,X,O,X,X,X
JTILZSO,O,X,X,O,X,X,X,O,X,X,O
JTILZOS,O,X,O,X,X,X,X,O,X,X,X
JTILOSZ,X,O,O,X,O,X,O,O,X,X,X
JTILOZS,O,O,O,X,X,X,O,O,X,X,X
JTISLZO,O,X,X,O,O,X,X,O,X,X,X
JTISLOZ,O,O,X,O,O,X,X,O,X,X,X
JTISZLO,O,X,X,O,O,X,X,O,X,X,X
JTISZOL,O,O,O,O,O,X,X,O,X,X,X
JTISOLZ,O,O,O,O,O,X,O,O,X,X,X
JTISOZL,O,O,O,O,O,X,X,O,X,X,X
JTIZLSO,O,X,X,O,O,X,X,O,X,X,X
JTIZLOS,O,X,O,X,O,X,O,O,X,X,X
JTIZSLO,O,X,X,O,O,X,X,O,X,X,X
JTIZSOL,O,O,O,O,O,X,O,O,X,X,X
JTIZOLS,O,O,O,X,O,X,O,O,X,X,X
JTIZOSL,O,O,O,O,O,X,O,O,X,X,X
JTIOLSZ,X,O,O,X,O,X,O,O,O,X,X
JTIOLZS,O,O,O,X,X,X,O,O,X,X,X
JTIOSLZ,O,O,O,O,O,X,O,O,X,X,X
JTIOSZL,O,O,O,O,O,X,X,O,X,X,X
JTIOZLS,O,O,O,X,X,X,O,O,X,X,X
JTIOZSL,O,O,O,O,O,X,O,O,X,X,X
JTLISZO,X,X,X,O,X,X,X,O,X,X,X
JTLISOZ,X,O,X,O,X,X,X,O,X,X,X
JTLIZSO,O,X,X,O,X,X,X,O,X,X,O
JTLIZOS,O,X,O,X,X,X,X,O,X,X,X
JTLIOSZ,X,O,O,X,X,X,X,O,X,X,X
JTLIOZS,O,O,O,X,X,X,X,O,X,X,X
JTLSIZO,X,X,X,O,X,X,X,O,X,X,X
JTLSIOZ,X,O,X,O,X,X,X,O,X,X,X
JTLSZIO,X,X,X,O,X,X,X,O,X,X,X
