sequence,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBOrBX?lBSvBzrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBKrBf?sBTlBWvB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je/AJvhFxdBlhB8qBG?mBzpBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8JeT7IvhFxdBlhB3lBW?vBirB0rB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBXlBO?rBSvBzrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBXlBS?vBmrBTrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBTmBG?qBywBXqB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhFlgB3hB6qB0?mBzpB2wB,v115@zgB8HeB8EeF8CeE8FeD8FeC8JeT7IvhF0cBxdB/mB1?qBWvBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBTlBK?rBfsBWvB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je/AJvhFFcBxdBumB8?qBzpBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je1BJvhFxdB0gBfsBT?lBKrBWvB
JLZTISO,O,X,O,O,O,O,X,X,O,O,O,X
JLZTIOS,O,X,X,X,O,O,X,X,O,O,X,X
JLZTSIO,O,O,O,O,O,O,X,X,O,O,O,X
JLZTSOI,O,O,O,O,O,O,X,X,O,O,O,X
JLZTOIS,O,X,X,X,O,O,X,X,O,O,X,X
JLZTOSI,O,X,X,X,O,O,X,X,O,O,X,X
JLZITSO,O,X,O,O,O,O,X,X,O,O,O,X
JLZITOS,O,X,X,X,O,O,X,X,O,X,X,X
JLZISTO,O,O,O,O,X,O,X,X,X,X,O,X
JLZISOT,X,O,X,O,X,X,X,X,X,X,O,X
JLZIOTS,O,X,X,X,X,O,O,X,O,X,X,X
JLZIOST,X,X,X,X,X,X,O,X,X,X,O,X
JLZSTIO,O,O,O,O,X,O,X,X,X,X,O,O
JLZSTOI,O,O,O,O,X,O,X,X,X,X,O,O
JLZSITO,O,O,O,O,X,O,X,X,X,X,O,O
JLZSIOT,X,O,X,O,X,X,X,X,X,X,O,X
JLZSOTI,X,O,X,O,X,X,X,X,X,X,O,X
JLZSOIT,X,O,X,O,X,X,X,X,X,X,O,X
JLZOTIS,O,X,X,X,X,O,O,X,O,X,X,X
JLZOTSI,O,X,X,X,X,O,O,X,O,X,X,X
JLZOITS,O,X,X,X,X,O,O,X,O,X,X,X
JLZOIST,X,X,X,X,X,X,O,X,X,X,O,X
JLZOSTI,X,X,X,X,X,X,O,X,X,X,O,X
JLZOSIT,X,X,X,X,X,X,O,X,X,X,O,X
JLOTISZ,O,X,X,O,X,X,O,X,O,X,X,X
JLOTIZS,O,X,X,X,O,O,O,X,O,X,O,X
JLOTSIZ,O,O,X,O,X,X,O,X,O,X,X,X
JLOTSZI,O,O,X,O,X,X,O,X,O,X,X,X
JLOTZIS,O,X,X,X,O,O,O,X,O,X,O,X
JLOTZSI,O,X,X,X,O,O,O,X,O,X,O,X
JLOITSZ,O,X,X,O,X,X,O,X,O,X,X,X
JLOITZS,O,X,X,X,O,O,O,X,O,X,O,X
JLOISTZ,O,X,X,O,X,X,O,X,O,X,X,X
JLOISZT,O,X,X,O,X,X,O,X,X,X,O,X
JLOIZTS,O,X,X,X,O,O,O,X,O,X,O,X
JLOIZST,O,X,X,X,X,X,O,X,X,X,O,X
JLOSTIZ,O,O,X,O,X,X,O,X,O,X,X,X
JLOSTZI,O,O,X,O,X,X,O,X,O,X,X,X
JLOSITZ,O,O,X,O,X,X,O,X,O,X,X,X
JLOSIZT,O,O,X,O,X,X,O,X,X,X,O,X
JLOSZTI,O,O,X,O,X,X,O,X,X,X,O,X
JLOSZIT,O,O,X,O,X,X,O,X,X,X,O,X
JLOZTIS,O,X,X,X,O,O,O,X,O,X,O,X
JLOZTSI,O,X,X,X,O,O,O,X,O,X,O,X
JLOZITS,O,X,X,X,O,O,O,X,O,X,O,X
JLOZIST,O,X,X,X,X,X,O,X,X,X,O,X
JLOZSTI,O,X,X,X,X,X,O,X,X,X,O,X
JLOZSIT,O,X,X,X,X,X,O,X,X,X,O,X
JSTILZO,X,O,O,O,X,O,X,O,O,X,X,O
JSTILOZ,X,O,X,O,X,X,X,O,O,X,X,X
JSTIZLO,O,O,O,X,X,O,X,O,O,O,O,O
JSTIZOL,X,X,O,O,X,X,X,O,O,O,O,O
JSTIOLZ,X,X,X,O,X,X,X,O,O,X,X,X
JSTIOZL,X,X,X,O,X,X,X,O,O,X,X,O
JSTLIZO,X,O,O,O,X,O,X,O,O,X,X,O
JSTLIOZ,X,O,X,O,X,X,X,O,O,X,X,X
JSTLZIO,X,O,O,O,X,O,X,O,O,X,X,O
JSTLZOI,X,O,O,O,X,O,X,O,O,X,X,O
JSTLOIZ,X,O,X,O,X,X,X,O,O,X,X,X
JSTLOZI,X,O,X,O,X,X,X,O,O,X,X,X
JSTZILO,O,O,O,X,X,O,X,O,O,O,X,O
JSTZIOL,X,X,O,O,X,X,X,O,O,O,X,O
JSTZLIO,O,O,O,X,X,O,X,O,O,O,X,O
JSTZLOI,O,O,O,X,X,O,X,O,O,O,X,O
JSTZOIL,X,X,O,O,X,X,X,O,O,O,X,O
JSTZOLI,X,X,X,O,X,X,X,O,O,O,X,O
JSTOILZ,X,X,X,O,X,X,X,O,O,X,X,X
JSTOIZL,O,X,X,O,X,X,X,O,O,X,X,O
JSTOLIZ,X,X,X,O,X,X,X,O,O,X,X,X
JSTOLZI,X,X,X,O,X,X,X,O,O,X,X,X
JSTOZIL,O,X,X,O,X,X,X,O,O,X,X,O
JSTOZLI,O,X,X,O,X,X,X,O,O,X,X,O
JSITLZO,X,O,O,O,X,O,X,O,O,X,X,O
JSITLOZ,X,O,X,O,X,X,X,O,O,X,X,X
JSITZLO,O,O,O,X,X,O,X,O,O,O,O,O
JSITZOL,X,X,O,O,X,X,X,O,O,O,O,O
JSITOLZ,X,X,X,O,X,X,X,O,O,X,X,X
JSITOZL,X,X,X,O,X,X,X,O,O,X,X,O
JSILTZO,O,O,O,O,X,O,X,O,O,X,X,O
JSILTOZ,X,O,X,O,X,X,X,O,O,X,X,X
JSILZTO,O,O,X,O,X,O,X,X,X,X,O,O
JSILZOT,X,O,X,O,X,X,X,X,X,X,O,X
JSILOTZ,X,O,X,O,X,X,O,X,O,X,X,X
JSILOZT,X,O,X,O,X,X,O,X,X,X,X,X
JSIZTLO,O,O,O,X,X,O,X,O,X,O,O,O
JSIZTOL,X,X,O,O,X,X,X,O,X,O,O,O
JSIZLTO,O,O,X,O,X,X,X,X,X,X,O,O
JSIZLOT,X,O,X,O,X,X,X,X,X,X,X,X
JSIZOTL,X,X,X,O,X,X,X,X,X,X,O,O
JSIZOLT,X,O,X,O,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,O,X,X,X,O,O,X,X,X
JSIOTZL,X,X,O,O,X,X,X,O,O,X,O,O
JSIOLTZ,X,O,O,O,X,X,X,X,O,X,X,X
JSIOLZT,X,O,X,O,X,X,X,X,X,X,O,X
JSIOZTL,X,X,O,O,X,X,X,X,X,X,O,O
JSIOZLT,X,O,X,O,X,X,X,X,X,X,O,X
JSLTIZO,O,O,O,O,X,O,X,O,O,X,X,O
JSLTIOZ,X,O,X,O,X,X,X,O,O,X,X,X
JSLTZIO,O,O,O,O,X,O,X,O,O,X,X,O
JSLTZOI,O,O,O,O,X,O,X,O,O,X,X,O
JSLTOIZ,O,O,X,O,X,X,X,O,O,X,X,X
JSLTOZI,O,O,X,O,X,X,X,O,O,X,X,X
JSLITZO,O,O,O,O,X,O,X,O,O,X,X,O
JSLITOZ,X,O,X,O,X,X,X,O,O,X,X,X
JSLIZTO,O,O,X,O,X,O,X,X,X,X,O,O
JSLIZOT,X,O,X,O,X,X,X,X,X,X,O,X
JSLIOTZ,X,O,X,O,X,X,O,X,O,X,X,X
JSLIOZT,X,O,X,O,X,X,O,X,X,X,X,X
JSLZTIO,O,O,X,O,X,O,X,X,X,X,O,O
JSLZTOI,O,O,X,O,X,O,X,X,X,X,O,O
JSLZITO,O,O,X,O,X,O,X,X,X,X,O,O
JSLZIOT,X,O,X,O,X,X,X,X,X,X,O,X
JSLZOTI,X,O,X,O,X,X,X,X,X,X,O,X
JSLZOIT,X,O,X,O,X,X,X,X,X,X,O,X
JSLOTIZ,X,O,X,O,X,X,O,X,O,X,X,X
JSLOTZI,X,O,X,O,X,X,O,X,O,X,X,X
JSLOITZ,X,O,X,O,X,X,O,X,O,X,X,X
JSLOIZT,X,O,X,O,X,X,O,X,X,X,X,X
JSLOZTI,X,O,X,O,X,X,O,X,X,X,X,X
JSLOZIT,X,O,X,O,X,X,O,X,X,X,X,X
JSZTILO,O,O,O,X,X,O,X,O,X,O,O,O
JSZTIOL,X,X,O,O,X,X,X,O,X,O,O,O
JSZTLIO,O,O,O,X,X,O,X,O,X,O,O,O
JSZTLOI,O,O,O,X,X,O,X,O,X,O,X,O
JSZTOIL,X,X,O,O,X,X,X,O,X,O,O,O
JSZTOLI,X,X,X,O,X,X,X,O,X,O,X,O
JSZITLO,O,O,O,X,X,O,X,O,X,O,O,O
JSZITOL,X,X,O,O,X,X,X,O,X,O,O,O
JSZILTO,O,O,X,O,X,X,X,X,X,X,O,O
JSZILOT,X,O,X,O,X,X,X,X,X,X,X,X
JSZIOTL,X,X,X,O,X,X,X,X,X,X,O,O
JSZIOLT,X,O,X,O,X,X,X,X,X,X,X,X
JSZLTIO,O,O,X,O,X,X,X,X,X,X,O,O
JSZLTOI,O,O,X,O,X,X,X,X,X,X,X,O
JSZLITO,O,O,X,O,X,X,X,X,X,X,O,O
JSZLIOT,X,O,X,O,X,X,X,X,X,X,X,X
JSZLOTI,X,O,X,O,X,X,X,X,X,X,X,X
JSZLOIT,X,O,X,O,X,X,X,X,X,X,X,X
JSZOTIL,X,X,X,O,X,X,X,X,X,X,O,O
JSZOTLI,X,X,X,O,X,X,X,X,X,X,X,O
JSZOITL,X,X,X,O,X,X,X,X,X,X,O,O
JSZOILT,X,O,X,O,X,X,X,X,X,X,X,X
JSZOLTI,X,O,X,O,X,X,X,X,X,X,X,X
JSZOLIT,X,O,X,O,X,X,X,X,X,X,X,X
JSOTILZ,X,X,O,O,X,X,X,O,O,X,X,X
JSOTIZL,X,X,O,O,X,X,X,O,O,X,O,O
JSOTLIZ,X,X,O,O,X,X,X,O,O,X,X,X
JSOTLZI,X,X,O,O,X,X,X,O,O,X,X,X
JSOTZIL,X,X,O,O,X,X,X,O,O,X,X,O
JSOTZLI,X,X,O,O,X,X,X,O,O,X,X,O
JSOITLZ,X,X,O,O,X,X,X,O,O,X,X,X
JSOITZL,X,X,O,O,X,X,X,O,O,X,O,O
JSOILTZ,X,O,O,O,X,X,X,X,O,X,X,X
JSOILZT,X,O,X,O,X,X,X,X,X,X,O,X
JSOIZTL,X,X,O,O,X,X,X,X,X,X,O,O
JSOIZLT,X,O,X,O,X,X,X,X,X,X,O,X
JSOLTIZ,X,O,O,O,X,X,X,X,O,X,X,X
JSOLTZI,X,O,O,O,X,X,X,X,O,X,X,X
JSOLITZ,X,O,O,O,X,X,X,X,O,X,X,X
JSOLIZT,X,O,X,O,X,X,X,X,X,X,O,X
JSOLZTI,X,O,X,O,X,X,X,X,X,X,O,X
JSOLZIT,X,O,X,O,X,X,X,X,X,X,O,X
JSOZTIL,X,X,O,O,X,X,X,X,X,X,O,O
JSOZTLI,X,X,O,O,X,X,X,X,X,X,O,O
JSOZITL,X,X,O,O,X,X,X,X,X,X,O,O
JSOZILT,X,O,X,O,X,X,X,X,X,X,O,X
JSOZLTI,X,O,X,O,X,X,X,X,X,X,O,X
JSOZLIT,X,O,X,O,X,X,X,X,X,X,O,X
JZTILSO,O,X,X,X,O,O,X,X,X,O,X,X
JZTILOS,O,X,X,X,O,O,X,X,X,O,X,X
JZTISLO,O,O,O,X,O,O,X,O,O,O,O,O
JZTISOL,X,X,O,O,X,X,X,O,O,O,O,O
JZTIOLS,O,X,X,X,O,O,X,X,X,O,X,X
JZTIOSL,X,X,X,O,O,X,X,X,O,O,X,X
JZTLISO,O,X,X,X,O,O,X,X,X,O,X,X
JZTLIOS,O,X,X,X,O,O,X,X,X,O,X,X
JZTLSIO,O,X,X,X,O,O,X,X,X,O,X,X
JZTLSOI,O,X,X,X,O,O,X,X,X,O,X,X
JZTLOIS,O,X,X,X,O,O,X,X,X,O,X,X
JZTLOSI,O,X,X,X,O,O,X,X,X,O,X,X
JZTSILO,O,O,O,X,O,O,X,O,O,O,O,O
JZTSIOL,X,X,O,O,X,X,X,O,O,O,O,O
JZTSLIO,O,O,O,X,O,O,X,O,O,O,O,O
JZTSLOI,O,O,O,X,O,O,X,O,O,O,X,O
JZTSOIL,X,X,O,O,X,X,X,O,O,O,O,O
JZTSOLI,X,X,X,O,X,X,X,O,O,O,X,O
JZTOILS,O,X,X,X,O,O,X,X,X,O,X,X
JZTOISL,O,X,X,O,O,X,X,X,O,O,X,X
JZTOLIS,O,X,X,X,O,O,X,X,X,O,X,X
JZTOLSI,O,X,X,X,O,O,X,X,X,O,X,X
JZTOSIL,O,X,X,X,O,X,X,X,O,O,X,X
JZTOSLI,O,X,X,X,O,X,X,X,O,O,X,X
JZITLSO,O,X,X,X,O,O,X,X,X,O,X,X
JZITLOS,O,X,X,X,O,O,X,X,X,O,X,X
JZITSLO,O,O,O,X,O,O,X,O,O,O,O,O
JZITSOL,X,X,O,O,X,X,X,O,O,O,O,O
JZITOLS,O,X,X,X,O,O,X,X,X,O,X,X
JZITOSL,X,X,X,O,O,X,X,X,O,O,X,X
JZILTSO,O,X,X,O,O,O,X,X,O,O,O,X
JZILTOS,O,X,X,X,O,O,X,X,O,X,X,X
JZILSTO,O,O,X,O,X,O,X,X,X,X,O,X
JZILSOT,X,O,X,O,X,X,X,X,X,X,O,X
JZILOTS,O,X,X,X,X,O,O,X,O,X,X,X
JZILOST,X,X,X,X,X,X,O,X,X,X,O,X
JZISTLO,O,O,O,X,X,O,X,O,X,O,O,O
JZISTOL,X,X,O,O,X,X,X,O,X,O,O,O
JZISLTO,O,O,X,O,X,X,X,X,X,X,O,O
JZISLOT,X,O,X,O,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,O,X,X,X,X,X,X,O,O
JZISOLT,X,O,X,O,X,X,X,X,X,X,X,X
JZIOTLS,O,X,X,X,X,O,X,X,X,X,X,X
JZIOTSL,X,X,X,O,X,X,X,X,O,O,O,X
JZIOLTS,O,X,X,X,X,X,X,X,O,X,O,X
JZIOLST,X,X,X,X,X,X,X,X,X,X,O,X
JZIOSTL,X,X,X,O,X,X,X,X,X,X,O,X
JZIOSLT,X,O,X,O,X,X,X,X,X,X,O,X
JZLTISO,O,X,X,O,O,O,X,X,O,O,O,X
JZLTIOS,O,X,X,X,O,O,X,X,O,O,X,X
JZLTSIO,O,O,X,O,O,O,X,X,O,O,O,X
JZLTSOI,O,O,X,O,O,O,X,X,O,O,O,X
JZLTOIS,O,X,X,X,O,O,X,X,O,O,X,X
JZLTOSI,O,X,X,X,O,O,X,X,O,O,X,X
JZLITSO,O,X,X,O,O,O,X,X,O,O,O,X
JZLITOS,O,X,X,X,O,O,X,X,O,X,X,X
JZLISTO,O,O,X,O,X,O,X,X,X,X,O,X
JZLISOT,X,O,X,O,X,X,X,X,X,X,O,X
JZLIOTS,O,X,X,X,X,O,O,X,O,X,X,X
JZLIOST,X,X,X,X,X,X,O,X,X,X,O,X
JZLSTIO,O,O,X,O,X,O,X,X,X,X,O,O
JZLSTOI,O,O,X,O,X,O,X,X,X,X,O,O
JZLSITO,O,O,X,O,X,O,X,X,X,X,O,O
JZLSIOT,X,O,X,O,X,X,X,X,X,X,O,X
JZLSOTI,X,O,X,O,X,X,X,X,X,X,O,X
JZLSOIT,X,O,X,O,X,X,X,X,X,X,O,X
JZLOTIS,O,X,X,X,X,O,O,X,O,X,X,X
JZLOTSI,O,X,X,X,X,O,O,X,O,X,X,X
JZLOITS,O,X,X,X,X,O,O,X,O,X,X,X
JZLOIST,X,X,X,X,X,X,O,X,X,X,O,X
JZLOSTI,X,X,X,X,X,X,O,X,X,X,O,X
JZLOSIT,X,X,X,X,X,X,O,X,X,X,O,X
JZSTILO,O,O,O,X,X,O,X,O,X,O,O,O
JZSTIOL,X,X,O,O,X,X,X,O,X,O,O,O
JZSTLIO,O,O,O,X,X,O,X,O,X,O,O,O
JZSTLOI,O,O,O,X,X,O,X,O,X,O,X,O
JZSTOIL,X,X,O,O,X,X,X,O,X,O,O,O
JZSTOLI,X,X,X,O,X,X,X,O,X,O,X,O
JZSITLO,O,O,O,X,X,O,X,O,X,O,O,O
JZSITOL,X,X,O,O,X,X,X,O,X,O,O,O
JZSILTO,O,O,X,O,X,X,X,X,X,X,O,O
JZSILOT,X,O,X,O,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,O,X,X,X,X,X,X,O,O
JZSIOLT,X,O,X,O,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,O,X,X,X,X,X,X,O,O
JZSLTOI,O,O,X,O,X,X,X,X,X,X,X,O
JZSLITO,O,O,X,O,X,X,X,X,X,X,O,O
JZSLIOT,X,O,X,O,X,X,X,X,X,X,X,X
JZSLOTI,X,O,X,O,X,X,X,X,X,X,X,X
JZSLOIT,X,O,X,O,X,X,X,X,X,X,X,X
JZSOTIL,X,X,X,O,X,X,X,X,X,X,O,O
JZSOTLI,X,X,X,O,X,X,X,X,X,X,X,O
JZSOITL,X,X,X,O,X,X,X,X,X,X,O,O
JZSOILT,X,O,X,O,X,X,X,X,X,X,X,X
JZSOLTI,X,O,X,O,X,X,X,X,X,X,X,X
JZSOLIT,X,O,X,O,X,X,X,X,X,X,X,X
JZOTILS,O,X,X,X,X,O,X,X,X,O,X,X
JZOTISL,X,X,X,O,X,X,X,X,O,O,O,X
JZOTLIS,O,X,X,X,X,O,X,X,X,O,X,X
JZOTLSI,O,X,X,X,X,O,X,X,X,O,X,X
JZOTSIL,X,X,X,X,X,X,X,X,O,O,O,X
JZOTSLI,X,X,X,X,X,X,X,X,O,O,O,X
JZOITLS,O,X,X,X,X,O,X,X,X,X,X,X
JZOITSL,X,X,X,O,X,X,X,X,O,O,O,X
JZOILTS,O,X,X,X,X,X,X,X,O,X,O,X
JZOILST,X,X,X,X,X,X,X,X,X,X,O,X
JZOISTL,X,X,X,O,X,X,X,X,X,X,O,X
JZOISLT,X,O,X,O,X,X,X,X,X,X,O,X
JZOLTIS,O,X,X,X,X,X,X,X,O,X,O,X
JZOLTSI,O,X,X,X,X,X,X,X,O,X,O,X
JZOLITS,O,X,X,X,X,X,X,X,O,X,O,X
JZOLIST,X,X,X,X,X,X,X,X,X,X,O,X
JZOLSTI,X,X,X,X,X,X,X,X,X,X,O,X
JZOLSIT,X,X,X,X,X,X,X,X,X,X,O,X
JZOSTIL,X,X,X,O,X,X,X,X,X,X,O,O
JZOSTLI,X,X,X,O,X,X,X,X,X,X,O,O
JZOSITL,X,X,X,O,X,X,X,X,X,X,O,O
JZOSILT,X,O,X,O,X,X,X,X,X,X,O,X
JZOSLTI,X,O,X,O,X,X,X,X,X,X,O,X
JZOSLIT,X,O,X,O,X,X,X,X,X,X,O,X
JOTILSZ,O,X,O,O,X,X,X,O,O,X,X,X
JOTILZS,O,X,X,X,O,O,X,X,O,X,O,X
JOTISLZ,X,X,O,O,X,X,X,O,O,X,X,X
JOTISZL,O,X,O,O,X,X,X,O,O,X,X,O
JOTIZLS,O,X,X,X,O,O,X,X,X,X,X,X
JOTIZSL,O,X,X,O,O,X,X,O,O,O,O,X
JOTLISZ,O,X,O,O,X,X,X,O,O,X,X,X
JOTLIZS,O,X,X,X,O,O,X,X,O,X,O,X
JOTLSIZ,O,X,O,X,X,X,X,O,O,X,X,X
JOTLSZI,O,X,O,X,X,X,X,O,O,X,X,X
JOTLZIS,O,X,X,X,O,O,X,X,O,X,O,X
JOTLZSI,O,X,X,X,O,O,X,X,O,X,O,X
JOTSILZ,X,X,O,O,X,X,X,O,O,X,X,X
JOTSIZL,O,X,O,O,X,X,X,O,O,X,X,O
JOTSLIZ,X,X,O,O,X,X,X,O,O,X,X,X
JOTSLZI,X,X,O,O,X,X,X,O,O,X,X,X
JOTSZIL,O,X,O,O,X,X,X,O,O,X,X,O
JOTSZLI,O,X,O,O,X,X,X,O,O,X,X,O
JOTZILS,O,X,X,X,O,O,X,X,X,O,X,X
JOTZISL,O,X,X,O,O,X,X,O,O,O,O,X
JOTZLIS,O,X,X,X,O,O,X,X,X,O,X,X
JOTZLSI,O,X,X,X,O,O,X,X,X,O,X,X
JOTZSIL,O,X,X,X,O,X,X,O,O,O,O,X
JOTZSLI,O,X,X,X,O,X,X,O,O,O,O,X
JOITLSZ,O,X,O,O,X,X,X,O,O,X,X,X
JOITLZS,O,X,X,X,O,O,X,X,O,X,O,X
JOITSLZ,X,X,O,O,X,X,X,O,O,X,X,X
JOITSZL,O,X,O,O,X,X,X,O,O,X,X,O
JOITZLS,O,X,X,X,O,O,X,X,X,X,X,X
JOITZSL,O,X,X,O,O,X,X,O,O,O,O,X
JOILTSZ,O,X,O,O,X,X,O,O,O,X,X,X
JOILTZS,O,X,X,X,O,O,O,X,O,X,O,X
JOILSTZ,O,X,O,O,X,X,O,O,O,X,X,X
JOILSZT,O,X,X,O,X,X,O,X,X,X,O,X
JOILZTS,O,X,O,X,O,O,O,X,O,X,O,X
JOILZST,O,X,O,X,X,X,O,X,X,X,O,X
JOISTLZ,X,X,O,O,X,X,X,O,O,X,X,X
JOISTZL,O,X,O,O,X,X,X,O,O,X,O,O
JOISLTZ,O,O,O,O,X,X,X,O,O,X,X,X
JOISLZT,O,O,X,O,X,X,X,X,X,X,O,X
JOISZTL,O,X,O,O,X,X,X,O,X,X,O,O
JOISZLT,O,O,X,O,X,X,X,X,X,X,O,X
JOIZTLS,O,X,X,X,O,O,X,X,X,X,X,X
JOIZTSL,O,X,O,O,O,X,X,O,O,O,O,X
JOIZLTS,O,X,X,X,X,X,X,X,O,X,O,X
JOIZLST,O,X,X,X,X,X,X,X,X,X,O,X
JOIZSTL,O,X,O,O,X,X,X,O,X,X,O,X
JOIZSLT,O,O,X,O,X,X,X,X,X,X,O,X
JOLTISZ,O,X,O,O,X,X,O,O,O,X,X,X
JOLTIZS,O,X,X,X,O,O,O,X,O,X,O,X
JOLTSIZ,O,O,O,O,X,X,O,O,O,X,X,X
JOLTSZI,O,O,O,O,X,X,O,O,O,X,X,X
JOLTZIS,O,X,X,X,O,O,O,X,O,X,O,X
JOLTZSI,O,X,X,X,O,O,O,X,O,X,O,X
JOLITSZ,O,X,O,O,X,X,O,O,O,X,X,X
JOLITZS,O,X,X,X,O,O,O,X,O,X,O,X
JOLISTZ,O,X,O,O,X,X,O,O,O,X,X,X
JOLISZT,O,X,X,O,X,X,O,X,X,X,O,X
JOLIZTS,O,X,O,X,O,O,O,X,O,X,O,X
JOLIZST,O,X,O,X,X,X,O,X,X,X,O,X
JOLSTIZ,O,O,O,O,X,X,O,O,O,X,X,X
JOLSTZI,O,O,O,O,X,X,O,O,O,X,X,X
JOLSITZ,O,O,O,O,X,X,O,O,O,X,X,X
JOLSIZT,O,O,X,O,X,X,O,X,X,X,O,X
JOLSZTI,O,O,X,O,X,X,O,X,X,X,O,X
JOLSZIT,O,O,X,O,X,X,O,X,X,X,O,X
JOLZTIS,O,X,O,X,O,O,O,X,O,X,O,X
JOLZTSI,O,X,O,X,O,O,O,X,O,X,O,X
JOLZITS,O,X,O,X,O,O,O,X,O,X,O,X
JOLZIST,O,X,O,X,X,X,O,X,X,X,O,X
JOLZSTI,O,X,O,X,X,X,O,X,X,X,O,X
JOLZSIT,O,X,O,X,X,X,O,X,X,X,O,X
JOSTILZ,X,X,O,O,X,X,X,O,O,X,X,X
JOSTIZL,O,X,O,O,X,X,X,O,O,X,O,O
JOSTLIZ,X,X,O,O,X,X,X,O,O,X,X,X
JOSTLZI,X,X,O,O,X,X,X,O,O,X,X,X
JOSTZIL,O,X,O,O,X,X,X,O,O,X,X,O
JOSTZLI,O,X,O,O,X,X,X,O,O,X,X,O
JOSITLZ,X,X,O,O,X,X,X,O,O,X,X,X
JOSITZL,O,X,O,O,X,X,X,O,O,X,O,O
JOSILTZ,O,O,O,O,X,X,X,O,O,X,X,X
JOSILZT,O,O,X,O,X,X,X,X,X,X,O,X
JOSIZTL,O,X,O,O,X,X,X,O,X,X,O,O
JOSIZLT,O,O,X,O,X,X,X,X,X,X,O,X
JOSLTIZ,O,O,O,O,X,X,X,O,O,X,X,X
JOSLTZI,O,O,O,O,X,X,X,O,O,X,X,X
JOSLITZ,O,O,O,O,X,X,X,O,O,X,X,X
JOSLIZT,O,O,X,O,X,X,X,X,X,X,O,X
JOSLZTI,O,O,X,O,X,X,X,X,X,X,O,X
JOSLZIT,O,O,X,O,X,X,X,X,X,X,O,X
JOSZTIL,O,X,O,O,X,X,X,O,X,X,O,O
JOSZTLI,O,X,O,O,X,X,X,O,X,X,O,O
JOSZITL,O,X,O,O,X,X,X,O,X,X,O,O
JOSZILT,O,O,X,O,X,X,X,X,X,X,O,X
JOSZLTI,O,O,X,O,X,X,X,X,X,X,O,X
JOSZLIT,O,O,X,O,X,X,X,X,X,X,O,X
JOZTILS,O,X,X,X,O,O,X,X,X,O,X,X
JOZTISL,O,X,O,O,O,X,X,O,O,O,O,X
JOZTLIS,O,X,X,X,O,O,X,X,X,O,X,X
JOZTLSI,O,X,X,X,O,O,X,X,X,O,X,X
JOZTSIL,O,X,O,X,O,X,X,O,O,O,O,X
JOZTSLI,O,X,O,X,O,X,X,O,O,O,O,X
JOZITLS,O,X,X,X,O,O,X,X,X,X,X,X
JOZITSL,O,X,O,O,O,X,X,O,O,O,O,X
JOZILTS,O,X,X,X,X,X,X,X,O,X,O,X
JOZILST,O,X,X,X,X,X,X,X,X,X,O,X
JOZISTL,O,X,O,O,X,X,X,O,X,X,O,X
JOZISLT,O,O,X,O,X,X,X,X,X,X,O,X
JOZLTIS,O,X,X,X,X,X,X,X,O,X,O,X
JOZLTSI,O,X,X,X,X,X,X,X,O,X,O,X
JOZLITS,O,X,X,X,X,X,X,X,O,X,O,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,O,X
JOZLSTI,O,X,X,X,X,X,X,X,X,X,O,X
JOZLSIT,O,X,X,X,X,X,X,X,X,X,O,X
JOZSTIL,O,X,O,O,X,X,X,O,X,X,O,O
JOZSTLI,O,X,O,O,X,X,X,O,X,X,O,O
JOZSITL,O,X,O,O,X,X,X,O,X,X,O,O
JOZSILT,O,O,X,O,X,X,X,X,X,X,O,X
JOZSLTI,O,O,X,O,X,X,X,X,X,X,O,X
JOZSLIT,O,O,X,O,X,X,X,X,X,X,O,X
STILJZO,X,O,O,X,X,X,X,O,X,X,X,X
STILJOZ,X,O,X,X,X,X,X,O,X,X,X,X
STILZJO,X,O,O,X,O,O,X,O,X,X,O,O
STILZOJ,X,O,O,X,O,O,X,X,X,X,X,O
STILOJZ,X,X,X,X,X,X,X,O,X,X,X,X
STILOZJ,X,O,O,X,X,X,X,O,X,X,X,X
STIJLZO,X,O,O,X,X,X,X,O,X,X,X,O
STIJLOZ,X,O,X,X,X,X,X,O,X,X,X,X
STIJZLO,X,O,O,X,X,X,X,O,X,X,O,O
STIJZOL,X,X,O,X,X,X,X,O,X,X,O,O
STIJOLZ,X,X,X,X,X,X,X,O,X,X,X,X
STIJOZL,X,X,X,X,X,X,X,O,X,X,X,O
STIZLJO,X,O,O,X,O,O,X,O,X,O,O,O
