sequence,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?lmBatBXsBGsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?lmBmsB3sBCsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcB3hB?FjB6sBOtBzrB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxdBXjB?lmBmsB6rBTsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?1mBatBGsBXsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFXdBFjB?xmB6rBOtBTsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFmcBTeB?1mBfoBSsBRxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?1mBSsBetBXsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFViBGeB?ZoBThBXnBSxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhF/iBGeB?ZoBlmBTsB6rB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFqiBTeB?3hB2sBlmBRxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFSiBTeB?xmBetBlmBXsB
JLSZIOT,O,X,X,X,O,X,X,O,O,X,X,O
JLSZOTI,O,X,X,X,O,X,X,O,X,X,X,X
JLSZOIT,O,X,X,X,O,X,X,O,O,X,X,O
JLSOTIZ,O,X,X,X,O,X,X,O,X,X,X,X
JLSOTZI,O,X,X,X,O,X,X,O,X,X,X,X
JLSOITZ,X,X,X,X,X,X,X,X,O,X,X,O
JLSOIZT,O,X,X,X,O,X,X,O,O,X,X,O
JLSOZTI,O,X,X,X,O,X,X,O,X,X,X,X
JLSOZIT,O,X,X,X,O,X,X,O,O,X,X,O
JLZTISO,X,X,X,X,O,X,O,O,O,X,X,X
JLZTIOS,O,O,X,X,O,X,X,O,X,X,X,X
JLZTSIO,O,O,O,O,O,X,X,O,O,X,X,X
JLZTSOI,O,O,O,O,O,X,X,O,X,X,X,X
JLZTOIS,O,O,X,X,O,X,X,O,X,X,X,X
JLZTOSI,O,O,X,X,O,X,X,O,X,X,X,X
JLZITSO,X,X,X,X,O,X,O,O,O,X,X,X
JLZITOS,X,O,X,X,O,X,X,O,X,X,X,X
JLZISTO,X,X,X,X,X,X,X,X,O,X,X,O
JLZISOT,X,X,X,X,O,X,X,O,O,X,X,O
JLZIOTS,O,O,X,X,O,X,X,O,X,X,X,X
JLZIOST,O,X,X,X,O,X,X,O,O,X,X,O
JLZSTIO,O,X,O,O,O,X,X,O,O,X,X,X
JLZSTOI,O,X,O,O,O,X,X,O,X,X,X,X
JLZSITO,X,X,O,X,X,X,X,X,O,X,X,O
JLZSIOT,O,X,X,X,O,X,X,O,O,X,X,O
JLZSOTI,O,X,X,X,O,X,X,O,X,X,X,X
JLZSOIT,O,X,X,X,O,X,X,O,O,X,X,O
JLZOTIS,O,O,X,X,O,X,X,O,X,X,X,X
JLZOTSI,O,O,X,X,O,X,X,O,X,X,X,X
JLZOITS,O,O,X,X,O,X,X,O,X,X,X,X
JLZOIST,O,X,X,X,O,X,X,O,O,X,X,O
JLZOSTI,O,X,X,X,O,X,X,O,X,X,X,X
JLZOSIT,O,X,X,X,O,X,X,O,O,X,X,O
JLOTISZ,X,X,X,X,O,X,X,O,X,X,X,X
JLOTIZS,O,O,X,X,O,X,X,O,X,X,X,X
JLOTSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLOTSZI,O,O,X,X,O,X,X,O,X,X,X,X
JLOTZIS,O,O,X,X,O,X,X,O,X,X,X,X
JLOTZSI,O,O,X,X,O,X,X,O,X,X,X,X
JLOITSZ,X,X,X,X,O,X,X,O,X,X,X,X
JLOITZS,X,X,X,X,O,X,X,O,X,X,X,X
JLOISTZ,X,X,X,X,X,X,X,X,O,X,X,O
JLOISZT,X,X,X,X,O,X,X,O,O,X,X,O
JLOIZTS,O,O,X,X,O,X,X,O,X,X,X,X
JLOIZST,O,X,X,X,O,X,X,O,O,X,X,O
JLOSTIZ,O,X,X,X,O,X,X,O,X,X,X,X
JLOSTZI,O,X,X,X,O,X,X,O,X,X,X,X
JLOSITZ,X,X,X,X,X,X,X,X,O,X,X,O
JLOSIZT,O,X,X,X,O,X,X,O,O,X,X,O
JLOSZTI,O,X,X,X,O,X,X,O,X,X,X,X
JLOSZIT,O,X,X,X,O,X,X,O,O,X,X,O
JLOZTIS,O,O,X,X,O,X,X,O,X,X,X,X
JLOZTSI,O,O,X,X,O,X,X,O,X,X,X,X
JLOZITS,O,O,X,X,O,X,X,O,X,X,X,X
JLOZIST,O,X,X,X,O,X,X,O,O,X,X,O
JLOZSTI,O,X,X,X,O,X,X,O,X,X,X,X
JLOZSIT,O,X,X,X,O,X,X,O,O,X,X,O
JSTILZO,X,O,X,O,X,X,O,X,X,X,X,O
JSTILOZ,X,O,X,O,X,X,O,X,X,X,X,O
JSTIZLO,X,O,X,O,X,X,O,X,X,X,X,O
JSTIZOL,X,O,X,O,X,X,O,O,X,X,X,O
JSTIOLZ,X,O,X,O,X,X,O,X,X,X,X,O
JSTIOZL,X,O,X,O,X,X,O,O,X,X,X,O
JSTLIZO,O,O,X,O,O,X,X,O,X,X,X,X
JSTLIOZ,O,O,X,O,O,X,X,O,X,X,X,X
JSTLZIO,O,O,X,O,O,X,X,O,X,X,X,X
JSTLZOI,O,O,X,O,O,X,X,O,X,X,X,X
JSTLOIZ,O,O,X,O,O,X,X,O,X,X,X,X
JSTLOZI,O,O,X,O,O,X,X,O,X,X,X,X
JSTZILO,X,O,X,O,X,X,O,X,X,X,X,O
JSTZIOL,X,O,X,O,X,X,O,O,X,X,X,O
JSTZLIO,O,O,O,O,O,X,X,O,X,X,X,X
JSTZLOI,O,O,O,O,O,X,X,O,X,X,X,X
JSTZOIL,X,O,X,O,X,X,X,O,X,X,X,O
JSTZOLI,X,O,O,O,X,X,X,O,X,X,X,X
JSTOILZ,X,O,X,O,X,X,X,X,X,X,X,O
JSTOIZL,X,O,X,O,X,X,X,O,X,X,X,O
JSTOLIZ,X,O,X,O,X,X,X,O,X,X,X,X
JSTOLZI,X,O,X,O,X,X,X,O,X,X,X,X
JSTOZIL,X,O,X,O,X,X,X,O,X,X,X,O
JSTOZLI,X,O,X,O,X,X,X,O,X,X,X,X
JSITLZO,X,X,X,O,X,X,O,X,X,X,O,O
JSITLOZ,X,X,X,O,X,X,O,X,X,X,O,O
JSITZLO,X,X,X,O,X,X,O,X,X,X,O,O
JSITZOL,X,O,X,O,X,X,O,O,X,X,O,O
JSITOLZ,X,X,X,O,X,X,O,X,X,X,O,O
JSITOZL,X,O,X,O,X,X,O,O,X,X,O,O
JSILTZO,X,X,O,X,X,X,X,X,O,X,O,O
JSILTOZ,X,X,X,X,X,X,X,X,O,X,O,O
JSILZTO,X,X,O,X,X,X,X,X,O,X,O,O
JSILZOT,O,X,X,X,O,X,X,O,O,X,O,O
JSILOTZ,X,X,X,X,X,X,X,X,O,X,O,O
JSILOZT,O,X,X,X,O,X,X,O,O,X,O,O
JSIZTLO,X,X,X,O,X,X,O,X,X,X,O,O
JSIZTOL,X,O,X,O,X,X,O,O,X,X,O,O
JSIZLTO,X,X,O,X,X,X,X,X,O,X,O,O
JSIZLOT,O,X,X,X,O,X,X,O,O,X,O,O
JSIZOTL,X,O,X,X,X,X,X,O,X,X,O,O
JSIZOLT,X,X,X,X,X,X,X,O,X,X,O,O
JSIOTLZ,X,X,X,X,X,X,X,X,X,X,O,O
JSIOTZL,X,X,X,X,X,X,X,X,X,X,O,O
JSIOLTZ,X,X,X,X,X,X,X,X,X,X,O,O
JSIOLZT,X,X,X,X,X,X,X,X,X,X,O,O
JSIOZTL,X,O,X,X,X,X,X,O,X,X,O,O
JSIOZLT,X,X,X,X,X,X,X,O,X,X,O,O
JSLTIZO,O,X,O,O,O,X,X,O,O,X,X,X
JSLTIOZ,O,X,X,O,O,X,X,O,O,X,X,X
JSLTZIO,O,X,O,O,O,X,X,O,O,X,X,X
JSLTZOI,O,X,O,O,O,X,X,O,X,X,X,X
JSLTOIZ,O,X,X,O,O,X,X,O,X,X,X,X
JSLTOZI,O,X,X,O,O,X,X,O,X,X,X,X
JSLITZO,X,X,O,X,X,X,X,X,O,X,X,O
JSLITOZ,X,X,X,X,X,X,X,X,O,X,X,O
JSLIZTO,X,X,O,X,X,X,X,X,O,X,X,O
JSLIZOT,O,X,X,X,O,X,X,O,O,X,X,O
JSLIOTZ,X,X,X,X,X,X,X,X,O,X,X,O
JSLIOZT,O,X,X,X,O,X,X,O,O,X,X,O
JSLZTIO,O,X,O,O,O,X,X,O,O,X,X,X
JSLZTOI,O,X,O,O,O,X,X,O,X,X,X,X
JSLZITO,X,X,O,X,X,X,X,X,O,X,X,O
JSLZIOT,O,X,X,X,O,X,X,O,O,X,X,O
JSLZOTI,O,X,X,X,O,X,X,O,X,X,X,X
JSLZOIT,O,X,X,X,O,X,X,O,O,X,X,O
JSLOTIZ,O,X,X,X,O,X,X,O,X,X,X,X
JSLOTZI,O,X,X,X,O,X,X,O,X,X,X,X
JSLOITZ,X,X,X,X,X,X,X,X,O,X,X,O
JSLOIZT,O,X,X,X,O,X,X,O,O,X,X,O
JSLOZTI,O,X,X,X,O,X,X,O,X,X,X,X
JSLOZIT,O,X,X,X,O,X,X,O,O,X,X,O
JSZTILO,X,O,X,O,X,X,O,X,X,X,X,O
JSZTIOL,X,O,X,O,X,X,O,O,X,X,X,O
JSZTLIO,O,O,O,O,O,X,X,O,X,X,X,X
JSZTLOI,O,O,O,O,O,X,X,O,X,X,X,X
JSZTOIL,X,O,X,O,X,X,X,O,X,X,X,O
JSZTOLI,X,O,O,O,X,X,X,O,X,X,X,X
JSZITLO,X,X,X,O,X,X,O,X,X,X,O,O
JSZITOL,X,O,X,O,X,X,O,O,X,X,O,O
JSZILTO,X,X,O,X,X,X,X,X,O,X,O,O
JSZILOT,O,X,X,X,O,X,X,O,O,X,O,O
JSZIOTL,X,O,X,X,X,X,X,O,X,X,O,O
JSZIOLT,X,X,X,X,X,X,X,O,X,X,O,O
JSZLTIO,O,X,O,O,O,X,X,O,O,X,X,X
JSZLTOI,O,X,O,O,O,X,X,O,X,X,X,X
JSZLITO,X,X,O,X,X,X,X,X,O,X,X,O
JSZLIOT,O,X,X,X,O,X,X,O,O,X,X,O
JSZLOTI,O,X,X,X,O,X,X,O,X,X,X,X
JSZLOIT,O,X,X,X,O,X,X,O,O,X,X,O
JSZOTIL,X,O,X,O,X,X,X,O,X,X,X,O
JSZOTLI,X,O,O,O,X,X,X,O,X,X,X,X
JSZOITL,X,O,X,X,X,X,X,O,X,X,X,O
JSZOILT,X,X,O,X,X,X,X,O,X,X,X,O
JSZOLTI,X,X,O,X,X,X,X,O,X,X,X,X
JSZOLIT,X,X,O,X,X,X,X,O,X,X,X,O
JSOTILZ,X,O,X,O,X,X,X,X,X,X,X,O
JSOTIZL,X,O,X,O,X,X,X,O,X,X,X,O
JSOTLIZ,X,O,X,O,X,X,X,O,X,X,X,X
JSOTLZI,X,O,X,O,X,X,X,O,X,X,X,X
JSOTZIL,X,O,X,O,X,X,X,O,X,X,X,O
JSOTZLI,X,O,O,O,X,X,X,O,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X,X,X,X,X,O
JSOITZL,X,X,X,X,X,X,X,X,X,X,X,O
JSOILTZ,X,X,O,X,X,X,X,X,X,X,X,O
JSOILZT,X,X,O,X,X,X,X,X,X,X,X,O
JSOIZTL,X,O,X,X,X,X,X,O,X,X,X,O
JSOIZLT,X,X,O,X,X,X,X,O,X,X,X,O
JSOLTIZ,X,X,O,X,X,X,X,O,X,X,X,X
JSOLTZI,X,X,O,X,X,X,X,O,X,X,X,X
JSOLITZ,X,X,O,X,X,X,X,X,X,X,X,O
JSOLIZT,X,X,O,X,X,X,X,O,X,X,X,O
JSOLZTI,X,X,O,X,X,X,X,O,X,X,X,X
JSOLZIT,X,X,O,X,X,X,X,O,X,X,X,O
JSOZTIL,X,O,X,O,X,X,X,O,X,X,X,O
JSOZTLI,X,O,O,O,X,X,X,O,X,X,X,X
JSOZITL,X,O,X,X,X,X,X,O,X,X,X,O
JSOZILT,X,X,O,X,X,X,X,O,X,X,X,O
JSOZLTI,X,X,O,X,X,X,X,O,X,X,X,X
JSOZLIT,X,X,O,X,X,X,X,O,X,X,X,O
JZTILSO,X,X,X,X,O,X,O,O,O,X,X,X
JZTILOS,O,O,X,X,O,X,X,O,X,X,X,X
JZTISLO,X,O,X,O,X,O,O,X,X,X,X,O
JZTISOL,X,O,X,O,X,O,O,O,X,X,X,O
JZTIOLS,O,O,X,X,O,X,X,O,X,X,X,X
JZTIOSL,X,O,X,X,X,O,O,O,X,X,X,O
JZTLISO,X,X,X,X,O,X,O,O,O,X,X,X
JZTLIOS,O,O,X,X,O,X,X,O,X,X,X,X
JZTLSIO,O,O,O,O,O,X,X,O,O,X,X,X
JZTLSOI,O,O,O,O,O,X,X,O,X,X,X,X
JZTLOIS,O,O,X,X,O,X,X,O,X,X,X,X
JZTLOSI,O,O,X,X,O,X,X,O,X,X,X,X
JZTSILO,X,O,X,O,X,O,O,X,X,X,X,O
JZTSIOL,X,O,X,O,X,O,O,O,X,X,X,O
JZTSLIO,O,O,O,O,O,X,X,O,X,X,X,X
JZTSLOI,O,O,O,O,O,X,X,O,X,X,X,X
JZTSOIL,X,O,X,O,X,X,X,O,X,X,X,O
JZTSOLI,X,O,O,O,X,X,X,O,X,X,X,X
JZTOILS,O,O,X,X,O,X,X,O,X,X,X,X
JZTOISL,X,O,X,X,X,O,O,O,X,O,X,O
JZTOLIS,O,O,X,X,O,X,X,O,X,X,X,X
JZTOLSI,O,O,X,X,O,X,X,O,X,X,X,X
JZTOSIL,X,O,X,O,X,O,X,O,X,O,X,O
JZTOSLI,X,O,O,O,X,X,X,O,X,X,X,X
JZITLSO,X,X,X,X,O,X,O,O,O,X,O,X
JZITLOS,O,O,X,X,O,X,X,O,X,X,O,X
JZITSLO,X,O,X,O,X,O,O,X,X,X,O,O
JZITSOL,X,O,X,O,X,O,O,O,X,X,O,O
JZITOLS,O,O,X,X,O,X,X,O,X,X,O,X
JZITOSL,X,O,X,X,X,O,O,O,X,X,O,O
JZILTSO,X,X,X,X,O,X,O,O,O,X,O,X
JZILTOS,X,O,X,X,O,X,X,O,X,X,O,O
JZILSTO,X,X,X,X,X,X,X,X,O,X,O,O
JZILSOT,X,X,X,X,O,X,X,O,O,X,O,O
JZILOTS,O,O,X,X,O,X,X,O,X,X,O,O
JZILOST,O,X,X,X,O,X,X,O,O,X,O,O
JZISTLO,X,X,X,O,X,O,O,X,X,X,O,O
JZISTOL,X,O,X,O,X,O,O,O,X,X,O,O
JZISLTO,X,X,O,X,X,X,X,X,O,X,O,O
JZISLOT,O,X,X,X,O,X,X,O,O,X,O,O
JZISOTL,X,O,X,X,X,X,O,O,X,X,O,O
JZISOLT,X,X,X,X,X,X,X,O,X,X,O,O
JZIOTLS,O,O,X,X,O,X,X,O,X,X,O,X
JZIOTSL,X,O,X,X,X,X,O,O,X,O,O,O
JZIOLTS,O,O,X,X,O,X,X,O,X,X,O,X
JZIOLST,O,X,X,X,O,X,X,O,O,X,O,O
JZIOSTL,X,O,X,X,X,X,O,O,X,X,O,O
JZIOSLT,X,X,X,X,X,X,X,O,X,X,O,O
JZLTISO,X,X,X,X,O,X,O,O,O,X,X,X
JZLTIOS,O,O,X,X,O,X,X,O,X,X,X,X
JZLTSIO,O,O,O,O,O,X,X,O,O,X,X,X
JZLTSOI,O,O,O,O,O,X,X,O,X,X,X,X
JZLTOIS,O,O,X,X,O,X,X,O,X,X,X,X
JZLTOSI,O,O,X,X,O,X,X,O,X,X,X,X
JZLITSO,X,X,X,X,O,X,O,O,O,X,X,X
JZLITOS,X,O,X,X,O,X,X,O,X,X,X,X
JZLISTO,X,X,X,X,X,X,X,X,O,X,X,O
JZLISOT,X,X,X,X,O,X,X,O,O,X,X,O
JZLIOTS,O,O,X,X,O,X,X,O,X,X,X,X
JZLIOST,O,X,X,X,O,X,X,O,O,X,X,O
JZLSTIO,O,X,O,O,O,X,X,O,O,X,X,X
JZLSTOI,O,X,O,O,O,X,X,O,X,X,X,X
JZLSITO,X,X,O,X,X,X,X,X,O,X,X,O
JZLSIOT,O,X,X,X,O,X,X,O,O,X,X,O
JZLSOTI,O,X,X,X,O,X,X,O,X,X,X,X
JZLSOIT,O,X,X,X,O,X,X,O,O,X,X,O
JZLOTIS,O,O,X,X,O,X,X,O,X,X,X,X
JZLOTSI,O,O,X,X,O,X,X,O,X,X,X,X
JZLOITS,O,O,X,X,O,X,X,O,X,X,X,X
JZLOIST,O,X,X,X,O,X,X,O,O,X,X,O
JZLOSTI,O,X,X,X,O,X,X,O,X,X,X,X
JZLOSIT,O,X,X,X,O,X,X,O,O,X,X,O
JZSTILO,X,O,X,O,X,X,O,X,X,X,X,O
JZSTIOL,X,O,X,O,X,X,O,O,X,X,X,O
JZSTLIO,O,O,O,O,O,X,X,O,X,X,X,X
JZSTLOI,O,O,O,O,O,X,X,O,X,X,X,X
JZSTOIL,X,O,X,O,X,X,X,O,X,X,X,O
JZSTOLI,X,O,O,O,X,X,X,O,X,X,X,X
JZSITLO,X,X,X,O,X,X,O,X,X,X,O,O
JZSITOL,X,O,X,O,X,X,O,O,X,X,O,O
JZSILTO,X,X,O,X,X,X,X,X,O,X,O,O
JZSILOT,O,X,X,X,O,X,X,O,O,X,O,O
JZSIOTL,X,O,X,X,X,X,X,O,X,X,O,O
JZSIOLT,X,X,X,X,X,X,X,O,X,X,O,O
JZSLTIO,O,X,O,O,O,X,X,O,O,X,X,X
JZSLTOI,O,X,O,O,O,X,X,O,X,X,X,X
JZSLITO,X,X,O,X,X,X,X,X,O,X,X,O
JZSLIOT,O,X,X,X,O,X,X,O,O,X,X,O
JZSLOTI,O,X,X,X,O,X,X,O,X,X,X,X
JZSLOIT,O,X,X,X,O,X,X,O,O,X,X,O
JZSOTIL,X,O,X,O,X,X,X,O,X,X,X,O
JZSOTLI,X,O,O,O,X,X,X,O,X,X,X,X
JZSOITL,X,O,X,X,X,X,X,O,X,X,X,O
JZSOILT,X,X,O,X,X,X,X,O,X,X,X,O
JZSOLTI,X,X,O,X,X,X,X,O,X,X,X,X
JZSOLIT,X,X,O,X,X,X,X,O,X,X,X,O
JZOTILS,O,O,X,X,O,X,X,O,X,X,X,X
JZOTISL,X,O,X,X,X,O,O,O,X,O,X,O
JZOTLIS,O,O,X,X,O,X,X,O,X,X,X,X
JZOTLSI,O,O,X,X,O,X,X,O,X,X,X,X
JZOTSIL,X,O,X,O,X,O,X,O,X,O,X,O
JZOTSLI,X,O,O,O,X,X,X,O,X,X,X,X
JZOITLS,O,O,X,X,O,X,X,O,X,X,O,X
JZOITSL,X,O,X,X,X,O,O,O,X,O,O,O
JZOILTS,O,O,X,X,O,X,X,O,X,X,O,X
JZOILST,O,X,X,X,O,X,X,O,O,X,O,O
JZOISTL,X,O,X,X,X,O,O,O,X,X,O,O
JZOISLT,X,X,O,X,X,X,X,O,X,X,O,O
JZOLTIS,O,O,X,X,O,X,X,O,X,X,X,X
JZOLTSI,O,O,O,X,O,X,X,O,X,X,X,X
JZOLITS,O,O,X,X,O,X,X,O,X,X,X,X
JZOLIST,O,X,X,X,O,X,X,O,O,X,X,O
JZOLSTI,O,X,O,X,O,X,X,O,X,X,X,X
JZOLSIT,O,X,O,X,O,X,X,O,O,X,X,O
JZOSTIL,X,O,X,O,X,X,X,O,X,X,X,O
JZOSTLI,X,O,O,O,X,X,X,O,X,X,X,X
JZOSITL,X,O,X,X,X,X,X,O,X,X,X,O
JZOSILT,X,X,O,X,X,X,X,O,X,X,X,O
JZOSLTI,X,X,O,X,X,X,X,O,X,X,X,X
JZOSLIT,X,X,O,X,X,X,X,O,X,X,X,O
JOTILSZ,X,X,X,X,X,X,X,O,X,X,X,X
JOTILZS,X,O,X,X,X,X,X,O,X,X,X,X
JOTISLZ,X,O,X,X,X,X,O,X,X,O,X,O
JOTISZL,X,O,X,X,X,O,O,O,X,O,X,O
JOTIZLS,O,O,X,X,O,X,X,O,X,X,X,X
JOTIZSL,X,O,X,X,X,O,O,O,X,O,X,O
JOTLISZ,X,X,X,X,O,X,X,O,X,X,X,X
JOTLIZS,O,O,X,X,O,X,X,O,X,X,X,X
JOTLSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JOTLSZI,O,O,X,X,O,X,X,O,X,X,X,X
JOTLZIS,O,O,X,X,O,X,X,O,X,X,X,X
JOTLZSI,O,O,X,X,O,X,X,O,X,X,X,X
JOTSILZ,X,O,X,O,X,X,X,X,X,O,X,O
JOTSIZL,X,O,X,O,X,X,X,O,X,O,X,O
JOTSLIZ,X,O,X,O,X,X,X,O,X,X,X,X
JOTSLZI,X,O,X,O,X,X,X,O,X,X,X,X
JOTSZIL,X,O,X,O,X,O,X,O,X,O,X,O
JOTSZLI,X,O,O,O,X,X,X,O,X,X,X,X
JOTZILS,O,O,X,X,O,X,X,O,X,X,X,X
JOTZISL,X,O,X,X,X,O,O,O,X,O,X,O
JOTZLIS,O,O,X,X,O,X,X,O,X,X,X,X
JOTZLSI,O,O,X,X,O,X,X,O,X,X,X,X
JOTZSIL,X,O,X,O,X,O,X,O,X,O,X,O
JOTZSLI,X,O,O,O,X,X,X,O,X,X,X,X
JOITLSZ,X,X,X,X,X,X,X,O,X,X,O,X
JOITLZS,X,O,X,X,X,X,X,O,X,X,O,X
JOITSLZ,X,O,X,X,X,X,O,X,X,O,O,O
JOITSZL,X,O,X,X,X,O,O,O,X,O,O,O
JOITZLS,X,O,X,X,X,X,X,O,X,X,O,X
JOITZSL,X,O,X,X,X,O,O,O,X,O,O,O
JOILTSZ,X,X,X,X,X,X,X,O,X,X,O,X
JOILTZS,X,X,X,X,O,X,X,O,X,X,O,X
JOILSTZ,X,X,X,X,X,X,X,X,O,X,O,O
JOILSZT,X,X,X,X,O,X,X,O,O,X,O,O
JOILZTS,X,O,X,X,O,X,X,O,X,X,O,X
JOILZST,X,X,X,X,O,X,X,O,O,X,O,O
JOISTLZ,X,X,X,X,X,X,O,X,X,X,O,O
JOISTZL,X,X,X,X,X,O,O,X,X,X,O,O
JOISLTZ,X,X,O,X,X,X,X,X,X,X,O,O
JOISLZT,X,X,O,X,X,X,X,X,X,X,O,O
JOISZTL,X,O,X,X,X,O,O,O,X,X,O,O
JOISZLT,X,X,O,X,X,X,X,O,X,X,O,O
JOIZTLS,O,O,X,X,O,X,X,O,X,X,O,X
JOIZTSL,X,O,X,X,X,O,O,O,X,O,O,O
JOIZLTS,O,O,X,X,O,X,X,O,X,X,O,X
JOIZLST,O,X,X,X,O,X,X,O,O,X,O,O
JOIZSTL,X,O,X,X,X,O,O,O,X,X,O,O
JOIZSLT,X,X,O,X,X,X,X,O,X,X,O,O
JOLTISZ,X,X,X,X,O,X,X,O,X,X,X,X
JOLTIZS,O,O,X,X,O,X,X,O,X,X,X,X
JOLTSIZ,O,O,O,X,O,X,X,O,X,X,X,X
JOLTSZI,O,O,O,X,O,X,X,O,X,X,X,X
JOLTZIS,O,O,X,X,O,X,X,O,X,X,X,X
JOLTZSI,O,O,O,X,O,X,X,O,X,X,X,X
JOLITSZ,X,X,X,X,O,X,X,O,X,X,X,X
JOLITZS,X,X,X,X,O,X,X,O,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X,X,O,X,X,O
JOLISZT,X,X,X,X,O,X,X,O,O,X,X,O
JOLIZTS,O,O,X,X,O,X,X,O,X,X,X,X
JOLIZST,O,X,X,X,O,X,X,O,O,X,X,O
JOLSTIZ,O,X,O,X,O,X,X,O,X,X,X,X
JOLSTZI,O,X,O,X,O,X,X,O,X,X,X,X
JOLSITZ,X,X,O,X,X,X,X,X,O,X,X,O
JOLSIZT,O,X,O,X,O,X,X,O,O,X,X,O
JOLSZTI,O,X,O,X,O,X,X,O,X,X,X,X
JOLSZIT,O,X,O,X,O,X,X,O,O,X,X,O
JOLZTIS,O,O,X,X,O,X,X,O,X,X,X,X
JOLZTSI,O,O,O,X,O,X,X,O,X,X,X,X
JOLZITS,O,O,X,X,O,X,X,O,X,X,X,X
JOLZIST,O,X,X,X,O,X,X,O,O,X,X,O
JOLZSTI,O,X,O,X,O,X,X,O,X,X,X,X
JOLZSIT,O,X,O,X,O,X,X,O,O,X,X,O
JOSTILZ,X,O,X,O,X,X,X,X,X,X,X,O
JOSTIZL,X,O,X,O,X,X,X,O,X,X,X,O
JOSTLIZ,X,O,X,O,X,X,X,O,X,X,X,X
JOSTLZI,X,O,X,O,X,X,X,O,X,X,X,X
JOSTZIL,X,O,X,O,X,X,X,O,X,X,X,O
JOSTZLI,X,O,O,O,X,X,X,O,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,X,X,X,X,O
JOSITZL,X,X,X,X,X,X,X,X,X,X,X,O
JOSILTZ,X,X,O,X,X,X,X,X,X,X,X,O
JOSILZT,X,X,O,X,X,X,X,X,X,X,X,O
JOSIZTL,X,O,X,X,X,X,X,O,X,X,X,O
JOSIZLT,X,X,O,X,X,X,X,O,X,X,X,O
JOSLTIZ,X,X,O,X,X,X,X,O,X,X,X,X
JOSLTZI,X,X,O,X,X,X,X,O,X,X,X,X
JOSLITZ,X,X,O,X,X,X,X,X,X,X,X,O
JOSLIZT,X,X,O,X,X,X,X,O,X,X,X,O
JOSLZTI,X,X,O,X,X,X,X,O,X,X,X,X
JOSLZIT,X,X,O,X,X,X,X,O,X,X,X,O
JOSZTIL,X,O,X,O,X,X,X,O,X,X,X,O
JOSZTLI,X,O,O,O,X,X,X,O,X,X,X,X
JOSZITL,X,O,X,X,X,X,X,O,X,X,X,O
JOSZILT,X,X,O,X,X,X,X,O,X,X,X,O
JOSZLTI,X,X,O,X,X,X,X,O,X,X,X,X
JOSZLIT,X,X,O,X,X,X,X,O,X,X,X,O
JOZTILS,O,O,X,X,O,X,X,O,X,X,X,X
JOZTISL,X,O,X,X,X,O,O,O,X,O,X,O
JOZTLIS,O,O,X,X,O,X,X,O,X,X,X,X
JOZTLSI,O,O,X,X,O,X,X,O,X,X,X,X
JOZTSIL,X,O,X,O,X,O,X,O,X,O,X,O
JOZTSLI,X,O,O,O,X,X,X,O,X,X,X,X
JOZITLS,O,O,X,X,O,X,X,O,X,X,O,X
JOZITSL,X,O,X,X,X,O,O,O,X,O,O,O
JOZILTS,O,O,X,X,O,X,X,O,X,X,O,X
JOZILST,O,X,X,X,O,X,X,O,O,X,O,O
JOZISTL,X,O,X,X,X,O,O,O,X,X,O,O
JOZISLT,X,X,O,X,X,X,X,O,X,X,O,O
JOZLTIS,O,O,X,X,O,X,X,O,X,X,X,X
JOZLTSI,O,O,O,X,O,X,X,O,X,X,X,X
JOZLITS,O,O,X,X,O,X,X,O,X,X,X,X
JOZLIST,O,X,X,X,O,X,X,O,O,X,X,O
JOZLSTI,O,X,O,X,O,X,X,O,X,X,X,X
JOZLSIT,O,X,O,X,O,X,X,O,O,X,X,O
JOZSTIL,X,O,X,O,X,X,X,O,X,X,X,O
JOZSTLI,X,O,O,O,X,X,X,O,X,X,X,X
JOZSITL,X,O,X,X,X,X,X,O,X,X,X,O
JOZSILT,X,X,O,X,X,X,X,O,X,X,X,O
JOZSLTI,X,X,O,X,X,X,X,O,X,X,X,X
JOZSLIT,X,X,O,X,X,X,X,O,X,X,X,O
STILJZO,O,X,O,X,X,X,O,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,O,X,X,X,X,X
