sequence,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFxbBflB0gBlhBzq?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB/qBOr?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhFTfB0gBlhB/qBOr?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhFTfB0gBlhB2qBCs?BXrB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB2qBCs?BXrB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFxbBzfBfmBlhB0q?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB/qBKr?BWxB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhF8fBqgBlhB/qBxr?BTrB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFflB0gBlhB6qBxr?BTrB,v115@5gD8GeC8FeF8FeE8CeD8Jem6IvhFCcBTfBlhB/qBxr?BUrB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhFxbBykBfmBWsB0q?BlrB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfB/qBFmBCs?BmqB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhF1hBmkBCmBxrB/q?BUrB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhF2gB3hBxkBFmB0q?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Je06IvhF2kBlhB3lBxrB6q?BTrB,v115@5gD8GeC8FeF8FeE8CeD8JeK/IvhFfgBxbBzgB+rBUn?BlqB,v115@5gD8GeC8FeF8FeE8CeD8JeT/IvhF0gBlhBmfB3lBxr?BSwB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhF8fBCcBTlBxrBXr?BlrB,v115@5gD8GeC8FeF8FeE8CeD8Jex7IvhFmfBfmBlhBTfB0q?BCsB
STJILOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
STJIZLO,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STJIZOL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STJLIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLOIZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STJZIOL,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STJZLIO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STJOZIL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STZILJO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STZIOLJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STZLIJO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STZJLIO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STZOLJI,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOILZJ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X
STOLIJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOLIZJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOLZIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOZIJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOZJIL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SITJZOL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SITJOLZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SITZLOJ,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SITZJOL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
SITZOLJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X
SITOLJZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SITOLZJ,X,O,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SITOJLZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SITOJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SITOZLJ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X
SILTJZO,O,O,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SILTZJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
SILTZOJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SILJTZO,O,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
SILJZTO,O,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X,X,X,X
SILJZOT,O,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SILZTJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
SILZTOJ,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SILZJTO,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SILZOTJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SILZOJT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SILOJTZ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SILOJZT,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SILOZTJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SILOZJT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
SIJLTZO,O,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
SIJLZTO,O,X,X,X,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X
SIJLZOT,O,X,X,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
SIJZLTO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIJZLOT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
SIJZOLT,O,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
SIJOTZL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
SIJOZLT,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIZTJOL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
SIZTOLJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X
SIZLTJO,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIZLTOJ,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIZLJTO,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIZJTLO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
SIZJLTO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIZJLOT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIZOTLJ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SIZOTJL,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X
SIZOLTJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIOTLZJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
SIOTJLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
SIOTJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SIOTZLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
SIOTZJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X
SIOLTJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
SIOLJTZ,O,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SIOLJZT,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
SIOLZTJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
SIOLZJT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
SIOJTLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
SIOJTZL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SIOJLZT,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
SIOJZTL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,O,X
SIOJZLT,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
SIOZTLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
SIOZTJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X
SIOZLTJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
SIOZLJT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
SIOZJTL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,O,X
SIOZJLT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
SLTIJZO,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLTIZJO,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTIOZJ,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SLTJIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLTJIOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
SLTJZIO,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SLTJZOI,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
SLTJOIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLTJOZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLTZIJO,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SLTZJOI,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTZOJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTOJZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTOZJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLITJZO,O,O,X,X,X,X,O,O,O,O,X,X,X,X,O,O,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
SLITZJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
SLITZOJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLITOZJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SLIJTZO,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X
SLIJTOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X
SLIJZTO,O,O,X,X,X,X,X,O,O,O,X,X,X,O,O,O,X,X,X
SLIJZOT,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SLIJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIZTJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
SLIZTOJ,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SLIZJTO,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
SLIZJOT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SLIZOTJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
SLIOJTZ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X
SLIOJZT,O,O,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SLIOZTJ,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
SLIOZJT,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
SLJTIZO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLJTIOZ,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X
SLJTZIO,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SLJTZOI,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X
SLJTOIZ,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLJTOZI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLJITZO,O,O,X,X,O,X,O,O,O,O,X,X,X,X,O,O,X,X,X
SLJITOZ,O,O,X,X,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X
SLJIZTO,O,O,X,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X
SLJIZOT,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SLJIOTZ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
SLJIOZT,O,O,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SLJZTIO,O,O,X,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X
SLJZTOI,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X
SLJZITO,O,O,X,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X,X
SLJZIOT,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
SLJZOTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
SLJOTIZ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
SLJOTZI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
SLJOITZ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
SLJOIZT,O,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
SLJOZTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SLZTIJO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O
SLZTIOJ,O,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O
SLZTJIO,O,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SLZTJOI,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O
SLZTOIJ,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O
SLZTOJI,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
SLZITJO,O,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SLZITOJ,O,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,O
SLZIJTO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O
SLZIJOT,O,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
SLZIOTJ,X,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
SLZIOJT,O,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
SLZJTIO,O,O,X,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O
SLZJTOI,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O
SLZJITO,O,O,X,X,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O
SLZJIOT,O,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
SLZJOTI,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
SLZJOIT,O,O,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
SLZOTIJ,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O
SLZOTJI,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
SLZOITJ,O,O,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
