sequence,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhFVgBahB5hBTdBfr?BUqB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF8fB5hBTdB1lB3q?BarB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF0bBxcBzfBCiBFr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8JeK/IvhFzaBGdBRhBllBcr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF8fB5hBTdBamB3g?B1vB,v115@7gB8HeB8FeG8CeF8CeE8Jem6IvhFRcBSiBTfBllBcr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8Jex6IvhFTdBifBGhBXhBFr?BUqB
ZTOILJS,X,X,O,O,O,O,O
ZTOILSJ,X,X,O,O,O,O,O
ZTOIJLS,X,X,O,O,O,O,O
ZTOIJSL,X,O,O,X,O,X,X
ZTOISLJ,X,O,X,X,O,O,X
ZTOISJL,X,O,O,X,O,O,X
ZTOLIJS,X,X,O,O,X,O,O
ZTOLISJ,X,X,O,O,X,O,O
ZTOLJIS,X,X,O,O,X,O,O
ZTOLJSI,X,X,O,O,X,O,O
ZTOLSIJ,X,X,O,O,X,O,O
ZTOLSJI,X,X,O,O,X,O,O
ZTOJILS,X,X,O,O,O,O,O
ZTOJISL,X,O,O,X,O,X,X
ZTOJLIS,X,X,O,O,X,O,O
ZTOJLSI,X,X,O,O,X,O,O
ZTOJSIL,X,O,O,X,X,O,X
ZTOJSLI,X,O,O,X,X,O,O
ZTOSILJ,X,O,X,X,X,O,X
ZTOSIJL,X,O,O,X,X,O,X
ZTOSLIJ,X,O,O,X,X,O,O
ZTOSLJI,X,O,O,X,X,O,O
ZTOSJIL,X,O,O,X,X,O,X
ZTOSJLI,X,O,O,X,X,O,O
ZITLJSO,X,X,X,O,O,O,X
ZITLJOS,X,X,X,O,O,O,X
ZITLSJO,X,X,X,O,O,O,X
ZITLSOJ,X,X,X,O,O,O,X
ZITLOJS,X,X,X,O,O,O,X
ZITLOSJ,X,X,X,O,O,O,X
ZITJLSO,X,X,X,O,O,O,X
ZITJLOS,X,X,X,O,O,O,X
ZITJSLO,X,O,X,O,O,X,X
ZITJSOL,X,O,X,X,O,X,X
ZITJOLS,X,X,X,O,O,X,X
ZITJOSL,X,O,X,X,O,X,X
ZITSLJO,X,O,X,O,O,X,X
ZITSLOJ,X,O,X,O,O,X,X
ZITSJLO,X,O,X,O,O,X,X
ZITSJOL,X,O,X,X,O,X,X
ZITSOLJ,X,O,X,X,O,X,X
ZITSOJL,X,O,X,X,O,X,X
ZITOLJS,X,X,X,O,O,O,X
ZITOLSJ,X,X,X,O,O,O,X
ZITOJLS,X,X,X,O,O,O,X
ZITOJSL,X,O,X,X,O,X,X
ZITOSLJ,X,O,X,X,O,O,X
ZITOSJL,X,O,X,X,O,O,X
ZILTJSO,X,X,X,O,O,O,X
ZILTJOS,X,X,X,O,O,O,X
ZILTSJO,X,X,X,O,O,O,X
ZILTSOJ,X,X,X,O,O,O,X
ZILTOJS,X,X,X,O,O,O,X
ZILTOSJ,X,X,X,O,O,O,X
ZILJTSO,X,X,X,O,O,O,X
ZILJTOS,X,X,X,O,O,O,X
ZILJSTO,X,O,X,X,X,X,X
ZILJSOT,X,O,X,O,X,X,X
ZILJOTS,X,X,X,O,O,O,X
ZILJOST,X,O,X,O,X,O,X
ZILSTJO,X,O,X,X,X,O,X
ZILSTOJ,X,O,X,X,X,O,X
ZILSJTO,X,O,X,X,X,X,X
ZILSJOT,X,O,X,O,X,X,X
ZILSOTJ,X,O,X,X,X,X,X
ZILSOJT,X,O,X,O,X,O,X
ZILOTJS,X,X,X,O,O,O,X
ZILOTSJ,X,X,X,O,O,O,X
ZILOJTS,X,X,X,O,O,O,X
ZILOJST,X,O,X,O,X,O,X
ZILOSTJ,X,O,X,X,X,X,X
ZILOSJT,X,O,X,O,X,O,X
ZIJTLSO,X,X,X,O,O,X,X
ZIJTLOS,X,X,X,O,O,X,X
ZIJTSLO,X,O,X,O,O,X,X
ZIJTSOL,X,O,X,X,O,X,X
ZIJTOLS,X,X,X,O,O,X,X
ZIJTOSL,X,O,X,X,O,X,X
ZIJLTSO,X,X,X,O,O,X,X
ZIJLTOS,X,X,X,O,O,X,X
ZIJLSTO,X,O,X,X,X,X,X
ZIJLSOT,X,O,X,O,X,X,X
ZIJLOTS,X,X,X,O,O,X,X
ZIJLOST,X,O,X,O,X,X,X
ZIJSTLO,O,O,X,X,O,X,X
ZIJSTOL,O,O,X,X,O,X,X
ZIJSLTO,O,O,X,X,X,X,X
ZIJSLOT,O,O,X,O,X,X,X
ZIJSOTL,O,O,X,X,O,X,X
ZIJSOLT,O,O,X,X,X,X,X
ZIJOTLS,X,X,X,X,O,X,X
ZIJOTSL,X,O,X,X,O,X,X
ZIJOLTS,X,X,X,O,O,X,X
ZIJOLST,X,O,X,O,X,X,X
ZIJOSTL,O,O,X,X,O,X,X
ZIJOSLT,O,O,X,X,X,X,X
ZISTLJO,O,O,X,X,O,X,X
ZISTLOJ,O,O,X,X,O,X,X
ZISTJLO,O,O,X,X,O,X,X
ZISTJOL,O,O,X,X,O,X,X
ZISTOLJ,O,O,X,X,O,X,X
ZISTOJL,O,O,X,X,O,X,X
ZISLTJO,O,O,X,X,X,X,X
ZISLTOJ,O,O,X,X,X,X,X
ZISLJTO,O,O,X,X,X,X,X
ZISLJOT,O,O,X,O,X,X,X
ZISLOTJ,O,O,X,X,X,X,X
ZISLOJT,O,O,X,O,X,X,X
ZISJTLO,O,O,X,X,O,X,X
ZISJTOL,O,O,X,X,O,X,X
ZISJLTO,O,O,X,X,X,X,X
ZISJLOT,O,O,X,O,X,X,X
ZISJOTL,O,O,X,X,O,X,X
ZISJOLT,O,O,X,X,X,X,X
ZISOTLJ,O,O,X,X,O,X,X
ZISOTJL,O,O,X,X,O,X,X
ZISOLTJ,O,O,X,X,X,X,X
ZISOLJT,O,O,X,X,X,X,X
ZISOJTL,O,O,X,X,O,X,X
ZISOJLT,O,O,X,X,X,X,X
ZIOTLJS,X,X,X,X,O,O,X
ZIOTLSJ,X,X,X,X,O,O,X
ZIOTJLS,X,X,X,X,O,O,X
ZIOTJSL,X,O,X,X,O,X,X
ZIOTSLJ,X,O,X,X,O,O,X
ZIOTSJL,X,O,X,X,O,O,X
ZIOLTJS,X,X,X,O,O,O,X
ZIOLTSJ,X,X,X,X,O,O,X
ZIOLJTS,X,X,X,O,O,O,X
ZIOLJST,X,O,X,O,X,O,X
ZIOLSTJ,X,O,X,X,X,X,X
ZIOLSJT,X,O,X,O,X,O,X
ZIOJTLS,X,X,X,X,O,O,X
ZIOJTSL,X,O,X,X,O,X,X
ZIOJLTS,X,X,X,O,O,O,X
ZIOJLST,X,O,X,O,X,O,X
ZIOJSTL,O,O,X,X,O,X,X
ZIOJSLT,O,O,X,X,X,X,X
ZIOSTLJ,O,O,X,X,O,X,X
ZIOSTJL,O,O,X,X,O,X,X
ZIOSLTJ,O,O,X,X,X,X,X
ZIOSLJT,O,O,X,X,X,X,X
ZIOSJTL,O,O,X,X,O,X,X
ZIOSJLT,O,O,X,X,X,X,X
ZLTIJSO,X,X,O,O,X,O,O
ZLTIJOS,X,X,O,O,X,O,O
ZLTISJO,X,X,O,O,X,O,O
ZLTISOJ,X,X,O,O,X,O,O
ZLTIOJS,X,X,O,O,X,O,O
ZLTIOSJ,X,X,O,O,X,O,O
ZLTJISO,X,X,O,O,X,O,O
ZLTJIOS,X,X,O,O,X,O,O
ZLTJSIO,X,X,O,O,X,O,O
ZLTJSOI,X,X,O,O,X,X,O
ZLTJOIS,X,X,O,O,X,O,O
ZLTJOSI,X,X,O,O,X,O,O
ZLTSIJO,X,X,O,O,X,O,O
ZLTSIOJ,X,X,O,O,X,O,O
ZLTSJIO,X,X,O,O,X,O,O
ZLTSJOI,X,X,O,O,X,X,O
ZLTSOIJ,X,X,O,O,X,O,O
ZLTSOJI,X,X,O,O,X,O,O
ZLTOIJS,X,X,O,O,X,O,O
ZLTOISJ,X,X,O,O,X,O,O
ZLTOJIS,X,X,O,O,X,O,O
ZLTOJSI,X,X,O,O,X,O,O
ZLTOSIJ,X,X,O,O,X,O,O
ZLTOSJI,X,X,O,O,X,O,O
ZLITJSO,X,X,O,O,O,O,O
ZLITJOS,X,X,O,O,O,O,O
ZLITSJO,X,X,O,O,O,O,O
ZLITSOJ,X,X,O,O,O,O,O
ZLITOJS,X,X,O,O,O,O,O
ZLITOSJ,X,X,O,O,O,O,O
ZLIJTSO,X,X,O,O,O,O,X
ZLIJTOS,X,X,O,O,O,O,X
ZLIJSTO,X,O,X,X,X,X,X
ZLIJSOT,X,O,X,O,X,X,X
ZLIJOTS,X,X,O,O,O,O,X
ZLIJOST,X,O,O,O,X,O,X
ZLISTJO,X,O,X,X,X,O,X
ZLISTOJ,X,O,X,X,X,O,X
ZLISJTO,X,O,X,X,X,X,X
ZLISJOT,X,O,X,O,X,X,X
ZLISOTJ,X,O,X,X,X,X,X
ZLISOJT,X,O,X,O,X,O,X
ZLIOTJS,X,X,O,O,O,O,O
ZLIOTSJ,X,X,X,O,O,O,O
ZLIOJTS,X,X,O,O,O,O,X
ZLIOJST,X,O,O,O,X,O,X
ZLIOSTJ,X,O,X,X,X,X,X
ZLIOSJT,X,O,O,O,X,O,X
ZLJTISO,X,X,O,O,X,O,X
ZLJTIOS,X,X,O,O,X,O,X
ZLJTSIO,X,X,O,O,X,O,X
ZLJTSOI,X,X,O,O,X,X,X
ZLJTOIS,X,X,O,O,X,O,X
ZLJTOSI,X,X,O,O,X,O,X
ZLJITSO,X,X,O,O,O,O,X
ZLJITOS,X,X,O,O,O,O,X
ZLJISTO,X,O,X,X,X,X,X
ZLJISOT,X,O,X,O,X,X,X
ZLJIOTS,X,X,O,O,O,O,X
ZLJIOST,X,O,O,O,X,O,X
ZLJSTIO,X,O,X,O,X,X,X
ZLJSTOI,X,O,X,O,X,X,X
ZLJSITO,X,O,X,X,X,X,X
ZLJSIOT,X,O,X,O,X,X,X
ZLJSOTI,X,O,X,O,X,X,X
ZLJSOIT,X,O,X,O,X,X,X
ZLJOTIS,X,X,O,O,X,O,X
ZLJOTSI,X,X,O,O,X,O,X
ZLJOITS,X,X,O,O,O,O,X
ZLJOIST,X,O,O,O,X,O,X
ZLJOSTI,X,O,X,O,X,O,X
ZLJOSIT,X,O,O,O,X,O,X
ZLSTIJO,X,O,X,O,X,O,X
ZLSTIOJ,X,O,X,O,X,O,X
ZLSTJIO,X,O,X,O,X,O,X
ZLSTJOI,X,O,X,O,X,X,X
ZLSTOIJ,X,O,X,O,X,O,X
ZLSTOJI,X,O,X,O,X,O,X
ZLSITJO,X,O,X,X,X,O,X
ZLSITOJ,X,O,X,X,X,O,X
ZLSIJTO,X,O,X,X,X,X,X
ZLSIJOT,X,O,X,O,X,X,X
ZLSIOTJ,X,O,X,X,X,X,X
ZLSIOJT,X,O,X,O,X,O,X
ZLSJTIO,X,O,X,O,X,X,X
ZLSJTOI,X,O,X,O,X,X,X
ZLSJITO,X,O,X,X,X,X,X
ZLSJIOT,X,O,X,O,X,X,X
ZLSJOTI,X,O,X,O,X,X,X
ZLSJOIT,X,O,X,O,X,X,X
ZLSOTIJ,X,O,X,O,X,O,X
ZLSOTJI,X,O,X,O,X,O,X
ZLSOITJ,X,O,X,X,X,X,X
ZLSOIJT,X,O,X,O,X,O,X
ZLSOJTI,X,O,X,O,X,O,X
ZLSOJIT,X,O,X,O,X,O,X
ZLOTIJS,X,X,O,O,X,O,O
ZLOTISJ,X,X,O,O,X,O,O
ZLOTJIS,X,X,O,O,X,O,O
ZLOTJSI,X,X,O,O,X,O,O
ZLOTSIJ,X,X,O,O,X,O,O
ZLOTSJI,X,X,O,O,X,O,O
ZLOITJS,X,X,O,O,O,O,O
ZLOITSJ,X,X,X,O,O,O,O
ZLOIJTS,X,X,O,O,O,O,X
ZLOIJST,X,O,O,O,X,O,X
ZLOISTJ,X,O,X,X,X,X,X
ZLOISJT,X,O,O,O,X,O,X
ZLOJTIS,X,X,O,O,X,O,X
ZLOJTSI,X,X,O,O,X,O,X
ZLOJITS,X,X,O,O,O,O,X
ZLOJIST,X,O,O,O,X,O,X
ZLOJSTI,X,O,X,O,X,O,X
ZLOJSIT,X,O,O,O,X,O,X
ZLOSTIJ,X,O,X,O,X,O,X
ZLOSTJI,X,O,X,O,X,O,X
ZLOSITJ,X,O,X,X,X,X,X
ZLOSIJT,X,O,O,O,X,O,X
ZLOSJTI,X,O,X,O,X,O,X
ZLOSJIT,X,O,O,O,X,O,X
ZJTILSO,X,X,X,O,O,O,X
ZJTILOS,X,X,X,O,O,O,X
ZJTISLO,X,O,X,O,O,X,X
ZJTISOL,X,O,X,X,O,X,X
ZJTIOLS,X,X,X,O,O,X,X
ZJTIOSL,X,O,X,X,O,X,X
ZJTLISO,X,X,O,O,X,O,X
ZJTLIOS,X,X,O,O,X,O,X
ZJTLSIO,X,X,O,O,X,O,X
ZJTLSOI,X,X,O,O,X,X,X
ZJTLOIS,X,X,O,O,X,O,X
ZJTLOSI,X,X,O,O,X,O,X
ZJTSILO,X,O,O,O,X,X,X
ZJTSIOL,X,O,O,X,X,X,X
ZJTSLIO,X,O,O,O,X,O,X
ZJTSLOI,X,O,O,O,X,X,X
ZJTSOIL,X,O,O,X,X,X,X
ZJTSOLI,X,O,O,X,X,X,X
ZJTOILS,X,X,O,O,O,O,X
ZJTOISL,X,O,O,X,O,X,X
ZJTOLIS,X,X,O,O,X,O,X
ZJTOLSI,X,X,O,O,X,O,X
ZJTOSIL,X,O,O,X,X,O,X
ZJTOSLI,X,O,O,X,X,O,X
ZJITLSO,X,X,X,O,O,X,X
ZJITLOS,X,X,X,O,O,X,X
ZJITSLO,X,O,X,O,O,X,X
ZJITSOL,X,O,X,X,O,X,X
ZJITOLS,X,X,X,O,O,X,X
ZJITOSL,X,O,X,X,O,X,X
ZJILTSO,X,X,X,O,O,X,X
ZJILTOS,X,X,X,O,O,X,X
ZJILSTO,X,O,X,X,X,X,X
ZJILSOT,X,O,X,O,X,X,X
ZJILOTS,X,X,X,O,O,X,X
ZJILOST,X,O,X,O,X,X,X
ZJISTLO,O,O,X,X,O,X,X
ZJISTOL,O,O,X,X,O,X,X
ZJISLTO,O,O,X,X,X,X,X
ZJISLOT,O,O,X,O,X,X,X
ZJISOTL,O,O,X,X,O,X,X
ZJISOLT,O,O,X,X,X,X,X
ZJIOTLS,X,X,X,X,O,X,X
ZJIOTSL,X,O,X,X,O,X,X
ZJIOLTS,X,X,X,O,O,X,X
ZJIOLST,X,O,X,O,X,X,X
ZJIOSTL,O,O,X,X,O,X,X
ZJIOSLT,O,O,X,X,X,X,X
ZJLTISO,X,X,O,O,X,O,X
ZJLTIOS,X,X,O,O,X,O,X
ZJLTSIO,X,X,O,O,X,O,X
ZJLTSOI,X,X,O,O,X,X,X
ZJLTOIS,X,X,O,O,X,O,X
ZJLTOSI,X,X,O,O,X,O,X
ZJLITSO,X,X,O,O,O,O,X
ZJLITOS,X,X,O,O,O,O,X
ZJLISTO,X,O,X,X,X,X,X
ZJLISOT,X,O,X,O,X,X,X
ZJLIOTS,X,X,O,O,O,O,X
ZJLIOST,X,O,O,O,X,O,X
ZJLSTIO,X,O,X,O,X,X,X
ZJLSTOI,X,O,X,O,X,X,X
ZJLSITO,X,O,X,X,X,X,X
ZJLSIOT,X,O,X,O,X,X,X
ZJLSOTI,X,O,X,O,X,X,X
ZJLSOIT,X,O,X,O,X,X,X
ZJLOTIS,X,X,O,O,X,O,X
ZJLOTSI,X,X,O,O,X,O,X
ZJLOITS,X,X,O,O,O,O,X
ZJLOIST,X,O,O,O,X,O,X
ZJLOSTI,X,O,X,O,X,O,X
ZJLOSIT,X,O,O,O,X,O,X
ZJSTILO,O,O,X,O,X,X,X
ZJSTIOL,O,O,X,X,X,X,X
ZJSTLIO,O,O,X,O,X,X,X
ZJSTLOI,O,O,X,O,X,X,X
ZJSTOIL,O,O,X,X,X,X,X
ZJSTOLI,O,O,X,X,X,X,X
ZJSITLO,O,O,X,X,O,X,X
ZJSITOL,O,O,X,X,O,X,X
ZJSILTO,O,O,X,X,X,X,X
ZJSILOT,O,O,X,O,X,X,X
ZJSIOTL,O,O,X,X,O,X,X
ZJSIOLT,O,O,X,X,X,X,X
ZJSLTIO,X,O,X,O,X,X,X
ZJSLTOI,X,O,X,O,X,X,X
ZJSLITO,X,O,X,X,X,X,X
ZJSLIOT,X,O,X,O,X,X,X
ZJSLOTI,X,O,X,O,X,X,X
ZJSLOIT,X,O,X,O,X,X,X
ZJSOTIL,O,O,X,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,X
ZJSOITL,O,O,X,X,O,X,X
ZJSOILT,O,O,X,X,X,X,X
ZJSOLTI,X,O,X,X,X,X,X
ZJSOLIT,X,O,X,X,X,X,X
ZJOTILS,X,X,O,O,O,O,X
ZJOTISL,X,O,O,X,O,X,X
ZJOTLIS,X,X,O,O,X,O,X
ZJOTLSI,X,X,O,O,X,O,X
ZJOTSIL,X,O,O,X,X,O,X
ZJOTSLI,X,O,O,X,X,O,X
ZJOITLS,X,X,O,X,O,O,X
ZJOITSL,X,O,X,X,O,X,X
ZJOILTS,X,X,O,O,O,O,X
ZJOILST,X,O,O,O,X,O,X
ZJOISTL,O,O,X,X,O,X,X
ZJOISLT,O,O,O,X,X,X,X
ZJOLTIS,X,X,O,O,X,O,X
ZJOLTSI,X,X,O,O,X,O,X
ZJOLITS,X,X,O,O,O,O,X
ZJOLIST,X,O,O,O,X,O,X
ZJOLSTI,X,O,X,O,X,O,X
ZJOLSIT,X,O,O,O,X,O,X
ZJOSTIL,O,O,X,X,X,X,X
ZJOSTLI,O,O,X,X,X,O,X
ZJOSITL,O,O,X,X,O,X,X
ZJOSILT,O,O,O,X,X,X,X
ZJOSLTI,X,O,X,X,X,O,X
ZJOSLIT,X,O,O,X,X,O,X
ZSTILJO,O,O,X,O,X,X,X
ZSTILOJ,O,O,X,O,X,X,X
ZSTIJLO,O,O,X,O,X,X,X
ZSTIJOL,O,O,X,X,X,X,X
ZSTIOLJ,O,O,X,X,X,X,X
ZSTIOJL,O,O,X,X,X,X,X
ZSTLIJO,O,O,X,O,X,O,X
ZSTLIOJ,O,O,X,O,X,O,X
ZSTLJIO,O,O,X,O,X,O,X
ZSTLJOI,O,O,X,O,X,X,X
ZSTLOIJ,O,O,X,O,X,O,X
ZSTLOJI,O,O,X,O,X,O,X
ZSTJILO,O,O,X,O,X,X,X
ZSTJIOL,O,O,X,X,X,X,X
ZSTJLIO,O,O,X,O,X,O,X
ZSTJLOI,O,O,X,O,X,X,X
ZSTJOIL,O,O,X,X,X,X,X
ZSTJOLI,O,O,X,X,X,X,X
ZSTOILJ,O,O,X,X,X,O,X
ZSTOIJL,O,O,X,X,X,O,X
ZSTOLIJ,O,O,X,X,X,O,X
ZSTOLJI,O,O,X,X,X,O,X
ZSTOJIL,O,O,X,X,X,O,X
ZSTOJLI,O,O,X,X,X,O,X
ZSITLJO,O,O,X,X,O,X,X
ZSITLOJ,O,O,X,X,O,X,X
ZSITJLO,O,O,X,X,O,X,X
ZSITJOL,O,O,X,X,O,X,X
ZSITOLJ,O,O,X,X,O,X,X
ZSITOJL,O,O,X,X,O,X,X
ZSILTJO,O,O,X,X,X,X,X
ZSILTOJ,O,O,X,X,X,X,X
ZSILJTO,O,O,X,X,X,X,X
ZSILJOT,O,O,X,O,X,X,X
ZSILOTJ,O,O,X,X,X,X,X
ZSILOJT,O,O,X,O,X,X,X
ZSIJTLO,O,O,X,X,O,X,X
ZSIJTOL,O,O,X,X,O,X,X
ZSIJLTO,O,O,X,X,X,X,X
ZSIJLOT,O,O,X,O,X,X,X
ZSIJOTL,O,O,X,X,O,X,X
ZSIJOLT,O,O,X,X,X,X,X
ZSIOTLJ,O,O,X,X,O,X,X
ZSIOTJL,O,O,X,X,O,X,X
ZSIOLTJ,O,O,X,X,X,X,X
ZSIOLJT,O,O,X,X,X,X,X
ZSIOJTL,O,O,X,X,O,X,X
ZSIOJLT,O,O,X,X,X,X,X
ZSLTIJO,O,O,X,O,X,O,X
ZSLTIOJ,O,O,X,O,X,O,X
ZSLTJIO,O,O,X,O,X,O,X
ZSLTJOI,O,O,X,O,X,X,X
ZSLTOIJ,O,O,X,O,X,O,X
ZSLTOJI,O,O,X,O,X,O,X
ZSLITJO,O,O,X,X,X,O,X
ZSLITOJ,O,O,X,X,X,O,X
ZSLIJTO,X,O,X,X,X,X,X
ZSLIJOT,X,O,X,O,X,X,X
ZSLIOTJ,O,O,X,X,X,X,X
ZSLIOJT,X,O,X,O,X,O,X
ZSLJTIO,X,O,X,O,X,X,X
ZSLJTOI,X,O,X,O,X,X,X
ZSLJITO,X,O,X,X,X,X,X
ZSLJIOT,X,O,X,O,X,X,X
ZSLJOTI,X,O,X,O,X,X,X
ZSLJOIT,X,O,X,O,X,X,X
ZSLOTIJ,O,O,X,O,X,O,X
ZSLOTJI,O,O,X,O,X,O,X
ZSLOITJ,O,O,X,X,X,X,X
ZSLOIJT,X,O,X,O,X,O,X
ZSLOJTI,X,O,X,O,X,O,X
ZSLOJIT,X,O,X,O,X,O,X
ZSJTILO,O,O,X,O,X,X,X
ZSJTIOL,O,O,X,X,X,X,X
ZSJTLIO,O,O,X,O,X,X,X
ZSJTLOI,O,O,X,O,X,X,X
ZSJTOIL,O,O,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,X
ZSJITLO,O,O,X,X,O,X,X
ZSJITOL,O,O,X,X,O,X,X
ZSJILTO,O,O,X,X,X,X,X
ZSJILOT,O,O,X,O,X,X,X
ZSJIOTL,O,O,X,X,O,X,X
ZSJIOLT,O,O,X,X,X,X,X
ZSJLTIO,X,O,X,O,X,X,X
ZSJLTOI,X,O,X,O,X,X,X
ZSJLITO,X,O,X,X,X,X,X
ZSJLIOT,X,O,X,O,X,X,X
ZSJLOTI,X,O,X,O,X,X,X
ZSJLOIT,X,O,X,O,X,X,X
ZSJOTIL,O,O,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X
ZSJOITL,O,O,X,X,O,X,X
ZSJOILT,O,O,X,X,X,X,X
ZSJOLTI,X,O,X,X,X,X,X
ZSJOLIT,X,O,X,X,X,X,X
ZSOTILJ,O,O,X,X,X,O,X
ZSOTIJL,O,O,X,X,X,O,X
ZSOTLIJ,O,O,X,X,X,O,X
ZSOTLJI,O,O,X,X,X,O,X
ZSOTJIL,O,O,X,X,X,O,X
ZSOTJLI,O,O,X,X,X,O,X
ZSOITLJ,O,O,X,X,O,X,X
ZSOITJL,O,O,X,X,O,X,X
ZSOILTJ,O,O,X,X,X,X,X
ZSOILJT,O,O,X,X,X,X,X
ZSOIJTL,O,O,X,X,O,X,X
ZSOIJLT,O,O,X,X,X,X,X
ZSOLTIJ,O,O,X,X,X,O,X
ZSOLTJI,O,O,X,X,X,O,X
ZSOLITJ,O,O,X,X,X,X,X
ZSOLIJT,X,O,X,X,X,O,X
ZSOLJTI,X,O,X,X,X,O,X
ZSOLJIT,X,O,X,X,X,O,X
ZSOJTIL,O,O,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,O,X
ZSOJITL,O,O,X,X,O,X,X
ZSOJILT,O,O,X,X,X,X,X
ZSOJLTI,X,O,X,X,X,O,X
ZSOJLIT,X,O,X,X,X,O,X
ZOTILJS,X,X,O,O,O,O,O
ZOTILSJ,X,X,O,O,O,O,O
ZOTIJLS,X,X,O,O,O,O,O
ZOTIJSL,X,O,O,X,O,X,X
ZOTISLJ,X,O,X,X,O,O,X
ZOTISJL,X,O,O,X,O,O,X
ZOTLIJS,X,X,O,O,X,O,O
ZOTLISJ,X,X,O,O,X,O,O
ZOTLJIS,X,X,O,O,X,O,O
ZOTLJSI,X,X,O,O,X,O,O
ZOTLSIJ,X,X,O,O,X,O,O
ZOTLSJI,X,X,O,O,X,O,O
ZOTJILS,X,X,O,O,O,O,O
ZOTJISL,X,O,O,X,O,X,X
ZOTJLIS,X,X,O,O,X,O,O
ZOTJLSI,X,X,O,O,X,O,O
ZOTJSIL,X,O,O,X,X,O,X
ZOTJSLI,X,O,O,X,X,O,O
ZOTSILJ,X,O,X,X,X,O,X
ZOTSIJL,X,O,O,X,X,O,X
ZOTSLIJ,X,O,O,X,X,O,O
ZOTSLJI,X,O,O,X,X,O,O
ZOTSJIL,X,O,O,X,X,O,X
ZOTSJLI,X,O,O,X,X,O,O
ZOITLJS,X,X,X,X,O,O,X
ZOITLSJ,X,X,X,X,O,O,X
ZOITJLS,X,X,O,X,O,O,X
ZOITJSL,X,O,X,X,O,X,X
ZOITSLJ,X,O,X,X,O,O,X
ZOITSJL,X,O,X,X,O,O,X
ZOILTJS,X,X,O,O,O,O,X
ZOILTSJ,X,X,X,X,O,O,X
ZOILJTS,X,X,O,O,O,O,X
ZOILJST,X,O,O,O,X,O,X
ZOILSTJ,X,O,X,X,X,X,X
ZOILSJT,X,O,O,O,X,O,X
ZOIJTLS,X,X,O,X,O,O,X
ZOIJTSL,X,O,X,X,O,X,X
ZOIJLTS,X,X,O,O,O,O,X
ZOIJLST,X,O,O,O,X,O,X
ZOIJSTL,O,O,X,X,O,X,X
ZOIJSLT,O,O,O,X,X,X,X
ZOISTLJ,O,O,X,X,O,X,X
ZOISTJL,O,O,X,X,O,X,X
ZOISLTJ,O,O,X,X,X,X,X
ZOISLJT,O,O,X,X,X,X,X
ZOISJTL,O,O,X,X,O,X,X
ZOISJLT,O,O,O,X,X,X,X
ZOLTIJS,X,X,O,O,X,O,O
ZOLTISJ,X,X,O,O,X,O,O
ZOLTJIS,X,X,O,O,X,O,O
ZOLTJSI,X,X,O,O,X,O,O
ZOLTSIJ,X,X,O,O,X,O,O
ZOLTSJI,X,X,O,O,X,O,O
ZOLITJS,X,X,O,O,O,O,O
ZOLITSJ,X,X,X,O,O,O,O
ZOLIJTS,X,X,O,O,O,O,X
ZOLIJST,X,O,O,O,X,O,X
ZOLISTJ,X,O,X,X,X,X,X
ZOLISJT,X,O,O,O,X,O,X
ZOLJTIS,X,X,O,O,X,O,X
ZOLJTSI,X,X,O,O,X,O,X
ZOLJITS,X,X,O,O,O,O,X
ZOLJIST,X,O,O,O,X,O,X
ZOLJSTI,X,O,X,O,X,O,X
ZOLJSIT,X,O,O,O,X,O,X
ZOLSTIJ,X,O,X,O,X,O,X
ZOLSTJI,X,O,X,O,X,O,X
ZOLSITJ,X,O,X,X,X,X,X
ZOLSIJT,X,O,O,O,X,O,X
ZOLSJTI,X,O,X,O,X,O,X
ZOLSJIT,X,O,O,O,X,O,X
ZOJTILS,X,X,O,O,O,O,X
ZOJTISL,X,O,O,X,O,X,X
ZOJTLIS,X,X,O,O,X,O,X
ZOJTLSI,X,X,O,O,X,O,X
ZOJTSIL,X,O,O,X,X,O,X
ZOJTSLI,X,O,O,X,X,O,X
ZOJITLS,X,X,O,X,O,O,X
ZOJITSL,X,O,X,X,O,X,X
ZOJILTS,X,X,O,O,O,O,X
ZOJILST,X,O,O,O,X,O,X
ZOJISTL,O,O,X,X,O,X,X
ZOJISLT,O,O,O,X,X,X,X
ZOJLTIS,X,X,O,O,X,O,X
ZOJLTSI,X,X,O,O,X,O,X
ZOJLITS,X,X,O,O,O,O,X
ZOJLIST,X,O,O,O,X,O,X
ZOJLSTI,X,O,X,O,X,O,X
ZOJLSIT,X,O,O,O,X,O,X
ZOJSTIL,O,O,X,X,X,X,X
ZOJSTLI,O,O,X,X,X,O,X
ZOJSITL,O,O,X,X,O,X,X
ZOJSILT,O,O,O,X,X,X,X
ZOJSLTI,X,O,X,X,X,O,X
ZOJSLIT,X,O,O,X,X,O,X
