sequence,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhFXcBTdBOkB8kBSm?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBGdBKkBzfB3h?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeO/IvhF6hBTdBRgB0gB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gB+hBTdBifB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFCbBTdB8kBGhBXh?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhF8gBGdBzfB3hBCl?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFufBTdBcmBXlBll?BCrB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBSiBmfB3hBTk?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFlbB+hBTdBClBfl?B8qB,v115@7gB8HeB8FeD8EeH8AeF8JeG8IvhFTdB/kBxlBFlB8q?BipB
LSOTIJZ,X,O,O,O,X,X,X,X,X,X
LSOTIZJ,O,O,O,O,X,X,X,X,X,X
LSOTJIZ,X,O,O,O,X,X,X,O,X,X
LSOTJZI,X,O,O,O,X,X,X,O,X,X
LSOTZIJ,O,O,O,O,X,X,X,X,X,X
LSOTZJI,O,O,O,O,X,X,X,O,X,X
LSOITJZ,X,X,O,O,X,X,X,X,X,X
LSOITZJ,O,O,O,O,X,X,X,X,X,X
LSOIJTZ,X,X,O,X,X,X,X,X,O,X
LSOIJZT,O,O,O,O,X,X,O,X,O,O
LSOIZTJ,O,O,X,X,X,X,X,X,X,O
LSOIZJT,O,O,O,X,X,X,O,X,X,O
LSOJTIZ,X,O,O,O,X,X,X,O,X,X
LSOJTZI,X,O,O,O,X,X,X,O,X,X
LSOJITZ,X,X,O,X,X,X,X,X,O,X
LSOJIZT,O,O,O,O,X,X,O,X,O,X
LSOJZTI,O,O,O,O,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,O,X,X,X
LSOZTIJ,O,O,O,X,X,X,X,X,X,X
LSOZTJI,O,O,O,O,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,X,X,X,O,X,X,X
LSOZJTI,O,O,O,O,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,X,O,X,X,X
LZTIJSO,O,O,X,X,O,X,X,O,X,X
LZTIJOS,O,O,X,X,O,X,X,O,X,X
LZTISJO,O,O,X,X,O,X,X,X,X,X
LZTISOJ,O,X,X,X,O,X,X,X,X,X
LZTIOJS,O,O,X,X,O,X,X,O,X,X
LZTIOSJ,O,O,X,X,O,X,X,X,X,X
LZTJISO,O,O,X,X,O,X,X,O,X,X
LZTJIOS,O,O,X,X,O,X,X,O,X,X
LZTJSIO,O,O,X,X,O,X,X,O,X,X
LZTJSOI,O,O,X,X,O,X,X,O,X,X
LZTJOIS,O,O,X,X,O,X,X,O,X,X
LZTJOSI,O,O,X,X,O,X,X,O,X,X
LZTSIJO,O,O,O,X,O,X,X,X,X,X
LZTSIOJ,O,O,O,X,O,X,X,X,X,X
LZTSJIO,O,O,O,X,O,X,X,O,X,X
LZTSJOI,O,O,O,X,O,X,X,O,X,X
LZTSOIJ,O,O,O,X,O,X,X,X,X,X
LZTSOJI,O,O,O,X,O,X,X,O,X,X
LZTOIJS,O,O,X,X,O,X,X,O,X,X
LZTOISJ,O,O,X,X,O,X,X,X,X,X
LZTOJIS,O,O,X,X,O,X,X,O,X,X
LZTOJSI,O,O,X,X,O,X,X,O,X,X
LZTOSIJ,O,O,O,X,O,X,X,X,X,X
LZTOSJI,O,O,O,X,O,X,X,O,X,X
LZITJSO,O,O,X,X,O,X,X,X,X,X
LZITJOS,O,O,X,X,O,X,X,X,X,X
LZITSJO,O,O,X,X,O,X,X,X,X,X
LZITSOJ,O,X,X,X,O,X,X,X,X,X
LZITOJS,O,O,X,X,O,X,X,X,X,X
LZITOSJ,O,O,X,X,O,X,X,X,X,X
LZIJTSO,O,X,X,X,O,X,X,X,O,X
LZIJTOS,O,X,X,X,O,X,X,X,O,X
LZIJSTO,O,X,X,X,X,X,X,X,O,X
LZIJSOT,O,X,X,X,O,X,X,X,O,X
LZIJOTS,O,X,X,X,O,X,X,X,O,X
LZIJOST,O,X,X,X,O,X,X,X,O,X
LZISTJO,X,X,X,X,O,X,X,X,X,X
LZISTOJ,O,X,X,X,O,X,X,X,X,X
LZISJTO,O,X,X,X,X,X,O,X,X,X
LZISJOT,O,X,X,X,O,X,O,X,X,X
LZISOTJ,O,X,X,X,O,X,X,X,X,X
LZISOJT,O,X,X,X,O,X,O,X,X,X
LZIOTJS,O,O,X,X,O,X,X,X,X,X
LZIOTSJ,O,O,X,X,O,X,X,X,X,X
LZIOJTS,O,X,X,X,O,X,X,X,O,X
LZIOJST,O,X,X,X,O,X,X,X,O,X
LZIOSTJ,O,X,X,X,O,X,X,X,X,X
LZIOSJT,O,X,X,X,O,X,O,X,X,X
LZJTISO,O,O,X,X,O,X,X,X,X,X
LZJTIOS,O,O,X,X,O,X,X,X,X,X
LZJTSIO,O,O,X,X,O,X,X,X,X,X
LZJTSOI,O,O,X,X,O,X,X,X,X,X
LZJTOIS,O,O,X,X,O,X,X,X,X,X
LZJTOSI,O,O,X,X,O,X,X,X,X,X
LZJITSO,O,X,X,X,O,X,X,X,O,X
LZJITOS,O,X,X,X,O,X,X,X,O,X
LZJISTO,O,X,X,X,X,X,X,X,O,X
LZJISOT,O,X,X,X,O,X,X,X,O,X
LZJIOTS,O,X,X,X,O,X,X,X,O,X
LZJIOST,O,X,X,X,O,X,X,X,O,X
LZJSTIO,O,O,X,X,X,X,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X,X,X,X
LZJSITO,O,O,X,X,X,X,X,X,X,X
LZJSIOT,O,O,X,X,O,X,X,X,X,X
LZJSOTI,O,O,X,X,X,X,X,X,X,X
LZJSOIT,O,O,X,X,O,X,X,X,X,X
LZJOTIS,O,O,X,X,O,X,X,X,X,X
LZJOTSI,O,O,X,X,O,X,X,X,X,X
LZJOITS,O,X,X,X,O,X,X,X,O,X
LZJOIST,O,X,X,X,O,X,X,X,O,X
LZJOSTI,O,O,X,X,X,X,X,X,X,X
LZJOSIT,O,O,X,X,O,X,X,X,X,X
LZSTIJO,X,O,O,X,O,X,X,X,X,X
LZSTIOJ,O,O,O,X,O,X,X,X,X,X
LZSTJIO,O,O,O,X,O,X,X,X,X,X
LZSTJOI,O,O,O,X,O,X,X,X,X,X
LZSTOIJ,O,O,O,X,O,X,X,X,X,X
LZSTOJI,O,O,O,X,O,X,X,X,X,X
LZSITJO,X,O,X,X,O,X,X,X,X,X
LZSITOJ,O,X,X,X,O,X,X,X,X,X
LZSIJTO,O,O,X,X,X,X,O,X,X,X
LZSIJOT,O,O,O,X,O,X,O,X,X,X
LZSIOTJ,O,O,X,X,O,X,X,X,X,X
LZSIOJT,O,O,O,X,O,X,O,X,X,X
LZSJTIO,O,O,O,X,X,X,X,X,X,X
LZSJTOI,O,O,O,X,X,X,X,X,X,X
LZSJITO,O,O,X,X,X,X,O,X,X,X
LZSJIOT,O,O,O,X,O,X,O,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,X,X
LZSJOIT,O,O,O,X,O,X,O,X,X,X
LZSOTIJ,O,O,O,X,O,X,X,X,X,X
LZSOTJI,O,O,O,X,O,X,X,X,X,X
LZSOITJ,O,O,X,X,O,X,X,X,X,X
LZSOIJT,O,O,O,X,O,X,O,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,X
LZSOJIT,O,O,O,X,O,X,O,X,X,X
LZOTIJS,O,O,X,X,O,X,X,O,X,X
LZOTISJ,O,O,X,X,O,X,X,X,X,X
LZOTJIS,O,O,X,X,O,X,X,O,X,X
LZOTJSI,O,O,X,X,O,X,X,O,X,X
LZOTSIJ,O,O,O,X,O,X,X,X,X,X
LZOTSJI,O,O,O,X,O,X,X,O,X,X
LZOITJS,O,O,X,X,O,X,X,X,X,X
LZOITSJ,O,O,X,X,O,X,X,X,X,X
LZOIJTS,O,X,X,X,O,X,X,X,O,X
LZOIJST,O,X,X,X,O,X,X,X,O,X
LZOISTJ,O,X,X,X,O,X,X,X,X,X
LZOISJT,O,X,X,X,O,X,O,X,X,X
LZOJTIS,O,O,X,X,O,X,X,O,X,X
LZOJTSI,O,O,X,X,O,X,X,O,X,X
LZOJITS,O,X,X,X,O,X,X,X,O,X
LZOJIST,O,X,X,X,O,X,X,X,O,X
LZOJSTI,O,O,X,X,X,X,X,X,X,X
LZOJSIT,O,O,X,X,O,X,X,X,X,X
LZOSTIJ,O,O,O,X,O,X,X,X,X,X
LZOSTJI,O,O,O,X,O,X,X,X,X,X
LZOSITJ,O,O,X,X,O,X,X,X,X,X
LZOSIJT,O,O,O,X,O,X,O,X,X,X
LZOSJTI,O,O,O,X,X,X,X,X,X,X
LZOSJIT,O,O,O,X,O,X,O,X,X,X
LOTIJSZ,X,O,X,X,X,X,X,O,O,X
LOTIJZS,X,O,X,X,O,X,X,O,O,X
LOTISJZ,O,O,O,X,X,X,X,X,X,X
LOTISZJ,O,O,O,X,X,X,X,X,X,X
LOTIZJS,O,O,X,X,O,X,X,O,X,X
LOTIZSJ,O,O,X,X,O,X,X,X,X,X
LOTJISZ,X,O,X,X,X,X,X,O,O,X
LOTJIZS,X,O,X,X,O,X,X,O,O,X
LOTJSIZ,O,O,O,O,X,X,X,O,X,X
LOTJSZI,O,O,O,O,X,X,X,O,X,X
LOTJZIS,O,O,X,O,O,X,X,O,X,X
LOTJZSI,O,O,X,O,O,X,X,O,X,X
LOTSIJZ,O,O,O,O,X,X,X,X,X,X
LOTSIZJ,O,O,O,X,X,X,X,X,X,X
LOTSJIZ,O,O,O,O,X,X,X,O,X,X
LOTSJZI,O,O,O,O,X,X,X,O,X,X
LOTSZIJ,O,O,O,X,X,X,X,X,X,X
LOTSZJI,O,O,O,O,X,X,X,O,X,X
LOTZIJS,O,O,X,X,O,X,X,O,X,X
LOTZISJ,O,O,X,X,O,X,X,X,X,X
LOTZJIS,O,O,X,X,O,X,X,O,X,X
LOTZJSI,O,O,X,X,O,X,X,O,X,X
LOTZSIJ,O,O,O,X,O,X,X,X,X,X
LOTZSJI,O,O,O,X,O,X,X,O,X,X
LOITJSZ,X,O,X,X,X,X,X,O,O,X
LOITJZS,X,O,X,X,O,X,X,O,O,X
LOITSJZ,X,O,O,X,X,X,X,X,X,X
LOITSZJ,X,O,O,X,X,X,X,X,X,X
LOITZJS,X,O,X,X,O,X,X,O,X,X
LOITZSJ,X,O,X,X,O,X,X,X,X,X
LOIJTSZ,X,O,X,X,X,X,X,O,O,X
LOIJTZS,X,O,X,X,O,X,X,O,O,X
LOIJSTZ,X,X,X,X,X,X,X,X,O,X
LOIJSZT,X,O,X,X,X,X,X,X,O,O
LOIJZTS,O,X,X,X,O,X,X,X,O,X
LOIJZST,O,X,X,X,O,X,X,X,O,X
LOISTJZ,X,X,O,X,X,X,X,X,X,X
LOISTZJ,O,O,O,X,X,X,X,X,X,X
LOISJTZ,X,X,O,X,X,X,X,X,O,X
LOISJZT,O,O,O,X,X,X,O,X,O,O
LOISZTJ,O,O,X,X,X,X,X,X,X,O
LOISZJT,O,O,O,X,X,X,O,X,X,O
LOIZTJS,X,O,X,X,O,X,X,X,X,X
LOIZTSJ,O,O,X,X,O,X,X,X,X,X
LOIZJTS,O,X,X,X,O,X,X,X,O,X
LOIZJST,O,X,X,X,O,X,X,X,O,X
LOIZSTJ,O,X,X,X,O,X,X,X,X,X
LOIZSJT,O,X,X,X,O,X,O,X,X,X
LOJTISZ,X,O,X,X,X,X,X,O,O,X
LOJTIZS,X,O,X,X,O,X,X,O,O,X
LOJTSIZ,X,O,O,O,X,X,X,O,X,X
LOJTSZI,X,O,O,O,X,X,X,O,X,X
LOJTZIS,O,O,X,O,O,X,X,O,X,X
LOJTZSI,O,O,X,O,O,X,X,O,X,X
LOJITSZ,X,O,X,X,X,X,X,O,O,X
LOJITZS,X,O,X,X,O,X,X,O,O,X
LOJISTZ,X,X,X,X,X,X,X,X,O,X
LOJISZT,X,O,X,X,X,X,X,X,O,X
LOJIZTS,O,X,X,X,O,X,X,X,O,X
LOJIZST,O,X,X,X,O,X,X,X,O,X
LOJSTIZ,X,O,O,X,X,X,X,O,X,X
LOJSTZI,X,O,O,O,X,X,X,O,X,X
LOJSITZ,X,X,O,X,X,X,X,X,O,X
LOJSIZT,O,O,O,O,X,X,X,X,O,X
LOJSZTI,O,O,O,O,X,X,X,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X,X,X
LOJZTIS,O,O,X,X,O,X,X,O,X,X
LOJZTSI,O,O,X,X,X,X,X,O,X,X
LOJZITS,O,X,X,X,O,X,X,X,O,X
LOJZIST,O,X,X,O,O,X,X,X,O,X
LOJZSTI,O,O,X,O,X,X,X,X,X,X
LOJZSIT,O,O,X,O,O,X,X,X,X,X
LOSTIJZ,X,O,O,O,X,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X,X,X,X
LOSTJIZ,X,O,O,O,X,X,X,O,X,X
LOSTJZI,X,O,O,O,X,X,X,O,X,X
LOSTZIJ,O,O,O,X,X,X,X,X,X,X
LOSTZJI,O,O,O,O,X,X,X,O,X,X
LOSITJZ,X,X,O,O,X,X,X,X,X,X
LOSITZJ,O,O,O,X,X,X,X,X,X,X
LOSIJTZ,X,X,O,X,X,X,X,X,O,X
LOSIJZT,O,O,O,O,X,X,O,X,O,O
LOSIZTJ,O,O,X,X,X,X,X,X,X,O
LOSIZJT,O,O,O,X,X,X,O,X,X,O
LOSJTIZ,X,O,O,O,X,X,X,O,X,X
LOSJTZI,X,O,O,O,X,X,X,O,X,X
LOSJITZ,X,X,O,X,X,X,X,X,O,X
LOSJIZT,O,O,O,O,X,X,O,X,O,X
LOSJZTI,O,O,O,O,X,X,X,X,X,X
LOSJZIT,O,O,O,O,X,X,O,X,X,X
LOSZTIJ,O,O,O,X,X,X,X,X,X,X
LOSZTJI,O,O,O,O,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X,X,X
LOSZIJT,O,O,O,X,X,X,O,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X,X,X
LOSZJIT,O,O,O,O,X,X,O,X,X,X
LOZTIJS,O,O,X,X,O,X,X,O,X,X
LOZTISJ,O,O,X,X,O,X,X,X,X,X
LOZTJIS,O,O,X,X,O,X,X,O,X,X
LOZTJSI,O,O,X,X,O,X,X,O,X,X
LOZTSIJ,O,O,O,X,O,X,X,X,X,X
LOZTSJI,O,O,O,X,O,X,X,O,X,X
LOZITJS,O,O,X,X,O,X,X,X,X,X
LOZITSJ,O,O,X,X,O,X,X,X,X,X
LOZIJTS,O,X,X,X,O,X,X,X,O,X
LOZIJST,O,X,X,X,O,X,X,X,O,X
LOZISTJ,O,X,X,X,O,X,X,X,X,X
LOZISJT,O,X,X,X,O,X,O,X,X,X
LOZJTIS,O,O,X,X,O,X,X,O,X,X
LOZJTSI,O,O,X,X,O,X,X,O,X,X
LOZJITS,O,X,X,X,O,X,X,X,O,X
LOZJIST,O,X,X,X,O,X,X,X,O,X
LOZJSTI,O,O,X,X,X,X,X,X,X,X
LOZJSIT,O,O,X,X,O,X,X,X,X,X
LOZSTIJ,O,O,O,X,O,X,X,X,X,X
LOZSTJI,O,O,O,X,O,X,X,X,X,X
LOZSITJ,O,O,X,X,O,X,X,X,X,X
LOZSIJT,O,O,O,X,O,X,O,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X,X,X
LOZSJIT,O,O,O,X,O,X,O,X,X,X
JTILSZO,X,O,X,X,X,O,X,O,O,X
JTILSOZ,X,O,X,X,X,O,X,X,O,X
JTILZSO,X,O,X,X,O,X,X,O,O,X
JTILZOS,X,O,X,X,O,X,X,O,O,X
JTILOSZ,X,O,X,X,X,O,X,X,O,X
JTILOZS,X,O,X,X,O,X,X,O,O,X
JTISLZO,X,O,X,O,X,O,X,O,X,X
JTISLOZ,X,O,X,O,X,O,X,X,X,X
JTISZLO,X,O,X,O,O,O,X,O,X,X
JTISZOL,X,O,X,O,O,O,X,X,X,X
JTISOLZ,X,X,X,O,X,O,X,X,X,X
JTISOZL,X,X,X,O,O,O,X,X,X,X
JTIZLSO,O,O,X,X,O,X,X,O,X,X
JTIZLOS,O,O,X,O,O,X,X,O,X,X
JTIZSLO,O,O,X,O,O,O,X,O,X,X
JTIZSOL,O,O,X,O,O,O,X,X,X,X
JTIZOLS,O,O,X,O,O,X,X,O,X,X
JTIZOSL,O,O,X,O,O,O,X,X,X,X
JTIOLSZ,X,X,X,X,X,O,X,X,O,X
JTIOLZS,X,X,X,X,O,X,X,O,O,X
JTIOSLZ,X,X,X,O,X,O,X,X,X,X
JTIOSZL,X,X,X,O,O,O,X,X,X,X
JTIOZLS,O,X,X,O,O,X,X,O,X,X
JTIOZSL,O,X,X,O,O,O,X,X,X,X
JTLISZO,X,O,X,X,X,O,X,O,O,X
JTLISOZ,X,O,X,X,X,O,X,X,O,X
JTLIZSO,X,O,X,X,O,X,X,O,O,X
JTLIZOS,X,O,X,X,O,X,X,O,O,X
JTLIOSZ,X,O,X,X,X,O,X,X,O,X
JTLIOZS,X,O,X,X,O,X,X,O,O,X
JTLSIZO,X,O,O,O,X,O,X,O,X,X
JTLSIOZ,O,O,O,O,X,O,X,X,X,X
JTLSZIO,O,O,O,O,X,O,X,O,X,X
JTLSZOI,O,O,O,O,X,O,X,O,X,X
JTLSOIZ,O,O,O,O,X,O,X,X,X,X
JTLSOZI,O,O,O,O,X,O,X,X,X,X
JTLZISO,O,O,X,X,O,X,X,O,X,X
JTLZIOS,O,O,X,O,O,X,X,O,X,X
JTLZSIO,O,O,X,O,O,X,X,O,X,X
JTLZSOI,O,O,X,O,O,X,X,O,X,X
JTLZOIS,O,O,X,O,O,X,X,O,X,X
JTLZOSI,O,O,X,O,O,X,X,O,X,X
JTLOISZ,X,O,X,X,X,O,X,O,O,X
JTLOIZS,X,O,X,X,O,X,X,O,O,X
JTLOSIZ,O,O,O,O,X,O,X,O,X,X
JTLOSZI,O,O,O,O,X,O,X,O,X,X
JTLOZIS,O,O,X,O,O,X,X,O,X,X
JTLOZSI,O,O,X,O,O,X,X,O,X,X
JTSILZO,X,O,O,O,X,O,X,O,X,X
JTSILOZ,X,O,O,O,X,O,X,X,X,X
JTSIZLO,X,O,O,O,O,O,X,O,X,X
JTSIZOL,X,O,O,O,O,O,X,X,X,X
JTSIOLZ,X,X,O,O,X,O,X,X,X,X
JTSIOZL,X,X,O,O,O,O,X,X,X,X
JTSLIZO,X,O,O,O,X,O,X,O,X,X
JTSLIOZ,X,O,O,O,X,O,X,X,X,X
JTSLZIO,X,O,O,O,X,O,X,O,X,X
JTSLZOI,X,O,O,O,X,O,X,O,X,X
JTSLOIZ,X,O,O,O,X,O,X,X,X,X
JTSLOZI,X,O,O,O,X,O,X,X,X,X
JTSZILO,X,O,O,O,O,O,X,O,X,X
JTSZIOL,X,O,O,O,O,O,X,X,X,X
JTSZLIO,X,O,O,O,O,O,X,O,X,X
JTSZLOI,X,O,O,O,O,O,X,O,X,X
JTSZOIL,X,O,O,O,O,O,X,X,X,X
JTSZOLI,X,O,O,O,O,O,X,X,X,X
JTSOILZ,X,X,O,O,X,O,X,X,X,X
JTSOIZL,X,X,O,O,O,O,X,X,X,X
JTSOLIZ,X,O,O,O,X,O,X,X,X,X
JTSOLZI,X,O,O,O,X,O,X,X,X,X
JTSOZIL,X,O,O,O,O,O,X,X,X,X
JTSOZLI,X,O,O,O,O,O,X,X,X,X
JTZILSO,O,O,X,X,O,X,X,O,X,X
JTZILOS,O,O,X,O,O,X,X,O,X,X
JTZISLO,O,O,X,O,O,O,X,O,X,X
JTZISOL,O,O,X,O,O,O,X,X,X,X
JTZIOLS,O,O,X,O,O,X,X,O,X,X
JTZIOSL,O,O,X,O,O,O,X,X,X,X
JTZLISO,O,O,X,X,O,X,X,O,X,X
JTZLIOS,O,O,X,O,O,X,X,O,X,X
JTZLSIO,O,O,X,O,O,X,X,O,X,X
JTZLSOI,O,O,X,O,O,X,X,O,X,X
JTZLOIS,O,O,X,O,O,X,X,O,X,X
JTZLOSI,O,O,X,O,O,X,X,O,X,X
JTZSILO,O,O,X,O,O,O,X,O,X,X
JTZSIOL,O,O,X,O,O,O,X,X,X,X
JTZSLIO,O,O,X,O,O,O,X,O,X,X
JTZSLOI,O,O,X,O,O,O,X,O,X,X
JTZSOIL,O,O,X,O,O,O,X,X,X,X
JTZSOLI,O,O,X,O,O,O,X,X,X,X
JTZOILS,O,O,X,O,O,X,X,O,X,X
JTZOISL,O,O,X,O,O,O,X,O,X,X
JTZOLIS,O,O,X,O,O,X,X,O,X,X
JTZOLSI,O,O,X,O,O,X,X,O,X,X
JTZOSIL,O,X,X,O,O,O,X,O,X,X
JTZOSLI,O,X,X,O,O,O,X,O,X,X
JTOILSZ,X,X,X,X,X,O,X,O,O,X
JTOILZS,X,X,X,X,O,X,X,O,O,X
JTOISLZ,X,X,X,O,X,O,X,O,X,X
JTOISZL,X,X,X,O,O,O,X,O,X,X
JTOIZLS,O,X,X,O,O,X,X,O,X,X
JTOIZSL,O,X,X,O,O,O,X,O,X,X
JTOLISZ,X,O,X,X,X,O,X,O,O,X
JTOLIZS,X,O,X,X,O,X,X,O,O,X
JTOLSIZ,O,O,O,O,X,O,X,O,X,X
JTOLSZI,O,O,O,O,X,O,X,O,X,X
JTOLZIS,O,O,X,O,O,X,X,O,X,X
JTOLZSI,O,O,X,O,O,X,X,O,X,X
JTOSILZ,X,X,O,O,X,O,X,O,X,X
JTOSIZL,X,X,O,O,O,O,X,O,X,X
JTOSLIZ,X,O,O,O,X,O,X,O,X,X
JTOSLZI,X,O,O,O,X,O,X,O,X,X
JTOSZIL,X,O,O,O,O,O,X,O,X,X
JTOSZLI,X,O,O,O,O,O,X,O,X,X
JTOZILS,O,O,X,O,O,X,X,O,X,X
JTOZISL,O,O,X,O,O,O,X,O,X,X
JTOZLIS,O,O,X,O,O,X,X,O,X,X
JTOZLSI,O,O,X,O,O,X,X,O,X,X
JTOZSIL,O,X,X,O,O,O,X,O,X,X
JTOZSLI,O,X,X,O,O,O,X,O,X,X
JITLSZO,X,O,X,X,X,O,X,X,O,X
JITLSOZ,X,O,X,X,X,O,X,X,O,X
JITLZSO,X,O,X,X,O,X,X,X,O,X
JITLZOS,X,O,X,X,O,X,X,X,O,X
JITLOSZ,X,O,X,X,X,O,X,X,O,X
JITLOZS,X,O,X,X,O,X,X,X,O,X
JITSLZO,X,O,X,O,X,O,X,X,X,X
JITSLOZ,X,O,X,O,X,O,X,X,X,X
JITSZLO,X,O,X,O,O,O,X,X,X,O
JITSZOL,X,O,X,O,O,O,X,X,X,O
JITSOLZ,X,X,X,O,X,O,X,X,X,X
JITSOZL,X,X,X,O,O,O,X,X,X,O
JITZLSO,O,O,X,X,O,X,X,X,X,X
JITZLOS,O,O,X,O,O,X,X,X,X,X
JITZSLO,O,O,X,O,O,O,X,X,X,X
JITZSOL,O,O,X,O,O,O,X,X,X,X
JITZOLS,O,O,X,O,O,X,X,X,X,X
JITZOSL,O,O,X,O,O,O,X,X,X,X
JITOLSZ,X,X,X,X,X,O,X,X,O,X
JITOLZS,X,X,X,X,O,X,X,X,O,X
JITOSLZ,X,X,X,O,X,O,X,X,X,X
JITOSZL,X,X,X,O,O,O,X,X,X,O
JITOZLS,O,X,X,O,O,X,X,X,X,X
JITOZSL,O,X,X,O,O,O,X,X,X,X
JILTSZO,X,O,X,X,X,O,X,X,O,X
JILTSOZ,X,O,X,X,X,O,X,X,O,X
JILTZSO,X,O,X,X,O,X,X,X,O,X
JILTZOS,X,O,X,X,O,X,X,X,O,X
JILTOSZ,X,O,X,X,X,O,X,X,O,X
JILTOZS,X,O,X,X,O,X,X,X,O,X
JILSTZO,X,O,X,X,X,O,X,X,O,X
JILSTOZ,X,O,X,X,X,O,X,X,O,X
JILSZTO,X,O,X,X,X,O,X,X,O,O
JILSZOT,X,O,X,X,X,X,X,X,O,O
JILSOTZ,X,X,X,X,X,X,X,X,O,X
JILSOZT,X,O,X,X,X,X,X,X,O,O
JILZTSO,O,X,X,X,X,X,X,X,O,X
JILZTOS,O,X,X,X,O,X,X,X,O,X
JILZSTO,O,X,X,X,X,X,X,X,O,X
JILZSOT,O,X,X,X,O,X,X,X,O,X
JILZOTS,O,X,X,X,O,X,X,X,O,X
JILZOST,O,X,X,X,O,X,X,X,O,X
JILOTSZ,X,O,X,X,X,X,X,X,O,X
JILOTZS,X,O,X,X,O,X,X,X,O,X
JILOSTZ,X,X,X,X,X,X,X,X,O,X
JILOSZT,X,O,X,X,X,X,X,X,O,O
JILOZTS,O,X,X,X,O,X,X,X,O,X
JILOZST,O,X,X,X,O,X,X,X,O,X
JISTLZO,X,O,X,X,X,O,X,X,X,X
JISTLOZ,X,O,X,X,X,O,X,X,X,X
JISTZLO,X,O,X,X,O,O,O,X,X,O
JISTZOL,X,O,X,X,O,O,O,X,X,O
JISTOLZ,X,X,X,X,X,O,X,X,X,X
JISTOZL,X,X,X,X,O,O,O,X,X,O
JISLTZO,X,O,X,X,X,O,X,X,O,X
JISLTOZ,X,O,X,X,X,O,X,X,O,X
JISLZTO,X,O,X,O,X,O,O,X,O,O
JISLZOT,X,O,X,O,X,X,O,X,O,O
JISLOTZ,X,X,X,X,X,X,X,X,O,X
JISLOZT,X,O,X,O,X,X,O,X,O,O
JISZTLO,O,O,X,X,X,O,O,X,X,O
JISZTOL,O,X,X,O,X,O,O,X,X,O
JISZLTO,O,O,X,O,X,O,O,X,X,O
JISZLOT,O,O,X,O,O,X,O,X,X,O
JISZOTL,O,X,X,O,X,O,O,X,X,O
JISZOLT,O,O,X,O,O,X,O,X,X,O
JISOTLZ,X,X,X,X,X,O,X,X,X,X
JISOTZL,X,X,X,X,O,O,O,X,X,O
JISOLTZ,X,X,X,X,X,X,X,X,O,X
JISOLZT,X,X,X,O,X,X,O,X,O,O
JISOZTL,O,X,X,O,X,O,O,X,X,O
JISOZLT,O,X,X,O,O,X,O,X,X,O
JIZTLSO,O,X,X,X,O,X,X,X,X,X
JIZTLOS,O,X,X,X,O,X,X,X,X,X
JIZTSLO,O,X,X,X,O,O,X,X,X,X
JIZTSOL,O,X,X,X,O,O,X,X,X,X
JIZTOLS,O,X,X,X,O,X,X,X,X,X
JIZTOSL,O,X,X,O,O,O,X,X,X,X
JIZLTSO,O,X,X,X,O,X,X,X,O,X
JIZLTOS,O,X,X,X,O,X,X,X,O,X
JIZLSTO,O,X,X,X,X,X,X,X,O,X
JIZLSOT,O,X,X,X,O,X,X,X,O,X
JIZLOTS,O,X,X,X,O,X,X,X,O,X
JIZLOST,O,X,X,O,O,X,X,X,O,X
JIZSTLO,O,X,X,X,X,O,O,X,X,O
JIZSTOL,O,X,X,O,X,O,O,X,X,O
JIZSLTO,O,X,X,O,X,O,O,X,X,O
JIZSLOT,O,X,X,O,O,X,O,X,X,O
JIZSOTL,O,X,X,O,X,O,O,X,X,O
JIZSOLT,O,X,X,O,O,X,O,X,X,O
JIZOTLS,O,X,X,X,O,X,X,X,X,X
JIZOTSL,O,X,X,O,O,X,X,X,X,X
JIZOLTS,O,X,X,X,O,X,X,X,O,X
JIZOLST,O,X,X,O,O,X,X,X,O,X
JIZOSTL,O,X,X,O,X,X,O,X,X,O
JIZOSLT,O,X,X,O,O,X,O,X,X,O
JIOTLSZ,X,X,X,X,X,O,X,X,O,X
JIOTLZS,X,X,X,X,O,X,X,X,O,X
JIOTSLZ,X,X,X,O,X,O,X,X,X,X
JIOTSZL,X,X,X,O,O,O,X,X,X,O
