sequence,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBWlB/mBU?iBlqBywB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBflBuqBF?nB0rBirB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex8IvhFflBlgBUiBO?rB6qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFxcBzfBlhB/?rBOsB0qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFXdBzfBFnBx?qBerB0rB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBflBFnBC?rBUrBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFxcBzfB/rBF?nB0qBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX7IvhFxcBChBVnBU?lBerBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je08IvhFflBlgBxmB6?qBOsBTrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeZBJvhFCdBGgBVnBX?gB0qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX9IvhFCgBFnBxqBe?rBTlB0rB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jem7IvhFFdBCgBcmBT?lBXnBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFqgBxcB/qBF?nBTrBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex7IvhFXdBCgBTlBF?nB0rBerB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je08IvhFCgBFnBxqBe?rBTlBXsB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX7IvhFCdBVnBRlBm?qBzrB8qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex7IvhFCgB/qBUmBF?nBOsBTrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex8IvhFCgBTlB/rBF?nBmrB0qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je07IvhFCdBzfBVnB3?lB2rBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFzbBXdBWnBx?qBywBlqB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jei7IvhFchBflB5lBF?nBTrBOsB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFugBCdBZmBV?nB/qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFCdBflB8lBV?nB2rBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFxcBylBFnB+?lBXrBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jem7IvhFUiBRlBfsBF?lBzqBCsB
ZOJITLS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJISLT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSTLI,X,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSITL,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOJSILT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSLTI,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSLIT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X,O
ZOSTIJL,X,X,O,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X,O
ZOSTLIJ,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOSTLJI,X,X,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X
ZOSTJIL,X,O,O,O,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
ZOSTJLI,X,O,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOSITLJ,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X,O
ZOSITJL,X,X,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X,O
ZOSILTJ,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O
ZOSILJT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSIJTL,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O
ZOSIJLT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLTIJ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLTJI,X,X,O,O,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,X,O,X
ZOSLITJ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X,O
ZOSLIJT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLJTI,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLJIT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJTLI,X,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJITL,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O
ZOSJILT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJLTI,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJLIT,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTILJZS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTILSJZ,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTILSZJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTILZJS,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILZSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OTIJLSZ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIJLZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIJSZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIJZLS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTIJZSL,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTISLJZ,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTISLZJ,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
OTISJLZ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTISJZL,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X
OTISZLJ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OTISZJL,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OTIZLJS,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIZLSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OTIZJLS,X,X,X,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTIZJSL,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X
OTIZSJL,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X
OTLIJSZ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLIJZS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLISZJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTLIZJS,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OTLJISZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLJIZS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZSI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSIJZ,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTLSIZJ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTLSJIZ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTLSJZI,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLSZIJ,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTLSZJI,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OTLZIJS,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLZISJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTLZJIS,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLZJSI,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTLZSIJ,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OTLZSJI,X,X,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJILSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJILZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJISLZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJISZL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJIZLS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJIZSL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJLIZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZSI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJSILZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJSLIZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJSZLI,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZISL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZLIS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZLSI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJZSIL,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OTJZSLI,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSILJZ,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTSILZJ,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
OTSIJLZ,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTSIJZL,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X
OTSIZLJ,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OTSIZJL,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OTSLIJZ,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTSLIZJ,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTSLJIZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSLJZI,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLZIJ,X,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OTSLZJI,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
OTSJILZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OTSJLIZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSJLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSJZIL,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSJZLI,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
OTSZIJL,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
OTSZLIJ,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
OTSZLJI,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
OTSZJIL,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
OTSZJLI,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZILJS,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZILSJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTZIJLS,X,X,X,O,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTZIJSL,X,O,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZISLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OTZISJL,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OTZLIJS,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZLISJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTZLJIS,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZLJSI,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTZLSIJ,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OTZLSJI,X,X,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTZJILS,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZJISL,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZJLIS,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZJLSI,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTZJSIL,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OTZJSLI,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTZSILJ,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X
OTZSIJL,X,X,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X
OTZSLIJ,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
OTZSLJI,X,X,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OTZSJIL,X,O,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
OTZSJLI,X,O,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OITLJSZ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITLJZS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OITLSJZ,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITLSZJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OITLZJS,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITLZSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OITJLSZ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITJLZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OITJSLZ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITJSZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OITJZLS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OITJZSL,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITSLJZ,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITSLZJ,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
OITSJLZ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITSJZL,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X
OITSZLJ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OITSZJL,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OITZLJS,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITZLSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OITZJLS,X,X,X,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OITZJSL,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITZSLJ,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X
OITZSJL,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X
OILTJSZ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTJZS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTSJZ,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTSZJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OILTZJS,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OILJTSZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJTZS,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILSTZJ,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OILSJTZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O
OILSZJT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
OILZTSJ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OILZJTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJST,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OILZSJT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJTLZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTSLZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJTSZL,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJTZLS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTZSL,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLTSZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
