sequence,v115@7gB8GeD8GeE8DeH8BeC8Jei6IvhF5gBOhBXdBzfBFn?B0rB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegB5gB0cBKmBFn?BXsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegB5gBXdBKmBFn?B0rB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhF2gBXdBRlBFnBCm?B0rB,v115@7gB8GeD8GeE8DeH8BeC8Je//IvhFRbBCdBmgBVnB0l?BzrB,v115@7gB8GeD8GeE8DeH8BeC8Jex6IvhFTcB0fB6lB/rBFn?BOsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegBFdBChBUhBRr?BXsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegBRhBUmBFnBCm?BXsB,v115@7gB8GeD8GeE8DeH8BeC8Je2/IvhF5gB0cBKmBzfBFn?BXsB
LOTSIJZ,O,X,O,O,O,X,X,X,X
LOTSIZJ,O,X,X,X,O,X,X,X,X
LOTSJIZ,O,O,O,X,O,X,X,X,X
LOTSJZI,O,O,O,X,O,X,X,X,X
LOTSZIJ,O,X,X,X,O,X,X,X,X
LOTSZJI,O,O,O,X,O,X,X,X,X
LOTZIJS,O,O,X,X,O,X,X,O,O
LOTZISJ,O,X,X,X,O,X,X,X,X
LOTZJIS,O,O,O,X,O,X,X,O,O
LOTZJSI,O,O,O,X,O,X,X,X,X
LOTZSIJ,O,X,X,X,O,X,X,X,X
LOTZSJI,O,O,O,X,O,X,X,X,X
LOITJSZ,O,O,O,O,X,X,O,X,X
LOITJZS,X,O,O,O,X,X,O,X,O
LOITSJZ,O,X,O,O,X,X,O,X,X
LOITSZJ,O,X,X,X,X,X,O,X,X
LOITZJS,O,O,X,O,X,X,O,X,O
LOITZSJ,O,X,X,O,X,X,X,X,X
LOIJTSZ,O,O,O,O,X,X,O,X,X
LOIJTZS,X,O,O,O,X,X,O,X,O
LOIJSTZ,O,O,O,X,X,X,O,X,X
LOIJSZT,O,O,X,X,X,X,O,X,X
LOIJZTS,O,O,O,O,X,X,O,X,O
LOIJZST,O,O,X,X,X,X,X,X,O
LOISTJZ,O,X,X,X,X,X,O,X,X
LOISTZJ,O,X,X,X,X,X,O,X,X
LOISJTZ,O,X,X,X,X,X,O,X,X
LOISJZT,O,X,X,X,X,X,O,X,X
LOISZTJ,O,X,X,X,X,X,O,X,X
LOISZJT,O,X,X,X,X,X,O,X,X
LOIZTJS,O,X,X,O,X,X,O,X,X
LOIZTSJ,O,X,X,O,X,X,X,X,X
LOIZJTS,O,O,X,O,X,X,O,X,O
LOIZJST,O,O,X,X,X,X,X,X,O
LOIZSTJ,O,X,X,X,X,X,X,X,X
LOIZSJT,O,X,X,X,X,X,X,X,X
LOJTISZ,O,O,O,X,X,X,O,X,X
LOJTIZS,X,O,O,X,X,X,O,O,O
LOJTSIZ,O,O,O,X,X,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X,X,X
LOJTZIS,X,O,O,X,X,X,X,O,O
LOJTZSI,X,O,O,X,X,X,X,X,X
LOJITSZ,O,O,O,X,X,X,O,X,X
LOJITZS,X,O,O,X,X,X,O,X,O
LOJISTZ,O,O,O,X,X,X,O,X,X
LOJISZT,O,O,X,X,X,X,O,X,X
LOJIZTS,O,O,O,X,X,X,O,X,O
LOJIZST,O,O,X,X,X,X,X,X,O
LOJSTIZ,O,O,O,X,X,X,X,X,X
LOJSTZI,O,O,O,X,X,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,X,X
LOJSIZT,O,O,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X
LOJSZIT,O,O,X,X,X,X,X,X,X
LOJZTIS,O,O,O,X,X,X,X,O,X
LOJZTSI,O,O,O,X,X,X,X,X,X
LOJZITS,O,O,O,X,X,X,X,O,O
LOJZIST,O,O,X,X,X,X,X,X,O
LOJZSTI,O,X,X,X,X,X,X,X,X
LOJZSIT,O,O,X,X,X,X,X,X,X
LOSTIJZ,O,X,O,O,O,X,X,X,X
LOSTIZJ,O,X,X,X,O,O,X,X,X
LOSTJIZ,O,O,O,X,O,X,X,X,X
LOSTJZI,O,O,O,X,O,O,X,X,X
LOSTZIJ,O,X,X,X,O,O,X,X,X
LOSTZJI,O,O,O,X,O,O,X,X,X
LOSITJZ,O,X,X,X,O,X,X,X,X
LOSITZJ,O,X,X,X,O,X,X,X,X
LOSIJTZ,O,X,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,X,O,X,X,X,X
LOSIZJT,O,X,X,X,O,X,X,X,X
LOSJTIZ,O,O,O,X,X,X,X,X,X
LOSJTZI,O,O,O,X,X,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X,X,X
LOSJIZT,O,O,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X
LOSJZIT,O,O,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,X,O,O,X,X,X
LOSZTJI,O,X,X,X,O,O,X,X,X
LOSZITJ,O,X,X,X,O,O,X,X,X
LOSZIJT,O,X,X,X,O,X,X,X,X
LOSZJTI,O,X,X,X,O,X,X,X,X
LOSZJIT,O,O,X,X,O,X,X,X,X
LOZTIJS,O,O,X,O,O,X,X,O,X
LOZTISJ,O,X,X,O,O,X,X,X,X
LOZTJIS,O,O,O,X,O,X,X,O,X
LOZTJSI,O,O,O,X,O,X,X,X,X
LOZTSIJ,O,X,X,O,O,X,X,X,X
LOZTSJI,O,O,O,X,O,X,X,X,X
LOZITJS,O,X,X,O,X,X,X,X,X
LOZITSJ,O,X,X,O,X,X,X,X,X
LOZIJTS,O,O,X,O,X,X,X,O,O
LOZIJST,O,O,X,X,X,X,X,X,O
LOZISTJ,O,X,X,X,X,O,X,X,X
LOZISJT,O,X,X,X,X,X,X,X,X
LOZJTIS,O,O,O,X,O,X,X,O,X
LOZJTSI,O,O,O,X,O,X,X,X,X
LOZJITS,O,O,O,X,X,X,X,O,O
LOZJIST,O,O,X,X,X,X,X,X,O
LOZJSTI,O,X,X,X,O,X,X,X,X
LOZJSIT,O,O,X,X,O,X,X,X,X
LOZSTIJ,O,X,X,X,O,O,X,X,X
LOZSTJI,O,X,X,X,O,O,X,X,X
LOZSITJ,O,X,X,X,O,O,X,X,X
LOZSIJT,O,X,X,X,O,X,X,X,X
LOZSJTI,O,X,X,X,O,X,X,X,X
LOZSJIT,O,O,X,X,O,X,X,X,X
JTILSZO,O,O,O,X,X,X,O,X,O
JTILSOZ,O,O,O,O,X,X,O,X,X
JTILZSO,X,O,O,O,X,X,X,X,O
JTILZOS,X,O,O,O,X,X,O,X,O
JTILOSZ,X,O,O,O,X,X,O,X,X
JTILOZS,X,O,O,O,X,X,O,O,O
JTISLZO,O,X,O,X,X,X,O,X,X
JTISLOZ,O,X,O,O,X,X,O,X,X
JTISZLO,O,X,X,O,X,X,O,X,X
JTISZOL,O,X,X,O,X,X,O,X,X
JTISOLZ,O,X,O,O,X,X,O,X,X
JTISOZL,O,X,X,O,X,X,O,O,X
JTIZLSO,X,O,X,O,X,X,X,X,O
JTIZLOS,X,O,X,O,X,X,O,O,O
JTIZSLO,X,X,X,O,X,X,O,X,X
JTIZSOL,X,X,X,O,X,X,O,O,X
JTIZOLS,X,O,X,O,X,X,O,O,X
JTIZOSL,X,X,X,O,X,X,O,O,X
JTIOLSZ,O,O,O,O,X,X,O,X,X
JTIOLZS,X,O,O,O,X,X,O,O,X
JTIOSLZ,O,X,O,O,X,X,O,X,X
JTIOSZL,O,X,X,O,X,X,O,O,X
JTIOZLS,X,O,X,O,X,X,O,O,X
JTIOZSL,X,X,X,O,X,X,O,O,X
JTLISZO,O,O,O,X,X,X,O,X,O
JTLISOZ,O,O,O,X,X,X,O,X,X
JTLIZSO,X,O,O,X,X,X,X,X,O
JTLIZOS,X,O,O,X,X,X,O,X,O
JTLIOSZ,X,O,O,X,X,X,O,X,X
JTLIOZS,X,O,O,X,X,X,O,O,O
JTLSIZO,O,O,O,X,O,X,X,X,O
JTLSIOZ,O,O,O,X,X,X,X,X,X
JTLSZIO,O,O,O,X,O,X,X,X,O
JTLSZOI,X,O,O,X,O,X,X,X,X
JTLSOIZ,O,O,O,X,X,X,X,X,X
JTLSOZI,O,O,O,X,X,X,X,X,X
JTLZISO,X,O,O,X,O,X,X,X,O
JTLZIOS,X,O,O,X,X,X,X,O,O
JTLZSIO,X,O,O,X,O,X,X,X,O
JTLZSOI,X,O,O,X,O,X,X,X,X
JTLZOIS,X,O,O,X,X,X,X,O,O
JTLZOSI,X,O,O,X,O,X,X,X,X
JTLOISZ,O,O,O,X,X,X,O,X,X
JTLOIZS,X,O,O,X,X,X,O,O,O
JTLOSIZ,O,O,O,X,X,X,X,X,X
JTLOSZI,O,O,O,X,X,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X,O,O
JTLOZSI,X,O,O,X,X,X,X,X,X
JTSILZO,O,X,O,X,O,X,O,X,X
JTSILOZ,O,X,O,O,X,X,O,X,X
JTSIZLO,O,X,X,X,X,X,O,X,X
JTSIZOL,O,X,X,O,X,X,O,X,X
JTSIOLZ,O,X,O,O,X,X,O,X,X
JTSIOZL,O,X,X,O,X,X,O,O,X
JTSLIZO,O,O,O,X,O,X,X,X,O
JTSLIOZ,O,O,O,X,X,X,X,X,X
JTSLZIO,O,O,O,X,O,X,X,X,O
JTSLZOI,X,O,O,X,O,X,X,X,X
JTSLOIZ,O,O,O,X,X,X,X,X,X
JTSLOZI,O,O,O,X,X,X,X,X,X
JTSZILO,O,X,X,X,O,X,X,X,X
JTSZIOL,O,X,X,X,O,X,X,O,X
JTSZLIO,O,O,O,X,O,X,X,X,O
JTSZLOI,X,O,O,X,O,X,X,X,X
JTSZOIL,O,X,X,X,O,X,X,O,X
JTSZOLI,O,O,O,X,O,X,X,X,X
JTSOILZ,O,X,O,O,X,X,O,X,X
JTSOIZL,O,X,X,O,X,X,O,O,X
JTSOLIZ,O,O,O,X,X,X,X,X,X
JTSOLZI,O,O,O,X,X,X,X,X,X
JTSOZIL,O,X,X,X,X,X,X,O,X
JTSOZLI,O,O,O,X,X,X,X,X,X
JTZILSO,X,O,X,X,O,X,X,X,O
JTZILOS,X,O,X,X,X,X,O,O,O
JTZISLO,X,X,X,X,O,X,O,X,X
JTZISOL,X,X,X,X,O,X,O,O,X
JTZIOLS,X,O,X,X,X,X,O,O,X
JTZIOSL,X,X,X,X,X,X,O,O,X
JTZLISO,X,O,O,X,O,X,X,X,O
JTZLIOS,X,O,O,X,X,X,X,O,O
JTZLSIO,X,O,O,X,O,X,X,X,O
JTZLSOI,X,O,O,X,O,X,X,X,X
JTZLOIS,X,O,O,X,X,X,X,O,O
JTZLOSI,X,O,O,X,O,X,X,X,X
JTZSILO,X,X,X,X,O,X,X,X,X
JTZSIOL,X,X,X,X,O,X,X,O,X
JTZSLIO,X,O,O,X,O,X,X,X,O
JTZSLOI,X,O,O,X,O,X,X,X,X
JTZSOIL,X,X,X,X,O,X,X,O,X
JTZSOLI,X,O,O,X,O,X,X,X,X
JTZOILS,X,O,X,X,X,X,O,O,X
JTZOISL,X,X,X,X,X,X,O,O,X
JTZOLIS,X,O,O,X,X,X,X,O,O
JTZOLSI,X,O,O,X,O,X,X,X,X
JTZOSIL,X,X,X,X,O,X,X,O,X
JTZOSLI,X,O,O,X,O,X,X,X,X
JTOILSZ,O,O,O,O,X,X,O,X,X
JTOILZS,X,O,O,O,X,X,O,O,X
JTOISLZ,O,X,O,O,X,X,O,X,X
JTOISZL,O,X,X,O,X,X,O,O,X
JTOIZLS,X,O,X,O,X,X,O,O,X
JTOIZSL,X,X,X,O,X,X,O,O,X
JTOLISZ,O,O,O,X,X,X,O,X,X
JTOLIZS,X,O,O,X,X,X,O,O,O
JTOLSIZ,O,O,O,X,X,X,X,X,X
JTOLSZI,O,O,O,X,X,X,X,X,X
JTOLZIS,X,O,O,X,X,X,X,O,O
JTOLZSI,X,O,O,X,X,X,X,X,X
JTOSILZ,O,X,O,O,X,X,O,X,X
JTOSIZL,O,X,X,O,X,X,O,O,X
JTOSLIZ,O,O,O,X,X,X,X,X,X
JTOSLZI,O,O,O,X,X,X,X,X,X
JTOSZIL,O,X,X,X,X,X,X,O,X
JTOSZLI,O,O,O,X,X,X,X,X,X
JTOZILS,X,O,X,X,X,X,O,O,X
JTOZISL,X,X,X,X,X,X,O,O,X
JTOZLIS,X,O,O,X,X,X,X,O,O
JTOZLSI,X,O,O,X,X,X,X,X,X
JTOZSIL,X,X,X,X,X,X,X,O,X
JTOZSLI,X,O,O,X,X,X,X,X,X
JITLSZO,O,O,O,X,X,X,O,X,O
JITLSOZ,O,O,O,O,X,X,O,X,X
JITLZSO,X,O,O,O,X,X,X,X,O
JITLZOS,X,O,O,O,X,X,O,X,O
JITLOSZ,X,O,O,O,X,X,O,X,X
JITLOZS,X,O,O,O,X,X,O,O,O
JITSLZO,O,X,O,X,X,X,O,X,X
JITSLOZ,O,X,O,O,X,X,O,X,X
JITSZLO,O,X,X,O,X,X,O,X,X
JITSZOL,O,X,X,O,X,X,O,X,X
JITSOLZ,O,X,O,O,X,X,O,X,X
JITSOZL,O,X,X,O,X,X,O,O,X
JITZLSO,X,O,X,O,X,X,X,X,O
JITZLOS,X,O,X,O,X,X,O,O,O
JITZSLO,X,X,X,O,X,X,O,X,X
JITZSOL,X,X,X,O,X,X,O,O,X
JITZOLS,X,O,X,O,X,X,O,O,X
JITZOSL,X,X,X,O,X,X,O,O,X
JITOLSZ,O,O,O,O,X,X,O,X,X
JITOLZS,X,O,O,O,X,X,O,O,X
JITOSLZ,O,X,O,O,X,X,O,X,X
JITOSZL,O,X,X,O,X,X,O,O,X
JITOZLS,X,O,X,O,X,X,O,O,X
JITOZSL,X,X,X,O,X,X,O,O,X
JILTSZO,O,O,O,X,X,X,O,X,O
JILTSOZ,O,O,O,O,X,X,O,X,X
JILTZSO,X,O,O,O,X,X,X,X,O
JILTZOS,X,O,O,O,X,X,O,X,O
JILTOSZ,X,O,O,O,X,X,O,X,X
JILTOZS,X,O,O,O,X,X,O,X,O
JILSTZO,X,O,O,X,X,X,O,X,O
JILSTOZ,O,O,O,X,X,X,O,X,X
JILSZTO,X,X,X,X,X,X,O,X,O
JILSZOT,O,O,X,X,X,X,O,X,O
JILSOTZ,O,O,O,X,X,X,O,X,X
JILSOZT,O,O,X,X,X,X,O,X,X
JILZTSO,O,O,O,O,X,X,X,X,O
JILZTOS,O,O,O,O,X,X,O,X,O
JILZSTO,O,X,X,X,X,X,X,X,O
JILZSOT,O,O,X,X,X,X,X,X,O
JILZOTS,X,O,O,O,X,X,O,X,O
JILZOST,O,O,X,X,X,X,X,X,O
JILOTSZ,X,O,O,O,X,X,O,X,X
JILOTZS,X,O,O,O,X,X,O,X,O
JILOSTZ,X,O,O,X,X,X,O,X,X
JILOSZT,X,O,X,X,X,X,O,X,X
JILOZTS,X,O,O,O,X,X,O,X,O
JILOZST,X,O,X,X,X,X,X,X,O
JISTLZO,X,X,O,X,X,X,O,X,X
JISTLOZ,O,X,O,O,X,X,O,X,X
JISTZLO,X,X,X,O,X,X,O,X,X
JISTZOL,X,X,X,O,X,X,O,X,X
JISTOLZ,O,X,O,O,X,X,O,X,X
JISTOZL,X,X,X,O,X,X,O,X,X
JISLTZO,X,O,O,X,X,X,O,X,O
JISLTOZ,O,O,O,X,X,X,O,X,X
JISLZTO,X,X,X,X,X,X,O,X,O
JISLZOT,O,O,X,X,X,X,O,X,O
JISLOTZ,O,O,O,X,X,X,O,X,X
JISLOZT,O,O,X,X,X,X,O,X,X
JISZTLO,X,X,X,O,X,X,O,X,X
JISZTOL,X,X,X,O,X,X,O,X,X
JISZLTO,X,X,X,X,X,X,O,X,X
JISZLOT,O,X,X,X,X,X,O,X,X
JISZOTL,X,X,X,O,X,X,O,X,X
JISZOLT,O,X,X,X,X,X,O,X,X
JISOTLZ,O,X,O,O,X,X,O,X,X
JISOTZL,X,X,X,O,X,X,O,X,X
JISOLTZ,O,O,O,X,X,X,O,X,X
JISOLZT,O,O,X,X,X,X,O,X,X
JISOZTL,X,X,X,O,X,X,O,X,X
JISOZLT,O,X,X,X,X,X,O,X,X
JIZTLSO,O,X,X,O,X,X,X,X,X
JIZTLOS,O,X,X,O,X,X,O,O,X
JIZTSLO,O,X,X,O,X,X,O,X,X
JIZTSOL,O,X,X,O,X,X,O,O,X
JIZTOLS,O,X,X,O,X,X,O,O,X
JIZTOSL,O,X,X,O,X,X,O,O,X
JIZLTSO,O,O,O,O,X,X,X,X,O
JIZLTOS,O,O,O,O,X,X,O,X,O
JIZLSTO,O,X,X,X,X,X,X,X,O
JIZLSOT,O,O,X,X,X,X,X,X,O
JIZLOTS,O,O,O,O,X,X,O,O,O
JIZLOST,O,O,X,X,X,X,X,X,O
JIZSTLO,O,X,X,O,X,X,O,X,X
JIZSTOL,O,X,X,O,X,X,O,X,X
JIZSLTO,O,X,X,X,X,X,O,X,X
JIZSLOT,O,X,X,X,X,X,O,X,X
JIZSOTL,O,X,X,O,X,X,O,O,X
JIZSOLT,O,X,X,X,X,X,O,X,X
JIZOTLS,O,X,X,O,X,X,O,O,X
JIZOTSL,O,X,X,O,X,X,O,O,X
JIZOLTS,O,O,O,O,X,X,O,O,X
JIZOLST,O,O,X,X,X,X,X,X,X
JIZOSTL,O,X,X,O,X,X,O,O,X
JIZOSLT,O,X,X,X,X,X,O,X,X
JIOTLSZ,O,O,O,O,X,X,O,X,X
JIOTLZS,X,O,O,O,X,X,O,O,X
JIOTSLZ,O,X,O,O,X,X,O,X,X
JIOTSZL,O,X,X,O,X,X,O,O,X
JIOTZLS,X,O,X,O,X,X,O,O,X
JIOTZSL,X,X,X,O,X,X,O,O,X
JIOLTSZ,O,O,O,O,X,X,O,X,X
JIOLTZS,X,O,O,O,X,X,O,X,O
JIOLSTZ,O,O,O,X,X,X,O,X,X
JIOLSZT,O,O,X,X,X,X,O,X,X
JIOLZTS,O,O,O,O,X,X,O,X,O
JIOLZST,O,O,X,X,X,X,X,X,O
JIOSTLZ,O,X,O,O,X,X,O,X,X
JIOSTZL,X,X,X,O,X,X,O,X,X
JIOSLTZ,O,O,O,X,X,X,O,X,X
JIOSLZT,O,O,X,X,X,X,O,X,X
JIOSZTL,X,X,X,O,X,X,O,X,X
JIOSZLT,O,X,X,X,X,X,O,X,X
JIOZTLS,O,X,X,O,X,X,O,O,X
JIOZTSL,O,X,X,O,X,X,O,O,X
JIOZLTS,O,O,O,O,X,X,O,O,X
JIOZLST,O,O,X,X,X,X,X,X,X
JIOZSTL,O,X,X,O,X,X,O,O,X
JIOZSLT,O,X,X,X,X,X,O,X,X
JLTISZO,O,O,O,X,X,X,O,X,O
JLTISOZ,O,O,O,X,X,X,O,X,X
JLTIZSO,X,O,O,X,X,X,X,X,O
JLTIZOS,X,O,O,X,X,X,O,X,O
JLTIOSZ,X,O,O,X,X,X,O,X,X
JLTIOZS,X,O,O,X,X,X,O,O,O
JLTSIZO,O,O,O,X,O,X,X,X,O
JLTSIOZ,O,O,O,X,X,X,X,X,X
JLTSZIO,O,O,O,X,O,X,X,X,O
JLTSZOI,X,O,O,X,O,X,X,X,X
JLTSOIZ,O,O,O,X,X,X,X,X,X
JLTSOZI,O,O,O,X,X,X,X,X,X
JLTZISO,X,O,O,X,O,X,X,X,O
JLTZIOS,X,O,O,X,X,X,X,O,O
JLTZSIO,X,O,O,X,O,X,X,X,O
JLTZSOI,X,O,O,X,O,X,X,X,X
JLTZOIS,X,O,O,X,X,X,X,O,O
JLTZOSI,X,O,O,X,O,X,X,X,X
JLTOISZ,O,O,O,X,X,X,O,X,X
JLTOIZS,X,O,O,X,X,X,O,O,O
JLTOSIZ,O,O,O,X,X,X,X,X,X
JLTOSZI,O,O,O,X,X,X,X,X,X
JLTOZIS,X,O,O,X,X,X,X,O,O
JLTOZSI,X,O,O,X,X,X,X,X,X
JLITSZO,O,O,O,X,X,X,O,X,O
JLITSOZ,O,O,O,X,X,X,O,X,X
JLITZSO,X,O,O,X,X,X,X,X,O
JLITZOS,X,O,O,X,X,X,O,X,O
JLITOSZ,X,O,O,X,X,X,O,X,X
JLITOZS,X,O,O,X,X,X,O,X,O
JLISTZO,X,O,O,X,X,X,O,X,O
JLISTOZ,O,O,O,X,X,X,O,X,X
JLISZTO,X,X,X,X,X,X,O,X,O
JLISZOT,O,O,X,X,X,X,O,X,O
JLISOTZ,O,O,O,X,X,X,O,X,X
JLISOZT,O,O,X,X,X,X,O,X,X
JLIZTSO,O,O,O,X,X,X,X,X,O
JLIZTOS,O,O,O,X,X,X,O,X,O
JLIZSTO,O,X,X,X,X,X,X,X,O
JLIZSOT,O,O,X,X,X,X,X,X,O
JLIZOTS,X,O,O,X,X,X,O,X,O
JLIZOST,O,O,X,X,X,X,X,X,O
JLIOTSZ,X,O,O,X,X,X,O,X,X
JLIOTZS,X,O,O,X,X,X,O,X,O
JLIOSTZ,X,O,O,X,X,X,O,X,X
JLIOSZT,X,O,X,X,X,X,O,X,X
JLIOZTS,X,O,O,X,X,X,O,X,O
JLIOZST,X,O,X,X,X,X,X,X,O
JLSTIZO,O,O,O,X,O,X,X,X,O
JLSTIOZ,O,O,O,X,X,X,X,X,X
JLSTZIO,O,O,O,X,O,O,X,X,O
JLSTZOI,X,O,O,X,O,O,X,X,X
JLSTOIZ,O,O,O,X,X,X,X,X,X
JLSTOZI,O,O,O,X,X,O,X,X,X
JLSITZO,X,O,O,X,O,X,X,X,O
JLSITOZ,O,O,O,X,X,X,X,X,X
JLSIZTO,X,X,X,X,X,X,X,X,O
JLSIZOT,O,O,X,X,X,X,X,X,O
JLSIOTZ,O,O,O,X,X,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X,X,X
JLSZTIO,O,X,X,X,X,O,X,X,X
JLSZTOI,X,X,X,X,X,O,X,X,X
JLSZITO,O,X,X,X,X,O,X,X,O
JLSZIOT,O,O,X,X,X,X,X,X,O
JLSZOTI,O,X,X,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,X,X,X,X
JLSOTZI,O,O,O,X,X,X,X,X,X
JLSOITZ,O,O,O,X,X,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,X,X
JLZTISO,O,O,O,X,X,X,X,X,O
JLZTIOS,O,O,O,X,X,X,X,O,O
JLZTSIO,O,O,O,X,X,X,X,X,O
JLZTSOI,O,O,O,X,X,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,O,O
JLZTOSI,O,O,O,X,X,X,X,X,X
JLZITSO,O,O,O,X,X,X,X,X,O
JLZITOS,O,O,O,X,X,X,X,X,O
JLZISTO,O,X,X,X,X,O,X,X,O
JLZISOT,O,O,X,X,X,X,X,X,O
JLZIOTS,X,O,O,X,X,X,X,O,O
JLZIOST,O,O,X,X,X,X,X,X,O
JLZSTIO,O,X,X,X,X,O,X,X,X
JLZSTOI,X,X,X,X,X,O,X,X,X
JLZSITO,O,X,X,X,X,O,X,X,O
JLZSIOT,O,O,X,X,X,X,X,X,O
JLZSOTI,O,X,X,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X,O,X
JLZOTSI,O,O,O,X,X,X,X,X,X
JLZOITS,O,O,O,X,X,X,X,O,O
JLZOIST,O,O,X,X,X,X,X,X,O
JLZOSTI,O,X,X,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,X,X
JLOTISZ,O,O,O,X,X,X,O,X,X
JLOTIZS,X,O,O,X,X,X,O,O,O
JLOTSIZ,O,O,O,X,X,X,X,X,X
JLOTSZI,O,O,O,X,X,X,X,X,X
JLOTZIS,X,O,O,X,X,X,X,O,O
JLOTZSI,X,O,O,X,X,X,X,X,X
JLOITSZ,O,O,O,X,X,X,O,X,X
JLOITZS,X,O,O,X,X,X,O,X,O
JLOISTZ,O,O,O,X,X,X,O,X,X
JLOISZT,O,O,X,X,X,X,O,X,X
JLOIZTS,O,O,O,X,X,X,O,X,O
JLOIZST,O,O,X,X,X,X,X,X,O
JLOSTIZ,O,O,O,X,X,X,X,X,X
JLOSTZI,O,O,O,X,X,X,X,X,X
JLOSITZ,O,O,O,X,X,X,X,X,X
JLOSIZT,O,O,X,X,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X
JLOSZIT,O,O,X,X,X,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X,O,X
JLOZTSI,O,O,O,X,X,X,X,X,X
JLOZITS,O,O,O,X,X,X,X,O,O
JLOZIST,O,O,X,X,X,X,X,X,O
JLOZSTI,O,X,X,X,X,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,X,X
JSTILZO,O,X,O,X,O,X,O,X,X
JSTILOZ,O,X,O,O,X,X,O,X,X
JSTIZLO,O,X,X,X,X,X,O,X,X
JSTIZOL,O,X,X,O,X,X,O,X,X
JSTIOLZ,O,X,O,O,X,X,O,X,X
JSTIOZL,O,X,X,O,X,X,O,O,X
JSTLIZO,O,O,O,X,O,X,X,X,O
JSTLIOZ,O,O,O,X,X,X,X,X,X
JSTLZIO,O,O,O,X,O,O,X,X,O
JSTLZOI,X,O,O,X,O,O,X,X,X
JSTLOIZ,O,O,O,X,X,X,X,X,X
JSTLOZI,O,O,O,X,X,O,X,X,X
JSTZILO,O,X,X,X,O,X,X,X,X
JSTZIOL,O,X,X,X,O,X,X,O,X
JSTZLIO,O,O,O,X,O,O,X,X,O
JSTZLOI,X,O,O,X,O,O,X,X,X
JSTZOIL,O,X,X,X,O,X,X,O,X
JSTZOLI,O,O,O,X,O,O,X,X,X
JSTOILZ,O,X,O,O,X,X,O,X,X
JSTOIZL,O,X,X,O,X,X,O,O,X
JSTOLIZ,O,O,O,X,X,X,X,X,X
JSTOLZI,O,O,O,X,X,O,X,X,X
JSTOZIL,O,X,X,X,X,X,X,O,X
JSTOZLI,O,O,O,X,X,O,X,X,X
JSITLZO,X,X,O,X,O,X,O,X,X
JSITLOZ,O,X,O,X,X,X,O,X,X
JSITZLO,X,X,X,X,X,X,O,X,X
JSITZOL,X,X,X,X,X,X,O,X,X
JSITOLZ,O,X,O,X,X,X,O,X,X
JSITOZL,X,X,X,X,X,X,O,X,X
JSILTZO,X,O,O,X,O,X,O,X,O
JSILTOZ,O,O,O,X,X,X,O,X,X
JSILZTO,X,X,X,X,X,X,O,X,O
JSILZOT,O,O,X,X,X,X,O,X,O
JSILOTZ,O,O,O,X,X,X,O,X,X
JSILOZT,O,O,X,X,X,X,O,X,X
JSIZTLO,X,X,X,X,O,X,O,X,X
JSIZTOL,X,X,X,X,O,X,O,X,X
JSIZLTO,X,X,X,X,O,X,O,X,X
JSIZLOT,O,X,X,X,O,X,O,X,X
JSIZOTL,X,X,X,X,O,X,O,X,X
JSIZOLT,O,X,X,X,O,X,O,X,X
JSIOTLZ,O,X,O,X,O,X,O,X,X
JSIOTZL,X,X,X,X,X,X,O,X,X
JSIOLTZ,O,O,O,X,X,X,O,X,X
JSIOLZT,O,O,X,X,X,X,O,X,X
JSIOZTL,X,X,X,X,O,X,O,X,X
JSIOZLT,O,X,X,X,O,X,O,X,X
JSLTIZO,O,O,O,X,O,X,X,X,O
JSLTIOZ,O,O,O,X,X,X,X,X,X
JSLTZIO,O,O,O,X,O,O,X,X,O
JSLTZOI,X,O,O,X,O,O,X,X,X
JSLTOIZ,O,O,O,X,X,X,X,X,X
JSLTOZI,O,O,O,X,X,O,X,X,X
JSLITZO,X,O,O,X,O,X,X,X,O
