sequence,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFzd?B5jBlhBKrBXnBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8Jez7IvhFuh?B5jBliBarB8rB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhF3c?BzdB5jBVnBKrBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFzd?B5jB/rBFnBirBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeWBJvhFid?B5jB3iBFmBUsBTrB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeC8IvhFmd?B5jBXhBTiBcrBVxB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFch?BidB5jBFnBTrB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuBJvhF5j?BzgBliB8rBarB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeWBJvhFid?B5jBUmBFnB3sBTrB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeC8IvhF5j?BXhBFnBTrBOsB8sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeF9IvhF8i?B5jBzgBfnBarBWxB
JSOLTZI,O,X,O,X,X,X,X,X,X,X,X
JSOLITZ,O,X,O,O,X,X,X,X,X,X,X
JSOLIZT,O,X,X,X,X,X,X,X,X,X,O
JSOLZTI,O,X,X,X,X,X,X,X,X,X,O
JSOLZIT,O,X,X,X,X,X,X,X,X,X,O
JSOZTIL,X,X,X,O,X,X,O,X,X,X,O
JSOZTLI,X,X,X,X,X,X,O,X,X,X,O
JSOZITL,X,X,X,O,X,X,O,X,X,X,O
JSOZILT,O,X,X,X,X,X,X,X,X,X,O
JSOZLTI,O,X,X,X,X,X,X,X,X,X,O
JSOZLIT,O,X,X,X,X,X,X,X,X,X,O
JZTILSO,X,O,O,X,O,O,X,X,O,X,X
JZTILOS,X,O,O,X,X,X,X,O,X,X,X
JZTISLO,X,O,X,O,O,O,X,X,O,X,O
JZTISOL,X,X,O,O,O,O,X,O,O,X,O
JZTIOLS,X,O,O,X,X,O,X,O,X,X,X
JZTIOSL,X,X,O,O,O,O,X,O,O,X,O
JZTLISO,X,O,O,X,O,O,X,X,O,X,X
JZTLIOS,X,O,O,X,X,X,X,O,X,X,X
JZTLSIO,X,O,O,X,O,O,X,X,X,X,X
JZTLSOI,X,O,O,X,O,O,X,X,X,X,X
JZTLOIS,X,O,O,X,X,X,X,O,X,X,X
JZTLOSI,X,O,O,X,X,X,X,X,X,X,X
JZTSILO,X,O,X,O,O,O,X,X,O,X,O
JZTSIOL,X,X,O,O,O,O,X,O,O,X,O
JZTSLIO,X,O,X,X,O,O,X,X,X,X,O
JZTSLOI,X,O,X,X,O,O,X,X,X,X,O
JZTSOIL,X,X,O,O,O,O,X,O,X,X,O
JZTSOLI,X,X,X,X,O,O,X,X,X,X,O
JZTOILS,X,O,O,X,X,O,X,O,X,X,X
JZTOISL,X,X,O,O,O,O,X,O,O,X,O
JZTOLIS,X,O,O,X,X,O,X,O,X,X,X
JZTOLSI,X,O,O,X,X,O,X,X,X,X,X
JZTOSIL,X,X,O,O,O,O,X,O,X,X,O
JZTOSLI,X,X,X,X,O,O,X,X,X,X,O
JZITLSO,X,O,O,X,O,O,X,X,O,X,X
JZITLOS,X,O,O,X,X,X,X,O,X,X,X
JZITSLO,X,O,X,O,O,O,X,X,O,X,O
JZITSOL,X,X,O,O,O,O,X,O,O,X,O
JZITOLS,X,O,O,X,X,O,X,O,X,X,X
JZITOSL,X,X,O,O,O,O,X,O,O,X,O
JZILTSO,X,O,O,X,X,X,X,X,O,X,X
JZILTOS,O,O,O,X,X,X,X,O,X,X,X
JZILSTO,O,O,O,X,X,X,X,X,X,X,O
JZILSOT,O,O,X,X,X,X,X,X,X,X,O
JZILOTS,O,O,O,X,X,X,X,O,X,X,X
JZILOST,O,O,X,X,X,X,X,X,X,X,O
JZISTLO,X,O,X,O,O,X,X,X,O,X,O
JZISTOL,X,X,X,O,O,X,X,O,O,X,O
JZISLTO,O,O,X,X,O,X,X,X,X,X,O
JZISLOT,O,O,X,X,X,X,X,X,X,X,O
JZISOTL,X,X,X,O,X,X,X,O,X,X,O
JZISOLT,O,X,X,X,X,X,X,X,X,X,O
JZIOTLS,X,O,O,X,X,O,O,O,X,X,X
JZIOTSL,X,X,O,O,X,O,O,O,O,X,O
JZIOLTS,O,O,O,X,X,X,O,O,X,X,X
JZIOLST,O,O,X,X,X,X,X,X,X,X,O
JZIOSTL,X,X,X,O,X,X,O,O,X,X,O
JZIOSLT,O,X,X,X,X,X,X,X,X,X,O
JZLTISO,X,O,O,X,X,X,X,X,O,X,X
JZLTIOS,O,O,O,X,X,X,X,O,X,X,X
JZLTSIO,X,O,O,X,X,X,X,X,X,X,X
JZLTSOI,X,O,O,X,X,X,X,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,O,X,X,X
JZLTOSI,X,O,O,X,X,X,X,X,X,X,X
JZLITSO,X,O,O,X,X,X,X,X,O,X,X
JZLITOS,O,O,O,X,X,X,X,O,X,X,X
JZLISTO,O,O,O,X,X,X,X,X,X,X,O
JZLISOT,O,O,X,X,X,X,X,X,X,X,O
JZLIOTS,O,O,O,X,X,X,X,O,X,X,X
JZLIOST,O,O,X,X,X,X,X,X,X,X,O
JZLSTIO,O,O,O,X,X,X,X,X,X,X,O
JZLSTOI,O,O,O,X,X,X,X,X,X,X,O
JZLSITO,O,O,O,X,X,X,X,X,X,X,O
JZLSIOT,O,O,X,X,X,X,X,X,X,X,O
JZLSOTI,O,O,X,X,X,X,X,X,X,X,O
JZLSOIT,O,O,X,X,X,X,X,X,X,X,O
JZLOTIS,O,O,O,X,X,X,X,O,X,X,X
JZLOTSI,X,O,O,X,X,X,X,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,O,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,X,X,O
JZLOSTI,O,O,X,X,X,X,X,X,X,X,O
JZLOSIT,O,O,X,X,X,X,X,X,X,X,O
JZSTILO,X,O,X,O,O,X,X,X,O,X,O
JZSTIOL,X,X,X,O,O,X,X,O,O,X,O
JZSTLIO,X,O,X,X,O,X,X,X,X,X,O
JZSTLOI,X,O,X,X,O,X,X,X,X,X,O
JZSTOIL,X,X,X,O,O,X,X,O,X,X,O
JZSTOLI,X,X,X,X,O,X,X,X,X,X,O
JZSITLO,X,O,X,O,O,X,X,X,O,X,O
JZSITOL,X,X,X,O,O,X,X,O,O,X,O
JZSILTO,O,O,X,X,O,X,X,X,X,X,O
JZSILOT,O,O,X,X,X,X,X,X,X,X,O
JZSIOTL,X,X,X,O,X,X,X,O,X,X,O
JZSIOLT,O,X,X,X,X,X,X,X,X,X,O
JZSLTIO,O,O,X,X,O,X,X,X,X,X,O
JZSLTOI,O,O,X,X,O,X,X,X,X,X,O
JZSLITO,O,O,X,X,O,X,X,X,X,X,O
JZSLIOT,O,O,X,X,X,X,X,X,X,X,O
JZSLOTI,O,O,X,X,X,X,X,X,X,X,O
JZSLOIT,O,O,X,X,X,X,X,X,X,X,O
JZSOTIL,X,X,X,O,X,X,X,O,X,X,O
JZSOTLI,X,X,X,X,X,X,X,X,X,X,O
JZSOITL,X,X,X,O,X,X,X,O,X,X,O
JZSOILT,O,X,X,X,X,X,X,X,X,X,O
JZSOLTI,O,X,X,X,X,X,X,X,X,X,O
JZSOLIT,O,X,X,X,X,X,X,X,X,X,O
JZOTILS,X,O,O,X,X,O,O,O,X,X,X
JZOTISL,X,X,O,O,X,O,O,O,O,X,O
JZOTLIS,X,O,O,X,X,O,O,O,X,X,X
JZOTLSI,X,O,O,X,X,O,O,X,X,X,X
JZOTSIL,X,X,O,O,X,O,O,O,X,X,O
JZOTSLI,X,X,X,X,X,O,O,X,X,X,O
JZOITLS,X,O,O,X,X,O,O,O,X,X,X
JZOITSL,X,X,O,O,X,O,O,O,O,X,O
JZOILTS,O,O,O,X,X,X,O,O,X,X,X
JZOILST,O,O,X,X,X,X,X,X,X,X,O
JZOISTL,X,X,X,O,X,X,O,O,X,X,O
JZOISLT,O,X,X,X,X,X,X,X,X,X,O
JZOLTIS,O,O,O,X,X,X,O,O,X,X,X
JZOLTSI,X,O,O,X,X,X,O,X,X,X,X
JZOLITS,O,O,O,X,X,X,O,O,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,X,X,O
JZOLSTI,O,O,X,X,X,X,X,X,X,X,O
JZOLSIT,O,O,X,X,X,X,X,X,X,X,O
JZOSTIL,X,X,X,O,X,X,O,O,X,X,O
JZOSTLI,X,X,X,X,X,X,O,X,X,X,O
JZOSITL,X,X,X,O,X,X,O,O,X,X,O
JZOSILT,O,X,X,X,X,X,X,X,X,X,O
JZOSLTI,O,X,X,X,X,X,X,X,X,X,O
JZOSLIT,O,X,X,X,X,X,X,X,X,X,O
JOTILSZ,O,X,O,O,X,X,X,X,X,X,X
JOTILZS,O,X,O,X,X,O,O,X,X,X,X
JOTISLZ,O,X,O,O,X,X,X,X,X,O,X
JOTISZL,X,X,O,O,X,O,X,X,X,O,O
JOTIZLS,X,X,X,X,X,O,O,X,X,X,X
JOTIZSL,X,X,O,O,X,O,O,X,X,X,O
JOTLISZ,O,X,O,O,X,X,X,X,X,X,X
JOTLIZS,O,X,O,X,X,O,O,X,X,X,X
JOTLSIZ,O,X,O,O,X,X,X,X,X,X,X
JOTLSZI,O,X,O,X,X,X,X,X,X,X,X
JOTLZIS,O,X,O,X,X,O,O,X,X,X,X
JOTLZSI,X,X,O,X,X,O,O,X,X,X,X
JOTSILZ,O,X,O,O,X,X,X,X,X,O,X
JOTSIZL,X,X,O,O,X,O,X,X,X,O,O
JOTSLIZ,O,X,O,O,X,X,X,X,X,O,X
JOTSLZI,O,X,X,X,X,X,X,X,X,X,X
JOTSZIL,X,X,O,O,X,O,X,X,X,X,O
JOTSZLI,X,X,X,X,X,O,X,X,X,X,O
JOTZILS,X,X,X,X,X,O,O,X,X,X,X
JOTZISL,X,X,O,O,X,O,O,X,X,X,O
JOTZLIS,X,X,X,X,X,O,O,X,X,X,X
JOTZLSI,X,X,X,X,X,O,O,X,X,X,X
JOTZSIL,X,X,O,O,X,O,O,X,X,X,O
JOTZSLI,X,X,X,X,X,O,O,X,X,X,O
JOITLSZ,O,X,O,O,X,X,X,X,X,X,X
JOITLZS,O,X,O,X,X,O,O,X,X,X,X
JOITSLZ,O,X,O,O,X,X,X,X,X,O,X
JOITSZL,X,X,O,O,X,O,X,X,X,O,O
JOITZLS,X,X,X,X,X,O,O,X,X,X,X
JOITZSL,X,X,O,O,X,O,O,X,X,X,O
JOILTSZ,O,X,O,O,X,X,X,X,X,X,X
JOILTZS,O,X,O,X,X,O,X,X,X,X,X
JOILSTZ,O,X,O,O,X,X,X,X,X,X,X
JOILSZT,O,X,X,X,X,X,X,X,X,X,O
JOILZTS,O,X,O,X,X,X,O,X,X,X,X
JOILZST,O,X,X,X,X,X,X,X,X,X,O
JOISTLZ,O,X,O,O,X,X,X,X,X,O,X
JOISTZL,X,X,O,O,X,O,X,X,X,O,O
JOISLTZ,O,X,O,O,X,X,X,X,X,O,X
JOISLZT,O,X,X,X,X,X,X,X,X,X,O
JOISZTL,X,X,X,O,X,X,O,X,X,X,O
JOISZLT,O,X,X,X,X,X,X,X,X,X,O
JOIZTLS,X,X,O,X,X,O,O,O,X,X,X
JOIZTSL,X,X,O,O,X,O,O,O,X,X,O
JOIZLTS,O,X,O,X,X,X,O,O,X,X,X
JOIZLST,O,X,X,X,X,X,X,X,X,X,O
JOIZSTL,X,X,X,O,X,X,O,O,X,X,O
JOIZSLT,O,X,X,X,X,X,X,X,X,X,O
JOLTISZ,O,X,O,O,X,X,X,X,X,X,X
JOLTIZS,O,X,O,X,X,O,X,X,X,X,X
JOLTSIZ,O,X,O,O,X,X,X,X,X,X,X
JOLTSZI,O,X,O,X,X,X,X,X,X,X,X
JOLTZIS,O,X,O,X,X,O,X,X,X,X,X
JOLTZSI,X,X,O,X,X,O,X,X,X,X,X
JOLITSZ,O,X,O,O,X,X,X,X,X,X,X
JOLITZS,O,X,O,X,X,O,X,X,X,X,X
JOLISTZ,O,X,O,O,X,X,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X,X,X,X,O
JOLIZTS,O,X,O,X,X,X,O,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,X,X,O
JOLSTIZ,O,X,O,O,X,X,X,X,X,X,X
JOLSTZI,O,X,O,X,X,X,X,X,X,X,X
JOLSITZ,O,X,O,O,X,X,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X,X,X,O
JOLSZTI,O,X,X,X,X,X,X,X,X,X,O
JOLSZIT,O,X,X,X,X,X,X,X,X,X,O
JOLZTIS,O,X,O,X,X,X,O,X,X,X,X
JOLZTSI,X,X,O,X,X,X,O,X,X,X,X
JOLZITS,O,X,O,X,X,X,O,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X,O
JOLZSTI,O,X,X,X,X,X,X,X,X,X,O
JOLZSIT,O,X,X,X,X,X,X,X,X,X,O
JOSTILZ,O,X,O,O,X,X,X,X,X,O,X
JOSTIZL,X,X,O,O,X,O,X,X,X,O,O
JOSTLIZ,O,X,O,O,X,X,X,X,X,O,X
JOSTLZI,O,X,X,X,X,X,X,X,X,X,X
JOSTZIL,X,X,O,O,X,O,X,X,X,X,O
JOSTZLI,X,X,X,X,X,O,X,X,X,X,O
JOSITLZ,O,X,O,O,X,X,X,X,X,O,X
JOSITZL,X,X,O,O,X,O,X,X,X,O,O
JOSILTZ,O,X,O,O,X,X,X,X,X,O,X
JOSILZT,O,X,X,X,X,X,X,X,X,X,O
JOSIZTL,X,X,X,O,X,X,O,X,X,X,O
JOSIZLT,O,X,X,X,X,X,X,X,X,X,O
JOSLTIZ,O,X,O,O,X,X,X,X,X,O,X
JOSLTZI,O,X,O,X,X,X,X,X,X,X,X
JOSLITZ,O,X,O,O,X,X,X,X,X,O,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X,O
JOSLZTI,O,X,X,X,X,X,X,X,X,X,O
JOSLZIT,O,X,X,X,X,X,X,X,X,X,O
JOSZTIL,X,X,X,O,X,X,O,X,X,X,O
JOSZTLI,X,X,X,X,X,X,O,X,X,X,O
JOSZITL,X,X,X,O,X,X,O,X,X,X,O
JOSZILT,O,X,X,X,X,X,X,X,X,X,O
JOSZLTI,O,X,X,X,X,X,X,X,X,X,O
JOSZLIT,O,X,X,X,X,X,X,X,X,X,O
JOZTILS,X,X,O,X,X,O,O,O,X,X,X
JOZTISL,X,X,O,O,X,O,O,O,X,X,O
JOZTLIS,X,X,O,X,X,O,O,O,X,X,X
JOZTLSI,X,X,O,X,X,O,O,X,X,X,X
JOZTSIL,X,X,O,O,X,O,O,O,X,X,O
JOZTSLI,X,X,X,X,X,O,O,X,X,X,O
JOZITLS,X,X,O,X,X,O,O,O,X,X,X
JOZITSL,X,X,O,O,X,O,O,O,X,X,O
JOZILTS,O,X,O,X,X,X,O,O,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X,X,O
JOZISTL,X,X,X,O,X,X,O,O,X,X,O
JOZISLT,O,X,X,X,X,X,X,X,X,X,O
JOZLTIS,O,X,O,X,X,X,O,O,X,X,X
JOZLTSI,X,X,O,X,X,X,O,X,X,X,X
JOZLITS,O,X,O,X,X,X,O,O,X,X,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,O
JOZLSTI,O,X,X,X,X,X,X,X,X,X,O
JOZLSIT,O,X,X,X,X,X,X,X,X,X,O
JOZSTIL,X,X,X,O,X,X,O,O,X,X,O
JOZSTLI,X,X,X,X,X,X,O,X,X,X,O
JOZSITL,X,X,X,O,X,X,O,O,X,X,O
JOZSILT,O,X,X,X,X,X,X,X,X,X,O
JOZSLTI,O,X,X,X,X,X,X,X,X,X,O
JOZSLIT,O,X,X,X,X,X,X,X,X,X,O
STILJZO,O,X,O,O,X,X,X,X,X,X,X
STILJOZ,O,X,O,O,X,X,X,X,X,X,X
STILZJO,O,X,O,X,O,X,X,X,X,X,X
STILZOJ,O,X,O,X,O,X,X,X,X,X,X
STILOJZ,O,X,O,O,X,X,X,X,X,X,X
STILOZJ,O,X,O,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,O,X,X,X,X,X,X,X
STIJLOZ,O,X,O,O,X,X,X,X,X,X,X
STIJZLO,X,X,X,O,O,O,X,X,X,X,X
STIJZOL,X,X,O,O,O,O,X,X,X,X,X
STIJOLZ,O,X,O,O,X,X,X,X,X,X,X
STIJOZL,X,X,O,O,X,O,X,X,X,X,X
STIZLJO,X,O,X,X,O,O,X,X,O,X,X
STIZLOJ,X,O,X,X,O,O,X,X,O,X,X
STIZJLO,X,O,X,O,O,O,X,X,O,X,X
STIZJOL,X,X,O,O,O,O,X,O,O,X,X
STIZOLJ,X,X,X,X,O,O,X,X,O,X,X
STIZOJL,X,X,O,O,O,O,X,O,O,X,X
STIOLJZ,O,X,O,O,X,X,X,X,X,X,X
STIOLZJ,O,X,O,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,O,X,X,X,X,X,X,X
STIOJZL,X,X,O,O,X,O,X,X,X,X,X
STIOZLJ,X,X,X,X,O,O,X,X,X,X,X
STIOZJL,X,X,O,O,O,O,X,X,X,X,X
STLIJZO,O,X,O,O,X,X,X,X,X,X,X
STLIJOZ,O,X,O,O,X,X,X,X,X,X,X
STLIZJO,O,X,O,X,O,X,X,X,X,X,X
STLIZOJ,O,X,O,X,O,X,X,X,X,X,X
STLIOJZ,O,X,O,O,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,X,X,X,X,X,X,X
STLJIZO,O,X,O,O,X,X,X,X,X,X,X
STLJIOZ,O,X,O,O,X,X,X,X,X,X,X
STLJZIO,O,X,O,X,X,X,X,X,X,X,X
STLJZOI,O,X,O,X,X,X,X,X,X,X,X
STLJOIZ,O,X,O,O,X,X,X,X,X,X,X
STLJOZI,O,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,O,X,O,X,X,X,X,X,X
STLZIOJ,O,X,O,X,O,X,X,X,X,X,X
STLZJIO,O,X,O,X,O,X,X,X,X,X,X
STLZJOI,O,X,O,X,O,X,X,X,X,X,X
STLZOIJ,O,X,O,X,O,X,X,X,X,X,X
STLZOJI,O,X,O,X,O,X,X,X,X,X,X
STLOIJZ,O,X,O,O,X,X,X,X,X,X,X
STLOIZJ,O,X,O,X,X,X,X,X,X,X,X
STLOJIZ,O,X,O,O,X,X,X,X,X,X,X
STLOJZI,O,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,X,O,X,X,X,X,X,X,X,X
STJILZO,O,X,X,O,X,X,X,X,X,X,X
STJILOZ,O,X,O,O,X,X,X,X,X,X,X
STJIZLO,X,X,X,O,O,O,X,X,X,X,X
STJIZOL,X,X,O,O,O,O,X,X,X,X,X
STJIOLZ,O,X,O,O,X,X,X,X,X,X,X
STJIOZL,X,X,O,O,X,O,X,X,X,X,X
STJLIZO,O,X,X,O,X,X,X,X,X,X,X
STJLIOZ,O,X,O,O,X,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,O,O,X,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,O,O,O,X,X,X,X,X
STJZIOL,X,X,O,O,O,O,X,X,X,X,X
STJZLIO,X,X,X,X,O,O,X,X,X,X,X
STJZLOI,X,X,X,X,O,O,X,X,X,X,X
STJZOIL,X,X,O,O,O,O,X,X,X,X,X
STJZOLI,X,X,X,X,O,O,X,X,X,X,X
STJOILZ,O,X,O,O,X,X,X,X,X,X,X
STJOIZL,X,X,O,O,X,O,X,X,X,X,X
STJOLIZ,O,X,O,O,X,X,X,X,X,X,X
STJOLZI,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,O,O,X,O,X,X,X,X,X
STJOZLI,X,X,X,X,X,O,X,X,X,X,X
STZILJO,X,O,X,X,O,O,X,X,O,X,X
STZILOJ,X,O,X,X,O,O,X,X,O,X,X
STZIJLO,X,O,X,O,O,O,X,X,O,X,X
STZIJOL,X,X,O,O,O,O,X,O,O,X,X
STZIOLJ,X,X,X,X,O,O,X,X,O,X,X
STZIOJL,X,X,O,O,O,O,X,O,O,X,X
STZLIJO,X,O,X,X,O,O,X,X,X,X,X
STZLIOJ,X,O,X,X,O,O,X,X,X,X,X
STZLJIO,X,O,X,X,O,O,X,X,X,X,X
STZLJOI,X,O,X,X,O,O,X,X,X,X,X
STZLOIJ,X,O,X,X,O,O,X,X,X,X,X
STZLOJI,X,O,X,X,O,O,X,X,X,X,X
STZJILO,X,O,X,O,O,O,X,X,O,X,X
STZJIOL,X,X,O,O,O,O,X,O,O,X,X
STZJLIO,X,O,X,X,O,O,X,X,X,X,X
STZJLOI,X,O,X,X,O,O,X,X,X,X,X
STZJOIL,X,X,O,O,O,O,X,O,X,X,X
STZJOLI,X,X,X,X,O,O,X,X,X,X,X
STZOILJ,X,X,X,X,O,O,X,X,X,X,X
STZOIJL,X,X,O,O,O,O,X,O,X,X,X
STZOLIJ,X,X,X,X,O,O,X,X,X,X,X
STZOLJI,X,X,X,X,O,O,X,X,X,X,X
STZOJIL,X,X,O,O,O,O,X,O,X,X,X
STZOJLI,X,X,X,X,O,O,X,X,X,X,X
STOILJZ,O,X,O,O,X,X,X,X,X,X,X
STOILZJ,O,X,O,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,O,X,X,X,X,X,X,X
STOIJZL,X,X,O,O,X,O,X,X,X,X,X
STOIZLJ,X,X,X,X,O,O,X,X,X,X,X
STOIZJL,X,X,O,O,O,O,X,X,X,X,X
STOLIJZ,O,X,O,O,X,X,X,X,X,X,X
STOLIZJ,O,X,O,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X,X,X,X,X,X
STOLJZI,O,X,O,X,X,X,X,X,X,X,X
STOLZIJ,O,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,X,O,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,O,X,X,X,X,X,X,X
STOJIZL,X,X,O,O,X,O,X,X,X,X,X
STOJLIZ,O,X,O,O,X,X,X,X,X,X,X
STOJLZI,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,O,O,X,O,X,X,X,X,X
STOJZLI,X,X,X,X,X,O,X,X,X,X,X
STOZILJ,X,X,X,X,X,O,X,X,X,X,X
STOZIJL,X,X,O,O,X,O,X,X,X,X,X
STOZLIJ,X,X,X,X,X,O,X,X,X,X,X
STOZLJI,X,X,X,X,X,O,X,X,X,X,X
STOZJIL,X,X,O,O,X,O,X,X,X,X,X
STOZJLI,X,X,X,X,X,O,X,X,X,X,X
SITLJZO,O,X,O,O,X,X,X,X,X,X,X
SITLJOZ,O,X,O,O,X,X,X,X,X,X,X
SITLZJO,O,X,O,X,O,X,X,X,X,X,X
SITLZOJ,O,X,O,X,O,X,X,X,X,X,X
SITLOJZ,O,X,O,O,X,X,X,X,X,X,X
SITLOZJ,O,X,O,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,O,X,X,X,X,X,X,X
SITJLOZ,O,X,O,O,X,X,X,X,X,X,X
SITJZLO,X,X,X,O,O,O,X,X,X,X,X
SITJZOL,X,X,O,O,O,O,X,X,X,X,X
SITJOLZ,O,X,O,O,X,X,X,X,X,X,X
SITJOZL,X,X,O,O,X,O,X,X,X,X,X
SITZLJO,X,O,X,X,O,O,X,X,O,X,X
SITZLOJ,X,O,X,X,O,O,X,X,O,X,X
SITZJLO,X,O,X,O,O,O,X,X,O,X,X
SITZJOL,X,X,O,O,O,O,X,O,O,X,X
SITZOLJ,X,X,X,X,O,O,X,X,O,X,X
SITZOJL,X,X,O,O,O,O,X,O,O,X,X
SITOLJZ,O,X,O,O,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,X,X,X,X,X,X,X
SITOJLZ,O,X,O,O,X,X,X,X,X,X,X
SITOJZL,X,X,O,O,X,O,X,X,X,X,X
SITOZLJ,X,X,X,X,O,O,X,X,X,X,X
SITOZJL,X,X,O,O,O,O,X,X,X,X,X
SILTJZO,O,X,O,O,X,X,X,X,X,X,X
SILTJOZ,O,X,O,O,X,X,X,X,X,X,X
SILTZJO,O,X,O,X,O,X,X,X,X,X,X
SILTZOJ,O,X,O,X,O,X,X,X,X,X,X
SILTOJZ,O,X,O,O,X,X,X,X,X,X,X
SILTOZJ,O,X,O,X,X,X,X,X,X,X,X
SILJTZO,O,X,O,O,X,X,X,X,X,X,X
SILJTOZ,O,X,O,O,X,X,X,X,X,X,X
SILJZTO,O,X,O,X,O,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,O,O,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,X,O,X,X,X,X,X,X
SILZTOJ,O,O,O,X,O,X,X,X,X,X,X
SILZJTO,O,O,O,X,O,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,X,O,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,O,O,X,X,X,X,X,X,X
SILOTZJ,O,X,O,X,X,X,X,X,X,X,X
SILOJTZ,O,X,O,O,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,X,X,O,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,O,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,O,X,X,X,X,X,X,X
SIJTZLO,X,X,X,O,O,O,X,X,X,X,O
SIJTZOL,X,X,O,O,O,O,X,X,X,X,O
SIJTOLZ,O,X,O,O,X,X,X,X,X,X,X
SIJTOZL,X,X,O,O,X,O,X,X,X,X,O
SIJLTZO,O,X,O,O,X,X,X,X,X,X,X
SIJLTOZ,O,X,O,O,X,X,X,X,X,X,X
SIJLZTO,O,X,O,X,O,X,X,X,X,X,O
SIJLZOT,O,X,X,X,X,X,X,X,X,X,O
SIJLOTZ,O,X,O,O,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X,O
SIJZTLO,X,X,X,O,O,X,X,X,X,X,O
SIJZTOL,X,X,X,O,O,X,X,X,X,X,O
SIJZLTO,O,X,X,X,O,X,X,X,X,X,O
SIJZLOT,O,X,X,X,X,X,X,X,X,X,O
SIJZOTL,X,X,X,O,X,X,X,X,X,X,O
SIJZOLT,O,X,X,X,X,X,X,X,X,X,O
SIJOTLZ,O,X,O,O,X,X,X,X,X,X,X
SIJOTZL,X,X,O,O,X,O,X,X,X,X,O
SIJOLTZ,O,X,O,O,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,O
SIJOZTL,X,X,X,O,X,X,O,X,X,X,O
SIJOZLT,O,X,X,X,X,X,X,X,X,X,O
SIZTLJO,X,O,O,X,O,X,X,X,O,X,X
SIZTLOJ,X,O,O,X,O,X,X,X,O,X,X
SIZTJLO,X,O,X,O,O,X,X,X,O,X,X
SIZTJOL,X,X,X,O,O,X,X,O,O,X,X
SIZTOLJ,X,X,O,X,O,X,X,X,O,X,X
SIZTOJL,X,X,X,O,O,X,X,O,O,X,X
SIZLTJO,O,O,O,X,O,X,X,X,X,X,X
