sequence,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lBzhBaoB5oB+s?BlrB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFmhBziB5oBCmB0r?BlsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF6mBmiB5oBzlB0n?BVxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF0hBliB5oBzlBys?BWxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFVmBUiBaoB5oBGr?BTsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFlhBaoB5oBzlB8r?B+sB,v115@9gB8HeA8IeC8GeE8CeA8KeVFJvhFUhBanBziB5oBGr?B3sB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lB+mBiiB5oBzn?BVxB
JOIZSLT,O,X,X,O,O,O,X,X
JOLTISZ,O,X,X,O,O,O,X,X
JOLTIZS,O,X,X,O,O,O,X,X
JOLTSIZ,O,X,X,O,O,O,X,X
JOLTSZI,O,X,X,O,O,O,X,X
JOLTZIS,O,X,X,O,O,O,X,X
JOLTZSI,O,X,X,O,O,O,X,X
JOLITSZ,O,X,X,O,O,O,X,X
JOLITZS,O,X,X,O,O,O,X,X
JOLISTZ,X,X,X,O,O,O,X,X
JOLISZT,O,X,X,O,O,O,X,X
JOLIZTS,O,X,X,O,O,O,X,X
JOLIZST,O,X,X,O,O,O,X,X
JOLSTIZ,X,X,X,O,O,O,X,X
JOLSTZI,X,X,X,O,O,O,X,X
JOLSITZ,X,X,X,O,O,O,X,X
JOLSIZT,O,X,X,O,O,O,X,X
JOLSZTI,O,X,X,O,O,O,X,X
JOLSZIT,O,X,X,O,O,O,X,X
JOLZTIS,O,X,X,O,O,O,X,X
JOLZTSI,O,X,X,O,O,O,X,X
JOLZITS,O,X,X,O,O,O,X,X
JOLZIST,O,X,X,O,O,O,X,X
JOLZSTI,O,X,X,O,O,O,X,X
JOLZSIT,O,X,X,O,O,O,X,X
JOSTILZ,X,X,O,O,O,O,O,X
JOSTIZL,X,X,O,O,O,O,O,X
JOSTLIZ,X,X,O,O,O,O,O,X
JOSTLZI,X,X,O,O,O,O,O,X
JOSTZIL,X,X,O,O,O,O,O,X
JOSTZLI,X,X,O,O,O,O,O,X
JOSITLZ,X,X,O,O,O,O,O,X
JOSITZL,X,X,O,O,O,O,O,X
JOSILTZ,X,X,X,O,O,O,O,X
JOSILZT,O,X,X,O,O,O,O,X
JOSIZTL,O,X,X,O,O,O,O,X
JOSIZLT,O,X,X,O,O,O,O,X
JOSLTIZ,X,X,X,O,O,O,O,X
JOSLTZI,X,X,X,O,O,O,O,X
JOSLITZ,X,X,X,O,O,O,O,X
JOSLIZT,O,X,X,O,O,O,O,X
JOSLZTI,O,X,X,O,O,O,O,X
JOSLZIT,O,X,X,O,O,O,O,X
JOSZTIL,O,X,X,O,O,O,O,X
JOSZTLI,O,X,X,O,O,O,O,X
JOSZITL,O,X,X,O,O,O,O,X
JOSZILT,O,X,X,O,O,O,O,X
JOSZLTI,O,X,X,O,O,O,O,X
JOSZLIT,O,X,X,O,O,O,O,X
JOZTILS,O,X,X,O,O,O,X,X
JOZTISL,O,X,X,O,O,O,X,X
JOZTLIS,O,X,X,O,O,O,X,X
JOZTLSI,O,X,X,O,O,O,X,X
JOZTSIL,O,X,X,O,O,O,X,X
JOZTSLI,O,X,X,O,O,O,X,X
JOZITLS,O,X,X,O,O,O,X,X
JOZITSL,O,X,X,O,O,O,X,X
JOZILTS,O,X,X,O,O,O,X,X
JOZILST,O,X,X,O,O,O,X,X
JOZISTL,O,X,X,O,O,O,X,X
JOZISLT,O,X,X,O,O,O,X,X
JOZLTIS,O,X,X,O,O,O,X,X
JOZLTSI,O,X,X,O,O,O,X,X
JOZLITS,O,X,X,O,O,O,X,X
JOZLIST,O,X,X,O,O,O,X,X
JOZLSTI,O,X,X,O,O,O,X,X
JOZLSIT,O,X,X,O,O,O,X,X
JOZSTIL,O,X,X,O,O,O,X,X
JOZSTLI,O,X,X,O,O,O,X,X
JOZSITL,O,X,X,O,O,O,X,X
JOZSILT,O,X,X,O,O,O,X,X
JOZSLTI,O,X,X,O,O,O,X,X
JOZSLIT,O,X,X,O,O,O,X,X
STILJZO,O,O,O,O,O,O,O,O
STILJOZ,X,O,X,O,O,O,O,X
STILZJO,O,O,O,O,X,X,O,O
STILZOJ,X,O,O,O,X,X,O,O
STILOJZ,X,O,O,O,O,O,O,X
STILOZJ,X,O,O,O,X,X,O,O
STIJLZO,O,O,O,O,O,O,O,O
STIJLOZ,O,O,X,O,O,O,O,X
STIJZLO,O,O,O,O,O,O,O,O
STIJZOL,O,O,O,O,O,O,O,O
STIJOLZ,O,O,O,X,O,O,O,O
STIJOZL,O,O,O,X,O,O,O,O
STIZLJO,O,O,O,X,X,O,O,O
STIZLOJ,O,O,O,X,X,X,O,O
STIZJLO,O,O,O,X,X,O,O,O
STIZJOL,O,O,O,X,X,O,O,O
STIZOLJ,O,O,O,X,X,X,O,O
STIZOJL,O,O,O,X,X,O,O,O
STIOLJZ,X,O,O,O,O,O,O,O
STIOLZJ,X,O,O,O,X,O,O,O
STIOJLZ,O,O,O,O,O,O,O,O
STIOJZL,O,O,O,O,O,O,O,O
STIOZLJ,O,O,O,O,X,O,O,O
STIOZJL,O,O,O,O,X,O,O,O
STLIJZO,O,O,O,O,O,O,O,O
STLIJOZ,X,O,X,O,O,O,O,X
STLIZJO,O,O,O,O,X,X,O,O
STLIZOJ,X,O,O,O,X,X,O,O
STLIOJZ,X,O,O,O,O,O,O,X
STLIOZJ,X,O,O,O,X,X,O,O
STLJIZO,O,O,O,O,O,O,O,O
STLJIOZ,X,O,X,O,O,O,O,X
STLJZIO,O,O,O,O,O,O,O,O
STLJZOI,O,O,O,O,O,O,O,O
STLJOIZ,X,O,X,O,O,O,O,X
STLJOZI,X,O,X,O,O,O,O,X
STLZIJO,O,O,O,O,X,X,O,O
STLZIOJ,X,O,O,O,X,X,O,O
STLZJIO,O,O,O,O,X,X,O,O
STLZJOI,O,O,O,X,X,X,O,O
STLZOIJ,X,O,O,O,X,X,O,O
STLZOJI,X,O,O,O,X,X,O,O
STLOIJZ,X,O,O,O,O,O,O,X
STLOIZJ,X,O,O,O,X,X,O,O
STLOJIZ,X,O,O,O,O,O,O,X
STLOJZI,X,O,O,O,O,O,O,X
STLOZIJ,X,O,O,O,X,X,O,O
STLOZJI,X,O,O,O,X,X,O,O
STJILZO,O,O,O,O,O,O,O,O
STJILOZ,O,O,X,O,O,O,O,X
STJIZLO,O,O,O,O,O,O,O,O
STJIZOL,O,O,O,O,O,O,O,O
STJIOLZ,O,O,O,X,O,O,O,O
STJIOZL,O,O,O,X,O,O,O,O
STJLIZO,O,O,O,O,O,O,O,O
STJLIOZ,O,O,X,O,O,O,O,X
STJLZIO,O,O,O,O,O,O,O,O
STJLZOI,O,O,O,O,O,O,O,O
STJLOIZ,O,O,X,O,O,O,O,X
STJLOZI,O,O,X,O,O,O,O,X
STJZILO,O,O,O,O,O,O,O,O
STJZIOL,O,O,O,O,O,O,O,O
STJZLIO,O,O,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,O,O,O
STJZOIL,O,O,O,O,O,O,O,O
STJZOLI,O,O,O,X,O,O,O,O
STJOILZ,O,O,O,X,O,O,O,O
STJOIZL,O,O,O,X,O,O,O,O
STJOLIZ,O,O,O,X,O,O,O,O
STJOLZI,O,O,O,X,O,O,O,O
STJOZIL,O,O,O,X,O,O,O,O
STJOZLI,O,O,O,X,O,O,O,O
STZILJO,O,O,O,X,X,O,O,O
STZILOJ,O,O,O,X,X,X,O,O
STZIJLO,O,O,O,X,X,O,O,O
STZIJOL,O,O,O,X,X,O,O,O
STZIOLJ,O,O,O,X,X,X,O,O
STZIOJL,O,O,O,X,X,O,O,O
STZLIJO,O,O,O,X,X,O,O,O
STZLIOJ,O,O,O,X,X,X,O,O
STZLJIO,O,O,O,X,X,O,O,O
STZLJOI,O,O,O,X,X,O,O,O
STZLOIJ,O,O,O,X,X,X,O,O
STZLOJI,O,O,O,X,X,X,O,O
STZJILO,O,O,O,X,X,O,O,O
STZJIOL,O,O,O,X,X,O,O,O
STZJLIO,O,O,O,X,X,O,O,O
STZJLOI,O,O,O,X,X,O,O,O
STZJOIL,O,O,O,X,X,O,O,O
STZJOLI,O,O,O,X,X,O,O,O
STZOILJ,O,O,O,X,X,X,O,O
STZOIJL,O,O,O,X,X,O,O,O
STZOLIJ,O,O,O,X,X,X,O,O
STZOLJI,O,O,O,X,X,X,O,O
STZOJIL,O,O,O,X,X,O,O,O
STZOJLI,O,O,O,X,X,O,O,O
STOILJZ,X,O,O,O,O,O,O,O
STOILZJ,X,O,O,O,X,O,O,O
STOIJLZ,O,O,O,O,O,O,O,O
STOIJZL,O,O,O,O,O,O,O,O
STOIZLJ,O,O,O,O,X,O,O,O
STOIZJL,O,O,O,O,X,O,O,O
STOLIJZ,X,O,O,O,O,O,O,O
STOLIZJ,X,O,O,O,X,O,O,O
STOLJIZ,X,O,O,O,O,O,O,O
STOLJZI,X,O,O,O,O,O,O,O
STOLZIJ,X,O,O,O,X,O,O,O
STOLZJI,X,O,O,O,X,O,O,O
STOJILZ,O,O,O,O,O,O,O,O
STOJIZL,O,O,O,O,O,O,O,O
STOJLIZ,O,O,O,O,O,O,O,O
STOJLZI,O,O,O,O,O,O,O,O
STOJZIL,O,O,O,O,O,O,O,O
STOJZLI,O,O,O,O,O,O,O,O
STOZILJ,O,O,O,O,X,O,O,O
STOZIJL,O,O,O,O,X,O,O,O
STOZLIJ,O,O,O,O,X,O,O,O
STOZLJI,O,O,O,O,X,O,O,O
STOZJIL,O,O,O,O,X,O,O,O
STOZJLI,O,O,O,O,X,O,O,O
SITLJZO,O,O,O,O,O,O,O,O
SITLJOZ,X,O,X,O,O,O,O,X
SITLZJO,O,O,O,O,X,X,O,O
SITLZOJ,X,O,O,O,X,X,O,O
SITLOJZ,X,O,O,O,O,O,O,X
SITLOZJ,X,O,O,O,X,X,O,O
SITJLZO,O,O,O,O,O,O,O,O
SITJLOZ,O,O,X,O,O,O,O,X
SITJZLO,O,O,O,O,O,O,O,O
SITJZOL,O,O,O,O,O,O,O,O
SITJOLZ,O,O,O,X,O,O,O,O
SITJOZL,O,O,O,X,O,O,O,O
SITZLJO,O,O,O,X,X,O,O,O
SITZLOJ,O,O,O,X,X,X,O,O
SITZJLO,O,O,O,X,X,O,O,O
SITZJOL,O,O,O,X,X,O,O,O
SITZOLJ,O,O,O,X,X,X,O,O
SITZOJL,O,O,O,X,X,O,O,O
SITOLJZ,X,O,O,O,O,O,O,O
SITOLZJ,X,O,O,O,X,O,O,O
SITOJLZ,O,O,O,O,O,O,O,O
SITOJZL,O,O,O,O,O,O,O,O
SITOZLJ,O,O,O,O,X,O,O,O
SITOZJL,O,O,O,O,X,O,O,O
SILTJZO,O,O,O,O,O,O,O,X
SILTJOZ,X,O,X,O,O,O,O,X
SILTZJO,O,O,O,O,X,X,O,O
SILTZOJ,X,O,O,O,X,X,O,O
SILTOJZ,X,O,O,O,O,O,O,X
SILTOZJ,X,O,O,O,X,X,O,O
SILJTZO,O,O,X,O,O,O,O,X
SILJTOZ,O,O,X,O,O,O,O,X
SILJZTO,O,O,X,O,O,O,O,X
SILJZOT,O,O,X,O,X,O,O,X
SILJOTZ,X,O,X,O,O,O,O,X
SILJOZT,O,O,X,O,O,O,O,X
SILZTJO,O,O,X,O,X,O,O,O
SILZTOJ,O,O,X,O,X,X,O,O
SILZJTO,O,O,X,O,O,O,O,X
SILZJOT,O,O,X,O,X,O,O,X
SILZOTJ,X,O,X,O,X,X,O,X
SILZOJT,O,O,X,O,O,O,O,X
SILOTJZ,X,O,O,O,O,O,O,X
SILOTZJ,X,O,O,O,X,O,O,X
SILOJTZ,X,O,X,O,O,O,O,X
SILOJZT,O,O,X,O,O,O,O,X
SILOZTJ,X,O,X,O,X,O,O,X
SILOZJT,O,O,X,O,O,O,O,X
SIJTLZO,O,O,O,O,O,O,O,X
SIJTLOZ,O,O,X,O,O,O,O,X
SIJTZLO,O,O,O,O,O,O,O,O
SIJTZOL,O,O,O,O,O,O,O,O
SIJTOLZ,O,O,O,X,O,O,O,X
SIJTOZL,O,O,O,X,O,O,O,O
SIJLTZO,O,O,X,O,O,O,O,X
SIJLTOZ,O,O,X,O,O,O,O,X
SIJLZTO,O,O,X,O,O,O,O,X
SIJLZOT,O,O,X,O,X,O,O,X
SIJLOTZ,X,O,X,O,O,O,O,X
SIJLOZT,O,O,X,O,O,O,O,X
SIJZTLO,O,O,X,O,O,O,O,O
SIJZTOL,O,O,X,O,O,O,O,O
SIJZLTO,O,O,X,O,O,O,O,X
SIJZLOT,O,O,X,O,X,O,O,X
SIJZOTL,O,X,X,O,O,O,O,X
SIJZOLT,O,X,X,O,O,O,O,X
SIJOTLZ,X,X,O,O,O,O,O,X
SIJOTZL,X,X,O,O,O,O,O,X
SIJOLTZ,X,X,X,O,O,O,O,X
SIJOLZT,O,X,X,O,O,O,O,X
SIJOZTL,O,X,X,O,O,O,O,X
SIJOZLT,O,X,X,O,O,O,O,X
SIZTLJO,O,O,O,X,X,O,O,O
SIZTLOJ,O,O,O,X,X,X,O,O
SIZTJLO,O,O,O,X,X,O,O,O
SIZTJOL,O,O,O,X,X,O,O,O
SIZTOLJ,O,O,O,X,X,X,O,O
SIZTOJL,O,O,O,X,X,O,O,O
SIZLTJO,O,O,X,O,X,O,O,O
SIZLTOJ,O,O,X,O,X,X,O,O
SIZLJTO,O,O,X,O,O,O,O,X
SIZLJOT,O,O,X,O,X,O,O,X
SIZLOTJ,X,O,X,O,X,X,O,X
SIZLOJT,O,O,X,O,O,O,O,X
SIZJTLO,O,O,X,O,O,O,O,O
SIZJTOL,O,O,X,O,O,O,O,O
SIZJLTO,O,O,X,O,O,O,O,X
SIZJLOT,O,O,X,O,X,O,O,X
SIZJOTL,O,X,X,O,O,O,O,X
SIZJOLT,O,X,X,O,O,O,O,X
SIZOTLJ,O,O,O,O,X,O,O,O
SIZOTJL,O,O,O,O,X,O,O,O
SIZOLTJ,X,O,X,O,X,O,O,X
SIZOLJT,O,O,X,O,O,O,O,X
SIZOJTL,O,X,X,O,O,O,O,X
SIZOJLT,O,X,X,O,O,O,O,X
SIOTLJZ,X,O,O,O,O,O,O,X
SIOTLZJ,X,O,O,O,X,O,O,O
SIOTJLZ,X,O,O,O,O,O,O,X
SIOTJZL,X,O,O,O,O,O,O,O
SIOTZLJ,X,O,O,O,X,O,O,O
SIOTZJL,X,O,O,O,X,O,O,O
SIOLTJZ,X,O,O,O,O,O,O,X
SIOLTZJ,X,O,O,O,X,O,O,X
SIOLJTZ,X,O,X,O,O,O,O,X
SIOLJZT,O,O,X,O,O,O,O,X
SIOLZTJ,X,O,X,O,X,O,O,X
SIOLZJT,O,O,X,O,O,O,O,X
SIOJTLZ,X,X,O,O,O,O,O,X
SIOJTZL,X,X,O,O,O,O,O,X
SIOJLTZ,X,X,X,O,O,O,O,X
SIOJLZT,O,X,X,O,O,O,O,X
SIOJZTL,O,X,X,O,O,O,O,X
SIOJZLT,O,X,X,O,O,O,O,X
SIOZTLJ,O,O,O,O,X,O,O,O
SIOZTJL,O,O,O,O,X,O,O,O
SIOZLTJ,X,O,X,O,X,O,O,X
SIOZLJT,O,O,X,O,O,O,O,X
SIOZJTL,O,X,X,O,O,O,O,X
SIOZJLT,O,X,X,O,O,O,O,X
SLTIJZO,O,O,O,O,O,O,O,X
SLTIJOZ,X,O,X,O,O,O,O,X
SLTIZJO,O,O,O,O,X,X,O,O
SLTIZOJ,X,O,O,O,X,X,O,O
SLTIOJZ,X,O,O,O,O,O,O,X
SLTIOZJ,X,O,O,O,X,X,O,O
SLTJIZO,O,O,O,O,O,O,O,X
SLTJIOZ,X,O,X,O,O,O,O,X
SLTJZIO,O,O,O,O,O,O,O,X
SLTJZOI,O,O,O,O,O,O,O,X
SLTJOIZ,X,O,X,O,O,O,O,X
SLTJOZI,X,O,X,O,O,O,O,X
SLTZIJO,O,O,O,O,X,X,O,O
SLTZIOJ,X,O,O,O,X,X,O,O
SLTZJIO,O,O,O,O,X,X,O,O
SLTZJOI,O,O,O,X,X,X,O,O
SLTZOIJ,X,O,O,O,X,X,O,O
SLTZOJI,X,O,O,O,X,X,O,O
SLTOIJZ,X,O,O,O,O,O,O,X
SLTOIZJ,X,O,O,O,X,X,O,O
SLTOJIZ,X,O,O,O,O,O,O,X
SLTOJZI,X,O,O,O,O,O,O,X
SLTOZIJ,X,O,O,O,X,X,O,O
SLTOZJI,X,O,O,O,X,X,O,O
SLITJZO,O,O,O,O,O,O,O,X
SLITJOZ,X,O,X,O,O,O,O,X
SLITZJO,O,O,O,O,X,X,O,O
SLITZOJ,X,O,O,O,X,X,O,O
SLITOJZ,X,O,O,O,O,O,O,X
SLITOZJ,X,O,O,O,X,X,O,O
SLIJTZO,O,O,X,O,O,O,O,X
SLIJTOZ,O,O,X,O,O,O,O,X
SLIJZTO,O,O,X,O,O,O,O,X
SLIJZOT,O,O,X,O,X,O,O,X
SLIJOTZ,X,O,X,O,O,O,O,X
SLIJOZT,O,O,X,O,O,O,O,X
SLIZTJO,O,O,X,O,X,O,O,O
SLIZTOJ,O,O,X,O,X,X,O,O
SLIZJTO,O,O,X,O,O,O,O,X
SLIZJOT,O,O,X,O,X,O,O,X
SLIZOTJ,X,O,X,O,X,X,O,X
SLIZOJT,O,O,X,O,O,O,O,X
SLIOTJZ,X,O,O,O,O,O,O,X
SLIOTZJ,X,O,O,O,X,O,O,X
SLIOJTZ,X,O,X,O,O,O,O,X
SLIOJZT,O,O,X,O,O,O,O,X
SLIOZTJ,X,O,X,O,X,O,O,X
SLIOZJT,O,O,X,O,O,O,O,X
SLJTIZO,O,O,X,O,O,O,O,X
SLJTIOZ,O,O,X,O,O,O,O,X
SLJTZIO,O,O,X,O,O,O,O,X
SLJTZOI,O,O,X,O,O,O,O,X
SLJTOIZ,O,O,X,O,O,O,O,X
SLJTOZI,O,O,X,O,O,O,O,X
SLJITZO,O,O,X,O,O,O,O,X
SLJITOZ,O,O,X,O,O,O,O,X
SLJIZTO,O,O,X,O,O,O,O,X
SLJIZOT,O,O,X,O,X,O,O,X
SLJIOTZ,X,O,X,O,O,O,O,X
SLJIOZT,O,O,X,O,O,O,O,X
SLJZTIO,O,O,X,O,O,O,O,X
SLJZTOI,O,O,X,O,O,O,O,X
SLJZITO,O,O,X,O,O,O,O,X
SLJZIOT,O,O,X,O,X,O,O,X
SLJZOTI,O,O,X,O,X,O,O,X
SLJZOIT,O,O,X,O,X,O,O,X
SLJOTIZ,X,O,X,O,O,O,O,X
SLJOTZI,X,O,X,O,O,O,O,X
SLJOITZ,X,O,X,O,O,O,O,X
SLJOIZT,O,O,X,O,O,O,O,X
SLJOZTI,O,O,X,O,O,O,O,X
SLJOZIT,O,O,X,O,O,O,O,X
SLZTIJO,O,O,X,O,X,O,O,O
SLZTIOJ,O,O,X,O,X,X,O,O
SLZTJIO,O,O,X,O,X,O,O,O
SLZTJOI,O,O,X,X,X,O,O,O
SLZTOIJ,O,O,X,O,X,X,O,O
SLZTOJI,O,O,X,O,X,X,O,O
SLZITJO,O,O,X,O,X,O,O,O
SLZITOJ,O,O,X,O,X,X,O,O
SLZIJTO,O,O,X,O,O,O,O,X
SLZIJOT,O,O,X,O,X,O,O,X
SLZIOTJ,X,O,X,O,X,X,O,X
SLZIOJT,O,O,X,O,O,O,O,X
SLZJTIO,O,O,X,O,O,O,O,X
SLZJTOI,O,O,X,O,O,O,O,X
SLZJITO,O,O,X,O,O,O,O,X
SLZJIOT,O,O,X,O,X,O,O,X
SLZJOTI,O,O,X,O,X,O,O,X
SLZJOIT,O,O,X,O,X,O,O,X
SLZOTIJ,X,O,X,O,X,X,O,X
SLZOTJI,X,O,X,O,X,X,O,X
SLZOITJ,X,O,X,O,X,X,O,X
SLZOIJT,O,O,X,O,O,O,O,X
SLZOJTI,O,O,X,O,O,O,O,X
SLZOJIT,O,O,X,O,O,O,O,X
SLOTIJZ,X,O,O,O,O,O,O,X
SLOTIZJ,X,O,O,O,X,O,O,X
SLOTJIZ,X,O,O,O,O,O,O,X
SLOTJZI,X,O,O,O,O,O,O,X
SLOTZIJ,X,O,O,O,X,O,O,X
SLOTZJI,X,O,O,O,X,O,O,X
SLOITJZ,X,O,O,O,O,O,O,X
SLOITZJ,X,O,O,O,X,O,O,X
SLOIJTZ,X,O,X,O,O,O,O,X
SLOIJZT,O,O,X,O,O,O,O,X
SLOIZTJ,X,O,X,O,X,O,O,X
SLOIZJT,O,O,X,O,O,O,O,X
SLOJTIZ,X,O,X,O,O,O,O,X
SLOJTZI,X,O,X,O,O,O,O,X
SLOJITZ,X,O,X,O,O,O,O,X
SLOJIZT,O,O,X,O,O,O,O,X
SLOJZTI,O,O,X,O,O,O,O,X
SLOJZIT,O,O,X,O,O,O,O,X
SLOZTIJ,X,O,X,O,X,O,O,X
SLOZTJI,X,O,X,O,X,O,O,X
SLOZITJ,X,O,X,O,X,O,O,X
SLOZIJT,O,O,X,O,O,O,O,X
SLOZJTI,O,O,X,O,O,O,O,X
SLOZJIT,O,O,X,O,O,O,O,X
SJTILZO,O,O,O,O,O,O,O,X
SJTILOZ,O,O,X,O,O,O,O,X
SJTIZLO,O,O,O,O,O,O,O,O
SJTIZOL,O,O,O,O,O,O,O,O
SJTIOLZ,O,O,O,X,O,O,O,X
SJTIOZL,O,O,O,X,O,O,O,O
SJTLIZO,O,O,O,O,O,O,O,X
SJTLIOZ,O,O,X,O,O,O,O,X
SJTLZIO,O,O,O,O,O,O,O,X
SJTLZOI,O,O,O,O,O,O,O,X
SJTLOIZ,O,O,X,O,O,O,O,X
SJTLOZI,O,O,X,O,O,O,O,X
SJTZILO,O,O,O,O,O,O,O,O
SJTZIOL,O,O,O,O,O,O,O,O
SJTZLIO,O,O,O,O,O,O,O,O
SJTZLOI,O,O,O,O,O,O,O,O
SJTZOIL,O,O,O,O,O,O,O,O
SJTZOLI,O,O,O,X,O,O,O,O
SJTOILZ,O,O,O,X,O,O,O,X
SJTOIZL,O,O,O,X,O,O,O,O
SJTOLIZ,O,O,O,X,O,O,O,X
SJTOLZI,O,O,O,X,O,O,O,X
SJTOZIL,O,O,O,X,O,O,O,O
SJTOZLI,O,O,O,X,O,O,O,O
SJITLZO,O,O,O,O,O,O,O,X
SJITLOZ,O,O,X,O,O,O,O,X
SJITZLO,O,O,O,O,O,O,O,O
SJITZOL,O,O,O,O,O,O,O,O
SJITOLZ,O,O,O,X,O,O,O,X
SJITOZL,O,O,O,X,O,O,O,O
SJILTZO,O,O,X,O,O,O,O,X
SJILTOZ,O,O,X,O,O,O,O,X
SJILZTO,O,O,X,O,O,O,O,X
SJILZOT,O,O,X,O,X,O,O,X
SJILOTZ,X,O,X,O,O,O,O,X
SJILOZT,O,O,X,O,O,O,O,X
SJIZTLO,O,O,X,O,O,O,O,O
SJIZTOL,O,O,X,O,O,O,O,O
SJIZLTO,O,O,X,O,O,O,O,X
SJIZLOT,O,O,X,O,X,O,O,X
SJIZOTL,O,X,X,O,O,O,O,X
SJIZOLT,O,X,X,O,O,O,O,X
SJIOTLZ,X,X,O,O,O,O,O,X
SJIOTZL,X,X,O,O,O,O,O,X
SJIOLTZ,X,X,X,O,O,O,O,X
SJIOLZT,O,X,X,O,O,O,O,X
SJIOZTL,O,X,X,O,O,O,O,X
SJIOZLT,O,X,X,O,O,O,O,X
SJLTIZO,O,O,X,O,O,O,O,X
SJLTIOZ,O,O,X,O,O,O,O,X
SJLTZIO,O,O,X,O,O,O,O,X
SJLTZOI,O,O,X,O,O,O,O,X
SJLTOIZ,O,O,X,O,O,O,O,X
SJLTOZI,O,O,X,O,O,O,O,X
SJLITZO,O,O,X,O,O,O,O,X
SJLITOZ,O,O,X,O,O,O,O,X
SJLIZTO,O,O,X,O,O,O,O,X
SJLIZOT,O,O,X,O,X,O,O,X
SJLIOTZ,X,O,X,O,O,O,O,X
SJLIOZT,O,O,X,O,O,O,O,X
SJLZTIO,O,O,X,O,O,O,O,X
SJLZTOI,O,O,X,O,O,O,O,X
SJLZITO,O,O,X,O,O,O,O,X
SJLZIOT,O,O,X,O,X,O,O,X
SJLZOTI,O,O,X,O,X,O,O,X
SJLZOIT,O,O,X,O,X,O,O,X
SJLOTIZ,X,O,X,O,O,O,O,X
SJLOTZI,X,O,X,O,O,O,O,X
SJLOITZ,X,O,X,O,O,O,O,X
SJLOIZT,O,O,X,O,O,O,O,X
SJLOZTI,O,O,X,O,O,O,O,X
SJLOZIT,O,O,X,O,O,O,O,X
SJZTILO,O,O,X,O,O,O,O,O
SJZTIOL,O,O,X,O,O,O,O,O
SJZTLIO,O,O,X,O,O,O,O,O
SJZTLOI,O,O,X,O,O,O,O,O
SJZTOIL,O,O,X,O,O,O,O,O
SJZTOLI,O,O,X,X,O,O,O,O
SJZITLO,O,O,X,O,O,O,O,O
SJZITOL,O,O,X,O,O,O,O,O
SJZILTO,O,O,X,O,O,O,O,X
SJZILOT,O,O,X,O,X,O,O,X
SJZIOTL,O,X,X,O,O,O,O,X
SJZIOLT,O,X,X,O,O,O,O,X
SJZLTIO,O,O,X,O,O,O,O,X
SJZLTOI,O,O,X,O,O,O,O,X
SJZLITO,O,O,X,O,O,O,O,X
SJZLIOT,O,O,X,O,X,O,O,X
SJZLOTI,O,O,X,O,X,O,O,X
SJZLOIT,O,O,X,O,X,O,O,X
SJZOTIL,O,X,X,O,O,O,O,X
SJZOTLI,O,X,X,X,O,O,O,X
SJZOITL,O,X,X,O,O,O,O,X
SJZOILT,O,X,X,O,O,O,O,X
SJZOLTI,O,X,X,O,O,O,O,X
SJZOLIT,O,X,X,O,O,O,O,X
SJOTILZ,X,X,O,O,O,O,O,X
SJOTIZL,X,X,O,O,O,O,O,X
SJOTLIZ,X,X,O,O,O,O,O,X
SJOTLZI,X,X,O,O,O,O,O,X
SJOTZIL,X,X,O,O,O,O,O,X
SJOTZLI,X,X,O,O,O,O,O,X
SJOITLZ,X,X,O,O,O,O,O,X
SJOITZL,X,X,O,O,O,O,O,X
SJOILTZ,X,X,X,O,O,O,O,X
SJOILZT,O,X,X,O,O,O,O,X
SJOIZTL,O,X,X,O,O,O,O,X
SJOIZLT,O,X,X,O,O,O,O,X
SJOLTIZ,X,X,X,O,O,O,O,X
SJOLTZI,X,X,X,O,O,O,O,X
SJOLITZ,X,X,X,O,O,O,O,X
SJOLIZT,O,X,X,O,O,O,O,X
SJOLZTI,O,X,X,O,O,O,O,X
SJOLZIT,O,X,X,O,O,O,O,X
SJOZTIL,O,X,X,O,O,O,O,X
SJOZTLI,O,X,X,O,O,O,O,X
SJOZITL,O,X,X,O,O,O,O,X
SJOZILT,O,X,X,O,O,O,O,X
SJOZLTI,O,X,X,O,O,O,O,X
SJOZLIT,O,X,X,O,O,O,O,X
SZTILJO,O,O,O,X,X,O,O,O
SZTILOJ,O,O,O,X,X,X,O,O
SZTIJLO,O,O,O,X,X,O,O,O
SZTIJOL,O,O,O,X,X,O,O,O
SZTIOLJ,O,O,O,X,X,X,O,O
SZTIOJL,O,O,O,X,X,O,O,O
SZTLIJO,O,O,O,X,X,O,O,O
SZTLIOJ,O,O,O,X,X,X,O,O
SZTLJIO,O,O,O,X,X,O,O,O
SZTLJOI,O,O,O,X,X,O,O,O
SZTLOIJ,O,O,O,X,X,X,O,O
SZTLOJI,O,O,O,X,X,X,O,O
SZTJILO,O,O,O,X,X,O,O,O
SZTJIOL,O,O,O,X,X,O,O,O
SZTJLIO,O,O,O,X,X,O,O,O
SZTJLOI,O,O,O,X,X,O,O,O
SZTJOIL,O,O,O,X,X,O,O,O
